Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HBL100	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg20002248__ACN9	0.54516	0.039908	0.080159	0.90647	0.038551	0.061611	0.8787	0.073864	0.039616	0.055825	0.063955	0.27257	0.085317	0.10679	0.047653	0.14085	0.058597	0.050056	0.083616	0.047536	0.54152	0.32663	0.20309	0.06236	0.045101	0.44386	0.089069	0.11846	0.10326	0.064017	0.059479	0.050922	0.061565	0.054563	0.055101	0.053793	0.12343	0.073354	0.68264	0.7919
Meth__cg00698688__SULT2B1	0.026749	0.020386	0.017551	0.024451	0.017886	0.96551	0.020559	0.80999	0.022452	0.021309	0.022924	0.60353	0.024925	0.038878	0.015445	0.022802	0.39257	0.89617	0.020876	0.073799	0.015398	0.030008	0.024496	0.92752	0.020105	0.94436	0.037161	0.04262	0.052209	0.14658	0.26893	0.047579	0.50361	0.037671	0.017136	0.32866	0.12898	0.023746	0.038183	0.030288
Meth__cg22689690__ADCY6	0.05585	0.10609	0.064279	0.06373	0.096844	0.10627	0.072749	0.14337	0.070374	0.075864	0.065784	0.053691	0.14167	0.13915	0.036383	0.087842	0.12588	0.11604	0.11921	0.11432	0.076814	0.084342	0.081936	0.33008	0.052069	0.10041	0.055187	0.077779	0.070962	0.087245	0.097392	0.065114	0.10458	0.45008	0.045364	0.058371	0.084588	0.062858	0.057405	0.086176
Meth__cg02420102__MGC33948	0.082726	0.042528	0.048022	0.055973	0.055639	0.04901	0.081363	0.1616	0.046265	0.045055	0.060144	0.046593	0.047309	0.06407	0.044001	0.053201	0.050068	0.062323	0.10846	0.044885	0.0665	0.085992	0.080321	0.050628	0.055904	0.088756	0.058132	0.15776	0.10211	0.080685	0.042467	0.057438	0.067436	0.063191	0.04439	0.070688	0.065749	0.056289	0.07585	0.073504
Meth__cg19814116__KCNAB2	0.033602	0.025608	0.034572	0.28111	0.54896	0.97885	0.031628	0.96232	0.020915	0.022753	0.60975	0.97896	0.13448	0.62076	0.0305	0.027647	0.94451	0.067851	0.061663	0.55613	0.98217	0.80559	0.97817	0.9272	0.38035	0.041635	0.95865	0.04	0.10666	0.044345	0.98061	0.017846	0.037408	0.98226	0.024789	0.97399	0.16575	0.075473	0.67645	0.97028
Meth__cg17399352__SPHK1	0.037564	0.032704	0.042377	0.042507	0.03123	0.030946	0.050149	0.021476	0.037321	0.035872	0.03214	0.039631	0.025571	0.064767	0.069061	0.033089	0.70433	0.031986	0.056715	0.033654	0.03511	0.029985	0.038237	0.028845	0.064477	0.04514	0.029618	0.081333	0.068361	0.068642	0.034264	0.069694	0.029646	0.031955	0.027763	0.26977	0.097951	0.036141	0.02974	0.023694
Meth__cg26025944__SCNN1G	0.12259	0.071037	0.17129	0.097087	0.063336	0.5867	0.072317	0.19182	0.10235	0.074256	0.076071	0.12204	0.18182	0.14649	0.070322	0.05984	0.078112	0.067351	0.10017	0.077117	0.086244	0.078478	0.081973	0.10674	0.059986	0.77794	0.089051	0.091553	0.11216	0.10762	0.065443	0.10168	0.076044	0.08223	0.057984	0.063911	0.18369	0.07452	0.07043	0.066793
Meth__cg21550442__FLJ36445	0.11427	0.08404	0.069588	0.084946	0.10408	0.92644	0.10117	0.62181	0.89144	0.47491	0.063995	0.11029	0.80191	0.16644	0.029705	0.45181	0.16906	0.89634	0.10795	0.80866	0.057298	0.10033	0.069324	0.94977	0.0626	0.73665	0.072196	0.15833	0.10155	0.11052	0.87527	0.064078	0.87784	0.1112	0.053738	0.07996	0.18507	0.089698	0.076898	0.064845
Meth__cg05822100__CDH6	0.29254	0.054565	0.70011	0.34348	0.06956	0.050477	0.92952	0.10313	0.78468	0.053449	0.061039	0.12322	0.54549	0.56033	0.057741	0.12215	0.40385	0.5264	0.11986	0.40681	0.90149	0.91329	0.44682	0.04318	0.14185	0.78297	0.45633	0.11708	0.81279	0.1659	0.07179	0.093518	0.053763	0.11602	0.049059	0.71949	0.13398	0.46252	0.41616	0.45006
Meth__cg15149645__P8	0.050147	0.040901	0.070774	0.12744	0.96395	0.70386	0.043613	0.84141	0.12504	0.050997	0.67503	0.88957	0.13996	0.078476	0.023934	0.049814	0.4094	0.069505	0.10179	0.052938	0.92262	0.92538	0.94603	0.85351	0.89854	0.87916	0.70763	0.080645	0.087575	0.37934	0.039511	0.496	0.49656	0.92561	0.031952	0.047775	0.085726	0.17721	0.41613	0.90863
Meth__cg23447996__SYK	0.13343	0.095417	0.10393	0.14174	0.082443	0.55392	0.37867	0.43309	0.55779	0.084544	0.10152	0.7121	0.168	0.098669	0.20413	0.114	0.17038	0.43939	0.10948	0.085471	0.14679	0.096425	0.57126	0.41967	0.23115	0.34617	0.2493	0.17959	0.84099	0.26182	0.11554	0.30635	0.23107	0.75598	0.061028	0.15646	0.11242	0.08708	0.1058	0.12679
Meth__cg14797887__MNS1	0.038625	0.035708	0.043052	0.048218	0.034744	0.091901	0.47309	0.19407	0.96109	0.036131	0.043104	0.043119	0.042852	0.081527	0.032645	0.043206	0.05736	0.037866	0.060361	0.030235	0.036187	0.040305	0.14434	0.038528	0.034254	0.082577	0.043377	0.065606	0.54991	0.076005	0.030987	0.055826	0.029048	0.047684	0.027194	0.032523	0.081737	0.041574	0.043512	0.038723
Meth__cg07456645__C19orf30	0.037705	0.028759	0.047092	0.043547	0.022241	0.48	0.20855	0.41302	0.69052	0.051145	0.039363	0.04928	0.12664	0.1236	0.030758	0.048146	0.031721	0.37453	0.039702	0.30199	0.073931	0.26233	0.026167	0.030099	0.06829	0.4842	0.070148	0.099443	0.53058	0.039581	0.032064	0.29123	0.036913	0.73681	0.030781	0.037713	0.063112	0.047949	0.031694	0.028676
Meth__cg11979959__SULF2	0.056723	0.020734	0.065448	0.031096	0.030517	0.55434	0.044019	0.086012	0.019875	0.042981	0.047056	0.37422	0.06018	0.55365	0.02662	0.036345	0.94413	0.030295	0.072421	0.049387	0.17058	0.23219	0.074804	0.053248	0.024475	0.80439	0.049657	0.056275	0.18583	0.04103	0.041435	0.02744	0.033076	0.0518	0.023984	0.86929	0.13941	0.046083	0.032782	0.044227
Meth__cg03048535__FOXN4	0.47653	0.016046	0.030902	0.084568	0.020525	0.55537	0.025569	0.10535	0.12348	0.020458	0.36646	0.092137	0.034238	0.058625	0.018991	0.024617	0.015113	0.016464	0.03744	0.050018	0.061908	0.44063	0.048859	0.021315	0.023103	0.61631	0.026222	0.30958	0.84469	0.023863	0.020705	0.024031	0.017881	0.20251	0.022987	0.2262	0.032879	0.019514	0.029493	0.021766
Meth__cg01340005__SOX2	0.021458	0.014427	0.059582	0.028035	0.023693	0.90991	0.029604	0.38829	0.023274	0.020664	0.031615	0.023128	0.041721	0.089	0.021564	0.027265	0.036847	0.25878	0.038462	0.1237	0.014977	0.030026	0.037711	0.059487	0.016399	0.044706	0.024451	0.039803	0.048588	0.042602	0.018769	0.020482	0.015469	0.022386	0.023787	0.074096	0.052971	0.02502	0.041217	0.021993
Meth__cg12238343__RLN3R1	0.91442	0.01538	0.89938	0.72838	0.14761	0.07689	0.92635	0.73659	0.92105	0.033021	0.078211	0.89511	0.19427	0.89144	0.15622	0.024021	0.047601	0.028474	0.07899	0.2964	0.8457	0.77787	0.89693	0.020643	0.24965	0.83527	0.65984	0.22034	0.59539	0.024673	0.05385	0.15472	0.064499	0.02207	0.035116	0.22411	0.45755	0.036575	0.67792	0.79764
Meth__cg11189837__ADAMTS1	0.5585	0.048319	0.92438	0.49629	0.089054	0.94082	0.064714	0.159	0.73061	0.048763	0.45826	0.078378	0.12498	0.42212	0.05161	0.47346	0.9501	0.055038	0.11468	0.93178	0.17821	0.077026	0.81465	0.70151	0.073591	0.66616	0.071801	0.11831	0.41948	0.092042	0.047369	0.055498	0.068289	0.4866	0.0471	0.80547	0.67693	0.38024	0.066054	0.059429
Meth__cg04853958__NAP1L4	0.045498	0.055435	0.047509	0.062723	0.041176	0.048332	0.069247	0.12363	0.5	0.056997	0.052131	0.10345	0.11912	0.12825	0.038433	0.05493	0.057954	0.057881	0.084157	0.059962	0.034788	0.084408	0.047093	0.057814	0.067929	0.12634	0.11302	0.064837	0.077491	0.060222	0.038288	0.053954	0.04342	0.061708	0.045106	0.053135	0.094841	0.061046	0.059838	0.061877
Meth__cg22023770__C6orf114	0.067032	0.50628	0.08098	0.072792	0.063693	0.074157	0.37197	0.035075	0.07698	0.098337	0.084264	0.35739	0.072396	0.10341	0.1075	0.097872	0.080733	0.074982	0.067855	0.084162	0.064345	0.065638	0.083462	0.082164	0.071872	0.074784	0.094046	0.12042	0.11791	0.4835	0.084235	0.077498	0.078732	0.073092	0.089759	0.061013	0.070817	0.087283	0.075918	0.078072
Meth__cg27281093__USP18	0.040272	0.02957	0.06126	0.30384	0.28321	0.79438	0.029127	0.75037	0.43962	0.034862	0.052225	0.043514	0.053096	0.10141	0.70717	0.031616	0.026776	0.11986	0.07321	0.25178	0.032959	0.12481	0.084287	0.33052	0.024367	0.45173	0.037157	0.069725	0.073002	0.04599	0.04524	0.031475	0.034904	0.076652	0.027578	0.02874	0.049983	0.070185	0.037532	0.28621
Meth__cg08694544__RTBDN	0.049532	0.027052	0.12025	0.15248	0.041839	0.95289	0.039985	0.89505	0.31554	0.040817	0.039096	0.95576	0.14016	0.6576	0.028039	0.035368	0.95327	0.20931	0.075276	0.57891	0.93843	0.67345	0.028109	0.61738	0.092084	0.87976	0.35618	0.099688	0.29328	0.068337	0.1977	0.050178	0.42597	0.026429	0.025366	0.034106	0.042676	0.041423	0.061834	0.0432
Meth__cg21860846__ELK1	0.63821	0.3314	0.028647	0.023581	0.48642	0.017566	0.015924	0.028582	0.012934	0.65044	0.73132	0.016399	0.55937	0.54004	0.63319	0.60984	0.6707	0.015676	0.44851	0.032348	0.016757	0.018938	0.58088	0.4738	0.54362	0.0314	0.60493	0.45449	0.56292	0.50318	0.62262	0.022033	0.60688	0.017033	0.017059	0.024116	0.022812	0.56139	0.39281	0.018266
Meth__cg24975222__CDCP1	0.035931	0.052034	0.034867	0.036014	0.019272	0.97392	0.032422	0.028849	0.033498	0.032931	0.033092	0.42209	0.066126	0.05343	0.040452	0.035387	0.034885	0.036735	0.059025	0.92657	0.95605	0.95663	0.031918	0.89708	0.034627	0.24805	0.039397	0.11332	0.048195	0.06182	0.027608	0.024464	0.060771	0.070192	0.021248	0.028831	0.034424	0.031665	0.030184	0.037267
Meth__cg06090630__TCEB2	0.022558	0.016708	0.02371	0.023487	0.013757	0.021016	0.025244	0.048368	0.59326	0.017716	0.016091	0.018729	0.029509	0.026513	0.013775	0.02263	0.019016	0.014786	0.03811	0.012318	0.015323	0.03705	0.02765	0.028316	0.011672	0.031044	0.030675	0.028677	0.041474	0.040205	0.012829	0.012494	0.014109	0.015941	0.016391	0.020997	0.032381	0.015968	0.014474	0.019277
Meth__cg13587740__HEXA	0.013836	0.26843	0.015316	0.015904	0.012957	0.015598	0.019104	0.020928	0.022485	0.01429	0.019932	0.018083	0.013376	0.057419	0.010796	0.16013	0.01308	0.01544	0.016517	0.013225	0.017413	0.0166	0.014359	0.016801	0.0088564	0.019875	0.020934	0.020252	0.028149	0.018864	0.014302	0.011751	0.011301	0.9414	0.0083746	0.0085974	0.32021	0.01392	0.18914	0.026157
Meth__cg17029151__CHMP4C	0.043998	0.023853	0.025064	0.026945	0.021738	0.93665	0.024981	0.24161	0.028814	0.024399	0.024928	0.018795	0.028326	0.037785	0.015375	0.022382	0.026188	0.022147	0.049462	0.2206	0.025257	0.024798	0.019098	0.26419	0.022533	0.045173	0.026473	0.043819	0.047067	0.047204	0.07457	0.016584	0.019132	0.02137	0.01749	0.018501	0.022193	0.023467	0.034626	0.021482
Meth__cg02554564__NTF3	0.11701	0.13306	0.89041	0.45789	0.030129	0.29365	0.22149	0.36375	0.88813	0.049607	0.10313	0.88825	0.53056	0.43216	0.059474	0.0433	0.75293	0.20701	0.11296	0.068594	0.28302	0.4673	0.059883	0.076352	0.18376	0.48228	0.31434	0.15429	0.38038	0.15286	0.039154	0.30251	0.049703	0.54821	0.09223	0.1424	0.18526	0.097781	0.17776	0.1406
Meth__cg04274487__RAB31	0.053045	0.068776	0.053964	0.068481	0.02979	0.032838	0.096629	0.025283	0.076126	0.037944	0.040501	0.056504	0.03539	0.082058	0.11746	0.053454	0.039251	0.039268	0.096379	0.037772	0.030829	0.047157	0.032144	0.057052	0.36621	0.11276	0.049586	0.063318	0.35832	0.058567	0.035871	0.038606	0.039784	0.043173	0.03729	0.83887	0.050181	0.045881	0.035385	0.049134
Meth__cg21250577__ETFA	0.041983	0.038599	0.03206	0.026157	0.043046	0.034259	0.051458	0.078818	0.044092	0.040076	0.03987	0.048848	0.038333	0.080834	0.02839	0.036263	0.49816	0.045615	0.074198	0.037296	0.031355	0.037648	0.60092	0.051269	0.024902	0.070266	0.030031	0.033443	0.08386	0.053055	0.028152	0.024847	0.031656	0.037898	0.022046	0.02929	0.084362	0.049428	0.044309	0.055059
Meth__cg08468689__LGP1	0.046664	0.02516	0.11796	0.47266	0.30712	0.044455	0.1155	0.16278	0.072401	0.050106	0.050386	0.049651	0.042903	0.29178	0.037222	0.043523	0.039359	0.75136	0.10511	0.038222	0.47973	0.32564	0.043592	0.34525	0.035788	0.10794	0.049768	0.065214	0.088361	0.047712	0.040015	0.039083	0.030825	0.18668	0.035262	0.03941	0.097677	0.056471	0.041472	0.20704
Meth__cg05626013__LRRTM3	0.29061	0.093426	0.17159	0.63909	0.10767	0.27788	0.21835	0.24533	0.77333	0.19201	0.13245	0.25376	0.23782	0.2509	0.16485	0.2089	0.20077	0.22465	0.14815	0.16475	0.13124	0.15774	0.78845	0.20112	0.16157	0.45484	0.1721	0.13881	0.29889	0.087942	0.10622	0.20464	0.34642	0.53417	0.10595	0.10853	0.13061	0.12659	0.14646	0.14324
Meth__cg20484352__LOC92689	0.044108	0.89997	0.29944	0.24876	0.10262	0.048123	0.32904	0.036168	0.053499	0.52966	0.50702	0.14811	0.21159	0.30802	0.76345	0.44284	0.057683	0.034556	0.064414	0.039154	0.45672	0.31466	0.12806	0.14383	0.1782	0.12393	0.4971	0.10109	0.89017	0.71567	0.041902	0.42528	0.061439	0.65338	0.037275	0.039541	0.11945	0.1506	0.13378	0.055737
Meth__cg25153340__PLEKHK1	0.048699	0.034652	0.082032	0.096752	0.049301	0.80658	0.055659	0.1775	0.06583	0.092346	0.030835	0.060547	0.1012	0.11134	0.028221	0.093392	0.049413	0.063568	0.086985	0.25701	0.055185	0.043381	0.064338	0.079051	0.044312	0.14695	0.059496	0.10389	0.072682	0.042382	0.031792	0.046117	0.26628	0.13405	0.035862	0.038959	0.043073	0.050485	0.040718	0.052228
Meth__cg02631906__PRDX1	0.10878	0.098152	0.11916	0.20014	0.12655	0.080847	0.22771	0.22624	0.12351	0.61613	0.15599	0.086235	0.23319	0.16496	0.078252	0.53887	0.14734	0.070985	0.10829	0.091478	0.1159	0.15622	0.39702	0.109	0.12643	0.14512	0.15279	0.1106	0.075932	0.069483	0.056277	0.083625	0.1445	0.16402	0.048713	0.076299	0.22531	0.15461	0.19858	0.16272
Meth__cg02963198__NOTCH2NL	0.025026	0.023349	0.026632	0.023769	0.01069	0.29547	0.032214	0.04148	0.021705	0.014974	0.019759	0.024127	0.019809	0.029382	0.012944	0.024254	0.014335	0.015744	0.023376	0.012597	0.019733	0.031792	0.019289	0.033078	0.015409	0.07814	0.023442	0.025234	0.047864	0.023425	0.012855	0.013322	0.011055	0.014148	0.013748	0.012219	0.076382	0.02184	0.019869	0.019905
Meth__cg10043101__ATP1B2	0.029097	0.028879	0.045386	0.24599	0.031565	0.48115	0.04536	0.039516	0.44079	0.02849	0.034531	0.16804	0.069803	0.45698	0.028922	0.036423	0.17557	0.44389	0.053726	0.042165	0.25693	0.23704	0.041377	0.034998	0.031034	0.76933	0.041407	0.047976	0.46828	0.068745	0.037029	0.040172	0.052433	0.035548	0.0358	0.055322	0.088764	0.039085	0.095298	0.092384
Meth__cg06341721__DAZAP1	0.066857	0.079944	0.063925	0.074414	0.07214	0.50269	0.06893	0.19549	0.054686	0.08064	0.067751	0.076068	0.091881	0.1237	0.046042	0.077067	0.11543	0.33203	0.11513	0.65658	0.052052	0.095559	0.070165	0.10858	0.06275	0.16833	0.070785	0.13399	0.13612	0.11312	0.056168	0.052059	0.20513	0.078785	0.0638	0.056882	0.14806	0.087456	0.075306	0.079975
Meth__cg23579062__DNAI1	0.07563	0.59728	0.74213	0.50412	0.40119	0.24279	0.90474	0.044934	0.93181	0.90744	0.068728	0.083249	0.64262	0.28488	0.89564	0.64878	0.22601	0.065184	0.16827	0.050384	0.33741	0.26186	0.080434	0.1045	0.55999	0.12298	0.13998	0.07055	0.84876	0.18894	0.89432	0.070074	0.04433	0.066655	0.46394	0.046147	0.065421	0.10351	0.045359	0.058072
Meth__cg05742308__SEMA3A	0.43098	0.047241	0.19499	0.25737	0.096191	0.37484	0.23782	0.1267	0.80309	0.078197	0.10867	0.2485	0.21209	0.45653	0.11346	0.092513	0.70008	0.06991	0.21693	0.079799	0.045238	0.1157	0.4342	0.072466	0.099952	0.13042	0.12872	0.25751	0.23517	0.092901	0.094757	0.077534	0.13054	0.6062	0.047863	0.12533	0.19681	0.13077	0.19728	0.52289
Meth__cg04125208__CD44	0.052436	0.08162	0.056772	0.080487	0.1306	0.037632	0.14209	0.019534	0.068807	0.089275	0.045757	0.050761	0.034675	0.096381	0.057648	0.098078	0.036794	0.03845	0.086803	0.03203	0.20823	0.069384	0.045803	0.051352	0.069616	0.059818	0.04504	0.034745	0.60002	0.11226	0.044972	0.042256	0.039183	0.37631	0.039294	0.4102	0.049572	0.045722	0.038898	0.57226
Meth__cg25668368__KCNH7	0.89286	0.04058	0.47678	0.085612	0.27845	0.16357	0.88782	0.07412	0.92504	0.057117	0.059123	0.67214	0.55174	0.37535	0.04663	0.054511	0.06809	0.15599	0.14818	0.093626	0.70869	0.87559	0.049065	0.092681	0.47694	0.51305	0.49964	0.283	0.4845	0.063432	0.055493	0.44866	0.10568	0.86668	0.21325	0.88131	0.057334	0.56302	0.84626	0.82177
Meth__cg05839235__NPR3	0.94423	0.69438	0.96745	0.18726	0.18034	0.9	0.51399	0.65977	0.074024	0.074166	0.36121	0.41251	0.52018	0.48438	0.074671	0.056807	0.9577	0.044466	0.10347	0.39893	0.97492	0.96997	0.90099	0.10205	0.80975	0.93935	0.11051	0.35804	0.88617	0.48394	0.062261	0.037313	0.52794	0.049904	0.026498	0.59615	0.58132	0.099142	0.5614	0.81469
Meth__cg20687462__MGC10992	0.04341	0.43271	0.44285	0.38962	0.26924	0.044443	0.60754	0.023317	0.11165	0.13342	0.12126	0.045978	0.081111	0.24402	0.44867	0.11977	0.052105	0.094618	0.090676	0.042912	0.15926	0.14505	0.086617	0.045117	0.04446	0.17909	0.10649	0.06484	0.1298	0.34711	0.037402	0.034253	0.16211	0.23952	0.10287	0.054853	0.050926	0.16206	0.049506	0.082395
Meth__cg02497758__MAFB	0.16919	0.053579	0.5967	0.047388	0.03218	0.83965	0.059214	0.92553	0.10725	0.10396	0.04432	0.77766	0.06293	0.12066	0.027787	0.042712	0.53016	0.091848	0.074752	0.37544	0.59527	0.095504	0.059001	0.40497	0.34046	0.87696	0.041478	0.075934	0.11371	0.10408	0.26313	0.076376	0.35566	0.10185	0.026899	0.040469	0.11393	0.049511	0.051027	0.080684
Meth__cg14737977__ITGA3	0.065457	0.11248	0.080396	0.19356	0.24761	0.071128	0.1975	0.057049	0.038292	0.37274	0.061105	0.77974	0.1445	0.11204	0.7179	0.375	0.07349	0.056862	0.12216	0.095521	0.083244	0.062694	0.080382	0.06955	0.087869	0.17699	0.10404	0.15631	0.12191	0.14787	0.08362	0.083322	0.072556	0.28878	0.097536	0.10495	0.11757	0.25204	0.12578	0.24152
Meth__cg15572787__RTDR1	0.031867	0.025735	0.061297	0.035472	0.031032	0.95346	0.029957	0.5326	0.025965	0.027903	0.038486	0.10515	0.33155	0.41423	0.020937	0.036642	0.12852	0.0809	0.05818	0.051847	0.033938	0.058088	0.028285	0.073114	0.024264	0.061173	0.037643	0.047733	0.054608	0.073011	0.027211	0.033738	0.030244	0.040834	0.03556	0.21142	0.069988	0.028413	0.047616	0.17593
Meth__cg05001145__ELL2	0.017427	0.010639	0.03812	0.017048	0.015176	0.076282	0.088505	0.070648	0.12355	0.01889	0.015715	0.054974	0.11055	0.053679	0.02411	0.019309	0.093636	0.024546	0.031207	0.01132	0.069039	0.027824	0.021572	0.017034	0.012384	0.070498	0.052934	0.016841	0.096418	0.028949	0.019371	0.012098	0.012138	0.01469	0.013039	0.020874	0.032374	0.023468	0.017911	0.016836
Meth__cg09794131__HYDIN	0.116	0.092054	0.099669	0.24589	0.050194	0.92142	0.065412	0.63106	0.28455	0.085303	0.07447	0.10829	0.072438	0.59535	0.054172	0.068121	0.1011	0.33993	0.18347	0.10238	0.6104	0.64636	0.089767	0.098285	0.056294	0.68803	0.059311	0.21676	0.14505	0.1557	0.067819	0.26211	0.060692	0.068044	0.057655	0.077992	0.11854	0.087842	0.070819	0.087521
Meth__cg00746981__HDGF	0.066917	0.063848	0.48884	0.081265	0.039327	0.041391	0.05108	0.049722	0.10627	0.053103	0.052413	0.064124	0.055329	0.3539	0.10934	0.059836	0.062294	0.049956	0.12694	0.059103	0.056249	0.050281	0.044865	0.055475	0.060301	0.081697	0.080466	0.052916	0.081078	0.082679	0.050786	0.04263	0.053446	0.036297	0.061145	0.039202	0.050222	0.062135	0.049097	0.051035
Meth__cg05449607__C6orf51	0.072853	0.61695	0.3499	0.31821	0.11803	0.06016	0.107	0.090489	0.059633	0.16328	0.14952	0.40949	0.14816	0.18645	0.10553	0.13134	0.076008	0.061608	0.11046	0.058078	0.11269	0.11321	0.14685	0.28739	0.80719	0.079266	0.30216	0.088429	0.16366	0.52373	0.047437	0.055777	0.081676	0.23305	0.062078	0.62034	0.11084	0.10081	0.079953	0.21605
Meth__cg09374949__ISYNA1	0.054859	0.46293	0.068084	0.62426	0.052458	0.58406	0.065715	0.86853	0.059676	0.052122	0.049591	0.068799	0.44104	0.36624	0.054665	0.051148	0.59179	0.062387	0.079556	0.9626	0.64923	0.2449	0.048176	0.099305	0.062798	0.97288	0.066482	0.057238	0.12983	0.063644	0.054183	0.032957	0.68779	0.26454	0.099259	0.044358	0.052059	0.051379	0.063939	0.067021
Meth__cg22740783__CGREF1	0.14409	0.067183	0.8973	0.5419	0.18843	0.74918	0.61844	0.80058	0.67328	0.087258	0.34826	0.23817	0.6774	0.82585	0.48678	0.080945	0.63247	0.046464	0.13687	0.041588	0.44046	0.049205	0.76791	0.76971	0.23774	0.74728	0.77275	0.15013	0.19346	0.10243	0.095652	0.05266	0.08914	0.59054	0.43329	0.28795	0.13628	0.090625	0.54461	0.38686
Meth__cg02917972__ZCCHC11	0.018051	0.021335	0.018389	0.022561	0.02766	0.028381	0.028541	0.065566	0.024448	0.018361	0.021096	0.020241	0.03223	0.027885	0.040387	0.018252	0.021419	0.020577	0.04531	0.019487	0.96114	0.71142	0.30678	0.024658	0.027086	0.080063	0.02696	0.043696	0.048544	0.031808	0.023926	0.018024	0.018547	0.023409	0.024772	0.022559	0.03698	0.030783	0.026276	0.025528
Meth__cg05989054__GAMT	0.053622	0.096064	0.58049	0.094304	0.066947	0.938	0.092937	0.94733	0.97686	0.093064	0.056482	0.78996	0.8594	0.61074	0.036516	0.076389	0.71222	0.93312	0.26854	0.95589	0.74026	0.19151	0.058247	0.92898	0.14859	0.89647	0.14617	0.079221	0.061819	0.13506	0.49665	0.60321	0.95532	0.84564	0.11721	0.057638	0.1935	0.061422	0.064756	0.054482
Meth__cg06771126__HOP	0.068534	0.053374	0.11824	0.065886	0.054899	0.64613	0.075747	0.57143	0.77335	0.082645	0.11475	0.86212	0.29557	0.20381	0.049344	0.080456	0.80806	0.8677	0.13213	0.37394	0.076447	0.075432	0.25535	0.63444	0.05658	0.77298	0.078845	0.11586	0.16674	0.075488	0.21757	0.16549	0.84844	0.34346	0.04012	0.56496	0.2	0.11584	0.069915	0.078608
Meth__cg17080277__PTPRB	0.10249	0.031277	0.47583	0.11492	0.026225	0.44647	0.044787	0.042426	0.14131	0.02641	0.030766	0.46887	0.047823	0.070542	0.032154	0.030753	0.055593	0.040463	0.05854	0.035853	0.34776	0.23839	0.064868	0.061347	0.037649	0.54851	0.05946	0.05865	0.066351	0.08161	0.028439	0.053238	0.038477	0.92168	0.034213	0.23938	0.044264	0.038924	0.040085	0.034253
Meth__cg03147990__ZNF585B	0.10787	0.074793	0.11731	0.38054	0.055071	0.10453	0.12299	0.34728	0.82407	0.084758	0.048357	0.16725	0.14139	0.1246	0.04579	0.083291	0.068966	0.060672	0.10457	0.078785	0.12454	0.11782	0.073355	0.055209	0.071983	0.18967	0.08129	0.11826	0.1184	0.072277	0.087707	0.097651	0.10745	0.10873	0.049119	0.18776	0.23288	0.0889	0.20819	0.12724
Meth__cg07294774__DIO2	0.58509	0.090031	0.15032	0.82858	0.24897	0.59457	0.49651	0.70884	0.88608	0.1274	0.11569	0.23188	0.13783	0.54785	0.25119	0.18708	0.66559	0.15159	0.23542	0.73469	0.081017	0.11146	0.67538	0.11748	0.10275	0.59706	0.32909	0.27024	0.20826	0.15198	0.10465	0.48477	0.16426	0.52469	0.10521	0.35914	0.1513	0.14469	0.16461	0.16831
Meth__cg26646370__SHD	0.25214	0.049582	0.73811	0.071964	0.085796	0.81677	0.81113	0.85775	0.75828	0.060539	0.061184	0.67144	0.85176	0.77946	0.12661	0.058328	0.11261	0.050473	0.14182	0.06314	0.98452	0.79733	0.19413	0.12876	0.082058	0.98376	0.67964	0.14276	0.97244	0.094968	0.042015	0.38863	0.070986	0.17478	0.070718	0.99133	0.11585	0.8422	0.14931	0.088576
Meth__cg04434339__ST6GAL2	0.044605	0.040234	0.52409	0.039688	0.031403	0.50659	0.91644	0.047251	0.064277	0.031511	0.032268	0.032518	0.0812	0.12829	0.56707	0.040486	0.034193	0.048638	0.07903	0.024842	0.84333	0.84377	0.42825	0.034907	0.039083	0.79837	0.47594	0.37413	0.88712	0.12819	0.039866	0.022915	0.093304	0.58709	0.025265	0.64032	0.40919	0.032998	0.066663	0.047857
