Cell lines	600MPE	AU565	BT474	BT483	BT549	CAMA1	HBL100	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB436	MDAMB453	MDAMB468	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM52PE	T47D	UACC812	ZR751	ZR7530	ZR75B
Meth__cg20322876__FLJ45803	0.039317	0.036124	0.034304	0.036685	0.90082	0.055747	0.10096	0.97045	0.96558	0.040993	0.090073	0.027676	0.40016	0.032957	0.7286	0.92894	0.076104	0.021566	0.061186	0.064678	0.22587	0.058971	0.027133	0.51275	0.046731	0.065397	0.029847	0.077607	0.03914	0.054968	0.034051	0.04136	0.033427	0.48751	0.95185	0.053048	0.030097	0.031741	0.37332	0.038677
Meth__cg02121427__LRRC15	0.17036	0.058151	0.62453	0.32408	0.072343	0.51388	0.59387	0.66406	0.093584	0.23917	0.29768	0.72387	0.25263	0.11307	0.074922	0.31442	0.13715	0.040348	0.24688	0.50145	0.8732	0.67776	0.69201	0.24183	0.67445	0.068844	0.37656	0.10749	0.17496	0.064115	0.17112	0.068451	0.06156	0.3169	0.13669	0.16599	0.53201	0.20882	0.52789	0.16868
Meth__cg13306164__HPCA	0.14776	0.013855	0.030589	0.018024	0.013802	0.024071	0.66768	0.010271	0.014372	0.022786	0.22034	0.029263	0.26293	0.011846	0.013467	0.014971	0.019162	0.023391	0.015942	0.019252	0.014804	0.020404	0.018947	0.75343	0.019003	0.018012	0.015972	0.96583	0.044525	0.028286	0.013591	0.022526	0.013513	0.011517	0.10213	0.083964	0.017241	0.036247	0.15161	0.14982
Meth__cg00465284__LRRTM1	0.051453	0.030711	0.95856	0.058007	0.93392	0.95895	0.90386	0.95553	0.038988	0.062368	0.9649	0.9535	0.65344	0.72231	0.25714	0.54288	0.045462	0.032609	0.96376	0.93361	0.50898	0.32315	0.41446	0.90198	0.47688	0.089411	0.03799	0.92502	0.44681	0.0514	0.033738	0.038361	0.38792	0.4224	0.95976	0.22602	0.86712	0.72524	0.96153	0.58697
Meth__cg00654814__MGAT5B	0.32781	0.30066	0.22166	0.14141	0.17537	0.44658	0.21353	0.40669	0.30368	0.15223	0.55229	0.62627	0.53465	0.49528	0.28376	0.68459	0.28328	0.21317	0.65672	0.14433	0.12696	0.13191	0.14555	0.92998	0.13881	0.18739	0.17302	0.92162	0.68829	0.16568	0.12747	0.11654	0.46637	0.11236	0.92772	0.18906	0.29225	0.12686	0.35398	0.13607
Meth__cg03238797__ADAMTS18	0.89177	0.042857	0.038595	0.22478	0.95681	0.87978	0.10676	0.66562	0.035111	0.72503	0.93824	0.27037	0.84645	0.21567	0.038767	0.14021	0.11416	0.34894	0.94086	0.94761	0.20578	0.47182	0.49735	0.86178	0.046456	0.58875	0.44032	0.89008	0.66545	0.070703	0.89465	0.041963	0.14803	0.054725	0.92067	0.0678	0.57962	0.92877	0.84356	0.91093
Meth__cg15262984__UBE2D4	0.043116	0.34098	0.050056	0.039346	0.095604	0.063227	0.76454	0.047322	0.15509	0.057544	0.033559	0.15971	0.33769	0.033619	0.14225	0.1523	0.084182	0.02848	0.043021	0.037328	0.040222	0.076699	0.070458	0.37783	0.050542	0.05461	0.32918	0.12116	0.087526	0.19291	0.048936	0.036396	0.048237	0.044242	0.032474	0.1696	0.042931	0.034297	0.16301	0.048455
Meth__cg03056007__FBXO25	0.041154	0.041588	0.047163	0.032914	0.059979	0.039009	0.31431	0.070386	0.058969	0.041441	0.042667	0.085986	0.15371	0.031871	0.053538	0.049345	0.072241	0.035499	0.039018	0.047663	0.050936	0.047508	0.032774	0.1228	0.039146	0.10843	0.056846	0.090835	0.058875	0.082371	0.033466	0.035656	0.038533	0.053437	0.034309	0.12171	0.038342	0.034569	0.072488	0.048576
Meth__cg16474684__RNF4	0.027846	0.33123	0.37405	0.14868	0.029302	0.036629	0.11725	0.01639	0.81092	0.78742	0.034371	0.32538	0.16191	0.024178	0.63822	0.078479	0.040758	0.021799	0.13967	0.10168	0.18987	0.12118	0.1655	0.039262	0.58068	0.11896	0.028195	0.049344	0.28263	0.40836	0.021654	0.021255	0.02406	0.37296	0.023031	0.17658	0.22304	0.031886	0.26045	0.032335
Meth__cg14307212__SLC12A6	0.1437	0.11224	0.091001	0.1364	0.88744	0.091767	0.15632	0.13333	0.82662	0.11609	0.70643	0.18432	0.28056	0.074339	0.71794	0.12697	0.16469	0.26249	0.10408	0.13716	0.20448	0.12159	0.070128	0.27409	0.15207	0.15793	0.11529	0.1456	0.13945	0.22229	0.13886	0.069254	0.12656	0.17593	0.075918	0.12268	0.13587	0.14446	0.1611	0.10516
Meth__cg13636404__ZNF655	0.046827	0.20849	0.83204	0.40883	0.036454	0.43078	0.054061	0.069488	0.045536	0.23324	0.85229	0.88971	0.82904	0.4568	0.21055	0.82788	0.54346	0.032315	0.76007	0.5986	0.078944	0.054668	0.56918	0.07979	0.4322	0.076137	0.034348	0.082989	0.61971	0.35615	0.036387	0.032228	0.03538	0.04448	0.84047	0.15449	0.8414	0.038817	0.42346	0.038734
Meth__cg07215749__SOCS2	0.67709	0.068343	0.044757	0.036325	0.03901	0.075611	0.027455	0.52875	0.03925	0.12014	0.20028	0.085493	0.079746	0.02998	0.042153	0.046516	0.12212	0.044752	0.15489	0.079343	0.051356	0.053373	0.5871	0.10097	0.046743	0.3324	0.044072	0.094729	0.14632	0.056763	0.041506	0.039772	0.073044	0.052116	0.32228	0.095445	0.045788	0.046619	0.12282	0.054746
Meth__cg24910675__ENG	0.066377	0.045883	0.62946	0.098468	0.78019	0.61368	0.044745	0.27376	0.041875	0.089145	0.055081	0.12282	0.23123	0.12772	0.048298	0.10031	0.097442	0.036827	0.5498	0.6806	0.8789	0.1601	0.5814	0.2031	0.57462	0.12452	0.051331	0.40393	0.065482	0.097602	0.04678	0.041297	0.046663	0.060673	0.71919	0.3529	0.060634	0.34586	0.38893	0.45177
Meth__cg01693108__SRPK1	0.037249	0.039426	0.047068	0.036092	0.040056	0.046674	0.040686	0.413	0.035173	0.054515	0.055707	0.040222	0.11305	0.025163	0.039631	0.028696	0.10383	0.034764	0.044259	0.042873	0.05585	0.078801	0.055119	0.074946	0.046812	0.076055	0.039618	0.069362	0.045318	0.11787	0.035549	0.037982	0.032254	0.038176	0.028416	0.092178	0.045743	0.04886	0.12068	0.053643
Meth__cg25433648__S100A14	0.03044	0.026604	0.16025	0.33014	0.94223	0.055891	0.92808	0.30945	0.45602	0.26354	0.83972	0.045571	0.050158	0.98558	0.4016	0.12497	0.03351	0.93421	0.097126	0.1801	0.92804	0.92799	0.12793	0.92623	0.04067	0.063969	0.95634	0.074511	0.035836	0.047159	0.94661	0.040479	0.94406	0.029319	0.029064	0.59538	0.046193	0.045928	0.060444	0.031767
Meth__cg14598387__OR1N1	0.37592	0.043395	0.68965	0.1336	0.030203	0.19357	0.11024	0.60861	0.36849	0.034598	0.21752	0.19306	0.14921	0.026155	0.30466	0.072892	0.041537	0.039569	0.043319	0.060324	0.61344	0.034497	0.18665	0.044871	0.12951	0.0763	0.045149	0.21081	0.036558	0.039745	0.034736	0.048804	0.041352	0.33734	0.064887	0.10691	0.090808	0.071598	0.16832	0.10447
Meth__cg06722633__GRIK3	0.66819	0.056564	0.054991	0.02749	0.9497	0.30441	0.25	0.97007	0.11314	0.023688	0.95237	0.97925	0.64135	0.5977	0.10463	0.30739	0.040835	0.17133	0.96973	0.80682	0.027456	0.13344	0.11844	0.83429	0.95701	0.087006	0.59906	0.86966	0.73447	0.078788	0.16866	0.16415	0.74124	0.059884	0.86704	0.062468	0.282	0.052301	0.95964	0.041516
Meth__cg16107553__PPP2R5E	0.032219	0.017377	0.031766	0.01481	0.028605	0.051627	0.050978	0.018808	0.51934	0.038122	0.042007	0.066176	0.068938	0.018333	0.095438	0.028321	0.14735	0.028686	0.017587	0.023078	0.026701	0.043056	0.016153	0.07613	0.033767	0.080012	0.023859	0.090319	0.024373	0.03539	0.021758	0.028582	0.037008	0.02424	0.030951	0.05	0.01843	0.036788	0.050456	0.022205
Meth__cg12376406__FAM12B	0.24613	0.24563	0.22391	0.051872	0.032421	0.086803	0.11892	0.92419	0.31644	0.065627	0.41231	0.7754	0.45369	0.051639	0.21569	0.14298	0.68987	0.0317	0.15275	0.0472	0.057054	0.066761	0.34233	0.046628	0.063189	0.066928	0.07702	0.070482	0.039539	0.34128	0.046184	0.071768	0.065265	0.077033	0.077638	0.1577	0.0877	0.097845	0.18349	0.10616
Meth__cg03169715__HAS3	0.041348	0.045842	0.07138	0.12115	0.044403	0.53003	0.59294	0.67242	0.037537	0.36643	0.48049	0.051226	0.10798	0.20607	0.053928	0.12825	0.078481	0.03516	0.62924	0.57483	0.038298	0.5881	0.048824	0.8601	0.10527	0.055957	0.045786	0.088253	0.077058	0.077265	0.054463	0.035785	0.3315	0.13981	0.51452	0.12591	0.074209	0.15032	0.25597	0.39123
Meth__cg08891270__MDS032	0.041531	0.02921	0.060675	0.035776	0.031351	0.060614	0.037517	0.033181	0.025266	0.032627	0.052296	0.035291	0.054956	0.022152	0.035135	0.031451	0.078883	0.027371	0.024003	0.05072	0.036144	0.032295	0.029084	0.043149	0.098373	0.079763	0.026901	0.090585	0.62364	0.06388	0.026052	0.021786	0.036167	0.039712	0.029826	0.057502	0.038792	0.033672	0.091265	0.038741
Meth__cg08859916__PTEN	0.12539	0.06819	0.14191	0.10197	0.41435	0.58312	0.30088	0.35137	0.048619	0.062264	0.28531	0.52825	0.60285	0.14012	0.38537	0.079655	0.13821	0.054193	0.049852	0.063661	0.44126	0.068321	0.088664	0.40082	0.31758	0.088013	0.051032	0.58086	0.086877	0.14478	0.053792	0.058287	0.2904	0.12131	0.50667	0.10475	0.065063	0.059069	0.083284	0.085071
Meth__cg17001703__LAS1L	0.55128	0.046582	0.034434	0.3046	0.037919	0.04099	0.065413	0.45872	0.2931	0.036656	0.030736	0.038611	0.31781	0.48323	0.29227	0.5066	0.25219	0.025908	0.030786	0.042169	0.46479	0.035723	0.44437	0.080927	0.045148	0.35042	0.43099	0.40407	0.033139	0.11077	0.48577	0.031148	0.49391	0.037917	0.51082	0.067554	0.11023	0.39452	0.40233	0.034261
Meth__cg16907514__KTN1	0.062643	0.055549	0.30321	0.0311	0.045527	0.067081	0.77118	0.39093	0.85818	0.044399	0.085962	0.29529	0.22282	0.023854	0.48865	0.083101	0.22415	0.079519	0.028123	0.047635	0.12465	0.053878	0.09354	0.05494	0.68445	0.13333	0.061479	0.08804	0.10413	0.091857	0.045062	0.048693	0.28147	0.063745	0.041424	0.095441	0.041155	0.065157	0.096292	0.12529
Meth__cg02275830__ZADH1	0.035947	0.029276	0.032598	0.034036	0.034652	0.035883	0.028295	0.03148	0.030778	0.03796	0.038819	0.027323	0.048117	0.018782	0.035105	0.033861	0.04407	0.032891	0.02026	0.033851	0.037946	0.034624	0.021468	0.076317	0.035942	0.059994	0.040259	0.07549	0.030055	0.043081	0.029172	0.033986	0.028104	0.35269	0.032472	0.062396	0.03762	0.035283	0.13253	0.038218
Meth__cg25917510__HOXC8	0.051232	0.085338	0.97839	0.97062	0.023829	0.96126	0.1018	0.035289	0.3394	0.030587	0.053634	0.97505	0.95865	0.98262	0.61879	0.81149	0.93984	0.023398	0.02706	0.03544	0.69405	0.97194	0.9872	0.91482	0.89136	0.087299	0.051278	0.97168	0.97862	0.17866	0.034145	0.029714	0.043385	0.98253	0.98285	0.98338	0.98545	0.98072	0.96317	0.98124
Meth__cg15563382__RNF141	0.055913	0.052801	0.080168	0.05267	0.058035	0.057508	0.10923	0.067078	0.26858	0.052097	0.065723	0.072868	0.14222	0.040811	0.25243	0.06996	0.13532	0.37876	0.055071	0.064251	0.042629	0.052649	0.037002	0.1236	0.04884	0.080024	0.05247	0.18724	0.064277	0.080454	0.045916	0.08467	0.054723	0.045237	0.05973	0.063649	0.077797	0.043709	0.091288	0.057181
Meth__cg05522383__PITX2	0.94246	0.67017	0.78999	0.5194	0.07893	0.92481	0.41042	0.94038	0.05273	0.055247	0.12792	0.79304	0.87898	0.77921	0.060278	0.76241	0.41586	0.037999	0.87125	0.92824	0.94044	0.040955	0.63638	0.54472	0.60837	0.071361	0.044896	0.090703	0.76539	0.69558	0.039063	0.02783	0.16325	0.046131	0.90542	0.57523	0.054193	0.92008	0.26751	0.92514
Meth__cg15853125__TIAM1	0.051712	0.053989	0.36248	0.079582	0.94339	0.34799	0.87098	0.040397	0.094911	0.098549	0.04384	0.79415	0.072272	0.041373	0.099794	0.24934	0.079896	0.16646	0.28745	0.35604	0.057715	0.88871	0.045038	0.85046	0.13557	0.10424	0.84406	0.087928	0.091996	0.046448	0.28538	0.074151	0.19313	0.048876	0.35937	0.34163	0.04285	0.060667	0.21816	0.065067
Meth__cg17217654__C3orf60	0.048377	0.16697	0.069767	0.069107	0.32875	0.075083	0.099946	0.081292	0.06492	0.070523	0.075888	0.409	0.25588	0.086542	0.087939	0.31132	0.068073	0.059059	0.047513	0.051087	0.051592	0.70583	0.093964	0.1256	0.043948	0.10365	0.056716	0.10886	0.2616	0.24826	0.036048	0.037656	0.060681	0.032477	0.041907	0.079978	0.08178	0.039067	0.26391	0.041614
Meth__cg22659356__STK39	0.058383	0.044249	0.57806	0.19501	0.17281	0.26689	0.083534	0.022745	0.041544	0.093113	0.041927	0.16805	0.67964	0.070848	0.04877	0.070361	0.076898	0.038657	0.071457	0.044668	0.69083	0.044628	0.061667	0.11463	0.074987	0.094067	0.038501	0.088747	0.48179	0.097353	0.046063	0.037866	0.060208	0.064665	0.044184	0.12813	0.060019	0.21254	0.18685	0.15057
Meth__cg10763288__DHCR7	0.086037	0.13677	0.12202	0.11879	0.23856	0.24493	0.42843	0.078581	0.057279	0.10299	0.065916	0.17609	0.09001	0.083589	0.087098	0.11924	0.096828	0.71974	0.086405	0.057586	0.12194	0.66122	0.17737	0.48607	0.14242	0.067313	0.26046	0.15178	0.10306	0.15637	0.11428	0.10661	0.68576	0.078679	0.09438	0.093506	0.085236	0.10229	0.23038	0.090708
Meth__cg24101359__GNMT	0.049198	0.048733	0.068249	0.030271	0.97559	0.053484	0.97422	0.092328	0.049123	0.064112	0.502	0.049809	0.14987	0.024418	0.066341	0.042945	0.1053	0.77154	0.047685	0.041872	0.044786	0.95686	0.037654	0.93857	0.051626	0.090948	0.97087	0.094787	0.042811	0.097717	0.54433	0.029505	0.24865	0.043043	0.043289	0.091965	0.051728	0.057014	0.069567	0.053721
Meth__cg19814116__KCNAB2	0.033602	0.025608	0.28111	0.54896	0.97885	0.031628	0.96232	0.020915	0.022753	0.60975	0.97896	0.13448	0.62076	0.0305	0.027647	0.94451	0.061663	0.55613	0.98217	0.80559	0.97817	0.9272	0.38035	0.041635	0.95865	0.04	0.025497	0.10666	0.032451	0.044345	0.98061	0.017846	0.037408	0.98226	0.97399	0.16575	0.075473	0.67645	0.19297	0.97028
Meth__cg10493166__PTGS1	0.10139	0.077079	0.91433	0.46191	0.40471	0.86684	0.43806	0.87159	0.14597	0.32525	0.72182	0.37002	0.79912	0.22207	0.1744	0.70457	0.21985	0.073798	0.80707	0.86226	0.8947	0.73014	0.10879	0.19746	0.65941	0.15295	0.19334	0.75927	0.14005	0.13616	0.078075	0.049326	0.080817	0.64502	0.72536	0.081468	0.70643	0.77488	0.6709	0.73873
Meth__cg14460735__C1orf71	0.29198	0.11026	0.10752	0.29763	0.176	0.24369	0.47021	0.12651	0.33591	0.21093	0.10523	0.39223	0.16834	0.092685	0.27987	0.13529	0.14416	0.275	0.16635	0.14894	0.13967	0.10697	0.75925	0.55728	0.17783	0.18035	0.10222	0.20441	0.24947	0.23688	0.17728	0.15377	0.16407	0.32733	0.085994	0.18129	0.34189	0.13408	0.24437	0.32225
Meth__cg20450764__TSPAN7	0.098574	0.063522	0.17163	0.11345	0.22891	0.12967	0.23104	0.70481	0.090288	0.08985	0.08384	0.16717	0.24478	0.10963	0.098345	0.17909	0.11195	0.36964	0.38163	0.11269	0.31212	0.14475	0.31546	0.70863	0.2819	0.21934	0.41817	0.16772	0.1117	0.17672	0.68778	0.075783	0.25814	0.089872	0.12535	0.23606	0.35318	0.081527	0.13568	0.074401
Meth__cg00864867__PAWR	0.041413	0.042636	0.037549	0.032142	0.049639	0.050704	0.05619	0.030603	0.035614	0.042899	0.048838	0.03861	0.064382	0.029105	0.045423	0.036471	0.069091	0.040219	0.03377	0.038127	0.041813	0.041524	0.77209	0.032499	0.043606	0.064199	0.038716	0.061339	0.042823	0.088241	0.041133	0.041648	0.035753	0.038018	0.03185	0.060448	0.043698	0.052923	0.099721	0.051679
Meth__cg23376526__SLC27A3	0.054231	0.05058	0.038909	0.098742	0.33827	0.043413	0.67092	0.067033	0.030781	0.059981	0.040475	0.048248	0.12735	0.033564	0.041749	0.034536	0.094871	0.038149	0.028147	0.040238	0.042707	0.50542	0.031158	0.57125	0.044921	0.089237	0.058074	0.076196	0.039694	0.084047	0.38649	0.032757	0.10093	0.024943	0.073585	0.86988	0.048168	0.040417	0.072971	0.050748
Meth__cg04868764__SPINT1	0.067673	0.039414	0.06449	0.060484	0.93216	0.06739	0.91933	0.053747	0.05312	0.10007	0.05611	0.11843	0.12087	0.044781	0.071928	0.090338	0.1645	0.45753	0.051329	0.074583	0.058363	0.93036	0.070017	0.86581	0.054502	0.10343	0.93551	0.09068	0.072787	0.077201	0.83822	0.042833	0.89214	0.057311	0.049078	0.2364	0.065869	0.052553	0.092597	0.062766
Meth__cg17001035__PCGF5	0.17385	0.11527	0.089281	0.054628	0.11052	0.14297	0.39727	0.64883	0.83071	0.15142	0.048274	0.86377	0.87389	0.028937	0.54521	0.39707	0.084521	0.48572	0.11214	0.030025	0.13644	0.090541	0.055816	0.1077	0.079776	0.042381	0.056322	0.086837	0.29961	0.076228	0.04664	0.26591	0.11644	0.91703	0.49323	0.035332	0.039648	0.38227	0.093295	0.52286
Meth__cg24997562__OASL	0.043682	0.04531	0.063641	0.022785	0.091236	0.052218	0.065294	0.93966	0.050301	0.031554	0.042861	0.025631	0.079728	0.033804	0.035856	0.079235	0.079621	0.049443	0.031161	0.036267	0.022402	0.37829	0.03518	0.065385	0.032672	0.023108	0.032701	0.080752	0.041144	0.078867	0.060287	0.039405	0.048256	0.028818	0.026216	0.028283	0.025932	0.032814	0.084455	0.036177
Meth__cg23698058__PRKACB	0.75169	0.021059	0.024813	0.021894	0.02031	0.03261	0.024014	0.02008	0.023328	0.026083	0.021867	0.017787	0.037444	0.012644	0.034124	0.0221	0.05482	0.020192	0.031057	0.030943	0.15682	0.024642	0.021871	0.051603	0.026388	0.27554	0.018964	0.037323	0.03084	0.022692	0.020807	0.019262	0.020008	0.020772	0.024608	0.068159	0.036319	0.030013	0.075167	0.026699
Meth__cg10189695__GPR78	0.038341	0.038164	0.039971	0.035127	0.85632	0.048653	0.58955	0.28214	0.030642	0.037196	0.48693	0.5546	0.14212	0.026515	0.040233	0.040379	0.080673	0.89762	0.057822	0.045559	0.032963	0.093041	0.030703	0.93888	0.053009	0.064763	0.031266	0.6487	0.037186	0.058447	0.032754	0.04257	0.52402	0.024228	0.034336	0.051862	0.041443	0.035034	0.055771	0.043472
Meth__cg11563860__CNTN4	0.83424	0.057111	0.71136	0.47753	0.61884	0.8342	0.12258	0.62559	0.80227	0.07344	0.82098	0.51049	0.17296	0.44294	0.65361	0.53723	0.19589	0.055602	0.1294	0.3207	0.51431	0.29204	0.80234	0.23269	0.063268	0.16654	0.10071	0.79616	0.079134	0.06166	0.075088	0.42325	0.065084	0.066757	0.17316	0.25623	0.079894	0.80379	0.29293	0.65853
Meth__cg08319404__THRB	0.087583	0.93083	0.094969	0.33025	0.93178	0.11568	0.811	0.06693	0.1021	0.14985	0.88923	0.16129	0.51522	0.09197	0.10747	0.8376	0.15423	0.85571	0.78312	0.10325	0.63993	0.80259	0.099616	0.72456	0.099191	0.14592	0.90846	0.2286	0.11499	0.52073	0.13963	0.14101	0.89209	0.34153	0.11408	0.11762	0.099733	0.10234	0.25382	0.13661
Meth__cg21692936__SLC3A2	0.15533	0.032128	0.058824	0.065631	0.031843	0.67247	0.16179	0.051878	0.027788	0.35874	0.041935	0.073305	0.052323	0.030277	0.028199	0.038842	0.12615	0.027367	0.029685	0.035425	0.11604	0.25857	0.32272	0.043097	0.51248	0.077021	0.056746	0.063666	0.043461	0.09378	0.033009	0.026652	0.056705	0.031058	0.06548	0.028923	0.14795	0.078467	0.1198	0.05832
Meth__cg00446235__F11R	0.034941	0.24744	0.039138	0.019974	0.29038	0.041805	0.74172	0.025367	0.030291	0.047406	0.2971	0.036541	0.077023	0.023472	0.037492	0.038689	0.096095	0.94695	0.031219	0.043146	0.035773	0.94227	0.034276	0.80302	0.041656	0.11389	0.66599	0.13572	0.04202	0.053408	0.40574	0.039574	0.92001	0.035011	0.033855	0.062693	0.048893	0.048342	0.097336	0.044797
Meth__cg19973135__MARVELD3	0.047382	0.058323	0.073955	0.02902	0.50783	0.058781	0.52003	0.06442	0.038422	0.038569	0.054798	0.050381	0.055686	0.030119	0.044333	0.045663	0.12049	0.41558	0.034451	0.055751	0.044611	0.077968	0.031892	0.76314	0.048225	0.058271	0.053673	0.078145	0.041935	0.091042	0.056112	0.040872	0.076506	0.040502	0.03332	0.089586	0.042701	0.038391	0.09053	0.04114
Meth__cg00297600__UNC5D	0.72702	0.060237	0.57631	0.11579	0.050434	0.22151	0.39359	0.14484	0.083493	0.1738	0.72172	0.29756	0.30926	0.46926	0.085266	0.43668	0.44154	0.074699	0.093264	0.15118	0.86948	0.10039	0.73269	0.16797	0.082288	0.25187	0.18258	0.59551	0.13148	0.19595	0.12311	0.54848	0.14501	0.15182	0.65194	0.57143	0.15661	0.26251	0.27867	0.29273
Meth__cg21949781__PSTPIP2	0.052286	0.059754	0.04488	0.039137	0.049578	0.059145	0.059781	0.20206	0.040422	0.061646	0.54434	0.16544	0.26721	0.027619	0.045731	0.085472	0.11416	0.039068	0.042228	0.053241	0.085406	0.062593	0.059616	0.63408	0.060952	0.094891	0.040566	0.1358	0.093837	0.069578	0.22229	0.032928	0.051139	0.039674	0.96194	0.11585	0.050794	0.038111	0.12183	0.04199
Meth__cg19450025__SULT1A3	0.022883	0.031541	0.521	0.47162	0.75825	0.09641	0.97112	0.030377	0.10552	0.55406	0.06891	0.85316	0.060785	0.71955	0.11151	0.060411	0.4057	0.91188	0.026407	0.030497	0.02322	0.48556	0.15751	0.8116	0.29748	0.13861	0.28996	0.32955	0.12407	0.047357	0.064927	0.065201	0.67093	0.023744	0.016272	0.43953	0.043269	0.019983	0.93669	0.0245
Meth__cg05517572__STAP2	0.037106	0.21609	0.23659	0.062864	0.88145	0.045091	0.32435	0.050337	0.037116	0.0451	0.039267	0.044017	0.092658	0.026763	0.041542	0.061729	0.07046	0.81273	0.048322	0.034036	0.045098	0.4911	0.039995	0.19499	0.058911	0.085103	0.89628	0.080819	0.037296	0.27698	0.69803	0.043001	0.27408	0.034536	0.033812	0.095722	0.068624	0.058536	0.090396	0.054521
Meth__cg05786809__CKB	0.067352	0.03768	0.50526	0.77559	0.39666	0.14572	0.13628	0.28973	0.040628	0.29722	0.9252	0.175	0.59556	0.96953	0.046988	0.69089	0.1302	0.13512	0.97487	0.92624	0.042852	0.046993	0.47699	0.87091	0.28237	0.077203	0.80188	0.092308	0.076836	0.077774	0.022652	0.09116	0.54216	0.065794	0.060561	0.67792	0.040936	0.080353	0.93697	0.049088
Meth__cg14473924__PDZRN3	0.076038	0.058657	0.1292	0.094421	0.26943	0.084705	0.8183	0.55894	0.070942	0.077266	0.077316	0.1291	0.75711	0.069581	0.086017	0.066316	0.16541	0.056951	0.048069	0.072927	0.081778	0.25325	0.058439	0.81335	0.080316	0.13307	0.056007	0.16682	0.2227	0.10178	0.063545	0.095356	0.36829	0.077035	0.068728	0.11575	0.076497	0.081906	0.18072	0.10066
Meth__cg01517728__SOCS6	0.063165	0.064927	0.63591	0.45489	0.14418	0.11055	0.29114	0.04923	0.13603	0.36531	0.16055	0.21572	0.19788	0.8395	0.15042	0.088529	0.10467	0.040738	0.3426	0.35403	0.64385	0.16703	0.1981	0.21252	0.26505	0.18712	0.067199	0.83764	0.28391	0.18107	0.069643	0.037995	0.37814	0.68449	0.067374	0.18931	0.115	0.09775	0.16932	0.43147
Meth__cg03529436__ORF1-FL49	0.055066	0.39409	0.80856	0.67765	0.16734	0.056884	0.068593	0.054205	0.42852	0.70077	0.075271	0.22571	0.57156	0.57212	0.43958	0.056963	0.24362	0.080625	0.3414	0.35065	0.09823	0.43769	0.067251	0.06041	0.14851	0.098186	0.039074	0.14533	0.17816	0.4465	0.035335	0.047852	0.029152	0.33833	0.17739	0.092474	0.049671	0.36789	0.40078	0.40715
Meth__cg21379008__ATP8B2	0.027535	0.017947	0.024676	0.015136	0.023919	0.02601	0.12421	0.016304	0.023411	0.041206	0.024372	0.052927	0.051769	0.036634	0.019842	0.031045	0.059923	0.018401	0.017223	0.030372	0.031911	0.04503	0.023133	0.059371	0.033374	0.04926	0.023545	0.42749	0.027041	0.025337	0.023572	0.023298	0.024358	0.024635	0.023546	0.087244	0.021177	0.018471	0.022559	0.023265
Meth__cg07326586__UBD	0.17996	0.074633	0.14026	0.087672	0.05123	0.059959	0.1526	0.71991	0.33944	0.074267	0.46693	0.15567	0.13801	0.035362	0.27168	0.32236	0.12331	0.081768	0.074423	0.11704	0.093067	0.29204	0.36406	0.12486	0.0903	0.056315	0.1219	0.089664	0.056619	0.22907	0.03236	0.068824	0.10373	0.41022	0.069585	0.089237	0.1329	0.14604	0.14293	0.15348
Meth__cg08886154__PAX4	0.25087	0.036169	0.459	0.095557	0.074402	0.17057	0.40136	0.61175	0.38547	0.20327	0.3205	0.50191	0.3387	0.055218	0.34966	0.096521	0.10446	0.048803	0.11396	0.15511	0.30986	0.088255	0.61198	0.28678	0.16629	0.08257	0.08607	0.17976	0.075361	0.055669	0.078983	0.090213	0.051443	0.47775	0.1881	0.26217	0.14974	0.093719	0.28622	0.14237
Meth__cg13044136__AES	0.061038	0.06117	0.46001	0.16263	0.14646	0.099322	0.4624	0.05236	0.06689	0.15314	0.062108	0.072148	0.55405	0.22821	0.064577	0.11588	0.12039	0.084301	0.36968	0.37227	0.33511	0.66354	0.065162	0.13705	0.1641	0.11215	0.17502	0.14172	0.073849	0.15149	0.10628	0.060209	0.068682	0.86211	0.078517	0.10183	0.40737	0.35421	0.26158	0.12723
Meth__cg04653308__PPP2R4	0.11889	0.10337	0.111	0.301	0.68219	0.11429	0.67285	0.60047	0.12361	0.22276	0.48858	0.68238	0.34509	0.091529	0.15534	0.40823	0.13246	0.57075	0.32675	0.28407	0.7622	0.73994	0.40389	0.41105	0.17219	0.10304	0.11704	0.12463	0.14499	0.12452	0.20374	0.13461	0.41822	0.22229	0.19544	0.19895	0.14034	0.11432	0.13435	0.11508
