Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HBL100	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	ZR751
Meth__cg03046445__BHLHB3	0.048816	0.1373	0.047835	0.087394	0.31591	0.059842	0.3974	0.30457	0.49079	0.24161	0.048805	0.1029	0.10326	0.1309	0.14037	0.1497	0.80998	0.050072	0.080779	0.047302	0.17109	0.10812	0.87728	0.060499	0.067536	0.11092	0.089826	0.096876	0.10671	0.3161	0.27524	0.048645	0.092856	0.40083	0.099528	0.9034	0.079538	0.46626
Meth__cg17471102__FUT3	0.059478	0.060576	0.055797	0.57666	0.25621	0.13819	0.3217	0.14709	0.069551	0.10836	0.30272	0.039457	0.051667	0.06283	0.11298	0.083074	0.053543	0.067583	0.077479	0.077349	0.2988	0.3739	0.45629	0.16272	0.28111	0.088784	0.44367	0.087529	0.26743	0.10251	0.074708	0.058576	0.055757	0.074773	0.055085	0.045038	0.3677	0.10895
Meth__cg07570142__MOXD1	0.097419	0.16061	0.94698	0.19887	0.071734	0.23745	0.92328	0.25778	0.2452	0.044068	0.059526	0.68058	0.30732	0.47569	0.94562	0.65902	0.060802	0.066806	0.11755	0.058473	0.85387	0.69114	0.66673	0.064922	0.30679	0.85904	0.068447	0.24881	0.86912	0.14821	0.054846	0.072488	0.052588	0.043619	0.041739	0.87949	0.68745	0.086663
Meth__cg10743104__PDPN	0.35382	0.045283	0.92197	0.92012	0.87458	0.54595	0.88752	0.039146	0.51603	0.039558	0.83144	0.89911	0.47323	0.50574	0.028819	0.056811	0.58801	0.0677	0.098741	0.037047	0.68129	0.73309	0.93576	0.1697	0.26175	0.47707	0.71399	0.12389	0.86303	0.052584	0.064577	0.057854	0.1567	0.93546	0.046687	0.70774	0.27261	0.81189
Meth__cg25811575__EGR3	0.051364	0.40138	0.12041	0.068503	0.059611	0.13782	0.074175	0.93162	0.052141	0.063951	0.061748	0.53387	0.043787	0.7944	0.066857	0.060304	0.22065	0.079749	0.095893	0.07215	0.048956	0.050976	0.062497	0.67381	0.078294	0.098989	0.063081	0.086685	0.91116	0.23253	0.083038	0.41508	0.18185	0.067881	0.12565	0.92618	0.11055	0.14089
Meth__cg26829529__SPACA3	0.29623	0.05739	0.11045	0.65482	0.54367	0.041314	0.094031	0.087275	0.27477	0.15423	0.069102	0.20691	0.061576	0.17757	0.060478	0.11262	0.13883	0.083132	0.1116	0.083789	0.23704	0.26751	0.82232	0.04472	0.8268	0.083516	0.049004	0.056736	0.06385	0.17021	0.05492	0.055089	0.040196	0.40026	0.041459	0.030528	0.076068	0.0608
Meth__cg21859434__CXCR4	0.21883	0.18397	0.11052	0.024599	0.026005	0.94208	0.028216	0.31371	0.013046	0.023924	0.026126	0.8329	0.051084	0.5378	0.020264	0.027483	0.14199	0.027733	0.3169	0.029496	0.020306	0.024364	0.95462	0.031665	0.021261	0.89604	0.025663	0.062981	0.032588	0.042498	0.02079	0.033734	0.87231	0.024489	0.020218	0.87619	0.071086	0.038267
Meth__cg22084611__SULF2	0.1557	0.23628	0.13529	0.11632	0.11052	0.63757	0.16604	0.25646	0.090641	0.17884	0.14915	0.41924	0.18115	0.62204	0.13448	0.14715	0.957	0.11747	0.15196	0.32217	0.15725	0.19297	0.29721	0.12103	0.10134	0.80127	0.13597	0.15027	0.26073	0.20807	0.13689	0.091125	0.13792	0.17704	0.10626	0.90664	0.19212	0.12099
Meth__cg17740399__IPF1	0.029781	0.024353	0.040009	0.029814	0.5549	0.91941	0.97632	0.22719	0.068372	0.019193	0.028791	0.020931	0.97527	0.02811	0.67189	0.025829	0.024641	0.021233	0.0815	0.02348	0.98205	0.97633	0.97929	0.02967	0.74389	0.9473	0.97753	0.0595	0.97778	0.032043	0.025109	0.015135	0.017445	0.022845	0.018704	0.98329	0.89364	0.030217
Meth__cg21391660__LLGL2	0.05027	0.060042	0.064244	0.050266	0.030568	0.39616	0.036935	0.20772	0.036531	0.027491	0.043459	0.054712	0.056907	0.073709	0.024396	0.043785	0.037075	0.067771	0.078279	0.20264	0.029263	0.061416	0.035394	0.21238	0.03613	0.75509	0.040165	0.070527	0.096908	0.05848	0.06272	0.021819	0.11312	0.026619	0.028784	0.026244	0.088899	0.027314
Meth__cg09450020__STEAP2	0.022785	0.015578	0.95681	0.93432	0.36083	0.81103	0.47634	0.013172	0.01343	0.023725	0.033123	0.10367	0.098396	0.91274	0.029147	0.24402	0.06557	0.017636	0.058243	0.019396	0.7363	0.3002	0.12495	0.32012	0.036372	0.073851	0.042039	0.26984	0.92318	0.10774	0.023599	0.025036	0.018218	0.69522	0.016483	0.046527	0.04724	0.12511
Meth__cg05001145__ELL2	0.017427	0.010639	0.03812	0.017048	0.015176	0.076282	0.088505	0.070648	0.12355	0.01889	0.015715	0.054974	0.11055	0.053679	0.02411	0.019309	0.093636	0.024546	0.031207	0.01132	0.069039	0.027824	0.021572	0.017034	0.012384	0.070498	0.052934	0.016841	0.096418	0.028949	0.019371	0.012098	0.012138	0.01469	0.013039	0.020874	0.032374	0.017911
Meth__cg08064891__PTOV1	0.040672	0.050495	0.62364	0.060474	0.056395	0.059857	0.082055	0.37329	0.25859	0.04105	0.080873	0.061919	0.18091	0.13806	0.068627	0.052101	0.10144	0.046153	0.10626	0.05368	0.071205	0.05061	0.044893	0.19643	0.085702	0.47963	0.091111	0.063833	0.058231	0.2547	0.38847	0.08154	0.07778	0.047852	0.12796	0.045233	0.11906	0.038039
Meth__cg20931907__LOC340602	0.47844	0.17287	0.78384	0.91524	0.52281	0.2503	0.927	0.57478	0.96729	0.56024	0.37128	0.87518	0.80924	0.093101	0.082047	0.41487	0.32491	0.87743	0.084626	0.03864	0.65959	0.46881	0.5609	0.06594	0.85336	0.08117	0.17426	0.03031	0.79872	0.085845	0.64467	0.041988	0.018789	0.95779	0.036182	0.94606	0.073337	0.34536
Meth__cg02433671__RGL3	0.59803	0.035935	0.048625	0.030846	0.97968	0.97669	0.63179	0.5744	0.96479	0.12812	0.040266	0.94744	0.98638	0.96664	0.95951	0.35446	0.96784	0.66883	0.11398	0.81024	0.98044	0.9721	0.97273	0.97132	0.97763	0.076197	0.96592	0.7126	0.065528	0.085685	0.63638	0.95695	0.47819	0.022495	0.030961	0.97652	0.059363	0.042096
Meth__cg04006554__ENPP5	0.021115	0.014149	0.65336	0.022505	0.019235	0.51187	0.017875	0.12297	0.01953	0.019041	0.02428	0.017891	0.0098101	0.050765	0.048537	0.023151	0.014756	0.12483	0.042073	0.036621	0.018712	0.026975	0.013645	0.019964	0.012574	0.060823	0.024946	0.021062	0.51499	0.030195	0.012607	0.01313	0.024196	0.017856	0.013854	0.012817	0.035514	0.027187
Meth__cg02833725__ISG20L2	0.059149	0.039689	0.094694	0.47199	0.19892	0.11437	0.12002	0.50824	0.042836	0.48348	0.1665	0.041909	0.89974	0.061578	0.33682	0.36264	0.039812	0.076281	0.068081	0.62789	0.13477	0.048329	0.47246	0.71148	0.24803	0.13004	0.17389	0.043294	0.039655	0.04528	0.050646	0.46351	0.050114	0.037188	0.03858	0.028297	0.27258	0.029967
Meth__cg23495733__CPNE8	0.96102	0.66487	0.032168	0.96649	0.96414	0.87961	0.96611	0.079971	0.025682	0.031934	0.96171	0.96676	0.072691	0.93718	0.97345	0.31012	0.92961	0.04976	0.076149	0.05632	0.96471	0.96172	0.96953	0.04194	0.84204	0.088321	0.96159	0.060316	0.89087	0.36192	0.033105	0.16761	0.035245	0.49589	0.029701	0.93378	0.81228	0.93366
Meth__cg00690280__WFDC10B	0.72502	0.11359	0.68846	0.82416	0.84792	0.048012	0.72424	0.19799	0.66582	0.8318	0.22644	0.11209	0.72885	0.80378	0.070467	0.62682	0.21907	0.085552	0.11567	0.059601	0.50148	0.74715	0.84875	0.090815	0.82097	0.11733	0.6864	0.13112	0.45436	0.13587	0.25129	0.12862	0.077968	0.82131	0.07716	0.228	0.063195	0.44008
Meth__cg02248540__HIST1H2AI	0.10555	0.054177	0.062899	0.061657	0.059359	0.16918	0.10025	0.050726	0.060237	0.054248	0.076521	0.23538	0.039034	0.10181	0.044408	0.062494	0.057114	0.04599	0.12208	0.034352	0.046057	0.079474	0.069393	0.064828	0.31062	0.21096	0.058972	0.089647	0.11739	0.098753	0.034393	0.071139	0.092127	0.082025	0.13115	0.38508	0.13768	0.060632
Meth__cg19286986__GPR162	0.056475	0.057396	0.92633	0.091873	0.057115	0.051808	0.50819	0.077599	0.04932	0.16888	0.068919	0.36149	0.277	0.72576	0.060698	0.16705	0.14076	0.043684	0.075516	0.088385	0.047344	0.06108	0.077586	0.56306	0.073332	0.1478	0.46064	0.11467	0.19731	0.13187	0.060806	0.056608	0.076034	0.045396	0.075504	0.81369	0.2721	0.30712
Meth__cg17655614__CDH1	0.10943	0.62005	0.18606	0.12414	0.13203	0.89728	0.11865	0.96584	0.087042	0.14816	0.35216	0.09251	0.13068	0.097724	0.1342	0.12425	0.099458	0.82604	0.13805	0.86774	0.11541	0.12383	0.12375	0.75011	0.23468	0.93171	0.15081	0.18289	0.099815	0.42994	0.23953	0.1482	0.94121	0.12605	0.17161	0.079585	0.17695	0.116
Meth__cg13784792__JUP	0.05942	0.049025	0.071604	0.059367	0.05174	0.059887	0.052729	0.075056	0.056552	0.067759	0.053438	0.061529	0.092977	0.093884	0.04478	0.067123	0.0504	0.068053	0.099347	0.36108	0.041939	0.066659	0.057378	0.06001	0.046042	0.11978	0.076428	0.15343	0.35072	0.083437	0.070219	0.043205	0.08201	0.072844	0.050809	0.047686	0.14041	0.06194
Meth__cg10172318__DRAP1	0.14145	0.038591	0.11111	0.10968	0.079273	0.050872	0.039057	0.042713	0.035505	0.11946	0.059146	0.027958	0.56576	0.075837	0.26652	0.093398	0.034504	0.03981	0.046541	0.01794	0.10735	0.066557	0.077032	0.14764	0.033578	0.0565	0.11481	0.046416	0.059983	0.076449	0.045241	0.036469	0.04591	0.042492	0.022395	0.036099	0.068206	0.031052
Meth__cg11695601__CHN1	0.051314	0.052817	0.039339	0.058079	0.04059	0.069176	0.056154	0.05	0.052559	0.054385	0.068094	0.075229	0.053984	0.079813	0.060661	0.055228	0.039489	0.041007	0.15058	0.063953	0.045412	0.057433	0.063361	0.041177	0.062091	0.147	0.079019	0.10799	0.38948	0.088764	0.030788	0.042519	0.061393	0.092153	0.052453	0.059564	0.22512	0.053885
Meth__cg26062370__MGC18079	0.054504	0.039553	0.072787	0.28971	0.72183	0.10456	0.33595	0.081601	0.089323	0.023665	0.40525	0.13475	0.097205	0.11007	0.033569	0.029559	0.13256	0.16195	0.043174	0.042495	0.25438	0.5172	0.69866	0.058054	0.18763	0.075795	0.41767	0.046365	0.16781	0.049087	0.025462	0.03648	0.038493	0.083785	0.02766	0.053014	0.050269	0.16686
Meth__cg05368341__SYT6	0.79814	0.022642	0.9656	0.20845	0.72944	0.86968	0.67266	0.19903	0.6689	0.028894	0.042782	0.95141	0.90911	0.70965	0.15055	0.2834	0.059179	0.067418	0.058789	0.030863	0.58044	0.58842	0.29454	0.064623	0.94632	0.66216	0.74312	0.056169	0.9145	0.092273	0.028532	0.032918	0.062222	0.95964	0.029653	0.54873	0.4523	0.23627
Meth__cg05208878__PRAME	0.49004	0.04226	0.055359	0.58349	0.85683	0.54018	0.61927	0.54715	0.29364	0.032891	0.040924	0.034441	0.48965	0.27215	0.86334	0.072542	0.54968	0.033333	0.11211	0.036541	0.069873	0.14597	0.8939	0.29636	0.035917	0.61042	0.25017	0.079889	0.37428	0.12897	0.069844	0.056518	0.4449	0.2147	0.035327	0.031709	0.046995	0.4078
Meth__cg25823578__PTGER2	0.089762	0.05354	0.94502	0.85727	0.11311	0.61724	0.33956	0.049773	0.8466	0.0483	0.4929	0.84458	0.81435	0.79349	0.40286	0.11844	0.94228	0.045986	0.056402	0.52365	0.92655	0.72142	0.31794	0.18399	0.46828	0.81805	0.84305	0.06477	0.251	0.08196	0.050728	0.037615	0.91751	0.58146	0.3563	0.51197	0.068906	0.14639
Meth__cg24166097__NPM3	0.088623	0.12197	0.14269	0.074263	0.085901	0.050821	0.081244	0.22787	0.078624	0.1029	0.10826	0.10949	0.27509	0.7705	0.072014	0.30916	0.079809	0.090545	0.14536	0.090708	0.043999	0.07428	0.064831	0.067081	0.06923	0.091625	0.07877	0.14247	0.15209	0.10381	0.086241	0.086689	0.088866	0.087317	0.92903	0.096934	0.23795	0.93161
Meth__cg23765993__SPINLW1	0.15745	0.057783	0.79065	0.60334	0.66852	0.11103	0.15363	0.22394	0.75705	0.82599	0.37694	0.3487	0.64693	0.67879	0.14152	0.61293	0.52517	0.42477	0.17079	0.052511	0.14729	0.50177	0.90213	0.10548	0.80158	0.090402	0.1931	0.14074	0.12948	0.085068	0.081764	0.13647	0.14207	0.78983	0.099662	0.1217	0.1455	0.30148
Meth__cg05810550__DEFB106A	0.81795	0.088023	0.81358	0.2544	0.089758	0.091386	0.44751	0.14286	0.86393	0.19873	0.24435	0.77214	0.57226	0.48737	0.1069	0.15803	0.37064	0.83502	0.24033	0.12969	0.65485	0.53209	0.33449	0.22216	0.78687	0.080089	0.22696	0.34652	0.26413	0.15888	0.045771	0.10057	0.086881	0.11392	0.12261	0.39947	0.34371	0.50317
Meth__cg05807991__TRAM1L1	0.091365	0.071106	0.93793	0.074235	0.055697	0.057801	0.069861	0.40573	0.9667	0.083368	0.064571	0.073809	0.23297	0.80482	0.048146	0.077108	0.072104	0.071092	0.20005	0.12453	0.05565	0.090059	0.066534	0.075332	0.066717	0.21957	0.072314	0.17362	0.11403	0.11016	0.071446	0.074992	0.11236	0.10372	0.063054	0.94223	0.1476	0.085312
Meth__cg18755783__SPG20	0.38031	0.98212	0.97964	0.97086	0.97545	0.014863	0.89007	0.099563	0.03377	0.018585	0.96614	0.024881	0.89746	0.96481	0.019983	0.19745	0.97701	0.027978	0.27744	0.019976	0.98059	0.9803	0.96731	0.029122	0.98141	0.054937	0.97187	0.5683	0.9745	0.89287	0.022715	0.020952	0.020227	0.69037	0.47894	0.96299	0.57925	0.96919
Meth__cg12391174__FLJ20489	0.058824	0.045077	0.0641	0.040955	0.024516	0.053179	0.052226	0.11624	0.048858	0.091958	0.047189	0.2153	0.051581	0.056482	0.026042	0.042544	0.035319	0.044056	0.094271	0.34236	0.030089	0.052848	0.034056	0.63961	0.033235	0.098196	0.049144	0.034527	0.072581	0.094804	0.0271	0.033095	0.25245	0.027217	0.034023	0.032639	0.037954	0.042603
Meth__cg16336120__RAMP3	0.080631	0.051521	0.61779	0.12402	0.070059	0.45946	0.12703	0.060771	0.31624	0.051222	0.077686	0.49302	0.093712	0.39474	0.066684	0.061607	0.21758	0.14473	0.11473	0.034564	0.18394	0.072022	0.066216	0.45392	0.27438	0.2416	0.070148	0.082139	0.39172	0.13631	0.067031	0.051461	0.049942	0.059572	0.046187	0.15169	0.079814	0.068672
Meth__cg07065941__KLF10	0.06181	0.062867	0.078804	0.061321	0.064106	0.05965	0.078499	0.064728	0.064929	0.063864	0.071387	0.075192	0.095364	0.091923	0.69896	0.07823	0.072182	0.063996	0.15809	0.067501	0.067116	0.066714	0.065323	0.070681	0.0656	0.11794	0.068533	0.12756	0.086968	0.11251	0.063031	0.054316	0.049776	0.055801	0.068196	0.055872	0.10816	0.065778
Meth__cg23967169__FAM19A4	0.90929	0.047501	0.91698	0.91659	0.71161	0.53588	0.87721	0.081086	0.11151	0.28217	0.075882	0.89757	0.20965	0.54019	0.11086	0.26572	0.21669	0.19344	0.37477	0.052017	0.83664	0.4537	0.47071	0.19658	0.73758	0.57418	0.29661	0.06236	0.80849	0.080425	0.6987	0.092004	0.69322	0.16676	0.07076	0.22694	0.048952	0.56934
Meth__cg03285457__LBX1	0.88088	0.04661	0.9154	0.92342	0.088791	0.91632	0.89901	0.81988	0.87334	0.052333	0.91226	0.87703	0.76905	0.77911	0.042145	0.055859	0.24284	0.030732	0.16503	0.044248	0.91707	0.88542	0.4335	0.068729	0.91669	0.72429	0.31392	0.14946	0.8652	0.14027	0.1628	0.056994	0.07475	0.047265	0.041954	0.87841	0.87731	0.87841
Meth__cg11221265__SDHC	0.026522	0.020402	0.033886	0.032742	0.022857	0.024752	0.034476	0.10231	0.023156	0.024188	0.036087	0.032121	0.02016	0.04643	0.018852	0.025064	0.027934	0.026692	0.064613	0.028136	0.02864	0.047406	0.038643	0.043144	0.023267	0.26647	0.051612	0.081537	0.039031	0.068996	0.023546	0.035436	0.032729	0.032415	0.017798	0.028829	0.026788	0.02559
Meth__cg11303670__TSPAN33	0.050539	0.049032	0.052088	0.050288	0.046068	0.085028	0.055987	0.05088	0.057143	0.05277	0.051465	0.23471	0.070379	0.094818	0.03499	0.06113	0.049736	0.07974	0.097284	0.39189	0.045186	0.054052	0.045737	0.072367	0.049681	0.10577	0.059682	0.068192	0.06554	0.088585	0.054314	0.12842	0.064593	0.063096	0.040149	0.047988	0.097496	0.04872
Meth__cg02248486__HOXA5	0.63573	0.19504	0.96565	0.62093	0.45163	0.47729	0.94717	0.096438	0.034478	0.37397	0.62043	0.067124	0.077656	0.40564	0.95366	0.4758	0.074411	0.055672	0.06056	0.052122	0.052438	0.051508	0.87986	0.041698	0.94373	0.9035	0.53479	0.14283	0.9223	0.60598	0.4491	0.052507	0.058033	0.059939	0.46593	0.94598	0.93058	0.95036
Meth__cg23815845__ARHGEF5	0.01908	0.018252	0.032457	0.032017	0.016705	0.63352	0.022059	0.18859	0.035141	0.021825	0.02257	0.020534	0.029756	0.043231	0.021796	0.029728	0.19029	0.038138	0.065235	0.02457	0.02613	0.032922	0.027856	0.093376	0.022039	0.59579	0.028056	0.040764	0.039187	0.025036	0.094531	0.04581	0.25862	0.03163	0.033061	0.045095	0.049661	0.035787
Meth__cg00280894__NXF2	0.38075	0.035842	0.10119	0.76598	0.09325	0.039831	0.65779	0.10664	0.30867	0.40334	0.023407	0.45502	0.071429	0.46852	0.034098	0.33562	0.11128	0.10752	0.081904	0.043579	0.1102	0.12024	0.18826	0.04653	0.13429	0.065047	0.17219	0.035282	0.21637	0.10542	0.071093	0.041736	0.044474	0.71614	0.030968	0.090795	0.054736	0.17705
Meth__cg21500966__NAALAD2	0.097567	0.047572	0.64732	0.73943	0.0992	0.25284	0.64486	0.050516	0.57505	0.064386	0.063045	0.73715	0.78935	0.51089	0.065308	0.15956	0.4921	0.41506	0.1382	0.060565	0.2549	0.23872	0.32139	0.053629	0.06842	0.42824	0.43375	0.14448	0.60817	0.1188	0.40573	0.060542	0.31633	0.85894	0.039682	0.37843	0.16278	0.11565
Meth__cg21369988__C1QDC1	0.044456	0.23669	0.079098	0.12029	0.14383	0.030742	0.38932	0.058109	0.061289	0.17391	0.0813	0.037972	0.03588	0.10675	0.036805	0.178	0.053622	0.026423	0.053324	0.027127	0.30151	0.08673	0.083198	0.069789	0.13637	0.046174	0.17543	0.079219	0.10091	0.1078	0.02977	0.025953	0.029478	0.35209	0.083681	0.042539	0.097103	0.20935
Meth__cg10557828__PLOD2	0.17733	0.34428	0.35269	0.84018	0.75757	0.045085	0.3045	0.16369	0.098373	0.77987	0.76474	0.096752	0.059869	0.097126	0.064482	0.81206	0.15086	0.04822	0.12335	0.078204	0.68266	0.10566	0.7899	0.10829	0.87942	0.15805	0.77553	0.70204	0.64271	0.30781	0.0744	0.039385	0.68212	0.29494	0.055179	0.35056	0.15897	0.79237
Meth__cg11303749__HIST1H4B	0.044434	0.042752	0.0514	0.044854	0.044397	0.043092	0.048221	0.03508	0.053422	0.085112	0.043475	0.044912	0.026511	0.11288	0.037823	0.070416	0.034894	0.035029	0.048462	0.058982	0.035924	0.038791	0.052391	0.043264	0.052601	0.08915	0.04889	0.044929	0.069767	0.060978	0.042965	0.038338	0.0692	0.054249	0.059754	0.4785	0.027204	0.043411
Meth__cg20881888__ZMYND10	0.029907	0.0187	0.034666	0.4262	0.031289	0.56993	0.031474	0.68552	0.030219	0.028307	0.036122	0.68542	0.51105	0.8715	0.015415	0.031063	0.05161	0.044217	0.073877	0.020707	0.23688	0.036455	0.032863	0.4117	0.04478	0.15812	0.036873	0.064326	0.63565	0.02877	0.018317	0.047208	0.68422	0.56163	0.73197	0.13429	0.046769	0.26196
Meth__cg27079104__HEXA	0.039272	0.30192	0.052769	0.040641	0.039101	0.035587	0.062238	0.041419	0.44534	0.035894	0.041926	0.046857	0.051611	0.12856	0.051565	0.24538	0.040054	0.032135	0.068614	0.035534	0.042778	0.040663	0.048103	0.054386	0.03885	0.067541	0.042818	0.051588	0.076193	0.075803	0.065338	0.031667	0.046026	0.80503	0.029858	0.032741	0.43033	0.28094
Meth__cg15032239__CYFIP1	0.048373	0.045923	0.058138	0.087113	0.046675	0.44264	0.066962	0.35523	0.064234	0.17555	0.14272	0.075492	0.12449	0.10447	0.073185	0.15099	0.046702	0.2227	0.085636	0.80396	0.060308	0.059052	0.066637	0.10819	0.048569	0.51517	0.091504	0.077957	0.099622	0.10018	0.05316	0.031351	0.26125	0.12846	0.046653	0.057363	0.1364	0.048468
Meth__cg20556988__CCL1	0.22301	0.10363	0.80332	0.86943	0.91506	0.12832	0.3516	0.15385	0.86421	0.87835	0.8092	0.28518	0.20489	0.52466	0.063582	0.79765	0.66566	0.82564	0.1375	0.087537	0.70304	0.56219	0.74951	0.62403	0.90467	0.10272	0.38444	0.10582	0.16156	0.2081	0.089774	0.079579	0.14031	0.84206	0.1263	0.67479	0.080253	0.45911
Meth__cg24170090__M-RIP	0.035817	0.0313	0.044419	0.19052	0.092274	0.043595	0.071599	0.069519	0.031917	0.054953	0.045285	0.038142	0.06488	0.073655	0.047185	0.052639	0.041076	0.060625	0.064335	0.02854	0.13944	0.062084	0.26646	0.037193	0.095876	0.042868	0.42561	0.044701	0.12571	0.067738	0.02416	0.019501	0.037324	0.1204	0.05377	0.030761	0.076762	0.06564
Meth__cg19555986__MAP7	0.050481	0.041272	0.059587	0.050463	0.047261	0.81842	0.055634	0.80976	0.032761	0.05358	0.055203	0.045966	0.063799	0.083128	0.040647	0.053144	0.055549	0.28449	0.12061	0.20725	0.047089	0.046887	0.054662	0.55549	0.04084	0.83509	0.043678	0.074634	0.09049	0.066767	0.073744	0.043605	0.84407	0.04424	0.049809	0.0399	0.098222	0.054709
Meth__cg16357381__COL7A1	0.055336	0.072186	0.10591	0.82702	0.38924	0.56079	0.33844	0.14127	0.79113	0.078035	0.26375	0.74267	0.11719	0.30363	0.90806	0.08635	0.24928	0.35576	0.11017	0.041544	0.44401	0.15314	0.096012	0.11633	0.064748	0.078811	0.4156	0.14293	0.694	0.11153	0.06454	0.069384	0.060141	0.39352	0.10933	0.21784	0.66423	0.18765
Meth__cg14594876__SNTA1	0.066325	0.063574	0.084937	0.33753	0.029989	0.056623	0.069167	0.33998	0.033383	0.096744	0.07417	0.068984	0.058042	0.15218	0.047221	0.081256	0.073119	0.48011	0.099815	0.035336	0.042307	0.064786	0.048679	0.075989	0.058434	0.12449	0.056256	0.094219	0.19021	0.10858	0.040412	0.040197	0.27748	0.032179	0.028568	0.11817	0.11132	0.053782
Meth__cg09225321__OTOP2	0.30862	0.053798	0.48649	0.59171	0.44799	0.44358	0.22932	0.12587	0.53605	0.064515	0.13145	0.55608	0.32365	0.56428	0.10435	0.058837	0.16154	0.11169	0.091405	0.14051	0.58193	0.80309	0.13297	0.1751	0.16031	0.80179	0.475	0.095263	0.16091	0.202	0.054023	0.065204	0.056261	0.26191	0.092656	0.15696	0.11455	0.35696
Meth__cg25843439__OR10H3	0.87048	0.035321	0.23176	0.81629	0.36092	0.045064	0.4136	0.11728	0.16733	0.033583	0.051634	0.15096	0.053454	0.30997	0.18148	0.032676	0.056381	0.038646	0.054831	0.035517	0.084145	0.15222	0.94387	0.054236	0.92452	0.053471	0.053347	0.1028	0.073627	0.062976	0.037414	0.055036	0.050711	0.35775	0.054204	0.35718	0.095166	0.13687
Meth__cg13199589__FAM80A	0.3697	0.072025	0.67678	0.19773	0.047424	0.5103	0.12531	0.64731	0.10536	0.074688	0.058001	0.63869	0.24455	0.53767	0.052792	0.083171	0.11138	0.1809	0.21162	0.28802	0.072774	0.052992	0.13503	0.13013	0.34455	0.75794	0.40241	0.24343	0.20369	0.094986	0.10598	0.22829	0.14476	0.34034	0.049385	0.57235	0.060581	0.064072
Meth__cg27104271__SLCO2B1	0.20386	0.076145	0.21831	0.77247	0.45474	0.050422	0.21907	0.39771	0.51522	0.077883	0.13397	0.16116	0.51634	0.26347	0.05733	0.076741	0.20016	0.3351	0.10292	0.06229	0.2839	0.29975	0.76462	0.064062	0.55458	0.13106	0.17712	0.14824	0.1048	0.10051	0.07606	0.064228	0.11198	0.34446	0.064931	0.079155	0.11944	0.18993
Meth__cg01693157__TUBA1	0.0377	0.092783	0.040224	0.24189	0.11641	0.26008	0.082781	0.64522	0.03313	0.35281	0.13273	0.92063	0.028921	0.060434	0.076697	0.29433	0.89874	0.046532	0.0551	0.049885	0.31413	0.53949	0.13187	0.84001	0.05627	0.45373	0.43452	0.063276	0.066035	0.14184	0.39729	0.029925	0.033393	0.043679	0.028411	0.032658	0.0747	0.037607
Meth__cg06245154__ERCC2	0.042574	0.038419	0.6321	0.15804	0.065941	0.031389	0.096654	0.077165	0.096829	0.034451	0.17459	0.039395	0.13323	0.047642	0.053749	0.044496	0.038694	0.04537	0.09918	0.035283	0.047171	0.049577	0.18528	0.071905	0.057487	0.20812	0.13315	0.050641	0.064516	0.053655	0.043467	0.036117	0.035502	0.060941	0.042436	0.071476	0.060899	0.034141
Meth__cg22994720__CHRDL2	0.080503	0.016126	0.87902	0.69408	0.54129	0.63981	0.67678	0.86536	0.93712	0.058125	0.91175	0.89279	0.68426	0.68472	0.14937	0.056969	0.1182	0.21361	0.044082	0.016661	0.6529	0.74426	0.51341	0.75802	0.80879	0.6894	0.26619	0.039024	0.72558	0.045866	0.053155	0.32541	0.03223	0.12265	0.027473	0.2685	0.13316	0.5842
Meth__cg26709950__RRAD	0.07174	0.058442	0.95824	0.94458	0.72912	0.94304	0.85949	0.91239	0.20332	0.46357	0.25851	0.9518	0.5652	0.92407	0.71306	0.40944	0.61344	0.20739	0.065565	0.18867	0.95095	0.905	0.9543	0.62512	0.79839	0.85858	0.19083	0.12341	0.82165	0.15234	0.049555	0.030975	0.063289	0.072489	0.040354	0.95235	0.098897	0.70405
Meth__cg22136365__TAT	0.81316	0.15202	0.91369	0.92079	0.7935	0.039004	0.40223	0.0705	0.38914	0.84229	0.22524	0.10704	0.32846	0.32038	0.80748	0.64799	0.30226	0.89597	0.041917	0.058528	0.32507	0.49052	0.88903	0.06964	0.87542	0.09089	0.54949	0.20686	0.72312	0.22252	0.042331	0.073751	0.057319	0.77524	0.37753	0.7425	0.34819	0.62986
