Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB157	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg05337441__APOB	0.063603	0.030815	0.09165	0.30368	0.06024	0.08168	0.11445	0.10999	0.033676	0.045242	0.36328	0.27217	0.32117	0.043726	0.11891	0.3442	0.047721	0.033098	0.040326	0.041781	0.15179	0.11382	0.046236	0.055731	0.11928	0.045032	0.052087	0.035091	0.035148	0.036821	0.088126	0.089299	0.042382	0.039527	0.043158
Meth__cg06716436__EDG5	0.02261	0.034796	0.048265	0.030067	0.063404	0.24943	0.029095	0.028869	0.022249	0.04741	0.025488	0.024052	0.073647	0.024631	0.022356	0.026431	0.053688	0.016496	0.03571	0.028851	0.029285	0.065283	0.038391	0.12995	0.035271	0.045621	0.019075	0.019691	0.03313	0.024622	0.036588	0.095779	0.061477	0.038752	0.045031
Meth__cg09068528__ACADL	0.08331	0.059242	0.9204	0.834	0.26599	0.5813	0.94684	0.091919	0.080101	0.95512	0.17972	0.19319	0.84743	0.061186	0.12969	0.051532	0.12476	0.77014	0.80262	0.5194	0.066628	0.52557	0.92954	0.1369	0.92491	0.13426	0.069565	0.070888	0.39876	0.16263	0.93346	0.80404	0.92721	0.9462	0.91709
Meth__cg18742441__ATP6AP1	0.53696	0.042561	0.073406	0.058208	0.45354	0.035006	0.047845	0.39265	0.039127	0.59278	0.033873	0.12388	0.049031	0.044027	0.34815	0.43068	0.098452	0.022796	0.038559	0.045413	0.64318	0.17487	0.045083	0.091664	0.25068	0.062218	0.43468	0.03522	0.22018	0.028242	0.18286	0.091587	0.5955	0.31134	0.043715
Meth__cg13801416__AKR1B1	0.97123	0.82433	0.036073	0.98155	0.94261	0.035948	0.97782	0.67039	0.23164	0.037654	0.66435	0.039406	0.96003	0.53732	0.54274	0.026251	0.088134	0.028486	0.97682	0.97288	0.037808	0.064738	0.97336	0.26649	0.95129	0.67976	0.038822	0.030692	0.039322	0.98042	0.97552	0.78225	0.97689	0.73388	0.68935
Meth__cg24641737__DENND2D	0.040889	0.022389	0.93394	0.34975	0.24246	0.54615	0.14287	0.94471	0.88638	0.077837	0.91736	0.62861	0.38099	0.83554	0.79976	0.95788	0.59052	0.2378	0.94132	0.81218	0.50944	0.50263	0.73369	0.21096	0.78259	0.074148	0.45724	0.85122	0.25964	0.029601	0.036459	0.28672	0.046181	0.28904	0.53983
Meth__cg00893242__SND1	0.47134	0.55119	0.44271	0.20486	0.93601	0.59924	0.64764	0.173	0.79354	0.91343	0.037971	0.1686	0.83361	0.61237	0.046504	0.033419	0.056331	0.71877	0.62563	0.77144	0.19773	0.096672	0.82118	0.12307	0.8847	0.48426	0.032127	0.024267	0.37208	0.048937	0.080059	0.355	0.076892	0.083493	0.053104
Meth__cg26796283__MSX2	0.11292	0.099963	0.10243	0.08936	0.094871	0.58199	0.06346	0.2559	0.68962	0.16643	0.14628	0.19785	0.23645	0.52946	0.54241	0.11678	0.19095	0.10691	0.061778	0.071657	0.09445	0.92203	0.12566	0.16006	0.1007	0.16403	0.65217	0.09897	0.15644	0.064462	0.0744	0.1053	0.11071	0.11076	0.087566
Meth__cg00261781__MATN3	0.027808	0.031546	0.077026	0.035295	0.025076	0.61913	0.038209	0.06914	0.029344	0.032664	0.16167	0.043911	0.11105	0.037698	0.041018	0.028262	0.087354	0.022005	0.0204	0.038633	0.042935	0.08267	0.033184	0.053744	0.18634	0.071805	0.045468	0.033762	0.060349	0.02428	0.61425	0.062301	0.030843	0.031707	0.038271
Meth__cg07005513__FADS2	0.90942	0.12243	0.95404	0.13628	0.46808	0.11169	0.10888	0.18751	0.11463	0.15819	0.117	0.32649	0.94408	0.14553	0.90027	0.10943	0.17314	0.77774	0.95651	0.74022	0.85575	0.56192	0.12055	0.13508	0.9283	0.19365	0.19856	0.12441	0.54109	0.10963	0.075322	0.81937	0.6274	0.49127	0.61032
Meth__cg24022301__PTGFR	0.49693	0.039644	0.55118	0.07811	0.23902	0.031601	0.11007	0.051658	0.041756	0.052852	0.058297	0.12376	0.84815	0.034372	0.071267	0.046946	0.046579	0.049889	0.64214	0.686	0.067604	0.12587	0.46474	0.063515	0.35235	0.12349	0.042957	0.041736	0.049384	0.037268	0.24661	0.16066	0.47286	0.2755	0.37657
Meth__cg02004156__TFE3	0.44807	0.045757	0.070507	0.067036	0.10163	0.049865	0.08	0.087733	0.10566	0.61284	0.083064	0.37425	0.25849	0.060099	0.4191	0.075766	0.19663	0.082493	0.060003	0.075622	0.051246	0.20106	0.40955	0.2242	0.38606	0.35677	0.1003	0.05843	0.42081	0.075764	0.097004	0.087269	0.39084	0.27977	0.075244
Meth__cg09260441__DOK5	0.25098	0.036079	0.63966	0.54163	0.045636	0.58218	0.53284	0.89869	0.40471	0.060763	0.90805	0.82305	0.62418	0.31303	0.80621	0.64448	0.42351	0.17883	0.57478	0.44484	0.10913	0.51073	0.076496	0.1679	0.33512	0.056841	0.041397	0.28125	0.13281	0.043712	0.91802	0.088283	0.45463	0.073591	0.066274
Meth__cg26763524__FDX1	0.089277	0.066323	0.21215	0.68926	0.54487	0.07953	0.45331	0.52918	0.46097	0.32301	0.062766	0.47185	0.31148	0.42784	0.10186	0.054111	0.15785	0.077635	0.25079	0.13623	0.08044	0.077934	0.14088	0.14805	0.61526	0.12728	0.055952	0.05968	0.33532	0.52991	0.34929	0.22946	0.18271	0.33126	0.25504
Meth__cg03694261__FLJ23554	0.052278	0.031596	0.023664	0.08305	0.039232	0.13789	0.078877	0.68849	0.031343	0.038583	0.027318	0.044037	0.4621	0.033073	0.027932	0.038194	0.062352	0.02485	0.071241	0.062406	0.095188	0.055422	0.045511	0.084823	0.16914	0.060853	0.059387	0.025079	0.030784	0.02508	0.0461	0.22427	0.03976	0.051545	0.061252
Meth__cg03005055__HSPA2	0.05089	0.041645	0.069171	0.12098	0.034438	0.05919	0.054058	0.05878	0.067228	0.051478	0.72037	0.046215	0.10271	0.060102	0.054858	0.046449	0.076131	0.062033	0.033147	0.048608	0.054379	0.086465	0.053371	0.10183	0.081017	0.055367	0.038608	0.038797	0.055872	0.045822	0.061629	0.063952	0.047088	0.061166	0.051876
Meth__cg06071083__SLC12A4	0.04084	0.039895	0.063592	0.29418	0.065095	0.029434	0.47459	0.050396	0.027879	0.042738	0.04694	0.035931	0.055816	0.04389	0.032262	0.068591	0.061526	0.022293	0.93706	0.46124	0.039149	0.066589	0.043282	0.074287	0.10657	0.050756	0.033651	0.021805	0.034251	0.021559	0.82787	0.071167	0.038698	0.52791	0.61216
Meth__cg12391174__FLJ20489	0.058824	0.045077	0.0641	0.040955	0.024516	0.053179	0.052226	0.048858	0.091958	0.047189	0.2153	0.051581	0.056482	0.042544	0.035319	0.044056	0.094271	0.34236	0.030089	0.052848	0.63961	0.098196	0.049144	0.034527	0.072581	0.094804	0.0271	0.033095	0.25245	0.034023	0.032639	0.037954	0.038001	0.042603	0.037261
Meth__cg14702264__FLJ10099	0.086677	0.052599	0.10372	0.2426	0.28677	0.40632	0.067904	0.045344	0.11513	0.12007	0.054465	0.24074	0.16184	0.093536	0.093611	0.048252	0.099675	0.046594	0.070176	0.25463	0.087979	0.092027	0.098265	0.095223	0.12417	0.087036	0.056231	0.035123	0.042166	0.059406	0.055542	0.13745	0.076113	0.044326	0.05933
Meth__cg08250444__EFNA1	0.034524	0.031093	0.03397	0.031325	0.024754	0.033912	0.032918	0.024741	0.037883	0.041749	0.027633	0.033106	0.07748	0.031551	0.03366	0.030028	0.091665	0.28558	0.024771	0.034869	0.035618	0.14234	0.040606	0.072453	0.063635	0.10045	0.034472	0.025688	0.028777	0.026018	0.024207	0.055129	0.03628	0.028882	0.03124
Meth__cg12448934__CLSTN3	0.026484	0.031185	0.049644	0.050777	0.021124	0.032133	0.038857	0.020869	0.02251	0.034527	0.25931	0.027883	0.36035	0.027838	0.027983	0.025007	0.434	0.021275	0.027202	0.033269	0.059813	0.059138	0.025631	0.032679	0.05371	0.11848	0.46393	0.022654	0.045056	0.024031	0.02733	0.10277	0.026856	0.022833	0.030121
Meth__cg05607127__KCNG3	0.047459	0.069556	0.083488	0.062421	0.039031	0.044448	0.064262	0.044152	0.040462	0.038788	0.067426	0.05217	0.069278	0.063816	0.047636	0.046883	0.076189	0.052962	0.040812	0.066218	0.061944	0.70303	0.074372	0.06109	0.29431	0.10255	0.049059	0.046202	0.061037	0.037277	0.040843	0.05972	0.037531	0.040968	0.049738
Meth__cg03495868__PTGFR	0.23126	0.049485	0.82489	0.056408	0.33505	0.045487	0.085833	0.05499	0.042466	0.05745	0.08086	0.10369	0.68079	0.049937	0.045513	0.039923	0.067821	0.040475	0.7118	0.54085	0.042936	0.095482	0.55823	0.11736	0.76571	0.2815	0.038888	0.039607	0.031788	0.053353	0.5991	0.15897	0.38121	0.34064	0.37514
Meth__cg07755653__STX11	0.048791	0.057977	0.057338	0.10877	0.0472	0.10663	0.26974	0.078205	0.028587	0.053004	0.16628	0.030475	0.32789	0.039172	0.046533	0.084383	0.10424	0.08283	0.16159	0.04479	0.03828	0.094819	0.054182	0.069424	0.76314	0.05784	0.030268	0.10206	0.078057	0.043404	0.40354	0.054718	0.036262	0.061396	0.055434
Meth__cg05724065__PHKG1	0.020622	0.026511	0.034904	0.42662	0.17173	0.02882	0.023	0.65511	0.022667	0.029374	0.031873	0.31323	0.11256	0.033519	0.070799	0.028997	0.053038	0.016667	0.34072	0.43259	0.033319	0.15066	0.1711	0.39287	0.082454	0.046785	0.034386	0.62099	0.085268	0.025862	0.048328	0.26257	0.4637	0.032396	0.13811
Meth__cg23761196__CNOT1	0.083746	0.068566	0.088253	0.10449	0.060106	0.078232	0.0767	0.55947	0.080645	0.067797	0.075791	0.13147	0.14779	0.076777	0.069686	0.10183	0.086909	0.058689	0.062637	0.078444	0.059199	0.087451	0.080715	0.06793	0.14749	0.14698	0.047699	0.060172	0.061621	0.080176	0.085327	0.093263	0.070114	0.069436	0.066813
Meth__cg06043114__TSPAN2	0.71258	0.13676	0.024258	0.95392	0.44695	0.96873	0.97582	0.026881	0.03241	0.045968	0.46418	0.060376	0.96893	0.097996	0.034085	0.016956	0.053754	0.020559	0.60308	0.78725	0.052542	0.65402	0.067503	0.36795	0.9058	0.049238	0.030612	0.017713	0.027044	0.73446	0.5834	0.92056	0.64998	0.88526	0.96842
Meth__cg16899442__C16orf25	0.082495	0.1244	0.3466	0.095671	0.055504	0.66883	0.10853	0.49231	0.043255	0.12109	0.47081	0.81566	0.59193	0.057555	0.48048	0.31335	0.20298	0.5165	0.429	0.15521	0.77176	0.4214	0.20077	0.079649	0.14596	0.14462	0.16291	0.1658	0.46916	0.070856	0.25579	0.12196	0.088903	0.30476	0.076523
Meth__cg01929065__CD63	0.04109	0.028726	0.037836	0.042917	0.021356	0.026551	0.035482	0.055011	0.053979	0.024254	0.044544	0.038196	0.053958	0.031981	0.023466	0.036333	0.048826	0.02799	0.022621	0.038499	0.030244	0.099665	0.0381	0.040876	0.0566	0.057519	0.026155	0.021627	0.023501	0.026209	0.022737	0.064775	0.026559	0.032581	0.029764
Meth__cg24794531__TRPC1	0.91451	0.026039	0.62834	0.60619	0.033954	0.08384	0.088848	0.065344	0.85426	0.03467	0.077373	0.827	0.82437	0.6374	0.049414	0.027571	0.1291	0.33876	0.022909	0.040459	0.034067	0.47624	0.11888	0.084001	0.92091	0.12252	0.032831	0.026956	0.031672	0.0925	0.93868	0.38044	0.038188	0.34234	0.32497
Meth__cg12559031__DLX4	0.063804	0.047144	0.090403	0.073393	0.029821	0.47001	0.062107	0.046201	0.038886	0.048759	0.10037	0.028062	0.051139	0.045365	0.041007	0.23701	0.094423	0.10007	0.033401	0.069077	0.078345	0.089583	0.047465	0.071265	0.40484	0.069851	0.088846	0.30669	0.065146	0.035619	0.36688	0.026596	0.039656	0.039526	0.042181
Meth__cg06491116__LOC196264	0.057544	0.044078	0.067925	0.069473	0.059554	0.8318	0.076078	0.036812	0.083268	0.0477	0.061981	0.058571	0.064802	0.10323	0.042002	0.11246	0.088711	0.56951	0.047605	0.050016	0.66797	0.30599	0.06378	0.095487	0.07812	0.061675	0.49096	0.046102	0.17732	0.060892	0.042077	0.061119	0.065531	0.14726	0.1028
Meth__cg12219915__FAM50A	0.55871	0.050038	0.89729	0.067931	0.4582	0.035161	0.061128	0.28349	0.10555	0.61074	0.038022	0.67226	0.75301	0.11803	0.34756	0.41305	0.15385	0.065788	0.69735	0.083096	0.041691	0.10175	0.070684	0.097276	0.29997	0.11353	0.55581	0.097015	0.36217	0.16338	0.22938	0.079312	0.6315	0.17817	0.053864
SNP__LARGE	-0.004	-0.142	-3.874	-0.161	-0.475	-0.154	0.018	0.287	-0.231	-0.425	0.074	-0.193	-0.483	0.89	-0.549	-0.439	0.167	-3.103	-0.404	-0.239	-0.172	0.115	-0.013	0.027	0.314	-0.226	-0.182	-0.306	0.004	-2.398	-2.538	-0.327	-2.579	0.369	0.08
Meth__cg23219720__FLJ32110	0.087043	0.075903	0.14543	0.084163	0.055836	0.19081	0.087075	0.34552	0.067732	0.087023	0.48213	0.72623	0.50854	0.19148	0.12004	0.10244	0.1269	0.075377	0.17464	0.37094	0.086444	0.83564	0.09174	0.092065	0.31934	0.17922	0.067942	0.065416	0.085601	0.063344	0.42261	0.2042	0.1034	0.088491	0.078406
Meth__cg15856055__ZNF511	0.10907	0.076625	0.45662	0.2137	0.07098	0.75434	0.13097	0.1839	0.10692	0.11932	0.12576	0.48033	0.19231	0.087463	0.14645	0.41767	0.1078	0.50479	0.071195	0.093719	0.42259	0.41294	0.091023	0.14201	0.12438	0.18684	0.10969	0.13865	0.2977	0.073179	0.073964	0.097943	0.25554	0.059835	0.09375
Meth__cg08145625__TRAM1L1	0.03927	0.04403	0.93273	0.035435	0.028805	0.044927	0.04317	0.9348	0.053361	0.058489	0.04223	0.12835	0.46871	0.060824	0.043126	0.071874	0.12428	0.030801	0.040014	0.070491	0.051719	0.065217	0.058993	0.093134	0.056784	0.0475	0.042703	0.036653	0.042002	0.035759	0.2299	0.10366	0.046119	0.035115	0.047346
Meth__cg19921353__HLA-DPB1	0.26501	0.039591	0.42902	0.7603	0.29171	0.31357	0.30265	0.86879	0.85607	0.090205	0.70528	0.42308	0.22964	0.75403	0.31285	0.43791	0.16054	0.065351	0.12064	0.12967	0.21073	0.17864	0.18569	0.088374	0.22606	0.10365	0.13998	0.06756	0.17374	0.049309	0.45585	0.1711	0.10064	0.27645	0.37443
Meth__cg24107665__ZNF696	0.04739	0.77263	0.56866	0.13183	0.41724	0.69155	0.89164	0.16336	0.070785	0.83393	0.052957	0.85509	0.5019	0.08574	0.38359	0.056656	0.29793	0.90195	0.34316	0.090178	0.89683	0.29212	0.58787	0.33412	0.25069	0.23249	0.048439	0.03174	0.87177	0.078496	0.041301	0.27356	0.75063	0.37421	0.52743
Meth__cg27376271__CBLN2	0.038252	0.034032	0.16399	0.034723	0.035747	0.053422	0.040936	0.345	0.03335	0.045385	0.15617	0.20719	0.24387	0.048343	0.045082	0.034972	0.094136	0.026738	0.040863	0.051146	0.044532	0.36169	0.045421	0.066343	0.042656	0.12797	0.038793	0.021364	0.039983	0.036599	0.09108	0.070359	0.081214	0.037582	0.031219
Meth__cg08216808__ARPC2	0.42145	0.41504	0.38937	0.74634	0.78113	0.18728	0.77409	0.10574	0.8393	0.83233	0.047722	0.57824	0.39914	0.59663	0.13057	0.03752	0.15888	0.033673	0.31576	0.15841	0.039481	0.52696	0.41779	0.10514	0.068955	0.25299	0.043074	0.44417	0.074839	0.12454	0.45062	0.21596	0.093198	0.58544	0.85595
Meth__cg19423014__RNF152	0.047307	0.096016	0.92266	0.042115	0.31479	0.85226	0.054559	0.095238	0.86525	0.16386	0.81947	0.83857	0.42596	0.76048	0.68033	0.16903	0.34463	0.3253	0.14243	0.11408	0.90972	0.86718	0.084337	0.081509	0.082938	0.043608	0.039388	0.064165	0.94652	0.032335	0.039604	0.1592	0.18546	0.029117	0.065779
Meth__cg17960516__FLJ33718	0.057672	0.05988	0.691	0.065058	0.14031	0.85009	0.077792	0.079292	0.075765	0.058749	0.95668	0.08268	0.81451	0.066086	0.95973	0.10917	0.099423	0.040861	0.035983	0.097565	0.83766	0.20457	0.073781	0.081603	0.50231	0.13201	0.061241	0.058477	0.10952	0.034288	0.044269	0.12456	0.044351	0.047378	0.070134
Meth__cg14521746__PAK1	0.099382	0.088479	0.15853	0.14112	0.11165	0.73455	0.19692	0.26231	0.074202	0.085545	0.10893	0.075577	0.22298	0.096247	0.1225	0.098257	0.13365	0.064688	0.12664	0.12104	0.086868	0.19698	0.083449	0.090397	0.38476	0.094374	0.075414	0.057927	0.079138	0.0687	0.14835	0.081608	0.088249	0.24834	0.36644
Meth__cg14108384__TMCO1	0.038956	0.028932	0.050831	0.96583	0.028444	0.027191	0.52264	0.028118	0.48679	0.066882	0.96725	0.08857	0.057181	0.38022	0.05487	0.040351	0.049602	0.040058	0.042771	0.068266	0.050746	0.088314	0.053231	0.069581	0.046249	0.033535	0.032498	0.050115	0.045524	0.030193	0.033434	0.13018	0.068207	0.041214	0.029982
Meth__cg04621255__ENDOG	0.024547	0.015013	0.15592	0.039876	0.020823	0.068315	0.024706	0.048823	0.018036	0.030894	0.040333	0.035875	0.026114	0.018619	0.030178	0.027997	0.07452	0.015843	0.036385	0.022794	0.52953	0.5972	0.039684	0.062585	0.040323	0.040404	0.023459	0.020749	0.020782	0.022783	0.01969	0.04181	0.024582	0.020708	0.020654
Meth__cg04431133__RPL36AL	0.48323	0.11297	0.6613	0.63956	0.37506	0.076972	0.23737	0.046344	0.42133	0.093842	0.091454	0.4661	0.11714	0.5567	0.45396	0.03445	0.14345	0.146	0.1644	0.15069	0.065587	0.36532	0.59288	0.093647	0.089069	0.15133	0.89149	0.49265	0.043416	0.43658	0.056756	0.66959	0.73282	0.37961	0.11711
Meth__cg11903151__LOC388152	0.049133	0.036669	0.48203	0.066246	0.033382	0.14697	0.071252	0.37162	0.054044	0.061102	0.053338	0.15445	0.30268	0.051105	0.045463	0.050499	0.10964	0.050249	0.03707	0.049587	0.083598	0.39301	0.22806	0.058655	0.10948	0.056618	0.042	0.044933	0.046028	0.058279	0.15419	0.05924	0.047941	0.058104	0.07692
Meth__cg26542888__RNF2	0.038471	0.027809	0.25312	0.54791	0.068837	0.57577	0.087043	0.57978	0.52952	0.048253	0.37655	0.38933	0.70364	0.36902	0.35766	0.14895	0.061541	0.13914	0.070692	0.032033	0.37734	0.29053	0.082075	0.037887	0.13045	0.077103	0.037837	0.14969	0.1818	0.050493	0.28699	0.041394	0.032185	0.23069	0.24053
Meth__cg21026663__HIST1H4D	0.056677	0.96241	0.94391	0.06799	0.95621	0.94855	0.49049	0.95737	0.59775	0.95142	0.53035	0.11035	0.88352	0.62503	0.060952	0.034225	0.096872	0.13757	0.58359	0.056834	0.040193	0.93435	0.081537	0.061129	0.11597	0.93705	0.17463	0.068384	0.16652	0.56554	0.67004	0.074971	0.044913	0.95363	0.95358
Meth__cg00890257__DEGS2	0.036081	0.031748	0.8652	0.035831	0.025889	0.95042	0.040683	0.048854	0.025988	0.037979	0.95392	0.085079	0.34779	0.025783	0.047133	0.056367	0.11488	0.81643	0.03047	0.034024	0.040714	0.94248	0.034897	0.047244	0.09694	0.052733	0.039111	0.0368	0.050968	0.02638	0.022949	0.1333	0.038124	0.029955	0.033008
Meth__cg13401681__GRPR	0.066817	0.032792	0.11526	0.041023	0.049679	0.04789	0.090223	0.46783	0.12786	0.04157	0.068	0.11816	0.088365	0.099099	0.050355	0.14185	0.11722	0.055779	0.068079	0.10462	0.043534	0.14761	0.038709	0.05512	0.084449	0.062358	0.060781	0.098853	0.0511	0.08801	0.076349	0.13701	0.05014	0.058035	0.068632
Meth__cg15948326__C11orf45	0.034961	0.015478	0.4701	0.016524	0.019576	0.64771	0.019323	0.013055	0.023218	0.01767	0.017257	0.035165	0.034362	0.013316	0.015058	0.023631	0.023281	0.062886	0.019133	0.021716	0.022917	0.50529	0.018879	0.024894	0.059541	0.026897	0.039816	0.014006	0.017688	0.018538	0.8196	0.061411	0.020673	0.02459	0.10596
Meth__cg02066887__POLD4	0.015942	0.027871	0.049748	0.089537	0.056585	0.1149	0.061878	0.038676	0.52654	0.22842	0.022084	0.27355	0.094462	0.40823	0.044932	0.026377	0.072875	0.018878	0.053747	0.026057	0.060367	0.084379	0.047296	0.027347	0.046988	0.065064	0.031829	0.031828	0.029937	0.019914	0.032542	0.088327	0.14894	0.016306	0.018923
Meth__cg15156078__RASGRF1	0.5267	0.035045	0.059693	0.12062	0.031701	0.46022	0.19568	0.55807	0.039026	0.044123	0.42277	0.022518	0.076737	0.049025	0.053085	0.076754	0.10225	0.08566	0.42784	0.48116	0.047024	0.66994	0.039479	0.065677	0.91688	0.069801	0.042698	0.071433	0.14355	0.030877	0.075516	0.1174	0.064703	0.44524	0.33317
Meth__cg13636404__ZNF655	0.046827	0.20849	0.86439	0.83204	0.40883	0.036454	0.43078	0.069488	0.045536	0.23324	0.85229	0.88971	0.82904	0.21055	0.82788	0.043373	0.54346	0.032315	0.76007	0.5986	0.054668	0.07979	0.4322	0.076137	0.082989	0.35615	0.036387	0.032228	0.03538	0.43586	0.84047	0.15449	0.8414	0.038817	0.038734
Meth__cg17028039__FGFR2	0.050646	0.048923	0.13568	0.052679	0.022386	0.053655	0.069251	0.098945	0.024904	0.029627	0.058372	0.081978	0.44574	0.032882	0.026051	0.062633	0.10308	0.084958	0.83562	0.63652	0.08665	0.79827	0.12265	0.027594	0.094379	0.066874	0.043496	0.038375	0.05635	0.043655	0.089948	0.083218	0.026224	0.035392	0.062106
Meth__cg12320306__ADM	0.020265	0.023163	0.05399	0.034331	0.025123	0.026769	0.031921	0.020584	0.029767	0.033761	0.047638	0.029344	0.082315	0.099637	0.47816	0.028713	0.046734	0.033961	0.041025	0.46534	0.027103	0.044588	0.027962	0.039033	0.12177	0.045362	0.030182	0.022018	0.023219	0.026458	0.028089	0.045691	0.034638	0.046596	0.03597
Meth__cg17274064__ERG	0.56482	0.22398	0.65635	0.52368	0.8089	0.57103	0.68241	0.092712	0.05631	0.092781	0.097777	0.10206	0.52895	0.14377	0.54582	0.055983	0.10688	0.054	0.28692	0.72993	0.10943	0.22768	0.31796	0.32259	0.39023	0.3847	0.041497	0.044772	0.13844	0.055114	0.6423	0.11588	0.058197	0.74596	0.66832
Meth__cg01594262__YIF1B	0.050624	0.058007	0.060898	0.33314	0.1265	0.10272	0.24252	0.054383	0.53537	0.078997	0.062032	0.83942	0.32396	0.46615	0.062824	0.080199	0.13174	0.038371	0.20308	0.35212	0.078538	0.12768	0.68042	0.10235	0.13648	0.1046	0.04189	0.10145	0.045053	0.080137	0.040301	0.24304	0.064151	0.048188	0.052749
Meth__cg02537838__C20orf151	0.054806	0.058138	0.07519	0.053443	0.051723	0.84168	0.063223	0.043171	0.046606	0.071374	0.05415	0.058861	0.079328	0.060522	0.074077	0.87468	0.088135	0.3752	0.0485	0.058087	0.85475	0.74088	0.065833	0.090438	0.11716	0.067954	0.84203	0.067186	0.48956	0.056453	0.071691	0.044814	0.068524	0.053769	0.055417
Meth__cg22983885__C1orf128	0.087026	0.039283	0.066618	0.060226	0.082	0.058688	0.069631	0.067299	0.064651	0.077422	0.063789	0.089542	0.1268	0.057261	0.092919	0.062265	0.064553	0.033479	0.077664	0.095979	0.074524	0.46268	0.082031	0.045868	0.075944	0.040459	0.029753	0.039428	0.089403	0.026591	0.061559	0.084746	0.09359	0.074178	0.08307
Meth__cg09413557__S100A6	0.030585	0.53436	0.03113	0.033124	0.14395	0.59541	0.039195	0.034683	0.96267	0.57648	0.16096	0.017639	0.63744	0.68515	0.10997	0.026498	0.058238	0.034959	0.66241	0.52445	0.038679	0.053248	0.033652	0.042419	0.47544	0.1352	0.029632	0.026279	0.023401	0.02607	0.028008	0.031213	0.1551	0.27423	0.15056
Meth__cg02539714__RHOF	0.033574	0.038694	0.045167	0.10318	0.02663	0.83032	0.046729	0.06388	0.031309	0.046225	0.062536	0.16067	0.26686	0.043011	0.044148	0.044608	0.14741	0.08556	0.021948	0.057145	0.098538	0.048289	0.051538	0.064918	0.21437	0.062076	0.051358	0.092478	0.053001	0.035925	0.082353	0.042546	0.033219	0.04342	0.034904
Meth__cg05507459__C9orf121	0.063515	0.16106	0.060909	0.53806	0.27329	0.059661	0.21843	0.18581	0.076847	0.095596	0.26747	0.5929	0.54753	0.091734	0.49079	0.044746	0.1086	0.057786	0.26904	0.078774	0.113	0.31406	0.23993	0.13385	0.45689	0.30351	0.059426	0.34423	0.68375	0.25773	0.43923	0.15782	0.084813	0.12205	0.1622
Meth__cg20935106__TAPBPL	0.077072	0.20905	0.13101	0.079943	0.077808	0.8081	0.20802	0.12218	0.062808	0.1115	0.083575	0.077529	0.33653	0.070702	0.50585	0.066217	0.12103	0.067009	0.47766	0.097426	0.088486	0.13294	0.13163	0.10087	0.11558	0.31193	0.096406	0.40479	0.070946	0.064817	0.38464	0.14483	0.084577	0.34523	0.7481
Meth__cg07059875__TACSTD1	0.13204	0.091491	0.091173	0.13351	0.092857	0.64855	0.18688	0.069936	0.17099	0.15262	0.099898	0.11085	0.12433	0.13007	0.10521	0.14055	0.15622	0.4566	0.065335	0.11767	0.15933	0.53084	0.10998	0.13534	0.16799	0.12142	0.38393	0.059336	0.31076	0.081832	0.071983	0.15711	0.10564	0.11072	0.10299
Meth__cg26235710__FLJ38984	0.054406	0.60571	0.066996	0.071858	0.058976	0.053608	0.059163	0.052217	0.045642	0.087592	0.048193	0.1651	0.17502	0.052933	0.091902	0.064878	0.10544	0.039015	0.084287	0.068945	0.051232	0.49721	0.057208	0.11963	0.12635	0.13583	0.041019	0.046944	0.072458	0.035961	0.048344	0.18459	0.066004	0.065385	0.09995
Meth__cg01140782__FAM58A	0.56571	0.046902	0.05575	0.052751	0.50715	0.029134	0.052994	0.3846	0.030086	0.035902	0.043196	0.073083	0.054692	0.037222	0.46988	0.4624	0.22698	0.03417	0.048657	0.047961	0.48077	0.060303	0.048839	0.35469	0.46682	0.081451	0.56276	0.034994	0.1804	0.047272	0.15209	0.09234	0.62925	0.45224	0.05201
