Cell lines	600MPE	AU565	BT474	BT483	BT549	CAMA1	HBL100	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB436	MDAMB468	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM52PE	T47D	UACC812	ZR751	ZR7530	ZR75B
Meth__cg25823578__PTGER2	0.089762	0.05354	0.85727	0.11311	0.61724	0.33956	0.049773	0.8466	0.0483	0.4929	0.84458	0.81435	0.79349	0.40286	0.11844	0.94228	0.045986	0.056402	0.52365	0.72142	0.31794	0.18399	0.46828	0.81805	0.84305	0.06477	0.054178	0.72461	0.08196	0.050728	0.037615	0.91751	0.58146	0.51197	0.068906	0.050568	0.14639	0.61021	0.28882
Meth__cg02499249__RARB	0.44949	0.31166	0.63782	0.30957	0.37309	0.6148	0.15589	0.87737	0.14165	0.1405	0.14232	0.18995	0.78952	0.57797	0.19383	0.10578	0.08896	0.30745	0.12075	0.45757	0.80696	0.11548	0.0892	0.68223	0.67388	0.25972	0.080212	0.23367	0.18117	0.086096	0.12413	0.14357	0.9197	0.24018	0.08915	0.12514	0.33367	0.14303	0.81379
Meth__cg15797414__HIST1H3B	0.08879	0.063951	0.078113	0.31001	0.053723	0.065925	0.18466	0.63526	0.072948	0.10241	0.29391	0.10353	0.15897	0.042565	0.083108	0.060487	0.067544	0.22839	0.068203	0.096506	0.089334	0.076019	0.094661	0.12293	0.1501	0.12086	0.082297	0.056582	0.096586	0.048227	0.083655	0.088069	0.082951	0.40109	0.10106	0.076912	0.084791	0.099883	0.10459
Meth__cg15543551__FGF12	0.042556	0.032827	0.03568	0.024211	0.80817	0.047353	0.81799	0.59041	0.84859	0.039156	0.23597	0.12136	0.47012	0.44134	0.65286	0.056471	0.84445	0.14796	0.10961	0.037556	0.032461	0.53503	0.034926	0.88503	0.042761	0.09441	0.23851	0.057076	0.044367	0.053389	0.051071	0.309	0.048827	0.20572	0.038284	0.75434	0.036846	0.095447	0.047725
Meth__cg01517728__SOCS6	0.063165	0.064927	0.63591	0.45489	0.14418	0.11055	0.29114	0.04923	0.13603	0.36531	0.16055	0.21572	0.19788	0.8395	0.15042	0.088529	0.032442	0.10467	0.040738	0.35403	0.64385	0.16703	0.1981	0.21252	0.26505	0.18712	0.067199	0.28391	0.18107	0.069643	0.037995	0.37814	0.68449	0.067374	0.18931	0.115	0.09775	0.16932	0.43147
Meth__cg24625128__JAM3	0.8354	0.028649	0.85155	0.03143	0.84042	0.85774	0.068145	0.87179	0.44317	0.87112	0.86533	0.78858	0.55181	0.48464	0.44638	0.082508	0.04239	0.23052	0.030831	0.86793	0.87348	0.043217	0.051828	0.7901	0.84168	0.069298	0.034314	0.86425	0.074876	0.046191	0.40546	0.037224	0.042003	0.84962	0.81745	0.81743	0.26688	0.78778	0.041667
Meth__cg17918501__FNDC4	0.20485	0.48636	0.7004	0.16031	0.59416	0.90883	0.093258	0.9358	0.05024	0.1247	0.51125	0.42867	0.9116	0.68214	0.15804	0.17028	0.16457	0.3895	0.062357	0.9036	0.56253	0.090819	0.53737	0.89193	0.31158	0.11203	0.063262	0.34143	0.6146	0.037162	0.050596	0.059615	0.92137	0.96682	0.18852	0.092152	0.57964	0.73496	0.54032
U133A__ANK3	6.4478	7.308	7.5215	7.0276	2.7342	6.8733	4.2279	7.1104	5.6934	7.8747	7.0227	6.4182	4.6788	5.0538	7.3358	6.7191	6.6335	6.6594	2.6483	6.8444	5.6613	3.2294	6.2805	3.5943	7.386	7.623	2.9701	7.2424	7.0939	2.7388	3.1715	5.8833	9.1143	5.702	6.1148	6.4416	6.837	5.4545	6.6091
Meth__cg24723331__ST8SIA1	0.75565	0.55296	0.95573	0.94976	0.89576	0.95221	0.12665	0.048658	0.092265	0.94039	0.052505	0.28361	0.11306	0.6338	0.13298	0.061203	0.062461	0.11494	0.31183	0.96503	0.49122	0.22166	0.94694	0.91924	0.82828	0.078529	0.065712	0.033951	0.44525	0.079522	0.036936	0.29661	0.92206	0.90329	0.52341	0.38089	0.94044	0.93341	0.94838
Meth__cg03565081__C14orf93	0.5648	0.25483	0.31894	0.28647	0.16453	0.58903	0.076971	0.58964	0.10881	0.13611	0.074692	0.41248	0.23514	0.206	0.11426	0.42725	0.34852	0.15225	0.062252	0.23644	0.70816	0.13793	0.23651	0.67726	0.23807	0.12477	0.78969	0.22302	0.25265	0.091634	0.055094	0.090355	0.5778	0.31214	0.11782	0.063679	0.23948	0.32664	0.35896
Meth__cg13760546__RNF125	0.036224	0.034586	0.032444	0.025309	0.039918	0.03867	0.036742	0.067634	0.029939	0.040989	0.036677	0.042924	0.053049	0.023659	0.037932	0.038635	0.030294	0.10622	0.42462	0.049453	0.033292	0.042541	0.021022	0.036216	0.06032	0.077937	0.042217	0.038484	0.05745	0.05073	0.032178	0.038171	0.034451	0.048421	0.078335	0.03675	0.036571	0.075143	0.033578
Meth__cg19392138__ZNF449	0.063894	0.033851	0.080823	0.034817	0.020958	0.061154	0.057608	0.36651	0.03904	0.25663	0.03153	0.14364	0.05075	0.05868	0.024966	0.025068	0.1068	0.049653	0.021896	0.099418	0.092455	0.023583	0.34476	0.049599	0.11467	0.031583	0.053	0.029931	0.067553	0.31931	0.028155	0.067455	0.27029	0.039598	0.081348	0.38213	0.077383	0.068839	0.034402
U133A__GADD45A	5.3909	6.2445	7.5063	5.2446	7.3392	5.1443	8.6309	7.1551	6.8213	5.8339	6.7283	8.4893	7.405	6.8995	5.0377	8.008	6.8747	8.2273	9.7214	5.8846	7.9334	7.5512	5.2269	6.8579	6.8197	6.6866	8.9886	9.8078	5.6789	8.471	7.4893	9.3585	5.2882	7.1867	5.4167	6.9506	6.5311	6.1497	5.8262
Meth__cg19635712__EPB41L4B	0.059356	0.048819	0.06249	0.045337	0.096516	0.068403	0.55204	0.058176	0.053847	0.057818	0.062426	0.16066	0.11746	0.10662	0.054539	0.11627	0.059728	0.068697	0.045083	0.059686	0.05051	0.2002	0.16465	0.075181	0.065545	0.094631	0.1263	0.052938	0.12829	0.36592	0.19952	0.10395	0.065063	0.05972	0.10166	0.063665	0.056796	0.11161	0.066364
Meth__cg15433631__IRX2	0.034033	0.025557	0.035025	0.028499	0.97668	0.038359	0.40179	0.018028	0.71319	0.026204	0.66898	0.048243	0.04517	0.024773	0.68396	0.032383	0.54717	0.083174	0.52734	0.028332	0.028764	0.029109	0.028136	0.91296	0.035833	0.088623	0.073424	0.033956	0.067641	0.97356	0.034785	0.024954	0.027354	0.029128	0.121	0.03921	0.03867	0.035768	0.031757
Meth__cg22083798__IGFBP3	0.17744	0.061528	0.49922	0.33957	0.31333	0.4095	0.54278	0.076128	0.067596	0.46264	0.55757	0.16146	0.87929	0.24373	0.056872	0.20511	0.073478	0.092606	0.085142	0.88032	0.90593	0.56316	0.57214	0.20662	0.14335	0.14802	0.80389	0.095423	0.27192	0.075141	0.093017	0.89944	0.64414	0.80673	0.24427	0.24319	0.13007	0.53142	0.10568
Meth__cg22983529__GNG11	0.60244	0.48225	0.80903	0.6245	0.038265	0.7609	0.031384	0.85711	0.22785	0.44553	0.090396	0.1039	0.86749	0.1069	0.23518	0.53008	0.094661	0.13943	0.047273	0.51777	0.61901	0.058954	0.16876	0.075092	0.50017	0.093424	0.045813	0.092901	0.50088	0.051249	0.44782	0.05267	0.81965	0.69163	0.11326	0.62348	0.36757	0.10052	0.75088
Meth__cg24860534__CDC42BPA	0.036584	0.7935	0.071098	0.32725	0.69761	0.12615	0.35032	0.041338	0.83156	0.11408	0.045362	0.92186	0.87019	0.63217	0.61512	0.25688	0.11513	0.5219	0.61094	0.20928	0.36732	0.50515	0.16675	0.4744	0.043262	0.74014	0.87768	0.25762	0.65177	0.22328	0.040346	0.86937	0.89038	0.1921	0.081852	0.050686	0.37994	0.38206	0.61239
Meth__cg03455458__FLJ12505	0.4147	0.022171	0.19567	0.060059	0.03182	0.53097	0.10711	0.68737	0.0352	0.67364	0.037656	0.08867	0.3301	0.42683	0.031937	0.029256	0.023539	0.049138	0.022559	0.93383	0.058958	0.075717	0.1363	0.72041	0.39245	0.030438	0.034536	0.58103	0.045699	0.027309	0.028964	0.023832	0.029822	0.33802	0.3818	0.026703	0.48024	0.69214	0.49583
Meth__cg26240939__LOC57149	0.092752	0.11019	0.18301	0.11714	0.78985	0.1298	0.61767	0.45372	0.38478	0.10776	0.1484	0.53717	0.30401	0.10705	0.28685	0.7491	0.61561	0.41639	0.70733	0.08609	0.11299	0.694	0.30139	0.65211	0.13825	0.29624	0.74637	0.40426	0.1511	0.69693	0.27541	0.64885	0.17173	0.10719	0.18919	0.12514	0.17127	0.27367	0.17521
Meth__cg09584711__HPR	0.77051	0.089388	0.71797	0.63843	0.52147	0.55725	0.12859	0.91493	0.65498	0.07858	0.15506	0.47676	0.62168	0.0414	0.41822	0.27278	0.66265	0.10483	0.093784	0.12054	0.46771	0.044419	0.87491	0.14775	0.070423	0.095369	0.16582	0.26898	0.11937	0.063431	0.18472	0.15061	0.7899	0.36089	0.08937	0.75208	0.35101	0.3501	0.28362
Meth__cg20263942__GOLPH2	0.17298	0.82379	0.91158	0.96369	0.05548	0.91388	0.2109	0.92801	0.098964	0.94152	0.093004	0.24312	0.57451	0.48656	0.14754	0.49864	0.053325	0.13725	0.14807	0.82786	0.96151	0.24898	0.63618	0.11799	0.52055	0.19375	0.36134	0.70248	0.85451	0.07463	0.055348	0.19986	0.62526	0.63096	0.2149	0.12709	0.67723	0.20319	0.91808
Meth__cg22166290__BCL11A	0.050306	0.052913	0.35795	0.20455	0.27685	0.47634	0.2663	0.66049	0.074392	0.91363	0.070505	0.33878	0.081503	0.5597	0.067263	0.059785	0.070264	0.092635	0.57183	0.85975	0.5523	0.055664	0.56656	0.33118	0.064659	0.53649	0.060342	0.066043	0.074774	0.061158	0.054308	0.077817	0.37389	0.068663	0.22994	0.67374	0.80519	0.42174	0.066198
Meth__cg05927017__BCL2	0.038913	0.14424	0.038001	0.027964	0.70592	0.035381	0.81453	0.2235	0.052501	0.029322	0.058171	0.16514	0.17608	0.038999	0.060481	0.49038	0.35395	0.14828	0.19028	0.032799	0.035414	0.89464	0.032288	0.48174	0.037637	0.056026	0.80194	0.16168	0.13467	0.039283	0.032025	0.14138	0.068674	0.039959	0.086834	0.045231	0.034933	0.061623	0.028387
Meth__cg16290737__CHGA	0.36212	0.026019	0.04501	0.095238	0.13197	0.41355	0.1678	0.33939	0.033832	0.052949	0.31213	0.11627	0.61516	0.028191	0.029742	0.051215	0.036751	0.053809	0.042904	0.43144	0.94759	0.03965	0.21846	0.15884	0.34455	0.070236	0.052338	0.038545	0.098678	0.034696	0.045832	0.031957	0.031777	0.16596	0.082267	0.046832	0.067962	0.60221	0.032287
U133A__CRISPLD2	5.923	7.4687	7.2715	6.6231	8.8524	5.9012	6.3128	6.0864	9.8636	6.5173	6.1973	8.7598	6.864	7.2833	7.1847	6.9195	8.9948	7.1804	7.4314	6.5184	5.8596	7.0327	6.0859	6.0414	7.68	6.3421	6.0298	7.8965	6.2556	5.9922	6.2245	6.4427	7.297	6.1095	6.9753	6.1861	6.4316	6.1384	6.7485
Meth__cg27018070__FHL3	0.076896	0.07891	0.75598	0.089191	0.043947	0.074567	0.063622	0.062842	0.036036	0.56439	0.052391	0.10116	0.15279	0.099852	0.043747	0.05904	0.047137	0.067908	0.040745	0.29918	0.064762	0.071354	0.45795	0.16832	0.14354	0.10986	0.070126	0.059894	0.21233	0.047033	0.042933	0.040809	0.14712	0.39909	0.13427	0.28799	0.078098	0.11239	0.09284
Meth__cg17687962__KLK3	0.65265	0.016568	0.96948	0.47005	0.22405	0.30346	0.23324	0.95678	0.031575	0.59288	0.15276	0.92153	0.90168	0.028102	0.36043	0.82022	0.94326	0.021891	0.012768	0.75123	0.174	0.26362	0.78794	0.11229	0.70605	0.050115	0.53345	0.15573	0.028889	0.033748	0.020734	0.025381	0.92614	0.95762	0.086372	0.93971	0.27615	0.6535	0.26295
Meth__cg11033833__GPR101	0.37128	0.052913	0.14978	0.071769	0.90417	0.85092	0.23394	0.45628	0.06601	0.26855	0.86445	0.77907	0.12209	0.045117	0.060684	0.13927	0.46991	0.087463	0.075284	0.91194	0.84043	0.07378	0.51311	0.68765	0.13719	0.039628	0.10531	0.087928	0.12127	0.16117	0.043154	0.17087	0.11079	0.75655	0.14786	0.71612	0.3569	0.30424	0.79992
Meth__cg27321931__DSP	0.051941	0.030712	0.039908	0.027757	0.85866	0.040997	0.12887	0.2646	0.81179	0.097319	0.049137	0.16692	0.10754	0.023388	0.65041	0.12339	0.028611	0.11676	0.28848	0.037565	0.061336	0.036835	0.037093	0.061354	0.066207	0.06847	0.1378	0.054048	0.055831	0.3222	0.039182	0.084459	0.035429	0.1123	0.17343	0.037554	0.062755	0.15159	0.068847
Meth__cg20839149__SH2D2A	0.096749	0.056931	0.30143	0.51643	0.70924	0.29303	0.14687	0.13897	0.076653	0.10487	0.49311	0.42082	0.33941	0.060066	0.088864	0.33205	0.73804	0.093495	0.094381	0.63744	0.85401	0.15071	0.44692	0.42154	0.62426	0.04162	0.35406	0.084023	0.17495	0.12274	0.052655	0.12959	0.43072	0.43073	0.31379	0.4742	0.36011	0.084165	0.4825
Meth__cg05517572__STAP2	0.037106	0.21609	0.23659	0.062864	0.88145	0.045091	0.32435	0.050337	0.037116	0.0451	0.039267	0.044017	0.092658	0.026763	0.041542	0.061729	0.057665	0.07046	0.81273	0.034036	0.045098	0.4911	0.039995	0.19499	0.058911	0.085103	0.89628	0.037296	0.27698	0.69803	0.043001	0.27408	0.034536	0.033812	0.095722	0.068624	0.058536	0.090396	0.054521
Meth__cg20485165__WFDC12	0.60352	0.02287	0.6111	0.44386	0.37527	0.105	0.23985	0.94379	0.81417	0.26209	0.30425	0.96059	0.79015	0.045389	0.66756	0.48654	0.69452	0.74849	0.02838	0.40149	0.90316	0.38833	0.87012	0.13672	0.14014	0.045263	0.30455	0.52862	0.040174	0.89291	0.44841	0.02996	0.70145	0.10655	0.045424	0.3905	0.22681	0.08654	0.22674
Meth__cg19108718__LOC317671	0.074302	0.064986	0.078852	0.043462	0.46046	0.072306	0.11905	0.48722	0.54821	0.065764	0.10197	0.10452	0.17647	0.060812	0.46408	0.092613	0.21625	0.261	0.12019	0.060056	0.052087	0.11228	0.045571	0.17848	0.073747	0.14982	0.21258	0.10431	0.069431	0.62161	0.47122	0.21876	0.067998	0.064785	0.093573	0.060661	0.05744	0.1177	0.057376
Meth__cg02071305__VPS18	0.084486	0.065683	0.32971	0.18407	0.68737	0.080694	0.37016	0.23347	0.26751	0.15766	0.35339	0.74601	0.36763	0.063488	0.21324	0.16549	0.093996	0.19113	0.10364	0.19554	0.38589	0.5693	0.42278	0.27112	0.083451	0.088785	0.25302	0.35223	0.14799	0.056451	0.12891	0.14015	0.29321	0.069015	0.085536	0.22074	0.057622	0.16958	0.051182
Meth__cg20595215__LMCD1	0.073024	0.075803	0.069549	0.067597	0.62524	0.067081	0.092105	0.062952	0.076769	0.07819	0.063706	0.13546	0.322	0.053162	0.073904	0.80972	0.047838	0.11905	0.11171	0.065876	0.11796	0.26409	0.057125	0.12834	0.085737	0.16958	0.60575	0.13274	0.094455	0.068447	0.088005	0.1438	0.10083	0.070475	0.18543	0.064381	0.063342	0.11044	0.092156
Meth__cg26984624__ANK1	0.72454	0.14228	0.8964	0.59302	0.045531	0.67315	0.6849	0.044042	0.043899	0.27614	0.67073	0.57932	0.6893	0.019401	0.038511	0.56536	0.028233	0.12773	0.016962	0.78704	0.64746	0.032421	0.85492	0.016895	0.66505	0.029362	0.037048	0.16986	0.35599	0.02516	0.17414	0.022058	0.35087	0.60568	0.47102	0.63726	0.63654	0.20806	0.47847
Meth__cg16891895__RGS16	0.027991	0.022697	0.045587	0.023923	0.97307	0.034673	0.42157	0.10274	0.30159	0.032647	0.041321	0.032492	0.17357	0.03035	0.25311	0.46676	0.10285	0.045449	0.20306	0.034584	0.071579	0.80258	0.029634	0.073275	0.086659	0.0545	0.52179	0.035013	0.056297	0.051658	0.027606	0.0404	0.027117	0.69746	0.053813	0.033374	0.0361	0.040811	0.030418
Meth__cg23179168__FAM84B	0.045961	0.04251	0.044558	0.034309	0.3948	0.056449	0.0833	0.044218	0.060173	0.046786	0.041767	0.034587	0.11587	0.040286	0.048688	0.040546	0.086241	0.096045	0.5008	0.045894	0.047791	0.075573	0.036965	0.11135	0.047187	0.070112	0.038942	0.051609	0.093789	0.052871	0.036899	0.04994	0.033787	0.036983	0.074685	0.041521	0.044617	0.076471	0.045206
Meth__cg08001895__EPHA7	0.069193	0.056317	0.057975	0.071805	0.89677	0.15095	0.31861	0.062176	0.11397	0.098687	0.4499	0.21873	0.48956	0.065134	0.084502	0.026536	0.07882	0.1925	0.23621	0.060722	0.06838	0.08593	0.060664	0.42583	0.057606	0.098607	0.077121	0.92889	0.12916	0.057455	0.072368	0.10957	0.066829	0.84715	0.7276	0.89368	0.10933	0.14097	0.10563
Meth__cg02643667__TFF1	0.049689	0.57512	0.052204	0.036582	0.76102	0.042216	0.91022	0.95344	0.93152	0.055862	0.93106	0.88398	0.84968	0.060999	0.76543	0.93325	0.94093	0.82079	0.061044	0.048112	0.3084	0.88231	0.13065	0.24647	0.06176	0.16652	0.91611	0.90776	0.52603	0.91637	0.93211	0.42609	0.04603	0.3582	0.50609	0.046928	0.1667	0.15998	0.071197
Meth__cg14045283__MADCAM1	0.31483	0.027421	0.10279	0.034936	0.075499	0.067055	0.079529	0.41334	0.027815	0.038165	0.12446	0.034935	0.18278	0.031278	0.035842	0.12111	0.057812	0.071257	0.030371	0.12396	0.08124	0.4019	0.21683	0.047081	0.05592	0.061377	0.07366	0.082347	0.075852	0.026379	0.03569	0.024165	0.048311	0.070153	0.052009	0.03413	0.039495	0.088748	0.052927
Meth__cg01043330__RIC3	0.78485	0.062451	0.49168	0.30708	0.2426	0.27622	0.12728	0.18499	0.53046	0.51471	0.057691	0.53948	0.44023	0.065838	0.50362	0.53838	0.077662	0.13031	0.055902	0.14578	0.44124	0.11986	0.5172	0.20925	0.13538	0.067607	0.13463	0.60866	0.12409	0.13134	0.12184	0.11102	0.44008	0.16111	0.11975	0.087327	0.30688	0.15096	0.32526
Meth__cg24777065__FBLN5	0.069915	0.054149	0.67453	0.30751	0.15022	0.41309	0.056044	0.924	0.033558	0.18534	0.055425	0.085308	0.9118	0.055414	0.050729	0.87498	0.045736	0.058742	0.046627	0.74441	0.31879	0.050261	0.16815	0.48238	0.86037	0.19025	0.042224	0.049217	0.089105	0.070209	0.043752	0.077885	0.71793	0.75982	0.15937	0.072264	0.74015	0.44961	0.85963
Meth__cg02807948__IGF2	0.36301	0.034451	0.098033	0.19522	0.32508	0.20607	0.3289	0.46533	0.40249	0.061908	0.35923	0.1203	0.42763	0.080078	0.30939	0.27795	0.13481	0.054777	0.026613	0.23772	0.50646	0.42049	0.27972	0.2946	0.15545	0.0443	0.047022	0.32182	0.06841	0.048443	0.39125	0.04243	0.26708	0.36556	0.064686	0.061072	0.038372	0.074966	0.042192
Meth__cg13997435__S100A2	0.051686	0.15071	0.38887	0.55394	0.040764	0.6049	0.05134	0.020118	0.35763	0.63282	0.65598	0.024283	0.053787	0.61173	0.34525	0.03444	0.040098	0.08549	0.0314	0.77358	0.85043	0.049118	0.26298	0.094232	0.51519	0.15065	0.036273	0.093033	0.27491	0.036023	0.033339	0.049017	0.27137	0.047993	0.34487	0.67144	0.55196	0.159	0.43255
Meth__cg17454897__ADAMTS10	0.029887	0.45737	0.11828	0.040538	0.02667	0.49444	0.2981	0.020703	0.19671	0.037208	0.029329	0.032059	0.32859	0.91455	0.17745	0.031558	0.019796	0.072041	0.057575	0.050125	0.024989	0.042748	0.025906	0.87464	0.43385	0.075849	0.02654	0.95468	0.12182	0.036425	0.053644	0.038798	0.050143	0.89445	0.055115	0.040541	0.031016	0.15464	0.037564
Meth__cg10226546__NFATC2	0.13682	0.074806	0.39783	0.08771	0.88973	0.15567	0.82022	0.10393	0.25237	0.16795	0.82509	0.19669	0.61321	0.096805	0.18656	0.27873	0.7492	0.2771	0.8454	0.051511	0.16086	0.89691	0.066815	0.38647	0.11003	0.26394	0.89155	0.16763	0.087212	0.50658	0.16447	0.88409	0.086852	0.78513	0.15241	0.17553	0.14022	0.25271	0.12496
U133A__STEAP3	8.0543	8.4341	6.9625	7.0864	7.3676	6.5586	6.7562	6.8849	7.5276	7.445	7.753	7.1557	7.53	6.9089	7.9038	8.1799	7.1387	8.774	8.4079	7.1979	6.45	7.9782	6.7535	7.7131	7.0101	7.31	8.7098	7.9319	7.9369	8.3281	8.0487	8.8255	6.5464	7.0222	6.8751	7.3441	7.2453	6.3288	7.7787
Meth__cg23732182__C21orf84	0.034906	0.033932	0.55561	0.42222	0.92433	0.063615	0.12694	0.16432	0.034665	0.67253	0.064312	0.041059	0.073598	0.1019	0.043517	0.04065	0.049406	0.10493	0.040187	0.63786	0.36058	0.29043	0.51251	0.076829	0.42861	0.1954	0.10673	0.03775	0.088186	0.63437	0.027692	0.030445	0.11318	0.10863	0.67037	0.05676	0.1053	0.16223	0.11558
Meth__cg18114671__NOL4	0.48012	0.091236	0.10399	0.22576	0.17096	0.47258	0.24444	0.069506	0.055037	0.33153	0.79174	0.26515	0.5096	0.78221	0.072025	0.72623	0.065552	0.20225	0.10629	0.64663	0.7026	0.2025	0.34354	0.79103	0.11097	0.21414	0.16583	0.19355	0.17867	0.13674	0.070671	0.13619	0.21493	0.65179	0.2466	0.31955	0.22128	0.2404	0.13103
Meth__cg03942436__ZNF688	0.02953	0.023844	0.03394	0.025114	0.029546	0.039971	0.09818	0.026018	0.034019	0.036925	0.024666	0.035872	0.07485	0.012068	0.044099	0.026731	0.041655	0.036301	0.025555	0.027739	0.025617	0.042903	0.02675	0.044155	0.029837	0.049131	0.027833	0.041105	0.04749	0.030121	0.042781	0.014891	0.028306	0.03582	0.026418	0.040632	0.031821	0.043196	0.037807
Meth__cg23696886__PDLIM2	0.051966	0.039249	0.26107	0.13832	0.9735	0.5155	0.91976	0.032557	0.034522	0.055546	0.095347	0.097972	0.051388	0.6537	0.040503	0.91312	0.6115	0.17653	0.87224	0.10372	0.1191	0.93888	0.31686	0.051358	0.099373	0.12903	0.96929	0.066125	0.094395	0.97512	0.025989	0.90989	0.093341	0.6598	0.068155	0.21469	0.2086	0.85943	0.32796
Meth__cg24304714__LCE1C	0.30349	0.070051	0.66995	0.69032	0.064941	0.16955	0.1541	0.15861	0.14576	0.089894	0.074781	0.23022	0.11286	0.077842	0.11929	0.10291	0.087989	0.092884	0.074652	0.14276	0.083822	0.077387	0.54417	0.12353	0.23012	0.12288	0.061734	0.070371	0.071967	0.074365	0.077664	0.07915	0.61912	0.42484	0.24026	0.37316	0.25486	0.22088	0.34519
Meth__cg24877842__TRAK1	0.037565	0.11983	0.12011	0.37759	0.93465	0.4348	0.88945	0.055518	0.92012	0.19917	0.91072	0.20744	0.91649	0.052498	0.66271	0.45395	0.9406	0.066457	0.34872	0.096173	0.05563	0.91469	0.049925	0.038547	0.063018	0.07409	0.92809	0.049525	0.25198	0.89007	0.061286	0.60397	0.077674	0.035884	0.11558	0.09839	0.40417	0.050487	0.86247
Meth__cg12382902__CCND2	0.97477	0.014984	0.07162	0.087623	0.97217	0.96391	0.23197	0.97836	0.052404	0.9516	0.97085	0.97303	0.75998	0.82134	0.075622	0.015948	0.023693	0.043749	0.42182	0.96767	0.95917	0.035189	0.96857	0.93317	0.59793	0.032203	0.042495	0.94612	0.43183	0.01428	0.055846	0.015849	0.015828	0.98444	0.069026	0.51028	0.83481	0.97071	0.62122
Meth__cg19114595__DIRAS3	0.58928	0.060057	0.068146	0.91111	0.93621	0.070059	0.95178	0.95009	0.041533	0.056083	0.44344	0.079903	0.091007	0.052196	0.32712	0.91493	0.055709	0.12767	0.20243	0.67686	0.56217	0.59852	0.93308	0.91383	0.19599	0.092222	0.49959	0.055924	0.062125	0.55412	0.57431	0.62636	0.64763	0.2858	0.090771	0.061554	0.59707	0.58022	0.52553
Meth__cg21163415__EDN3	0.51161	0.045804	0.88676	0.055788	0.67256	0.6424	0.090052	0.94707	0.065675	0.49998	0.84928	0.50966	0.51819	0.055833	0.15959	0.07528	0.14642	0.13767	0.037343	0.90473	0.21444	0.33803	0.7904	0.57342	0.26131	0.075596	0.37391	0.2177	0.077409	0.040342	0.061065	0.12322	0.045767	0.75402	0.07302	0.88706	0.42842	0.61439	0.18792
U133A__MEGF9	6.1887	5.2454	7.1921	7.8359	5.352	6.5592	4.9552	5.4416	7.4246	8.1128	5.4149	5.8965	5.6407	5.6619	5.7681	5.6285	6.0475	6.4887	5.5942	6.5321	7.1962	5.0869	7.0854	5.5495	9.258	7.1866	5.7579	5.1058	5.7238	5.1876	5.0277	5.331	6.8868	6.8659	6.6887	6.5666	6.1345	6.8859	6.9286
Meth__cg17769238__H19	0.5687	0.056374	0.058196	0.56026	0.68583	0.058641	0.49863	0.0857	0.044526	0.056429	0.2829	0.91749	0.08813	0.042394	0.05686	0.048337	0.062036	0.080226	0.061436	0.65488	0.2905	0.056617	0.3676	0.65721	0.064009	0.10131	0.052291	0.060003	0.083783	0.04748	0.12101	0.068767	0.10757	0.52315	0.10133	0.89238	0.077552	0.076509	0.092923
Meth__cg18680834__ZNF536	0.10782	0.10304	0.7974	0.56837	0.067696	0.25166	0.21792	0.42894	0.042033	0.063217	0.12259	0.32469	0.092779	0.092196	0.048415	0.085848	0.16835	0.065373	0.052953	0.32644	0.1383	0.16823	0.25713	0.18838	0.10484	0.10896	0.22898	0.041786	0.082445	0.050429	0.052874	0.087908	0.060699	0.1595	0.24203	0.83542	0.096552	0.13613	0.086406
Meth__cg20324165__KRT8	0.052009	0.078052	0.064954	0.058629	0.72407	0.060394	0.27477	0.045852	0.049719	0.069492	0.05195	0.09432	0.095683	0.035896	0.050286	0.075521	0.52148	0.11467	0.70307	0.06201	0.27729	0.55997	0.042997	0.33612	0.049232	0.12191	0.66953	0.066872	0.12173	0.80571	0.066133	0.27242	0.049129	0.14932	0.051965	0.066881	0.061191	0.15691	0.063274
Meth__cg13553204__CNKSR1	0.041228	0.045273	0.073766	0.063382	0.86385	0.057016	0.60734	0.24909	0.78677	0.045206	0.089074	0.3069	0.1417	0.093023	0.57068	0.13901	0.84734	0.10381	0.60519	0.069682	0.054692	0.87802	0.066912	0.54061	0.068242	0.068323	0.81208	0.13878	0.064973	0.89909	0.059324	0.50846	0.053721	0.038417	0.24013	0.060363	0.048049	0.17324	0.040235
Meth__cg01806808__PTK2	0.025869	0.027772	0.024423	0.022732	0.025009	0.027848	0.038139	0.01834	0.024869	0.027575	0.024411	0.010935	0.088707	0.020698	0.024803	0.027586	0.03321	0.18296	0.019497	0.028069	0.027686	0.027782	0.021828	0.056161	0.024905	0.066771	0.018743	0.026578	0.037626	0.028937	0.031671	0.026601	0.023852	0.026929	0.069284	0.029535	0.028943	0.061751	0.033506
Meth__cg24423088__KRTAP8-1	0.91932	0.035409	0.87774	0.47099	0.73051	0.91413	0.11511	0.96024	0.95469	0.055007	0.87092	0.74529	0.11024	0.49776	0.79797	0.75947	0.18863	0.053517	0.04127	0.040557	0.82177	0.13374	0.86726	0.13477	0.060967	0.13873	0.24661	0.045584	0.067815	0.042549	0.88467	0.066332	0.92012	0.047809	0.15728	0.051495	0.36579	0.38772	0.83517
