Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM52PE	T47D	UACC812	ZR751	ZR7530	ZR75B
Meth__cg17347389__TRIM9	0.83369	0.73551	0.9246	0.92404	0.155	0.046816	0.88131	0.05453	0.082559	0.23349	0.12795	0.5986	0.88072	0.14818	0.14051	0.073327	0.098344	0.095594	0.052662	0.82109	0.92548	0.52668	0.083703	0.89319	0.42154	0.47653	0.15796	0.79553	0.58316	0.052246	0.34666	0.12754	0.20498	0.073657	0.06517	0.43143	0.76646	0.69244	0.80781
Meth__cg20509080__ARHGEF3	0.036028	0.03429	0.061163	0.03638	0.035775	0.040703	0.047674	0.94139	0.030267	0.032663	0.04218	0.03574	0.067043	0.024337	0.038226	0.040983	0.035712	0.051025	0.028221	0.047026	0.044025	0.035744	0.048255	0.036428	0.049657	0.030183	0.046318	0.10378	0.082521	0.029926	0.029197	0.029937	0.029108	0.021931	0.15174	0.04053	0.028535	0.058259	0.051533
Meth__cg04431054__LOC133619	0.13014	0.42601	0.3947	0.32714	0.094925	0.71329	0.064116	0.37348	0.34151	0.077172	0.76823	0.63801	0.69016	0.07347	0.24335	0.23004	0.33535	0.3555	0.076923	0.14598	0.075239	0.10104	0.27064	0.14602	0.2078	0.095205	0.13518	0.17908	0.33367	0.44825	0.76506	0.31688	0.23394	0.28256	0.089081	0.068115	0.32013	0.32394	0.17125
Meth__cg00728602__C6orf27	0.041176	0.021055	0.044038	0.50642	0.042292	0.46772	0.052567	0.032551	0.017423	0.31027	0.28674	0.028969	0.057646	0.12431	0.027004	0.044103	0.019905	0.03172	0.020783	0.10466	0.064861	0.10222	0.090871	0.071379	0.067717	0.63547	0.097423	0.74781	0.077064	0.016863	0.02022	0.029141	0.25084	0.01598	0.061995	0.028333	0.56321	0.11353	0.044319
Meth__cg20867633__GOLT1A	0.023741	0.020883	0.51563	0.49381	0.026591	0.90501	0.023763	0.031325	0.1937	0.02562	0.87031	0.44056	0.065728	0.02116	0.21964	0.18816	0.81849	0.8748	0.5686	0.025314	0.036873	0.031141	0.91243	0.022669	0.96318	0.26601	0.046501	0.042374	0.027679	0.057544	0.93032	0.09821	0.62647	0.011707	0.073128	0.024699	0.027422	0.028107	0.031829
Meth__cg27331144__RING1	0.020077	0.013038	0.021416	0.022366	0.01813	0.018709	0.096151	0.01363	0.014127	0.32624	0.022426	0.018486	0.04122	0.024511	0.01618	0.014461	0.015781	0.022987	0.013586	0.02147	0.018365	0.022018	0.041468	0.012034	0.03786	0.02915	0.032331	0.043931	0.032074	0.019254	0.014165	0.018394	0.018947	0.010561	0.021653	0.018375	0.019262	0.027801	0.018482
Meth__cg16812893__KRTAP15-1	0.84791	0.045859	0.05314	0.8271	0.50706	0.17016	0.83603	0.9097	0.84351	0.055101	0.67342	0.34156	0.19177	0.49128	0.69386	0.59952	0.094978	0.056857	0.06038	0.082529	0.12679	0.48397	0.17155	0.75945	0.075929	0.20093	0.24091	0.18055	0.098076	0.12588	0.10819	0.09308	0.87451	0.13562	0.095746	0.05561	0.43157	0.68931	0.62722
Meth__cg14460735__C1orf71	0.29198	0.11026	0.8292	0.10752	0.29763	0.176	0.24369	0.12651	0.33591	0.21093	0.10523	0.39223	0.16834	0.092685	0.27987	0.13529	0.089624	0.14416	0.275	0.16635	0.14894	0.13967	0.10697	0.75925	0.55728	0.17783	0.18035	0.20441	0.23688	0.17728	0.15377	0.16407	0.32733	0.085994	0.18129	0.34189	0.13408	0.24437	0.32225
Meth__cg07102705__HTR4	0.43928	0.015076	0.97587	0.69156	0.66315	0.54811	0.71804	0.97699	0.018113	0.76283	0.63935	0.93674	0.53858	0.21897	0.13335	0.039791	0.31391	0.030165	0.024775	0.22476	0.51853	0.3596	0.33336	0.56007	0.77642	0.26399	0.020838	0.76264	0.052542	0.71436	0.037525	0.04354	0.94685	0.68262	0.25524	0.021938	0.52498	0.89257	0.19737
Meth__cg02004156__TFE3	0.44807	0.045757	0.070507	0.067036	0.10163	0.049865	0.08	0.087733	0.10566	0.61284	0.083064	0.37425	0.25849	0.41444	0.060099	0.4191	0.075766	0.19663	0.082493	0.060003	0.075622	0.37177	0.051246	0.34852	0.20106	0.40955	0.2242	0.38606	0.35677	0.1003	0.05843	0.42081	0.083051	0.097004	0.087269	0.39084	0.27977	0.49994	0.075244
Meth__cg11908570__KIAA0040	0.049462	0.024274	0.1061	0.035782	0.044906	0.97303	0.099412	0.13243	0.061847	0.083369	0.084917	0.046342	0.053685	0.075165	0.050801	0.059439	0.11919	0.040421	0.089779	0.038013	0.028133	0.11888	0.056793	0.12616	0.067479	0.051848	0.10286	0.090552	0.040177	0.032508	0.034294	0.040523	0.022389	0.057534	0.042688	0.099738	0.032707	0.08919	0.034706
Meth__cg16959606__ATP1B1	0.048543	0.048479	0.11392	0.058907	0.1002	0.080253	0.058649	0.057007	0.043835	0.051993	0.11014	0.041854	0.098174	0.18744	0.047927	0.054066	0.049152	0.086971	0.063407	0.060621	0.047414	0.075152	0.37618	0.036552	0.094564	0.063001	0.08145	0.11963	0.1184	0.054506	0.057948	0.045751	0.081223	0.14645	0.074872	0.063567	0.060925	0.10231	0.17683
Meth__cg10244047__BAI3	0.062431	0.039404	0.73111	0.30563	0.090555	0.17229	0.77517	0.48937	0.036521	0.053548	0.10701	0.60179	0.48616	0.063689	0.046464	0.035662	0.25856	0.068359	0.67794	0.76925	0.47576	0.7147	0.037732	0.82224	0.12462	0.039589	0.050466	0.81237	0.070418	0.035878	0.032931	0.095236	0.075597	0.38018	0.12941	0.87038	0.066116	0.54312	0.046832
Meth__cg23239039__D4S234E	0.27247	0.067075	0.53951	0.083032	0.076145	0.61407	0.63689	0.4718	0.037096	0.17276	0.60941	0.81415	0.67096	0.62527	0.057084	0.056978	0.055353	0.11788	0.065461	0.89065	0.78122	0.10272	0.10139	0.35795	0.8155	0.31564	0.073901	0.89537	0.095346	0.04205	0.054317	0.077566	0.37528	0.52278	0.43706	0.091181	0.40759	0.84893	0.42519
Meth__cg06700462__PHKA2	0.53936	0.025774	0.032892	0.02037	0.29101	0.020366	0.032276	0.035646	0.032594	0.55434	0.032115	0.52365	0.47651	0.59157	0.034386	0.021725	0.03405	0.41247	0.023275	0.03034	0.02764	0.02792	0.31782	0.4917	0.047007	0.45939	0.44944	0.39253	0.4991	0.54043	0.02103	0.53323	0.49359	0.025242	0.057615	0.46917	0.45206	0.59519	0.023999
Meth__cg15746445__TRPM8	0.52641	0.058123	0.83685	0.8337	0.43087	0.082261	0.65803	0.91442	0.37803	0.078028	0.09662	0.69966	0.62958	0.17256	0.28194	0.12248	0.26194	0.13919	0.16532	0.070709	0.096798	0.12908	0.86369	0.91644	0.42998	0.11328	0.082377	0.37978	0.13616	0.45305	0.28623	0.065519	0.86319	0.10046	0.19555	0.85175	0.44641	0.78015	0.17042
Meth__cg24468890__HDAC1	0.33456	0.092165	0.77251	0.32537	0.28065	0.52896	0.36529	0.063529	0.55604	0.1801	0.051627	0.36527	0.53544	0.6103	0.48274	0.078962	0.043452	0.092193	0.29686	0.25597	0.20578	0.56485	0.07841	0.41435	0.09396	0.26396	0.14773	0.10848	0.12924	0.05721	0.049081	0.13586	0.19617	0.26621	0.081148	0.075633	0.42964	0.16219	0.27718
Meth__cg14708847__PAK3	0.097577	0.054287	0.08935	0.29157	0.10406	0.11505	0.13917	0.32054	0.057297	0.073696	0.18852	0.071263	0.25378	0.074088	0.062732	0.094476	0.0383	0.14248	0.074511	0.13709	0.15196	0.22931	0.092495	0.28947	0.3284	0.08794	0.087172	0.10855	0.1202	0.057138	0.049746	0.085514	0.62163	0.054648	0.099965	0.41228	0.074513	0.26313	0.29339
Meth__cg10207745__C12orf36	0.062087	0.076296	0.045573	0.72841	0.83578	0.79374	0.66773	0.40265	0.90951	0.10879	0.18531	0.0737	0.077967	0.11787	0.76597	0.10105	0.31434	0.077975	0.036092	0.32957	0.50315	0.7564	0.1181	0.050071	0.088261	0.37267	0.075294	0.4033	0.079029	0.07847	0.32904	0.055601	0.21903	0.44744	0.31797	0.3952	0.59525	0.14086	0.4652
Meth__cg18495563__TCP11L1	0.067813	0.040544	0.86337	0.86297	0.38701	0.070909	0.81743	0.077956	0.84058	0.42045	0.065792	0.87246	0.3484	0.4013	0.7951	0.047455	0.054177	0.13324	0.047823	0.17261	0.15134	0.21986	0.087795	0.24557	0.12409	0.63528	0.15179	0.44345	0.10452	0.038039	0.028584	0.18917	0.27652	0.038823	0.057858	0.37937	0.18182	0.42459	0.17655
Meth__cg09405612__GLI3	0.044715	0.0161	0.32935	0.025546	0.030979	0.026733	0.043004	0.056904	0.034946	0.037476	0.051442	0.069297	0.056563	0.016283	0.025315	0.078192	0.027012	0.0441	0.036503	0.035829	0.060066	0.038588	0.030945	0.026135	0.049297	0.048784	0.074487	0.055344	0.039741	0.026781	0.040152	0.037397	0.024466	0.025962	0.096175	0.021201	0.030932	0.077652	0.036272
Meth__cg22927043__NPPB	0.49442	0.049815	0.11932	0.2338	0.10132	0.28917	0.19127	0.13128	0.088858	0.10261	0.12912	0.31631	0.39531	0.078815	0.056423	0.10528	0.078231	0.35922	0.058824	0.062194	0.21077	0.64664	0.044806	0.22971	0.10532	0.082189	0.10326	0.8301	0.17607	0.030192	0.062043	0.046829	0.083945	0.10475	0.14895	0.10155	0.33751	0.37918	0.55881
Meth__cg15050111__GRHL3	0.058224	0.06183	0.043653	0.053993	0.044118	0.75841	0.050715	0.032393	0.050919	0.053835	0.69291	0.031981	0.12237	0.03446	0.058215	0.27897	0.31746	0.077671	0.44197	0.036401	0.038888	0.046585	0.84295	0.039733	0.78785	0.053958	0.08265	0.066621	0.053264	0.20215	0.050591	0.34332	0.04812	0.044194	0.067298	0.047011	0.04889	0.098693	0.04907
Meth__cg12238343__RLN3R1	0.91442	0.01538	0.89938	0.72838	0.14761	0.07689	0.92635	0.92105	0.033021	0.078211	0.89511	0.19427	0.89144	0.15622	0.024021	0.047601	0.028474	0.07899	0.2964	0.8457	0.77787	0.89693	0.020643	0.24965	0.83527	0.65984	0.22034	0.59539	0.024673	0.05385	0.15472	0.064499	0.02207	0.22411	0.45755	0.036575	0.67792	0.77221	0.79764
Meth__cg04796162__IGFBP3	0.049288	0.025759	0.98212	0.093385	0.054941	0.25092	0.13361	0.61219	0.021772	0.43325	0.85131	0.12276	0.81539	0.5564	0.02923	0.054714	0.028851	0.083178	0.071536	0.87279	0.36231	0.53255	0.071658	0.53995	0.048183	0.66288	0.19383	0.74935	0.055612	0.037197	0.041294	0.97643	0.048794	0.81849	0.68049	0.043231	0.036342	0.56994	0.027316
Meth__cg18535534__BCORL1	0.58795	0.029511	0.76952	0.066771	0.40304	0.067173	0.10024	0.94168	0.029028	0.47242	0.19603	0.028601	0.6808	0.60749	0.04453	0.87647	0.46692	0.14046	0.019455	0.10986	0.1047	0.55518	0.75849	0.53992	0.10234	0.030516	0.25018	0.46154	0.061048	0.59378	0.032854	0.46598	0.025087	0.7494	0.070456	0.59027	0.41177	0.64749	0.13111
Meth__cg02286990__CCDC28B	0.052727	0.036923	0.095678	0.068744	0.040311	0.046479	0.04821	0.059204	0.040258	0.058221	0.032649	0.059313	0.18916	0.03874	0.045552	0.37343	0.044032	0.061775	0.032318	0.22081	0.060511	0.066448	0.048292	0.064405	0.053916	0.074819	0.098884	0.14526	0.073225	0.04001	0.034414	0.045976	0.034483	0.65681	0.086467	0.066917	0.04991	0.15108	0.40643
Meth__cg24779040__TSPYL2	0.69307	0.64886	0.05369	0.028886	0.5428	0.021012	0.045801	0.06644	0.5614	0.65662	0.045535	0.79407	0.57336	0.41573	0.49863	0.81531	0.026766	0.52247	0.027186	0.023271	0.035569	0.69667	0.75413	0.61226	0.077322	0.61379	0.74518	0.74474	0.7196	0.7158	0.023474	0.75875	0.023932	0.031987	0.046694	0.49762	0.47494	0.66192	0.029219
Meth__cg07684796__DKK1	0.05063	0.041861	0.06144	0.052029	0.02878	0.037552	0.057752	0.90908	0.037937	0.60137	0.059309	0.098838	0.044254	0.72464	0.28328	0.58059	0.038628	0.091394	0.53325	0.031821	0.047029	0.59975	0.043747	0.034524	0.052819	0.73334	0.61115	0.63656	0.050923	0.035332	0.034691	0.044874	0.049527	0.026794	0.84865	0.44237	0.03886	0.58117	0.055356
Meth__cg02525396__TOMM40L	0.078646	0.11658	0.09955	0.95086	0.069669	0.099152	0.09854	0.080195	0.095942	0.12319	0.091398	0.10353	0.10957	0.064225	0.21402	0.11012	0.082016	0.14453	0.087715	0.081863	0.14117	0.10426	0.089394	0.075709	0.16552	0.12086	0.18277	0.15896	0.13115	0.093074	0.11457	0.1362	0.077788	0.049484	0.12683	0.091021	0.096239	0.11185	0.098075
Meth__cg22166290__BCL11A	0.050306	0.052913	0.67222	0.35795	0.20455	0.27685	0.47634	0.66049	0.074392	0.91363	0.070505	0.33878	0.081503	0.5597	0.067263	0.059785	0.070264	0.092635	0.57183	0.6308	0.85975	0.5523	0.055664	0.56656	0.33118	0.064659	0.53649	0.89592	0.074774	0.061158	0.054308	0.077817	0.37389	0.068663	0.22994	0.67374	0.80519	0.42174	0.066198
Meth__cg07775501__JOSD2	0.032886	0.038112	0.042628	0.038838	0.024446	0.028715	0.034023	0.02841	0.56644	0.024849	0.032128	0.020897	0.066989	0.019462	0.48899	0.029226	0.032727	0.069114	0.025462	0.030685	0.046061	0.028059	0.036465	0.022505	0.10013	0.034354	0.061528	0.073334	0.041783	0.035318	0.025518	0.030395	0.025097	0.019463	0.045927	0.030363	0.028299	0.039451	0.027368
Meth__cg10541755__EIF5A2	0.65877	0.68829	0.8008	0.82091	0.57554	0.045486	0.94564	0.74079	0.099487	0.055826	0.37656	0.26218	0.92862	0.78157	0.42621	0.27817	0.045576	0.1688	0.046512	0.90882	0.45554	0.9583	0.067737	0.55376	0.11467	0.88709	0.10956	0.8227	0.46127	0.059665	0.0528	0.055668	0.15426	0.93955	0.70477	0.70474	0.55335	0.74935	0.60877
Meth__cg09084200__hCAP-D3	0.13347	0.079648	0.79014	0.26991	0.073898	0.13049	0.15884	0.28319	0.11013	0.15749	0.066803	0.73026	0.25623	0.046452	0.13399	0.37718	0.12587	0.15009	0.426	0.19492	0.12297	0.13239	0.39566	0.16594	0.1586	0.21667	0.17408	0.090432	0.084903	0.10809	0.46625	0.22662	0.30672	0.10606	0.050339	0.25985	0.14467	0.18519	0.13955
Meth__cg24891133__FLJ14834	0.074616	0.020355	0.42933	0.25908	0.72085	0.61114	0.65806	0.91216	0.023928	0.91239	0.95223	0.023076	0.37489	0.020067	0.020014	0.61629	0.4037	0.061959	0.024246	0.78425	0.7095	0.95563	0.050173	0.53177	0.49897	0.86351	0.033887	0.80283	0.034795	0.01863	0.018953	0.055841	0.60859	0.47313	0.050931	0.025819	0.17143	0.64535	0.17611
Meth__cg10098888__IRS1	0.020772	0.022124	0.9541	0.72179	0.020586	0.95339	0.17659	0.69546	0.9334	0.019234	0.63075	0.90594	0.91673	0.027478	0.87473	0.90383	0.37943	0.63659	0.94905	0.018993	0.029943	0.023072	0.96015	0.021985	0.031584	0.031961	0.036965	0.050281	0.039945	0.11373	0.95957	0.95856	0.021879	0.91119	0.13336	0.036661	0.080663	0.039228	0.025599
Meth__cg16721845__MTL5	0.025898	0.023433	0.027729	0.017932	0.026201	0.022924	0.026259	0.028281	0.026071	0.019355	0.022991	0.025401	0.03518	0.013986	0.020755	0.020086	0.019479	0.045957	0.46935	0.025062	0.021466	0.022056	0.020161	0.020005	0.070171	0.024492	0.037203	0.049188	0.029197	0.02357	0.016535	0.01577	0.026242	0.015111	0.050452	0.021522	0.02235	0.027757	0.02235
Meth__cg08687958__PDZD8	0.027493	0.020409	0.05692	0.066069	0.024557	0.048241	0.042946	0.036602	0.027329	0.031961	0.17673	0.066312	0.12021	0.03359	0.027926	0.20754	0.027309	0.046271	0.041102	0.095533	0.065859	0.038118	0.046673	0.035141	0.11493	0.030785	0.066373	0.067623	0.049078	0.025241	0.026056	0.04818	0.023072	0.044845	0.020488	0.027249	0.035199	0.12343	0.032631
Meth__cg24130043__ZNF197	0.037681	0.043548	0.1245	0.53424	0.057586	0.031716	0.050139	0.92907	0.053711	0.055191	0.41337	0.078235	0.61931	0.8083	0.057106	0.04246	0.039985	0.098345	0.027779	0.165	0.14452	0.038566	0.055329	0.19011	0.060887	0.046864	0.099143	0.089291	0.075583	0.036033	0.038844	0.033737	0.32349	0.03514	0.14978	0.038902	0.42765	0.088934	0.54838
Meth__cg17832674__CALM3	0.055748	0.040473	0.21115	0.055468	0.031053	0.26401	0.077624	0.033642	0.044525	0.036762	0.21775	0.074704	0.094085	0.18556	0.029203	0.12525	0.037496	0.0463	0.03281	0.25488	0.043935	0.17286	0.059209	0.064321	0.12481	0.053413	0.37251	0.3542	0.096482	0.041012	0.047424	0.060703	0.084665	0.059982	0.067953	0.073125	0.034385	0.041274	0.056075
Meth__cg07297178__CEACAM7	0.93413	0.07099	0.91915	0.92683	0.92293	0.13652	0.72365	0.65363	0.054803	0.58197	0.32097	0.74181	0.84277	0.089623	0.14373	0.1964	0.71908	0.15699	0.064632	0.66484	0.73871	0.95039	0.11173	0.95603	0.15198	0.90437	0.35502	0.63241	0.073829	0.071536	0.060016	0.066201	0.86507	0.79838	0.13914	0.93678	0.9244	0.77321	0.9148
Meth__cg04557868__REL	0.086435	0.0843	0.19563	0.11809	0.084544	0.073822	0.10296	0.084365	0.12003	0.23383	0.079973	0.24708	0.11621	0.054788	0.098892	0.10473	0.066555	0.28785	0.1331	0.081455	0.085331	0.39686	0.10965	0.1091	0.23376	0.21084	0.096612	0.38994	0.17823	0.07208	0.047889	0.081381	0.63801	0.47318	0.11054	0.077426	0.095407	0.16957	0.073651
Meth__cg01911082__CSMD3	0.14959	0.012962	0.23423	0.20964	0.021941	0.096183	0.7801	0.7405	0.02236	0.030032	0.17742	0.52549	0.34704	0.1276	0.03002	0.31183	0.055433	0.053961	0.017936	0.057812	0.56524	0.62828	0.045229	0.23306	0.89605	0.032069	0.076469	0.75204	0.027266	0.024689	0.25121	0.041607	0.52622	0.068251	0.017906	0.15682	0.050972	0.47711	0.021657
Meth__cg20940661__KCNS3	0.015496	0.019172	0.026656	0.025723	0.014131	0.6192	0.020648	0.031549	0.016845	0.027124	0.091402	0.017401	0.027235	0.01155	0.018412	0.014912	0.048725	0.026637	0.014302	0.018015	0.031361	0.016181	0.019054	0.018547	0.045758	0.02021	0.041073	0.047227	0.021678	0.0167	0.016286	0.04108	0.01399	0.014218	0.061419	0.021876	0.024667	0.063014	0.018792
Meth__cg21688264__SNAP91	0.033559	0.039291	0.50529	0.036969	0.038297	0.030115	0.94749	0.96084	0.032683	0.051732	0.086014	0.039286	0.78374	0.94969	0.29757	0.032253	0.057619	0.1008	0.057335	0.087991	0.04271	0.60622	0.04142	0.94016	0.64237	0.48976	0.14978	0.88673	0.066098	0.038972	0.026523	0.089027	0.44778	0.6887	0.051154	0.78888	0.59332	0.59038	0.73141
Meth__cg17966619__NT5E	0.040517	0.1577	0.042823	0.37337	0.31474	0.036528	0.97962	0.042277	0.045927	0.044252	0.67636	0.5893	0.62422	0.20015	0.62758	0.60561	0.040881	0.072581	0.027898	0.67819	0.089483	0.18793	0.044216	0.39405	0.057021	0.042381	0.24556	0.96949	0.10606	0.032434	0.036631	0.027918	0.14517	0.60623	0.95359	0.04968	0.12752	0.72546	0.84056
Meth__cg20684399__PHF2	0.024591	0.16571	0.033362	0.025967	0.024678	0.022215	0.10296	0.77074	0.016691	0.055657	0.024143	0.072989	0.049291	0.018115	0.023964	0.026236	0.021147	0.034228	0.021355	0.022238	0.02665	0.028055	0.053974	0.025747	0.043358	0.027074	0.046445	0.044239	0.057486	0.024977	0.035466	0.033109	0.028866	0.020843	0.10613	0.034388	0.024218	0.04236	0.056287
Meth__cg03648823__ZNF643	0.053371	0.055915	0.066141	0.049226	0.044236	0.043183	0.41114	0.076471	0.036145	0.04901	0.042538	0.05401	0.32897	0.048238	0.046804	0.060507	0.039139	0.079785	0.051943	0.059189	0.066992	0.056598	0.060898	0.043968	0.09404	0.060462	0.093141	0.14556	0.10519	0.045696	0.034837	0.052729	0.042863	0.039607	0.14041	0.39384	0.070898	0.096336	0.069649
Meth__cg11104347__DUSP23	0.04803	0.045486	0.058082	0.59506	0.035448	0.65622	0.045558	0.030458	0.037469	0.040843	0.049596	0.037112	0.064413	0.027527	0.041806	0.039229	0.038574	0.096731	0.026767	0.040149	0.051969	0.040947	0.26706	0.036358	0.063658	0.16175	0.11354	0.07367	0.088544	0.049565	0.045925	0.05192	0.03301	0.036702	0.12829	0.044859	0.04239	0.097305	0.042193
Meth__cg03030757__FANCE	0.10944	0.22164	0.63334	0.18579	0.26856	0.050695	0.17469	0.10046	0.28604	0.35693	0.078745	0.3264	0.29097	0.040585	0.25948	0.077891	0.085586	0.058284	0.027718	0.28298	0.35677	0.43572	0.52293	0.76477	0.093084	0.1683	0.073325	0.069136	0.36646	0.041195	0.037409	0.055829	0.081794	0.041262	0.089129	0.61831	0.44209	0.5389	0.33228
Meth__cg24652919__WDR58	0.32183	0.14301	0.13407	0.63943	0.39614	0.079496	0.49403	0.10356	0.18871	0.41756	0.57642	0.2601	0.23013	0.37365	0.23152	0.11797	0.064309	0.16586	0.067547	0.53395	0.38103	0.8217	0.077942	0.40989	0.085484	0.71752	0.62762	0.40351	0.21957	0.053232	0.054077	0.072009	0.28568	0.16937	0.44675	0.18536	0.36448	0.61297	0.2875
Meth__cg04900486__RFX5	0.084495	0.055177	0.35862	0.59504	0.23483	0.073131	0.14386	0.2194	0.22498	0.27641	0.073335	0.37855	0.53285	0.34496	0.1604	0.26368	0.079007	0.27376	0.05464	0.17188	0.11122	0.29234	0.083257	0.15659	0.0622	0.28995	0.097739	0.057486	0.13106	0.03069	0.19307	0.082902	0.22102	0.23914	0.063548	0.090556	0.46936	0.1493	0.63642
Meth__cg03290040__C22orf16	0.050099	0.17533	0.64578	0.5778	0.4212	0.78635	0.20792	0.068607	0.048567	0.17572	0.050638	0.055654	0.8053	0.028425	0.040627	0.68047	0.034276	0.073835	0.4463	0.61869	0.73282	0.094015	0.6622	0.29408	0.075812	0.12271	0.11478	0.29831	0.11733	0.037115	0.026191	0.032429	0.19083	0.58544	0.26596	0.062335	0.34036	0.30805	0.093061
Meth__cg15195276__EDG2	0.026643	0.026998	0.9804	0.035059	0.014316	0.016842	0.019948	0.59013	0.023227	0.37838	0.059415	0.10403	0.15192	0.095556	0.025903	0.084856	0.016264	0.060981	0.022201	0.37451	0.044615	0.018834	0.015034	0.022491	0.071086	0.023086	0.049015	0.095133	0.026921	0.030634	0.023744	0.016109	0.2381	0.027691	0.04535	0.035666	0.028196	0.065181	0.044298
Meth__cg04286043__C6orf69	0.03747	0.042381	0.038667	0.030612	0.048705	0.050369	0.040431	0.039345	0.10524	0.053463	0.065945	0.072952	0.096766	0.037264	0.098921	0.040393	0.04444	0.046724	0.07235	0.064393	0.039264	0.4184	0.049381	0.044682	0.042352	0.041926	0.21328	0.11461	0.094284	0.024475	0.035161	0.041157	0.13704	0.047579	0.072499	0.040333	0.048917	0.064704	0.046459
Meth__cg18611847__RGS16	0.017003	0.023731	0.052741	0.12115	0.028883	0.65733	0.024959	0.022013	0.2458	0.029836	0.036967	0.013169	0.154	0.024658	0.20677	0.57367	0.32664	0.048939	0.022692	0.017472	0.025958	0.075984	0.40843	0.019594	0.056308	0.16632	0.031242	0.045739	0.029859	0.02802	0.02275	0.016812	0.022078	0.7628	0.076977	0.017422	0.031159	0.13427	0.019311
Meth__cg15641998__DHRS8	0.058812	0.047783	0.076703	0.054165	0.038851	0.058108	0.06181	0.086404	0.057344	0.080104	0.045588	0.10737	0.078177	0.053123	0.066674	0.057894	0.057244	0.09507	0.067329	0.046828	0.067332	0.47406	0.06446	0.033664	0.10386	0.065423	0.11853	0.077929	0.13289	0.044774	0.059178	0.047675	0.16131	0.067291	0.090427	0.05968	0.063352	0.11083	0.054768
Meth__cg08590939__OXCT1	0.052523	0.080204	0.048738	0.20992	0.85325	0.029701	0.91022	0.041699	0.035581	0.91788	0.052928	0.037889	0.4535	0.6434	0.041804	0.034303	0.028064	0.051387	0.032012	0.92022	0.67333	0.14732	0.057413	0.41786	0.55231	0.19414	0.067456	0.051032	0.099256	0.035851	0.041438	0.029812	0.8242	0.53131	0.83674	0.067649	0.24821	0.55911	0.90935
Meth__cg24273512__POPDC3	0.058423	0.10669	0.066925	0.28016	0.21233	0.094951	0.33961	0.061762	0.089759	0.11912	0.066662	0.34334	0.14257	0.084502	0.21589	0.063785	0.056136	0.13315	0.055764	0.10473	0.071042	0.82199	0.052989	0.12489	0.13661	0.060218	0.15318	0.43011	0.24714	0.052905	0.051323	0.17768	0.29166	0.068038	0.10855	0.11652	0.094638	0.32415	0.097697
Meth__cg01043330__RIC3	0.78485	0.062451	0.28193	0.49168	0.30708	0.2426	0.27622	0.18499	0.53046	0.51471	0.057691	0.53948	0.44023	0.065838	0.50362	0.53838	0.077662	0.13031	0.055902	0.10904	0.14578	0.44124	0.11986	0.5172	0.20925	0.13538	0.067607	0.24089	0.12409	0.13134	0.12184	0.11102	0.44008	0.16111	0.11975	0.087327	0.30688	0.15096	0.32526
Meth__cg05337441__APOB	0.063603	0.030815	0.09165	0.30368	0.06024	0.08168	0.11445	0.10999	0.033676	0.045242	0.36328	0.27217	0.32117	0.023443	0.043726	0.11891	0.3442	0.047721	0.033098	0.040326	0.041781	0.63009	0.15179	0.098845	0.11382	0.046236	0.055731	0.11928	0.045032	0.052087	0.035091	0.035148	0.1219	0.088126	0.089299	0.042382	0.039527	0.09521	0.043158
Meth__cg18234011__IGF2BP2	0.040404	0.04082	0.045853	0.073175	0.28956	0.48471	0.65407	0.058214	0.031957	0.52741	0.052621	0.037659	0.072517	0.46939	0.044744	0.034888	0.03809	0.099908	0.54853	0.55724	0.37489	0.48094	0.047052	0.15897	0.063702	0.048972	0.13208	0.93012	0.044831	0.040665	0.033117	0.053642	0.028713	0.3195	0.49515	0.034382	0.44291	0.47924	0.61639
Meth__cg26610808__BLOC1S2	0.075949	0.16341	0.17268	0.3262	0.33286	0.031414	0.10168	0.18329	0.71357	0.10606	0.30333	0.37798	0.22702	0.63559	0.54508	0.1964	0.054664	0.11887	0.052059	0.19107	0.1057	0.36965	0.077645	0.12938	0.056588	0.095566	0.18444	0.072553	0.23569	0.048763	0.065914	0.064868	0.75205	0.23713	0.23515	0.074576	0.11678	0.18981	0.34643
