Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HBL100	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	MCF7	MDAMB157	MDAMB231	MDAMB361	MDAMB415	MDAMB436	MDAMB453	MDAMB468	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM44PE	SUM52PE	T47D	UACC812
Meth__cg14795968__ACADL	0.051945	0.031286	0.98083	0.65202	0.047359	0.57939	0.96869	0.59936	0.077898	0.072388	0.81622	0.42271	0.11294	0.92084	0.60104	0.06773	0.10945	0.11626	0.091581	0.74586	0.18537	0.052498	0.5379	0.95626	0.058794	0.039188	0.90965	0.22618	0.05551	0.1772	0.033379	0.31923	0.038395	0.56418	0.97244	0.97155	0.96697	0.96607
Meth__cg13436799__LRP2	0.13188	0.068508	0.88592	0.099158	0.079257	0.87317	0.088749	0.33634	0.10132	0.087841	0.075029	0.12383	0.10514	0.33038	0.10567	0.079349	0.11323	0.094551	0.097253	0.18971	0.089306	0.10415	0.25908	0.098818	0.12282	0.08467	0.32763	0.79888	0.17223	0.072278	0.048847	0.066124	0.15178	0.052257	0.065629	0.67612	0.51052	0.11915
Meth__cg00126034__WNT3	0.082697	0.039399	0.93124	0.58479	0.21136	0.939	0.12281	0.91745	0.37127	0.043855	0.057898	0.93239	0.94261	0.77542	0.19831	0.27751	0.94485	0.70339	0.065499	0.05005	0.29778	0.94665	0.90253	0.86124	0.075897	0.94867	0.86399	0.64446	0.14778	0.040977	0.033501	0.76502	0.1352	0.028354	0.08238	0.92769	0.07777	0.23885
Meth__cg18285951__INPP5E	0.047988	0.069021	0.93549	0.25474	0.037606	0.033028	0.036854	0.04249	0.028228	0.04359	0.048948	0.0398	0.41478	0.071035	0.97821	0.27678	0.090285	0.033881	0.08044	0.052045	0.054153	0.14974	0.12191	0.047954	0.079614	0.033983	0.09184	0.067497	0.13002	0.041741	0.035594	0.036633	0.040754	0.17955	0.063697	0.60425	0.13598	0.064554
Meth__cg23926526__MDM1	0.071868	0.049184	0.075231	0.081686	0.03669	0.06562	0.07108	0.27924	0.21395	0.085451	0.047926	0.082294	0.08724	0.37595	0.061084	0.066676	0.059438	0.04547	0.093219	0.045294	0.048043	0.37991	0.32998	0.058708	0.087418	0.050067	0.093227	0.090688	0.13056	0.089693	0.054684	0.050448	0.056692	0.048137	0.054976	0.047031	0.097231	0.050933
Meth__cg23002761__FBLIM1	0.14246	0.87155	0.07247	0.48758	0.54211	0.037717	0.38172	0.97348	0.68325	0.038836	0.63374	0.05524	0.096801	0.71362	0.59995	0.040044	0.12471	0.05134	0.096554	0.022967	0.4796	0.042689	0.55076	0.96405	0.075994	0.043894	0.84412	0.045826	0.4766	0.6225	0.027286	0.084958	0.033386	0.96406	0.61228	0.97153	0.10773	0.16531
Meth__cg21019522__SLC22A18	0.031861	0.020993	0.042889	0.08039	0.24626	0.89888	0.076483	0.34619	0.032572	0.037045	0.18245	0.064483	0.0925	0.061123	0.043845	0.03012	0.033069	0.83915	0.063921	0.75493	0.86266	0.59985	0.83137	0.15103	0.48658	0.80023	0.05474	0.035507	0.070195	0.87874	0.57076	0.82003	0.1041	0.027333	0.33421	0.077951	0.19556	0.74427
Meth__cg20566118__TNC	0.043682	0.044278	0.045701	0.041188	0.083164	0.03008	0.053524	0.035381	0.057435	0.033979	0.048054	0.08637	0.060101	0.043069	0.043493	0.04091	0.039207	0.031867	0.070009	0.034814	0.10605	0.039417	0.066013	0.040677	0.057046	0.034379	0.091469	0.042742	0.060117	0.041493	0.025814	0.032828	0.57764	0.031994	0.047891	0.095649	0.059677	0.053443
Meth__cg04172348__SYN2	0.80988	0.063827	0.95211	0.94073	0.86205	0.8493	0.91053	0.18852	0.94075	0.058421	0.92387	0.05796	0.088019	0.90513	0.47815	0.069229	0.053123	0.084716	0.18587	0.10869	0.82197	0.044455	0.88641	0.71732	0.17303	0.042859	0.88276	0.24606	0.09482	0.043517	0.045506	0.61027	0.94575	0.094828	0.91725	0.41927	0.13652	0.89902
Meth__cg14588638__RHBDD3	0.068739	0.041831	0.061911	0.048743	0.054966	0.066318	0.051103	0.099867	0.072251	0.047102	0.14992	0.043952	0.1898	0.083323	0.052516	0.058588	0.058117	0.042791	0.08818	0.030385	0.058564	0.26518	0.08703	0.055297	0.090495	0.049623	0.042015	0.053507	0.071886	0.40741	0.053167	0.050316	0.049358	0.037526	0.080023	0.039447	0.070832	0.10338
Meth__cg21284880__LHFP	0.038032	0.026134	0.90187	0.071197	0.024507	0.025844	0.28442	0.083774	0.02395	0.032296	0.043045	0.058449	0.056781	0.15306	0.035498	0.034668	0.038905	0.039111	0.060917	0.046564	0.042501	0.060208	0.073235	0.045224	0.065614	0.021048	0.060499	0.032867	0.058107	0.019636	0.020343	0.018146	0.040548	0.029806	0.55239	0.5252	0.065144	0.037306
Meth__cg12914657__GIMAP1	0.89602	0.02523	0.20713	0.92683	0.88931	0.041187	0.88033	0.10753	0.4794	0.91	0.13846	0.92981	0.72339	0.71466	0.021571	0.68791	0.58446	0.90651	0.082453	0.045755	0.72608	0.042511	0.12805	0.16241	0.080396	0.16976	0.087996	0.039624	0.069163	0.082321	0.048199	0.036174	0.89387	0.049837	0.68678	0.77194	0.13182	0.90845
Meth__cg16256230__KIF4A	0.28417	0.065569	0.091451	0.079467	0.30339	0.057641	0.072878	0.057384	0.10973	0.50662	0.068481	0.073279	0.13073	0.1369	0.22102	0.45884	0.54813	0.51329	0.37612	0.06907	0.066486	0.47833	0.11447	0.074189	0.38141	0.31354	0.4794	0.068118	0.35381	0.52644	0.065338	0.53583	0.069864	0.074362	0.52901	0.42533	0.10566	0.48305
Meth__cg16483466__C20orf186	0.070602	0.10622	0.74986	0.83777	0.76428	0.093485	0.82287	0.036048	0.71903	0.090885	0.31955	0.67535	0.21546	0.55822	0.46967	0.071456	0.29009	0.29107	0.10503	0.034638	0.76478	0.46011	0.1422	0.41891	0.054725	0.77934	0.46815	0.3199	0.047715	0.025155	0.033825	0.032169	0.7509	0.081879	0.63271	0.90172	0.18517	0.68765
Meth__cg19205533__RERG	0.080034	0.071619	0.90054	0.10324	0.076179	0.085362	0.089159	0.9405	0.15633	0.059321	0.083291	0.87919	0.078553	0.28746	0.067163	0.086627	0.83954	0.90528	0.10852	0.89972	0.089117	0.88604	0.85054	0.087799	0.077937	0.90139	0.2185	0.076983	0.13651	0.63223	0.87596	0.87032	0.086164	0.076277	0.068204	0.69639	0.1022	0.089982
Meth__cg23752923__MCOLN3	0.034465	0.068827	0.27368	0.079399	0.025807	0.05364	0.68008	0.084692	0.18454	0.028409	0.033887	0.39969	0.021733	0.065367	0.027566	0.036594	0.11815	0.028148	0.09076	0.026254	0.04521	0.030505	0.30121	0.038478	0.074454	0.027853	0.25198	0.041421	0.083988	0.14337	0.025776	0.21523	0.023147	0.02918	0.069496	0.27111	0.05919	0.050677
Meth__cg15696781__MSTO1	0.028756	0.013874	0.4037	0.089612	0.038603	0.016819	0.053156	0.069377	0.020981	0.43484	0.14531	0.05876	0.39777	0.096177	0.022001	0.39788	0.013564	0.30197	0.21203	0.0092396	0.082147	0.019712	0.35542	0.40944	0.081386	0.013239	0.055942	0.33664	0.011924	0.012379	0.0104	0.024034	0.017466	0.18689	0.011302	0.017584	0.084755	0.050104
Meth__cg02216250__OCLN	0.052783	0.030572	0.066999	0.066211	0.040633	0.38095	0.03904	0.80287	0.027864	0.052039	0.04397	0.5025	0.059735	0.13017	0.042655	0.07573	0.033189	0.046891	0.073403	0.078839	0.039754	0.16171	0.16584	0.041706	0.05435	0.83462	0.064268	0.056354	0.079426	0.035648	0.032278	0.04154	0.19131	0.031502	0.02184	0.036297	0.076078	0.052596
Meth__cg17454897__ADAMTS10	0.029887	0.45737	0.4758	0.11828	0.040538	0.02667	0.49444	0.2981	0.020703	0.19671	0.037208	0.029329	0.032059	0.32859	0.91455	0.17745	0.031558	0.019796	0.072041	0.057575	0.050125	0.042748	0.87464	0.43385	0.075849	0.02654	0.26283	0.95468	0.12182	0.036425	0.053644	0.038798	0.050143	0.029154	0.90614	0.89445	0.055115	0.040541
Meth__cg25802871__FTSJ2	0.1044	0.14646	0.12826	0.16834	0.087496	0.12143	0.11645	0.060936	0.052664	0.12382	0.12194	0.10114	0.119	0.29657	0.14948	0.13896	0.1116	0.10679	0.15529	0.095767	0.11841	0.13108	0.13057	0.11197	0.14319	0.13679	0.087464	0.10577	0.1365	0.12651	0.11859	0.10674	0.085733	0.12177	0.083744	0.087764	0.13414	0.13087
Meth__cg01241836__TFE3	0.53894	0.13776	0.063173	0.048671	0.44435	0.039325	0.044095	0.031856	0.042725	0.57581	0.61746	0.051715	0.40823	0.44205	0.68497	0.5274	0.56426	0.044471	0.40707	0.034686	0.05283	0.063964	0.15956	0.51176	0.54024	0.55909	0.57787	0.052118	0.52624	0.53923	0.038939	0.39316	0.039531	0.04146	0.53531	0.046503	0.064084	0.49579
Meth__cg06552037__INHA	0.03587	0.042721	0.042783	0.036783	0.023683	0.027946	0.034331	0.031557	0.022816	0.039908	0.03405	0.042255	0.023091	0.068578	0.017267	0.038436	0.037798	0.024486	0.060818	0.037586	0.032333	0.040901	0.085817	0.031301	0.11875	0.028944	0.07228	0.043752	0.052626	0.024683	0.026172	0.022283	0.023849	0.027436	0.57607	0.032615	0.049695	0.039461
Meth__cg06458239__ZNF549	0.43971	0.34477	0.56252	0.088235	0.071857	0.077251	0.18788	0.25118	0.25353	0.088664	0.105	0.1127	0.27128	0.76912	0.86412	0.098113	0.11943	0.088847	0.16911	0.089392	0.45223	0.16015	0.17288	0.07723	0.15114	0.07967	0.16894	0.12672	0.60782	0.1318	0.099195	0.11842	0.070947	0.28589	0.17781	0.17311	0.1911	0.36771
Meth__cg09936839__SIRT6	0.4611	0.14561	0.19984	0.75587	0.72704	0.22475	0.65842	0.097145	0.11625	0.83689	0.5993	0.13774	0.33164	0.1198	0.81023	0.76517	0.13492	0.079099	0.25263	0.054514	0.70172	0.12066	0.1536	0.83229	0.14132	0.062472	0.16855	0.56813	0.72798	0.15635	0.082003	0.059466	0.85906	0.11853	0.87173	0.13338	0.43134	0.54018
Meth__cg21290885__TMEM47	0.43478	0.062763	0.14454	0.18901	0.060406	0.062848	0.071924	0.093412	0.090258	0.43515	0.059998	0.092899	0.25292	0.23375	0.53079	0.40465	0.070954	0.067028	0.089618	0.072499	0.077889	0.063609	0.27394	0.095177	0.1219	0.0675	0.18289	0.059856	0.11158	0.093421	0.070122	0.33159	0.05602	0.077518	0.30599	0.14784	0.10208	0.071065
Meth__cg19850348__PYGO1	0.31615	0.14007	0.73261	0.42853	0.97505	0.7649	0.9711	0.039583	0.028318	0.030396	0.60668	0.069781	0.17975	0.90867	0.20063	0.037791	0.148	0.02743	0.091027	0.026268	0.91555	0.038671	0.34811	0.046197	0.060478	0.083915	0.97267	0.6682	0.083177	0.028262	0.78028	0.69095	0.62217	0.10682	0.9864	0.97874	0.81153	0.13546
Meth__cg05238794__GK	0.51533	0.047956	0.064152	0.044554	0.28742	0.037592	0.040373	0.055367	0.039712	0.068921	0.14174	0.04978	0.37135	0.2961	0.27489	0.058495	0.049507	0.045048	0.47725	0.037822	0.043398	0.049385	0.13394	0.43378	0.34342	0.038292	0.38744	0.044533	0.375	0.13499	0.041044	0.48077	0.29057	0.039132	0.43074	0.061959	0.10456	0.42776
Meth__cg19723775__HNRPH1	0.016427	0.010203	0.01151	0.01525	0.011159	0.012792	0.01212	0.026876	0.42857	0.011793	0.014131	0.010262	0.011981	0.050171	0.0082458	0.015339	0.014927	0.0079065	0.027424	0.0093426	0.013119	0.010163	0.026761	0.021307	0.020263	0.011099	0.024374	0.011761	0.021242	0.011384	0.012599	0.0088157	0.018586	0.0083857	0.0092315	0.011123	0.028706	0.010753
Meth__cg24014661__MGC33600	0.14985	0.020029	0.32927	0.03335	0.026729	0.65762	0.12678	0.77705	0.56044	0.03008	0.10227	0.88574	0.25082	0.20063	0.022393	0.033823	0.16599	0.56012	0.04595	0.031266	0.11916	0.38216	0.92208	0.037904	0.048198	0.075468	0.91651	0.045333	0.060371	0.32822	0.66733	0.027794	0.031129	0.015051	0.51196	0.91234	0.061458	0.04915
Meth__cg07212894__SLC38A3	0.030135	0.032714	0.49075	0.35343	0.41863	0.88295	0.05027	0.7151	0.95157	0.031685	0.032657	0.043102	0.30781	0.73062	0.021479	0.033214	0.54785	0.032773	0.035788	0.020179	0.61079	0.204	0.68475	0.057107	0.068148	0.40332	0.039259	0.03653	0.074212	0.033644	0.025869	0.018141	0.32741	0.028142	0.027285	0.62746	0.061604	0.032439
Meth__cg09357097__HOXB7	0.16479	0.053399	0.054213	0.11061	0.059752	0.056659	0.54217	0.044306	0.1032	0.25433	0.08375	0.059958	0.64411	0.067033	0.08455	0.25666	0.60414	0.071142	0.10979	0.11232	0.06522	0.64016	0.75068	0.55965	0.08532	0.056606	0.66035	0.074264	0.41792	0.57093	0.12862	0.21451	0.065469	0.06406	0.061607	0.51098	0.13898	0.08108
Meth__cg01063813__STAT6	0.13023	0.45058	0.13625	0.81693	0.12956	0.33517	0.73455	0.15836	0.094705	0.12132	0.13913	0.48873	0.11196	0.67635	0.10609	0.3012	0.27737	0.10068	0.24815	0.093581	0.83351	0.24216	0.16682	0.12439	0.17718	0.12474	0.2161	0.18927	0.48073	0.11878	0.10106	0.11278	0.80326	0.082547	0.15638	0.094573	0.15044	0.81289
Meth__cg20420433__HLXB9	0.047722	0.32756	0.90087	0.22066	0.13299	0.90805	0.37057	0.90101	0.56294	0.064093	0.48623	0.24034	0.94142	0.68498	0.068451	0.092267	0.80796	0.49582	0.3249	0.45518	0.12474	0.91222	0.15035	0.10058	0.094471	0.85891	0.049322	0.73488	0.48493	0.10869	0.078449	0.53783	0.10234	0.3772	0.075391	0.10385	0.080188	0.061715
Meth__cg10244047__BAI3	0.062431	0.039404	0.73111	0.30563	0.090555	0.17229	0.77517	0.066859	0.48937	0.036521	0.053548	0.10701	0.60179	0.48616	0.063689	0.046464	0.035662	0.25856	0.068359	0.67794	0.47576	0.037732	0.12462	0.039589	0.050466	0.0514	0.81237	0.13019	0.070418	0.035878	0.032931	0.095236	0.075597	0.036017	0.79285	0.38018	0.12941	0.87038
Meth__cg25018755__BIK	0.038604	0.034844	0.041902	0.044398	0.023592	0.63567	0.032922	0.11487	0.046446	0.025471	0.033515	0.40828	0.02332	0.055866	0.020972	0.023407	0.044294	0.0492	0.032626	0.76191	0.036237	0.031408	0.11065	0.089939	0.03603	0.030862	0.086517	0.035355	0.054471	0.10179	0.031526	0.072915	0.020958	0.024542	0.021148	0.025647	0.092637	0.03318
Meth__cg09068528__ACADL	0.08331	0.059242	0.9204	0.834	0.26599	0.5813	0.94684	0.58092	0.091919	0.080101	0.95512	0.17972	0.19319	0.84743	0.59097	0.061186	0.12969	0.051532	0.12476	0.77014	0.5194	0.066628	0.52557	0.92954	0.1369	0.12087	0.92491	0.29195	0.13426	0.069565	0.070888	0.39876	0.082199	0.16263	0.9344	0.93346	0.80404	0.92721
Meth__cg11265916__MAPK1	0.038544	0.03327	0.044694	0.041082	0.025598	0.04314	0.032994	0.060514	0.084884	0.034681	0.056058	0.035315	0.084489	0.039862	0.033857	0.040633	0.037808	0.038166	0.14408	0.032462	0.035223	0.046937	0.12224	0.041614	0.060456	0.04381	0.11691	0.052997	0.098954	0.028109	0.36403	0.041314	0.040762	0.032741	0.51239	0.034681	0.096198	0.041134
Meth__cg07440414__TCF7	0.9387	0.054152	0.96586	0.7903	0.83997	0.59229	0.43286	0.59728	0.16769	0.058505	0.44799	0.96067	0.80716	0.40928	0.95604	0.060371	0.056124	0.047571	0.083976	0.057704	0.95964	0.21308	0.74758	0.69504	0.067322	0.037931	0.84966	0.060044	0.11307	0.041658	0.049184	0.068835	0.78223	0.13054	0.96844	0.96276	0.60903	0.29658
Meth__cg24414089__MRC2	0.054287	0.049567	0.07619	0.069114	0.060796	0.059388	0.066178	0.10412	0.052741	0.050037	0.057234	0.12092	0.039007	0.16809	0.048741	0.053332	0.052025	0.047219	0.14687	0.049565	0.26227	0.067007	0.070522	0.065007	0.068805	0.080423	0.52122	0.070447	0.094714	0.052142	0.057153	0.056429	0.055764	0.060461	0.074166	0.41426	0.21521	0.069824
Meth__cg23696834__GNMT	0.04329	0.029849	0.055872	0.037572	0.030092	0.92639	0.042716	0.89065	0.065705	0.029387	0.040277	0.2738	0.033355	0.099523	0.02936	0.044029	0.029772	0.03954	0.10053	0.63321	0.040101	0.90656	0.84646	0.03602	0.050961	0.93602	0.099786	0.034188	0.066837	0.27245	0.030988	0.094434	0.038535	0.030219	0.033867	0.045157	0.061272	0.040513
Meth__cg20484352__LOC92689	0.044108	0.89997	0.29944	0.24876	0.10262	0.048123	0.32904	0.036168	0.053499	0.52966	0.50702	0.14811	0.21159	0.30802	0.76345	0.44284	0.057683	0.034556	0.064414	0.039154	0.31466	0.14383	0.12393	0.4971	0.10109	0.070982	0.89017	0.21464	0.71567	0.041902	0.42528	0.061439	0.65338	0.037275	0.030753	0.039541	0.11945	0.1506
Meth__cg02282237__PRKCH	0.037052	0.034112	0.042032	0.04672	0.045245	0.35064	0.033673	0.60914	0.047537	0.037083	0.027137	0.52881	0.062951	0.083862	0.021405	0.035163	0.033821	0.082258	0.071117	0.23806	0.036207	0.055514	0.83074	0.029517	0.056158	0.1381	0.07084	0.034289	0.049731	0.38074	0.033077	0.080095	0.031255	0.025497	0.024786	0.032091	0.054556	0.034876
Meth__cg16512727__C12orf4	0.023632	0.018192	0.66931	0.32097	0.25887	0.81219	0.23114	0.94846	0.094226	0.71862	0.088648	0.021432	0.44477	0.52418	0.57974	0.62282	0.39435	0.043291	0.19329	0.024943	0.10459	0.91227	0.37187	0.15625	0.027068	0.31036	0.029424	0.65558	0.16254	0.87027	0.40798	0.5108	0.49136	0.047496	0.059758	0.3793	0.088803	0.47187
Meth__cg01267315__C1orf164	0.73466	0.055646	0.073535	0.062663	0.041145	0.030982	0.11117	0.10591	0.025874	0.045145	0.050421	0.38188	0.037029	0.31258	0.62609	0.029318	0.05118	0.058342	0.07312	0.028301	0.55781	0.044846	0.081692	0.047693	0.067568	0.033918	0.41443	0.5727	0.036085	0.033887	0.048965	0.038511	0.052348	0.040541	0.9588	0.067761	0.85683	0.04431
Meth__cg26672426__PTGES	0.036227	0.020718	0.026309	0.041952	0.14989	0.89268	0.38721	0.88355	0.16898	0.023096	0.030625	0.37639	0.023546	0.046269	0.016015	0.02526	0.16759	0.07625	0.070499	0.27381	0.79558	0.92032	0.7406	0.91105	0.11625	0.025093	0.079096	0.042264	0.060157	0.50574	0.021639	0.50044	0.91087	0.025223	0.050349	0.92234	0.087937	0.87535
Meth__cg07038887__BLMH	0.042832	0.031825	0.18052	0.088872	0.024319	0.035491	0.056216	0.04504	0.10456	0.040657	0.051502	0.048534	0.08102	0.071635	0.30433	0.043347	0.037984	0.026928	0.096362	0.031252	0.056679	0.048737	0.12369	0.038661	0.095513	0.034451	0.79848	0.040365	0.048213	0.036176	0.038405	0.030929	0.12024	0.064751	0.064129	0.66729	0.0481	0.040471
Meth__cg19246110__ZNF671	0.93293	0.037984	0.9546	0.96715	0.5773	0.10433	0.95085	0.87797	0.57022	0.96462	0.05058	0.96564	0.055314	0.93965	0.77409	0.96632	0.051801	0.61487	0.62116	0.31637	0.59866	0.95521	0.90538	0.045018	0.12157	0.62846	0.52326	0.95464	0.067991	0.033814	0.034226	0.41131	0.073605	0.11635	0.28635	0.44635	0.065594	0.044377
Meth__cg17387870__CHFR	0.065444	0.060594	0.66855	0.12198	0.38011	0.2052	0.067933	0.8799	0.3524	0.11855	0.10856	0.35159	0.73465	0.33922	0.073339	0.10819	0.20545	0.086244	0.23614	0.475	0.050667	0.087859	0.82164	0.20646	0.39295	0.48174	0.17496	0.20209	0.13169	0.057787	0.12255	0.34958	0.28736	0.22536	0.12828	0.23636	0.22336	0.10377
Meth__cg21072025__GNG8	0.091182	0.022899	0.20968	0.19403	0.037888	0.14828	0.029461	0.089476	0.19771	0.037244	0.034651	0.25309	0.05362	0.25914	0.03	0.039623	0.036212	0.5139	0.20453	0.050303	0.036968	0.03948	0.61128	0.078596	0.045882	0.1112	0.87483	0.18603	0.048116	0.042035	0.32623	0.030256	0.043004	0.026112	0.036133	0.10086	0.061656	0.030381
Meth__cg13759328__CDH13	0.86419	0.055337	0.84806	0.661	0.14607	0.84431	0.53565	0.020673	0.3829	0.43895	0.099009	0.82114	0.16713	0.82096	0.18843	0.39882	0.20425	0.8751	0.081266	0.045208	0.54429	0.069336	0.83997	0.38545	0.12033	0.047975	0.71841	0.36042	0.084885	0.083826	0.047922	0.048287	0.32506	0.16602	0.53349	0.54433	0.10738	0.096529
Meth__cg18464137__SEMA3E	0.13107	0.048329	0.47052	0.063129	0.059142	0.41587	0.075795	0.42846	0.92134	0.93607	0.059945	0.68551	0.08511	0.20054	0.18544	0.76897	0.41663	0.12655	0.095691	0.41402	0.060107	0.10551	0.088533	0.084117	0.10128	0.33851	0.9103	0.088765	0.080617	0.32658	0.8323	0.11383	0.53144	0.048881	0.49245	0.16718	0.089109	0.080666
Meth__cg02566518__FUT11	0.083125	0.18464	0.4376	0.26722	0.11705	0.028089	0.10853	0.16688	0.39525	0.028404	0.72416	0.054286	0.73613	0.42972	0.44435	0.064953	0.035959	0.040253	0.061337	0.019856	0.2871	0.055775	0.39536	0.67766	0.059914	0.020067	0.090326	0.036597	0.047979	0.026362	0.024455	0.45565	0.24963	0.92976	0.098288	0.17247	0.46567	0.25603
Meth__cg23074747__C9orf72	0.031415	0.030705	0.042634	0.044836	0.024095	0.021424	0.028085	0.022371	0.025672	0.022711	0.026074	0.027518	0.019293	0.94579	0.022854	0.029174	0.023897	0.54896	0.033092	0.025046	0.028988	0.02997	0.049376	0.032217	0.0338	0.031973	0.051639	0.036158	0.061564	0.024574	0.029761	0.58831	0.024203	0.022754	0.031216	0.025284	0.063302	0.031434
Meth__cg16721845__MTL5	0.025898	0.023433	0.027729	0.017932	0.026201	0.022924	0.026259	0.032557	0.028281	0.026071	0.019355	0.022991	0.025401	0.03518	0.013986	0.020755	0.020086	0.019479	0.045957	0.46935	0.021466	0.020161	0.070171	0.024492	0.037203	0.021524	0.049188	0.026937	0.029197	0.02357	0.016535	0.01577	0.026242	0.015596	0.018886	0.015111	0.050452	0.021522
Meth__cg27628312__EPHB6	0.028829	0.029594	0.023971	0.027386	0.016183	0.026001	0.021577	0.097365	0.029394	0.021449	0.028276	0.10492	0.035685	0.049972	0.011225	0.020207	0.021318	0.026447	0.038926	0.16841	0.026218	0.030818	0.83631	0.030046	0.058386	0.027996	0.047139	0.030964	0.060522	0.011567	0.040276	0.025318	0.026859	0.022118	0.020272	0.026872	0.077705	0.048623
Meth__cg08223748__MEF2C	0.020413	0.021038	0.018136	0.02196	0.015775	0.63461	0.017904	0.042923	0.033485	0.017955	0.015339	0.020013	0.070811	0.038723	0.012863	0.018051	0.019276	0.017514	0.030938	0.016278	0.016383	0.019616	0.052219	0.025277	0.02237	0.01863	0.048579	0.022303	0.033162	0.030787	0.027708	0.083186	0.014734	0.020746	0.44541	0.017512	0.050449	0.024083
Meth__cg24446548__TWIST1	0.065255	0.05012	0.97804	0.069019	0.073322	0.75849	0.66801	0.10485	0.040246	0.076158	0.13781	0.85097	0.47707	0.30011	0.62732	0.079003	0.080742	0.055037	0.13807	0.21764	0.42144	0.069335	0.92104	0.075447	0.15541	0.041791	0.92025	0.1001	0.058236	0.048843	0.043547	0.073613	0.063483	0.052555	0.24807	0.97598	0.64886	0.53114
Meth__cg22808175__PHOSPHO1	0.044606	0.21412	0.25199	0.51452	0.17354	0.032492	0.68407	0.032819	0.64588	0.03365	0.38297	0.16486	0.15847	0.77411	0.1931	0.036973	0.28144	0.035195	0.064978	0.027341	0.046801	0.039093	0.049558	0.31828	0.078844	0.036043	0.18418	0.59335	0.23465	0.030505	0.041983	0.028252	0.086537	0.14117	0.12996	0.50743	0.058119	0.030838
Meth__cg21634602__APC	0.51638	0.95976	0.96322	0.34686	0.15223	0.035507	0.96225	0.034897	0.9773	0.12505	0.037094	0.5171	0.067914	0.93815	0.97314	0.40571	0.95784	0.035174	0.09594	0.049352	0.37004	0.036869	0.054039	0.96006	0.069767	0.028673	0.92388	0.044682	0.37178	0.96742	0.0436	0.041057	0.97252	0.97002	0.97171	0.97823	0.11445	0.39554
Meth__cg13702536__GPR81	0.092228	0.087957	0.8184	0.062138	0.04599	0.82742	0.13801	0.85952	0.81674	0.1192	0.070814	0.24385	0.070679	0.2675	0.038316	0.16459	0.60632	0.084418	0.31722	0.11922	0.077254	0.72925	0.5199	0.068456	0.11718	0.83077	0.17687	0.082877	0.15856	0.14234	0.1138	0.417	0.074373	0.10752	0.083679	0.71257	0.18123	0.073065
Meth__cg15352315__CD302	0.16573	0.07912	0.87211	0.43093	0.099405	0.75095	0.43925	0.75091	0.94651	0.70028	0.093808	0.16681	0.71138	0.77409	0.12145	0.57716	0.70488	0.13455	0.43344	0.066828	0.091824	0.49952	0.13111	0.059661	0.1206	0.79884	0.44132	0.47999	0.23428	0.91139	0.2945	0.90328	0.35436	0.054656	0.074797	0.63596	0.12598	0.11237
Meth__cg10498963__GALK1	0.073254	0.033876	0.054312	0.041287	0.032377	0.029593	0.047361	0.036541	0.78188	0.026603	0.042866	0.046823	0.057048	0.069906	0.027456	0.036363	0.039606	0.050714	0.048048	0.029191	0.076587	0.071464	0.093167	0.05625	0.051143	0.03839	0.066066	0.044661	0.050714	0.060798	0.045478	0.044656	0.035212	0.028559	0.02911	0.037949	0.12753	0.040039
Meth__cg21905630__GSH2	0.3509	0.029475	0.96576	0.62105	0.033742	0.96294	0.33902	0.96216	0.7834	0.059871	0.052579	0.70258	0.3701	0.94717	0.040565	0.23161	0.95101	0.035748	0.1072	0.037714	0.92063	0.89456	0.46137	0.56722	0.053502	0.96122	0.92669	0.17884	0.064946	0.67894	0.047384	0.2371	0.37845	0.02711	0.78227	0.92331	0.11346	0.52825
Meth__cg01951308__KIF3B	0.05248	0.061426	0.071258	0.054635	0.044465	0.045504	0.068147	0.053896	0.63401	0.043074	0.056272	0.057464	0.051354	0.069852	0.03464	0.051007	0.042293	0.036641	0.081857	0.030769	0.061751	0.060903	0.10576	0.054983	0.10406	0.04114	0.091573	0.061993	0.14323	0.044936	0.042547	0.048443	0.040228	0.044533	0.063897	0.050772	0.064318	0.07296
