Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM159PT	SUM185PE	SUM52PE	T47D	UACC812	ZR7530
Meth__cg16993794__SLC2A11	0.066481	0.056244	0.083104	0.057858	0.086759	0.14088	0.070861	0.1128	0.059645	0.071875	0.050197	0.053681	0.15003	0.044003	0.061133	0.054135	0.046044	0.058321	0.037633	0.062882	0.069924	0.10497	0.058534	0.042511	0.80249	0.059387	0.074992	0.064291	0.1294	0.057968	0.2531	0.1857	0.040111	0.12148	0.062665	0.20602
Meth__cg01350700__DCXR	0.017512	0.023868	0.037673	0.017823	0.018342	0.023742	0.02496	0.012907	0.032339	0.02059	0.031196	0.071721	0.048084	0.014805	0.030335	0.018729	0.016504	0.082699	0.014738	0.021683	0.023078	0.021832	0.32822	0.025189	0.052971	0.032196	0.055441	0.055879	0.02877	0.016837	0.029038	0.023648	0.023337	0.11953	0.024475	0.044669
Meth__cg21481775__NKX3-1	0.043856	0.039125	0.051629	0.25453	0.48554	0.67843	0.93062	0.89151	0.061327	0.1837	0.2918	0.064181	0.11223	0.042294	0.095406	0.33776	0.10485	0.090817	0.17291	0.54236	0.15081	0.2734	0.31131	0.11558	0.21665	0.053634	0.074402	0.63409	0.061882	0.15659	0.17936	0.13184	0.76265	0.081572	0.065306	0.33702
Meth__cg18902090__PCDHAC1	0.49982	0.023113	0.031358	0.96224	0.60704	0.022709	0.51346	0.077536	0.018075	0.018725	0.026515	0.023254	0.032571	0.53116	0.15072	0.019143	0.026846	0.028291	0.19569	0.97266	0.71883	0.022225	0.028379	0.018412	0.79821	0.5787	0.043878	0.041495	0.022022	0.024402	0.58983	0.010517	0.71235	0.39972	0.021062	0.61835
Meth__cg03664992__BMP8A	0.61374	0.15569	0.67794	0.54605	0.48646	0.89652	0.70167	0.28086	0.20592	0.086644	0.9261	0.14921	0.1892	0.17151	0.22772	0.12724	0.25231	0.15195	0.55644	0.10905	0.19849	0.20692	0.16468	0.77108	0.80191	0.48436	0.098495	0.90728	0.1819	0.10866	0.50547	0.066111	0.30056	0.25774	0.47746	0.1786
Meth__cg23844090__TMEM42	0.090696	0.69935	0.066568	0.05628	0.031806	0.76364	0.066152	0.042687	0.029409	0.0646	0.068975	0.055139	0.080315	0.025485	0.04667	0.038488	0.042508	0.069214	0.040406	0.04052	0.066286	0.033632	0.085029	0.043729	0.063539	0.64756	0.079112	0.080647	0.060089	0.035375	0.19061	0.049747	0.04614	0.70236	0.055303	0.073984
Meth__cg19258882__ERBB3	0.039942	0.036267	0.053322	0.063007	0.066172	0.13329	0.047175	0.056798	0.04483	0.071361	0.046058	0.17765	0.071405	0.026029	0.040339	0.076534	0.088053	0.031152	0.14355	0.06331	0.03822	0.37777	0.065654	0.041971	0.12185	0.038808	0.038691	0.051876	0.044444	0.068946	0.42133	0.053701	0.037677	0.060111	0.049906	0.08142
Meth__cg21250296__HIST1H2BB	0.056895	0.070168	0.92117	0.18294	0.94592	0.67147	0.93446	0.92246	0.92662	0.93425	0.8587	0.21955	0.84296	0.94678	0.83035	0.089247	0.040237	0.19273	0.037412	0.92069	0.67726	0.54698	0.14713	0.067653	0.13652	0.90735	0.098776	0.11472	0.070199	0.92162	0.30192	0.11489	0.93752	0.39768	0.91118	0.14961
Meth__cg24358465__HIST1H2AG	0.047799	0.019637	0.065586	0.033708	0.91227	0.024192	0.86877	0.039513	0.025315	0.98345	0.06696	0.040009	0.078318	0.99088	0.036839	0.026458	0.016321	0.037636	0.027891	0.026439	0.036141	0.037061	0.033947	0.035739	0.055669	0.040663	0.07291	0.052465	0.077364	0.018767	0.058729	0.057862	0.7382	0.94992	0.040383	0.072032
Meth__cg20391984__CAMK2D	0.31612	0.028408	0.031847	0.030098	0.020729	0.024807	0.034464	0.021948	0.028296	0.032705	0.029536	0.019297	0.43931	0.034353	0.13774	0.89283	0.035156	0.073202	0.03037	0.046631	0.032361	0.47952	0.028362	0.026035	0.04983	0.028915	0.066062	0.097034	0.034294	0.030402	0.02238	0.031635	0.03442	0.057846	0.031789	0.072248
Meth__cg18279742__RPS2	0.12967	0.11675	0.070151	0.41185	0.2528	0.41985	0.084977	0.34238	0.16345	0.12904	0.033473	0.87728	0.16553	0.2395	0.19013	0.095382	0.15831	0.33494	0.54119	0.076029	0.035572	0.37749	0.36558	0.31727	0.17222	0.44293	0.11949	0.061158	0.14694	0.06356	0.40948	0.079331	0.046995	0.05274	0.153	0.33624
Meth__cg01602416__GCSH	0.024711	0.015045	0.015778	0.041507	0.016048	0.013604	0.014449	0.64372	0.015932	0.020932	0.019197	0.011611	0.02963	0.01755	0.01576	0.017673	0.015161	0.02105	0.018504	0.022848	0.018671	0.030809	0.032675	0.026868	0.022022	0.0186	0.015562	0.040066	0.022888	0.024033	0.039745	0.012558	0.013124	0.015108	0.019089	0.036957
Meth__cg04270835__SLC17A6	0.72735	0.047796	0.56461	0.17303	0.060458	0.11083	0.16228	0.86225	0.045765	0.076011	0.45342	0.51515	0.25741	0.050529	0.069718	0.057775	0.10143	0.21914	0.067877	0.052705	0.067169	0.52224	0.11435	0.080778	0.16529	0.088911	0.1276	0.47215	0.12971	0.051659	0.04638	0.066392	0.13799	0.21193	0.10759	0.33819
Meth__cg15800421__CCR10	0.063282	0.68288	0.13441	0.54481	0.087386	0.047359	0.41267	0.047096	0.049716	0.061213	0.072406	0.52434	0.67607	0.80753	0.14902	0.6879	0.088762	0.10737	0.057732	0.85728	0.83672	0.24756	0.53769	0.308	0.077042	0.82966	0.073465	0.58134	0.55084	0.054517	0.070508	0.33343	0.66671	0.12519	0.15676	0.2834
Meth__cg19764407__CDKN2B	0.064621	0.048487	0.3241	0.086972	0.049597	0.055226	0.057417	0.045894	0.041258	0.047717	0.040945	0.046558	0.11352	0.041602	0.04589	0.042151	0.28455	0.11485	0.05587	0.05026	0.073166	0.04883	0.050618	0.038592	0.42566	0.093451	0.12123	0.11676	0.075169	0.23922	0.11861	0.059073	0.0421	0.08148	0.055522	0.070457
Meth__cg12920798__MGC4093	0.048056	0.044558	0.25099	0.05989	0.040139	0.038613	0.058589	0.035438	0.048553	0.052086	0.058841	0.062374	0.061759	0.039929	0.052057	0.041184	0.041687	0.16888	0.036092	0.03356	0.047421	0.048075	0.070231	0.056931	0.075983	0.21387	0.078277	0.099981	0.098574	0.046703	0.054739	0.039756	0.05988	0.25023	0.048868	0.63365
Meth__cg07195282__ZNF563	0.040773	0.04788	0.056727	0.039248	0.046602	0.039055	0.055098	0.60003	0.03536	0.053606	0.045095	0.062099	0.10288	0.029161	0.042814	0.039505	0.044003	0.047051	0.027836	0.026107	0.18085	0.048016	0.042654	0.039537	0.51826	0.052796	0.080396	0.53941	0.060159	0.045683	0.041135	0.039769	0.049895	0.061636	0.052991	0.094094
Meth__cg04155026__TSNAXIP1	0.10388	0.067447	0.16913	0.56318	0.047959	0.054611	0.076837	0.065631	0.077263	0.052243	0.078391	0.29028	0.1948	0.038116	0.063748	0.080033	0.049404	0.072653	0.078313	0.05776	0.059104	0.089919	0.14358	0.061784	0.28555	0.060639	0.098941	0.18216	0.11615	0.050159	0.082874	0.095296	0.072901	0.14567	0.088805	0.14766
Meth__cg12315302__HIST1H4D	0.11961	0.8636	0.69353	0.089825	0.86715	0.88415	0.30182	0.84254	0.51423	0.82262	0.44584	0.098472	0.8251	0.94066	0.58387	0.079524	0.065189	0.21655	0.096731	0.38634	0.1348	0.12772	0.094028	0.086672	0.76684	0.1398	0.20836	0.18153	0.81217	0.040789	0.080482	0.86197	0.58445	0.17404	0.090053	0.10684
Meth__cg26309134__ZNF542	0.98222	0.019986	0.038682	0.9819	0.032272	0.54365	0.98064	0.97477	0.031371	0.028213	0.98064	0.36279	0.89469	0.63587	0.029665	0.88318	0.029058	0.11529	0.22461	0.98613	0.98058	0.02782	0.55875	0.022947	0.96333	0.59054	0.11555	0.94905	0.036343	0.021331	0.66275	0.017876	0.95729	0.078386	0.033802	0.97352
Meth__cg00243313__IRX4	0.029184	0.023705	0.1173	0.027316	0.017799	0.78009	0.038015	0.93953	0.13974	0.025441	0.026216	0.030656	0.40097	0.056494	0.1059	0.68599	0.023674	0.090337	0.052295	0.026314	0.028003	0.32311	0.2733	0.022879	0.75008	0.039598	0.048514	0.62835	0.051565	0.029355	0.085462	0.021158	0.25412	0.033346	0.036342	0.69905
Meth__cg00311768__TSTA3	0.086867	0.19853	0.6503	0.70767	0.3596	0.66789	0.3497	0.67668	0.21182	0.77743	0.071736	0.86943	0.36088	0.76123	0.24303	0.3347	0.5905	0.13027	0.081038	0.42845	0.43043	0.18172	0.8973	0.7883	0.78983	0.74237	0.16358	0.14426	0.51164	0.081686	0.11472	0.36966	0.11911	0.13438	0.85424	0.52912
Meth__cg25026754__PDCD7	0.019348	0.013965	0.018205	0.020031	0.019284	0.014647	0.022222	0.024172	0.01423	0.015008	0.015489	0.04258	0.030036	0.01493	0.018235	0.012272	0.010201	0.045185	0.014291	0.015108	0.01568	0.017099	0.024003	0.019472	0.027182	0.023812	0.048406	0.035336	0.037709	0.019379	0.019767	0.010518	0.010211	0.059004	0.015467	0.041154
Meth__cg07480567__HS3ST3A1	0.95241	0.04934	0.95865	0.049905	0.039264	0.9366	0.058157	0.96541	0.44564	0.14752	0.69029	0.24425	0.49001	0.71258	0.56751	0.43373	0.046039	0.11559	0.024327	0.13597	0.096806	0.041611	0.035698	0.71093	0.85978	0.063467	0.070618	0.93504	0.067335	0.61525	0.036432	0.027784	0.24759	0.42382	0.10777	0.92347
Meth__cg05119831__PTPRN2	0.045455	0.034082	0.042972	0.046739	0.028306	0.034187	0.052998	0.20662	0.056729	0.043657	0.88893	0.3516	0.54415	0.029393	0.047661	0.026589	0.17203	0.080396	0.092072	0.022163	0.04181	0.049828	0.059299	0.027966	0.81633	0.307	0.06508	0.84034	0.068828	0.029173	0.045982	0.041089	0.068402	0.10254	0.071217	0.83173
Meth__cg10866709__GATA4	0.45871	0.043783	0.06302	0.056188	0.0752	0.35694	0.14093	0.81664	0.21812	0.067593	0.38389	0.61877	0.62713	0.056437	0.18869	0.49169	0.3312	0.13381	0.03727	0.74907	0.61824	0.82634	0.68339	0.72309	0.4081	0.45379	0.083485	0.13652	0.080931	0.05527	0.054588	0.18263	0.15604	0.55136	0.68927	0.5927
Meth__cg16606638__GALNT4	0.079436	0.077319	0.84126	0.1819	0.083024	0.35414	0.22825	0.61832	0.87066	0.067714	0.074178	0.10135	0.16967	0.079571	0.6225	0.15194	0.0622	0.098831	0.09075	0.29373	0.10298	0.15985	0.46921	0.17438	0.68167	0.1583	0.090167	0.25429	0.079357	0.055393	0.80166	0.35094	0.064234	0.21955	0.53753	0.112
Meth__cg21435394__NUDT14	0.053198	0.03659	0.081638	0.044264	0.040297	0.43765	0.03896	0.039099	0.044398	0.048601	0.73001	0.074106	0.076486	0.040022	0.048143	0.071687	0.10906	0.07121	0.090569	0.029818	0.044391	0.037443	0.15996	0.037145	0.31981	0.039839	0.10371	0.074693	0.13171	0.27516	0.39084	0.053785	0.033624	0.091908	0.045847	0.080606
Meth__cg25499099__TNK1	0.032652	0.027856	0.031586	0.037242	0.035071	0.76598	0.049258	0.05389	0.035219	0.044526	0.031275	0.0359	0.077447	0.034978	0.037565	0.040279	0.038973	0.13487	0.040545	0.045809	0.033799	0.052589	0.6178	0.030299	0.31613	0.03894	0.06104	0.082882	0.04794	0.14134	0.046693	0.024566	0.02888	0.043149	0.043687	0.097404
Meth__cg07103493__SLC27A6	0.12742	0.039827	0.76007	0.066102	0.037818	0.77589	0.4841	0.37388	0.05482	0.040525	0.11641	0.069084	0.21351	0.021769	0.091951	0.031826	0.053556	0.18692	0.044589	0.042318	0.055946	0.16537	0.088848	0.046461	0.91009	0.54444	0.099343	0.89868	0.067811	0.042018	0.099857	0.51965	0.56352	0.29719	0.042921	0.097054
Meth__cg22467534__UNC13D	0.028104	0.024009	0.034866	0.045115	0.033378	0.85623	0.026172	0.022761	0.031211	0.03249	0.28489	0.074543	0.05725	0.027266	0.03538	0.026543	0.73111	0.048273	0.38167	0.034283	0.03045	0.26288	0.39674	0.02613	0.053993	0.098107	0.032016	0.046201	0.0431	0.036845	0.034825	0.024677	0.018774	0.042973	0.040384	0.036844
Meth__cg10770529__ZNF274	0.38204	0.016856	0.031483	0.13648	0.022882	0.019331	0.024351	0.019845	0.017972	0.026513	0.054063	0.013897	0.036405	0.43078	0.020852	0.032254	0.015861	0.030279	0.01615	0.050586	0.16667	0.020191	0.045724	0.023506	0.026176	0.15435	0.03086	0.033598	0.040006	0.024504	0.018697	0.020368	0.033969	0.031726	0.028358	0.71806
Meth__cg15840658__APBA1	0.074204	0.080116	0.080893	0.057326	0.048096	0.60417	0.081125	0.093471	0.028194	0.041468	0.044829	0.038062	0.11331	0.031751	0.045738	0.046519	0.077648	0.074681	0.031839	0.037431	0.059179	0.06317	0.066227	0.043651	0.44059	0.066217	0.062682	0.11808	0.1106	0.037689	0.049747	0.10303	0.093522	0.064953	0.042235	0.094875
Meth__cg00565075__EIF3S6IP	0.16894	0.045324	0.059138	0.16582	0.24645	0.38969	0.10767	0.059248	0.45149	0.075235	0.047376	0.30563	0.081729	0.043672	0.38618	0.15835	0.19964	0.10753	0.08944	0.043929	0.048825	0.26731	0.048602	0.38062	0.31292	0.49642	0.14972	0.40806	0.07376	0.048957	0.12692	0.26038	0.1817	0.0745	0.098402	0.16307
Meth__cg15375239__SPINT2	0.020475	0.018406	0.021685	0.023529	0.024231	0.98229	0.026117	0.027092	0.017962	0.022806	0.020587	0.021064	0.034616	0.0105	0.025887	0.019327	0.03509	0.04637	0.809	0.011624	0.020801	0.020753	0.64301	0.01756	0.062814	0.022218	0.052746	0.058078	0.02872	0.023536	0.21358	0.017346	0.020768	0.046975	0.028818	0.046383
Meth__cg10266188__TXLNA	0.04761	0.082286	0.097312	0.083199	0.066299	0.13035	0.056483	0.72566	0.055712	0.080783	0.073905	0.054524	0.09497	0.051785	0.092946	0.044714	0.061162	0.14812	0.045734	0.059011	0.069685	0.068795	0.1454	0.063187	0.17618	0.069527	0.065581	0.074622	0.086134	0.045113	0.056912	0.054299	0.04027	0.14774	0.055167	0.16494
Meth__cg05628549__PRKCDBP	0.96622	0.16524	0.25258	0.97629	0.95506	0.49809	0.95208	0.033661	0.08577	0.95679	0.046064	0.12535	0.92706	0.19141	0.17949	0.10098	0.03508	0.16353	0.035199	0.9726	0.95186	0.92398	0.10358	0.59688	0.047314	0.96435	0.18426	0.92927	0.18792	0.040717	0.047584	0.5329	0.97579	0.77639	0.97006	0.70464
Meth__cg03764161__FAM111A	0.03342	0.023488	0.040449	0.57836	0.05784	0.024353	0.15412	0.058123	0.90197	0.030604	0.63463	0.032234	0.071645	0.039107	0.87918	0.66654	0.03236	0.084154	0.027831	0.052011	0.06774	0.02938	0.067441	0.055832	0.11047	0.043981	0.032231	0.050906	0.051433	0.045358	0.050562	0.040831	0.046458	0.08825	0.048206	0.12404
Meth__cg06071083__SLC12A4	0.04084	0.039895	0.063592	0.29418	0.065095	0.029434	0.47459	0.050396	0.027879	0.042738	0.04694	0.035931	0.055816	0.045701	0.04389	0.032262	0.068591	0.061526	0.022293	0.93706	0.46124	0.16002	0.039149	0.033962	0.066589	0.043282	0.074287	0.10657	0.050756	0.033651	0.034251	0.031213	0.82787	0.071167	0.038698	0.26286
Meth__cg16367232__UTP14A	0.099847	0.10033	0.066685	0.15374	0.061349	0.053056	0.13772	0.11181	0.073593	0.059166	0.10822	0.071584	0.1622	0.079649	0.072659	0.077269	0.18487	0.13799	0.089839	0.10324	0.070725	0.083504	0.053373	0.36961	0.1254	0.14982	0.16446	0.21605	0.22214	0.085171	0.086541	0.091531	0.051773	0.18529	0.51322	0.2677
Meth__cg16026550__SORL1	0.056447	0.039578	0.053877	0.0436	0.038748	0.6791	0.05928	0.054116	0.067544	0.048257	0.097678	0.035748	0.10044	0.032884	0.04903	0.038391	0.072768	0.11437	0.15953	0.055568	0.055496	0.052177	0.41061	0.039467	0.42793	0.051901	0.059507	0.12305	0.092417	0.05781	0.0872	0.045197	0.038439	0.073201	0.045545	0.10428
Meth__cg01851399__PKP2	0.054199	0.037204	0.056183	0.050078	0.030731	0.85238	0.044428	0.032354	0.063067	0.06194	0.047875	0.11162	0.15477	0.041352	0.065593	0.047652	0.26211	0.10894	0.56663	0.034991	0.043366	0.040078	0.18541	0.040408	0.064107	0.052345	0.070875	0.072304	0.092886	0.068659	0.26088	0.036256	0.076885	0.06226	0.06128	0.1691
Meth__cg02829654__LYST	0.049142	0.085526	0.048445	0.142	0.058576	0.057669	0.074197	0.068781	0.062955	0.089087	0.38344	0.053834	0.14276	0.036624	0.066425	0.070112	0.06677	0.074229	0.083692	0.16366	0.31778	0.7719	0.055514	0.66809	0.079086	0.10563	0.10185	0.111	0.10375	0.075113	0.087675	0.77864	0.16109	0.10942	0.15977	0.052452
Meth__cg24889366__GNG13	0.039695	0.034513	0.50619	0.040614	0.036974	0.55077	0.046729	0.60194	0.047528	0.045447	0.58631	0.10593	0.20493	0.049939	0.054546	0.85567	0.47782	0.094947	0.049739	0.049619	0.042227	0.040644	0.93341	0.16911	0.67336	0.16198	0.056211	0.24133	0.068439	0.077284	0.027971	0.029247	0.026613	0.073254	0.034775	0.12355
Meth__cg03792653__C20orf77	0.48782	0.037676	0.44147	0.17021	0.054524	0.60688	0.12165	0.20336	0.59466	0.33893	0.15164	0.060581	0.62618	0.047892	0.51761	0.086803	0.033413	0.11072	0.051034	0.090963	0.16611	0.064765	0.31915	0.21041	0.52786	0.44791	0.071765	0.10972	0.12634	0.036699	0.52527	0.10852	0.055395	0.14889	0.37144	0.26728
Meth__cg18923230__RPL10	0.62399	0.023554	0.021328	0.043631	0.4585	0.017375	0.031611	0.66507	0.020616	0.64124	0.016674	0.014774	0.053254	0.021324	0.025451	0.4007	0.47075	0.061184	0.03202	0.022993	0.022406	0.47886	0.51913	0.44733	0.046198	0.021166	0.03701	0.21221	0.037277	0.52014	0.41304	0.023544	0.12012	0.054411	0.63482	0.62395
Meth__cg06327515__PCDHB14	0.075312	0.026111	0.048989	0.57689	0.029439	0.91812	0.86716	0.93822	0.1955	0.035597	0.2735	0.15925	0.43971	0.40246	0.31705	0.89387	0.61693	0.75171	0.023639	0.87937	0.22219	0.2516	0.1339	0.9321	0.21208	0.4001	0.038897	0.10413	0.084431	0.035547	0.045798	0.82857	0.7445	0.16274	0.034697	0.05917
Meth__cg15626350__ESR1	0.07437	0.07743	0.90027	0.097128	0.11194	0.58569	0.10393	0.92222	0.34748	0.085668	0.67831	0.13583	0.88983	0.197	0.34987	0.76134	0.08036	0.26272	0.35854	0.44655	0.23673	0.069348	0.62804	0.79459	0.86373	0.11172	0.13037	0.26032	0.10278	0.06994	0.086759	0.90854	0.88737	0.20269	0.074428	0.39474
Meth__cg08084415__ZNF507	0.082636	0.068458	0.45299	0.077309	0.054638	0.061517	0.07384	0.12251	0.045543	0.063874	0.10262	0.052417	0.098779	0.037678	0.075978	0.04807	0.072351	0.14358	0.052396	0.043153	0.087837	0.072328	0.10317	0.050415	0.11746	0.085658	0.098204	0.12779	0.09845	0.071537	0.073119	0.064627	0.044169	0.24334	0.062625	0.080038
Meth__cg16689634__CYP4X1	0.070387	0.34942	0.90516	0.088826	0.050963	0.85139	0.67648	0.13259	0.054591	0.046244	0.33599	0.41945	0.86428	0.041144	0.057633	0.49694	0.38524	0.12218	0.052548	0.8637	0.89911	0.9004	0.17075	0.14872	0.7006	0.87605	0.089983	0.79832	0.096832	0.06817	0.14902	0.51232	0.0523	0.13342	0.12545	0.27683
Meth__cg05129930__PFKL	0.040698	0.04635	0.068211	0.041504	0.023541	0.02814	0.060466	0.052034	0.065105	0.049373	0.056717	0.033628	0.088067	0.023849	0.039246	0.037499	0.032012	0.092128	0.024957	0.030328	0.048224	0.032836	0.42508	0.034668	0.06296	0.077358	0.085801	0.069282	0.063241	0.030726	0.035651	0.028076	0.020445	0.10347	0.035952	0.12425
Meth__cg25714610__FAM3A	0.51103	0.028242	0.044244	0.04454	0.42567	0.028866	0.042064	0.41045	0.029286	0.54132	0.032282	0.031669	0.046514	0.017091	0.036544	0.33893	0.43008	0.10526	0.031804	0.026648	0.040521	0.51783	0.02682	0.45397	0.078941	0.035214	0.089437	0.25158	0.057009	0.40951	0.41894	0.023199	0.31019	0.064279	0.57711	0.49919
Meth__cg01200177__POLR2D	0.060931	0.050806	0.098505	0.079664	0.043129	0.27813	0.28154	0.048329	0.096625	0.0442	0.044153	0.24122	0.16511	0.038928	0.10032	0.19468	0.043278	0.096944	0.039129	0.049445	0.044259	0.094958	0.048878	0.090069	0.55282	0.26014	0.10013	0.081054	0.067018	0.046471	0.71277	0.29053	0.040626	0.11603	0.056833	0.10966
Meth__cg11565248__RPS6KA3	0.52333	0.059523	0.053685	0.077648	0.2153	0.025604	0.056253	0.030186	0.023487	0.083811	0.05273	0.42235	0.4507	0.75854	0.029827	0.024589	0.02602	0.25814	0.51615	0.021986	0.038924	0.55399	0.31585	0.47543	0.087549	0.45383	0.35763	0.68629	0.4211	0.51384	0.50042	0.52048	0.030005	0.16776	0.4552	0.65521
Meth__cg27610250__LOC91137	0.045864	0.046278	0.041793	0.13182	0.040755	0.030525	0.43446	0.33372	0.059882	0.078586	0.042254	0.060539	0.14461	0.046282	0.077449	0.067993	0.069131	0.0734	0.036194	0.13275	0.24945	0.037532	0.060848	0.031739	0.18168	0.042365	0.046972	0.33847	0.068406	0.031906	0.040359	0.038013	0.16449	0.073182	0.041103	0.082785
Meth__cg10493166__PTGS1	0.10139	0.077079	0.9177	0.91433	0.46191	0.40471	0.86684	0.87159	0.14597	0.32525	0.72182	0.37002	0.79912	0.22207	0.1744	0.70457	0.11018	0.21985	0.073798	0.80707	0.86226	0.8947	0.73014	0.10879	0.19746	0.65941	0.15295	0.75927	0.13616	0.078075	0.080817	0.64502	0.72536	0.081468	0.70643	0.6709
Meth__cg14740251__SIGLEC5	0.79701	0.093654	0.54762	0.93704	0.91011	0.1081	0.92452	0.59587	0.041879	0.44018	0.45245	0.83654	0.39691	0.775	0.077311	0.3903	0.17344	0.16699	0.044126	0.9353	0.82046	0.89298	0.10084	0.89483	0.12308	0.89649	0.14224	0.63471	0.40478	0.063123	0.060008	0.64923	0.89858	0.26178	0.85506	0.23979
Meth__cg01351032__CIITA	0.23036	0.035263	0.65349	0.88831	0.83047	0.19094	0.66493	0.44094	0.097579	0.8078	0.71716	0.50665	0.76741	0.06288	0.10176	0.43738	0.2345	0.1102	0.029429	0.42772	0.69627	0.67229	0.85056	0.61083	0.13443	0.6677	0.062677	0.21416	0.088222	0.035311	0.047863	0.88051	0.78325	0.46102	0.86145	0.30787
Meth__cg17029151__CHMP4C	0.043998	0.023853	0.025064	0.026945	0.021738	0.93665	0.024981	0.028814	0.024399	0.024928	0.018795	0.028326	0.037785	0.015375	0.022382	0.026188	0.022147	0.049462	0.2206	0.025257	0.024798	0.019098	0.26419	0.022533	0.045173	0.026473	0.043819	0.047067	0.047204	0.07457	0.019132	0.02137	0.018501	0.022193	0.023467	0.059997
Meth__cg15271616__RUSC2	0.13098	0.49391	0.059176	0.9521	0.29554	0.04772	0.72587	0.024892	0.28476	0.087952	0.064239	0.17224	0.91622	0.97798	0.8458	0.054902	0.063948	0.075962	0.041457	0.94693	0.91038	0.046825	0.075623	0.53619	0.067387	0.96119	0.10173	0.9484	0.10792	0.054537	0.5604	0.97325	0.25968	0.14849	0.67134	0.93404
Meth__cg24302095__GRB10	0.06489	0.051205	0.091787	0.047546	0.029591	0.63873	0.050778	0.080556	0.030749	0.043046	0.04297	0.02527	0.092839	0.024899	0.045068	0.0607	0.038821	0.070095	0.035586	0.032112	0.055065	0.045298	0.075666	0.029679	0.11851	0.051284	0.12166	0.092344	0.086894	0.038223	0.038236	0.031696	0.038642	0.058417	0.057536	0.088792
Meth__cg04383012__PSMD1	0.05448	0.028037	0.058248	0.047933	0.031217	0.035098	0.045644	0.62455	0.030684	0.03161	0.045582	0.035566	0.064053	0.027056	0.041173	0.037476	0.037077	0.086499	0.026781	0.025942	0.063826	0.039097	0.041781	0.031748	0.097279	0.054328	0.1063	0.073586	0.071796	0.045107	0.029883	0.025521	0.029308	0.071248	0.040317	0.088642
Meth__cg11314684__AKT3	0.27401	0.061147	0.91953	0.66658	0.057193	0.89691	0.10636	0.12165	0.037263	0.089902	0.16762	0.14106	0.11191	0.045578	0.054893	0.078065	0.046884	0.098958	0.070976	0.057976	0.083675	0.07975	0.17948	0.45803	0.10866	0.08961	0.13039	0.11027	0.082789	0.065657	0.10105	0.38517	0.043773	0.13961	0.35915	0.097176
Meth__cg23808301__PLD2	0.064871	0.054505	0.080324	0.059931	0.051285	0.058958	0.08681	0.61245	0.05442	0.06357	0.057707	0.053611	0.076417	0.040722	0.064662	0.05467	0.060153	0.11513	0.04408	0.044035	0.073712	0.055329	0.067378	0.042654	0.11417	0.062394	0.071407	0.16898	0.1046	0.043741	0.065879	0.039647	0.053416	0.13802	0.055346	0.16606
Meth__cg06537829__UBB	0.067408	0.058119	0.057392	0.066688	0.093477	0.041226	0.080935	0.22713	0.086384	0.076394	0.065221	0.081127	0.09716	0.063423	0.080592	0.050394	0.28689	0.18559	0.05812	0.050884	0.06022	0.52088	0.050567	0.074014	0.098246	0.061873	0.13659	0.083237	0.14875	0.061622	0.066792	0.060078	0.064056	0.194	0.074063	0.30292
Meth__cg20769774__CYLD	0.068579	0.057231	0.046481	0.058532	0.070353	0.48758	0.059632	0.053802	0.046377	0.045749	0.046662	0.093455	0.12679	0.047087	0.059177	0.047732	0.043587	0.045247	0.068386	0.049424	0.051564	0.14866	0.053009	0.10675	0.09281	0.068624	0.1003	0.12652	0.06479	0.043957	0.042989	0.050618	0.044188	0.10424	0.083713	0.087058
Meth__cg06492206__SLC19A2	0.015928	0.017799	0.028456	0.014299	0.015846	0.017193	0.025053	0.021333	0.025507	0.033133	0.024449	0.010455	0.060577	0.018455	0.023424	0.019379	0.026623	0.037283	0.018285	0.017728	0.022567	0.021853	0.37325	0.020657	0.06409	0.038129	0.054957	0.0468	0.032733	0.022965	0.023699	0.015205	0.018643	0.054186	0.034374	0.029163
