Cell lines	600MPE	AU565	BT474	BT483	BT549	CAMA1	HCC1143	HCC1428	HCC1569	HCC1937	HCC1954	HCC3153	HCC38	HCC70	LY2	MCF7	MDAMB134VI	MDAMB175VII	MDAMB231	MDAMB361	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg09650985__SHKBP1	0.027873	0.030793	0.031373	0.022179	0.032622	0.034084	0.42802	0.03467	0.029223	0.014958	0.049226	0.028817	0.02268	0.083948	0.022366	0.028473	0.03192	0.025071	0.074357	0.029197	0.068333	0.074003	0.028994	0.022737	0.026105	0.042335	0.03481	0.02928	0.030052
Meth__cg16907514__KTN1	0.062643	0.055549	0.30321	0.0311	0.045527	0.067081	0.39093	0.044399	0.085962	0.29529	0.22282	0.083101	0.043391	0.22415	0.028123	0.047635	0.12465	0.09354	0.05494	0.68445	0.08804	0.091857	0.045062	0.048693	0.041424	0.095441	0.041155	0.065157	0.12529
Meth__cg07212894__SLC38A3	0.030135	0.032714	0.35343	0.41863	0.88295	0.05027	0.95157	0.032657	0.043102	0.30781	0.73062	0.54785	0.032773	0.035788	0.95029	0.61079	0.044515	0.085781	0.68475	0.057107	0.039259	0.074212	0.033644	0.025869	0.62746	0.061604	0.032439	0.25362	0.29665
Meth__cg04383012__PSMD1	0.05448	0.028037	0.047933	0.031217	0.035098	0.045644	0.62455	0.03161	0.045582	0.035566	0.064053	0.037476	0.037077	0.086499	0.025942	0.063826	0.039097	0.031748	0.097279	0.054328	0.073586	0.071796	0.045107	0.03983	0.029308	0.071248	0.040317	0.0396	0.052328
Meth__cg05429895__TLR4	0.82148	0.085859	0.92976	0.60637	0.8525	0.91777	0.23875	0.46294	0.81041	0.57857	0.17203	0.36166	0.55639	0.1223	0.25046	0.096661	0.94337	0.07425	0.13167	0.83904	0.90043	0.12244	0.095861	0.3595	0.78151	0.15867	0.10421	0.83125	0.89997
Meth__cg06186861__ZNF501	0.87074	0.049734	0.79956	0.054842	0.91917	0.89038	0.9266	0.077431	0.87701	0.15439	0.75688	0.068877	0.067059	0.10883	0.73613	0.46592	0.27569	0.066858	0.6073	0.44239	0.39256	0.07561	0.049744	0.088205	0.094812	0.11483	0.29549	0.089722	0.21957
Meth__cg19740287__MOSPD2	0.3725	0.042788	0.03702	0.039861	0.039583	0.046174	0.044521	0.057416	0.039902	0.29744	0.26435	0.032598	0.038206	0.15287	0.034805	0.038467	0.2302	0.38574	0.083881	0.34543	0.11613	0.07017	0.39066	0.037925	0.028505	0.042653	0.080052	0.048522	0.043892
RS_G4160__SMOC2__SMOC2	2.5762	4.2469	4.5958	4.7433	0	3.3104	3.7889	8.2683	0	0.79236	0	0	0.15482	0	2.3254	3.5263	3.534	3.7063	0	2.8666	0	0.20552	0	0.16283	0	1.5942	7.9173	6.6553	5.9139
Meth__cg22131172__LOC283487	0.046525	0.05402	0.24308	0.15422	0.041713	0.71134	0.069164	0.20643	0.35582	0.037018	0.058643	0.038838	0.040341	0.0905	0.065622	0.070385	0.054233	0.057734	0.099293	0.25047	0.083953	0.098312	0.050108	0.035361	0.59116	0.1119	0.077962	0.39586	0.54245
Meth__cg07947930__PRELP	0.071486	0.059942	0.049466	0.069864	0.3019	0.081853	0.10897	0.12068	0.17468	0.31818	0.50206	0.10712	0.30012	0.10647	0.057208	0.050774	0.11247	0.057294	0.303	0.1002	0.046347	0.17596	0.54051	0.10003	0.12723	0.13558	0.05361	0.098588	0.060339
Meth__cg05120641__CHAC1	0.032895	0.020787	0.03863	0.024981	0.022708	0.025641	0.02049	0.028775	0.028313	0.01516	0.044031	0.027988	0.020262	0.039524	0.026051	0.024992	0.021897	0.024404	0.039178	0.031712	0.031484	0.037276	0.025965	0.029197	0.022695	0.045118	0.036946	0.037574	0.52617
Meth__cg08069899__CCND2	0.18543	0.037618	0.051816	0.041886	0.73348	0.32492	0.97996	0.89761	0.96711	0.62489	0.35637	0.036762	0.070773	0.11005	0.78426	0.5727	0.64466	0.38823	0.77503	0.30048	0.87158	0.068334	0.034991	0.098896	0.23899	0.12661	0.5952	0.080063	0.058214
Meth__cg03852144__GLRX	0.82227	0.10375	0.86535	0.89732	0.89228	0.88177	0.82952	0.90034	0.82608	0.67557	0.22092	0.08067	0.081431	0.59895	0.66876	0.66304	0.90716	0.2533	0.1626	0.53707	0.81013	0.17963	0.053341	0.061656	0.88381	0.78284	0.89972	0.84125	0.89533
Meth__cg22262168__MOBKL2B	0.076765	0.050186	0.87165	0.75761	0.93481	0.051188	0.057356	0.052055	0.10308	0.067466	0.74048	0.29299	0.42388	0.10924	0.23305	0.72071	0.065676	0.19669	0.46382	0.075046	0.15805	0.10062	0.54466	0.071181	0.94521	0.071517	0.087631	0.2419	0.32209
Meth__cg17484237__HAVCR2	0.63833	0.081088	0.74405	0.52954	0.11758	0.3671	0.41091	0.44532	0.43285	0.13247	0.18948	0.2191	0.57787	0.12073	0.12313	0.16878	0.6839	0.83358	0.13044	0.10128	0.10566	0.11076	0.056558	0.089201	0.13574	0.29381	0.67924	0.54764	0.31167
Meth__cg04280480__PPARA	0.072396	0.16059	0.16131	0.031032	0.037632	0.39253	0.1055	0.03377	0.080602	0.035783	0.068855	0.036945	0.05133	0.090192	0.026337	0.074867	0.028168	0.11463	0.080328	0.76936	0.86933	0.068991	0.029113	0.021686	0.023378	0.085417	0.051012	0.030553	0.041038
Meth__cg23886551__TMEM121	0.032434	0.12241	0.53102	0.19857	0.97086	0.05927	0.51099	0.11176	0.040681	0.31296	0.72068	0.066373	0.076952	0.28899	0.47608	0.18176	0.069235	0.039734	0.91481	0.058185	0.17176	0.19794	0.033383	0.043951	0.085624	0.12741	0.039594	0.030503	0.051576
RS_G21575__AC073585.8__AC073585.8	3.8264	0	2.278	3.2495	3.6652	3.6842	0	3.6266	0	4.9089	3.2126	3.227	3.6645	3.961	2.1498	3.7007	0	0.704	2.0993	1.1956	2.5717	2.3436	1.2864	2.8635	10.4013	1.8729	1.8412	0	0
Meth__cg13397379__OR2C3	0.66172	0.017001	0.38944	0.048304	0.62305	0.58342	0.67434	0.030705	0.56886	0.79678	0.1192	0.48027	0.49497	0.048011	0.027299	0.031291	0.87857	0.52188	0.40912	0.056057	0.428	0.035371	0.066727	0.75452	0.074362	0.029918	0.05713	0.24402	0.26688
Meth__cg09715672__C10orf116	0.022985	0.022412	0.019293	0.02779	0.89494	0.021364	0.021224	0.018782	0.79714	0.46058	0.045859	0.25056	0.021548	0.041306	0.017205	0.49982	0.015164	0.019708	0.92727	0.020455	0.04907	0.045187	0.73479	0.019793	0.019836	0.044034	0.024902	0.021815	0.019921
Meth__cg22161476__FSTL5	0.90636	0.022068	0.66574	0.020224	0.61909	0.03125	0.89753	0.027152	0.11913	0.093417	0.057291	0.056675	0.083276	0.044672	0.014891	0.021166	0.19785	0.024464	0.33187	0.10485	0.73716	0.037443	0.019639	0.35734	0.026406	0.048183	0.021222	0.025821	0.01774
Meth__cg03290040__C22orf16	0.050099	0.17533	0.5778	0.4212	0.78635	0.20792	0.068607	0.17572	0.050638	0.055654	0.8053	0.68047	0.034276	0.073835	0.61869	0.73282	0.094015	0.29408	0.075812	0.12271	0.29831	0.11733	0.037115	0.026191	0.58544	0.26596	0.062335	0.34036	0.093061
Meth__cg22084611__SULF2	0.1557	0.23628	0.11632	0.11052	0.63757	0.16604	0.090641	0.14915	0.41924	0.18115	0.62204	0.957	0.11747	0.15196	0.15725	0.19297	0.29721	0.10134	0.80127	0.13597	0.26073	0.20807	0.13689	0.091125	0.90664	0.19212	0.14789	0.12099	0.11679
Meth__cg07705835__IL17RC	0.027339	0.047608	0.032915	0.034379	0.6562	0.030887	0.040031	0.026348	0.041265	0.072575	0.072148	0.083566	0.048208	0.050113	0.078344	0.13869	0.06828	0.087047	0.088575	0.039288	0.051338	0.075232	0.046941	0.053291	0.024896	0.06156	0.057762	0.04026	0.045433
Meth__cg07297178__CEACAM7	0.93413	0.07099	0.92683	0.92293	0.13652	0.72365	0.65363	0.58197	0.32097	0.74181	0.84277	0.1964	0.71908	0.15699	0.66484	0.73871	0.95039	0.95603	0.15198	0.90437	0.63241	0.073829	0.071536	0.060016	0.79838	0.13914	0.93678	0.9244	0.9148
Meth__cg05832051__MYADM	0.044796	0.72318	0.69065	0.87484	0.91558	0.68195	0.052831	0.93852	0.69816	0.86526	0.91183	0.087653	0.049161	0.12298	0.92858	0.68538	0.065162	0.055471	0.14735	0.56772	0.54178	0.42237	0.067185	0.15624	0.55966	0.20972	0.056816	0.37181	0.078359
Meth__cg13384396__ADCY5	0.14332	0.057912	0.63822	0.30418	0.94848	0.67683	0.37819	0.20764	0.94088	0.20773	0.37967	0.073813	0.13965	0.14367	0.13384	0.088711	0.18822	0.37673	0.89425	0.20917	0.89495	0.17818	0.082193	0.15098	0.63637	0.15996	0.080659	0.35072	0.27413
Meth__cg17801256__ZMYM4	0.054571	0.040847	0.045496	0.029904	0.036724	0.037984	0.028742	0.049982	0.037643	0.030868	0.10998	0.033578	0.03891	0.075575	0.034111	0.038913	0.040645	0.029551	0.10399	0.048755	0.071486	0.037708	0.031072	0.028005	0.023094	0.091225	0.048153	0.57386	0.56913
Meth__cg06185738__SLC17A6	0.096722	0.027128	0.062086	0.025008	0.050647	0.077487	0.85935	0.035328	0.31065	0.080685	0.077636	0.066409	0.48566	0.13622	0.040822	0.053949	0.89614	0.14529	0.055861	0.042259	0.86002	0.048231	0.032825	0.034096	0.049497	0.042089	0.032245	0.042905	0.23107
Meth__cg08810582__SLC35E3	0.1511	0.19763	0.26846	0.13107	0.39179	0.090246	0.28542	0.64055	0.097676	0.21985	0.31005	0.092352	0.095353	0.13699	0.2714	0.1328	0.67867	0.53463	0.21646	0.42754	0.35652	0.12589	0.04655	0.082939	0.12455	0.195	0.11702	0.64844	0.66408
Meth__cg13686115__PHYHIPL	0.87823	0.266	0.87216	0.81597	0.3286	0.88475	0.38135	0.04028	0.63881	0.11686	0.86765	0.05913	0.083431	0.059983	0.17714	0.50974	0.85595	0.52966	0.59936	0.67382	0.77454	0.37468	0.04963	0.061006	0.84401	0.3151	0.49789	0.84445	0.72581
Meth__cg08179907__RAB39	0.092283	0.10207	0.083156	0.06932	0.088462	0.080651	0.2345	0.083399	0.11079	0.053121	0.1227	0.072716	0.078826	0.13846	0.060045	0.084518	0.075509	0.072098	0.13246	0.093635	0.85352	0.08457	0.081595	0.096773	0.060788	0.094768	0.094275	0.08114	0.078433
Meth__cg23337289__ZNF513	0.040277	0.75614	0.059806	0.15338	0.068211	0.043468	0.18172	0.50619	0.47637	0.60548	0.26187	0.064087	0.44199	0.45369	0.88347	0.89337	0.047528	0.41025	0.37529	0.068388	0.076258	0.44435	0.037572	0.040695	0.73273	0.65745	0.05744	0.50416	0.47831
Meth__cg01468621__BRSK2	0.57394	0.028568	0.093284	0.037485	0.082828	0.048761	0.08727	0.038062	0.051694	0.06806	0.085702	0.057992	0.04699	0.083738	0.046441	0.043943	0.033318	0.2171	0.45293	0.096468	0.87873	0.059893	0.21903	0.32867	0.036537	0.11664	0.053532	0.039139	0.10934
Meth__cg10549973__UNQ9438	0.043119	0.85524	0.38549	0.39079	0.96303	0.17224	0.049704	0.064012	0.25604	0.74269	0.5033	0.16429	0.73013	0.099784	0.92228	0.066206	0.64772	0.44668	0.92402	0.57734	0.093897	0.13549	0.61132	0.58401	0.77996	0.10096	0.071578	0.49257	0.599
Meth__cg05860890__KCNV1	0.52731	0.50177	0.39202	0.050959	0.58349	0.8508	0.69867	0.62158	0.73457	0.4566	0.44474	0.42856	0.1315	0.10165	0.072019	0.070815	0.10124	0.05231	0.81575	0.071237	0.66476	0.56133	0.4184	0.48931	0.31433	0.12146	0.4123	0.52663	0.53564
Meth__cg01738359__RB1	0.051467	0.048716	0.069057	0.041831	0.053045	0.056799	0.047263	0.050775	0.051824	0.0253	0.11255	0.051501	0.04948	0.07689	0.039696	0.055284	0.05329	0.1931	0.086682	0.049596	0.096209	0.051862	0.055404	0.045578	0.04688	0.042734	0.052536	0.044099	0.051656
Meth__cg21309147__STAC2	0.67009	0.017656	0.71675	0.035909	0.94609	0.93404	0.98902	0.11861	0.035239	0.32278	0.97856	0.03623	0.033115	0.12033	0.73542	0.68138	0.55296	0.78552	0.96978	0.46409	0.9772	0.017772	0.091752	0.42266	0.92256	0.47003	0.84815	0.93415	0.97181
RS_G4882__NRP2__NRP2	0.9771	0.20883	0.35126	0.070484	5.1284	0	4.7753	0	6.9605	6.1647	1.8408	5.4395	6.3585	3.0381	0.93829	0.60902	2.8202	1.0506	4.1193	0.27601	0.53772	1.3656	9.3677	1.3344	2.2134	0.87418	0.047311	0	0.1009
Meth__cg02298008__RAB39B	0.15791	0.045931	0.93266	0.042213	0.078589	0.93239	0.36331	0.041493	0.93111	0.35221	0.9317	0.42699	0.52363	0.26662	0.03693	0.053385	0.47017	0.46933	0.89591	0.68902	0.91525	0.081628	0.10285	0.069743	0.95667	0.08483	0.54927	0.55151	0.053087
Meth__cg15911500__ERCC1	0.026427	0.023171	0.026662	0.015932	0.026057	0.033482	0.021475	0.027832	0.030527	0.014429	0.062968	0.022717	0.023284	0.058698	0.021377	0.027175	0.032181	0.018377	0.046999	0.029633	0.18119	0.039812	0.023737	0.023298	0.021302	0.051994	0.02905	0.02528	0.027288
RS_G18710__COL13A1__COL13A1	0	2.1135	0.55156	0.67347	0	0	4.4082	0.11673	0	2.5569	3.6181	1.4184	1.9099	0.34586	0.67246	0.62644	0.16907	3.7028	8.2297	0.038306	0	2.5261	0.52716	0.78937	1.5798	1.0734	1.5228	0.23092	0.83329
Meth__cg18630855__CEBPZ	0.035045	0.027175	0.042162	0.028061	0.033215	0.091294	0.32679	0.12257	0.040312	0.040333	0.041202	0.032798	0.022076	0.045624	0.036567	0.031182	0.038797	0.029386	0.17277	0.037151	0.13235	0.049783	0.040675	0.026923	0.026784	0.063402	0.035112	0.029094	0.039861
Meth__cg01784199__DNAJB4	0.13447	0.054732	0.13841	0.11821	0.053328	0.19156	0.099751	0.10862	0.098023	0.1241	0.13365	0.088118	0.059087	0.10141	0.096737	0.11214	0.11855	0.11153	0.067995	0.13864	0.12056	0.091346	0.046075	0.040579	0.070508	0.15591	0.098901	0.15849	0.097133
Meth__cg07536920__RORB	0.035781	0.028295	0.033542	0.031609	0.29402	0.041737	0.28528	0.05007	0.045113	0.25119	0.31998	0.055932	0.22938	0.082641	0.30114	0.05659	0.075448	0.045746	0.059564	0.031628	0.16958	0.10619	0.031482	0.031146	0.44076	0.083344	0.037481	0.032746	0.034001
Meth__cg01362183__MAP3K7IP2	0.071503	0.055937	0.065296	0.060538	0.063076	0.10514	0.074879	0.085371	0.061352	0.061639	0.063061	0.071814	0.065831	0.073821	0.051763	0.076394	0.58684	0.051788	0.12608	0.05782	0.13415	0.062813	0.049537	0.053187	0.067502	0.069598	0.0588	0.070673	0.066301
Meth__cg10981541__FAM57A	0.060126	0.55295	0.36413	0.27348	0.070353	0.15834	0.085296	0.49372	0.070695	0.081517	0.13524	0.075785	0.053462	0.10117	0.081615	0.072357	0.4798	0.42742	0.086747	0.30372	0.13714	0.17388	0.061224	0.061899	0.057661	0.14745	0.10238	0.25613	0.17757
Meth__cg17886028__CCND2	0.97212	0.03473	0.10841	0.072403	0.97275	0.76919	0.95762	0.88067	0.9672	0.90638	0.40668	0.024471	0.044103	0.15873	0.94811	0.96855	0.83914	0.94429	0.92644	0.48893	0.92841	0.062316	0.028007	0.50697	0.27157	0.15212	0.14042	0.53149	0.61664
Meth__cg05722552__NLGN1	0.077235	0.062436	0.86177	0.25377	0.29756	0.4849	0.79152	0.080921	0.17772	0.23223	0.6003	0.073643	0.044657	0.054617	0.07149	0.17325	0.81502	0.51795	0.082728	0.075348	0.54056	0.14586	0.050413	0.060362	0.064076	0.13204	0.11576	0.38554	0.75785
Meth__cg24387380__GABRA5	0.8703	0.098072	0.83515	0.055052	0.068296	0.7505	0.31692	0.17962	0.8	0.20725	0.11828	0.25162	0.16112	0.1326	0.4154	0.36815	0.34697	0.52588	0.10245	0.21664	0.20479	0.14851	0.29151	0.042511	0.18989	0.34483	0.43818	0.24836	0.35064
Meth__cg14409941__ADAMTS2	0.96119	0.032123	0.038249	0.031036	0.22597	0.81407	0.33908	0.053343	0.16776	0.024448	0.33071	0.032795	0.029032	0.095328	0.93831	0.94281	0.90534	0.96161	0.88275	0.52219	0.91943	0.051305	0.030017	0.030763	0.25959	0.050801	0.10587	0.035239	0.039681
Meth__cg20919133__MLL3	0.14321	0.036305	0.3591	0.033064	0.13057	0.31525	0.62305	0.041974	0.32357	0.094692	0.13201	0.060712	0.057195	0.071209	0.19461	0.27537	0.072127	0.35592	0.15724	0.10936	0.33383	0.2656	0.031092	0.041497	0.37536	0.20643	0.46952	0.24806	0.29715
Meth__cg06659128__TMLHE	0.14781	0.18596	0.059871	0.2368	0.048365	0.42966	0.55131	0.047611	0.051343	0.044203	0.073135	0.066249	0.32084	0.083865	0.038144	0.052428	0.22536	0.44761	0.27706	0.28572	0.30655	0.14783	0.056996	0.038613	0.52212	0.070456	0.47992	0.51227	0.47187
Meth__cg23652631__SPATA1	0.043695	0.031699	0.052689	0.044969	0.037999	0.10383	0.09725	0.056939	0.053471	0.56081	0.09493	0.035719	0.03562	0.071814	0.067517	0.040579	0.10329	0.065358	0.082831	0.057023	0.081725	0.042417	0.045494	0.039989	0.046796	0.12545	0.069976	0.063468	0.060888
RS_G9455__FEZ1__FEZ1	0.11989	0.25622	0.88065	0	0	0	2.4745	0.6851	2.2646	4.3227	2.9029	1.0831	3.6465	0.13447	4.9761	4.7184	0	0	0	0.33508	0	0	1.2689	0	0	6.2858	0.66453	0.95527	1.079
Meth__cg21656748__SCARB2	0.031107	0.095541	0.028895	0.034106	0.51956	0.030315	0.024849	0.043724	0.025575	0.070104	0.13929	0.036236	0.023733	0.040582	0.22914	0.065732	0.1199	0.02	0.08554	0.031255	0.09981	0.078633	0.021396	0.026959	0.035158	0.041299	0.032578	0.033102	0.034309
Meth__cg21087137__MGC26856	0.96582	0.040088	0.96307	0.83564	0.96193	0.87974	0.061552	0.05362	0.95567	0.077682	0.79779	0.88137	0.38072	0.91298	0.06827	0.09363	0.966	0.32478	0.60466	0.57463	0.93589	0.061564	0.056584	0.47603	0.97887	0.23798	0.96482	0.95073	0.96828
RS_G3861__SCGB2A2__SCGB2A2	13.9607	7.2469	8.4444	3.1721	0	5.1291	2.0737	7.7127	0	0.67662	0	0	0	0.75343	1.9939	2.7482	1.1297	9.2795	0	12.9283	1.2589	9.6874	0	0	11.1134	0	10.6074	14.5809	5.6558
Meth__cg11692477__SLC40A1	0.048483	0.040327	0.053757	0.03849	0.9403	0.051911	0.072823	0.040856	0.043068	0.14705	0.40328	0.22003	0.043313	0.09976	0.95555	0.94346	0.55951	0.03272	0.44822	0.044886	0.073284	0.10008	0.049784	0.043412	0.56936	0.062391	0.05364	0.041971	0.045313
Meth__cg04270835__SLC17A6	0.72735	0.047796	0.17303	0.060458	0.11083	0.16228	0.86225	0.076011	0.45342	0.51515	0.25741	0.057775	0.10143	0.21914	0.052705	0.067169	0.52224	0.080778	0.16529	0.088911	0.47215	0.12971	0.051659	0.12286	0.13799	0.21193	0.10759	0.060938	0.053164
RS_G3514__ACTA2__ACTA2	1.4899	0.17287	2.2023	3.075	12.7191	6.5566	1.9507	1.9902	4.283	4.8169	3.5235	12.9136	9.2125	4.7159	8.823	4.6158	0	6.0772	3.4109	1.6547	2.3654	0	8.7349	3.9007	4.4277	7.0622	4.8706	4.7747	5.8747
Meth__cg24770649__KIAA1539	0.052142	0.056063	0.37885	0.049624	0.047844	0.058857	0.04205	0.058435	0.05259	0.066278	0.091285	0.04949	0.0429	0.039567	0.041668	0.041218	0.057471	0.04835	0.059359	0.063115	0.074984	0.070331	0.039794	0.06665	0.051801	0.041515	0.058949	0.058283	0.081848
RS_G21773__GPRIN2__GPRIN2	4.0001	8.3744	0	1.3437	0	0	5.3082	0	0.23152	5.4473	3.7981	5.982	5.0614	3.6002	0.65392	0	0	6.6664	0	0.065818	0	7.0097	0	6.2273	0.27671	4.0222	0.54066	0	0.18814
Meth__cg10667970__FBXO6	0.058371	0.072257	0.20859	0.3307	0.50411	0.06959	0.31045	0.20828	0.079133	0.34427	0.31286	0.88446	0.13604	0.08631	0.088949	0.097183	0.38081	0.12278	0.29539	0.079804	0.17173	0.32646	0.18607	0.04686	0.060424	0.14501	0.11089	0.075027	0.047632
Meth__cg10488476__ITGA3	0.053344	0.056863	0.081078	0.033411	0.030552	0.054479	0.073514	0.035012	0.65491	0.025941	0.051394	0.037411	0.036754	0.09571	0.02949	0.068031	0.039007	0.025189	0.075352	0.053343	0.11986	0.045042	0.034409	0.038963	0.027608	0.098049	0.043829	0.033792	0.035222
Meth__cg17686885__TOM1L1	0.040621	0.50217	0.2265	0.091196	0.64305	0.059217	0.61575	0.062885	0.30154	0.62502	0.84488	0.32774	0.07878	0.17543	0.37578	0.17563	0.23286	0.17762	0.5	0.070471	0.062608	0.31996	0.039205	0.44549	0.68656	0.13697	0.072017	0.23937	0.12526
Meth__cg02629761__PTPN21	0.063916	0.053683	0.0836	0.069259	0.05312	0.070644	0.088963	0.060039	0.06182	0.04812	0.098301	0.053048	0.082241	0.10917	0.060401	0.071112	0.69624	0.077958	0.072629	0.068926	0.55727	0.08245	0.058349	0.052483	0.052771	0.074488	0.07477	0.067814	0.074807
Meth__cg11483915__SLC40A1	0.04591	0.034868	0.0403	0.043431	0.931	0.052955	0.10827	0.046828	0.043951	0.40902	0.26562	0.91051	0.0467	0.066902	0.92625	0.94573	0.68904	0.047566	0.41606	0.043303	0.078853	0.045952	0.31153	0.19438	0.41378	0.13875	0.050207	0.048421	0.039854
RS_G16432__C1orf64__C1orf64	7.5817	5.6156	7.5603	5.6306	0	3.097	0.1454	1.8555	0.21876	0.25555	0.15475	0	0.16111	0.15095	0.63111	0.17079	1.6817	2.3787	0	6.8421	1.2505	8.026	0	0.46451	0.096899	2.7013	7.8181	6.8627	5.9547
Meth__cg06878726__RBM19	0.046305	0.032562	0.045017	0.037802	0.042053	0.047888	0.45802	0.041037	0.046964	0.073207	0.086091	0.037226	0.03169	0.10283	0.031274	0.043205	0.034155	0.040409	0.10271	0.044874	0.086341	0.11803	0.043436	0.059459	0.041147	0.085238	0.04746	0.053842	0.051741
Meth__cg22451189__MRPS22	0.039479	0.016731	0.030273	0.019002	0.018868	0.032239	0.24209	0.02774	0.032585	0.031065	0.055261	0.02388	0.016763	0.025478	0.023714	0.029394	0.022323	0.023076	0.10465	0.028125	0.034134	0.027572	0.025239	0.021799	0.028977	0.044115	0.035052	0.036899	0.024764
Meth__cg07033083__NSUN5C	0.096948	0.015998	0.055129	0.02405	0.14093	0.022408	0.24338	0.023407	0.21729	0.06594	0.10433	0.038041	0.069707	0.0935	0.018165	0.044791	0.045916	0.1227	0.23847	0.11513	0.026985	0.022702	0.039464	0.086762	0.015979	0.019928	0.017454	0.055679	0.021481
Meth__cg14659547__RETNLB	0.58939	0.021369	0.70305	0.35293	0.096213	0.81046	0.52464	0.70484	0.63172	0.74275	0.19347	0.7646	0.52676	0.05622	0.29089	0.40545	0.030775	0.5421	0.34283	0.36048	0.59846	0.072526	0.44037	0.82077	0.04139	0.1591	0.045689	0.67817	0.59481
Meth__cg20492869__TAF1A	0.0722	0.06426	0.063656	0.068955	0.057863	0.076222	0.053352	0.069888	0.35786	0.03393	0.11541	0.060358	0.059632	0.085323	0.065764	0.056517	0.54677	0.075085	0.084649	0.06688	0.1259	0.092959	0.063389	0.06647	0.06956	0.17434	0.068564	0.066838	0.075189
Meth__cg00133909__CD276	0.033795	0.024156	0.020646	0.031425	0.023777	0.036345	0.042321	0.037971	0.029313	0.017409	0.039555	0.02744	0.023148	0.043684	0.027412	0.027085	0.027328	0.026023	0.048671	0.040354	0.21202	0.091403	0.022466	0.021447	0.015214	0.14571	0.032712	0.033328	0.033494
Meth__cg16632715__HOXD11	0.95203	0.33728	0.81954	0.37255	0.9606	0.95826	0.92378	0.049872	0.17427	0.11438	0.10019	0.29829	0.27507	0.11581	0.59378	0.75352	0.874	0.9605	0.89375	0.44406	0.9199	0.87117	0.048024	0.049211	0.42565	0.36151	0.46403	0.9529	0.95176
Meth__cg09879797__WSB2	0.038556	0.92934	0.045358	0.64327	0.93045	0.32492	0.067861	0.67872	0.057092	0.054674	0.4432	0.92432	0.091981	0.084538	0.067697	0.052708	0.36056	0.10719	0.06577	0.05293	0.092605	0.80566	0.73981	0.042878	0.042223	0.11726	0.059885	0.050187	0.91236
Meth__cg18380975__C6orf1	0.05794	0.048356	0.053366	0.046387	0.039701	0.072153	0.068258	0.049084	0.063368	0.10044	0.075109	0.037296	0.034606	0.18725	0.050579	0.05906	0.05824	0.054127	0.082203	0.066355	0.098345	0.05383	0.037661	0.055594	0.034611	0.098103	0.043288	0.046576	0.052354
Meth__cg14453641__AGL	0.054659	0.030692	0.065986	0.048256	0.027912	0.025018	0.030164	0.059048	0.046466	0.021413	0.083241	0.042902	0.018368	0.060105	0.037319	0.060577	0.47365	0.056996	0.065539	0.044834	0.15776	0.055275	0.026357	0.029709	0.039437	0.14735	0.065145	0.062597	0.058963
Meth__cg20097268__HBXIP	0.056514	0.028634	0.061695	0.027912	0.19445	0.034408	0.031198	0.10288	0.036094	0.038601	0.064172	0.035219	0.023096	0.034645	0.073171	0.033548	0.082111	0.046708	0.071905	0.037955	0.082169	0.046019	0.02797	0.035373	0.030287	0.045536	0.051273	0.047724	0.048083
Meth__cg06990298__RASD1	0.16935	0.59848	0.20005	0.040446	0.52601	0.080338	0.53076	0.038491	0.26243	0.67391	0.48191	0.68633	0.12012	0.20429	0.051682	0.14272	0.086187	0.031127	0.063649	0.0672	0.56454	0.27222	0.41792	0.034365	0.035738	0.71494	0.04168	0.0408	0.42476
Meth__cg14562990__LDOC1	0.50337	0.066028	0.85233	0.14709	0.056595	0.04771	0.62558	0.57322	0.056012	0.09205	0.18898	0.074678	0.56705	0.16494	0.074427	0.055266	0.55681	0.51694	0.53059	0.17417	0.40299	0.08048	0.22996	0.039003	0.47393	0.10824	0.61579	0.36231	0.06615
Meth__cg15572787__RTDR1	0.031867	0.025735	0.035472	0.031032	0.95346	0.029957	0.025965	0.038486	0.10515	0.33155	0.41423	0.12852	0.0809	0.05818	0.033938	0.058088	0.028285	0.024264	0.061173	0.037643	0.054608	0.073011	0.027211	0.033738	0.21142	0.069988	0.028413	0.047616	0.17593
Meth__cg09076077__FLJ33860	0.9135	0.095383	0.88458	0.64237	0.20871	0.74994	0.9471	0.6525	0.89522	0.80475	0.78764	0.58229	0.62779	0.19752	0.28591	0.67228	0.89346	0.94333	0.17611	0.71059	0.91126	0.092322	0.049679	0.040029	0.84222	0.073372	0.93637	0.086513	0.0558
Meth__cg19668255__LOC81558	0.039429	0.078713	0.051171	0.028842	0.31791	0.09666	0.41052	0.031858	0.079585	0.081999	0.19337	0.05964	0.11128	0.12033	0.16754	0.18469	0.034436	0.040225	0.75238	0.031799	0.033937	0.10521	0.039001	0.061565	0.28719	0.23977	0.034971	0.056956	0.084559
