Cell lines	600MPE	AU565	BT474	BT483	BT549	CAMA1	HCC1143	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB175VII	MDAMB231	MDAMB361	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM52PE	T47D	UACC812	ZR751	ZR7530	ZR75B
Meth__cg15473904__MRPL41	0.071449	0.063168	0.037364	0.056729	0.051737	0.050518	0.36141	0.070144	0.072929	0.15645	0.10459	0.043497	0.054963	0.068792	0.21279	0.044268	0.046729	0.05614	0.056208	0.085572	0.091667	0.068026	0.073084	0.067563	0.088907	0.064162	0.092569	0.071042	0.076291	0.2265	0.070349
Meth__cg02940164__FRAG1	0.022063	0.019783	0.01976	0.023682	0.030165	0.021235	0.054227	0.032984	0.02267	0.046517	0.028862	0.016881	0.021304	0.021515	0.041117	0.34428	0.025183	0.023347	0.021148	0.040636	0.039338	0.03706	0.042004	0.11383	0.019592	0.017704	0.06782	0.024997	0.023132	0.082412	0.02827
Meth__cg20352798__ZP3	0.041083	0.046584	0.59501	0.030289	0.83275	0.098987	0.041238	0.030487	0.027579	0.03377	0.048712	0.01942	0.066212	0.060017	0.043633	0.11667	0.028563	0.038779	0.03391	0.86693	0.73987	0.9406	0.03493	0.031832	0.02944	0.041427	0.064449	0.057344	0.03553	0.050514	0.030161
Meth__cg04504095__FOXC1	0.082977	0.072987	0.0747	0.08761	0.062198	0.36718	0.031878	0.098862	0.076941	0.01757	0.14191	0.21544	0.019663	0.041055	0.076421	0.019913	0.077956	0.10628	0.12061	0.10693	0.11903	0.20085	0.13765	0.02552	0.018537	0.086212	0.11467	0.081816	0.1291	0.3637	0.17282
Meth__cg02989940__ERAF	0.36991	0.033652	0.59051	0.30758	0.45635	0.79674	0.69228	0.56334	0.70852	0.73667	0.05742	0.023081	0.86209	0.84547	0.048571	0.028234	0.80173	0.65135	0.4008	0.077367	0.37622	0.058593	0.050573	0.60621	0.037256	0.37178	0.28499	0.82142	0.3217	0.16807	0.59799
Meth__cg23699324__CTNNA2	0.069983	0.091936	0.52197	0.070396	0.5049	0.4629	0.3829	0.29261	0.3578	0.14486	0.37746	0.41109	0.072695	0.36554	0.14839	0.048633	0.39127	0.23246	0.50094	0.6356	0.19017	0.629	0.076377	0.04827	0.54617	0.092967	0.072161	0.15687	0.061798	0.11958	0.058682
Meth__cg08690721__C11orf17	0.041421	0.067035	0.051527	0.038653	0.31872	0.059279	0.10866	0.059939	0.087117	0.17641	0.11853	0.040398	0.16283	0.057668	0.13543	0.42267	0.068067	0.069895	0.073122	0.20699	0.056613	0.18139	0.13251	0.0447	0.061906	0.093094	0.068369	0.053836	0.1396	0.10556	0.060482
Meth__cg23693510__ELAVL2	0.87004	0.049282	0.8678	0.56003	0.033878	0.88485	0.90203	0.49773	0.27945	0.79367	0.18131	0.02947	0.047114	0.38614	0.22301	0.71419	0.47766	0.63893	0.414	0.51874	0.08789	0.17475	0.088707	0.37785	0.37328	0.87599	0.23562	0.39832	0.050681	0.84064	0.051962
Meth__cg13904968__PCK1	0.22638	0.029321	0.77681	0.30093	0.22964	0.11873	0.91737	0.27324	0.7301	0.79833	0.73655	0.04978	0.6354	0.83553	0.080703	0.053446	0.71984	0.52464	0.46327	0.24246	0.069437	0.10702	0.052067	0.40072	0.046142	0.59085	0.18162	0.84146	0.37982	0.3174	0.33507
Meth__cg17599586__PISD	0.034868	0.9379	0.040491	0.50035	0.023949	0.04174	0.9913	0.98759	0.98207	0.083814	0.97075	0.042191	0.97625	0.8079	0.7098	0.018043	0.034193	0.040174	0.032829	0.02481	0.22391	0.053255	0.41396	0.98033	0.031255	0.92333	0.16475	0.050151	0.83649	0.96796	0.83997
RS_G17030__AL391099.12__AL391099.12	0.79472	0	0.34856	3.2495	7.0864	0.12082	0.50749	1.7984	0.38468	0.47817	0.21289	0.22544	3.135	7.1336	0.29773	4.0806	0	0.59638	0	5.5472	0.11398	0.92648	0	5.2696	1.9796	0	3.4413	0.35791	0.16657	0.26085	3.3942
Meth__cg09305770__HIST1H3A	0.18852	0.11023	0.17083	0.22846	0.39798	0.16479	0.89407	0.84894	0.81344	0.1993	0.74108	0.054281	0.067899	0.093152	0.15499	0.3804	0.1089	0.15246	0.13095	0.17294	0.65563	0.16197	0.094535	0.057774	0.10553	0.63694	0.13738	0.22477	0.23882	0.20235	0.2146
Meth__cg24341236__MTCP1	0.47031	0.023812	0.037464	0.071162	0.024789	0.031663	0.26944	0.027359	0.036051	0.043588	0.034425	0.020773	0.45031	0.41042	0.060484	0.026029	0.020874	0.025317	0.4911	0.08364	0.026888	0.36917	0.040748	0.54193	0.018999	0.26193	0.075969	0.61201	0.35161	0.65368	0.031114
Meth__cg02537838__C20orf151	0.054806	0.058138	0.053443	0.051723	0.84168	0.063223	0.043171	0.071374	0.05415	0.058861	0.079328	0.044371	0.074077	0.87468	0.088135	0.3752	0.0485	0.058087	0.056401	0.74088	0.065833	0.11716	0.067954	0.84203	0.067186	0.071691	0.044814	0.068524	0.053769	0.091825	0.055417
RS_G14674__FOXC2__FOXC2	0	0	0	0	0	0	5.0339	0.21381	3.25	4.8008	0	0	2.4171	1.153	0	8.6324	0.64546	0	0	0	0	0	0	5.6112	3.0385	0.5871	0	0	0	0	0
Meth__cg11371160__UBL4A	0.58612	0.039022	0.041221	0.55598	0.020918	0.044721	0.34269	0.024171	0.039009	0.15914	0.068186	0.026143	0.45092	0.45931	0.13296	0.025277	0.028047	0.040627	0.5343	0.068134	0.037026	0.26384	0.064546	0.44258	0.021479	0.23389	0.10556	0.70728	0.2985	0.556	0.045887
Meth__cg23583739__KDELR3	0.050493	0.57089	0.10046	0.056546	0.041348	0.69652	0.047301	0.048226	0.044365	0.04484	0.15308	0.36345	0.050599	0.044922	0.091523	0.036565	0.053559	0.057388	0.038658	0.15686	0.085541	0.51243	0.25534	0.049352	0.033905	0.56431	0.11028	0.068311	0.19084	0.22902	0.046658
Meth__cg20481343__MAP7	0.046154	0.035497	0.04202	0.039841	0.11057	0.06271	0.032291	0.044174	0.040956	0.032775	0.04193	0.045206	0.037637	0.033603	0.099782	0.085364	0.031057	0.045583	0.040223	0.50895	0.046907	0.069611	0.061952	0.035045	0.041767	0.036935	0.088028	0.034597	0.044427	0.10498	0.041201
Meth__cg08453021__ELMO1	0.083672	0.099916	0.091322	0.053334	0.64854	0.55654	0.10529	0.060417	0.08597	0.18996	0.48819	0.6092	0.062346	0.069343	0.44541	0.48871	0.25747	0.077954	0.048339	0.8682	0.088094	0.71172	0.15533	0.060385	0.06567	0.12119	0.47373	0.06248	0.049832	0.11365	0.062927
Meth__cg01580888__RHPN2	0.038298	0.052911	0.18257	0.512	0.27321	0.065916	0.035344	0.20367	0.042638	0.10347	0.16626	0.48895	0.1861	0.064693	0.053237	0.046259	0.042554	0.046313	0.048467	0.097969	0.11027	0.064548	0.14715	0.020696	0.021141	0.31543	0.030203	0.032309	0.26606	0.15139	0.19783
Meth__cg13344740__DLX5	0.66528	0.095667	0.21938	0.059703	0.61295	0.60363	0.13034	0.09394	0.093811	0.79132	0.22418	0.2301	0.13227	0.081986	0.436	0.088561	0.15055	0.42018	0.14237	0.91278	0.084428	0.95034	0.11908	0.079048	0.10023	0.71258	0.062331	0.081417	0.46774	0.53166	0.080971
Meth__cg06123346__ATP4A	0.072149	0.042943	0.57984	0.37544	0.08304	0.096061	0.4533	0.13282	0.20349	0.57916	0.12375	0.021091	0.41215	0.15139	0.054883	0.044314	0.4666	0.24426	0.38825	0.09273	0.089856	0.069293	0.10134	0.093641	0.053729	0.12284	0.12559	0.11846	0.097931	0.15137	0.063226
Meth__cg13674559__WDR44	0.51432	0.023963	0.027051	0.35631	0.055511	0.030432	0.36613	0.50548	0.032352	0.020906	0.18508	0.022966	0.32993	0.48775	0.18595	0.025499	0.023177	0.029108	0.43901	0.062663	0.029145	0.34153	0.043573	0.48199	0.030634	0.26867	0.044419	0.37403	0.40187	0.4548	0.033365
Meth__cg21388029__CREG2	0.032214	0.021701	0.61866	0.034425	0.61708	0.84035	0.024369	0.75231	0.85046	0.11918	0.77981	0.046468	0.12819	0.038497	0.062291	0.90395	0.63681	0.10997	0.069761	0.86786	0.17337	0.89601	0.062427	0.032023	0.034585	0.93372	0.065786	0.23403	0.18135	0.25006	0.80393
Meth__cg26677448__PAX2	0.055217	0.034816	0.059781	0.047982	0.050929	0.086744	0.84997	0.044162	0.068906	0.037296	0.079432	0.29089	0.064816	0.044314	0.1416	0.043939	0.69652	0.699	0.071982	0.8835	0.052369	0.1243	0.078807	0.037268	0.43662	0.23788	0.078388	0.057497	0.087003	0.10119	0.042624
Meth__cg04274487__RAB31	0.053045	0.068776	0.068481	0.02979	0.032838	0.096629	0.076126	0.040501	0.056504	0.03539	0.082058	0.11746	0.039251	0.039268	0.096379	0.037772	0.030829	0.047157	0.36621	0.11276	0.049586	0.35832	0.058567	0.035871	0.038606	0.83887	0.050181	0.045881	0.035385	0.09307	0.049134
Meth__cg07940485__SLC16A10	0.11166	0.036017	0.34702	0.10605	0.52061	0.63686	0.027345	0.045847	0.054061	0.079482	0.57382	0.042588	0.064572	0.025723	0.10027	0.030892	0.35834	0.25715	0.70311	0.056213	0.11645	0.94234	0.054903	0.0304	0.03223	0.31033	0.15335	0.047313	0.15525	0.10916	0.045009
Meth__cg17575811__KCNQ1	0.06848	0.075751	0.057205	0.058514	0.96987	0.69906	0.091917	0.047461	0.079951	0.075059	0.092026	0.041128	0.069432	0.077673	0.10493	0.050716	0.056836	0.054647	0.056026	0.70792	0.072102	0.60485	0.09381	0.055252	0.066255	0.074325	0.058656	0.055435	0.558	0.50239	0.59423
Meth__cg20696985__SHF	0.043401	0.041035	0.070845	0.031122	0.054299	0.093711	0.044419	0.051211	0.038109	0.047984	0.96019	0.027796	0.036811	0.044298	0.13598	0.054973	0.031821	0.043819	0.035777	0.93319	0.050981	0.37378	0.070129	0.031079	0.031923	0.26326	0.076995	0.04473	0.059618	0.10215	0.12856
Meth__cg06030619__CORO1A	0.15295	0.37182	0.16027	0.10143	0.13013	0.18908	0.068969	0.057442	0.044567	0.08736	0.44796	0.1028	0.23892	0.029197	0.096632	0.05578	0.062422	0.058594	0.050096	0.07973	0.1322	0.35602	0.14403	0.04084	0.030757	0.30562	0.17014	0.055052	0.13924	0.22839	0.13891
Meth__cg17347389__TRIM9	0.83369	0.73551	0.92404	0.155	0.046816	0.88131	0.05453	0.23349	0.12795	0.5986	0.88072	0.14818	0.073327	0.098344	0.095594	0.052662	0.82109	0.92548	0.89319	0.42154	0.47653	0.79553	0.58316	0.052246	0.34666	0.073657	0.06517	0.43143	0.76646	0.69244	0.80781
Meth__cg17029168__NKX2-2	0.063592	0.057281	0.10489	0.68758	0.71162	0.88884	0.5637	0.41916	0.063177	0.20916	0.40308	0.68781	0.4715	0.54748	0.26062	0.057033	0.9043	0.90167	0.89602	0.78966	0.87631	0.67832	0.16614	0.067366	0.13658	0.60307	0.05313	0.89698	0.73939	0.090384	0.85605
RS_G3462__DDX58__DDX58	4.6464	1.2425	3.6748	6.6044	3.2513	4.3522	5.5147	3.8092	9.1085	6.7743	4.4267	6.5675	5.7537	3.6558	8.7787	3.3188	2.216	4.2702	2.4644	5.7884	3.5604	3.4966	1.0427	1.8856	4.3942	2.8206	4.5015	1.9092	3.7722	4.081	3.2852
Meth__cg16241648__ARPC1A	0.033786	0.041777	0.046357	0.036818	0.039513	0.049694	0.036042	0.041062	0.039437	0.037747	0.10855	0.031453	0.040531	0.04752	0.079381	0.033841	0.027787	0.037297	0.061167	0.069606	0.058458	0.11331	0.10642	0.038117	0.046335	0.031507	0.055125	0.059085	0.039503	0.24049	0.045856
Meth__cg11653864__ELK1	0.60951	0.055439	0.056944	0.15557	0.040749	0.069435	0.048833	0.68671	0.064228	0.5504	0.38417	0.1859	0.66258	0.066259	0.14169	0.052577	0.037824	0.051784	0.48167	0.24784	0.4507	0.51721	0.10443	0.55831	0.063177	0.086013	0.13307	0.46722	0.061027	0.60491	0.055838
Meth__cg12724357__SYT12	0.051897	0.020334	0.11786	0.031266	0.10159	0.028288	0.046949	0.033242	0.025756	0.024478	0.043355	0.025834	0.052396	0.083216	0.064492	0.027994	0.040568	0.090862	0.092318	0.043346	0.25419	0.064161	0.044775	0.042282	0.020429	0.10757	0.02854	0.032463	0.030682	0.14349	0.02656
Meth__cg06979034__ARHGEF5	0.021493	0.01789	0.033659	0.025289	0.50937	0.035116	0.019612	0.030558	0.018244	0.021561	0.048558	0.021771	0.14298	0.048964	0.059896	0.024187	0.022577	0.036807	0.024293	0.65029	0.027691	0.046853	0.019495	0.1494	0.031689	0.028754	0.06999	0.01908	0.034695	0.050238	0.032827
Meth__cg16452396__PHF6	0.43126	0.035238	0.036476	0.43946	0.030759	0.039549	0.45497	0.5976	0.043598	0.027626	0.084299	0.46178	0.40469	0.54689	0.16686	0.030764	0.032798	0.033236	0.48427	0.047304	0.045709	0.37902	0.047722	0.48777	0.029599	0.27426	0.087954	0.5774	0.41501	0.57844	0.036449
Meth__cg21966410__AR	0.56933	0.032125	0.039161	0.23654	0.034815	0.03352	0.82621	0.046639	0.92674	0.93937	0.048535	0.025605	0.93539	0.6363	0.35405	0.029977	0.047704	0.039575	0.82955	0.69698	0.047297	0.36496	0.054207	0.53563	0.056747	0.94602	0.049418	0.51909	0.33454	0.603	0.060654
Meth__cg10714284__HLA-DMB	0.054847	0.03031	0.076455	0.046909	0.042629	0.038486	0.17332	0.045129	0.07533	0.11855	0.041495	0.03335	0.038625	0.027887	0.10148	0.034527	0.041441	0.02611	0.043452	0.071139	0.060074	0.071615	0.056059	0.022947	0.036943	0.045921	0.079195	0.045304	0.060998	0.062633	0.050892
Meth__cg07623294__ELAVL2	0.76984	0.023497	0.76691	0.06047	0.029583	0.75205	0.39253	0.42244	0.22432	0.57208	0.052815	0.013979	0.032964	0.4	0.17369	0.071794	0.060714	0.22229	0.13336	0.357	0.0619	0.12652	0.058166	0.26569	0.40747	0.064694	0.079397	0.055391	0.031217	0.63421	0.022426
Meth__cg08555772__ARMC4	0.060165	0.075835	0.16586	0.053189	0.82196	0.62285	0.69913	0.052063	0.073305	0.39952	0.89323	0.13001	0.39257	0.059754	0.0975	0.064174	0.48691	0.090981	0.054622	0.089312	0.57375	0.76296	0.1374	0.059616	0.058172	0.50102	0.11484	0.062356	0.066812	0.11115	0.065604
Meth__cg21351994__EMX1	0.064597	0.19839	0.06795	0.056574	0.051397	0.91365	0.17361	0.063208	0.18415	0.19494	0.17047	0.20477	0.098326	0.21854	0.10203	0.45476	0.071076	0.085846	0.70677	0.91217	0.083695	0.53046	0.19998	0.055725	0.089417	0.046601	0.098868	0.061853	0.055796	0.68687	0.074593
Meth__cg09717545__KISS1R	0.13414	0.14981	0.46507	0.057166	0.30306	0.22449	0.68559	0.15493	0.94985	0.15988	0.77231	0.1312	0.94259	0.13281	0.20515	0.44505	0.72296	0.22012	0.19202	0.88931	0.15292	0.28545	0.20951	0.087722	0.13643	0.68012	0.13199	0.09944	0.3763	0.17333	0.10577
Meth__cg08269321__RPRML	0.58589	0.056206	0.10966	0.05242	0.56523	0.57507	0.060842	0.046123	0.32488	0.070974	0.3322	0.13217	0.064859	0.056762	0.098978	0.050346	0.85891	0.65103	0.30685	0.77227	0.062093	0.86026	0.083591	0.056025	0.10834	0.70621	0.74076	0.057258	0.10661	0.4574	0.076998
Meth__cg10501065__IGF2AS	0.088186	0.08258	0.14232	0.089615	0.26834	0.12455	0.1121	0.083481	0.11879	0.10925	0.4245	0.085631	0.10336	0.095218	0.18509	0.059584	0.43641	0.33333	0.40145	0.64647	0.49743	0.81042	0.090546	0.044077	0.058795	0.1832	0.13687	0.15615	0.06701	0.14116	0.097475
Meth__cg01257202__DKC1	0.45424	0.037193	0.053792	0.035296	0.026485	0.040562	0.43915	0.035977	0.055587	0.10068	0.056974	0.030499	0.064185	0.27932	0.071627	0.040779	0.033702	0.042424	0.41684	0.069275	0.04115	0.13476	0.055556	0.077365	0.02251	0.08262	0.13061	0.55918	0.076783	0.55975	0.039893
Meth__cg23257840__ZNF264	0.032251	0.027767	0.033824	0.023047	0.032769	0.037956	0.057439	0.031327	0.036666	0.024798	0.71011	0.52463	0.037886	0.036586	0.052029	0.028818	0.55682	0.52515	0.031221	0.077844	0.038622	0.079802	0.087776	0.03557	0.035987	0.020056	0.040508	0.037695	0.038697	0.050261	0.036146
Meth__cg05477024__KIAA1804	0.042171	0.05547	0.7115	0.07499	0.95555	0.38025	0.1294	0.10481	0.12273	0.12661	0.1409	0.076768	0.04945	0.36513	0.15555	0.72905	0.16474	0.090833	0.047776	0.415	0.072545	0.93919	0.13434	0.062241	0.043208	0.080794	0.093571	0.081494	0.12233	0.10183	0.14707
Meth__cg11873854__LCN6	0.25851	0.045477	0.44663	0.44412	0.28508	0.19971	0.88228	0.27059	0.15943	0.39264	0.37348	0.027486	0.23777	0.54284	0.028564	0.041178	0.40934	0.48731	0.83384	0.067661	0.18624	0.25092	0.10685	0.34403	0.072653	0.1542	0.079699	0.66613	0.10942	0.42634	0.084962
Meth__cg11638200__PRKCQ	0.039644	0.026217	0.61618	0.38287	0.8574	0.95295	0.040155	0.73692	0.055092	0.067536	0.17508	0.89029	0.049483	0.040014	0.34859	0.59855	0.97385	0.95191	0.082265	0.87647	0.066708	0.82251	0.073962	0.040106	0.052332	0.69069	0.71087	0.056112	0.045198	0.9071	0.0448
Meth__cg18414950__PDK3	0.57559	0.035905	0.035206	0.37062	0.049554	0.049243	0.046159	0.78487	0.045536	0.32094	0.50091	0.084905	0.09675	0.054105	0.4463	0.05438	0.039648	0.053913	0.52729	0.37222	0.49526	0.45891	0.20126	0.67356	0.051652	0.032379	0.10857	0.52191	0.24236	0.52751	0.043655
Meth__cg01408383__PIGA	0.42426	0.12482	0.038997	0.20437	0.030929	0.044776	0.047741	0.40579	0.044561	0.045385	0.073741	0.43413	0.042582	0.042979	0.31495	0.22273	0.03367	0.04479	0.38541	0.094785	0.034228	0.34871	0.36099	0.43079	0.035303	0.026313	0.10003	0.30867	0.21259	0.42076	0.046629
Meth__cg01868782__HEY2	0.061461	0.067911	0.050385	0.066153	0.23514	0.093441	0.035573	0.077489	0.1213	0.14568	0.58605	0.17112	0.079465	0.11059	0.10354	0.039071	0.39658	0.26346	0.13684	0.6989	0.059905	0.53751	0.12394	0.051003	0.044634	0.079031	0.12257	0.060783	0.063942	0.13792	0.060221
Meth__cg02268424__ZNF136	0.034469	0.058611	0.044645	0.0302	0.035002	0.042545	0.17735	0.037192	0.053911	0.033712	0.071152	0.034774	0.039451	0.04778	0.11654	0.026512	0.046223	0.43249	0.042361	0.070214	0.040098	0.080122	0.070795	0.033879	0.21126	0.034041	0.055268	0.041853	0.041444	0.077604	0.041171
RS_G11355__NFASC__NFASC	1.5238	2.6199	3.8705	3.5415	0	0.46207	1.1935	1.2733	5.5101	2.2495	0.46045	0.04732	5.5934	4.7633	1.7588	0.053461	0.5979	0.91564	2.7015	0.89043	0.83418	0.24318	0.67438	3.7217	1.9647	2.2215	0.54778	3.4454	0.82443	3.7784	1.5125
Meth__cg05523085__MYO5A	0.037195	0.037682	0.048347	0.04138	0.5795	0.39371	0.07913	0.031284	0.085078	0.048622	0.74325	0.03121	0.098435	0.053528	0.093015	0.062918	0.088469	0.033305	0.050609	0.60108	0.22719	0.17868	0.061788	0.16878	0.036228	0.26213	0.14492	0.044942	0.086631	0.11065	0.32246
Meth__cg06101324__SPRR1A	0.91014	0.035554	0.90436	0.88729	0.048965	0.25398	0.70221	0.089253	0.058025	0.67343	0.75938	0.043733	0.057645	0.059044	0.14949	0.048081	0.20055	0.18535	0.79591	0.086043	0.071453	0.071162	0.081696	0.046092	0.073252	0.080777	0.10818	0.81094	0.36761	0.06596	0.5226
Meth__cg12259537__ZNF606	0.5003	0.073765	0.17523	0.068328	0.59402	0.74331	0.63241	0.077964	0.865	0.095849	0.86685	0.72153	0.23566	0.066742	0.12185	0.27464	0.93233	0.47073	0.89627	0.83323	0.12889	0.83012	0.16504	0.097261	0.1165	0.7231	0.18619	0.47399	0.71977	0.81504	0.87763
Meth__cg03998173__RHEB	0.048895	0.22675	0.060176	0.036119	0.38593	0.23656	0.096819	0.043316	0.046265	0.071217	0.12839	0.029476	0.037719	0.047139	0.065615	0.033367	0.6314	0.56573	0.030793	0.14866	0.83685	0.083929	0.1126	0.027059	0.029239	0.082078	0.10491	0.054418	0.043655	0.10881	0.069379
Meth__cg05037688__EGFL7	0.60852	0.025764	0.87743	0.45817	0.28269	0.18166	0.90601	0.25725	0.34493	0.69217	0.62238	0.049403	0.1349	0.58098	0.044214	0.025406	0.57121	0.67188	0.94846	0.095959	0.45193	0.080223	0.036826	0.030985	0.024599	0.051787	0.064121	0.82383	0.18022	0.12032	0.088519
Meth__cg10689889__MAF	0.029713	0.044304	0.029423	0.039799	0.60228	0.031847	0.017065	0.02536	0.04113	0.020381	0.04794	0.020911	0.038083	0.20417	0.06753	0.026528	0.020209	0.025743	0.021392	0.75018	0.026459	0.053983	0.091042	0.022786	0.024861	0.035293	0.030034	0.038404	0.031595	0.074753	0.039285
Meth__cg23690380__PRMT5	0.074941	0.030251	0.028722	0.050962	0.063567	0.063666	0.44444	0.066382	0.091547	0.046987	0.066644	0.035101	0.053597	0.070464	0.10846	0.076019	0.042414	0.042636	0.052804	0.11725	0.037547	0.097994	0.065341	0.055595	0.060753	0.042839	0.19136	0.080253	0.074667	0.098765	0.043905
Meth__cg27495845__FCRLM2	0.5036	0.028987	0.64864	0.77647	0.068506	0.18094	0.56939	0.076687	0.26636	0.43119	0.35158	0.023051	0.2694	0.13469	0.13626	0.066583	0.43877	0.29772	0.94486	0.50068	0.34684	0.14032	0.072702	0.33034	0.40404	0.22983	0.14646	0.89484	0.46677	0.21233	0.23621
Meth__cg06800962__TM4SF1	0.10009	0.078313	0.091478	0.075285	0.16879	0.10368	0.066951	0.053961	0.097168	0.18063	0.15181	0.064778	0.13165	0.30188	0.09103	0.27086	0.13012	0.15477	0.1444	0.13005	0.25901	0.14823	0.17442	0.08307	0.066552	0.13479	0.17179	0.12656	0.094084	0.21886	0.11006
Meth__cg16254764__HDAC11	0.054001	0.35404	0.33949	0.07575	0.58448	0.33472	0.071122	0.41974	0.10743	0.18726	0.29733	0.079667	0.12764	0.18143	0.10093	0.41816	0.20419	0.1015	0.16922	0.20855	0.22976	0.10128	0.27037	0.087496	0.049194	0.042039	0.065211	0.070167	0.07984	0.26674	0.065108
Meth__cg24924779__KCNG1	0.45081	0.059255	0.13994	0.076837	0.80165	0.4482	0.067664	0.10756	0.076121	0.067438	0.28217	0.24394	0.047206	0.39338	0.081816	0.10243	0.5414	0.64972	0.18484	0.89723	0.071283	0.89282	0.087164	0.044417	0.08453	0.57945	0.11175	0.1233	0.048887	0.45109	0.039899
Meth__cg05087948__CTSF	0.028767	0.038224	0.38484	0.028591	0.30737	0.029905	0.020772	0.031576	0.040529	0.055671	0.054907	0.02446	0.62411	0.025746	0.049523	0.024671	0.95774	0.72516	0.022433	0.48327	0.60134	0.20633	0.071968	0.034058	0.024506	0.29572	0.068152	0.026539	0.023261	0.038497	0.038363
Meth__cg13850625__FLJ11155	0.028453	0.028665	0.056077	0.026602	0.58176	0.027783	0.026872	0.030619	0.028651	0.024981	0.070941	0.091809	0.03677	0.023239	0.070225	0.022801	0.022428	0.032417	0.022448	0.0398	0.035487	0.075892	0.058975	0.029316	0.030523	0.059835	0.061111	0.029015	0.037749	0.11145	0.028339
Meth__cg21789545__COL9A1	0.72267	0.032243	0.84176	0.23715	0.15382	0.60232	0.87411	0.29447	0.81352	0.29131	0.21061	0.049681	0.26305	0.39998	0.09472	0.035937	0.064909	0.11929	0.70646	0.17668	0.18448	0.44263	0.087827	0.25976	0.45375	0.1361	0.08538	0.24205	0.17193	0.26853	0.4613
Meth__cg26450866__KCNA7	0.92992	0.029783	0.21574	0.0403	0.928	0.91957	0.045822	0.038762	0.89627	0.048724	0.77996	0.35212	0.64038	0.051125	0.067629	0.67558	0.45337	0.33932	0.94928	0.86947	0.91423	0.86319	0.057572	0.042269	0.039778	0.67489	0.066625	0.057512	0.20249	0.79738	0.72036
Meth__cg23266266__DCUN1D4	0.038011	0.047464	0.046901	0.033422	0.038246	0.054745	0.033036	0.048696	0.04063	0.044149	0.087767	0.037343	0.048091	0.044223	0.14527	0.038371	0.06056	0.045711	0.032574	0.065032	0.037631	0.063164	0.1065	0.036547	0.045548	0.046786	0.096349	0.047586	0.044635	0.088547	0.052851
Meth__cg04924696__FLJ25444	0.58436	0.11332	0.056898	0.42771	0.036953	0.049681	0.060976	0.39799	0.061011	0.65775	0.41545	0.53831	0.043377	0.053829	0.50999	0.637	0.042534	0.05544	0.53164	0.085144	0.52337	0.53162	0.51602	0.57369	0.048807	0.025531	0.21072	0.52285	0.43524	0.65246	0.050263
Meth__cg11277230__MGC26744	0.26114	0.87228	0.724	0.44921	0.68993	0.15424	0.12324	0.41208	0.052779	0.67502	0.6227	0.93994	0.88569	0.2039	0.14364	0.33313	0.26994	0.24613	0.22446	0.39044	0.14943	0.59769	0.51522	0.073186	0.0789	0.11493	0.23082	0.083188	0.58223	0.14881	0.71841
Meth__cg01919488__ZNF638	0.063601	0.035933	0.37571	0.17084	0.35639	0.057299	0.10613	0.081838	0.042503	0.13918	0.14534	0.33605	0.32523	0.051175	0.11153	0.035115	0.050683	0.072077	0.71609	0.090725	0.099864	0.49138	0.11294	0.040754	0.34025	0.04597	0.15212	0.045723	0.24062	0.20871	0.30108
RS_G3608__RECQL5__RECQL5	6.4968	5.7145	4.7804	6.7415	5.1201	5.6653	6.0344	6.6138	6.2471	6.0003	5.4032	6.7196	6.2102	6.1721	5.995	5.5079	7.4583	6.8074	6.4781	5.7466	7.5021	7.1239	6.8241	7.782	5.8644	6.3415	7.5127	7.171	7.2774	4.7121	6.9302
RS_G2763__MSLN__MSLN	1.9172	1.1072	0.26865	1.2587	0	0.65029	3.3609	0.46614	3.6581	4.948	1.1454	0	3.8141	0	4.6543	1.4248	1.3942	0.55045	8.216	1.9546	0.64745	0.59172	1.0695	1.0139	12.2802	1.1483	1.5429	1.1955	1.4456	0.28023	0.34563
Meth__cg22451189__MRPS22	0.039479	0.016731	0.030273	0.019002	0.018868	0.032239	0.24209	0.02774	0.032585	0.031065	0.055261	0.025656	0.02388	0.016763	0.025478	0.016233	0.023714	0.029394	0.023076	0.10465	0.028125	0.034134	0.027572	0.025239	0.021799	0.028977	0.044115	0.035052	0.036899	0.038506	0.024764
Meth__cg15107670__WT1	0.053213	0.054168	0.17682	0.032441	0.91972	0.073532	0.90547	0.042317	0.035896	0.060036	0.059098	0.26788	0.53886	0.035817	0.10451	0.050362	0.92885	0.92805	0.06588	0.61239	0.65837	0.91366	0.085809	0.036039	0.036495	0.50228	0.62801	0.5361	0.045836	0.8464	0.05948
Meth__cg22030890__RAB32	0.057047	0.81149	0.55013	0.039784	0.041009	0.090378	0.079357	0.060819	0.052632	0.60053	0.072913	0.69724	0.056297	0.043906	0.1071	0.032244	0.88171	0.57619	0.19774	0.072861	0.8904	0.82222	0.23708	0.046651	0.041716	0.032869	0.075657	0.050461	0.44775	0.28107	0.18687
