Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	MCF7	MDAMB157	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM225CWN	SUM52PE	T47D	UACC812	ZR751
Meth__cg06776256__GPRC5A	0.06568	0.074574	0.069093	0.063896	0.062626	0.29139	0.075699	0.050217	0.066788	0.086817	0.085077	0.089929	0.10942	0.057028	0.078506	0.43728	0.060285	0.12743	0.20024	0.076254	0.2572	0.08313	0.072625	0.12106	0.10875	0.17121	0.14364	0.069428	0.64701	0.075381	0.066563	0.068457	0.085082	0.063787
Meth__cg17560327__ZNF417	0.049128	0.04975	0.054045	0.035167	0.04633	0.055129	0.062982	0.12709	0.039564	0.052868	0.5252	0.08935	0.078829	0.031036	0.043372	0.052309	0.036292	0.10403	0.048652	0.043121	0.053331	0.12846	0.048311	0.065932	0.077704	0.080067	0.037822	0.038144	0.045647	0.038822	0.049032	0.067325	0.046713	0.039642
EA_G__GSTP1	11.5172	6.0003	6.1295	6.0346	5.6096	11.1308	5.8622	12.02	11.7468	5.9335	11.77	5.513	5.9581	6.2447	11.1635	11.2713	11.265	8.5568	10.561	5.9383	11.1738	8.9486	5.7978	11.6968	6.8557	9.2514	11.0721	11.5502	11.2948	6.2721	6.4486	6.3612	5.7143	6.0423
Meth__cg12716838__B3GALT3	0.030133	0.27208	0.97528	0.028097	0.02206	0.85386	0.027542	0.036519	0.031515	0.019564	0.019787	0.35973	0.7358	0.01941	0.040351	0.96687	0.019474	0.022497	0.02512	0.30071	0.042628	0.077438	0.029324	0.029435	0.038127	0.041905	0.033453	0.04941	0.5341	0.019675	0.7798	0.080202	0.024045	0.053652
Meth__cg17316750__FAM82C	0.041861	0.031936	0.05293	0.063706	0.038592	0.73632	0.047616	0.041935	0.19806	0.1071	0.046824	0.18307	0.12598	0.054977	0.18362	0.059846	0.052991	0.12607	0.069793	0.064044	0.12675	0.20632	0.066587	0.16443	0.10276	0.10222	0.044336	0.075581	0.1211	0.03593	0.040245	0.14564	0.05069	0.097761
Meth__cg26259865__LOC124220	0.08778	0.19609	0.84624	0.2686	0.20966	0.76944	0.15015	0.91834	0.36771	0.23837	0.90179	0.89881	0.93517	0.070721	0.2948	0.8774	0.96788	0.43917	0.59942	0.4395	0.94434	0.47292	0.12388	0.13936	0.39456	0.13513	0.93989	0.65395	0.89592	0.17036	0.089942	0.34374	0.12096	0.33527
Meth__cg01610488__TRPA1	0.041199	0.03081	0.9613	0.59223	0.61699	0.96919	0.67171	0.8952	0.040932	0.033815	0.08101	0.86478	0.47396	0.41511	0.041214	0.080871	0.65036	0.077756	0.72955	0.46519	0.20157	0.94493	0.26999	0.089601	0.91695	0.066169	0.34267	0.04788	0.67104	0.044871	0.70271	0.039784	0.10414	0.89264
EA_G__FSTL1	6.3208	6.1624	6.202	7.111	6.4291	11.8037	4.1138	4.7382	6.2309	6.6183	6.5907	10.1327	8.6742	4.1313	8.2704	9.5531	9.8665	8.6378	11.1061	4.4994	11.153	8.265	4.5749	4.7229	4.7707	6.2699	8.5073	9.2021	9.4467	6.7816	5.1479	7.162	4.0235	4.5517
Meth__cg07294774__DIO2	0.58509	0.090031	0.15032	0.82858	0.24897	0.59457	0.49651	0.88608	0.1274	0.11569	0.23188	0.13783	0.54785	0.25119	0.18708	0.66559	0.15159	0.23542	0.73469	0.11146	0.11748	0.59706	0.32909	0.27024	0.20826	0.15198	0.10465	0.48477	0.16426	0.10521	0.35914	0.1513	0.14469	0.16461
Meth__cg21034676__TGFBI	0.034069	0.03143	0.54675	0.041799	0.039828	0.93768	0.29088	0.954	0.053276	0.039093	0.94625	0.04687	0.41141	0.029371	0.057118	0.92908	0.021231	0.076033	0.026545	0.035284	0.58415	0.078755	0.0437	0.058955	0.64337	0.058644	0.024248	0.02228	0.032476	0.05033	0.9527	0.083209	0.045022	0.26833
Meth__cg03776060__C9orf58	0.045382	0.046378	0.081998	0.036514	0.030119	0.92404	0.039937	0.058698	0.027848	0.039395	0.045256	0.053511	0.11436	0.026078	0.033543	0.046413	0.35297	0.096361	0.047987	0.040356	0.93071	0.66825	0.034721	0.063578	0.073022	0.07968	0.43677	0.31268	0.78437	0.031347	0.033722	0.044254	0.040982	0.041817
Meth__cg16998207__FCMD	0.042998	0.040061	0.37182	0.044742	0.036873	0.054598	0.054187	0.6661	0.039704	0.041892	0.05184	0.036626	0.07941	0.070724	0.051381	0.053047	0.037049	0.086038	0.14746	0.053489	0.046092	0.37929	0.043238	0.12312	0.11899	0.072054	0.037125	0.040297	0.040455	0.041667	0.049718	0.15365	0.050041	0.044553
EA_G__PLCB4	3.8114	7.2219	4.9135	7.2122	6.9576	6.4849	7.2256	5.1595	5.7291	4.3452	6.8313	4.8546	4.3483	6.8757	5.5328	5.9106	7.6242	5.1795	5.827	5.5676	7.3322	3.056	6.9792	7.8846	6.7501	6.7967	5.6015	4.4626	3.7341	7.0166	7.2915	6.971	5.9617	6.9672
Meth__cg15052901__SLC24A4	0.072873	0.034349	0.73819	0.48704	0.29894	0.50757	0.087888	0.30302	0.04832	0.17178	0.12892	0.40414	0.47391	0.046326	0.073064	0.53921	0.25663	0.070837	0.045392	0.29109	0.80817	0.22228	0.084124	0.047989	0.14789	0.049017	0.080927	0.68319	0.39645	0.036381	0.049928	0.044111	0.56774	0.096762
EA_G__MGAT4A	7.1175	7.2337	6.1293	7.9405	6.6441	3.5648	7.0458	6.4377	7.0051	8.7133	3.9622	6.597	7.0333	7.4289	7.2257	7.3125	6.0781	7.3453	3.4221	7.3787	4.2994	4.4567	7.106	7.0817	5.7758	6.8743	4.1153	5.0296	3.4517	7.7127	6.3828	5.6407	6.6198	5.7478
EA_G__FAM77C	5.5986	5.2746	5.141	5.8177	9.2404	6.2285	6.2276	5.3808	8.9727	8.9535	6.7136	5.6356	5.4778	6.8957	5.3006	5.5056	5.3072	5.7193	5.0108	7.3493	7.2011	5.2503	6.1178	5.1351	6.0575	5.6643	5.5834	5.2124	5.4421	6.579	6.0491	6.0703	7.1372	5.5503
Meth__cg04686412__PSD2	0.10149	0.054333	0.15937	0.10507	0.07253	0.84073	0.096962	0.079732	0.088107	0.099488	0.1589	0.20402	0.20583	0.052871	0.080067	0.13546	0.091843	0.15824	0.074479	0.15226	0.13504	0.47285	0.10383	0.1071	0.80468	0.1093	0.099674	0.11201	0.07286	0.068758	0.2691	0.10515	0.092348	0.13535
Meth__cg13516796__ALG1	0.038439	0.036179	0.05202	0.059161	0.027352	0.038872	0.054079	0.063369	0.069063	0.040916	0.040391	0.056423	0.1077	0.039986	0.051821	0.33044	0.038605	0.053128	0.045344	0.029656	0.028002	0.075365	0.029482	0.048995	0.052177	0.051481	0.029731	0.043033	0.04244	0.032555	0.065336	0.062224	0.037478	0.043713
Meth__cg23696834__GNMT	0.04329	0.029849	0.055872	0.037572	0.030092	0.92639	0.042716	0.065705	0.029387	0.040277	0.2738	0.033355	0.099523	0.02936	0.044029	0.029772	0.03954	0.10053	0.63321	0.040101	0.90656	0.84646	0.03602	0.050961	0.099786	0.066837	0.27245	0.030988	0.094434	0.030219	0.045157	0.061272	0.040513	0.037318
Meth__cg05790038__TRPV3	0.04229	0.04342	0.85282	0.69794	0.75484	0.88919	0.048001	0.39288	0.027054	0.54063	0.92721	0.038285	0.83	0.10114	0.33545	0.6689	0.92306	0.11912	0.66583	0.48809	0.89785	0.88273	0.33063	0.39126	0.83425	0.096214	0.46792	0.70298	0.64111	0.52504	0.033315	0.14625	0.045041	0.83354
Meth__cg01805540__CACNB2	0.032936	0.02738	0.97094	0.9699	0.01655	0.028852	0.51156	0.5614	0.017973	0.046834	0.62556	0.10517	0.72104	0.15695	0.17035	0.03808	0.021279	0.063798	0.056028	0.35864	0.035203	0.95892	0.89087	0.16906	0.93058	0.051593	0.031119	0.016968	0.022716	0.023219	0.97042	0.1059	0.02946	0.025316
Meth__cg25468723__SEZ6L	0.054371	0.035395	0.87454	0.042104	0.046882	0.85672	0.057003	0.15601	0.039829	0.055002	0.65095	0.090104	0.18311	0.042243	0.053907	0.040217	0.038695	0.090967	0.01981	0.21667	0.0424	0.40092	0.053141	0.11563	0.86242	0.050096	0.049424	0.044385	0.042756	0.030846	0.35908	0.09405	0.042878	0.044524
Meth__cg11265916__MAPK1	0.038544	0.03327	0.044694	0.041082	0.025598	0.04314	0.032994	0.084884	0.034681	0.056058	0.035315	0.084489	0.039862	0.033857	0.040633	0.037808	0.038166	0.14408	0.032462	0.035223	0.046937	0.12224	0.041614	0.060456	0.11691	0.098954	0.028109	0.36403	0.041314	0.032741	0.034681	0.096198	0.041134	0.032729
Meth__cg15228639__PLA2G4E	0.35072	0.02865	0.66221	0.038305	0.31295	0.72152	0.079336	0.61774	0.037228	0.12532	0.39473	0.85283	0.25517	0.035686	0.040515	0.60888	0.86369	0.2474	0.07179	0.54302	0.83544	0.441	0.08943	0.12672	0.10104	0.043286	0.39444	0.88019	0.58788	0.035259	0.25197	0.15719	0.5646	0.16793
EA_G__MCAM	5.2407	5.7795	5.3307	5.1883	5.2259	5.6003	5.1722	9.3743	7.982	4.9842	9.6692	5.6044	5.2324	6.005	6.1156	8.2544	7.2642	6.6063	6.1967	5.3243	10.2004	7.8638	5.0728	5.3592	5.9372	5.5648	6.5817	8.8252	6.4371	6.1593	5.5898	5.4962	5.4539	5.5286
EA_G__BCAS1	7.6511	9.0168	4.7589	10.5313	7.3913	4.4087	6.403	4.3423	4.4869	6.7622	4.1964	4.3328	5.14	7.4981	9.0372	4.5142	4.3656	4.3987	4.438	7.2716	4.3473	4.8844	7.3564	9.719	5.6839	9.8324	4.4616	5.0177	4.8637	7.4028	7.9093	7.3722	7.4533	8.0127
Meth__cg18542098__FLJ36445	0.032852	0.036745	0.044937	0.031334	0.02757	0.96469	0.05598	0.97776	0.88694	0.41796	0.033953	0.87443	0.10039	0.037541	0.7374	0.43826	0.96699	0.31788	0.87242	0.038608	0.95631	0.93541	0.035019	0.492	0.053737	0.043999	0.74378	0.029828	0.83903	0.039215	0.021016	0.038899	0.02832	0.038541
EA_G__ESR1	7.8103	5.949	6.0559	7.1801	8.5941	5.6039	8.4071	5.601	5.7796	9.7789	5.8332	6.5118	5.9623	5.8451	6.2441	5.6586	5.4846	6.0553	5.6479	8.7397	5.3713	5.413	8.6907	8.0188	6.1198	5.8501	5.7046	5.9209	5.8721	6.0028	7.9154	8.6844	8.1235	6.081
EA_G__PPARG	4.6215	6.5305	7.934	4.6426	4.1049	6.3852	4.0556	4.1574	6.1708	4.9985	6.4105	7.6333	6.6165	4.2118	4.4049	4.647	4.4036	5.7946	5.4278	4.7007	6.6332	7.4767	4.882	4.7691	5.0838	6.0922	6.8835	6.719	7.2242	5.4842	5.4998	4.629	4.8316	4.8671
EA_G__SULT2B1	7.1357	6.8833	9.4294	9.1628	8.474	5.7405	7.7251	5.914	6.4811	8.3769	6.0404	7.4704	7.0618	9.0211	8.0968	6.0645	6.3418	7.6274	5.6875	9.3186	5.9954	5.853	8.6353	7.0519	7.6271	6.8376	6.0664	6.8115	6.0611	8.1049	9.217	8.2163	8.3169	7.9758
Meth__cg23089298__SEMA4C	0.022763	0.072226	0.39779	0.02172	0.024106	0.037874	0.026181	0.030915	0.031571	0.026251	0.030331	0.42224	0.060323	0.058836	0.033253	0.02853	0.031816	0.033211	0.026858	0.030833	0.031081	0.60464	0.030522	0.034035	0.064939	0.057236	0.026938	0.02481	0.028615	0.031706	0.04386	0.026273	0.029907	0.027025
EA_G__HGD	6.292	6.1701	3.7824	7.6492	5.5405	3.7536	7.1472	3.8709	3.8208	8.7179	8.6658	3.4665	4.1149	5.727	8.0684	3.8546	3.7892	4.0083	3.6706	5.1745	3.4955	3.8207	9.1095	8.8747	5.3693	4.2486	3.9795	3.876	3.8261	8.751	4.4323	4.1422	5.0669	8.3076
EA_G__SRPX2	4.1973	4.7095	7.9005	4.3877	4.2742	4.2844	4.0862	5.4767	4.4034	4.3344	4.1716	7.5426	8.5976	4.5518	5.2662	6.331	6.7143	9.6519	7.1681	4.3283	4.4019	5.4315	4.1632	5.0324	4.908	4.8403	6.884	6.2682	6.3809	5.0401	4.7459	4.5637	4.38	4.4076
Meth__cg14839257__RPS6KA2	0.53649	0.086268	0.52985	0.035182	0.027106	0.64874	0.10497	0.17957	0.024089	0.0255	0.31361	0.049644	0.82195	0.022812	0.035842	0.030686	0.03085	0.21339	0.030556	0.03861	0.051324	0.82433	0.029217	0.097658	0.58247	0.066944	0.021634	0.04025	0.33707	0.02413	0.80969	0.066288	0.033995	0.29391
EA_G__NOG	5.4118	5.5624	8.6558	7.3629	5.3727	5.9561	4.9635	8.97	5.6112	5.1133	6.4352	7.5466	7.2417	6.136	5.5148	7.3349	6.011	6.0444	6.1619	6.1638	5.4933	7.3134	5.5686	5.6317	6.7518	6.6979	6.4143	6.1159	7.9736	6.3919	6.3314	6.378	6.1173	5.5274
Meth__cg01130192__ACO1	0.040878	0.52847	0.039882	0.16667	0.37497	0.029263	0.053204	0.030953	0.033556	0.11474	0.024571	0.10472	0.054967	0.013935	0.02795	0.04385	0.029661	0.036226	0.017779	0.048833	0.037187	0.044446	0.065356	0.036326	0.17918	0.14336	0.027928	0.019355	0.30824	0.048358	0.043975	0.069171	0.044027	0.23624
Meth__cg00066816__IL12B	0.060987	0.047143	0.14915	0.52105	0.10585	0.5711	0.50049	0.08661	0.058991	0.058147	0.095852	0.58085	0.83323	0.067166	0.068351	0.084994	0.11857	0.12041	0.86557	0.16143	0.88479	0.27145	0.072914	0.11443	0.79863	0.083999	0.054437	0.061571	0.1298	0.051495	0.88138	0.21251	0.23852	0.095459
EA_G__ACN9	5.663	7.7457	7.1364	2.2474	6.4061	7.3112	2.7477	7.1126	7.5669	7.5615	6.6273	7.5679	7.2071	6.5328	2.2849	8.2112	7.1776	6.3609	7.4386	2.3462	7.0306	7.6458	6.8231	4.2824	5.423	7.6019	7.7805	7.3034	7.8799	6.6824	8.9937	3.1105	6.3996	2.2698
Meth__cg02017041__SCN1B	0.066506	0.36499	0.59614	0.38979	0.16237	0.29522	0.41275	0.54689	0.077586	0.64496	0.20589	0.63898	0.32404	0.17872	0.062468	0.10402	0.12595	0.13903	0.044873	0.066177	0.17275	0.1128	0.33896	0.27579	0.84117	0.069127	0.060065	0.53302	0.16935	0.41204	0.82424	0.082885	0.056935	0.29476
Meth__cg14319409__GLRA1	0.19035	0.069428	0.31394	0.13226	0.085124	0.18375	0.10525	0.39628	0.10612	0.1365	0.58258	0.17418	0.32281	0.08091	0.11031	0.11945	0.10478	0.19256	0.0659	0.20841	0.078174	0.14954	0.12785	0.15336	0.65238	0.18578	0.089383	0.34595	0.16238	0.076179	0.45125	0.22739	0.093826	0.098787
EA_G__ABCC11	4.9799	5.0771	4.4868	8.9135	5.5246	4.3409	6.068	4.3488	4.5022	6.4968	4.3846	5.3781	4.6172	7.1058	5.5215	4.3978	4.2837	4.7067	4.5984	4.9815	4.152	4.4954	7.3019	6.4495	9.0235	6.726	4.427	4.9806	4.4854	7.5508	8.4576	9.3681	8.0366	9.5692
Meth__cg10946435__KCNN3	0.76366	0.040861	0.58914	0.39774	0.043137	0.61628	0.35158	0.96318	0.045682	0.055165	0.78971	0.81744	0.65795	0.61116	0.068371	0.42398	0.40931	0.26744	0.74435	0.66191	0.070006	0.16548	0.50969	0.074515	0.89811	0.068661	0.092718	0.7656	0.40071	0.046722	0.32	0.069776	0.67335	0.80279
Meth__cg02238826__B3GNT5	0.88831	0.47428	0.047296	0.49382	0.95198	0.040686	0.95168	0.02755	0.046354	0.23538	0.041575	0.034122	0.058033	0.88269	0.085025	0.034119	0.034444	0.075778	0.056468	0.34655	0.043472	0.064395	0.048823	0.092238	0.36184	0.52098	0.045399	0.033797	0.051216	0.033948	0.96361	0.83149	0.59868	0.68549
EA_G__PEG10	7.5938	8.4237	4.9697	9.4047	10.8894	9.8295	5.0635	4.9456	6.4695	9.4316	10.9411	8.226	8.4791	9.921	10.7977	9.6944	8.2742	7.3161	8.5317	4.9175	10.6777	8.8654	9.049	5.9308	12.1461	8.6123	8.2909	10.2006	9.5417	5.6315	7.8759	9.1193	9.7808	6.7363
Meth__cg12589433__AR	0.44381	0.027046	0.81131	0.04076	0.058053	0.052533	0.045763	0.46362	0.28693	0.056102	0.8656	0.94835	0.064918	0.031479	0.24679	0.81144	0.41988	0.2769	0.038885	0.046603	0.083511	0.8606	0.039352	0.053199	0.51362	0.04685	0.4956	0.059393	0.058625	0.036994	0.53319	0.079243	0.35938	0.058683
Meth__cg04329382__FLJ27365	0.40057	0.85458	0.064645	0.8226	0.67788	0.68875	0.84172	0.056457	0.062846	0.86849	0.85108	0.097449	0.80254	0.64966	0.31112	0.093929	0.33913	0.63559	0.03723	0.88391	0.80544	0.47729	0.85648	0.49429	0.45237	0.75062	0.041198	0.076272	0.10046	0.82426	0.052548	0.19722	0.87459	0.34806
Meth__cg20051589__DLG3	0.44663	0.030552	0.92084	0.76927	0.22486	0.65724	0.43333	0.97135	0.035751	0.11578	0.65016	0.36084	0.916	0.06514	0.051594	0.54453	0.040069	0.058391	0.21419	0.52471	0.3734	0.43084	0.093792	0.22583	0.75652	0.049881	0.045087	0.66883	0.03613	0.041774	0.90909	0.74394	0.92305	0.3131
Meth__cg24516061__RGS19	0.027122	0.029934	0.034619	0.037092	0.02345	0.031373	0.032164	0.035328	0.023467	0.030582	0.027194	0.18835	0.22994	0.32158	0.034629	0.042272	0.030496	0.065587	0.019307	0.033697	0.095716	0.063735	0.036463	0.064894	0.05774	0.047834	0.026706	0.17071	0.039843	0.026364	0.02888	0.075016	0.043913	0.03319
EA_G__MLKL	5.3631	6.1258	6.7699	4.5781	5.1028	4.5183	6.2781	7.0054	6.323	6.0079	6.5081	7.592	5.4048	5.0049	6.8008	5.6708	5.6666	6.4925	5.3979	5.8378	5.1663	8.6718	5.1648	6.1423	5.9452	5.8479	5.0639	6.5892	6.6097	5.191	5.9092	6.181	4.6377	6.4913
Meth__cg13243219__MDS1	0.094203	0.053205	0.068851	0.076076	0.055473	0.17864	0.077174	0.10513	0.098281	0.062923	0.42189	0.49524	0.18054	0.053629	0.10416	0.082871	0.14946	0.18653	0.060935	0.06323	0.082634	0.10987	0.07223	0.20837	0.1034	0.082081	0.061713	0.081497	0.089356	0.058967	0.068433	0.074576	0.077595	0.078299
Meth__cg09440340__C1orf161	0.022491	0.013458	0.741	0.021681	0.062179	0.088401	0.068353	0.9465	0.26402	0.060992	0.7782	0.014843	0.034168	0.020265	0.21568	0.12442	0.5817	0.027292	0.026781	0.040574	0.29039	0.81055	0.02872	0.034641	0.074397	0.046144	0.43185	0.63033	0.071714	0.02574	0.10635	0.11755	0.025029	0.043318
Meth__cg21435394__NUDT14	0.053198	0.03659	0.081638	0.044264	0.040297	0.43765	0.03896	0.039099	0.044398	0.048601	0.73001	0.074106	0.076486	0.040022	0.048143	0.071687	0.10906	0.07121	0.090569	0.044391	0.15996	0.31981	0.039839	0.10371	0.074693	0.13171	0.27516	0.047271	0.39084	0.036963	0.033624	0.091908	0.045847	0.040735
Meth__cg14688956__PAK3	0.9075	0.023752	0.81818	0.3336	0.20514	0.91059	0.46237	0.38902	0.38425	0.5312	0.70024	0.16156	0.76282	0.037759	0.30343	0.088419	0.027334	0.060936	0.10043	0.73305	0.15017	0.89277	0.042113	0.40275	0.74486	0.11836	0.030938	0.043887	0.36855	0.030925	0.84388	0.18938	0.43367	0.33367
Meth__cg16898420__PRG-3	0.061734	0.053515	0.77489	0.072678	0.037593	0.44429	0.072253	0.11345	0.04134	0.05277	0.073205	0.12747	0.32203	0.051031	0.04185	0.059145	0.14331	0.1039	0.042557	0.071773	0.16536	0.66494	0.44728	0.083954	0.071713	0.072538	0.041174	0.072585	0.22872	0.039413	0.058699	0.068023	0.052491	0.044285
Meth__cg19669036__SNAP29	0.017918	0.019556	0.055653	0.021344	0.025859	0.037526	0.027585	0.10607	0.023765	0.025381	0.060621	0.11428	0.035795	0.017285	0.026732	0.042409	0.023086	0.039591	0.01627	0.02	0.030767	0.17417	0.024745	0.031785	0.037789	0.029828	0.032908	0.029614	0.035527	0.04365	0.01912	0.019147	0.019043	0.041272
Meth__cg23141855__TFPI2	0.043657	0.44402	0.56816	0.16456	0.050205	0.04295	0.41747	0.56978	0.03167	0.052529	0.68886	0.097721	0.88431	0.10203	0.044464	0.81316	0.30903	0.085027	0.49324	0.25336	0.23936	0.063194	0.041872	0.088345	0.75188	0.1929	0.035635	0.048189	0.58214	0.070746	0.88634	0.88582	0.050573	0.047507
Meth__cg21547708__SSTR2	0.26536	0.038871	0.37045	0.045408	0.048724	0.24227	0.036739	0.73159	0.037803	0.034868	0.87615	0.054963	0.21157	0.02298	0.098399	0.043131	0.041006	0.20603	0.096059	0.15175	0.037412	0.49081	0.043419	0.061865	0.65496	0.069918	0.0451	0.05147	0.038826	0.027961	0.21638	0.082825	0.037039	0.042647
Meth__cg12717594__RECK	0.78094	0.021486	0.96772	0.96573	0.87044	0.02557	0.97028	0.025007	0.017306	0.40315	0.022386	0.020081	0.62513	0.77331	0.41553	0.021548	0.030148	0.20877	0.022356	0.96537	0.030812	0.051069	0.96918	0.036018	0.94615	0.15682	0.019055	0.032157	0.15525	0.96725	0.021989	0.78209	0.45582	0.96812
Meth__cg26702254__KCND2	0.053739	0.040306	0.52566	0.050663	0.038274	0.12732	0.043002	0.70078	0.042134	0.062133	0.071694	0.31949	0.13171	0.032707	0.09052	0.056328	0.10403	0.10113	0.037865	0.087997	0.052024	0.38315	0.06542	0.088767	0.069899	0.039133	0.059668	0.039231	0.07319	0.050859	0.52019	0.057902	0.12431	0.053417
EA_G__FMOD	9.9266	4.7456	4.3891	8.6309	4.5524	4.8797	4.254	4.4157	4.5959	4.2652	4.1456	4.33	4.4191	5.2278	5.0278	4.4373	4.4526	5.1068	4.315	4.6832	4.333	4.653	10.2266	9.4424	7.4642	4.7254	4.4797	4.8205	4.5904	6.8222	9.5573	5.179	7.001	9.7217
Meth__cg06850526__MGC15523	0.067797	0.075712	0.19615	0.096842	0.092101	0.87227	0.060445	0.056349	0.33919	0.078976	0.117	0.71953	0.38465	0.033532	0.21604	0.31351	0.19648	0.1299	0.90819	0.12046	0.94745	0.17402	0.061937	0.12681	0.11865	0.088441	0.26392	0.052686	0.28293	0.052057	0.66482	0.16467	0.28064	0.073901
Meth__cg24396745__HCN4	0.97879	0.035926	0.97337	0.18448	0.028467	0.96601	0.5845	0.98885	0.049736	0.053143	0.89785	0.50729	0.66431	0.030568	0.050462	0.083724	0.043302	0.15233	0.090567	0.60695	0.049705	0.9423	0.060245	0.29847	0.96195	0.13176	0.12242	0.050584	0.41021	0.026333	0.75572	0.072083	0.052026	0.28305
Meth__cg24399106__MGC45800	0.059593	0.061487	0.8489	0.11572	0.14804	0.85092	0.081658	0.4504	0.37541	0.80395	0.26861	0.3488	0.67509	0.091102	0.35842	0.069181	0.23758	0.13436	0.061025	0.077212	0.058954	0.76433	0.076203	0.28082	0.30175	0.11671	0.054298	0.056985	0.051915	0.1857	0.7935	0.14293	0.16066	0.069014
Meth__cg25128803__SLC16A1	0.34989	0.022799	0.02754	0.28168	0.036867	0.021644	0.023908	0.021319	0.028641	0.031802	0.023515	0.026178	0.1239	0.015301	0.025905	0.019518	0.025543	0.042989	0.021008	0.023684	0.029901	0.89039	0.039936	0.032592	0.040738	0.035623	0.019406	0.020128	0.021443	0.024957	0.020476	0.072393	0.73456	0.037481
EA_G__CDA	5.2686	5.558	5.5753	5.5341	5.1235	5.405	5.1099	6.6075	5.538	4.9022	5.1158	7.5887	5.9868	5.1989	5.3002	5.256	4.8953	7.3729	5.285	5.0279	5.0825	6.1751	4.9709	6.7809	5.6922	5.6357	5.2511	9.238	7.0107	5.6418	5.6949	5.1177	5.4638	5.2699
EA_G__CDK6	7.6087	5.6752	6.3878	5.5281	6.6409	6.9192	3.5988	8.8538	6.6364	4.3767	6.4356	7.8837	6.7871	6.4649	6.8198	7.98	7.6771	7.5952	8.5033	5.2545	8.4198	7.8416	5.6047	6.5876	4.1059	6.5554	8.4041	6.9278	7.5734	8.3805	7.8478	4.3604	4.162	3.7064
Meth__cg17525406__AJAP1	0.76663	0.077423	0.95494	0.72213	0.10457	0.93031	0.94053	0.94905	0.47245	0.086829	0.95143	0.94881	0.84765	0.40955	0.47962	0.080446	0.63209	0.37338	0.70152	0.14322	0.095238	0.90078	0.80826	0.099513	0.83938	0.10333	0.048908	0.60486	0.047516	0.060568	0.87917	0.79377	0.069104	0.0851
Meth__cg14550518__ZNF659	0.28245	0.024115	0.088289	0.65838	0.071339	0.026826	0.20037	0.13258	0.10068	0.044228	0.12295	0.056957	0.16407	0.72334	0.074787	0.16814	0.046078	0.11533	0.12837	0.039466	0.27559	0.72278	0.056937	0.17709	0.77974	0.052541	0.039221	0.41793	0.029609	0.049489	0.13408	0.044002	0.037167	0.23984
Meth__cg07207789__CRISPLD2	0.071852	0.0416	0.032095	0.27964	0.7222	0.85604	0.31603	0.85904	0.41265	0.25904	0.53911	0.71975	0.3778	0.10866	0.27844	0.50834	0.91253	0.087316	0.84012	0.18647	0.91523	0.81184	0.5357	0.10635	0.2125	0.085175	0.054089	0.1055	0.86498	0.034067	0.79814	0.34204	0.35958	0.33383
Meth__cg07297906__GPC3	0.46587	0.018036	0.70806	0.021876	0.36748	0.83554	0.045048	0.39012	0.016014	0.44378	0.038442	0.18109	0.074132	0.11065	0.021062	0.37236	0.47858	0.15581	0.011831	0.03419	0.52424	0.78891	0.024548	0.29842	0.8868	0.025499	0.6078	0.065242	0.29105	0.012691	0.3695	0.028091	0.51853	0.24523
EA_G__SPNS2	9.8805	9.969	8.6701	8.4662	9.1726	6.8191	7.0283	7.5126	9.9317	7.2706	6.8292	7.6798	7.3562	10.0632	10.0962	8.1059	6.6545	9.2274	6.7099	7.5755	7.0562	6.6837	7.9393	7.0477	8.1117	10.6069	6.7323	6.8803	6.9207	9.1181	9.2715	8.6209	9.1067	8.3499
Meth__cg24820809__MB	0.05712	0.047509	0.0881	0.07863	0.20225	0.82648	0.060538	0.46469	0.065563	0.092446	0.76487	0.24261	0.15926	0.0473	0.05893	0.086324	0.828	0.13099	0.87805	0.51405	0.85248	0.83832	0.075061	0.068209	0.11121	0.17373	0.48991	0.46529	0.89296	0.045737	0.055263	0.059827	0.068192	0.047792
EA_G__ATP2C2	7.3612	7.1301	6.3762	8.2179	7.788	5.3497	7.7028	5.9351	5.1224	7.4719	5.2602	7.169	5.8961	7.2734	8.3016	6.6985	4.6332	6.8254	4.8393	8.1187	4.7757	5.1175	7.5495	8.7963	7.9613	7.5787	5.4452	6.4738	5.2595	8.3637	6.7796	7.0768	7.274	7.6677
Meth__cg22192762__PLXNC1	0.043478	0.028309	0.1047	0.03585	0.036575	0.64811	0.043908	0.030136	0.032028	0.039848	0.5518	0.029255	0.063191	0.039376	0.043981	0.04526	0.034378	0.070491	0.032208	0.036304	0.045063	0.94025	0.037584	0.065522	0.91218	0.09355	0.0407	0.042269	0.069677	0.035353	0.15436	0.047872	0.054472	0.044733
Meth__cg16891895__RGS16	0.027991	0.022697	0.21645	0.045587	0.023923	0.97307	0.034673	0.10274	0.30159	0.032647	0.041321	0.032492	0.17357	0.03035	0.25311	0.46676	0.10285	0.045449	0.20306	0.034584	0.80258	0.073275	0.086659	0.0545	0.056178	0.056297	0.051658	0.027606	0.0404	0.040707	0.69746	0.053813	0.033374	0.0361
