Cell lines	600MPE	AU565	BT20	BT474	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg19226099__MC3R	0.81741	0.022764	0.56516	0.33126	0.38102	0.15598	0.17113	0.035772	0.083085	0.12155	0.64761	0.24772	0.13326	0.036059	0.35688	0.044033	0.012667	0.087864	0.25196	0.44112	0.027862	0.33072	0.092353	0.01976	0.028002	0.44784	0.024818	0.02273	0.33734	0.04997	0.032942	0.018749	0.033247	0.040631	0.025667	0.05543	0.019
Meth__cg21921474__C1orf172	0.041113	0.022268	0.021986	0.024842	0.7456	0.027662	0.017806	0.016768	0.035102	0.019289	0.040213	0.042295	0.021033	0.027296	0.14289	0.033184	0.17524	0.023904	0.024583	0.027994	0.95768	0.032106	0.92178	0.031797	0.029097	0.04951	0.045746	0.041259	0.021218	0.9569	0.023044	0.020042	0.016208	0.040304	0.056023	0.033708	0.025672
Meth__cg23582408__EEF1A2	0.028026	0.019679	0.028487	0.057877	0.52197	0.026633	0.17694	0.056188	0.029857	0.53601	0.29046	0.040594	0.05312	0.1007	0.02378	0.09362	0.36933	0.022963	0.02437	0.043828	0.16233	0.024648	0.58233	0.024613	0.37327	0.091762	0.10591	0.045674	0.02283	0.1354	0.022286	0.021821	0.27368	0.066046	0.030622	0.021085	0.02731
Meth__cg03593419__GABRA4	0.4841	0.015745	0.21932	0.59799	0.20556	0.74111	0.12758	0.63754	0.22642	0.59328	0.25163	0.22093	0.4269	0.015198	0.22191	0.061388	0.18678	0.11481	0.15663	0.095852	0.037126	0.50174	0.18661	0.21521	0.046661	0.19712	0.05094	0.037557	0.023589	0.058774	0.48549	0.031776	0.082775	0.10118	0.28335	0.61795	0.60359
Meth__cg22983885__C1orf128	0.087026	0.039283	0.066618	0.060226	0.058688	0.069631	0.067299	0.064651	0.077422	0.063789	0.089542	0.1268	0.057261	0.092919	0.062265	0.064553	0.033479	0.077664	0.095979	0.047734	0.074524	0.089296	0.46268	0.082031	0.045868	0.075944	0.040459	0.029753	0.039428	0.089403	0.10056	0.026591	0.061559	0.084746	0.09359	0.074178	0.08307
Meth__cg00618396__VBP1	0.59167	0.021061	0.035419	0.036582	0.023087	0.040767	0.30721	0.02251	0.027062	0.025896	0.04244	0.035132	0.035839	0.4088	0.47096	0.05766	0.027691	0.026583	0.022186	0.44235	0.026947	0.55473	0.050611	0.029	0.042953	0.23467	0.067253	0.11816	0.017822	0.13361	0.020425	0.018638	0.15077	0.095553	0.69388	0.27368	0.034489
Meth__cg07672479__DYNC1H1	0.024472	0.018028	0.038813	0.03146	0.032508	0.042609	0.48525	0.025174	0.024849	0.053205	0.056197	0.033311	0.024593	0.023757	0.030411	0.096437	0.037685	0.020499	0.018491	0.025036	0.020954	0.016725	0.090323	0.034396	0.057592	0.049443	0.058895	0.020556	0.028162	0.021258	0.024395	0.018776	0.024845	0.034413	0.046945	0.035941	0.040579
Meth__cg07774025__HSD17B7	0.046578	0.043034	0.07062	0.039562	0.065785	0.055168	0.025374	0.042029	0.064246	0.23848	0.2292	0.1301	0.053661	0.052632	0.031033	0.046576	0.062474	0.038659	0.045984	0.22307	0.057949	0.027917	0.093139	0.067901	0.081038	0.216	0.091855	0.023728	0.03234	0.057105	0.034909	0.043478	0.028982	0.1013	0.059194	0.12075	0.088859
U133A__FHL2	6.8345	7.5313	10.607	6.7725	6.7465	4.7439	8.3456	5.4334	4.6551	7.6402	8.0003	9.859	5.3809	7.916	7.8709	7.455	9.4441	6.409	6.7517	6.052	8.0689	7.7059	7.9957	5.0216	7.9393	4.7353	6.6008	10.66	8.0581	7.9105	7.7389	9.5596	9.8828	8.7644	10.1995	6.2594	5.9175
Meth__cg24202119__CAPSL	0.81578	0.070496	0.44866	0.68779	0.74782	0.76102	0.83774	0.861	0.08256	0.6845	0.138	0.51813	0.5686	0.37015	0.43103	0.081246	0.060423	0.1271	0.074117	0.17053	0.24528	0.04236	0.52231	0.13736	0.1117	0.57189	0.12067	0.076132	0.22408	0.077327	0.21506	0.069943	0.32752	0.10865	0.11565	0.44914	0.66471
Meth__cg13266631__NEFL	0.20201	0.082271	0.86998	0.86156	0.80137	0.75452	0.65261	0.061008	0.094752	0.78006	0.38033	0.55803	0.082915	0.10272	0.38779	0.33361	0.071493	0.90998	0.86045	0.91249	0.12408	0.58814	0.87229	0.87171	0.19631	0.87181	0.10529	0.069969	0.064068	0.090119	0.15464	0.28547	0.9192	0.23894	0.39673	0.080512	0.072003
Meth__cg12382941__SYTL4	0.56277	0.036011	0.051901	0.047182	0.44816	0.063498	0.39382	0.046608	0.062074	0.16816	0.039939	0.072503	0.046519	0.43737	0.049352	0.075567	0.043508	0.069521	0.042474	0.49344	0.18664	0.46356	0.053155	0.039906	0.085558	0.48227	0.071126	0.03331	0.03312	0.07479	0.038105	0.029955	0.32928	0.043469	0.54039	0.060477	0.040318
Meth__cg12629325__PCDHAC1	0.72053	0.031167	0.067636	0.98037	0.14147	0.53618	0.4169	0.035504	0.055849	0.088822	0.069204	0.37618	0.48265	0.060213	0.057251	0.19379	0.038446	0.9744	0.85281	0.041328	0.032386	0.040947	0.93686	0.74678	0.1506	0.07194	0.041369	0.061068	0.032482	0.5916	0.034754	0.027944	0.84757	0.45674	0.035593	0.82349	0.84554
Meth__cg09924998__VPS33A	0.13306	0.13434	0.82772	0.11013	0.13208	0.29595	0.40334	0.063947	0.21301	0.068249	0.46621	0.19373	0.07406	0.27513	0.25781	0.13986	0.054873	0.084281	0.10481	0.059564	0.15243	0.081746	0.71893	0.099295	0.047434	0.068332	0.14127	0.059191	0.057018	0.082767	0.11895	0.042899	0.099031	0.083221	0.098057	0.11288	0.29409
Meth__cg13145440__LOC81558	0.022513	0.025445	0.0303	0.021538	0.031544	0.024952	0.01576	0.036101	0.022875	0.023298	0.066229	0.056028	0.031185	0.022458	0.022082	0.060483	0.021002	0.22497	0.5053	0.028642	0.033834	0.027272	0.083759	0.026247	0.030093	0.057427	0.057166	0.024205	0.022124	0.026711	0.033679	0.14466	0.014341	0.025726	0.030296	0.030147	0.022792
Meth__cg12739034__PTGER3	0.099446	0.041473	0.8729	0.31827	0.7193	0.050095	0.34089	0.057032	0.047541	0.47652	0.062752	0.098895	0.052976	0.25443	0.1391	0.11608	0.1117	0.044881	0.050033	0.090219	0.1155	0.051516	0.54621	0.05217	0.073286	0.32122	0.15483	0.21635	0.042404	0.559	0.065274	0.048151	0.332	0.10638	0.062129	0.19074	0.48362
U133A__SEC14L1	7.8154	6.8402	7.8029	6.4113	7.3714	8.3427	7.449	7.0855	7.4733	7.4862	6.6201	7.1684	6.6114	8.1006	8.7309	7.7489	7.5481	7.7756	7.5927	7.3336	8.9182	7.262	8.3859	9.6681	6.8164	6.89	7.5387	9.793	6.5249	8.5994	6.9465	8.2458	6.6227	7.0939	9.1564	7.4559	7.6345
Meth__cg05782975__NGFRAP1	0.17427	0.047098	0.086435	0.061269	0.94983	0.062792	0.45757	0.34518	0.56801	0.066991	0.079759	0.055673	0.33557	0.57458	0.62082	0.20303	0.054869	0.053694	0.063186	0.62439	0.17838	0.58584	0.12755	0.099023	0.21233	0.52372	0.10767	0.069983	0.062721	0.48869	0.075544	0.044495	0.35217	0.10826	0.60268	0.058762	0.053247
Meth__cg07348311__IFIH1	0.051585	0.038776	0.049903	0.05061	0.96998	0.049589	0.061885	0.054983	0.050124	0.058469	0.069958	0.09516	0.053706	0.067996	0.041298	0.13636	0.53111	0.055291	0.044996	0.041872	0.044083	0.039896	0.37032	0.052548	0.037451	0.087446	0.087963	0.046667	0.046209	0.051248	0.063832	0.029576	0.041497	0.10809	0.059629	0.049673	0.063335
U133A__C5orf13	7.5479	5.1369	4.8195	6.7214	10.5831	8.7053	6.8127	10.1445	5.6449	7.1065	5.3783	7.077	6.914	5.561	7.2038	5.9763	8.7252	5.4808	5.8234	8.3707	9.2578	5.8943	5.5724	6.9229	7.5753	8.2068	4.9232	7.1556	5.2497	9.5255	9.8606	6.3485	5.4205	6.0864	7.4534	6.3202	6.9258
Meth__cg09144422__DUS2L	0.041163	0.040165	0.46217	0.088265	0.66293	0.053194	0.061174	0.029504	0.036742	0.041366	0.2772	0.24494	0.039296	0.10558	0.19998	0.055375	0.025435	0.052142	0.050994	0.062367	0.10836	0.26007	0.92317	0.20524	0.073925	0.29033	0.073654	0.033723	0.2182	0.56585	0.036704	0.034078	0.029401	0.18212	0.42047	0.029684	0.056847
Meth__cg20141013__PRO0149	0.069009	0.071187	0.038118	0.039338	0.033504	0.056637	0.068001	0.029382	0.039443	0.051226	0.059938	0.047972	0.04484	0.03937	0.039098	0.11211	0.03122	0.038523	0.055199	0.043646	0.055533	0.037077	0.062323	0.048083	0.043532	0.077384	0.066573	0.037234	0.034278	0.045628	0.037482	0.032989	0.033282	0.051601	0.03928	0.037066	0.04458
Meth__cg24930915__RAB26	0.055301	0.028137	0.070923	0.0681	0.82069	0.058106	0.048173	0.033318	0.048106	0.063461	0.067462	0.089336	0.037766	0.1468	0.048704	0.092121	0.74006	0.029188	0.056591	0.053442	0.51004	0.029901	0.085656	0.055311	0.085333	0.080416	0.054122	0.044857	0.027772	0.027488	0.03112	0.031904	0.029522	0.091675	0.067139	0.055597	0.058288
Meth__cg03556497__SLC32A1	0.208	0.081666	0.6296	0.18796	0.49228	0.29291	0.55419	0.082155	0.11509	0.5878	0.33999	0.15024	0.091718	0.061853	0.11441	0.18032	0.071168	0.33421	0.56274	0.24161	0.074491	0.6181	0.52797	0.18207	0.11685	0.63514	0.11413	0.062246	0.071815	0.07529	0.072023	0.078942	0.42785	0.16349	0.17826	0.27274	0.16116
Meth__cg05801648__SYK	0.10544	0.10226	0.11106	0.10691	0.87487	0.14196	0.27619	0.09733	0.13999	0.60114	0.1091	0.1224	0.094785	0.079635	0.49815	0.13585	0.12478	0.076791	0.092559	0.53721	0.17893	0.10837	0.73364	0.11477	0.36228	0.79153	0.15902	0.12082	0.081052	0.71146	0.67569	0.10809	0.094701	0.15053	0.11089	0.093039	0.091988
Meth__cg11620873__CD9	0.054394	0.045653	0.34203	0.051328	0.23955	0.054979	0.034771	0.045839	0.045138	0.068122	0.032438	0.11245	0.055264	0.039096	0.036764	0.10715	0.036629	0.045814	0.047483	0.054749	0.053064	0.035417	0.08738	0.052678	0.077737	0.092574	0.065191	0.047093	0.04503	0.043425	0.29501	0.046979	0.05442	0.10569	0.05172	0.40846	0.050017
Meth__cg21747271__AIP	0.16525	0.075618	0.14424	0.43099	0.43037	0.72878	0.19649	0.16871	0.73957	0.12801	0.30727	0.13585	0.1765	0.087607	0.09655	0.11617	0.44654	0.37825	0.15991	0.71807	0.075412	0.11539	0.17946	0.18132	0.39846	0.29234	0.082703	0.0504	0.067857	0.18065	0.77389	0.19212	0.55293	0.399	0.073323	0.21313	0.63078
Meth__cg17483510__GNB4	0.04388	0.3433	0.95522	0.9261	0.031276	0.036469	0.042042	0.046275	0.02561	0.024933	0.46965	0.18366	0.1399	0.040191	0.032779	0.061339	0.022689	0.92657	0.90161	0.35222	0.028924	0.89736	0.057845	0.60763	0.58489	0.94871	0.2567	0.038827	0.031636	0.037131	0.86692	0.2439	0.96408	0.16311	0.59154	0.64456	0.22645
Meth__cg23696886__PDLIM2	0.051966	0.039249	0.0625	0.26107	0.9735	0.5155	0.032557	0.034522	0.055546	0.095347	0.097972	0.051388	0.040503	0.91312	0.6115	0.17653	0.87224	0.040884	0.10372	0.1191	0.93888	0.31686	0.051358	0.099373	0.12903	0.64662	0.094395	0.97512	0.025989	0.90989	0.093341	0.077485	0.6598	0.068155	0.21469	0.2086	0.32796
Meth__cg13897627__FLJ44674	0.12497	0.074034	0.087925	0.3315	0.17128	0.07793	0.49893	0.059267	0.067998	0.10521	0.25291	0.11503	0.067917	0.073301	0.090505	0.10272	0.06876	0.06146	0.088716	0.8817	0.098824	0.34206	0.10017	0.072004	0.10039	0.53132	0.11675	0.068966	0.072104	0.080925	0.058386	0.05585	0.45068	0.10168	0.09419	0.060146	0.067172
U133A__PHGDH	7.4108	7.1537	10.3442	8.105	8.4641	6.9078	7.2091	9.3914	8.3536	7.7658	8.4218	7.6994	7.1137	7.4823	8.446	9.7916	7.6953	7.2645	6.7722	5.8624	7.797	6.6487	6.6278	8.0502	7.8655	7.9675	6.7189	9.1647	8.0666	6.5386	9.6919	9.7963	8.2777	7.7695	7.4865	7.2748	7.6427
Meth__cg27403635__KCNN2	0.87542	0.032934	0.93983	0.085137	0.93958	0.92303	0.38326	0.050222	0.35505	0.91502	0.32668	0.75251	0.070322	0.059902	0.44705	0.11622	0.047561	0.92782	0.77376	0.88919	0.057221	0.14157	0.89606	0.91164	0.2091	0.91102	0.074283	0.064307	0.1875	0.86128	0.70427	0.040408	0.93372	0.53577	0.57121	0.050858	0.046858
Meth__cg05316065__MLZE	0.059014	0.03928	0.054755	0.34097	0.87752	0.16273	0.048959	0.09708	0.21504	0.042594	0.016913	0.06867	0.10639	0.031956	0.90005	0.12953	0.32574	0.61014	0.59327	0.89234	0.88427	0.042415	0.73654	0.32956	0.068568	0.79044	0.10849	0.1218	0.051078	0.079384	0.055807	0.027037	0.03868	0.22572	0.06117	0.081116	0.11294
Meth__cg27586455__ZNF688	0.046765	0.022697	0.032782	0.029714	0.025287	0.039416	0.02928	0.031401	0.038599	0.041737	0.042091	0.043803	0.022066	0.024139	0.031381	0.050691	0.027818	0.018976	0.031221	0.032805	0.041289	0.020963	0.075008	0.034573	0.040431	0.051305	0.03164	0.019739	0.025044	0.031474	0.022482	0.029137	0.022694	0.07237	0.04033	0.034239	0.034453
Meth__cg25425078__CCND2	0.45856	0.034367	0.96199	0.035598	0.87266	0.83851	0.4825	0.045969	0.053571	0.96379	0.73606	0.31013	0.05262	0.035259	0.14911	0.12566	0.48323	0.39557	0.3556	0.084561	0.1902	0.21344	0.88162	0.066838	0.084788	0.23801	0.077509	0.03316	0.093544	0.074186	0.021826	0.022315	0.37966	0.19065	0.06017	0.033882	0.030829
Meth__cg15488251__MYH11	0.15454	0.020876	0.09475	0.038889	0.36202	0.055943	0.87328	0.023598	0.024129	0.71583	0.033875	0.70104	0.026487	0.023077	0.022659	0.055456	0.043055	0.68557	0.2473	0.036745	0.02652	0.12853	0.84415	0.029308	0.041887	0.88606	0.043705	0.019242	0.019092	0.024844	0.024329	0.018375	0.075158	0.046486	0.035695	0.028327	0.19418
Meth__cg13055001__PPP1CA	0.16572	0.033799	0.85858	0.87882	0.45006	0.20622	0.80964	0.56763	0.50457	0.096065	0.80109	0.34926	0.4086	0.088119	0.94232	0.17771	0.081163	0.44714	0.58555	0.53247	0.071917	0.056599	0.78189	0.50512	0.12643	0.48963	0.045638	0.042395	0.37033	0.14575	0.17913	0.54234	0.054996	0.089409	0.047259	0.19418	0.044683
Meth__cg22116290__SMPD3	0.065565	0.045508	0.55657	0.088117	0.49562	0.24952	0.10828	0.072061	0.05495	0.84294	0.15631	0.16327	0.083048	0.046648	0.13615	0.063345	0.03657	0.0609	0.08148	0.052343	0.054392	0.11856	0.77732	0.059475	0.050385	0.94374	0.064808	0.047425	0.05182	0.090486	0.06201	0.040918	0.21907	0.052858	0.064812	0.13436	0.16945
Meth__cg15034135__ADAMTS19	0.033601	0.026077	0.59479	0.034448	0.64105	0.025554	0.038414	0.027263	0.032941	0.92784	0.054008	0.47198	0.030377	0.85521	0.027328	0.059688	0.021042	0.018038	0.031376	0.038306	0.041367	0.017704	0.61922	0.035244	0.020078	0.60637	0.048875	0.016019	0.030053	0.025215	0.023859	0.018922	0.16478	0.11937	0.033275	0.024717	0.022974
Meth__cg07879977__OR1F1	0.17056	0.017291	0.93093	0.49545	0.49756	0.49006	0.96567	0.049787	0.39958	0.79858	0.90534	0.72173	0.055335	0.55128	0.7278	0.053385	0.015665	0.41807	0.64794	0.4494	0.19022	0.59044	0.053911	0.016559	0.01583	0.043405	0.026083	0.44397	0.42209	0.036379	0.041657	0.024633	0.3577	0.045351	0.95623	0.41716	0.15209
Meth__cg20011794__KCTD17	0.059768	0.057368	0.070283	0.083727	0.044643	0.054567	0.10359	0.043988	0.05429	0.050068	0.036823	0.97554	0.057084	0.049411	0.038733	0.10093	0.041219	0.060655	0.055561	0.043887	0.055468	0.038116	0.072312	0.049823	0.070973	0.074966	0.091781	0.050566	0.057568	0.039179	0.056543	0.059961	0.026844	0.068872	0.049981	0.062646	0.047605
Meth__cg23349790__IGSF21	0.064468	0.047087	0.96932	0.073661	0.98092	0.97297	0.98626	0.035991	0.039629	0.98014	0.97528	0.56165	0.045123	0.041201	0.10853	0.052552	0.034947	0.91358	0.71173	0.069407	0.067827	0.084265	0.93816	0.063015	0.074564	0.97206	0.075813	0.049497	0.049195	0.075278	0.040689	0.03133	0.7598	0.17623	0.059157	0.060093	0.065716
Meth__cg24120841__THRB	0.057397	0.066886	0.075848	0.054997	0.12483	0.04948	0.063247	0.043986	0.050531	0.053722	0.033462	0.075647	0.044584	0.070019	0.050685	0.066366	0.37474	0.048701	0.053956	0.051217	0.051134	0.037088	0.11061	0.074596	0.067531	0.097556	0.090242	0.038217	0.050062	0.03865	0.046057	0.047125	0.038241	0.04901	0.054855	0.046254	0.04669
Meth__cg08319991__UCHL1	0.18203	0.18583	0.93135	0.32746	0.40383	0.9099	0.13856	0.043743	0.90655	0.4593	0.067999	0.87175	0.062187	0.9119	0.044034	0.10094	0.073253	0.88841	0.88925	0.55358	0.17515	0.43194	0.79509	0.85093	0.12728	0.62477	0.091319	0.077381	0.25693	0.24908	0.11385	0.036574	0.89806	0.1066	0.43867	0.45635	0.79802
U133A__PLA2G16	7.1982	8.495	6.5464	8.0667	5.2454	6.3602	6.5026	6.8197	7.8318	5.449	7.9048	6.0987	8.3904	5.2744	7.1345	7.8377	6.4017	6.4259	7.1985	9.0873	8.8867	7.7284	8.576	5.7546	9.345	5.7119	8.4557	5.8096	8.2032	7.7789	6.2083	6.7106	9.2644	9.5939	8.748	5.3636	5.4294
Meth__cg27427207__ATP8A1	0.06031	0.050374	0.19572	0.067775	0.34994	0.051177	0.70117	0.041174	0.082521	0.10491	0.056787	0.065743	0.067884	0.048281	0.15706	0.081751	0.11499	0.052979	0.054302	0.045878	0.057281	0.029169	0.32973	0.055078	0.09548	0.088836	0.12502	0.053556	0.044235	0.4921	0.049196	0.039381	0.054091	0.12882	0.060782	0.058055	0.047971
Meth__cg15044073__SWAP70	0.029864	0.0489	0.45763	0.12005	0.33724	0.080868	0.060776	0.047213	0.051439	0.072094	0.051905	0.18251	0.041209	0.056923	0.035227	0.063552	0.03079	0.079509	0.048823	0.45994	0.035294	0.036463	0.3457	0.38105	0.052732	0.69047	0.05596	0.034185	0.036369	0.17093	0.23123	0.029561	0.050761	0.057052	0.04412	0.037183	0.086014
Meth__cg16967583__AGXT	0.061093	0.034182	0.042645	0.056478	0.66809	0.12653	0.20629	0.054644	0.26955	0.077525	0.20632	0.13025	0.04618	0.1418	0.077208	0.12229	0.045708	0.17994	0.23803	0.50812	0.80132	0.069398	0.32975	0.19917	0.088778	0.16264	0.083106	0.49279	0.046267	0.041965	0.1405	0.04256	0.047842	0.22055	0.059493	0.051019	0.083552
Meth__cg26928603__KIRREL	0.054586	0.071856	0.30383	0.19453	0.052993	0.5801	0.060305	0.099008	0.044389	0.046111	0.08446	0.095577	0.15471	0.048749	0.038263	0.10267	0.045351	0.86884	0.93355	0.58807	0.044644	0.1269	0.04339	0.084486	0.078901	0.71657	0.11375	0.071468	0.071216	0.07284	0.1531	0.11221	0.59711	0.047936	0.047793	0.25424	0.081704
Meth__cg00818693__TTC14	0.046846	0.050201	0.086617	0.69562	0.042307	0.40868	0.12799	0.040366	0.044588	0.18129	0.036825	0.069172	0.048675	0.038849	0.038516	0.13669	0.042606	0.29496	0.21431	0.43952	0.040718	0.041879	0.18086	0.049398	0.054295	0.093109	0.061155	0.044491	0.037534	0.05244	0.036759	0.040019	0.037691	0.063503	0.044973	0.036773	0.042388
Meth__cg27176536__RAB26	0.11284	0.11915	0.092903	0.12238	0.90562	0.1407	0.26985	0.12046	0.14724	0.15988	0.25495	0.16927	0.16023	0.14323	0.14863	0.15337	0.59396	0.12593	0.13916	0.1242	0.41436	0.13126	0.1546	0.13457	0.14145	0.16842	0.15513	0.12061	0.13026	0.13456	0.090774	0.12631	0.090216	0.24708	0.12026	0.12099	0.13014
U133A__MTUS1	8.1313	8.2705	5.8908	7.106	5.1455	6.8015	7.0624	5.4657	5.8096	5.252	7.581	6.4001	7.6864	7.4877	5.5626	7.7194	4.6984	6.658	6.7777	5.5679	6.0087	7.1452	5.2202	6.4472	7.1152	5.1951	6.9902	5.1036	5.8514	5.3492	7.484	8.1098	8.0734	6.0826	8.2206	8.2206	6.8675
Meth__cg08074477__TNS4	0.021748	0.020685	0.046259	0.59635	0.70967	0.031675	0.047032	0.6083	0.17751	0.76686	0.046889	0.055176	0.50543	0.38846	0.92439	0.59372	0.8922	0.29535	0.095608	0.028108	0.91941	0.028414	0.8409	0.037153	0.028163	0.54342	0.060972	0.56181	0.026252	0.91175	0.27304	0.031141	0.017981	0.054184	0.098553	0.33858	0.62014
Meth__cg07579404__RAET1L	0.087452	0.068787	0.10203	0.17103	0.39364	0.15838	0.071891	0.075372	0.7589	0.54712	0.1142	0.092885	0.071929	0.079365	0.06985	0.11573	0.071774	0.31721	0.19239	0.26312	0.11751	0.061762	0.13696	0.80669	0.11516	0.14806	0.10018	0.077687	0.054496	0.05665	0.38404	0.060834	0.62963	0.16031	0.76153	0.31622	0.56342
Meth__cg27158867__LRRC56	0.047228	0.048805	0.50374	0.10377	0.94071	0.05533	0.052334	0.036589	0.038517	0.068693	0.2363	0.36504	0.038971	0.92635	0.95764	0.39286	0.88907	0.03508	0.065666	0.05001	0.94715	0.023398	0.90834	0.1065	0.068941	0.079418	0.085114	0.13804	0.038544	0.19846	0.043848	0.037956	0.037749	0.053788	0.037748	0.056607	0.041227
Meth__cg11503011__EBF	0.43255	0.12608	0.76314	0.52755	0.11646	0.13705	0.70878	0.18492	0.18503	0.1433	0.10399	0.17091	0.19921	0.28647	0.19811	0.19726	0.23043	0.20634	0.31805	0.17156	0.12153	0.15144	0.56351	0.38205	0.21012	0.69204	0.22551	0.083273	0.21596	0.16425	0.11064	0.064561	0.11326	0.20584	0.19887	0.14967	0.11487
Meth__cg10593493__HOXC6	0.064811	0.038359	0.056648	0.046614	0.046577	0.040924	0.043273	0.05035	0.046702	0.059415	0.11313	0.088136	0.38314	0.059052	0.047639	0.70875	0.049521	0.028214	0.035804	0.044444	0.062573	0.3972	0.38565	0.045921	0.051451	0.059699	0.093524	0.056587	0.05675	0.044864	0.95864	0.041976	0.044409	0.057004	0.048114	0.71734	0.050838
Meth__cg25340403__LYPD3	0.041991	0.035241	0.36761	0.052266	0.83676	0.058992	0.47752	0.062234	0.15438	0.42546	0.079824	0.18769	0.056727	0.30018	0.66495	0.076535	0.83915	0.03933	0.037908	0.2338	0.80747	0.035903	0.7884	0.036387	0.3407	0.26306	0.040486	0.82379	0.028007	0.51634	0.2241	0.16982	0.02642	0.0736	0.040626	0.040225	0.044181
Meth__cg08687958__PDZD8	0.027493	0.020409	0.05692	0.066069	0.048241	0.042946	0.036602	0.027329	0.031961	0.17673	0.066312	0.12021	0.027926	0.20754	0.027309	0.046271	0.041102	0.095533	0.065859	0.038118	0.046673	0.035141	0.11493	0.030785	0.066373	0.067623	0.049078	0.025241	0.026056	0.04818	0.023072	0.024667	0.044845	0.020488	0.027249	0.035199	0.032631
U133A__GCHFR	7.0875	7.7336	7.3299	7.4086	5.9174	7.0334	6.0695	5.6255	6.5892	6.057	5.6697	6.4225	7.2153	6.4454	5.5521	9.3148	5.7151	6.6593	6.6104	6.846	5.6439	8.0588	4.8651	7.7018	7.5975	8.9348	8.3753	6.5251	6.4883	5.3529	6.5813	7.5842	5.7935	6.8521	6.8993	8.7278	7.0875
Meth__cg15270950__TGFBR2	0.056836	0.060661	0.056596	0.04556	0.049354	0.13341	0.064481	0.039374	0.05141	0.049588	0.026419	0.13991	0.083937	0.052274	0.045159	0.087263	0.051608	0.07655	0.044483	0.74543	0.054293	0.11283	0.065194	0.056304	0.070962	0.12354	0.10673	0.04829	0.050891	0.046221	0.83948	0.048873	0.88129	0.083639	0.070459	0.069516	0.1008
Meth__cg03813215__BCL2	0.063528	0.072214	0.094722	0.062862	0.068879	0.066348	0.044144	0.067176	0.064886	0.078947	0.10498	0.10644	0.073234	0.060973	0.07669	0.17519	0.06598	0.061609	0.08945	0.060274	0.071114	0.081612	0.16059	0.076128	0.10559	0.56784	0.10098	0.076238	0.067404	0.069905	0.10955	0.071668	0.073365	0.14772	0.076435	0.065989	0.076726
Meth__cg11529128__LHFPL5	0.050328	0.026396	0.45164	0.23777	0.3616	0.037053	0.78524	0.052212	0.46546	0.40548	0.32549	0.3714	0.062116	0.093063	0.22104	0.73348	0.23315	0.027081	0.031018	0.030473	0.031034	0.064945	0.58342	0.27303	0.084839	0.76486	0.048846	0.025918	0.058223	0.078823	0.072176	0.031752	0.076911	0.06684	0.04163	0.32696	0.037838
Meth__cg00247489__CR2	0.033014	0.040394	0.050226	0.037051	0.68663	0.51459	0.63859	0.024766	0.032683	0.49381	0.039196	0.17671	0.032356	0.71646	0.031371	0.051122	0.043415	0.25858	0.23036	0.093653	0.048814	0.023202	0.67417	0.028066	0.11634	0.71134	0.07141	0.029978	0.028856	0.046683	0.028122	0.033727	0.35461	0.053524	0.021581	0.020406	0.026084
Meth__cg01539186__ZNF336	0.08821	0.049691	0.42293	0.25337	0.071883	0.11554	0.33543	0.49355	0.090018	0.04524	0.62791	0.27415	0.416	0.076476	0.068981	0.10377	0.10381	0.039696	0.092442	0.096786	0.097899	0.067983	0.49676	0.11251	0.074295	0.29392	0.063511	0.068414	0.06989	0.096418	0.078292	0.049708	0.093441	0.089138	0.14441	0.10243	0.11136
Meth__cg07380959__TFPI2	0.038784	0.034156	0.42433	0.058055	0.047405	0.031491	0.6634	0.016961	0.033929	0.78845	0.058958	0.64095	0.026555	0.57633	0.031973	0.048795	0.25355	0.024649	0.036276	0.082835	0.032977	0.025007	0.084274	0.063808	0.078716	0.32243	0.044354	0.029971	0.026074	0.44923	0.19612	0.022905	0.87922	0.80549	0.055187	0.04013	0.034701
Meth__cg20673481__KCNS3	0.044013	0.12203	0.67049	0.69443	0.60413	0.29921	0.33818	0.099346	0.075504	0.77137	0.30226	0.25753	0.096439	0.42348	0.11457	0.39106	0.080693	0.6683	0.54339	0.1447	0.16723	0.11002	0.66691	0.22924	0.08484	0.306	0.077185	0.087631	0.0571	0.40479	0.1943	0.04829	0.16309	0.06493	0.058879	0.47063	0.59144
U133A__GLRX	6.8448	7.9543	6.2487	5.5297	5.9715	5.401	5.7698	5.7644	5.382	6.2804	5.9803	6.3704	6.4851	7.4296	6.5379	6.0868	8.8566	4.4996	5.6094	6.3079	7.2202	5.8142	7.9821	5.8988	9.5291	5.7724	6.5263	6.9671	6.2362	7.2404	9.8389	7.6701	6.5914	6.1673	5.9565	6.1801	5.2603
