Cell lines	600MPE	AU565	BT474	BT483	BT549	CAMA1	HBL100	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB436	MDAMB453	MDAMB468	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM52PE	T47D	UACC812	ZR751	ZR7530	ZR75B
Meth__cg22967016__MICAL2	0.04509	0.034149	0.42104	0.038552	0.1255	0.093223	0.22042	0.15678	0.2137	0.045992	0.055145	0.13387	0.1258	0.22205	0.18199	0.049918	0.043269	0.12581	0.032576	0.36203	0.084619	0.033474	0.055536	0.064069	0.037313	0.23133	0.099016	0.066562	0.097937	0.068994	0.059866	0.034909	0.02507	0.028478	0.092093	0.24542	0.10276	0.041641	0.12691	0.14033	0.29825
Meth__cg01620308__PRNP	0.066443	0.053402	0.070485	0.08	0.051948	0.2321	0.12446	0.10298	0.045827	0.13543	0.051533	0.080336	0.097613	0.056614	0.070227	0.082049	0.0445	0.10648	0.063535	0.069015	0.096599	0.53722	0.06355	0.051111	0.085722	0.089502	0.20085	0.048394	0.16358	0.065312	0.095789	0.073393	0.05011	0.056856	0.088006	0.060263	0.27647	0.075113	0.097014	0.10221	0.08717
Meth__cg08315187__PERP	0.043506	0.041443	0.13342	0.11816	0.068624	0.10004	0.17086	0.024142	0.091989	0.14431	0.055677	0.071585	0.14883	0.070936	0.051311	0.080282	0.052831	0.10138	0.084859	0.049191	0.06626	0.62912	0.14238	0.067724	0.085269	0.053857	0.13029	0.073423	0.075186	0.058249	0.085875	0.053501	0.055854	0.078218	0.072752	0.066288	0.27245	0.070569	0.13256	0.12748	0.072313
Meth__cg22492020__FLJ20516	0.13526	0.099952	0.12733	0.1674	0.06342	0.073527	0.03534	0.090892	0.15613	0.25254	0.057956	0.053618	0.067828	0.06116	0.16014	0.06073	0.059048	0.11692	0.064016	0.059138	0.070665	0.38023	0.092954	0.30821	0.093854	0.090132	0.098119	0.06387	0.077187	0.066144	0.11271	0.076951	0.062252	0.12162	0.37202	0.062927	0.057988	0.32902	0.17517	0.095943	0.090952
Meth__cg24216915__WDR18	0.045332	0.060801	0.061842	0.054669	0.037958	0.046063	0.06176	0.068702	0.042246	0.2492	0.05872	0.11856	0.10784	0.03793	0.048314	0.05461	0.036463	0.1725	0.04337	0.042097	0.14743	0.046153	0.05387	0.049927	0.43685	0.16984	0.17296	0.050779	0.2243	0.057632	0.061309	0.038854	0.034248	0.068866	0.26787	0.039583	0.11147	0.055015	0.043668	0.10838	0.049966
Meth__cg18399321__MGAT3	0.089438	0.043621	0.043005	0.042128	0.4526	0.25456	0.037436	0.032629	0.037523	0.04949	0.029739	0.032571	0.4759	0.038174	0.038616	0.19337	0.039833	0.091743	0.026829	0.95294	0.81849	0.05062	0.032765	0.15061	0.79133	0.053375	0.077025	0.037922	0.8807	0.048315	0.062453	0.038265	0.040274	0.037575	0.040679	0.15028	0.2357	0.053097	0.048293	0.21033	0.044192
Meth__cg15309264__VRK2	0.06238	0.068225	0.069802	0.037946	0.70935	0.060621	0.080889	0.046741	0.049721	0.063893	0.053414	0.041419	0.097231	0.0455	0.054397	0.046294	0.053342	0.19304	0.057412	0.052205	0.058461	0.06252	0.069707	0.050433	0.039594	0.049005	0.056062	0.047038	0.10855	0.047662	0.10421	0.060951	0.053158	0.05208	0.047468	0.047784	0.12722	0.075875	0.054831	0.091005	0.063609
Meth__cg03000846__RAC3	0.03887	0.052198	0.79613	0.167	0.8844	0.25557	0.97373	0.38286	0.2407	0.49661	0.028168	0.95977	0.59755	0.33858	0.21708	0.45242	0.63124	0.56206	0.9526	0.68227	0.61985	0.03108	0.96952	0.55245	0.94933	0.93265	0.32386	0.96502	0.057362	0.96197	0.18263	0.52379	0.61736	0.97042	0.50434	0.01872	0.1515	0.5172	0.023817	0.32739	0.023589
Meth__cg01756060__CDK6	0.026604	0.029373	0.039286	0.025393	0.024159	0.03216	0.02423	0.029701	0.023997	0.02567	0.026435	0.039882	0.063769	0.30269	0.027496	0.027747	0.026365	0.079969	0.032367	0.020188	0.024439	0.055762	0.029463	0.020424	0.073185	0.033544	0.045155	0.031085	0.10059	0.030483	0.043177	0.0295	0.026404	0.022602	0.024596	0.022919	0.081038	0.035933	0.03079	0.080866	0.035052
Meth__cg24641737__DENND2D	0.040889	0.022389	0.34975	0.24246	0.54615	0.14287	0.52636	0.94471	0.88638	0.077837	0.91736	0.62861	0.38099	0.26727	0.83554	0.79976	0.95788	0.59052	0.2378	0.94132	0.81218	0.10419	0.50944	0.053168	0.50263	0.73369	0.21096	0.68052	0.78259	0.1131	0.074148	0.45724	0.85122	0.25964	0.77279	0.036459	0.28672	0.046181	0.28904	0.096852	0.53983
Meth__cg22864416__CCNJ	0.024655	0.55512	0.027465	0.020866	0.20422	0.73979	0.076136	0.016255	0.028488	0.031771	0.028843	0.052009	0.057937	0.017477	0.025698	0.44586	0.025824	0.052171	0.024492	0.026853	0.023563	0.021946	0.034529	0.018651	0.036724	0.031486	0.042528	0.031383	0.047775	0.030537	0.059156	0.022056	0.015913	0.020155	0.021488	0.9851	0.085526	0.030284	0.562	0.031242	0.96369
Meth__cg07158339__FXN	0.10376	0.14657	0.44118	0.13705	0.10409	0.45611	0.72318	0.82871	0.13688	0.16437	0.10883	0.50919	0.35349	0.063541	0.11981	0.19838	0.4138	0.08179	0.21145	0.34596	0.20932	0.054608	0.073143	0.21592	0.32491	0.21433	0.14535	0.43442	0.27323	0.12699	0.2651	0.05895	0.061714	0.075778	0.47563	0.18273	0.13959	0.078249	0.084704	0.45251	0.15442
Meth__cg14254419__AMPD2	0.43774	0.17211	0.96701	0.52026	0.074084	0.2628	0.055298	0.05511	0.063082	0.57005	0.02999	0.082871	0.12608	0.5676	0.11204	0.080195	0.032375	0.12427	0.028114	0.27378	0.45468	0.40117	0.24181	0.80343	0.11875	0.71904	0.25297	0.071159	0.11465	0.090274	0.1975	0.28294	0.028963	0.035991	0.45808	0.041953	0.14974	0.39675	0.30417	0.53839	0.22509
Meth__cg05780311__STAT5B	0.033547	0.049979	0.047348	0.028134	0.027443	0.040574	0.024696	0.037961	0.026184	0.052888	0.047498	0.036135	0.035096	0.028917	0.029483	0.03844	0.032726	0.073643	0.022615	0.031364	0.036027	0.23289	0.038711	0.043159	0.066282	0.060465	0.058261	0.029049	0.091507	0.031549	0.051698	0.029775	0.026606	0.027226	0.054114	0.029448	0.073981	0.034043	0.033389	0.08587	0.024729
Meth__cg25536676__DHCR24	0.034813	0.03376	0.042806	0.093326	0.033906	0.044378	0.03003	0.032752	0.025605	0.088391	0.031119	0.06437	0.0541	0.029373	0.027604	0.46159	0.033793	0.048216	0.022887	0.045631	0.044319	0.2322	0.049472	0.030706	0.055575	0.051108	0.12011	0.031694	0.070661	0.04152	0.064448	0.29591	0.030945	0.037231	0.022051	0.028351	0.080765	0.051529	0.035481	0.069737	0.044453
Meth__cg15564267__OTUB1	0.036474	0.027142	0.39439	0.05714	0.47157	0.16615	0.7329	0.12867	0.1324	0.33202	0.032217	0.95084	0.19971	0.11986	0.11683	0.039222	0.075157	0.19793	0.028037	0.19463	0.06765	0.085398	0.24079	0.38969	0.82277	0.12723	0.062126	0.035924	0.32598	0.55754	0.055806	0.032765	0.025314	0.034529	0.27965	0.03441	0.057526	0.17572	0.03658	0.80026	0.037809
Meth__cg18943599__SSTR2	0.040493	0.023857	0.034889	0.032445	0.3702	0.039793	0.18759	0.93433	0.035085	0.033553	0.40912	0.3142	0.1537	0.03192	0.048792	0.15873	0.032658	0.25835	0.034598	0.030772	0.041289	0.038596	0.16461	0.039786	0.36571	0.033105	0.064188	0.32938	0.060475	0.20097	0.090113	0.19683	0.038453	0.029847	0.048057	0.086391	0.055878	0.034465	0.04643	0.11056	0.040769
Meth__cg13968061__APCS	0.69767	0.07089	0.3748	0.088005	0.8993	0.25308	0.75813	0.54043	0.54907	0.11093	0.52141	0.10637	0.8145	0.065113	0.42995	0.61399	0.64494	0.32397	0.1454	0.072019	0.10541	0.46025	0.13304	0.40566	0.79296	0.26879	0.11099	0.12169	0.16054	0.10328	0.15882	0.097908	0.8811	0.8898	0.16021	0.43118	0.22025	0.10791	0.33903	0.45698	0.39273
Meth__cg02210123__RHOJ	0.53147	0.066054	0.83874	0.46828	0.089181	0.77798	0.13224	0.26223	0.10239	0.10681	0.12463	0.323	0.52915	0.21067	0.10814	0.12933	0.097066	0.15688	0.11567	0.093265	0.20944	0.73425	0.10262	0.083051	0.13993	0.53605	0.15593	0.10308	0.73062	0.087139	0.073558	0.076003	0.077368	0.13093	0.851	0.41626	0.34056	0.086456	0.71665	0.15943	0.75144
Meth__cg02976617__NUDT12	0.058631	0.047604	0.27527	0.042255	0.047436	0.044748	0.043855	0.033228	0.038036	0.040623	0.047939	0.039096	0.24549	0.029864	0.0455	0.04576	0.043204	0.091078	0.032205	0.047242	0.039591	0.044147	0.047849	0.0439	0.10394	0.047409	0.071123	0.046521	0.074915	0.041256	0.09054	0.039899	0.81563	0.049733	0.038537	0.039066	0.080738	0.048871	0.43988	0.10271	0.34763
Meth__cg06222851__OGDHL	0.96937	0.052471	0.05974	0.048489	0.033775	0.065778	0.070218	0.086338	0.040493	0.052137	0.067732	0.09568	0.44063	0.50733	0.053849	0.058263	0.053541	0.075173	0.053259	0.039567	0.047775	0.63989	0.057406	0.03987	0.85655	0.54469	0.084116	0.04945	0.65858	0.05141	0.072343	0.048491	0.040275	0.050835	0.047858	0.044856	0.10886	0.055039	0.045636	0.084104	0.050428
Meth__cg12348970__SLC24A2	0.83027	0.061648	0.79221	0.62597	0.10536	0.83973	0.13659	0.87984	0.90845	0.42715	0.82377	0.65527	0.40965	0.086327	0.82163	0.32367	0.84294	0.0694	0.12252	0.10511	0.11404	0.85765	0.070384	0.86772	0.1592	0.16296	0.17335	0.35852	0.52326	0.085206	0.12852	0.37765	0.78508	0.097175	0.89111	0.18968	0.12134	0.12283	0.50647	0.48994	0.49118
Meth__cg26829131__HOXC9	0.040686	0.02581	0.043429	0.05554	0.036316	0.4933	0.018574	0.035303	0.038287	0.038476	0.04454	0.039002	0.090333	0.03672	0.035415	0.036615	0.03312	0.057055	0.045022	0.02833	0.047175	0.38285	0.040212	0.10226	0.61442	0.030951	0.061053	0.035755	0.072217	0.041131	0.047665	0.04183	0.038126	0.049132	0.037614	0.2826	0.087492	0.089262	0.033088	0.076542	0.032113
Meth__cg09163317__GALGT	0.057947	0.040812	0.066547	0.045319	0.040398	0.050137	0.060492	0.041103	0.048877	0.056367	0.070635	0.087638	0.31548	0.046878	0.068937	0.052479	0.036509	0.11765	0.053397	0.030596	0.050161	0.095433	0.063408	0.087921	0.092063	0.046736	0.15551	0.052778	0.11511	0.074136	0.056509	0.058628	0.05446	0.064686	0.059967	0.10858	0.06362	0.042384	0.047971	0.15999	0.054456
Meth__cg08222662__ZC3HAV1	0.10749	0.19315	0.098292	0.12476	0.86864	0.30154	0.12264	0.53624	0.09764	0.098218	0.36359	0.13913	0.19877	0.052495	0.20089	0.82541	0.041572	0.13526	0.067919	0.35227	0.45654	0.14577	0.064497	0.10504	0.36979	0.10605	0.17846	0.09321	0.15803	0.22178	0.13352	0.080879	0.29809	0.13475	0.72027	0.35352	0.22509	0.14202	0.27415	0.14059	0.8458
Meth__cg05333568__C1orf65	0.46178	0.059808	0.093281	0.050435	0.68964	0.34994	0.55107	0.36153	0.035908	0.044402	0.34228	0.63338	0.60161	0.042115	0.051369	0.40152	0.045705	0.097986	0.080051	0.26048	0.41609	0.55022	0.57927	0.072655	0.48591	0.063703	0.052701	0.41205	0.20953	0.10348	0.063744	0.067459	0.075225	0.093097	0.28109	0.34182	0.096569	0.040163	0.09701	0.14738	0.13602
Meth__cg00504595__TNFRSF19	0.84773	0.10349	0.36793	0.099263	0.66939	0.17391	0.51453	0.71858	0.081712	0.13642	0.54895	0.11405	0.45973	0.10064	0.070509	0.29817	0.8452	0.084654	0.63305	0.076776	0.12411	0.84043	0.35073	0.18776	0.35368	0.62945	0.1437	0.77772	0.2797	0.16954	0.070363	0.17726	0.84055	0.10573	0.45816	0.40501	0.17208	0.11147	0.19208	0.090613	0.34924
Meth__cg03664992__BMP8A	0.61374	0.15569	0.54605	0.48646	0.89652	0.70167	0.092615	0.28086	0.20592	0.086644	0.9261	0.14921	0.1892	0.17151	0.22772	0.12724	0.25231	0.15195	0.55644	0.10905	0.19849	0.20692	0.16468	0.77108	0.80191	0.48436	0.098495	0.10319	0.90728	0.1523	0.1819	0.10866	0.23482	0.50547	0.066111	0.30056	0.25774	0.47746	0.62154	0.1786	0.65687
Meth__cg05286874__ABCA1	0.48258	0.021962	0.36238	0.016301	0.017646	0.027802	0.97591	0.048023	0.02058	0.025381	0.02359	0.026611	0.81567	0.027384	0.023375	0.41761	0.017065	0.052967	0.016804	0.97285	0.54978	0.040057	0.027094	0.01578	0.055876	0.45604	0.044879	0.023238	0.097611	0.022637	0.047798	0.090347	0.028462	0.044531	0.015962	0.96715	0.074651	0.03875	0.021845	0.045941	0.066255
Meth__cg25812776__TRAF5	0.032331	0.17433	0.041494	0.039776	0.04042	0.035338	0.030188	0.071367	0.036299	0.038212	0.040822	0.034413	0.13314	0.027304	0.036083	0.08909	0.028541	0.090882	0.020118	0.034648	0.04071	0.043997	0.033682	0.11226	0.035666	0.040361	0.072494	0.036042	0.16364	0.063977	0.1453	0.042084	0.032458	0.032697	0.030231	0.50221	0.056885	0.037707	0.049153	0.062716	0.069876
Meth__cg08789908__HSD11B2	0.095055	0.087665	0.13776	0.070164	0.41688	0.07902	0.1232	0.092192	0.07579	0.07461	0.091505	0.05362	0.18157	0.06449	0.082874	0.62949	0.084059	0.12076	0.076088	0.29864	0.11826	0.075323	0.13544	0.085347	0.56002	0.099136	0.11257	0.096378	0.15602	0.088078	0.15848	0.063018	0.058305	0.080706	0.066751	0.50792	0.13666	0.078376	0.065557	0.10645	0.078162
Meth__cg26825755__ACSM2	0.31943	0.03162	0.84684	0.7752	0.053456	0.58444	0.068011	0.049958	0.68454	0.13401	0.045287	0.043953	0.059708	0.18246	0.49248	0.069407	0.035246	0.077886	0.064191	0.051009	0.1656	0.84363	0.42737	0.066698	0.11771	0.051618	0.1197	0.040541	0.11221	0.10191	0.079982	0.037198	0.089463	0.048921	0.62579	0.057464	0.092606	0.3097	0.17431	0.099187	0.17911
Meth__cg06521852__HRIHFB2122	0.071962	0.026488	0.047966	0.1164	0.11228	0.068998	0.42627	0.069883	0.08061	0.054447	0.026325	0.16029	0.088073	0.05518	0.083076	0.054789	0.057365	0.11974	0.12541	0.032592	0.051818	0.05353	0.48438	0.025508	0.059372	0.042407	0.055152	0.039982	0.064038	0.063022	0.062873	0.028219	0.033787	0.048673	0.032246	0.022489	0.086798	0.062103	0.045559	0.13281	0.036834
Meth__cg00303548__HS6ST3	0.031044	0.015658	0.028269	0.018552	0.3425	0.041356	0.1036	0.028235	0.024516	0.036309	0.037953	0.020909	0.084408	0.025022	0.024661	0.038908	0.030124	0.037391	0.035288	0.032418	0.049931	0.027975	0.0269	0.019417	0.070198	0.050559	0.081592	0.02232	0.05774	0.038824	0.029247	0.022965	0.02732	0.032543	0.029412	0.037547	0.067436	0.057953	0.03398	0.048471	0.038228
Meth__cg08307816__DEGS2	0.069006	0.066282	0.048494	0.036957	0.94537	0.045693	0.9003	0.049487	0.10703	0.05556	0.53388	0.049695	0.2399	0.025391	0.09311	0.044515	0.194	0.11721	0.34269	0.29198	0.16709	0.03986	0.073153	0.41951	0.92077	0.04407	0.063293	0.1775	0.077691	0.048035	0.071086	0.057106	0.062275	0.59491	0.036743	0.036919	0.054906	0.047557	0.047354	0.090016	0.058936
Meth__cg16431978__KRTAP13-3	0.91546	0.11336	0.8727	0.56309	0.1856	0.65723	0.080421	0.96686	0.91576	0.1252	0.78814	0.15811	0.14538	0.31256	0.76757	0.4421	0.12492	0.17376	0.1301	0.16782	0.12839	0.20757	0.13594	0.67848	0.11816	0.12601	0.20477	0.2414	0.14899	0.12889	0.11274	0.12642	0.60003	0.12696	0.92747	0.092801	0.099415	0.11294	0.29879	0.19417	0.41199
Meth__cg16372520__NRXN3	0.55083	0.081887	0.72632	0.42532	0.088629	0.082537	0.21963	0.072677	0.071125	0.087107	0.16405	0.17063	0.1666	0.060192	0.056993	0.06429	0.044681	0.087323	0.13539	0.046332	0.079712	0.89484	0.064186	0.10753	0.089945	0.094039	0.14521	0.10194	0.18879	0.069482	0.080154	0.065153	0.10187	0.05295	0.09773	0.14425	0.063037	0.099425	0.19954	0.079319	0.12073
Meth__cg10294836__DYRK1B	0.068206	0.072411	0.089036	0.11519	0.068847	0.0728	0.091466	0.063415	0.074121	0.088669	0.5352	0.44593	0.63623	0.059585	0.15893	0.075541	0.5361	0.59604	0.93363	0.088167	0.078043	0.073339	0.1043	0.072356	0.10307	0.088274	0.097552	0.095885	0.11697	0.083734	0.13582	0.080727	0.90781	0.89142	0.056172	0.084668	0.13494	0.91606	0.59892	0.12813	0.38215
Meth__cg17710021__G0S2	0.0437	0.037678	0.17054	0.22999	0.90035	0.5098	0.045117	0.96919	0.10526	0.04703	0.73196	0.22352	0.92861	0.29285	0.17169	0.95263	0.18425	0.1585	0.033798	0.92333	0.93158	0.23505	0.4194	0.097758	0.11738	0.30676	0.074397	0.19338	0.89511	0.89453	0.10725	0.22464	0.42589	0.93091	0.72376	0.92939	0.054905	0.46386	0.58546	0.56287	0.92051
Meth__cg16072462__PF4	0.473	0.054258	0.33941	0.44131	0.88185	0.6641	0.88964	0.89851	0.067938	0.064976	0.59639	0.57356	0.74177	0.19378	0.12827	0.68738	0.42698	0.18243	0.071913	0.11227	0.10756	0.82732	0.53117	0.087726	0.59927	0.15005	0.067679	0.77984	0.55838	0.74424	0.093232	0.10358	0.39894	0.74943	0.78849	0.29733	0.07424	0.070183	0.080563	0.28536	0.33198
Meth__cg08269321__RPRML	0.58589	0.056206	0.10966	0.05242	0.56523	0.57507	0.083393	0.060842	0.043829	0.046123	0.32488	0.070974	0.3322	0.13217	0.067182	0.064859	0.056762	0.098978	0.050346	0.85891	0.65103	0.068982	0.06961	0.30685	0.77227	0.062093	0.063319	0.070485	0.86026	0.075236	0.083591	0.056025	0.10834	0.050782	0.074564	0.70621	0.74076	0.057258	0.10661	0.4574	0.076998
Meth__cg19580810__RAB25	0.099988	0.050562	0.088267	0.056962	0.86798	0.089921	0.88454	0.15854	0.12851	0.14805	0.8073	0.2503	0.23371	0.038933	0.11588	0.21856	0.86002	0.07881	0.80537	0.088248	0.074521	0.21466	0.86245	0.06447	0.85185	0.14751	0.10558	0.87641	0.078888	0.074675	0.27169	0.83685	0.080202	0.84889	0.049983	0.040285	0.078047	0.17464	0.037945	0.18713	0.036921
Meth__cg27622610__OR1G1	0.84653	0.034333	0.54087	0.050528	0.022104	0.12101	0.11007	0.22143	0.022724	0.051416	0.087552	0.55085	0.21361	0.027741	0.021311	0.11171	0.87147	0.04328	0.042265	0.039789	0.10756	0.81619	0.034797	0.064272	0.097161	0.039643	0.059263	0.02462	0.097703	0.029762	0.061743	0.027516	0.023632	0.05324	0.44832	0.18568	0.061493	0.040137	0.059112	0.085822	0.035438
Meth__cg03594044__FUT10	0.032977	0.039398	0.33993	0.032945	0.032194	0.046444	0.053672	0.038576	0.033743	0.040569	0.034675	0.069716	0.097058	0.028588	0.040974	0.034703	0.036168	0.067387	0.028233	0.028995	0.044812	0.037254	0.039629	0.029607	0.10988	0.048531	0.051742	0.033154	0.16523	0.044593	0.050386	0.039759	0.02993	0.030488	0.039447	0.029776	0.046701	0.045168	0.030026	0.14692	0.031076
Meth__cg20919133__MLL3	0.14321	0.036305	0.3591	0.033064	0.13057	0.31525	0.21046	0.62305	0.066245	0.041974	0.32357	0.094692	0.13201	0.15172	0.05097	0.060712	0.057195	0.071209	0.032498	0.19461	0.27537	0.072127	0.058862	0.35592	0.15724	0.10936	0.063155	0.028404	0.33383	0.13736	0.2656	0.031092	0.041497	0.082108	0.086111	0.37536	0.20643	0.46952	0.24806	0.41927	0.29715
Meth__cg15307169__FLJ33718	0.073548	0.050877	0.051239	0.070941	0.69106	0.060061	0.9086	0.09695	0.042059	0.063531	0.89869	0.057389	0.59809	0.034791	0.043969	0.89608	0.060712	0.13345	0.046469	0.038531	0.064771	0.078535	0.61595	0.036666	0.1383	0.047383	0.10307	0.39346	0.33753	0.076736	0.10192	0.091706	0.052589	0.057061	0.67656	0.039901	0.12464	0.054895	0.048448	0.075543	0.055858
Meth__cg18830459__IBRDC3	0.02793	0.024871	0.03053	0.02941	0.026389	0.029923	0.018022	0.036022	0.020563	0.022829	0.034229	0.035093	0.046391	0.015692	0.023787	0.030466	0.017559	0.031907	0.019881	0.019662	0.03321	0.029351	0.028157	0.018959	0.070135	0.032312	0.039318	0.022961	0.064624	0.024051	0.14728	0.019987	0.015569	0.021413	0.026805	0.015057	0.11178	0.026754	0.023929	0.072185	0.024914
Meth__cg00459975__HMBOX1	0.039522	0.029774	0.054007	0.036204	0.03598	0.045407	0.038468	0.050857	0.025983	0.077819	0.037549	0.021816	0.081186	0.028874	0.028791	0.037736	0.030011	0.083648	0.029951	0.027681	0.028474	0.81126	0.036276	0.050635	0.45644	0.042895	0.064664	0.030055	0.39566	0.035978	0.047642	0.19031	0.041171	0.026221	0.29769	0.050461	0.047816	0.038106	0.32461	0.044622	0.34747
Meth__cg16564824__SNAP25	0.040284	0.033168	0.040842	0.033447	0.032984	0.039276	0.031547	0.039068	0.03052	0.06692	0.048302	0.49347	0.41795	0.39259	0.31354	0.039155	0.038549	0.17804	0.034541	0.036024	0.029693	0.037656	0.035535	0.028228	0.88061	0.40264	0.082688	0.041187	0.84964	0.54061	0.072214	0.04389	0.033204	0.032238	0.033046	0.040357	0.17465	0.0342	0.041001	0.8892	0.038962
Meth__cg12689475__RPUSD1	0.216	0.037022	0.073524	0.046925	0.074373	0.066403	0.59997	0.054479	0.1687	0.067736	0.032735	0.21349	0.3304	0.063362	0.21481	0.065438	0.037349	0.077163	0.25027	0.038243	0.050835	0.11239	0.14324	0.04372	0.47903	0.23739	0.056348	0.047834	0.2651	0.094962	0.077029	0.043719	0.04267	0.039407	0.060084	0.053305	0.30778	0.037578	0.034881	0.13987	0.036617
Meth__cg09923855__HTATSF1	0.56564	0.021331	0.028683	0.33253	0.018331	0.044319	0.03659	0.14203	0.021016	0.67601	0.033044	0.024142	0.041181	0.59171	0.024843	0.41653	0.59167	0.10533	0.025525	0.020713	0.024517	0.56037	0.021194	0.52972	0.051722	0.047513	0.59835	0.60859	0.31138	0.023027	0.045975	0.62428	0.017042	0.30161	0.039233	0.27892	0.12668	0.70863	0.41791	0.60719	0.032739
Meth__cg24220122__ZNF322A	0.048029	0.053577	0.060102	0.065107	0.037733	0.077589	0.10083	0.13842	0.062444	0.55254	0.087685	0.069791	0.18068	0.029684	0.05605	0.044091	0.047098	0.049561	0.055018	0.039208	0.087692	0.070756	0.055895	0.057648	0.13719	0.081673	0.08711	0.066702	0.11257	0.059768	0.085497	0.041678	0.037115	0.12866	0.073205	0.045469	0.090241	0.048791	0.067368	0.096401	0.059668
Meth__cg02528468__ATP11B	0.047581	0.081499	0.21768	0.61569	0.042253	0.31367	0.031198	0.047508	0.045569	0.07591	0.047215	0.021558	0.066048	0.49743	0.053686	0.040172	0.035449	0.092487	0.046483	0.050454	0.042733	0.66459	0.049894	0.043758	0.094901	0.052083	0.074088	0.044462	0.17117	0.03898	0.2377	0.046464	0.035576	0.034732	0.26334	0.038881	0.6315	0.044358	0.080511	0.15668	0.15879
Meth__cg04452713__DST	0.12625	0.64237	0.57753	0.82961	0.054087	0.6556	0.096432	0.04578	0.85954	0.086442	0.889	0.096876	0.72735	0.54049	0.61844	0.25062	0.079738	0.17166	0.049745	0.15486	0.56151	0.56603	0.41634	0.8512	0.15861	0.71058	0.20393	0.074074	0.81098	0.7219	0.51571	0.05891	0.063647	0.060396	0.89734	0.80687	0.39889	0.64529	0.63721	0.65897	0.24449
Meth__cg22722802__FLJ39599	0.057344	0.090205	0.26055	0.038755	0.69063	0.20518	0.54697	0.48457	0.021187	0.030345	0.88604	0.15495	0.39557	0.018883	0.035598	0.70837	0.029965	0.07785	0.03622	0.58939	0.42711	0.046205	0.51686	0.025607	0.64759	0.19855	0.039993	0.63671	0.18242	0.75038	0.044394	0.16058	0.019164	0.043691	0.099051	0.051547	0.057958	0.038322	0.033758	0.2282	0.029927
Meth__cg21431091__TMEM9	0.036762	0.029847	0.74845	0.028524	0.3731	0.042777	0.35108	0.11122	0.11452	0.1059	0.059976	0.074133	0.11844	0.022093	0.10834	0.048066	0.069113	0.058271	0.052273	0.055041	0.057435	0.055545	0.070026	0.030253	0.12126	0.093148	0.079901	0.29364	0.096924	0.13002	0.062935	0.031746	0.030242	0.048734	0.10888	0.037882	0.10176	0.067038	0.035347	0.07091	0.043149
Meth__cg17740645__GRB7	0.026383	0.020314	0.024664	0.016207	0.96282	0.017445	0.95961	0.021405	0.022197	0.031168	0.015845	0.021025	0.029935	0.011674	0.031476	0.022543	0.65322	0.037018	0.20297	0.021618	0.025644	0.021321	0.95615	0.020539	0.14106	0.018997	0.040881	0.97038	0.043819	0.03087	0.032267	0.91443	0.015787	0.28615	0.019383	0.018701	0.027146	0.017684	0.023099	0.032877	0.018295
Meth__cg20308511__SAT	0.41702	0.071116	0.045164	0.21502	0.040019	0.058896	0.052113	0.069431	0.077924	0.40514	0.047895	0.3629	0.056394	0.40704	0.064483	0.042056	0.045696	0.34774	0.438	0.038454	0.06553	0.39588	0.035305	0.32715	0.097292	0.040937	0.43502	0.037911	0.12389	0.041007	0.34705	0.34999	0.048693	0.39673	0.039934	0.026101	0.088157	0.28953	0.22345	0.42105	0.050049
Meth__cg04215480__ZNF573	0.054355	0.043259	0.052871	0.035328	0.047421	0.058763	0.03459	0.30417	0.045955	0.047174	0.049631	0.040304	0.089556	0.051665	0.053052	0.044622	0.049069	0.093018	0.061787	0.046898	0.047946	0.048212	0.049031	0.04714	0.33192	0.050363	0.083553	0.050038	0.08218	0.055771	0.095555	0.053842	0.04632	0.04906	0.039217	0.03947	0.049541	0.056757	0.055293	0.073165	0.049833
Meth__cg01910452__BCAP31	0.72053	0.039727	0.045078	0.43182	0.022293	0.042812	0.054715	0.7664	0.031407	0.03962	0.051988	0.035828	0.06516	0.021483	0.033746	0.50577	0.62244	0.069554	0.041852	0.049712	0.037639	0.50798	0.45089	0.51564	0.07056	0.043719	0.53166	0.60234	0.34854	0.035674	0.09669	0.60155	0.025351	0.62007	0.025047	0.15806	0.097826	0.71123	0.49794	0.77426	0.038176
