Cell lines	600MPE	AU565	BT474	BT483	BT549	CAMA1	HBL100	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB436	MDAMB453	MDAMB468	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg00146096__FANCF	0.03951	0.030107	0.032788	0.026287	0.029015	0.045715	0.03388	0.030971	0.026014	0.039622	0.030002	0.035562	0.37556	0.022171	0.030198	0.027622	0.028596	0.17376	0.031376	0.032192	0.037693	0.030845	0.037074	0.024865	0.084993	0.037343	0.061475	0.02643	0.067211	0.036347	0.088423	0.029096	0.027371	0.029159	0.038448	0.031564	0.12332	0.040288	0.036684	0.036781
Meth__cg12099051__SAMHD1	0.048253	0.06304	0.63832	0.1596	0.055806	0.088271	0.056432	0.20773	0.06448	0.066683	0.055148	0.13073	0.17599	0.071494	0.070563	0.063759	0.047296	0.16005	0.040046	0.068879	0.085721	0.13011	0.054571	0.24596	0.083741	0.074336	0.080096	0.046312	0.16399	0.19964	0.14537	0.043354	0.058827	0.040831	0.29915	0.069412	0.12933	0.064657	0.1475	0.36414
Meth__cg10501065__IGF2AS	0.088186	0.08258	0.14232	0.089615	0.26834	0.12455	0.23645	0.1121	0.077399	0.083481	0.11879	0.10925	0.4245	0.085631	0.082381	0.10336	0.095218	0.18509	0.059584	0.43641	0.33333	0.30337	0.094007	0.40145	0.64647	0.49743	0.117	0.099524	0.81042	0.11241	0.090546	0.044077	0.058795	0.083882	0.32462	0.1832	0.13687	0.15615	0.06701	0.097475
Meth__cg24269657__F7	0.056111	0.051511	0.058098	0.042606	0.76352	0.059921	0.91985	0.87133	0.6965	0.060556	0.90854	0.66978	0.25574	0.046489	0.6288	0.79262	0.90838	0.25658	0.50243	0.058108	0.061339	0.069809	0.87754	0.049397	0.13595	0.056497	0.10795	0.64252	0.098957	0.11771	0.074924	0.16098	0.61849	0.20395	0.056495	0.060671	0.077208	0.061808	0.052704	0.05492
Meth__cg26908611__MFSD2	0.07518	0.061099	0.065551	0.048003	0.061391	0.10217	0.045208	0.068933	0.065001	0.057211	0.10597	0.086363	0.48201	0.053181	0.061458	0.05412	0.065215	0.15355	0.047114	0.53612	0.5195	0.064292	0.12052	0.046577	0.12011	0.068758	0.1048	0.05722	0.1091	0.078659	0.090744	0.055505	0.058649	0.053549	0.044893	0.041563	0.087438	0.055471	0.079075	0.065259
Meth__cg16551326__ERF	0.069927	0.074043	0.06976	0.047699	0.070194	0.079486	0.045365	0.74801	0.071475	0.07655	0.064995	0.029957	0.077651	0.098462	0.065641	0.065796	0.059959	0.10694	0.075253	0.061304	0.069724	0.067666	0.056107	0.055077	0.11871	0.069635	0.10728	0.060324	0.077079	0.062887	0.10058	0.067541	0.07852	0.069666	0.051806	0.048818	0.12959	0.070986	0.069484	0.072862
Meth__cg26025944__SCNN1G	0.12259	0.071037	0.097087	0.063336	0.5867	0.072317	0.19182	0.10235	0.074256	0.076071	0.12204	0.18182	0.14649	0.070322	0.05984	0.078112	0.067351	0.10017	0.077117	0.086244	0.078478	0.081973	0.10674	0.059986	0.77794	0.089051	0.091553	0.049175	0.11216	0.090289	0.10762	0.065443	0.10168	0.076044	0.08223	0.063911	0.18369	0.07452	0.07043	0.066793
Meth__cg22050705__ZNF197	0.038339	0.068831	0.33009	0.04429	0.027164	0.06519	0.045663	0.32455	0.046468	0.037892	0.06793	0.088889	0.73003	0.42024	0.042803	0.049327	0.03754	0.066955	0.027078	0.061933	0.14277	0.038378	0.048216	0.14333	0.050061	0.042418	0.11209	0.037282	0.059847	0.04353	0.056561	0.031537	0.041616	0.037042	0.034825	0.026679	0.080407	0.041923	0.44793	0.6805
Meth__cg14614901__LOC401498	0.065025	0.059849	0.81894	0.033883	0.52639	0.84667	0.057381	0.54203	0.037385	0.049552	0.65292	0.068404	0.82271	0.083912	0.1347	0.23992	0.05801	0.11526	0.032087	0.82478	0.49235	0.18165	0.058238	0.87462	0.80713	0.41883	0.11741	0.042809	0.77728	0.54863	0.10234	0.050127	0.042705	0.090584	0.35064	0.3153	0.054038	0.37513	0.49081	0.55243
Meth__cg06392241__NUDT4	0.037071	0.2122	0.36074	0.059876	0.69862	0.036818	0.56387	0.053551	0.15241	0.055729	0.037144	0.036972	0.49877	0.034849	0.13808	0.0433	0.030092	0.061519	0.052156	0.76523	0.91822	0.76771	0.086548	0.19022	0.063345	0.18239	0.18511	0.047697	0.46601	0.17958	0.12156	0.037729	0.032977	0.10012	0.031323	0.049791	0.051549	0.12321	0.22327	0.28627
Meth__cg15211677__WBP5	0.45542	0.19011	0.78651	0.22845	0.074427	0.83179	0.25862	0.32824	0.077169	0.070183	0.50791	0.33225	0.79147	0.26993	0.077633	0.18857	0.22611	0.13559	0.17421	0.88133	0.86704	0.85698	0.09927	0.85508	0.2229	0.15594	0.1641	0.49778	0.79668	0.14481	0.27009	0.14588	0.17932	0.12219	0.77056	0.23263	0.28316	0.91907	0.15518	0.50606
Meth__cg20498685__TWIST1	0.31024	0.049451	0.048434	0.23684	0.047536	0.54566	0.057193	0.033742	0.032258	0.080406	0.64962	0.68601	0.71018	0.47208	0.047212	0.055432	0.031598	0.26314	0.027924	0.53525	0.23221	0.67694	0.044478	0.053244	0.89627	0.045161	0.25361	0.036833	0.84585	0.46245	0.086479	0.040746	0.037974	0.039718	0.089511	0.84911	0.38593	0.70213	0.0762	0.0457
Meth__cg17274064__ERG	0.56482	0.22398	0.52368	0.8089	0.57103	0.68241	0.092358	0.092712	0.05631	0.092781	0.097777	0.10206	0.52895	0.061598	0.14377	0.54582	0.055983	0.10688	0.054	0.28692	0.72993	0.87201	0.10943	0.32475	0.22768	0.31796	0.32259	0.86664	0.39023	0.070892	0.3847	0.041497	0.044772	0.13844	0.83079	0.6423	0.11588	0.058197	0.74596	0.66832
Meth__cg18565479__DISC1	0.042677	0.027632	0.045985	0.03051	0.051909	0.049896	0.05148	0.042948	0.030462	0.046435	0.07971	0.074471	0.064446	0.024813	0.044764	0.036445	0.036036	0.053843	0.03191	0.0348	0.040616	0.03278	0.039372	0.03807	0.49368	0.03747	0.067001	0.035191	0.1006	0.043135	0.061428	0.035561	0.026846	0.028371	0.035454	0.040415	0.086489	0.04818	0.037781	0.031984
Meth__cg08878744__LCE1B	0.87062	0.022967	0.90843	0.90159	0.035698	0.55539	0.17666	0.37713	0.25872	0.25949	0.058831	0.22714	0.22253	0.016082	0.19462	0.052291	0.062637	0.072897	0.028881	0.083253	0.22645	0.053975	0.041692	0.88766	0.057072	0.45459	0.07328	0.060037	0.17638	0.029468	0.046834	0.031624	0.048288	0.039325	0.79829	0.49224	0.088053	0.7597	0.49817	0.56527
Meth__cg03998173__RHEB	0.048895	0.22675	0.060176	0.036119	0.38593	0.23656	0.065781	0.096819	0.061489	0.043316	0.046265	0.071217	0.12839	0.029476	0.038253	0.037719	0.047139	0.065615	0.033367	0.6314	0.56573	0.087834	0.057387	0.030793	0.14866	0.83685	0.11174	0.28913	0.083929	0.04498	0.1126	0.027059	0.029239	0.28881	0.039079	0.082078	0.10491	0.054418	0.043655	0.069379
Meth__cg19144013__PIR	0.55748	0.17297	0.62017	0.34592	0.54763	0.040411	0.088591	0.026576	0.027691	0.034047	0.057093	0.064402	0.60321	0.24441	0.069594	0.040172	0.037477	0.37579	0.047311	0.028614	0.040689	0.75731	0.19007	0.5559	0.10372	0.48513	0.05667	0.1012	0.21501	0.041567	0.34762	0.034119	0.095737	0.070607	0.33712	0.039667	0.05662	0.51122	0.3421	0.036793
Meth__cg15457899__SCN3B	0.98204	0.42207	0.73666	0.04861	0.98232	0.98289	0.18351	0.20757	0.083613	0.98334	0.98504	0.4217	0.49952	0.064665	0.30947	0.092995	0.49166	0.095358	0.94886	0.98745	0.97247	0.98406	0.72372	0.36485	0.97875	0.98083	0.86117	0.044267	0.977	0.50518	0.16063	0.97971	0.06625	0.063077	0.0224	0.14199	0.94306	0.044822	0.54705	0.95169
Meth__cg13794888__RNUT1	0.073685	0.070883	0.6934	0.30232	0.049213	0.074253	0.066705	0.098152	0.062044	0.069888	0.073051	0.03029	0.6326	0.56246	0.25742	0.062086	0.060068	0.11336	0.059598	0.61962	0.64267	0.14425	0.06178	0.054646	0.14743	0.62673	0.091897	0.052716	0.086771	0.053308	0.071663	0.052397	0.053451	0.05947	0.26572	0.053678	0.10141	0.43058	0.056595	0.058736
Meth__cg00950418__SRPK2	0.040734	0.039252	0.043578	0.025804	0.031774	0.043919	0.039191	0.078136	0.021462	0.031469	0.078933	0.027841	0.033428	0.016399	0.033273	0.022081	0.030231	0.056986	0.030514	0.031304	0.039183	0.029259	0.037332	0.024886	0.072563	0.031489	0.039237	0.023172	0.2257	0.037318	0.031041	0.030484	0.029021	0.020495	0.023488	0.0225	0.12765	0.026171	0.03091	0.028887
Meth__cg16168311__APOA1BP	0.06511	0.022157	0.14415	0.085667	0.073387	0.07233	0.1189	0.88964	0.076569	0.17188	0.07316	0.11225	0.22703	0.050888	0.074836	0.068097	0.093374	0.053693	0.023383	0.10088	0.13527	0.18989	0.16032	0.17885	0.064622	0.1014	0.061848	0.070955	0.078878	0.088862	0.066501	0.047527	0.027192	0.029414	0.067247	0.03515	0.061897	0.11223	0.041714	0.030127
EA_G__LAMB1	8.6061	7.9713	7.5613	8.1784	8.178	7.7319	8.4414	9.1946	8.0114	8.1479	9.7851	8.7716	8.6543	8.8082	8.0677	8.7155	7.9749	7.6611	10.0733	8.0096	5.3777	6.556	10.6895	6.1294	7.6222	6.0822	8.1012	8.4636	5.867	8.0191	9.4446	6.7632	8.4329	8.9308	8.3119	8.4389	8.0109	4.8772	6.7571	6.2642
Meth__cg15916061__SLC17A4	0.93751	0.040364	0.79654	0.61731	0.046051	0.65625	0.038835	0.9271	0.61079	0.063713	0.32011	0.96488	0.59154	0.058907	0.54641	0.38316	0.86038	0.047103	0.028122	0.15792	0.29984	0.91708	0.076727	0.9574	0.105	0.14114	0.048554	0.14501	0.079029	0.35389	0.15706	0.038541	0.80307	0.040784	0.66554	0.34599	0.12568	0.81219	0.55076	0.37641
Meth__cg11166823__AGPAT3	0.047134	0.036793	0.044944	0.030516	0.061989	0.050345	0.030448	0.0579	0.026993	0.035332	0.2286	0.021399	0.065558	0.024053	0.027567	0.040657	0.036732	0.092819	0.021806	0.039827	0.051611	0.029224	0.044778	0.024734	0.10986	0.035285	0.044684	0.028352	0.091991	0.050609	0.073247	0.042752	0.030057	0.021628	0.026469	0.036428	0.093424	0.045943	0.031422	0.033092
Meth__cg07628086__AP2B1	0.018948	0.014903	0.27208	0.015384	0.01439	0.016094	0.053259	0.49377	0.019378	0.01997	0.014922	0.02972	0.028859	0.017232	0.023413	0.022023	0.01271	0.036569	0.013904	0.016668	0.027325	0.019415	0.020627	0.015788	0.040665	0.012568	0.036465	0.0273	0.041232	0.023011	0.059559	0.017827	0.014701	0.013588	0.014869	0.014567	0.070681	0.029309	0.022091	0.01254
Meth__cg23705973__HIST1H1D	0.091828	0.058888	0.15626	0.073741	0.050208	0.81363	0.14912	0.80963	0.04408	0.063432	0.3926	0.17699	0.75145	0.031164	0.054065	0.059188	0.041565	0.098835	0.066998	0.071805	0.07755	0.074766	0.091388	0.39666	0.6933	0.11009	0.12933	0.051409	0.19443	0.049791	0.085188	0.040961	0.071554	0.072997	0.071925	0.86153	0.14328	0.066764	0.88109	0.75314
EA_G__COL5A3	6.0189	6.2887	6.2862	6.0945	6.236	6.0593	6.8945	5.9246	6.2869	6.1306	6.2508	5.9113	6.243	6.436	6.4478	6.239	6.8404	6.6119	7.2675	6.6925	6.5985	6.3625	9.8415	6.5755	6.4051	6.0249	6.0573	6.2699	7.2296	6.0144	6.6544	6.3384	6.7666	6.3787	6.3571	6.7902	6.5178	6.4617	6.5096	6.4026
EA_G__DENND2D	9.997	9.4962	7.6366	9.6926	5.0582	10.5443	5.0932	6.6694	5.7422	8.9067	8.0075	8.247	6.8982	8.6752	5.336	4.9887	7.6662	9.91	5.1395	9.0231	9.3336	9.4078	4.9272	8.8728	5.2654	8.4821	9.6716	4.8617	8.3451	9.9052	9.1582	5.3816	5.7459	5.3505	7.6687	9.5729	8.9438	8.6823	8.5828	8.5644
Meth__cg17380128__DDX17	0.043482	0.044762	0.050315	0.33185	0.14937	0.25447	0.050571	0.041142	0.038125	0.054474	0.047335	0.044996	0.083815	0.57859	0.045765	0.045624	0.037834	0.069558	0.033973	0.037953	0.045979	0.36194	0.0425	0.043459	0.24489	0.054851	0.085416	0.04113	0.066293	0.23765	0.05524	0.034315	0.048287	0.036322	0.039822	0.050373	0.094838	0.050815	0.049514	0.073387
Meth__cg01772980__SCGB1D1	0.19055	0.092062	0.32525	0.14298	0.10635	0.13618	0.2036	0.93121	0.13212	0.11701	0.46145	0.20922	0.2689	0.096784	0.1169	0.18548	0.10391	0.11584	0.11272	0.12793	0.12902	0.2965	0.098936	0.36924	0.10273	0.12402	0.14667	0.12613	0.12729	0.10427	0.20718	0.094915	0.094516	0.10457	0.29014	0.1236	0.098748	0.22613	0.15268	0.13376
Meth__cg00231140__ACAA2	0.80112	0.023757	0.62257	0.13372	0.02337	0.027498	0.057913	0.39589	0.01947	0.63924	0.028109	0.041151	0.88135	0.13621	0.1246	0.032617	0.020141	0.091218	0.015553	0.036005	0.038903	0.43418	0.034222	0.072363	0.03101	0.82612	0.078178	0.020994	0.88563	0.03163	0.067977	0.024355	0.018805	0.018087	0.16549	0.70594	0.052305	0.031213	0.40649	0.14749
Meth__cg02536286__TFAP2C	0.057046	0.10656	0.10111	0.027632	0.43197	0.061684	0.036481	0.062075	0.036607	0.0471	0.049345	0.050795	0.089744	0.022143	0.049277	0.049035	0.077619	0.096714	0.30752	0.032877	0.13295	0.040934	0.062473	0.037363	0.082957	0.050382	0.066206	0.046517	0.11163	0.036732	0.10442	0.043236	0.038101	0.033828	0.035796	0.025751	0.095113	0.039606	0.040674	0.052031
Meth__cg19764555__AHNAK	0.015786	0.013627	0.013621	0.012317	0.92115	0.25822	0.56782	0.86872	0.82266	0.022453	0.89386	0.9196	0.17739	0.0087408	0.61081	0.66885	0.52653	0.69919	0.089433	0.55467	0.68601	0.11748	0.46231	0.086698	0.04377	0.062636	0.033308	0.78325	0.53152	0.68834	0.015092	0.52003	0.019059	0.099917	0.060696	0.64981	0.021225	0.019231	0.033927	0.049729
Meth__cg01816336__MINPP1	0.03692	0.028772	0.042253	0.023717	0.026037	0.041945	0.030594	0.044299	0.032057	0.031381	0.037497	0.56965	0.087667	0.02762	0.042038	0.51674	0.034885	0.060337	0.032151	0.034721	0.044703	0.037249	0.039661	0.030751	0.1353	0.035496	0.057363	0.030488	0.095422	0.033526	0.04327	0.036689	0.032483	0.036898	0.030588	0.028603	0.09049	0.036514	0.034254	0.037331
Meth__cg10801213__SLC7A3	0.32946	0.01362	0.88977	0.48952	0.55393	0.85983	0.10015	0.92535	0.49838	0.77307	0.40021	0.10289	0.58087	0.28654	0.42226	0.25694	0.047514	0.040841	0.034477	0.44551	0.83402	0.029422	0.096578	0.94387	0.088526	0.73964	0.020505	0.077724	0.21773	0.03829	0.090292	0.038684	0.022675	0.029746	0.83157	0.026809	0.12644	0.87536	0.46814	0.85682
Meth__cg27242945__CAV1	0.21845	0.019975	0.17655	0.034293	0.023259	0.17074	0.024673	0.022234	0.016116	0.02219	0.080888	0.01964	0.11284	0.017333	0.018947	0.89787	0.016387	0.052742	0.015268	0.031381	0.028632	0.66954	0.025207	0.47061	0.037273	0.035338	0.026741	0.026054	0.17847	0.020404	0.046479	0.022367	0.018944	0.017172	0.76532	0.96291	0.034243	0.035297	0.0678	0.041271
Meth__cg01858173__ROM1	0.031186	0.030626	0.083324	0.042185	0.035132	0.049994	0.067431	0.67883	0.026316	0.035478	0.068087	0.075491	0.05139	0.023038	0.033941	0.03772	0.029743	0.076653	0.023636	0.042346	0.049291	0.029096	0.0516	0.062155	0.044965	0.051594	0.040667	0.032553	0.051071	0.043475	0.050235	0.034326	0.020265	0.031708	0.033364	0.031268	0.1128	0.045038	0.053596	0.041572
Meth__cg23539753__SP100	0.064431	0.079285	0.58225	0.50721	0.074109	0.42006	0.029074	0.46778	0.11817	0.26645	0.10183	0.056573	0.061264	0.21302	0.12431	0.054009	0.052413	0.036478	0.1439	0.76745	0.85054	0.92621	0.092346	0.53501	0.064839	0.28749	0.060689	0.049309	0.66508	0.12793	0.14799	0.13211	0.12535	0.019585	0.25401	0.57166	0.23057	0.39561	0.62536	0.83662
Meth__cg06353318__OTOP2	0.31641	0.084528	0.55347	0.34029	0.63523	0.58603	0.75	0.95563	0.075636	0.18094	0.94011	0.8847	0.90331	0.19059	0.089329	0.30286	0.23585	0.072175	0.053768	0.96928	0.90783	0.22039	0.071333	0.25023	0.82868	0.8733	0.19351	0.33826	0.93447	0.29202	0.086453	0.05531	0.097933	0.05941	0.29125	0.95288	0.13373	0.16733	0.17561	0.38995
EA_G__GRB10	5.464	6.3402	7.4349	7.4912	6.1183	8.472	6.3122	6.2385	9.7698	7.3059	7.4586	5.7046	7.6618	7.4864	7.3268	5.3412	7.5862	7.1859	8.4033	6.2182	5.7537	8.517	7.7012	5.8997	7.533	6.5659	8.0593	8.0676	5.8884	7.5212	6.6795	6.6428	5.2726	8.0926	6.372	6.1759	7.8066	7.3406	5.6585	5.8785
EA_G__FZD7	5.6238	4.9595	5.0229	6.7963	5.7581	5.4522	7.2073	9.4585	5.8364	7.0174	7.2477	6.6431	5.8451	4.2904	4.8257	5.7462	6.7231	7.1561	8.2216	6.4394	4.9982	8.1128	7.5659	5.5336	6.8319	5.2781	4.3631	5.7332	5.6368	7.394	4.8198	6.1794	4.7808	6.6816	5.9467	6.1188	5.3736	5.83	4.6495	5.1116
Meth__cg12066181__DNMT3A	0.053703	0.068368	0.060202	0.047434	0.046061	0.054121	0.10434	0.26706	0.068458	0.14965	0.042274	0.064801	0.20767	0.032875	0.30138	0.0608	0.045954	0.1001	0.051273	0.041868	0.058279	0.15063	0.049785	0.055529	0.070793	0.054565	0.12587	0.07189	0.13523	0.043064	0.062655	0.044209	0.054447	0.060385	0.051546	0.042388	0.09158	0.056597	0.055158	0.05486
EA_G__C20orf54	7.8454	7.0549	8.7599	8.2466	4.561	7.0352	4.9848	7.1855	6.3617	5.81	5.7621	7.8136	6.9528	7.1588	8.6817	6.6259	4.5418	9.0217	4.4105	5.525	5.5658	7.5515	4.7941	9.2928	5.1877	8.0301	7.9836	4.8258	7.323	6.982	7.5251	5.0305	5.8399	4.8263	8.2048	7.4639	8.2019	7.7561	8.9315	7.757
EA_G__KRT15	6.6447	7.3006	7.5904	10.0685	4.6526	4.7242	4.613	8.7603	5.3217	6.6491	8.6675	10.2787	11.5355	5.2958	6.6294	9.1835	4.323	7.0635	4.5703	5.6076	5.4125	5.1034	4.2498	8.0252	4.9823	5.8626	6.1464	4.2547	4.569	6.7887	6.5217	4.726	6.2376	4.6378	7.824	5.7526	6.9139	5.7426	4.8536	7.2027
Meth__cg05414338__HIST1H3F	0.60347	0.031339	0.2621	0.052012	0.3111	0.94794	0.29032	0.9634	0.039356	0.072074	0.08588	0.041301	0.11476	0.037403	0.045279	0.053873	0.036576	0.09373	0.04079	0.039576	0.058381	0.053358	0.029482	0.67251	0.94036	0.0696	0.057976	0.058684	0.078125	0.042179	0.10316	0.038202	0.029771	0.035888	0.046505	0.96038	0.080978	0.04326	0.92602	0.92765
Meth__cg13283942__C1orf77	0.02546	0.017263	0.034915	0.014823	0.020662	0.029123	0.037594	0.48226	0.011895	0.051288	0.026798	0.028449	0.028782	0.017548	0.023487	0.015278	0.01581	0.048111	0.015532	0.018417	0.023179	0.026542	0.036796	0.014842	0.054638	0.032473	0.032271	0.023023	0.036352	0.025804	0.045154	0.014799	0.018875	0.015089	0.017233	0.013831	0.031622	0.021634	0.02184	0.021822
Meth__cg23356993__TIMP2	0.02444	0.03442	0.026078	0.0195	0.024686	0.024307	0.015075	0.024107	0.019725	0.024731	0.036092	0.023577	0.055886	0.015266	0.02477	0.020001	0.02417	0.041821	0.01862	0.018889	0.029212	0.021344	0.02969	0.023359	0.066171	0.02589	0.02933	0.020173	0.47155	0.02226	0.049186	0.046542	0.02131	0.022427	0.021511	0.018481	0.036692	0.029597	0.024873	0.024227
Meth__cg08214029__CCL18	0.11555	0.052268	0.30739	0.22748	0.041426	0.15926	0.1309	0.05337	0.13047	0.055745	0.1361	0.11328	0.14818	0.035361	0.095633	0.061078	0.11134	0.053065	0.043599	0.30455	0.17738	0.7568	0.039356	0.66342	0.062049	0.091423	0.080929	0.055162	0.12634	0.042957	0.070199	0.048935	0.037146	0.17307	0.33439	0.042873	0.15255	0.45122	0.097164	0.073288
Meth__cg18858343__UNC5B	0.020337	0.023596	0.021707	0.023622	0.22676	0.028453	0.14181	0.048121	0.02223	0.13355	0.048343	0.032615	0.45782	0.02202	0.023976	0.023816	0.019938	0.062786	0.025177	0.024461	0.023077	0.024406	0.029357	0.025752	0.099785	0.026126	0.029837	0.029184	0.042728	0.020334	0.043392	0.02812	0.032224	0.025081	0.017345	0.01994	0.056367	0.033082	0.026877	0.023457
Meth__cg18070061__DUSP4	0.021645	0.021646	0.029703	0.017932	0.027862	0.030815	0.031799	0.019184	0.0089809	0.020288	0.60896	0.027794	0.033289	0.017849	0.016183	0.018523	0.01195	0.039301	0.025823	0.025557	0.022526	0.02316	0.022763	0.013107	0.080664	0.024675	0.029681	0.018253	0.039405	0.019122	0.023226	0.017952	0.012035	0.014885	0.010202	0.01504	0.030199	0.021323	0.022956	0.023116
EA_G__C10orf116	8.5275	7.8628	9.234	8.6953	6.0445	8.8934	6.8521	8.0972	6.6043	8.4497	6.3077	5.5352	6.2731	8.3117	8.2283	6.4519	6.6204	6.9088	6.4827	7.4401	6.8984	8.7283	6.5491	10.0568	6.4931	9.9144	9.1916	6.8222	6.8429	7.0137	8.3492	6.279	7.7809	6.2948	6.332	9.3617	7.999	8.5228	8.537	9.5151
Meth__cg05368341__SYT6	0.79814	0.022642	0.20845	0.72944	0.86968	0.67266	0.19903	0.6689	0.028894	0.042782	0.95141	0.90911	0.70965	0.15055	0.2834	0.059179	0.067418	0.058789	0.030863	0.58044	0.58842	0.29454	0.064623	0.94632	0.66216	0.74312	0.056169	0.12985	0.9145	0.63149	0.092273	0.028532	0.032918	0.062222	0.95964	0.54873	0.4523	0.88991	0.23627	0.14639
Meth__cg03513163__PCDHB1	0.78168	0.10268	0.62216	0.11254	0.66389	0.80449	0.63064	0.86479	0.13677	0.15187	0.73308	0.14055	0.5359	0.064984	0.16146	0.7606	0.13226	0.17289	0.15138	0.86833	0.63286	0.10358	0.083574	0.086172	0.59501	0.76329	0.11736	0.20119	0.3017	0.14894	0.10384	0.32816	0.77225	0.14221	0.09019	0.12822	0.25633	0.11855	0.50757	0.43519
EA_G__FBXL7	5.6889	7.1078	7.1618	5.7541	6.953	6.1775	6.4056	5.85	6.9024	5.8101	5.8503	5.6489	6.0972	6.5572	6.3102	6.167	5.6399	5.9591	8.1938	6.3315	6.2905	6.7724	9.9245	6.1323	5.7764	5.8079	5.5949	6.7697	6.5908	5.5037	7.1184	7.4256	6.0929	6.5172	6.8325	6.1773	5.9925	5.8822	5.9842	7.0652
Meth__cg16797831__KIAA1324	0.045383	0.051912	0.038595	0.040509	0.86528	0.037028	0.88496	0.22915	0.7601	0.051214	0.79987	0.68636	0.8209	0.036506	0.51283	0.85993	0.58335	0.41292	0.37299	0.19843	0.042498	0.038914	0.86149	0.058132	0.83076	0.039269	0.093795	0.85299	0.16937	0.070625	0.20807	0.39163	0.36265	0.85326	0.13412	0.040257	0.14057	0.052663	0.049852	0.052132
Meth__cg14534464__NFE2L3	0.056038	0.036885	0.51978	0.63897	0.32854	0.35472	0.14825	0.049308	0.13131	0.29131	0.048959	0.076957	0.29815	0.55037	0.14353	0.096684	0.22453	0.13007	0.04415	0.054054	0.049392	0.91333	0.051458	0.346	0.067762	0.10075	0.090623	0.046172	0.28888	0.098335	0.13815	0.04138	0.25341	0.053591	0.082364	0.11453	0.26664	0.74517	0.39201	0.1813
EA_G__FYN	6.4822	4.8816	4.3322	4.2317	4.5595	4.1797	6.5876	6.6783	5.2254	4.3095	5.2342	7.1599	5.2737	4.4185	5.5262	6.8905	6.7575	4.3306	8.3757	5.4058	4.5424	6.8396	8.064	4.864	7.376	4.0949	4.3392	6.2466	4.9848	5.8068	5.0097	6.3964	5.0807	7.2559	4.5524	5.3704	4.4577	5.6385	4.2118	4.5727
Meth__cg19005368__PRRG4	0.040734	0.037949	0.042112	0.043024	0.89331	0.047416	0.39983	0.31785	0.051001	0.034751	0.78426	0.039302	0.062116	0.028179	0.062309	0.08515	0.058876	0.1221	0.85418	0.036115	0.048532	0.031113	0.47659	0.033379	0.87922	0.048893	0.061274	0.23917	0.2197	0.067373	0.072273	0.44462	0.03347	0.468	0.11974	0.022767	0.081963	0.038464	0.034041	0.041743
Meth__cg21383720__C9orf10	0.029937	0.027698	0.034991	0.026933	0.035956	0.046589	0.018474	0.077916	0.022507	0.028783	0.055651	0.04151	0.059539	0.018157	0.02159	0.022936	0.037501	0.12755	0.02239	0.020017	0.040151	0.024688	0.046781	0.032172	0.2753	0.031418	0.047561	0.023397	0.082806	0.038178	0.069977	0.027527	0.024017	0.0239	0.021653	0.020079	0.067592	0.030106	0.02417	0.0645
Meth__cg07455279__NDUFA3	0.15511	0.29652	0.1201	0.56545	0.53833	0.27725	0.061712	0.12797	0.50379	0.34155	0.055754	0.37095	0.52294	0.10029	0.42468	0.061754	0.51232	0.11406	0.38606	0.081135	0.086115	0.66755	0.065837	0.11602	0.20272	0.34471	0.16087	0.050435	0.53835	0.11245	0.37746	0.051025	0.081684	0.079638	0.13278	0.075622	0.032399	0.065973	0.35392	0.23604
Meth__cg14924091__D4ST1	0.042348	0.042231	0.074703	0.029974	0.028493	0.041352	0.021387	0.082808	0.040122	0.037949	0.051558	0.033326	0.45547	0.022046	0.33964	0.031933	0.043124	0.1748	0.022504	0.02632	0.047312	0.029238	0.035945	0.26462	0.057218	0.03706	0.045046	0.025226	0.094055	0.035348	0.086485	0.021847	0.025848	0.029127	0.029749	0.019418	0.078283	0.035362	0.40123	0.45014
Meth__cg13984181__ABHD7	0.072433	0.1565	0.10679	0.064862	0.7681	0.077953	0.57598	0.077227	0.061067	0.063476	0.45792	0.10095	0.45614	0.053061	0.074782	0.042624	0.089501	0.23477	0.23466	0.077034	0.08454	0.41312	0.35408	0.064634	0.067478	0.075869	0.1723	0.51595	0.6057	0.10463	0.14266	0.11093	0.074095	0.40547	0.71285	0.86291	0.8752	0.062032	0.070289	0.65403
Meth__cg11392765__BAPX1	0.063061	0.072814	0.076305	0.032074	0.068203	0.44535	0.2418	0.061138	0.053977	0.098732	0.099632	0.16285	0.15416	0.04498	0.045465	0.079381	0.074175	0.12019	0.05444	0.044394	0.070643	0.10589	0.06783	0.081169	0.094044	0.043368	0.1011	0.056449	0.13982	0.091093	0.1893	0.057981	0.040037	0.057455	0.033255	0.048065	0.10543	0.10682	0.067934	0.053761
Meth__cg20239740__SYT5	0.2466	0.032104	0.78203	0.16466	0.026508	0.95653	0.069888	0.039291	0.059895	0.024502	0.51797	0.9186	0.91879	0.19382	0.13686	0.042828	0.7758	0.033548	0.66167	0.64625	0.74034	0.032695	0.023881	0.027047	0.94295	0.95488	0.22376	0.02852	0.94384	0.87259	0.077487	0.027345	0.52082	0.033427	0.024182	0.026258	0.064427	0.95497	0.035885	0.039519
