Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC2185	HCC3153	HCC38	HCC70	HS578T	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751
Meth__cg24373308__BAG2	0.12045	0.075632	0.033605	0.84061	0.15998	0.022604	0.070499	0.023181	0.02595	0.2292	0.017546	0.025493	0.4497	0.066015	0.4871	0.031093	0.098574	0.01576	0.030044	0.069571	0.022324	0.21884	0.033258	0.12334	0.053069	0.24625	0.070083	0.012787	0.015525	0.030379	0.1406	0.03074	0.95304	0.10335	0.035121	0.81027
Meth__cg13051968__RNF144	0.032428	0.034477	0.023333	0.053532	0.015195	0.027415	0.030277	0.029107	0.024483	0.029002	0.024299	0.018172	0.053676	0.018065	0.025052	0.024998	0.050973	0.013759	0.023655	0.024667	0.023646	0.016902	0.96124	0.024812	0.032827	0.03667	0.065718	0.033891	0.017081	0.64226	0.014694	0.020224	0.018375	0.04198	0.027564	0.024304
Meth__cg21281001__CTSB	0.048632	0.050793	0.046536	0.039082	0.026724	0.027174	0.054599	0.024991	0.028582	0.025728	0.049883	0.039954	0.061958	0.030447	0.37687	0.029296	0.050308	0.016752	0.043484	0.028649	0.032612	0.028846	0.065772	0.038313	0.057703	0.067728	0.041713	0.023941	0.026049	0.021621	0.024532	0.025211	0.022143	0.058985	0.028053	0.025126
Meth__cg24493940__MMP17	0.061453	0.074163	0.18708	0.069422	0.056238	0.083966	0.07095	0.084068	0.10147	0.06203	0.11856	0.084081	0.11334	0.10183	0.15058	0.067433	0.13874	0.05273	0.071447	0.056374	0.68055	0.058246	0.67911	0.069305	0.075396	0.12695	0.10433	0.038528	0.062222	0.056516	0.026086	0.04429	0.17982	0.06205	0.064753	0.068735
Meth__cg04513422__LOC283487	0.49463	0.12456	0.044338	0.65108	0.83539	0.049121	0.85199	0.1521	0.057214	0.8543	0.84342	0.22335	0.36535	0.065228	0.058811	0.059166	0.20007	0.029201	0.62284	0.055704	0.035941	0.49689	0.10028	0.51746	0.065162	0.81037	0.15542	0.038551	0.051638	0.047799	0.83531	0.12228	0.84775	0.75645	0.77443	0.73714
Meth__cg02279071__MLH1	0.23059	0.033061	0.042543	0.054192	0.039032	0.92456	0.10434	0.03091	0.042537	0.044632	0.92663	0.060848	0.10055	0.12888	0.03715	0.027708	0.081568	0.17864	0.035955	0.055969	0.0412	0.094683	0.083231	0.042878	0.13923	0.044702	0.068067	0.030176	0.041033	0.035953	0.03073	0.032611	0.38746	0.029581	0.37387	0.039678
Meth__cg17556578__RAB8B	0.043897	0.027209	0.077563	0.051246	0.043012	0.041863	0.071832	0.031367	0.036127	0.038974	0.033378	0.041796	0.045222	0.05051	0.044386	0.030918	0.056604	0.030803	0.040266	0.047253	0.034705	0.027923	0.044126	0.044164	0.054121	0.12557	0.087407	0.035531	0.031603	0.030557	0.065577	0.033795	0.044523	0.040916	0.046022	0.19066
Meth__cg17274064__ERG	0.56482	0.22398	0.65635	0.52368	0.8089	0.57103	0.68241	0.092712	0.05631	0.092781	0.097777	0.10206	0.52895	0.14377	0.54582	0.055983	0.10688	0.054	0.72993	0.87201	0.10943	0.32475	0.22768	0.31796	0.32259	0.39023	0.3847	0.041497	0.044772	0.13844	0.83079	0.055114	0.6423	0.11588	0.058197	0.74596
Meth__cg07102705__HTR4	0.43928	0.015076	0.97587	0.69156	0.66315	0.54811	0.71804	0.97699	0.018113	0.76283	0.63935	0.93674	0.53858	0.13335	0.039791	0.31391	0.030165	0.024775	0.51853	0.3596	0.33336	0.56007	0.77642	0.26399	0.020838	0.76264	0.052542	0.71436	0.037525	0.04354	0.94685	0.061746	0.68262	0.25524	0.021938	0.52498
Meth__cg10227191__KRT18	0.03971	0.025641	0.032	0.040453	0.02788	0.92117	0.034588	0.048203	0.024669	0.034322	0.046007	0.022992	0.048468	0.036002	0.030974	0.033837	0.15478	0.025661	0.033365	0.02888	0.033976	0.030709	0.086351	0.030563	0.049844	0.070418	0.081733	0.15726	0.024355	0.023034	0.025359	0.025684	0.024682	0.069337	0.034183	0.022027
Meth__cg24337809__BTG2	0.041264	0.069823	0.28669	0.064126	0.35295	0.18297	0.048406	0.036626	0.034328	0.073229	0.09097	0.038194	0.065185	0.041632	0.047267	0.039353	0.065579	0.11074	0.070998	0.045286	0.1077	0.032069	0.21798	0.050843	0.068406	0.095695	0.11375	0.031062	0.066137	0.030501	0.032888	0.089384	0.026377	0.17914	0.034037	0.037784
Meth__cg06957329__MRPS23	0.053352	0.045068	0.055398	0.45015	0.03467	0.034722	0.045281	0.03192	0.049948	0.031145	0.040243	0.042817	0.07208	0.045718	0.032613	0.037083	0.12542	0.031593	0.04675	0.046124	0.037154	0.042472	0.10783	0.05072	0.10238	0.13268	0.078387	0.031944	0.045911	0.037909	0.052739	0.029328	0.044582	0.12252	0.044033	0.035862
Meth__cg14766682__JM11	0.10407	0.12596	0.21488	0.11505	0.19928	0.88897	0.12807	0.17964	0.15754	0.093698	0.13145	0.1837	0.088589	0.15474	0.15147	0.84623	0.20079	0.52958	0.11034	0.10036	0.89648	0.33377	0.69127	0.13511	0.1575	0.4855	0.17665	0.56721	0.19957	0.46114	0.23024	0.10831	0.14731	0.19796	0.10891	0.11111
Meth__cg09239756__CKAP4	0.051788	0.64307	0.16806	0.36598	0.46991	0.039158	0.7391	0.096446	0.11543	0.5817	0.066964	0.82841	0.32701	0.087754	0.19461	0.041916	0.15385	0.055364	0.75641	0.10624	0.064356	0.15807	0.072065	0.091	0.15537	0.18458	0.20444	0.047488	0.041552	0.10132	0.91774	0.051973	0.047463	0.15739	0.35273	0.15943
Meth__cg10936763__CDKN1A	0.056309	0.051553	0.055682	0.067608	0.058521	0.50943	0.05773	0.044614	0.043976	0.06623	0.10466	0.040887	0.12169	0.050879	0.27966	0.049307	0.13064	0.044257	0.054197	0.045695	0.051589	0.052452	0.10739	0.049151	0.095383	0.096578	0.079884	0.05005	0.03845	0.046014	0.12672	0.044966	0.38248	0.065611	0.054301	0.046271
Meth__cg03919644__LRRIQ2	0.016509	0.013001	0.017116	0.025065	0.015471	0.018432	0.01345	0.4344	0.018482	0.02282	0.016613	0.013753	0.018997	0.016719	0.015602	0.018777	0.027773	0.016298	0.016042	0.01764	0.018831	0.019516	0.024005	0.015912	0.018453	0.048832	0.032697	0.024379	0.01875	0.020386	0.01984	0.019793	0.013324	0.025556	0.018029	0.018795
Meth__cg24424381__PEX11A	0.089511	0.056338	0.060959	0.44298	0.081081	0.055615	0.056644	0.061267	0.12479	0.077559	0.035714	0.077298	0.099895	0.087299	0.050523	0.065277	0.078566	0.066484	0.066631	0.061401	0.066579	0.03801	0.091021	0.074637	0.084975	0.11212	0.11181	0.040479	0.064661	0.074451	0.084826	0.064026	0.10573	0.14634	0.071278	0.057838
Meth__cg05989054__GAMT	0.053622	0.096064	0.58049	0.094304	0.066947	0.938	0.092937	0.97686	0.093064	0.056482	0.78996	0.8594	0.61074	0.076389	0.71222	0.93312	0.26854	0.95589	0.19151	0.058247	0.92898	0.14859	0.89647	0.14617	0.079221	0.061819	0.13506	0.49665	0.60321	0.95532	0.84564	0.11721	0.057638	0.1935	0.061422	0.064756
Meth__cg19258882__ERBB3	0.039942	0.036267	0.053322	0.063007	0.066172	0.13329	0.047175	0.056798	0.04483	0.071361	0.046058	0.17765	0.071405	0.040339	0.076534	0.088053	0.031152	0.14355	0.03822	0.37777	0.065654	0.041971	0.12185	0.038808	0.038691	0.051876	0.044444	0.068946	0.071797	0.42133	0.053701	0.078845	0.037677	0.060111	0.049906	0.03682
Meth__cg15589156__RAB3IL1	0.043858	0.0217	0.033578	0.068486	0.054911	0.026039	0.050872	0.23764	0.033133	0.065184	0.026235	0.066885	0.10526	0.025187	0.027024	0.024246	0.050677	0.021877	0.13996	0.047628	0.041094	0.05049	0.11271	0.21003	0.036673	0.066657	0.045975	0.022156	0.025172	0.020103	0.11732	0.031167	0.29199	0.047671	0.029944	0.056063
Meth__cg24453353__HIST1H4C	0.051082	0.040824	0.10364	0.04909	0.060003	0.43313	0.058815	0.054567	0.032664	0.072172	0.070417	0.029209	0.11698	0.042908	0.051943	0.041933	0.11577	0.039746	0.047736	0.053236	0.044956	0.043187	0.058577	0.059994	0.05832	0.085081	0.050218	0.039843	0.050667	0.054195	0.053766	0.043583	0.035771	0.089011	0.048801	0.048502
Meth__cg03954858__FAM83F	0.078246	0.069926	0.048483	0.18994	0.1519	0.070793	0.085966	0.7396	0.034946	0.035747	0.66999	0.10968	0.33159	0.066746	0.4121	0.66329	0.085303	0.016248	0.42375	0.095462	0.40784	0.60102	0.085187	0.40874	0.046768	0.32993	0.10698	0.75889	0.84137	0.067102	0.12416	0.17944	0.085925	0.27749	0.065156	0.28914
Meth__cg05624932__CRISPLD1	0.75379	0.024966	0.87096	0.9251	0.027189	0.59724	0.91486	0.32297	0.034157	0.043867	0.035595	0.25164	0.81997	0.18597	0.24838	0.038754	0.073932	0.022567	0.089476	0.42254	0.055302	0.034951	0.83009	0.68385	0.11877	0.95474	0.043507	0.057692	0.03509	0.069724	0.7636	0.07652	0.90069	0.053108	0.59739	0.05077
Meth__cg24659201__GPR39	0.046398	0.052864	0.049185	0.051605	0.045875	0.04299	0.0621	0.023292	0.043525	0.042803	0.047064	0.036567	0.076139	0.04051	0.040059	0.037955	0.11973	0.038494	0.056297	0.042362	0.046856	0.033973	0.072497	0.045499	0.07508	0.080004	0.074822	0.040045	0.037713	0.039968	0.28732	0.038488	0.045392	0.044655	0.050537	0.042328
Meth__cg04719491__HAS2	0.051057	0.038992	0.92921	0.045648	0.029695	0.04045	0.048445	0.021217	0.036516	0.038307	0.075687	0.08282	0.74925	0.050005	0.68883	0.033115	0.18395	0.031074	0.12608	0.24602	0.034771	0.11133	0.097469	0.032109	0.086952	0.11534	0.061538	0.040922	0.036608	0.042724	0.061371	0.036727	0.39173	0.067414	0.040216	0.039391
Meth__cg07688613__C1orf60	0.028661	0.028678	0.062895	0.057281	0.0547	0.31356	0.11244	0.057701	0.16797	0.052194	0.038628	0.11288	0.078255	0.15701	0.032329	0.061207	0.10106	0.049243	0.038043	0.095985	0.040512	0.12444	0.12335	0.10992	0.042896	0.034412	0.085345	0.030982	0.046182	0.043024	0.041692	0.027309	0.048747	0.053991	0.029382	0.061277
Meth__cg18995088__CXCL14	0.13009	0.06522	0.51623	0.87864	0.73717	0.789	0.75714	0.13569	0.057038	0.94561	0.94576	0.082846	0.92983	0.076088	0.037238	0.14212	0.077735	0.021312	0.96279	0.45333	0.067882	0.84093	0.54491	0.17306	0.040077	0.70948	0.061764	0.08888	0.040494	0.031228	0.95868	0.025394	0.5601	0.70953	0.043346	0.91229
Meth__cg10743104__PDPN	0.35382	0.045283	0.92197	0.92012	0.87458	0.54595	0.88752	0.51603	0.039558	0.83144	0.89911	0.47323	0.50574	0.056811	0.58801	0.0677	0.098741	0.037047	0.73309	0.93576	0.1697	0.26175	0.47707	0.71399	0.12389	0.86303	0.052584	0.064577	0.057854	0.1567	0.93546	0.046687	0.70774	0.27261	0.68396	0.81189
Meth__cg17347389__TRIM9	0.83369	0.73551	0.9246	0.92404	0.155	0.046816	0.88131	0.05453	0.082559	0.23349	0.12795	0.5986	0.88072	0.14051	0.073327	0.098344	0.095594	0.052662	0.92548	0.52668	0.083703	0.89319	0.42154	0.47653	0.15796	0.79553	0.58316	0.052246	0.34666	0.12754	0.20498	0.1041	0.073657	0.06517	0.43143	0.76646
Meth__cg02943497__PARP4	0.055862	0.096533	0.054181	0.14364	0.11117	0.051865	0.068587	0.064397	0.059981	0.072922	0.064551	0.080226	0.16321	0.058662	0.056826	0.060029	0.10322	0.040348	0.060198	0.13915	0.065903	0.076324	0.074954	0.083775	0.069088	0.37723	0.094691	0.053716	0.057019	0.052291	0.19281	0.065121	0.076414	0.15201	0.11353	0.16815
Meth__cg20002248__ACN9	0.54516	0.039908	0.080159	0.90647	0.038551	0.061611	0.8787	0.039616	0.055825	0.063955	0.27257	0.085317	0.10679	0.14085	0.058597	0.050056	0.083616	0.047536	0.32663	0.20309	0.06236	0.045101	0.44386	0.089069	0.11846	0.10326	0.064017	0.059479	0.050922	0.061565	0.054563	0.055101	0.053793	0.12343	0.073354	0.68264
Meth__cg02905245__URB	0.62038	0.090416	0.066201	0.68199	0.44374	0.069683	0.49587	0.58756	0.69129	0.11815	0.087965	0.067894	0.54506	0.53895	0.084349	0.091989	0.10616	0.10085	0.22478	0.40206	0.093332	0.075363	0.1314	0.29132	0.16941	0.59467	0.1586	0.070355	0.0825	0.088281	0.81744	0.30195	0.3781	0.12396	0.61983	0.55223
Meth__cg08909157__C9orf66	0.10722	0.40461	0.40647	0.71047	0.16724	0.28762	0.20338	0.58432	0.084924	0.85112	0.14808	0.086847	0.17013	0.091914	0.46577	0.078944	0.10183	0.074045	0.090834	0.14344	0.1363	0.4205	0.81724	0.15565	0.14626	0.21025	0.35483	0.088648	0.13206	0.089988	0.29953	0.18503	0.90248	0.30235	0.11101	0.26941
Meth__cg09263755__CCT6B	0.27995	0.043567	0.056456	0.052295	0.045881	0.041318	0.055883	0.12346	0.046695	0.061401	0.044884	0.040534	0.048878	0.046054	0.055872	0.031276	0.072033	0.047888	0.087788	0.036556	0.048215	0.064712	0.35808	0.039602	0.31188	0.10445	0.068878	0.037898	0.045679	0.047492	0.044081	0.033376	0.034934	0.224	0.047047	0.043632
Meth__cg21816539__GRIK1	0.037614	0.023693	0.81503	0.033832	0.040748	0.81599	0.94282	0.65967	0.066341	0.056615	0.94723	0.90416	0.74076	0.13158	0.042463	0.55839	0.072512	0.48767	0.38703	0.48403	0.41607	0.66502	0.79924	0.057605	0.051462	0.87938	0.060328	0.4204	0.1186	0.45577	0.42489	0.037047	0.846	0.080432	0.9322	0.16571
Meth__cg06302803__MATR3	0.054195	0.044747	0.053279	0.21651	0.046369	0.033425	0.036957	0.025469	0.085139	0.049919	0.042065	0.039434	0.060254	0.061166	0.58824	0.040284	0.14151	0.036298	0.038726	0.17118	0.066003	0.035362	0.06247	0.57784	0.058733	0.11774	0.041605	0.031427	0.041577	0.029253	0.098534	0.035719	0.039446	0.070745	0.048413	0.049283
Meth__cg02477931__C11orf39	0.27199	0.15943	0.6603	0.13895	0.063608	0.31335	0.23517	0.61446	0.054242	0.10923	0.54276	0.49468	0.40102	0.073703	0.45545	0.75866	0.18247	0.10205	0.31083	0.14232	0.10133	0.25736	0.21763	0.11198	0.16191	0.37425	0.11873	0.14566	0.054311	0.070357	0.092428	0.16747	0.52027	0.066029	0.7345	0.31097
Meth__cg20555507__TRPM3	0.3123	0.057425	0.079696	0.5755	0.11361	0.09597	0.24156	0.90883	0.15849	0.071641	0.33544	0.24684	0.12987	0.12943	0.089307	0.080128	0.075572	0.073314	0.078435	0.13803	0.059293	0.57994	0.16434	0.088767	0.10473	0.51356	0.065849	0.080493	0.23866	0.068712	0.31991	0.081546	0.081314	0.20378	0.068939	0.083586
Meth__cg08717396__HIST1H2AG	0.06787	0.06959	0.053155	0.070175	0.70853	0.10447	0.67067	0.20145	0.059724	0.8619	0.065026	0.099718	0.11262	0.060597	0.059619	0.071272	0.10928	0.066643	0.063885	0.070764	0.066434	0.057579	0.12743	0.070771	0.098776	0.1126	0.12269	0.078135	0.053945	0.36762	0.048417	0.57722	0.44122	0.84082	0.0831	0.053344
Meth__cg07294541__DEF6	0.032604	0.045131	0.041767	0.039209	0.034031	0.89569	0.035227	0.045654	0.028791	0.04261	0.044787	0.033408	0.10543	0.028646	0.028551	0.047296	0.058158	0.30654	0.033895	0.036138	0.90502	0.035597	0.34035	0.036459	0.044491	0.067201	0.064225	0.39335	0.027311	0.20542	0.027149	0.031075	0.040221	0.03623	0.60067	0.031961
Meth__cg17918089__SETDB1	0.014242	0.014435	0.027819	0.024177	0.01544	0.01893	0.020985	0.014114	0.010999	0.021878	0.028749	0.031799	0.041419	0.011334	0.021142	0.017756	0.031101	0.019561	0.01913	0.039132	0.023448	0.025723	0.038391	0.029852	0.032171	0.036255	0.027739	0.024618	0.02915	0.061476	0.15299	0.028673	0.017813	0.020268	0.021422	0.016747
Meth__cg02624129__SNX19	0.15494	0.059795	0.24163	0.18689	0.03759	0.032492	0.24075	0.13972	0.059148	0.17755	0.92744	0.12543	0.83542	0.077515	0.16842	0.24247	0.12115	0.036777	0.21612	0.13718	0.073111	0.22253	0.11312	0.14277	0.086248	0.16097	0.15927	0.26244	0.076312	0.025434	0.14708	0.048436	0.22558	0.086632	0.041475	0.16494
Meth__cg01191395__SAT2	0.024687	0.017078	0.033373	0.028118	0.030104	0.019488	0.032719	0.034298	0.020105	0.019609	0.021439	0.014418	0.025318	0.023074	0.018948	0.019451	0.051143	0.015343	0.2735	0.026543	0.0306	0.020169	0.029498	0.045598	0.045415	0.047547	0.053158	0.02453	0.018427	0.035611	0.32181	0.044846	0.02351	0.034861	0.026557	0.028423
Meth__cg06747888__TBR1	0.34451	0.14694	0.9166	0.11045	0.068479	0.91287	0.10154	0.91489	0.30024	0.086213	0.87401	0.8873	0.92516	0.21282	0.89441	0.69516	0.29074	0.8852	0.084	0.36592	0.89432	0.17871	0.80047	0.066035	0.10285	0.1454	0.13495	0.93282	0.15766	0.90857	0.62492	0.15039	0.53994	0.13363	0.11234	0.38505
Meth__cg26399201__ANKRD43	0.048666	0.50248	0.97622	0.12499	0.062503	0.77031	0.044063	0.15171	0.041855	0.043418	0.53587	0.1427	0.30456	0.051294	0.12171	0.063837	0.13031	0.62294	0.47534	0.04805	0.36913	0.18707	0.71196	0.077129	0.082381	0.15715	0.17734	0.044773	0.051901	0.26225	0.26514	0.047877	0.89635	0.1518	0.038478	0.15736
Meth__cg02347487__NALP14	0.72274	0.043431	0.042514	0.22362	0.52869	0.037978	0.18506	0.041009	0.79123	0.059203	0.23666	0.069388	0.18004	0.65336	0.10982	0.23232	0.18816	0.039184	0.051275	0.082763	0.04016	0.077648	0.23423	0.17791	0.056139	0.12913	0.057571	0.25076	0.14604	0.073325	0.87736	0.02911	0.11724	0.094757	0.045173	0.29535
Meth__cg13682722__C14orf102	0.042561	0.042879	0.43333	0.37583	0.059223	0.91103	0.05699	0.15704	0.10911	0.061547	0.53834	0.30596	0.19161	0.089624	0.072768	0.65025	0.11909	0.066208	0.053443	0.2241	0.095365	0.044306	0.13308	0.085712	0.099121	0.22002	0.086824	0.069722	0.073323	0.17529	0.67683	0.061231	0.085705	0.069616	0.058058	0.4355
Meth__cg00146096__FANCF	0.03951	0.030107	0.036908	0.032788	0.026287	0.029015	0.045715	0.030971	0.026014	0.039622	0.030002	0.035562	0.37556	0.030198	0.027622	0.028596	0.17376	0.031376	0.037693	0.030845	0.037074	0.024865	0.084993	0.037343	0.061475	0.067211	0.088423	0.029096	0.027371	0.029159	0.038448	0.022688	0.031564	0.12332	0.040288	0.036684
Meth__cg10189695__GPR78	0.038341	0.038164	0.067359	0.039971	0.035127	0.85632	0.048653	0.28214	0.030642	0.037196	0.48693	0.5546	0.14212	0.040233	0.040379	0.32935	0.080673	0.89762	0.045559	0.032963	0.093041	0.030703	0.93888	0.053009	0.064763	0.6487	0.058447	0.032754	0.04257	0.52402	0.024228	0.029247	0.034336	0.051862	0.041443	0.035034
Meth__cg08390021__C18orf54	0.032468	0.052306	0.044917	0.11901	0.045263	0.024685	0.036191	0.024479	0.029203	0.030426	0.029803	0.017595	0.10511	0.029996	0.024777	0.026837	0.084504	0.019301	0.030478	0.028005	0.029829	0.02022	0.079906	0.051705	0.048778	0.15814	0.047137	0.022858	0.036253	0.030713	0.033059	0.022736	0.28339	0.066391	0.031137	0.036019
Meth__cg18806365__FABP5	0.35089	0.12028	0.96238	0.66673	0.1151	0.90851	0.53747	0.16853	0.29301	0.41177	0.26966	0.13859	0.95026	0.5975	0.53904	0.14127	0.22999	0.10309	0.23771	0.84893	0.20532	0.26037	0.45701	0.24194	0.28837	0.96471	0.22146	0.16724	0.22684	0.20631	0.97263	0.21854	0.94553	0.75351	0.9593	0.24711
Meth__cg08631151__RPRML	0.28665	0.032445	0.58547	0.13574	0.2473	0.17751	0.48023	0.15562	0.039468	0.082607	0.057027	0.30971	0.42409	0.041651	0.06148	0.025111	0.076509	0.03905	0.616	0.043602	0.042983	0.39224	0.55354	0.18247	0.19137	0.84591	0.090501	0.029058	0.12929	0.14115	0.22907	0.029821	0.33662	0.4318	0.11544	0.20358
Meth__cg10850119__FBXO4	0.044971	0.032634	0.0498	0.05227	0.031728	0.032563	0.054798	0.061577	0.0325	0.033342	0.04877	0.060015	0.28912	0.031079	0.041646	0.033633	0.056252	0.025227	0.038433	0.038363	0.040668	0.032072	0.095502	0.039676	0.046844	0.079005	0.15458	0.030634	0.058233	0.040384	0.03391	0.02462	0.035133	0.091937	0.034256	0.049302
Meth__cg10301990__UBXD6	0.057272	0.053883	0.6109	0.19846	0.11042	0.30804	0.073521	0.16961	0.16671	0.096185	0.20936	0.23339	0.20572	0.1599	0.10314	0.77876	0.18556	0.070806	0.07035	0.086385	0.21137	0.26304	0.66116	0.36199	0.10003	0.08766	0.061687	0.30287	0.077175	0.067786	0.095939	0.084485	0.10174	0.08961	0.070281	0.063254
Meth__cg14350002__GAS1	0.062745	0.054503	0.065473	0.057637	0.047051	0.046043	0.075928	0.037156	0.043942	0.055802	0.042338	0.037893	0.069003	0.054571	0.051376	0.05314	0.12143	0.03457	0.088893	0.046591	0.056674	0.042353	0.89474	0.059346	0.092119	0.11262	0.0716	0.035455	0.041254	0.040625	0.03639	0.040605	0.043649	0.07242	0.068178	0.046569
Meth__cg23582408__EEF1A2	0.028026	0.019679	0.028487	0.057877	0.017175	0.52197	0.026633	0.17694	0.056188	0.029857	0.53601	0.29046	0.040594	0.05312	0.1007	0.02378	0.09362	0.36933	0.02437	0.043828	0.16233	0.024648	0.58233	0.024613	0.37327	0.091762	0.10591	0.045674	0.02283	0.1354	0.022286	0.021821	0.27368	0.066046	0.030622	0.021085
Meth__cg00002426__SLMAP	0.067202	0.056657	0.057735	0.22468	0.36535	0.038872	0.14852	0.063399	0.08233	0.098221	0.094675	0.054976	0.057546	0.17127	0.064319	0.062067	0.066066	0.54875	0.088564	0.90197	0.18975	0.92733	0.073475	0.18956	0.047982	0.12424	0.12973	0.90957	0.052474	0.045397	0.64229	0.046751	0.061264	0.77762	0.89998	0.098025
Meth__cg04451988__C10orf38	0.2651	0.035638	0.78055	0.034906	0.037936	0.029623	0.31883	0.017351	0.031927	0.037607	0.030505	0.047006	0.15023	0.041725	0.036418	0.029806	0.059099	0.04097	0.41656	0.32813	0.033861	0.04486	0.11734	0.063575	0.068908	0.74858	0.073262	0.035735	0.033022	0.041173	0.029747	0.032404	0.33554	0.050889	0.039311	0.038027
Meth__cg02248486__HOXA5	0.63573	0.19504	0.96565	0.62093	0.45163	0.47729	0.94717	0.034478	0.37397	0.62043	0.067124	0.077656	0.40564	0.4758	0.074411	0.055672	0.06056	0.052122	0.051508	0.87986	0.041698	0.94373	0.9035	0.53479	0.14283	0.9223	0.60598	0.4491	0.052507	0.058033	0.059939	0.46593	0.94598	0.93058	0.073473	0.95036
Meth__cg16245261__PRKCDBP	0.72705	0.05243	0.36675	0.89555	0.73029	0.30544	0.52796	0.052952	0.096729	0.68071	0.082096	0.26244	0.57302	0.1117	0.092571	0.094151	0.20845	0.09409	0.42774	0.11599	0.089734	0.42691	0.091419	0.61039	0.088987	0.17963	0.12772	0.069953	0.051734	0.074111	0.085013	0.66353	0.33006	0.72243	0.72104	0.61394
Meth__cg25415932__OGG1	0.077234	0.056971	0.65408	0.35359	0.26153	0.25552	0.63346	0.1326	0.036436	0.52046	0.17364	0.81232	0.655	0.064032	0.15576	0.43506	0.2145	0.13477	0.15992	0.29282	0.34378	0.11971	0.6814	0.17591	0.17423	0.32439	0.055231	0.0172	0.67137	0.4491	0.53054	0.57062	0.082905	0.24889	0.042218	0.41611
Meth__cg24053587__PTPRO	0.26467	0.24165	0.87032	0.53874	0.44942	0.090618	0.76466	0.15421	0.044302	0.088764	0.11011	0.077887	0.56497	0.19426	0.093754	0.069557	0.12859	0.052304	0.78979	0.1915	0.072575	0.5626	0.71439	0.11281	0.14191	0.62749	0.097927	0.059165	0.034094	0.085157	0.7738	0.050913	0.75946	0.39246	0.077007	0.25194
Meth__cg06611744__RASL11A	0.071292	0.3724	0.4809	0.34599	0.31706	0.17556	0.46804	0.33743	0.10196	0.272	0.21761	0.57835	0.62188	0.12453	0.39542	0.14755	0.17204	0.074194	0.15703	0.7994	0.028557	0.08568	0.12424	0.23943	0.18624	0.3625	0.32539	0.29641	0.20448	0.11714	0.48925	0.15597	0.64363	0.045525	0.082134	0.28749
Meth__cg15304928__TMEM9	0.037572	0.03734	0.049292	0.43348	0.024135	0.033068	0.042706	0.086156	0.037681	0.06224	0.040523	0.043461	0.086531	0.037099	0.057697	0.043586	0.095341	0.039821	0.041003	0.059791	0.040754	0.024218	0.088797	0.052928	0.090998	0.050429	0.068783	0.030782	0.03778	0.060521	0.051203	0.045509	0.03765	0.10037	0.045311	0.039752
Meth__cg13151102__KCNJ4	0.056019	0.042811	0.047542	0.14461	0.05582	0.04363	0.087745	0.023651	0.039718	0.066761	0.040929	0.033003	0.093486	0.048309	0.045112	0.05999	0.20989	0.11709	0.047162	0.040284	0.042955	0.045096	0.21643	0.067442	0.081737	0.43468	0.10996	0.069835	0.037632	0.062384	0.045795	0.026072	0.04942	0.16905	0.069002	0.095482
Meth__cg27375072__SMPDL3A	0.031578	0.027269	0.039496	0.049984	0.024679	0.029798	0.065823	0.037275	0.024866	0.050524	0.034554	0.025353	0.07989	0.035392	0.032062	0.024449	0.06382	0.034642	0.032524	0.40074	0.03501	0.035417	0.050513	0.042425	0.039859	0.064491	0.033901	0.028466	0.025561	0.018126	0.040723	0.020942	0.026914	0.078478	0.041571	0.04069
Meth__cg13168820__PTPRT	0.04038	0.040112	0.32546	0.037117	0.038066	0.92272	0.14105	0.45204	0.043766	0.045786	0.92122	0.28882	0.42887	0.043525	0.037387	0.41698	0.089365	0.023541	0.17031	0.031366	0.072324	0.046044	0.80946	0.77049	0.065102	0.88695	0.076144	0.040181	0.041122	0.24784	0.029088	0.028982	0.4404	0.091254	0.037795	0.034024
