Cell lines	600MPE	AU565	BT474	BT483	BT549	CAMA1	HCC1143	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB175VII	MDAMB231	MDAMB361	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM225CWN	SUM52PE	T47D	ZR751	ZR75B
Meth__cg07104706__SLITRK1	0.93483	0.094905	0.18105	0.045856	0.7218	0.47267	0.9398	0.07312	0.57742	0.22056	0.84013	0.063095	0.453	0.05425	0.10662	0.082779	0.12084	0.14588	0.1298	0.035133	0.79912	0.46682	0.86299	0.086799	0.041667	0.092699	0.030602	0.76453	0.084967	0.35636	0.37003
Meth__cg06284244__YES1	0.034375	0.036432	0.36709	0.098384	0.17488	0.051035	0.040193	0.049049	0.041298	0.11014	0.060382	0.10945	0.080715	0.066159	0.087729	0.03327	0.037953	0.043939	0.50899	0.26645	0.27204	0.05511	0.073943	0.045776	0.030934	0.027105	0.033647	0.034122	0.067576	0.045235	0.21098
Meth__cg10878307__ATAD4	0.046624	0.041079	0.03762	0.038588	0.7577	0.043432	0.21978	0.039549	0.80037	0.32463	0.28473	0.029045	0.46694	0.63814	0.10781	0.31145	0.036613	0.04696	0.049713	0.028723	0.67566	0.038806	0.05687	0.077839	0.84493	0.51846	0.040622	0.036481	0.087647	0.039028	0.038377
RS_G2210__PRODH__PRODH	6.6996	8.8601	8.1502	4.8255	0.12095	8.7378	5.7577	5.7828	1.603	5.1535	2.1092	6.5093	3.4667	0.7919	0.3561	1.043	4.9495	1.9741	5.4938	7.7774	0.11484	10.9405	11.3567	8.0182	1.3588	2.1155	10.7743	8.8787	7.139	9.1687	9.3919
Meth__cg15692239__ALDOC	0.033516	0.014246	0.86834	0.023787	0.94537	0.035811	0.025057	0.85589	0.023116	0.060274	0.045931	0.11409	0.035926	0.93291	0.6314	0.83057	0.01964	0.029217	0.028498	0.01884	0.06474	0.46328	0.8853	0.039136	0.049612	0.25975	0.17238	0.018689	0.039349	0.34255	0.038382
Meth__cg23283495__IRF6	0.02375	0.023591	0.046671	0.023899	0.52407	0.0324	0.035594	0.044203	0.023087	0.085332	0.049289	0.020874	0.032637	0.44756	0.057761	0.84073	0.05478	0.062926	0.034411	0.0321	0.82483	0.034436	0.067084	0.03596	0.051367	0.035072	0.0268	0.027953	0.05232	0.021431	0.028556
Meth__cg18670235__PLOD3	0.052345	0.031885	0.083765	0.038528	0.064725	0.045634	0.040262	0.044239	0.034077	0.19461	0.086432	0.030153	0.043415	0.0608	0.14152	0.028716	0.032145	0.039039	0.063253	0.086873	0.20213	0.090803	0.14813	0.083656	0.037495	0.23186	0.060471	0.046679	0.14475	0.051209	0.047208
Meth__cg16614500__TMEM80	0.078203	0.093408	0.12939	0.067777	0.070142	0.11382	0.12094	0.095421	0.10607	0.65042	0.20271	0.091408	0.14918	0.084519	0.15691	0.079477	0.095185	0.10058	0.068143	0.07785	0.092398	0.11784	0.075691	0.14347	0.054513	0.074517	0.070873	0.085268	0.24273	0.15687	0.13225
Meth__cg01781266__PARVA	0.077895	0.094048	0.20812	0.4065	0.25141	0.33465	0.11097	0.23587	0.16792	0.1	0.26754	0.37799	0.063008	0.062257	0.14061	0.081342	0.38402	0.40464	0.62956	0.085699	0.12751	0.11779	0.169	0.16406	0.033299	0.049022	0.057316	0.20553	0.071646	0.31267	0.55057
Meth__cg10801213__SLC7A3	0.32946	0.01362	0.88977	0.48952	0.55393	0.85983	0.92535	0.77307	0.40021	0.10289	0.58087	0.28654	0.25694	0.047514	0.040841	0.034477	0.44551	0.83402	0.029422	0.94387	0.088526	0.73964	0.21773	0.090292	0.038684	0.022675	0.021526	0.026809	0.12644	0.46814	0.85682
Meth__cg09331011__GNAL	0.049049	0.057035	0.08402	0.039163	0.82049	0.099256	0.54637	0.047431	0.053402	0.034792	0.078529	0.80322	0.034795	0.044452	0.17095	0.034992	0.75302	0.76039	0.035751	0.035288	0.086922	0.04497	0.89603	0.05429	0.045295	0.074579	0.029043	0.042789	0.15041	0.032274	0.042594
Meth__cg15853125__TIAM1	0.051712	0.053989	0.36248	0.079582	0.94339	0.34799	0.040397	0.098549	0.04384	0.79415	0.072272	0.041373	0.24934	0.61031	0.079896	0.16646	0.28745	0.35604	0.057715	0.045038	0.85046	0.13557	0.087928	0.046448	0.28538	0.074151	0.032794	0.35937	0.34163	0.060667	0.065067
Meth__cg15856055__ZNF511	0.10907	0.076625	0.2137	0.07098	0.75434	0.13097	0.1839	0.11932	0.12576	0.48033	0.19231	0.11323	0.14645	0.41767	0.1078	0.50479	0.071195	0.093719	0.15988	0.25448	0.41294	0.091023	0.12438	0.18684	0.10969	0.13865	0.073179	0.073964	0.097943	0.059835	0.09375
RS_G1917__LEPREL1__LEPREL1	1.6812	1.213	1.016	0.15032	9.6328	0	8.6274	0.20528	2.3881	10.0755	7.8581	0	6.0855	6.9596	8.8539	6.6718	0.14834	0	0.54021	4.5962	7.6461	0.14506	0	1.8994	2.7188	5.8777	1.6577	3.8936	2.3297	2.3917	0
RS_G12257__B2M__B2M	11.205	9.5507	10.0365	10.7284	12.7723	9.9151	11.1783	10.4742	13.8925	12.0721	13.0742	9.3201	12.5616	11.9706	15.751	10.0038	8.7483	10.1023	11.7189	9.3765	12.5876	9.4284	10.1329	11.3537	9.1302	10.4107	11.9582	11.3149	11.3883	10.9148	8.6662
Meth__cg00392257__ISG20L2	0.063117	0.027933	0.39648	0.1524	0.10168	0.06971	0.039333	0.09935	0.075969	0.75969	0.05092	0.46937	0.036255	0.036253	0.054943	0.65123	0.076563	0.041297	0.47061	0.24365	0.18522	0.15622	0.057427	0.046863	0.051859	0.39297	0.044532	0.034119	0.1759	0.042563	0.029613
Meth__cg19287277__RKHD3	0.13617	0.046629	0.041917	0.032708	0.030901	0.041719	0.05716	0.036769	0.04414	0.023102	0.085042	0.048675	0.035201	0.044382	0.12675	0.035203	0.037489	0.040886	0.033609	0.069266	0.64304	0.045497	0.11492	0.063793	0.038236	0.055016	0.038985	0.034161	0.044853	0.035306	0.03613
Meth__cg21459867__IDUA	0.043531	0.50769	0.31461	0.055027	0.71668	0.34124	0.85769	0.06737	0.23881	0.53773	0.098246	0.27765	0.2607	0.075514	0.13846	0.03097	0.27771	0.085359	0.099678	0.66232	0.042537	0.18194	0.072471	0.09998	0.080513	0.02816	0.039989	0.26648	0.090174	0.23044	0.043545
Meth__cg25054311__SLC26A2	0.042053	0.74288	0.97231	0.56312	0.036032	0.84929	0.062359	0.061368	0.034661	0.33269	0.96486	0.043036	0.059418	0.035215	0.079633	0.029563	0.65919	0.40484	0.51312	0.20098	0.53376	0.78172	0.59607	0.49398	0.036988	0.0502	0.55605	0.16595	0.0653	0.63391	0.85484
Meth__cg07243519__UFM1	0.040736	0.035878	0.035927	0.029889	0.027057	0.035055	0.020399	0.050752	0.059813	0.054184	0.082474	0.025421	0.034058	0.033156	0.097866	0.49217	0.026754	0.030835	0.043101	0.031828	0.077534	0.038381	0.060903	0.07628	0.029865	0.035185	0.040706	0.042144	0.092969	0.037058	0.042061
Meth__cg23360251__LEPREL2	0.046401	0.043747	0.054325	0.054649	0.041919	0.10925	0.042832	0.077954	0.44199	0.16881	0.28521	0.052795	0.81677	0.049138	0.12576	0.049966	0.10101	0.062211	0.06651	0.062115	0.46832	0.047342	0.29935	0.072955	0.047126	0.048442	0.06045	0.90567	0.27143	0.04543	0.056667
Meth__cg07639720__BNC1	0.70259	0.15118	0.18854	0.50791	0.33556	0.86212	0.84776	0.8318	0.60121	0.17163	0.45326	0.084565	0.14814	0.035921	0.075965	0.22299	0.49725	0.78595	0.42252	0.57083	0.83083	0.60236	0.29475	0.14946	0.19236	0.047625	0.13105	0.17807	0.39291	0.24006	0.20858
Meth__cg13255096__MAP3K5	0.03196	0.17513	0.03733	0.063853	0.9219	0.064346	0.034729	0.069613	0.042365	0.093915	0.041181	0.027048	0.045145	0.026512	0.10393	0.04375	0.025065	0.04123	0.037551	0.041479	0.12074	0.044944	0.085067	0.031547	0.028491	0.035175	0.036173	0.04696	0.10961	0.06405	0.65909
Meth__cg10368842__C10orf81	0.055587	0.074196	0.41947	0.72482	0.17317	0.22386	0.067547	0.6454	0.10997	0.82713	0.13807	0.51517	0.55218	0.46544	0.20335	0.077989	0.37712	0.58684	0.84941	0.049479	0.33891	0.17911	0.42421	0.11967	0.088451	0.12095	0.078174	0.30658	0.32467	0.058176	0.33184
Meth__cg04609859__HOXB4	0.93434	0.03755	0.64059	0.036734	0.031238	0.82236	0.87354	0.42034	0.32749	0.94638	0.73548	0.16273	0.11962	0.030202	0.074571	0.44629	0.89809	0.69944	0.30421	0.94034	0.75829	0.63583	0.48567	0.070417	0.29009	0.036709	0.043763	0.048776	0.72442	0.47201	0.83944
Meth__cg11732619__SLIT3	0.041505	0.040291	0.051743	0.03326	0.032471	0.38912	0.90191	0.04744	0.96157	0.056281	0.70434	0.09537	0.048377	0.518	0.15651	0.030693	0.9653	0.73138	0.048627	0.042643	0.89602	0.050471	0.57943	0.070068	0.029545	0.035814	0.031429	0.077493	0.31867	0.04783	0.05521
Meth__cg13823136__ST6GALNAC5	0.066034	0.032333	0.084793	0.038063	0.027752	0.067712	0.05006	0.047301	0.046171	0.044105	0.92443	0.96998	0.040558	0.024932	0.13005	0.029527	0.067618	0.047695	0.2766	0.050869	0.91222	0.40175	0.93111	0.069852	0.031728	0.036501	0.034536	0.36364	0.16215	0.051409	0.047177
Meth__cg03528946__SHB	0.045812	0.041634	0.041615	0.048671	0.64143	0.05322	0.029929	0.049549	0.046175	0.040004	0.081974	0.039578	0.18148	0.047577	0.077284	0.30588	0.034016	0.04204	0.055164	0.042101	0.067198	0.046093	0.075432	0.063371	0.062166	0.039586	0.045844	0.035047	0.049865	0.050473	0.04848
Meth__cg22131691__PDE1C	0.94389	0.038738	0.70815	0.099355	0.038862	0.9068	0.94376	0.070351	0.64952	0.70006	0.89665	0.12229	0.051838	0.059954	0.10082	0.029838	0.53698	0.44917	0.22811	0.53444	0.51543	0.15883	0.84445	0.066436	0.11029	0.061267	0.059287	0.90485	0.083416	0.46604	0.16116
Meth__cg25363317__GTF2F1	0.040851	0.028327	0.036696	0.030801	0.034332	0.028521	0.031918	0.034421	0.032891	0.056558	0.67263	0.03771	0.022172	0.018811	0.042954	0.026932	0.049673	0.035847	0.038412	0.024942	0.062954	0.030245	0.03808	0.070147	0.021284	0.021878	0.023734	0.023455	0.042396	0.045794	0.042372
Meth__cg04988423__ALX4	0.97385	0.040697	0.51842	0.19802	0.87028	0.97173	0.049397	0.69622	0.36391	0.071565	0.95162	0.9109	0.029216	0.033427	0.096943	0.02511	0.96372	0.73052	0.96486	0.48689	0.92928	0.62036	0.95464	0.074084	0.034995	0.068374	0.018957	0.97495	0.71283	0.5645	0.51654
Meth__cg13778073__HSPA4	0.065864	0.065339	0.058691	0.043055	0.048112	0.060986	0.052763	0.079898	0.06225	0.046554	0.10503	0.058361	0.048123	0.059225	0.13755	0.037197	0.048741	0.48169	0.050418	0.041167	0.094212	0.065885	0.10939	0.069737	0.05347	0.049303	0.049517	0.05464	0.0837	0.050208	0.048414
Meth__cg16121444__NME7	0.025249	0.019546	0.02646	0.022662	0.030557	0.034265	0.025996	0.045705	0.042677	0.032377	0.042646	0.015051	0.034468	0.02363	0.13012	0.025932	0.019871	0.023711	0.032133	0.037224	0.066327	0.056419	0.066756	0.041304	0.029816	0.036923	0.02807	0.025611	0.058443	0.03073	0.0249
Meth__cg15357518__MGC10433	0.051781	0.046066	0.051245	0.035838	0.090195	0.051691	0.041332	0.056328	0.076818	0.051158	0.076376	0.041494	0.059925	0.057504	0.10606	0.054092	0.041306	0.044326	0.05982	0.081057	0.3468	0.053728	0.081675	0.097733	0.045036	0.048874	0.045852	0.040208	0.050959	0.046359	0.052304
Meth__cg07851278__RIOK3	0.043274	0.04297	0.041512	0.038127	0.039615	0.051516	0.48703	0.049586	0.052592	0.034979	0.075676	0.043987	0.038033	0.028773	0.15924	0.030832	0.032252	0.04948	0.036859	0.034068	0.05798	0.042687	0.080238	0.10245	0.043029	0.032581	0.030045	0.037863	0.15191	0.039656	0.04829
Meth__cg24642468__MGC33367	0.17444	0.056943	0.74341	0.66744	0.075289	0.082155	0.096016	0.22129	0.37405	0.1773	0.075897	0.095433	0.068943	0.48779	0.1303	0.076711	0.44297	0.33232	0.91326	0.92181	0.11093	0.072848	0.27993	0.11388	0.31152	0.066395	0.32728	0.25109	0.13603	0.21095	0.14699
Meth__cg12792011__ZNF329	0.026352	0.032072	0.0277	0.018067	0.025246	0.031036	0.025487	0.023515	0.1117	0.015433	0.027302	0.68885	0.03194	0.019725	0.026012	0.017822	0.027884	0.022762	0.025487	0.022456	0.4366	0.027641	0.047543	0.02603	0.029771	0.024854	0.016365	0.02195	0.065817	0.95307	0.16939
Meth__cg12135976__SLC5A8	0.10476	0.036427	0.36855	0.069904	0.84155	0.085843	0.27382	0.055379	0.37644	0.21296	0.37959	0.058108	0.82463	0.08746	0.15652	0.048871	0.13185	0.05466	0.79056	0.058791	0.77618	0.05712	0.85891	0.084426	0.047563	0.83301	0.10721	0.37227	0.11504	0.82042	0.82337
Meth__cg04545708__C11orf1	0.22763	0.050654	0.11331	0.10045	0.054728	0.1412	0.094554	0.074086	0.044148	0.039746	0.11744	0.073629	0.073154	0.1066	0.11093	0.066547	0.12961	0.21079	0.14852	0.12654	0.10103	0.092922	0.13572	0.17929	0.07332	0.065559	0.087689	0.092128	0.20377	0.10388	0.1752
Meth__cg10392768__ALOXE3	0.015358	0.013171	0.017134	0.016144	0.18946	0.016484	0.013054	0.017432	0.018389	0.012786	0.023583	0.011736	0.013936	0.014348	0.026157	0.013899	0.01248	0.022808	0.017582	0.017189	0.02047	0.018283	0.036647	0.018864	0.038177	0.01888	0.018374	0.013263	0.029135	0.017833	0.021422
Meth__cg27610250__LOC91137	0.045864	0.046278	0.13182	0.040755	0.030525	0.43446	0.33372	0.078586	0.042254	0.060539	0.14461	0.046282	0.067993	0.069131	0.0734	0.036194	0.13275	0.24945	0.037532	0.031739	0.18168	0.042365	0.33847	0.068406	0.031906	0.048257	0.021383	0.16449	0.073182	0.045298	0.04224
Meth__cg05822100__CDH6	0.29254	0.054565	0.34348	0.06956	0.050477	0.92952	0.78468	0.061039	0.12322	0.54549	0.56033	0.057741	0.40385	0.5264	0.11986	0.40681	0.90149	0.91329	0.44682	0.14185	0.78297	0.45633	0.81279	0.1659	0.07179	0.093518	0.049059	0.71949	0.13398	0.41616	0.45006
Meth__cg18587364__ZNF562	0.03916	0.052632	0.047071	0.040278	0.035079	0.04032	0.56248	0.052297	0.04039	0.028916	0.099301	0.043451	0.24213	0.03235	0.047154	0.033359	0.029955	0.059003	0.034727	0.024679	0.071075	0.052819	0.053666	0.07579	0.025696	0.027715	0.032592	0.048805	0.11275	0.044839	0.051582
Meth__cg17240454__SPDEF	0.071921	0.080569	0.16096	0.42174	0.85402	0.15374	0.85936	0.68586	0.87125	0.79173	0.60177	0.08789	0.80445	0.85362	0.74246	0.25603	0.40124	0.61252	0.10161	0.15248	0.4453	0.12263	0.21596	0.14137	0.86674	0.67935	0.093849	0.058771	0.15884	0.068695	0.068567
Meth__cg13496736__OVOL1	0.10847	0.095285	0.11128	0.039861	0.96726	0.081658	0.10965	0.053561	0.2139	0.31223	0.10866	0.016024	0.83519	0.30538	0.11567	0.67063	0.037037	0.11069	0.043535	0.050448	0.8639	0.082814	0.08762	0.092716	0.18602	0.11522	0.028514	0.027825	0.11706	0.40294	0.34891
Meth__cg15025769__MYO9A	0.031516	0.031449	0.032337	0.026032	0.023141	0.041299	0.030279	0.034638	0.029488	0.034581	0.04058	0.028017	0.02633	0.024514	0.07693	0.022048	0.031496	0.035488	0.034365	0.019548	0.056517	0.031429	0.050609	0.073216	0.022951	0.020544	0.020574	0.016526	0.05448	0.035091	0.034521
Meth__cg17237063__RBMS3	0.70869	0.14718	0.73318	0.40449	0.066645	0.54345	0.061277	0.117	0.1441	0.12215	0.48641	0.40868	0.10342	0.081801	0.16354	0.065667	0.080399	0.17419	0.13245	0.12861	0.1527	0.49356	0.41227	0.18277	0.16661	0.12097	0.10533	0.16783	0.18462	0.72981	0.64694
Meth__cg07207789__CRISPLD2	0.071852	0.0416	0.27964	0.7222	0.85604	0.31603	0.85904	0.25904	0.53911	0.71975	0.3778	0.10866	0.50834	0.91253	0.087316	0.84012	0.055578	0.18647	0.84036	0.21688	0.81184	0.5357	0.2125	0.085175	0.054089	0.1055	0.034067	0.79814	0.34204	0.33383	0.41318
Meth__cg13364756__CYP3A43	0.12757	0.097206	0.091689	0.074797	0.5311	0.077266	0.8769	0.11451	0.82936	0.57974	0.2244	0.051109	0.75644	0.86855	0.20715	0.10381	0.045643	0.069488	0.09324	0.058971	0.56504	0.10577	0.18144	0.19843	0.86696	0.49968	0.072591	0.25519	0.19342	0.088645	0.094356
RS_G2444__DHRS2__DHRS2	0.2359	14.6844	11.7493	6.6887	2.5316	1.6777	4.4145	8.4176	4.5722	7.268	6.2349	5.7465	5.3332	2.5801	0.5953	10.362	9.7883	10.7059	3.5939	8.7318	4.1857	10.3872	3.392	13.7868	2.0603	2.9433	5.4667	2.9541	2.138	9.3579	5.334
RS_G18084__RASSF10__RASSF10	2.2875	3.2549	1.5835	0	0	1.9282	3.3829	1.3053	0	3.2488	0	0.37757	0	0	0.86239	0.42569	1.1382	0.38499	3.3615	5.7958	0	0.65729	0	0	0	0.93369	0	0	0	1.334	2.1765
Meth__cg12871124__STARD4	0.017786	0.012841	0.019359	0.013753	0.016493	0.15854	0.01943	0.017322	0.017246	0.022061	0.02625	0.016521	0.019721	0.017728	0.02654	0.016212	0.014765	0.024356	0.012347	0.010601	0.021056	0.019696	0.035015	0.029299	0.015329	0.011339	0.0103	0.015674	0.031175	0.021383	0.013446
Meth__cg17165266__KRT18	0.025261	0.016307	0.021217	0.019138	0.32548	0.019232	0.02488	0.030562	0.035602	0.025054	0.04313	0.018658	0.019249	0.021236	0.042615	0.02134	0.015143	0.018942	0.02205	0.019486	0.067432	0.022447	0.057535	0.028486	0.026628	0.02136	0.021662	0.020548	0.039851	0.022491	0.029523
Meth__cg03421300__SFN	0.056569	0.17243	0.73084	0.70092	0.93658	0.049643	0.027856	0.93343	0.93787	0.04737	0.076029	0.036945	0.048657	0.87348	0.083192	0.43023	0.051179	0.063101	0.56112	0.041981	0.078703	0.057689	0.10052	0.409	0.75603	0.022778	0.026436	0.031509	0.17641	0.048947	0.04539
Meth__cg01044662__C2orf3	0.22481	0.54027	0.47238	0.12781	0.058154	0.06901	0.033489	0.15766	0.047328	0.057531	0.23937	0.043953	0.048707	0.042173	0.073458	0.038871	0.23203	0.23942	0.12854	0.12257	0.083514	0.05469	0.11703	0.45377	0.033822	0.029292	0.033849	0.071007	0.11813	0.071801	0.061102
Meth__cg06201642__ST6GALNAC5	0.3758	0.04974	0.096771	0.046682	0.05237	0.080059	0.059039	0.084767	0.062299	0.042672	0.85752	0.90921	0.049547	0.052242	0.071447	0.048767	0.080451	0.052198	0.33433	0.048051	0.88312	0.4198	0.82741	0.075662	0.047532	0.055733	0.050903	0.36279	0.10739	0.054308	0.060495
Meth__cg24272559__LOC116123	0.069585	0.060052	0.14199	0.13048	0.58204	0.30614	0.75531	0.1159	0.82939	0.26026	0.14388	0.22478	0.78887	0.5846	0.11879	0.11105	0.10832	0.1105	0.23836	0.084615	0.35921	0.14542	0.34294	0.07621	0.32274	0.15471	0.077178	0.28251	0.2039	0.12295	0.090744
Meth__cg10063179__MTNR1A	0.072816	0.060497	0.18396	0.11552	0.74793	0.91372	0.073214	0.11798	0.077463	0.086346	0.47394	0.031653	0.074029	0.049704	0.10976	0.53668	0.051668	0.07225	0.15753	0.046966	0.85417	0.057275	0.59874	0.087629	0.067475	0.19146	0.047854	0.92089	0.62566	0.17994	0.28424
Meth__cg07060572__MAML2	0.07611	0.043979	0.15827	0.057164	0.034278	0.15987	0.054024	0.053472	0.036762	0.049515	0.077854	0.047346	0.044571	0.044474	0.067348	0.029326	0.074599	0.080755	0.61389	0.050567	0.076118	0.073774	0.093465	0.081549	0.035875	0.038987	0.0403	0.48585	0.098814	0.15881	0.077039
Meth__cg08731300__FZD8	0.061285	0.058113	0.069987	0.034523	0.049404	0.073748	0.13046	0.044364	0.084406	0.035206	0.29394	0.085885	0.043145	0.070617	0.13103	0.03551	0.037791	0.089521	0.042288	0.038402	0.087224	0.065231	0.29888	0.070305	0.043791	0.040495	0.033055	0.029889	0.15604	0.041464	0.056714
RS_G9369__ADAM12__ADAM12	0.37678	0.38403	0.24804	0.42494	8.3315	0.049067	5.2786	0.19292	0	3.5568	1.5722	0.34247	5.4117	9.4437	3.6546	8.4025	0.09372	0.095561	2.8231	0.14991	1.2518	0.04683	0	0	8.5985	2.6669	0	0	0.767	0.25878	0.42998
Meth__cg27401095__ZNF324	0.062033	0.045905	0.65279	0.080484	0.83037	0.283	0.30539	0.43728	0.13858	0.71926	0.36453	0.032279	0.67813	0.06705	0.21791	0.041098	0.28662	0.082684	0.10485	0.053305	0.81876	0.25418	0.36796	0.087039	0.091137	0.54716	0.34763	0.42045	0.063046	0.060893	0.056409
RS_G4349__WNT5A__WNT5A	3.982	2.045	1.8769	1.9481	4.5212	0	3.6975	0.12663	2.9122	4.8234	4.5715	0.33471	3.6876	7.6926	5.9567	8.5689	0.47057	0.98972	1.5977	1.009	4.6257	0.93054	3.3416	6.5403	5.0767	6.3914	3.2081	5.2859	0.33479	3.2077	1.2231
Meth__cg24805239__DFNA5	0.50168	0.023478	0.83046	0.60905	0.031913	0.94933	0.9772	0.030798	0.048323	0.61842	0.79541	0.07443	0.042801	0.17334	0.057774	0.033517	0.91995	0.82814	0.45819	0.61509	0.041359	0.48195	0.93299	0.1934	0.027773	0.039433	0.064906	0.87482	0.56428	0.4661	0.81941
Meth__cg12439899__TFAP2A	0.045694	0.02733	0.047692	0.036245	0.038457	0.053945	0.11453	0.047021	0.10195	0.031644	0.091145	0.038547	0.024588	0.029503	0.059166	0.041173	0.053793	0.04767	0.042526	0.036885	0.88258	0.061104	0.059297	0.076604	0.039045	0.035143	0.027604	0.030034	0.083597	0.061053	0.064607
RS_G13151__CHRNB1__CHRNB1	4.1266	5.62	3.3505	3.996	4.6512	4.5831	3.8844	4.0981	4.9716	4.9033	3.0916	4.5661	4.7566	3.5569	4.1822	5.1481	3.6408	4.0099	4.2154	4.1532	8.963	3.8903	4.0984	4.5907	3.9315	5.1261	4.9361	5.0347	5.0461	3.9599	3.1297
Meth__cg08578641__DNAI1	0.066667	0.78667	0.41375	0.39184	0.096504	0.9083	0.94813	0.085099	0.041338	0.68698	0.30984	0.91229	0.19897	0.047634	0.12706	0.043075	0.26494	0.16153	0.049274	0.51796	0.070178	0.045331	0.87333	0.34881	0.9037	0.039654	0.52873	0.043851	0.14312	0.059715	0.059129
Meth__cg23146358__CDKN1C	0.10182	0.084681	0.082219	0.27315	0.031053	0.076687	0.14646	0.059381	0.16472	0.034151	0.14251	0.028806	0.048739	0.091666	0.17851	0.027675	0.61718	0.61678	0.050468	0.077931	0.16631	0.11053	0.13876	0.1002	0.048566	0.084263	0.036953	0.027115	0.071615	0.13725	0.1647
Meth__cg06797533__ADFP	0.55927	0.072518	0.056011	0.10917	0.05701	0.075904	0.0349	0.043526	0.035856	0.35618	0.25783	0.047978	0.8241	0.030857	0.10296	0.94575	0.035983	0.040489	0.42579	0.03979	0.10744	0.063345	0.79608	0.077388	0.3987	0.2648	0.033991	0.85779	0.10663	0.04496	0.54673
Meth__cg21435394__NUDT14	0.053198	0.03659	0.044264	0.040297	0.43765	0.03896	0.039099	0.048601	0.73001	0.074106	0.076486	0.040022	0.071687	0.10906	0.07121	0.090569	0.029818	0.044391	0.037443	0.037145	0.31981	0.039839	0.074693	0.13171	0.27516	0.047271	0.036963	0.033624	0.091908	0.040735	0.036799
Meth__cg03046445__BHLHB3	0.048816	0.1373	0.087394	0.31591	0.059842	0.3974	0.49079	0.048805	0.1029	0.10326	0.1309	0.14037	0.80998	0.050072	0.080779	0.047302	0.17109	0.10812	0.87728	0.067536	0.11092	0.089826	0.10671	0.3161	0.27524	0.048645	0.099528	0.9034	0.079538	0.46626	0.6889
Meth__cg23239039__D4S234E	0.27247	0.067075	0.083032	0.076145	0.61407	0.63689	0.4718	0.17276	0.60941	0.81415	0.67096	0.62527	0.056978	0.055353	0.11788	0.065461	0.89065	0.78122	0.10272	0.35795	0.8155	0.31564	0.89537	0.095346	0.04205	0.054317	0.062462	0.52278	0.43706	0.40759	0.42519
Meth__cg07448856__ZNF670	0.02561	0.027038	0.0133	0.01256	0.01775	0.021652	0.15492	0.037017	0.020644	0.02457	0.056607	0.012712	0.02866	0.015613	0.026669	0.020696	0.022331	0.027435	0.02253	0.014714	0.054171	0.038153	0.028655	0.055694	0.026111	0.019238	0.019446	0.028143	0.073862	0.025597	0.024343
RS_G1983__CCDC80__CCDC80	3.047	4.5842	0.24634	0.95276	10.2098	0.12049	5.2177	1.3406	1.1731	6.9418	3.9554	0.11679	7.2517	8.6794	7.4749	9.7159	2.3768	1.9402	0.12167	4.6807	6.4667	0.23618	0.2076	1.7652	4.6926	6.5604	0.13246	5.2147	2.8761	0.45007	0.086745
Meth__cg04836428__DTNA	0.070847	0.068773	0.078225	0.067527	0.51517	0.091906	0.054582	0.081801	0.093355	0.094417	0.10955	0.056583	0.085042	0.076488	0.13596	0.073161	0.059996	0.079152	0.069453	0.07927	0.13339	0.095369	0.18656	0.13552	0.099726	0.055384	0.076688	0.30959	0.18236	0.07966	0.070959
Meth__cg15948326__C11orf45	0.034961	0.015478	0.016524	0.019576	0.64771	0.019323	0.013055	0.01767	0.017257	0.035165	0.034362	0.01485	0.015058	0.023631	0.023281	0.062886	0.019133	0.021716	0.026802	0.018942	0.50529	0.018879	0.059541	0.026897	0.039816	0.014006	0.018538	0.8196	0.061411	0.02459	0.10596
Meth__cg06179485__TMEM54	0.31275	0.11272	0.42972	0.14348	0.74679	0.15034	0.19859	0.4536	0.067592	0.15154	0.18787	0.11357	0.069648	0.093395	0.096191	0.084854	0.11655	0.36796	0.10089	0.10879	0.51294	0.19737	0.69307	0.17957	0.052991	0.060185	0.048555	0.089543	0.10798	0.077232	0.097597
Meth__cg09885086__GCNT1	0.050428	0.044922	0.032974	0.034705	0.037894	0.042572	0.34862	0.05081	0.03898	0.049036	0.31829	0.038709	0.037417	0.032946	0.080241	0.035005	0.035237	0.040669	0.042691	0.032101	0.10564	0.042103	0.11573	0.08615	0.042796	0.022978	0.036292	0.050601	0.062489	0.044951	0.042467
Meth__cg22577136__IKBKE	0.019782	0.034592	0.40888	0.036697	0.027823	0.73997	0.023012	0.051267	0.016903	0.036364	0.06985	0.43549	0.028536	0.028216	0.049925	0.020139	0.92664	0.96164	0.036356	0.016803	0.045346	0.96036	0.037261	0.033233	0.021881	0.019478	0.022049	0.95864	0.051363	0.022731	0.022486
Meth__cg03064241__RNF34	0.047467	0.026046	0.041224	0.020418	0.032077	0.034442	0.038965	0.036237	0.039234	0.022588	0.054627	0.45998	0.03288	0.02775	0.078908	0.029161	0.02799	0.039593	0.022631	0.021769	0.045211	0.02786	0.071999	0.053221	0.030237	0.027356	0.02807	0.028578	0.035193	0.034364	0.03322
Meth__cg07764959__SLC43A1	0.066852	0.045045	0.07712	0.065354	0.056031	0.16373	0.092659	0.052297	0.057481	0.067977	0.11683	0.048166	0.081967	0.062517	0.10457	0.045094	0.063123	0.10571	0.054605	0.06267	0.080515	0.097083	0.21264	0.090475	0.040915	0.036328	0.035371	0.11316	0.126	0.085642	0.071492
