Cell lines	600MPE	AU565	BT474	BT483	BT549	CAMA1	HCC1143	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC3153	HCC38	HCC70	HS578T	MCF7	MDAMB134VI	MDAMB175VII	MDAMB231	MDAMB361	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM225CWN	SUM52PE	T47D	UACC812	ZR751
Meth__cg19332710__RIMS4	0.74006	0.034187	0.049781	0.02775	0.49673	0.96679	0.06083	0.044698	0.51332	0.695	0.28658	0.046139	0.035401	0.034199	0.079339	0.05141	0.042225	0.047289	0.10914	0.95759	0.037031	0.92272	0.038273	0.036553	0.03091	0.027085	0.12692	0.082286	0.047239	0.026632
Meth__cg13530039__CHRM1	0.06439	0.082143	0.094575	0.14846	0.48754	0.12825	0.054517	0.097508	0.25743	0.58388	0.57481	0.08746	0.30675	0.078571	0.087242	0.25477	0.39049	0.6152	0.10117	0.13998	0.092443	0.13777	0.19518	0.81592	0.51677	0.052374	0.67163	0.22987	0.3953	0.084013
Meth__cg18943599__SSTR2	0.040493	0.023857	0.034889	0.032445	0.3702	0.039793	0.93433	0.033553	0.40912	0.3142	0.1537	0.03192	0.15873	0.032658	0.25835	0.034598	0.041289	0.038596	0.039786	0.36571	0.033105	0.060475	0.090113	0.19683	0.038453	0.022414	0.086391	0.055878	0.034465	0.04643
Meth__cg13913917__ATP11B	0.042714	0.043769	0.040312	0.038347	0.033035	0.034211	0.031467	0.033494	0.043041	0.028502	0.067455	0.036657	0.035946	0.037455	0.067946	0.030483	0.040312	0.049182	0.031942	0.099907	0.037609	0.048914	0.049727	0.046719	0.02333	0.036574	0.032574	0.82441	0.036381	0.041223
Meth__cg11120551__CHD1L	0.039951	0.059117	0.053246	0.05155	0.55393	0.036666	0.4563	0.050657	0.44983	0.41311	0.23806	0.027383	0.32312	0.22957	0.23681	0.094992	0.040437	0.094174	0.029467	0.56994	0.064353	0.060335	0.10331	0.23722	0.070744	0.05289	0.15739	0.095276	0.052946	0.041293
RS_G9341__ANKRD1__ANKRD1	6.4828	0	0	0.8261	4.6532	0	6.6578	0.1835	1.1514	4.898	2.6463	0	5.0848	1.2721	0.23193	3.6273	0.25672	0	1.1723	10.4614	0.49467	0.6149	0.82193	2.257	3.3586	0.34827	4.3821	1.2895	2.7655	1.0823
Meth__cg26713220__C16orf45	0.039843	0.024678	0.16381	0.32963	0.13007	0.092605	0.1024	0.2576	0.06503	0.39384	0.80053	0.10593	0.28517	0.031739	0.22043	0.033102	0.04067	0.72765	0.031147	0.15893	0.045412	0.57255	0.087607	0.029996	0.0354	0.068693	0.61886	0.046368	0.042422	0.039668
Meth__cg04380513__ST8SIA4	0.085394	0.064055	0.16334	0.051787	0.82358	0.13251	0.78353	0.083188	0.54081	0.193	0.80181	0.35463	0.85949	0.068744	0.18922	0.066444	0.1538	0.06856	0.26421	0.12096	0.82151	0.82979	0.07677	0.053554	0.064144	0.076006	0.47339	0.79622	0.11014	0.10086
Meth__cg05508558__CR2	0.056057	0.047035	0.41425	0.10619	0.15455	0.19303	0.56419	0.22008	0.13928	0.27273	0.64131	0.047017	0.42987	0.19946	0.10586	0.051002	0.083333	0.22345	0.11159	0.25489	0.11374	0.098428	0.053953	0.19841	0.17483	0.057602	0.27892	0.078403	0.1375	0.1526
Meth__cg19258882__ERBB3	0.039942	0.036267	0.063007	0.066172	0.13329	0.047175	0.056798	0.071361	0.046058	0.17765	0.071405	0.026029	0.076534	0.088053	0.031152	0.14355	0.03822	0.37777	0.041971	0.12185	0.038808	0.051876	0.044444	0.068946	0.071797	0.078845	0.037677	0.060111	0.049906	0.03682
Meth__cg24078828__WWTR1	0.035513	0.027857	0.036836	0.028368	0.027298	0.038104	0.019045	0.03407	0.027104	0.017735	0.061661	0.016678	0.031254	0.026828	0.070647	0.026837	0.035002	0.030818	0.026049	0.093977	0.049909	0.056227	0.067756	0.023342	0.023567	0.032851	0.033311	0.090642	0.036914	0.034772
Meth__cg20159072__SLC25A20	0.023208	0.97096	0.37872	0.022165	0.01555	0.020388	0.036217	0.020027	0.017291	0.028196	0.020668	0.013851	0.014395	0.016741	0.061008	0.012253	0.024205	0.020666	0.018566	0.024096	0.41906	0.035199	0.97454	0.022701	0.01886	0.015431	0.018033	0.059543	0.015459	0.019767
Meth__cg19764407__CDKN2B	0.064621	0.048487	0.086972	0.049597	0.055226	0.057417	0.045894	0.047717	0.040945	0.046558	0.11352	0.041602	0.042151	0.28455	0.11485	0.05587	0.073166	0.04883	0.038592	0.42566	0.093451	0.11676	0.075169	0.23922	0.21578	0.0487	0.0421	0.08148	0.055522	0.059308
Meth__cg25055477__NUDT3	0.05285	0.063188	0.058579	0.05594	0.23398	0.05534	0.07903	0.093822	0.15598	0.18038	0.36501	0.052144	0.24679	0.068915	0.11641	0.083605	0.069241	0.062542	0.068161	0.16783	0.083065	0.11177	0.090919	0.17649	0.10176	0.039594	0.065307	0.13469	0.058126	0.13264
Meth__cg18230771__AGC1	0.51697	0.054675	0.093053	0.054861	0.57339	0.15385	0.95899	0.079865	0.46891	0.48314	0.53763	0.04145	0.33538	0.12723	0.12502	0.033419	0.11849	0.39969	0.43485	0.61111	0.097168	0.48837	0.10294	0.053858	0.043415	0.035424	0.12118	0.082374	0.23519	0.038345
Meth__cg03549571__DHH	0.062006	0.017536	0.08238	0.074589	0.55618	0.68979	0.95757	0.030671	0.96349	0.11965	0.90831	0.030563	0.69093	0.06452	0.17796	0.66954	0.91269	0.27667	0.23645	0.46982	0.29384	0.90604	0.061023	0.44508	0.030219	0.035973	0.96933	0.048343	0.0336	0.1324
Meth__cg02175308__SORT1	0.10448	0.081996	0.13878	0.09837	0.42763	0.058084	0.089379	0.12078	0.59406	0.077911	0.23285	0.073729	0.096626	0.085468	0.068036	0.36367	0.062677	0.59178	0.14073	0.21353	0.14311	0.66309	0.32077	0.3296	0.068909	0.05413	0.41248	0.15959	0.13618	0.17502
Meth__cg06626655__RSPO1	0.036934	0.032071	0.40267	0.063857	0.38028	0.29163	0.31562	0.39414	0.37117	0.0854	0.34804	0.038715	0.22506	0.19832	0.081928	0.028437	0.77662	0.59339	0.915	0.31595	0.068344	0.37668	0.05825	0.026372	0.03746	0.040115	0.52495	0.13501	0.062858	0.12859
Meth__cg08798523__MTMR6	0.046699	0.031903	0.048894	0.030139	0.029474	0.049512	0.032117	0.038462	0.041804	0.0198	0.058314	0.031347	0.032663	0.039125	0.051101	0.03021	0.046151	0.037686	0.037655	0.061484	0.039529	0.076587	0.063454	0.040282	0.031476	0.034168	0.030428	0.26006	0.047124	0.041787
RS_G12889__AR__AR	4.6371	4.6227	6.4437	4.4301	5.9187	7.5601	0.19231	6.1875	0.10622	0.18004	5.5774	9.2235	0.97224	0.22082	3.9166	3.5014	6.3628	4.5895	2.3964	0.40029	7.5779	9.2818	3.9527	5.974	0.23057	4.0998	0	4.8483	5.5328	6.3137
RS_G1470__BPIL1__BPIL1	9.0019	2.3379	6.5411	4.0732	0.67379	1.6678	0	0.35871	0.2413	0.21207	2.5818	3.5613	0	0	0.62709	0.42834	0.58624	0.70384	1.2384	0	4.738	4.0067	2.2751	0	0	7.9807	10.7986	0.76241	4.7405	1.2949
Meth__cg12025941__RFX4	0.32157	0.046208	0.29885	0.092531	0.4207	0.18774	0.054555	0.23457	0.23974	0.45601	0.42701	0.082844	0.49124	0.052885	0.10298	0.052067	0.18502	0.39548	0.44727	0.1482	0.14821	0.21854	0.068543	0.058579	0.35931	0.045512	0.061578	0.052674	0.44045	0.15078
Meth__cg00240432__TWIST1	0.029898	0.016729	0.022525	0.025588	0.47167	0.38606	0.024021	0.058899	0.61799	0.2841	0.061083	0.23567	0.027524	0.019847	0.042061	0.10584	0.12583	0.075768	0.024858	0.93258	0.024239	0.89894	0.033703	0.026713	0.021506	0.021371	0.60841	0.35453	0.4574	0.065291
Meth__cg21509023__HBA2	0.57192	0.050908	0.11737	0.32815	0.9579	0.58734	0.20677	0.026026	0.55043	0.45699	0.41175	0.50717	0.3873	0.10218	0.11621	0.20707	0.53105	0.43445	0.53598	0.7914	0.30426	0.60986	0.071148	0.037723	0.046011	0.026312	0.63263	0.054658	0.46448	0.13514
Meth__cg12195695__ARMC7	0.04897	0.068169	0.22149	0.070468	0.076766	0.057034	0.061632	0.12764	0.068182	0.20989	0.11492	0.49989	0.12653	0.10305	0.084741	0.11416	0.055268	0.091949	0.38701	0.499	0.27403	0.10183	0.32087	0.03865	0.050891	0.048546	0.049599	0.069354	0.058731	0.046432
Meth__cg26832142__PDE4B	0.039839	0.030698	0.36816	0.2389	0.68915	0.89389	0.31579	0.14514	0.7837	0.29854	0.81112	0.027118	0.57034	0.066057	0.03924	0.039552	0.38396	0.59285	0.67122	0.7346	0.59466	0.35789	0.10481	0.062459	0.48475	0.21742	0.57489	0.11086	0.049226	0.46234
Meth__cg11754676__ZNF10	0.022499	0.02369	0.023573	0.029674	0.020822	0.76241	0.017826	0.026072	0.023874	0.01779	0.056458	0.023579	0.020769	0.020406	0.047101	0.018236	0.025535	0.018458	0.015379	0.10559	0.033603	0.078813	0.044118	0.027204	0.020084	0.025794	0.020639	0.032465	0.018997	0.024121
Meth__cg22108265__RAB6A	0.025171	0.036995	0.034272	0.046597	0.071037	0.036357	0.20925	0.031845	0.11809	0.082017	0.11758	0.036997	0.040236	0.059419	0.073281	0.020313	0.035002	0.070486	0.025663	0.12372	0.026562	0.22176	0.052451	0.039407	0.039663	0.02569	0.052382	0.043571	0.03414	0.034894
Meth__cg24415468__ZNF6	0.15212	0.081277	0.077187	0.16134	0.49189	0.081994	0.30846	0.35829	0.076105	0.12561	0.33528	0.53981	0.349	0.53347	0.26014	0.067905	0.078765	0.4831	0.3754	0.78724	0.07588	0.30822	0.12921	0.065748	0.067095	0.061362	0.53678	0.14883	0.39927	0.093643
Meth__cg06636463__DDX1	0.039901	0.44741	0.20114	0.090606	0.027528	0.17077	0.034142	0.035186	0.033303	0.078075	0.091636	0.048214	0.042932	0.03385	0.052536	0.024996	0.050972	0.051985	0.050582	0.045021	0.19873	0.056035	0.10801	0.027408	0.025672	0.054906	0.059077	0.11037	0.044864	0.034766
Meth__cg02400248__CDKN2B	0.019449	0.01146	0.022334	0.011184	0.012474	0.016633	0.011013	0.011547	0.011592	0.0081735	0.031272	0.015053	0.010626	0.41568	0.014189	0.0084045	0.02294	0.012633	0.011359	0.51327	0.020521	0.030163	0.029416	0.41629	0.10312	0.012851	0.011314	0.11389	0.018441	0.014866
Meth__cg27241190__RND1	0.046199	0.038826	0.059522	0.031498	0.47618	0.042731	0.057056	0.04963	0.93492	0.0497	0.055346	0.02895	0.59172	0.0436	0.19753	0.042664	0.046371	0.33746	0.030575	0.06575	0.043901	0.070108	0.054843	0.03683	0.043084	0.037641	0.085134	0.031717	0.041987	0.05387
Meth__cg06055013__ATRNL1	0.083411	0.076548	0.07345	0.067823	0.090813	0.1229	0.069482	0.07386	0.32991	0.11155	0.31223	0.39725	0.04508	0.080833	0.12275	0.56636	0.22257	0.073647	0.1153	0.51393	0.089732	0.87821	0.12011	0.086954	0.5063	0.076563	0.39314	0.1206	0.066349	0.094039
Meth__cg23127998__FLRT3	0.079739	0.092487	0.20392	0.072741	0.090477	0.11037	0.87156	0.13362	0.24182	0.31188	0.16497	0.07622	0.15992	0.055315	0.16969	0.08278	0.070376	0.3791	0.050068	0.50643	0.1303	0.13238	0.15482	0.11679	0.37536	0.055168	0.13945	0.15687	0.10389	0.12072
Meth__cg08186362__HRH3	0.48599	0.14512	0.1186	0.02468	0.545	0.60828	0.11036	0.09919	0.83759	0.12734	0.45244	0.055116	0.041517	0.30922	0.12584	0.79105	0.5471	0.025727	0.68205	0.9458	0.038882	0.95076	0.058024	0.028448	0.21889	0.02318	0.45022	0.054632	0.16787	0.060838
Meth__cg08980578__KCNK6	0.052421	0.0447	0.29239	0.035123	0.67341	0.051334	0.96312	0.041792	0.04981	0.82971	0.13202	0.20894	0.31506	0.30451	0.069226	0.055813	0.04993	0.053259	0.14447	0.64351	0.38255	0.52792	0.071906	0.04988	0.073424	0.062155	0.11978	0.14196	0.067559	0.059537
Meth__cg08748415__CLIC5	0.077865	0.10279	0.21641	0.087798	0.5706	0.13846	0.42255	0.085617	0.26484	0.10296	0.11466	0.1343	0.58275	0.082524	0.12249	0.11024	0.14963	0.10887	0.17653	0.16447	0.11033	0.17811	0.1172	0.10955	0.093793	0.13191	0.25531	0.12313	0.084324	0.12881
Meth__cg25112191__RORC	0.018744	0.028408	0.091963	0.063136	0.35332	0.35254	0.89386	0.0331	0.84209	0.34071	0.24153	0.17455	0.31252	0.20532	0.032072	0.1257	0.32785	0.022248	0.17929	0.71286	0.40712	0.66426	0.11274	0.11035	0.43873	0.041085	0.014347	0.044251	0.031027	0.22586
Meth__cg27648946__RHOBTB1	0.094307	0.074576	0.13993	0.078052	0.79831	0.20646	0.84827	0.058956	0.70694	0.52147	0.24935	0.042739	0.3361	0.31514	0.18854	0.67314	0.080154	0.06643	0.05526	0.3759	0.14613	0.75419	0.072351	0.085406	0.35233	0.084916	0.30742	0.06972	0.071443	0.10163
Meth__cg05876083__NUDT16L1	0.068736	0.1007	0.084917	0.033766	0.039921	0.084654	0.059213	0.049716	0.058819	0.05848	0.079485	0.033051	0.042967	0.06844	0.1289	0.045041	0.090569	0.048962	0.049888	0.1102	0.069336	0.087765	0.08827	0.047104	0.050122	0.051766	0.036503	0.085207	0.053023	0.048752
Meth__cg02430692__PEX5L	0.083123	0.042468	0.60438	0.049606	0.45257	0.69856	0.88833	0.058632	0.44078	0.55406	0.48601	0.84722	0.10839	0.13236	0.21011	0.15516	0.19981	0.20466	0.092431	0.73765	0.12777	0.43664	0.12434	0.043781	0.063084	0.051334	0.18069	0.17088	0.31478	0.10606
Meth__cg05769161__B4GALNT3	0.084152	0.063291	0.086316	0.048758	0.94607	0.10674	0.38667	0.049691	0.071288	0.10787	0.13257	0.077471	0.051946	0.11121	0.11055	0.2229	0.097242	0.093193	0.068613	0.92315	0.061646	0.12965	0.094615	0.035299	0.0571	0.047312	0.20694	0.057005	0.0855	0.069481
Meth__cg21553524__MGC33926	0.086806	0.010779	0.010694	0.018965	0.97572	0.71757	0.60544	0.015707	0.73188	0.048641	0.85713	0.019423	0.023074	0.021875	0.012613	0.013514	0.97631	0.19372	0.5681	0.97466	0.013873	0.95806	0.031951	0.014073	0.014499	0.016598	0.56866	0.042459	0.018183	0.11393
Meth__cg00504595__TNFRSF19	0.84773	0.10349	0.36793	0.099263	0.66939	0.17391	0.71858	0.13642	0.54895	0.11405	0.45973	0.10064	0.29817	0.8452	0.084654	0.63305	0.12411	0.84043	0.18776	0.35368	0.62945	0.2797	0.070363	0.17726	0.84055	0.065212	0.40501	0.17208	0.11147	0.19208
Meth__cg15104484__PEX26	0.027603	0.021134	0.018217	0.017317	0.019	0.020096	0.013212	0.031705	0.017236	0.014592	0.018417	0.014972	0.019992	0.012153	0.023421	0.025491	0.15447	0.018276	0.01412	0.048596	0.023034	0.024625	0.062198	0.033888	0.016802	0.025711	0.016739	0.039426	0.034209	0.015519
Meth__cg13809962__ZNF6	0.32828	0.0486	0.078022	0.062448	0.8709	0.054333	0.30105	0.092692	0.043016	0.078509	0.37912	0.57805	0.30801	0.43294	0.21203	0.038875	0.061822	0.13148	0.31976	0.81548	0.046317	0.23954	0.053357	0.032668	0.035011	0.033611	0.46767	0.08458	0.15201	0.049223
Meth__cg06185738__SLC17A6	0.096722	0.027128	0.062086	0.025008	0.050647	0.077487	0.85935	0.035328	0.31065	0.080685	0.077636	0.033251	0.066409	0.48566	0.13622	0.043342	0.053949	0.89614	0.14529	0.055861	0.042259	0.86002	0.048231	0.032825	0.034096	0.027282	0.049497	0.042089	0.032245	0.042905
Meth__cg10847798__LAMC1	0.055156	0.17592	0.087838	0.3311	0.050219	0.20755	0.060083	0.43806	0.049631	0.0703	0.080132	0.06397	0.055701	0.05146	0.11045	0.046755	0.15945	0.53911	0.55763	0.084975	0.076886	0.090085	0.10805	0.081304	0.057039	0.48352	0.039147	0.17468	0.24696	0.4537
Meth__cg11768886__STK32B	0.048831	0.043225	0.060936	0.041248	0.094697	0.072608	0.38706	0.052738	0.063468	0.16755	0.2995	0.043192	0.055804	0.049965	0.084122	0.038098	0.076665	0.040779	0.061882	0.20726	0.040549	0.27739	0.10963	0.038677	0.068381	0.036102	0.8101	0.16369	0.052223	0.042945
Meth__cg18846362__CA12	0.033493	0.084139	0.041844	0.032705	0.24464	0.042444	0.29235	0.039455	0.25556	0.10428	0.50464	0.052764	0.38957	0.033982	0.061906	0.035648	0.035712	0.030906	0.03268	0.09404	0.041325	0.14622	0.059118	0.033327	0.037937	0.045716	0.12114	0.1277	0.03916	0.032214
RS_G10165__DEPDC6__DEPDC6	5.8259	6.1946	7.7825	6.0532	2.4574	5.8304	3.868	6.4623	4.9882	3.5353	4.7511	5.9438	3.252	2.4528	5.9295	7.3951	6.0803	6.7226	5.9242	1.9036	6.7617	6.0819	5.9379	4.7027	3.6608	8.5343	3.9324	5.5378	6.7571	6.0442
Meth__cg03602500__FLJ00060	0.11584	0.05722	0.072757	0.062924	0.12062	0.094706	0.40187	0.071063	0.41951	0.6293	0.27524	0.035201	0.098106	0.2786	0.16778	0.0477	0.11796	0.079068	0.84499	0.23515	0.060248	0.11128	0.069715	0.066575	0.079573	0.043165	0.13724	0.10147	0.10284	0.059836
Meth__cg03548857__FFAR2	0.079875	0.087769	0.080786	0.10593	0.77832	0.081151	0.817	0.079142	0.84925	0.76767	0.50164	0.080051	0.89507	0.94083	0.14705	0.086095	0.15012	0.10788	0.18836	0.69346	0.095972	0.16752	0.099801	0.88278	0.49872	0.056999	0.22451	0.24822	0.083093	0.095078
Meth__cg13823791__COPS3	0.088655	0.45039	0.88538	0.51744	0.035465	0.81779	0.04062	0.13096	0.11242	0.28823	0.83249	0.56823	0.071488	0.13062	0.78328	0.05271	0.13629	0.18539	0.06955	0.117	0.54413	0.40903	0.24454	0.047844	0.066546	0.51968	0.60939	0.6345	0.12003	0.4031
Meth__cg04278702__HTR1E	0.01822	0.01493	0.029327	0.019068	0.77828	0.026815	0.1188	0.020482	0.80889	0.20069	0.078737	0.024449	0.037994	0.032517	0.03657	0.016707	0.021338	0.018885	0.018809	0.65733	0.019827	0.032751	0.033973	0.025747	0.023129	0.018641	0.11153	0.036141	0.021234	0.02421
RS_G748__FOXC1__FOXC1	1.3467	0	0.44926	2.662	6.5029	0	5.6404	1.692	6.4469	3.7813	5.4285	0.63345	5.0029	5.1006	7.1906	5.3363	3.7327	3.9298	6.1284	4.0817	1.8569	0.68469	0	5.4878	4.8565	4.7414	4.0297	4.116	3.9332	2.8678
Meth__cg00655307__ESR1	0.032101	0.017673	0.038249	0.039318	0.12369	0.043188	0.94207	0.028457	0.82135	0.096178	0.86922	0.030434	0.83422	0.054121	0.048789	0.034307	0.024875	0.021611	0.035301	0.54272	0.030584	0.053378	0.052716	0.033003	0.036515	0.023781	0.2149	0.10203	0.032647	0.063696
Meth__cg03565323__ZNF287	0.060874	0.043499	0.17582	0.064147	0.37708	0.47693	0.48439	0.84078	0.099785	0.13106	0.8125	0.31337	0.16926	0.1806	0.16919	0.060854	0.17628	0.23076	0.19126	0.73095	0.079709	0.63786	0.14019	0.3076	0.066501	0.061695	0.28546	0.15246	0.2267	0.23701
Meth__cg02275294__SOAT1	0.18572	0.20036	0.046988	0.025009	0.06067	0.023731	0.86618	0.035039	0.76254	0.28239	0.80829	0.026303	0.74322	0.59172	0.087812	0.035246	0.028062	0.32677	0.16599	0.05145	0.03059	0.033721	0.057858	0.039448	0.28378	0.12424	0.38249	0.053059	0.047422	0.12034
Meth__cg10544564__IGSF4B	0.077088	0.037492	0.12528	0.053794	0.17223	0.08641	0.20322	0.079495	0.32974	0.47754	0.34033	0.036928	0.038437	0.034725	0.1337	0.05	0.12495	0.060378	0.33115	0.37942	0.11999	0.28979	0.067923	0.030594	0.064113	0.036881	0.1097	0.19194	0.081361	0.054312
Meth__cg09615786__DCBLD2	0.075973	0.064975	0.059901	0.040365	0.031973	0.51516	0.039538	0.082836	0.047261	0.02882	0.075451	0.042119	0.043587	0.057313	0.078818	0.030923	0.043204	0.038753	0.031693	0.088293	0.058853	0.085282	0.13947	0.025291	0.02696	0.038332	0.032379	0.087899	0.053242	0.078363
Meth__cg17217654__C3orf60	0.048377	0.16697	0.069767	0.069107	0.32875	0.075083	0.081292	0.070523	0.075888	0.409	0.25588	0.086542	0.31132	0.050896	0.068073	0.059059	0.051087	0.051592	0.093964	0.1256	0.043948	0.10886	0.24826	0.036048	0.037656	0.053764	0.041907	0.079978	0.08178	0.039067
Meth__cg25467603__WDR18	0.013739	0.023679	0.027517	0.025447	0.021675	0.023916	0.016206	0.020292	0.026852	0.014168	0.034959	0.016152	0.018662	0.017788	0.10764	0.017722	0.020671	0.021666	0.014477	0.023553	0.022979	0.03995	0.08534	0.020634	0.013458	0.02324	0.015943	0.033824	0.022002	0.026369
Meth__cg17065601__SUMO2	0.03625	0.019044	0.035261	0.036297	0.032167	0.053085	0.011226	0.030698	0.017736	0.023	0.035079	0.02262	0.020452	0.061192	0.032811	0.023847	0.037306	0.025704	0.02697	0.02856	0.021905	0.024822	0.047783	0.01672	0.23629	0.022095	0.026416	0.061525	0.15125	0.038203
RS_G4751__ST6GALNAC5__ST6GALNAC5	1.3493	1.0504	1.3399	1.0143	5.9416	0.2507	6.665	0.17517	7.3934	6.2258	5.5602	0.23447	8.2988	7.1961	7.0426	1.3656	2.2612	3.6181	7.0606	5.7759	0	0	0	0.75056	6.2159	0.6064	0	0	1.0276	1.2189
Meth__cg06655100__KLF8	0.33559	0.22961	0.039341	0.62391	0.52751	0.041459	0.75688	0.48286	0.89126	0.41265	0.74295	0.088633	0.09657	0.32121	0.023648	0.041195	0.92741	0.86115	0.3245	0.080933	0.46598	0.84648	0.049263	0.37539	0.55329	0.017632	0.93308	0.054773	0.78883	0.18707
Meth__cg07177300__FRMPD4	0.32269	0.039058	0.0429	0.039141	0.27954	0.58772	0.11324	0.042124	0.18829	0.71448	0.24032	0.05669	0.044367	0.045173	0.098741	0.042194	0.11905	0.48698	0.48659	0.34019	0.052567	0.6561	0.086406	0.053221	0.064336	0.042295	0.26171	0.064386	0.17273	0.043183
Meth__cg07480567__HS3ST3A1	0.95241	0.04934	0.049905	0.039264	0.9366	0.058157	0.96541	0.14752	0.69029	0.24425	0.49001	0.71258	0.43373	0.046039	0.11559	0.024327	0.096806	0.041611	0.71093	0.85978	0.063467	0.93504	0.067335	0.61525	0.026422	0.041818	0.24759	0.42382	0.10777	0.035504
Meth__cg09264112__GCHFR	0.026848	0.017341	0.02911	0.023186	0.029893	0.02691	0.20277	0.040599	0.90311	0.89147	0.33502	0.024384	0.89826	0.96592	0.053579	0.12262	0.031224	0.031132	0.017467	0.94071	0.03592	0.042022	0.038985	0.024046	0.046633	0.60827	0.33646	0.094851	0.031284	0.02296
Meth__cg26516759__BMP7	0.54377	0.04131	0.033763	0.024196	0.81919	0.15332	0.044237	0.092884	0.10191	0.037619	0.23335	0.74379	0.030405	0.031164	0.069931	0.029195	0.44036	0.87963	0.69886	0.88409	0.035779	0.9014	0.050985	0.028257	0.041776	0.018844	0.39169	0.11496	0.099948	0.083409
Meth__cg15309006__LOC63928	0.57507	0.094617	0.41898	0.045934	0.78244	0.41741	0.96667	0.031713	0.96234	0.46776	0.26844	0.071943	0.50591	0.43373	0.31914	0.34487	0.9536	0.13116	0.049061	0.90237	0.13884	0.89879	0.11321	0.059679	0.69948	0.030443	0.68632	0.19995	0.032908	0.17597
Meth__cg15485859__C1orf116	0.051914	0.04523	0.070221	0.11278	0.46861	0.067868	0.10776	0.070759	0.20135	0.26478	0.19879	0.037497	0.34061	0.86098	0.11283	0.31726	0.10369	0.31997	0.15334	0.83616	0.071188	0.52881	0.093844	0.82889	0.35692	0.052818	0.092157	0.20738	0.15192	0.14635
Meth__cg00832994__ATPAF1	0.04648	0.47701	0.69326	0.36093	0.97326	0.17211	0.81007	0.91389	0.4376	0.90238	0.54391	0.44488	0.10245	0.18734	0.53248	0.92363	0.23691	0.51119	0.16262	0.92875	0.42863	0.087675	0.22973	0.034946	0.19669	0.07663	0.074414	0.27086	0.060491	0.68312
RS_G17613__DNER__DNER	2.294	0	2.4646	3.4789	3.6529	1.1389	5.8237	0	2.8314	2.2167	3.9148	0	4.4929	0.54296	1.5037	6.9983	0.8161	8.8187	4.9399	0.99509	5.2065	0	0	4.4448	7.0268	3.188	5.9503	0	2.1153	2.4246
Meth__cg03691812__CORO1A	0.043263	0.047566	0.046825	0.040054	0.098639	0.076073	0.067152	0.046158	0.045748	0.095977	0.24867	0.03547	0.073498	0.041581	0.097391	0.19917	0.049022	0.086099	0.042693	0.1108	0.05319	0.2185	0.07514	0.032781	0.033893	0.029901	0.14639	0.063231	0.08075	0.0493
Meth__cg10735607__TMEM109	0.096134	0.050255	0.24868	0.19377	0.9158	0.17611	0.63418	0.12319	0.29167	0.43858	0.3463	0.12704	0.13356	0.45399	0.15836	0.06358	0.14571	0.7328	0.23715	0.73328	0.11111	0.070612	0.1748	0.063022	0.26023	0.092725	0.39396	0.17525	0.44396	0.072849
Meth__cg18292394__MAT1A	0.84936	0.062197	0.78815	0.82216	0.084471	0.82687	0.47237	0.30968	0.089451	0.16771	0.34817	0.24689	0.39867	0.48376	0.10308	0.050395	0.80157	0.85929	0.051693	0.11794	0.82763	0.77004	0.23752	0.064542	0.066061	0.5536	0.8183	0.26384	0.83948	0.81708
RS_G7225__ELF5__ELF5	0.37677	4.5885	6.4031	6.512	0	1.9674	2.4337	7.078	1.1045	4.7027	0	5.789	4.5554	0	0.48747	0.22762	5.0972	0	4.8163	0	4.3672	0	5.8143	0.35445	0	6.0937	3.5985	7.932	5.3364	0.5172
Meth__cg07210490__SMARCD1	0.024172	0.038193	0.089642	0.021642	0.2168	0.047845	0.068368	0.032681	0.11823	0.67333	0.062375	0.04013	0.098752	0.033367	0.041888	0.018448	0.031263	0.021281	0.033041	0.11197	0.038868	0.041739	0.045439	0.021482	0.2264	0.042035	0.1331	0.090709	0.033029	0.022859
RS_G826__SLC2A3__SLC2A3	0.69254	0.061538	0	0.37073	6.4407	0.13515	2.8137	0.3447	0.23364	0.29792	0.064317	0	6.6068	0.25129	0.43349	3.7661	0.19758	0.071217	1.2539	5.7836	0.18471	0.77274	1.0205	3.9255	2.1931	0	0.33768	0	0.046556	3.5598
RS_G12188__CRABP1__CRABP1	1.3741	1.4861	2.0796	8.0743	0.52734	11.7665	0.46236	0	8.2077	7.1373	0.275	0	4.5932	1.2108	4.8055	0.59695	8.5864	10.2975	8.9339	0.88537	8.0075	0	2.0754	1.972	0	0	0	3.1309	11.0915	7.1185
Meth__cg27420123__FSHB	0.19518	0.046391	0.18074	0.072032	0.10625	0.28062	0.33875	0.49003	0.21939	0.20453	0.085838	0.65105	0.30356	0.056456	0.12506	0.069784	0.060864	0.15558	0.26389	0.13556	0.1516	0.084207	0.082905	0.57119	0.67913	0.048142	0.057132	0.082749	0.071709	0.089321
RS_G5719__SCGB1D2__SCGB1D2	10.1167	3.7969	7.435	0	0	3.7616	0	1.7869	2.4186	0	0	0	0	0	0	0	0	2.214	4.949	0	9.8672	0	6.6518	0	1.4816	12.1454	5.8401	0	9.357	12.3511
Meth__cg23074747__C9orf72	0.031415	0.030705	0.044836	0.024095	0.021424	0.028085	0.025672	0.026074	0.027518	0.019293	0.94579	0.022854	0.023897	0.54896	0.033092	0.025046	0.028988	0.02776	0.020494	0.049376	0.032217	0.051639	0.061564	0.024574	0.029761	0.022754	0.025284	0.063302	0.031434	0.030606
