Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HBL100	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB157	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	ZR751	ZR75B
Meth__cg10520887__UNC5C	0.040814	0.030599	0.71163	0.036433	0.044405	0.038146	0.33724	0.3165	0.053964	0.033552	0.045346	0.51705	0.062731	0.11002	0.029782	0.035414	0.48738	0.045833	0.045446	0.058654	0.032243	0.054033	0.049803	0.82981	0.059694	0.079757	0.13916	0.077297	0.035555	0.040654	0.057414	0.089186	0.038809	0.78564	0.14634	0.047758	0.044515
Meth__cg12388309__PAK7	0.64133	0.037296	0.96342	0.045059	0.037007	0.95939	0.48141	0.34736	0.047496	0.030535	0.056302	0.56544	0.24587	0.57553	0.14119	0.050639	0.059598	0.23611	0.078874	0.046396	0.059525	0.038338	0.03363	0.86544	0.048453	0.1493	0.93937	0.089527	0.044432	0.18299	0.082136	0.031687	0.041054	0.86846	0.12613	0.035481	0.036439
Meth__cg05840031__PAX6	0.064235	0.25073	0.043871	0.16263	0.098279	0.073639	0.6062	0.4363	0.039474	0.071231	0.62385	0.17546	0.035845	0.57785	0.38973	0.075652	0.029669	0.034314	0.054499	0.043144	0.60186	0.60499	0.066866	0.88497	0.58773	0.078559	0.73826	0.15856	0.071245	0.11396	0.078372	0.034804	0.036055	0.62303	0.073864	0.43749	0.3996
Meth__cg13804316__XKR8	0.058245	0.24737	0.061794	0.67695	0.1692	0.58144	0.066757	0.36005	0.058392	0.049589	0.073537	0.16236	0.34174	0.2567	0.14932	0.060084	0.11254	0.12879	0.084186	0.255	0.063254	0.063769	0.58141	0.68213	0.069225	0.099423	0.11592	0.22438	0.096406	0.06594	0.19116	0.1257	0.067534	0.047966	0.073903	0.053742	0.069663
Meth__cg26873164__SNAI1	0.047345	0.13833	0.29395	0.20388	0.083101	0.774	0.076615	0.54286	0.10965	0.052494	0.064004	0.63402	0.28995	0.3935	0.03969	0.06858	0.18122	0.6087	0.20486	0.80043	0.12643	0.10051	0.55017	0.29236	0.094837	0.11353	0.093786	0.1671	0.40104	0.40105	0.18248	0.10926	0.048156	0.091599	0.086283	0.11129	0.089908
Meth__cg01431114__PDE10A	0.6264	0.16348	0.94269	0.11535	0.056697	0.82143	0.91408	0.22325	0.097706	0.11363	0.071654	0.52159	0.35937	0.57443	0.11998	0.12025	0.069374	0.11161	0.1275	0.041779	0.66811	0.30439	0.064733	0.22385	0.076621	0.16143	0.26349	0.12418	0.058424	0.054895	0.14488	0.063699	0.067903	0.1933	0.89584	0.36874	0.061817
Meth__cg03552103__SEPT10	0.19324	0.84035	0.5695	0.5877	0.075817	0.91321	0.036643	0.031637	0.14472	0.97211	0.052188	0.31619	0.4356	0.20264	0.87319	0.86063	0.88896	0.045623	0.086957	0.79919	0.92565	0.43812	0.40225	0.06967	0.19362	0.060767	0.93609	0.59974	0.96732	0.030502	0.10248	0.017169	0.03119	0.025976	0.11514	0.82763	0.94455
Meth__cg23917399__TNFAIP8	0.96369	0.77156	0.05625	0.60082	0.34349	0.14994	0.96867	0.70222	0.043999	0.035041	0.78782	0.053638	0.027591	0.58199	0.10961	0.044866	0.041288	0.040253	0.094002	0.045908	0.58048	0.52492	0.61861	0.93751	0.96692	0.44208	0.64782	0.36093	0.7711	0.03494	0.050161	0.97178	0.037809	0.97349	0.089825	0.96513	0.95622
Meth__cg01957330__SCAP2	0.043739	0.029528	0.046587	0.098831	0.038886	0.036626	0.4397	0.086889	0.042828	0.033501	0.037304	0.36064	0.11172	0.11383	0.021636	0.040521	0.058237	0.035802	0.082385	0.02693	0.050884	0.046011	0.02823	0.12271	0.041048	0.089833	0.86249	0.056111	0.034628	0.045202	0.045646	0.045557	0.02923	0.51339	0.53509	0.034523	0.037667
Meth__cg25133753__WFDC11	0.35124	0.088457	0.30928	0.29844	0.10828	0.046339	0.30344	0.23227	0.13235	0.20772	0.11388	0.073822	0.13209	0.21776	0.12103	0.16149	0.11607	0.079781	0.081174	0.074145	0.096061	0.21508	0.10866	0.13615	0.12273	0.14578	0.071499	0.087372	0.086688	0.06965	0.10306	0.56481	0.05236	0.055373	0.30782	0.1074	0.098709
Meth__cg15796978__LHCGR	0.57637	0.024732	0.078903	0.62387	0.29455	0.060987	0.23856	0.094181	0.34672	0.04884	0.1063	0.2043	0.033712	0.11653	0.092705	0.037076	0.080314	0.11071	0.035021	0.018135	0.43137	0.45456	0.026562	0.19899	0.27887	0.046004	0.14026	0.042418	0.043928	0.20726	0.025202	0.29409	0.027255	0.030246	0.054501	0.15229	0.090796
Meth__cg24332422__APC	0.52546	0.92729	0.96365	0.41744	0.10313	0.057894	0.94575	0.0876	0.96345	0.18973	0.085962	0.517	0.059476	0.94737	0.95752	0.36037	0.93944	0.068607	0.067974	0.051963	0.059334	0.31905	0.076841	0.14366	0.946	0.09342	0.9257	0.54252	0.95729	0.065044	0.091912	0.95169	0.93379	0.96602	0.13673	0.94437	0.95295
Meth__cg24910675__ENG	0.066377	0.045883	0.10283	0.62946	0.098468	0.78019	0.61368	0.044745	0.27376	0.041875	0.089145	0.055081	0.12282	0.23123	0.12772	0.048298	0.10031	0.04742	0.097442	0.036827	0.5498	0.6806	0.1601	0.2031	0.57462	0.12452	0.40393	0.097602	0.04678	0.041297	0.046663	0.060673	0.038469	0.71919	0.3529	0.34586	0.45177
Meth__cg20176532__ZNF256	0.029795	0.023756	0.039706	0.020806	0.020806	0.017898	0.04057	0.28918	0.56869	0.017812	0.016211	0.97359	0.017198	0.1503	0.013803	0.021653	0.027933	0.021264	0.049656	0.017449	0.49324	0.60682	0.038326	0.95348	0.023078	0.025627	0.052459	0.022564	0.024927	0.017321	0.021444	0.012479	0.017309	0.028464	0.11015	0.44912	0.17082
Meth__cg06981182__C10orf59	0.61137	0.070592	0.087392	0.91535	0.08291	0.90222	0.068847	0.69645	0.034723	0.048838	0.61946	0.56736	0.1383	0.90052	0.032272	0.068891	0.073012	0.047696	0.0895	0.050917	0.042279	0.060715	0.23261	0.12711	0.4904	0.10013	0.11615	0.17001	0.28538	0.53793	0.17021	0.097911	0.055253	0.88652	0.43443	0.20871	0.48137
Meth__cg00690280__WFDC10B	0.72502	0.11359	0.68846	0.82416	0.84792	0.048012	0.72424	0.19799	0.66582	0.8318	0.22644	0.11209	0.72885	0.80378	0.070467	0.62682	0.21907	0.085552	0.11567	0.059601	0.50148	0.74715	0.090815	0.11733	0.6864	0.13112	0.45436	0.13587	0.25129	0.12862	0.077968	0.82131	0.07716	0.228	0.063195	0.44008	0.7434
Meth__cg26575445__GPR160	0.035031	0.023088	0.12106	0.02735	0.017969	0.081147	0.033346	0.42745	0.0305	0.033271	0.034109	0.37654	0.062505	0.11581	0.01609	0.035166	0.27782	0.028466	0.068931	0.037702	0.016649	0.033583	0.062254	0.84956	0.036897	0.069114	0.064828	0.049601	0.02921	0.032839	0.059591	0.031422	0.023372	0.021411	0.04095	0.038225	0.035392
Meth__cg00474209__DLL1	0.070914	0.04739	0.16884	0.10244	0.10234	0.052378	0.15539	0.14218	0.098332	0.10188	0.088023	0.28492	0.1087	0.22306	0.1143	0.11423	0.68988	0.078526	0.15819	0.30549	0.065263	0.06555	0.10561	0.91921	0.09009	0.18295	0.074466	0.098198	0.053646	0.51396	0.066968	0.10825	0.063452	0.066941	0.19434	0.085815	0.07314
Meth__cg10293925__AMPH	0.047828	0.039342	0.93952	0.058467	0.027874	0.69537	0.056555	0.44371	0.48956	0.052097	0.045632	0.095118	0.34716	0.24135	0.03827	0.041237	0.065558	0.041229	0.10696	0.040401	0.39527	0.053166	0.039332	0.92018	0.05598	0.091928	0.54393	0.049784	0.044542	0.051411	0.34566	0.041402	0.039932	0.66114	0.10395	0.037361	0.051205
Meth__cg15119375__MGC3020	0.036957	0.027698	0.040492	0.042861	0.03489	0.046274	0.039919	0.046392	0.034098	0.042823	0.042497	0.039421	0.028613	0.66101	0.018916	0.14162	0.037189	0.027048	0.12	0.094654	0.031215	0.043769	0.041051	0.075104	0.039839	0.092071	0.20235	0.065804	0.031618	0.03989	0.041102	0.64006	0.021432	0.90423	0.13487	0.038226	0.037069
Meth__cg17794261__ZNF688	0.038265	0.051904	0.54838	0.037549	0.032236	0.044623	0.038252	0.038666	0.030043	0.067987	0.043158	0.06597	0.087647	0.079324	0.047957	0.056929	0.037359	0.062259	0.086742	0.22367	0.033852	0.038959	0.044803	0.31107	0.051228	0.047783	0.09963	0.066912	0.050394	0.065412	0.070243	0.053732	0.03635	0.033403	0.064708	0.036419	0.045074
Meth__cg02755525__NETO2	0.078695	0.045455	0.040053	0.039326	0.023219	0.025823	0.97071	0.030073	0.030038	0.027203	0.037931	0.047465	0.052688	0.14172	0.020418	0.02566	0.43742	0.026377	0.11332	0.01865	0.041971	0.056156	0.039233	0.92225	0.042056	0.059448	0.10043	0.047677	0.027044	0.019863	0.017661	0.025167	0.018494	0.022044	0.94453	0.030265	0.031315
Meth__cg22467534__UNC13D	0.028104	0.024009	0.034866	0.045115	0.033378	0.85623	0.026172	0.62885	0.022761	0.031211	0.03249	0.28489	0.074543	0.05725	0.027266	0.03538	0.026543	0.73111	0.048273	0.38167	0.034283	0.03045	0.39674	0.053993	0.098107	0.032016	0.046201	0.0431	0.036845	0.21106	0.034825	0.024677	0.022476	0.018774	0.042973	0.03516	0.039739
Meth__cg03751813__ZNF585B	0.037543	0.039759	0.03335	0.63511	0.035655	0.038374	0.15657	0.58696	0.97975	0.032718	0.038054	0.030495	0.020904	0.057507	0.034208	0.039895	0.035797	0.029645	0.079573	0.0389	0.36784	0.25099	0.039103	0.10395	0.038881	0.067065	0.063687	0.080874	0.033892	0.030668	0.037053	0.086295	0.030639	0.19246	0.097315	0.1146	0.41095
Meth__cg15612436__MPPED1	0.29544	0.016418	0.078789	0.38883	0.23512	0.038556	0.32837	0.085416	0.79577	0.024248	0.054453	0.10292	0.36608	0.33508	0.023475	0.021561	0.060209	0.45336	0.029026	0.023662	0.48399	0.38087	0.50211	0.041153	0.11905	0.035194	0.19388	0.026986	0.26268	0.025477	0.031002	0.054965	0.051466	0.042239	0.053094	0.22685	0.06719
Meth__cg04228573__MAP2K6	0.052144	0.041262	0.08969	0.47792	0.042699	0.06896	0.09235	0.12409	0.055952	0.095065	0.047522	0.064589	0.058724	0.3598	0.04032	0.089003	0.072105	0.05008	0.16862	0.055357	0.034434	0.045145	0.047376	0.10108	0.22403	0.1018	0.70387	0.068372	0.037179	0.056192	0.09255	0.075929	0.046314	0.079682	0.13505	0.053261	0.048084
Meth__cg01599709__HBEGF	0.29577	0.61804	0.11533	0.96103	0.92748	0.04194	0.78573	0.047039	0.30018	0.047499	0.91637	0.066651	0.24879	0.90121	0.052096	0.23196	0.07229	0.049297	0.11704	0.040864	0.84302	0.93201	0.17806	0.058901	0.10289	0.096518	0.91059	0.50592	0.041271	0.039621	0.048337	0.87123	0.094189	0.91973	0.095479	0.63075	0.89925
Meth__cg19384697__UPK3B	0.077999	0.07585	0.11037	0.34731	0.0963	0.46246	0.15257	0.71781	0.10996	0.078267	0.10479	0.096249	0.063856	0.25621	0.18838	0.12869	0.15206	0.32762	0.097802	0.11949	0.069637	0.084561	0.47694	0.76983	0.11446	0.11524	0.14927	0.072077	0.10636	0.37344	0.55879	0.32279	0.092723	0.078963	0.084227	0.13846	0.37555
Meth__cg26702254__KCND2	0.053739	0.040306	0.52566	0.050663	0.038274	0.12732	0.043002	0.11928	0.70078	0.042134	0.062133	0.071694	0.31949	0.13171	0.032707	0.09052	0.056328	0.10403	0.10113	0.037865	0.05943	0.087997	0.052024	0.38315	0.06542	0.088767	0.069899	0.039133	0.059668	0.039231	0.07319	0.046278	0.050859	0.52019	0.057902	0.053417	0.060935
Meth__cg01775414__PHF21B	0.052948	0.05621	0.072952	0.061885	0.06369	0.077325	0.053245	0.092342	0.28392	0.048149	0.0656	0.26273	0.16291	0.13363	0.050851	0.072046	0.050306	0.057866	0.10648	0.10545	0.045793	0.066779	0.058301	0.90577	0.060237	0.21474	0.16308	0.11059	0.068026	0.57774	0.059784	0.039784	0.041683	0.030759	0.12058	0.068333	0.058943
Meth__cg01204439__TPK1	0.13737	0.30036	0.066671	0.16884	0.1925	0.30026	0.28436	0.057524	0.087485	0.042611	0.33297	0.092113	0.35588	0.11811	0.2736	0.065103	0.068748	0.20642	0.096802	0.36589	0.080976	0.05101	0.048797	0.36123	0.097282	0.47052	0.13529	0.34384	0.29834	0.28917	0.039942	0.32128	0.25452	0.05436	0.33028	0.12898	0.19035
Meth__cg25268718__PSME1	0.071893	0.069773	0.31213	0.17458	0.22885	0.77674	0.24859	0.74469	0.26522	0.42718	0.095301	0.8254	0.55866	0.34527	0.041492	0.32454	0.26614	0.43667	0.24196	0.44847	0.26676	0.17444	0.64932	0.5871	0.12062	0.16747	0.13104	0.098056	0.10086	0.090032	0.41082	0.42967	0.13768	0.17126	0.10434	0.11202	0.14596
Meth__cg27239921__CACNA1D	0.034528	0.062555	0.55841	0.048714	0.032118	0.43247	0.082039	0.08938	0.047785	0.040342	0.041819	0.24238	0.42047	0.47978	0.026514	0.048632	0.1361	0.057302	0.086615	0.028382	0.025757	0.034833	0.15358	0.61769	0.04431	0.068597	0.085981	0.087463	0.31044	0.082892	0.066992	0.10038	0.034011	0.033637	0.047886	0.035209	0.034658
Meth__cg07638935__KAZALD1	0.027079	0.072231	0.083938	0.020903	0.062646	0.021029	0.034741	0.023134	0.029924	0.024612	0.73687	0.027382	0.029045	0.64498	0.034046	0.021053	0.077958	0.035573	0.05103	0.01467	0.01558	0.040113	0.24056	0.023585	0.027333	0.038466	0.034629	0.41761	0.017811	0.022079	0.034105	0.017542	0.018839	0.015289	0.074601	0.027064	0.023617
SNP__NAALADL2	0.008	-3.295	0.245	0.18	-0.944	-1.94	0.062	0.323	0.02	-0.23	0.496	0.212	0.59	0.063	0.315	-0.123	0.453	0.269	0.409	0.28	0.688	0.56	-1.384	-0.058	-0.006	0.455	0.315	-0.573	0.167	-0.153	0.005	-0.156	0.21	0.469	0.722	-0.034	0.008
Meth__cg18239253__DEFB32	0.060377	0.034154	0.84487	0.045063	0.034655	0.53082	0.048587	0.84621	0.88952	0.51576	0.094085	0.77554	0.28682	0.58762	0.029851	0.37034	0.83556	0.90843	0.10023	0.037838	0.056621	0.071396	0.079314	0.51251	0.06768	0.10135	0.071702	0.050897	0.49939	0.15518	0.069534	0.30356	0.036648	0.049831	0.099953	0.071488	0.063272
Meth__cg19326876__ATP10A	0.075105	0.39586	0.93174	0.92511	0.6768	0.64617	0.92422	0.16164	0.531	0.10144	0.15412	0.42273	0.050346	0.24828	0.26199	0.10292	0.56987	0.15598	0.16521	0.041021	0.92499	0.92184	0.56219	0.44042	0.87584	0.081671	0.87249	0.15692	0.038537	0.36495	0.2327	0.030015	0.032174	0.032235	0.077351	0.15746	0.48111
Meth__cg20077393__CGN	0.016357	0.054677	0.23789	0.049024	0.025824	0.073702	0.026236	0.30312	0.28852	0.024293	0.055547	0.018115	0.14477	0.30111	0.017583	0.033959	0.038077	0.10669	0.074375	0.18008	0.024362	0.02058	0.036632	0.073872	0.062615	0.030092	0.11475	0.056334	0.02779	0.037023	0.26601	0.019004	0.14309	0.062745	0.055478	0.17956	0.36055
Meth__cg10575414__RTDR1	0.060674	0.051284	0.10914	0.053493	0.047482	0.86288	0.056212	0.60785	0.045189	0.044393	0.058444	0.116	0.43114	0.44684	0.047311	0.055446	0.12299	0.075492	0.1459	0.041051	0.051616	0.072881	0.070783	0.11548	0.058519	0.062551	0.060481	0.069422	0.045104	0.045716	0.045533	0.05207	0.055599	0.17368	0.074931	0.053813	0.14299
Meth__cg11827595__C3orf10	0.076609	0.093968	0.10199	0.097395	0.058192	0.27334	0.082879	0.31714	0.054883	0.29852	0.088806	0.045192	0.19524	0.15472	0.090455	0.2754	0.18976	0.11974	0.15433	0.056714	0.063045	0.070944	0.054365	0.13624	0.078729	0.12729	0.12809	0.1667	0.050641	0.45256	0.084285	0.079752	0.072817	0.095602	0.17761	0.086377	0.064174
Meth__cg23828595__PRKG1	0.029394	0.072121	0.94171	0.1945	0.040268	0.60744	0.03059	0.44772	0.7704	0.023781	0.031025	0.52869	0.10252	0.7219	0.026848	0.16269	0.86055	0.52939	0.17504	0.02179	0.93189	0.31083	0.08325	0.45144	0.024393	0.07253	0.38207	0.075287	0.025827	0.028694	0.29285	0.11473	0.27217	0.89873	0.46155	0.027637	0.41747
Meth__cg23696886__PDLIM2	0.051966	0.039249	0.0625	0.26107	0.13832	0.9735	0.5155	0.91976	0.032557	0.034522	0.055546	0.095347	0.097972	0.051388	0.6537	0.040503	0.91312	0.6115	0.17653	0.87224	0.040884	0.10372	0.93888	0.051358	0.099373	0.12903	0.64662	0.094395	0.97512	0.025989	0.90989	0.093341	0.077485	0.6598	0.068155	0.2086	0.32796
Meth__cg26673943__CDKN2A	0.11008	0.11268	0.54472	0.18592	0.11181	0.076797	0.081033	0.15762	0.06428	0.096291	0.088826	0.086129	0.28075	0.13037	0.065157	0.091331	0.074852	0.5575	0.19616	0.10416	0.20153	0.19166	0.079961	0.54856	0.13778	0.1877	0.18182	0.12712	0.54809	0.44345	0.21411	0.10309	0.077022	0.11009	0.11839	0.087979	0.085354
SNP__GALNTL2	0.008	-0.153	0.157	-0.037	-0.153	0.023	0.075	0.285	-3.222	-2.791	-0.031	0.19	0.058	-0.028	-0.314	0.328	0.178	0.002	0.741	-3.463	0.551	0.212	-0.165	0.123	-0.208	-0.457	-0.058	-0.248	-0.132	-0.101	0.017	-0.064	-0.361	0.216	0.05	0.009	0.298
Meth__cg12370791__HOXB9	0.34479	0.028534	0.037795	0.17302	0.037395	0.34969	0.1054	0.018361	0.26853	0.2003	0.024994	0.094058	0.093623	0.12933	0.27199	0.17406	0.18192	0.021081	0.13737	0.031686	0.29395	0.077256	0.068207	0.3862	0.035321	0.076574	0.90602	0.083138	0.023935	0.029979	0.037506	0.031202	0.026017	0.2992	0.048442	0.10574	0.031024
Meth__cg04109220__SPAG8	0.086256	0.07091	0.060033	0.10817	0.038447	0.80784	0.052857	0.058601	0.040823	0.38782	0.070137	0.77513	0.20944	0.20324	0.03158	0.15414	0.041645	0.22081	0.14262	0.044312	0.24341	0.054078	0.065784	0.26696	0.049899	0.086824	0.14775	0.067876	0.058713	0.068831	0.10611	0.070529	0.23876	0.26765	0.073458	0.074079	0.19056
Meth__cg13796218__C1orf187	0.076495	0.12985	0.903	0.062578	0.10532	0.76554	0.10814	0.90008	0.13256	0.046581	0.071535	0.63334	0.42168	0.73603	0.11433	0.06983	0.81131	0.39231	0.47236	0.36818	0.17368	0.062633	0.789	0.75032	0.070556	0.099539	0.24095	0.061092	0.0981	0.062873	0.4469	0.080454	0.090659	0.74028	0.075167	0.15279	0.18659
Meth__cg05801648__SYK	0.10544	0.10226	0.11106	0.10691	0.10235	0.87487	0.14196	0.59424	0.27619	0.09733	0.13999	0.60114	0.1091	0.1224	0.10285	0.094785	0.079635	0.49815	0.13585	0.12478	0.076791	0.092559	0.17893	0.73364	0.11477	0.36228	0.79153	0.15902	0.12082	0.081052	0.71146	0.67569	0.10809	0.094701	0.15053	0.093039	0.091988
Meth__cg16483916__PLAC2	0.077275	0.062593	0.080461	0.082285	0.038757	0.95649	0.087801	0.37737	0.097129	0.050623	0.039532	0.12251	0.047206	0.096797	0.025672	0.076176	0.081172	0.17003	0.079127	0.80321	0.027514	0.080213	0.092526	0.85646	0.12691	0.064756	0.11727	0.12985	0.37176	0.28642	0.18452	0.032644	0.041361	0.49958	0.09085	0.045858	0.083556
Meth__cg12717203__FLJ90036	0.052034	0.064389	0.063599	0.058223	0.042992	0.054485	0.085962	0.92724	0.072632	0.045731	0.081594	0.068526	0.094778	0.4145	0.048693	0.063246	0.11811	0.063833	0.14165	0.06494	0.044504	0.046156	0.059661	0.12003	0.05779	0.11022	0.12707	0.10629	0.047037	0.067493	0.40166	0.037106	0.037029	0.056737	0.13993	0.063011	0.50748
Meth__cg04141379__SPATA6	0.029775	0.010845	0.024602	0.012606	0.0071274	0.53341	0.020452	0.013106	0.017312	0.010467	0.014545	0.015161	0.014884	0.016708	0.01402	0.010154	0.0081301	0.011663	0.022004	0.008299	0.011382	0.01668	0.0151	0.60113	0.017648	0.012103	0.016253	0.026512	0.0095958	0.012622	0.01051	0.0078617	0.012325	0.010117	0.021481	0.012504	0.017457
Meth__cg04688368__KCNMA1	0.10548	0.083148	0.11807	0.081713	0.064329	0.065887	0.096815	0.054898	0.23114	0.3513	0.07517	0.71577	0.1296	0.2704	0.25695	0.3395	0.092153	0.096959	0.19321	0.070239	0.13155	0.099244	0.080308	0.75946	0.097687	0.13795	0.12017	0.13525	0.078981	0.11629	0.076041	0.071052	0.074203	0.10085	0.11477	0.082975	0.094045
Meth__cg27214652__PPP2R5E	0.035503	0.03125	0.04017	0.03368	0.026531	0.034295	0.048743	0.028217	0.031148	0.50829	0.031267	0.04134	0.028597	0.069966	0.018265	0.047141	0.025209	0.029203	0.064375	0.017936	0.032527	0.031128	0.038563	0.061993	0.034852	0.033198	0.049315	0.067037	0.027956	0.026814	0.021619	0.026966	0.028883	0.02041	0.087808	0.035983	0.037867
Meth__cg23240961__LOC56901	0.022941	0.014545	0.033501	0.029349	0.018147	0.33059	0.024994	0.39739	0.020173	0.027999	0.032594	0.19276	0.069027	0.053687	0.01966	0.030716	0.94205	0.023305	0.04343	0.015639	0.018115	0.028276	0.66553	0.84071	0.025854	0.062181	0.099729	0.035251	0.026332	0.018211	0.021387	0.019035	0.01693	0.86595	0.045955	0.025901	0.022299
Meth__cg21295911__TNFSF9	0.044519	0.045376	0.059432	0.97159	0.042284	0.036009	0.042847	0.088614	0.049775	0.047699	0.042225	0.060709	0.036105	0.055815	0.056566	0.039231	0.030736	0.037386	0.13898	0.04263	0.033936	0.067919	0.044682	0.034863	0.50764	0.061495	0.93801	0.067308	0.033114	0.03528	0.031904	0.022238	0.039233	0.035154	0.089658	0.047868	0.05307
Meth__cg06942445__TRO	0.77156	0.020993	0.93832	0.79459	0.46917	0.024242	0.61942	0.07672	0.97017	0.65652	0.022255	0.90812	0.46907	0.49731	0.40665	0.61062	0.045223	0.016652	0.033725	0.021661	0.34638	0.27617	0.17253	0.10563	0.48717	0.025773	0.59232	0.024253	0.038526	0.030809	0.040236	0.89793	0.029373	0.35709	0.028722	0.39825	0.19701
Meth__cg04452713__DST	0.12625	0.64237	0.53421	0.57753	0.82961	0.054087	0.6556	0.096432	0.04578	0.85954	0.086442	0.889	0.096876	0.72735	0.54049	0.61844	0.25062	0.079738	0.17166	0.049745	0.15486	0.56151	0.41634	0.15861	0.71058	0.20393	0.81098	0.51571	0.05891	0.063647	0.060396	0.89734	0.38762	0.80687	0.39889	0.63721	0.24449
Meth__cg15981265__KIAA1900	0.041726	0.032501	0.065164	0.043625	0.05399	0.75541	0.050882	0.29389	0.059986	0.041646	0.057173	0.06539	0.052653	0.18142	0.035126	0.041817	0.035056	0.061076	0.063921	0.083685	0.043711	0.034858	0.045446	0.10419	0.035865	0.093514	0.094942	0.047878	0.041195	0.029048	0.10164	0.033325	0.028017	0.03659	0.12389	0.045923	0.034685
Meth__cg15729869__BARHL1	0.30313	0.015262	0.95474	0.1169	0.0080385	0.23277	0.29095	0.080864	0.29218	0.011313	0.010038	0.54646	0.021235	0.18952	0.22961	0.010886	0.0084604	0.034746	0.024116	0.13378	0.013885	0.1249	0.39896	0.93537	0.016265	0.015209	0.44814	0.016587	0.0094148	0.010205	0.01275	0.010199	0.010671	0.087779	0.036905	0.063543	0.012873
Meth__cg17687883__MTHFD2	0.07894	0.028438	0.27615	0.27386	0.18291	0.71266	0.45077	0.18697	0.056454	0.14802	0.13617	0.041355	0.047871	0.11538	0.46291	0.10153	0.038392	0.046392	0.31776	0.63761	0.031223	0.061708	0.033051	0.45879	0.049492	0.11961	0.082901	0.039159	0.12127	0.14456	0.070382	0.029584	0.050162	0.036905	0.28571	0.036282	0.043724
Meth__cg18829411__HMGN1	0.046484	0.043297	0.064447	0.07278	0.28731	0.24073	0.28603	0.27997	0.030968	0.05804	0.065869	0.038242	0.10067	0.41776	0.04997	0.056522	0.065232	0.066772	0.067405	0.042075	0.025243	0.035846	0.056671	0.10206	0.18564	0.39912	0.074009	0.069258	0.13485	0.037597	0.16365	0.068574	0.059061	0.06682	0.56378	0.094662	0.078062
Meth__cg08900043__HOXC10	0.11641	0.020362	0.022258	0.018735	0.018731	0.47776	0.031088	0.017802	0.37181	0.022058	0.32269	0.019491	0.023128	0.034051	0.016882	0.020666	0.015882	0.015211	0.055503	0.014873	0.016393	0.022993	0.020679	0.034175	0.021186	0.031084	0.05256	0.058064	0.021045	0.02034	0.016114	0.018374	0.019799	0.019903	0.032207	0.022743	0.019759
Meth__cg26842024__KLF2	0.079259	0.20659	0.62831	0.11667	0.15026	0.51198	0.10035	0.040557	0.15354	0.43854	0.057755	0.05549	0.15328	0.21022	0.49973	0.47284	0.13181	0.11012	0.1356	0.058297	0.096328	0.48365	0.10389	0.11431	0.087572	0.10181	0.1188	0.081816	0.044538	0.075075	0.20322	0.078808	0.037845	0.040275	0.065617	0.081292	0.053591
Meth__cg22577136__IKBKE	0.019782	0.034592	0.037693	0.40888	0.036697	0.027823	0.73997	0.072395	0.023012	0.022158	0.051267	0.016903	0.036364	0.06985	0.43549	0.025008	0.028536	0.028216	0.049925	0.020139	0.92664	0.96164	0.16312	0.045346	0.96036	0.2612	0.037261	0.033233	0.021881	0.019478	0.022637	0.086216	0.022049	0.95864	0.051363	0.022731	0.022486
Meth__cg11207564__CCL3L3	0.683	0.083652	0.33438	0.57937	0.5918	0.029621	0.39088	0.16137	0.15402	0.3615	0.18582	0.14155	0.14307	0.20643	0.031806	0.1758	0.10992	0.48695	0.036469	0.039814	0.26222	0.32697	0.030731	0.071772	0.21325	0.060282	0.23149	0.079416	0.060593	0.031548	0.050913	0.14409	0.067419	0.11219	0.071392	0.3499	0.22456
Meth__cg15868151__ABCC4	0.21583	0.17872	0.09362	0.096683	0.03746	0.032675	0.13741	0.051436	0.07592	0.050589	0.048165	0.10653	0.070131	0.064374	0.057915	0.080425	0.042305	0.06952	0.13303	0.034266	0.031666	0.13493	0.094495	0.10411	0.088146	0.061316	0.097972	0.098258	0.072693	0.049868	0.045412	0.051852	0.038034	0.96505	0.085143	0.056202	0.060663
