Cell lines	600MPE	AU565	BT474	BT483	BT549	CAMA1	HBL100	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC70	HS578T	LY2	MCF7	MDAMB157	MDAMB231	MDAMB361	MDAMB415	MDAMB436	MDAMB453	MDAMB468	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg01952458__ATP6V1B2	0.038435	0.026395	0.045603	0.031212	0.095782	0.064643	0.17197	0.032258	0.066073	0.039679	0.032992	0.043816	0.30601	0.040062	0.06752	0.086647	0.19456	0.031139	0.043176	0.060499	0.054376	0.33849	0.064317	0.05412	0.036406	0.088571	0.055622	0.032444	0.021745	0.016592	0.03386	0.018672	0.067746	0.034506	0.032694	0.063793	0.063991
Meth__cg05205664__UCP2	0.048833	0.050209	0.17268	0.051534	0.53308	0.059087	0.043338	0.03737	0.18104	0.040873	0.059234	0.30211	0.53041	0.036324	0.18618	0.071615	0.10988	0.73665	0.062141	0.058892	0.61892	0.08648	0.061642	0.12611	0.96095	0.084647	0.061019	0.12412	0.24015	0.074901	0.072538	0.059242	0.050626	0.10466	0.11408	0.05399	0.062003
Meth__cg13531842__ZNF37A	0.038916	0.096827	0.13236	0.038048	0.03463	0.041301	0.23131	0.10048	0.14728	0.10737	0.036783	0.39112	0.11655	0.030511	0.14153	0.044861	0.10419	0.032571	0.052895	0.040176	0.056299	0.21544	0.40138	0.074697	0.38682	0.059599	0.16749	0.13906	0.033245	0.041796	0.094196	0.039074	0.027609	0.068864	0.032399	0.058632	0.044237
Meth__cg17178336__IHH	0.61387	0.028582	0.90685	0.17134	0.96965	0.92603	0.62491	0.52553	0.195	0.18511	0.87639	0.12403	0.84894	0.69061	0.11271	0.27313	0.12101	0.39508	0.97388	0.96783	0.047119	0.92618	0.31319	0.17805	0.092676	0.94142	0.42287	0.076154	0.050118	0.18741	0.1085	0.10412	0.95549	0.64074	0.96003	0.66756	0.85305
Meth__cg22951794__OR10A5	0.82663	0.12341	0.59564	0.60176	0.088082	0.68402	0.039947	0.20416	0.84046	0.82499	0.696	0.045731	0.23692	0.053212	0.65074	0.64111	0.058928	0.029598	0.072826	0.07043	0.41888	0.54262	0.32579	0.085762	0.53031	0.10262	0.053088	0.14473	0.424	0.82529	0.42677	0.82683	0.6068	0.073505	0.12829	0.64255	0.68844
Meth__cg21530453__GNAO1	0.84749	0.056112	0.44295	0.045648	0.38887	0.3899	0.08869	0.091572	0.057915	0.30295	0.51756	0.79638	0.18398	0.035869	0.070336	0.049634	0.10552	0.051439	0.46773	0.43244	0.054138	0.54331	0.057434	0.1233	0.07138	0.8212	0.055795	0.077942	0.086035	0.039243	0.072341	0.071172	0.053436	0.18207	0.42916	0.053514	0.057724
Meth__cg25473396__MPG	0.22116	0.38866	0.617	0.43326	0.70085	0.40837	0.027057	0.031927	0.5742	0.5083	0.16368	0.17392	0.32445	0.93672	0.51468	0.11679	0.10385	0.015296	0.21512	0.33065	0.034695	0.032377	0.65229	0.27277	0.084081	0.79813	0.051238	0.43867	0.022141	0.016362	0.014739	0.089029	0.17705	0.1831	0.71466	0.41193	0.18544
Meth__cg16756998__ZDHHC8	0.2197	0.075756	0.057202	0.11686	0.04061	0.67428	0.03973	0.065379	0.044412	0.073993	0.058966	0.050695	0.38098	0.1041	0.04376	0.044925	0.10495	0.033223	0.12214	0.055401	0.048843	0.065197	0.052574	0.084184	0.039649	0.10173	0.08891	0.091108	0.04253	0.029949	0.07085	0.040564	0.77031	0.9282	0.040741	0.06065	0.61682
Meth__cg24779040__TSPYL2	0.69307	0.64886	0.028886	0.5428	0.021012	0.045801	0.090317	0.06644	0.5614	0.65662	0.045535	0.79407	0.57336	0.41573	0.49863	0.81531	0.52247	0.027186	0.023271	0.035569	0.75413	0.077322	0.61379	0.74518	0.68126	0.74474	0.032938	0.7196	0.7158	0.023474	0.75875	0.023932	0.031987	0.046694	0.49762	0.47494	0.029219
Meth__cg04278702__HTR1E	0.01822	0.01493	0.029327	0.019068	0.77828	0.026815	0.049841	0.1188	0.015762	0.020482	0.80889	0.20069	0.078737	0.024449	0.017412	0.037994	0.03657	0.016707	0.037852	0.021338	0.054175	0.65733	0.019827	0.032062	0.061644	0.032751	0.12154	0.033973	0.025747	0.023129	0.055758	0.014788	0.11153	0.036141	0.021234	0.02421	0.024289
Meth__cg05469695__CDC42EP3	0.032953	0.02782	0.32122	0.17109	0.61619	0.057329	0.03045	0.026398	0.027026	0.058729	0.23914	0.043869	0.079014	0.1903	0.038165	0.037294	0.27384	0.65049	0.26277	0.65924	0.03577	0.058205	0.34612	0.082494	0.17089	0.18092	0.029497	0.057835	0.05307	0.031735	0.871	0.8147	0.021529	0.050599	0.035096	0.38487	0.24823
Meth__cg02058918__GABBR2	0.94139	0.06917	0.080334	0.08012	0.48256	0.95193	0.096176	0.04975	0.067283	0.089428	0.37945	0.06458	0.37093	0.20005	0.066302	0.072844	0.12195	0.066492	0.66331	0.49315	0.091487	0.88019	0.11015	0.11496	0.11039	0.92766	0.54576	0.11824	0.080908	0.06147	0.078861	0.065558	0.63484	0.14317	0.11604	0.47099	0.30749
Meth__cg27601516__JUB	0.064789	0.1093	0.14102	0.077558	0.12511	0.14862	0.51065	0.37695	0.083885	0.086698	0.061891	0.19344	0.1212	0.067699	0.14066	0.19441	0.1966	0.085407	0.14808	0.091324	0.12657	0.30739	0.11747	0.18597	0.10863	0.15223	0.21809	0.23662	0.062823	0.059324	0.086772	0.11619	0.14074	0.10448	0.063494	0.09724	0.066708
Meth__cg04995095__CD300E	0.4732	0.039026	0.30717	0.17958	0.05495	0.058415	0.26905	0.038097	0.054269	0.032194	0.065748	0.43905	0.11091	0.047783	0.0656	0.24289	0.073872	0.024166	0.056441	0.14597	0.14221	0.064928	0.048732	0.080557	0.40106	0.056584	0.037762	0.053635	0.026602	0.074297	0.046007	0.41388	0.37463	0.088768	0.35877	0.13814	0.17883
Meth__cg17421623__C3orf9	0.046675	0.25988	0.79181	0.16974	0.035664	0.051555	0.098171	0.040892	0.10701	0.14128	0.029248	0.041112	0.12045	0.28578	0.072706	0.12944	0.051361	0.035977	0.069151	0.13808	0.038673	0.076021	0.32242	0.12019	0.040486	0.053115	0.07767	0.20803	0.03135	0.031522	0.051941	0.87504	0.03547	0.062239	0.67052	0.074472	0.11036
Meth__cg27567335__RAMP1	0.091111	0.10214	0.15525	0.10092	0.45824	0.1049	0.8913	0.86398	0.090568	0.097119	0.16281	0.52166	0.73514	0.0999	0.10494	0.82404	0.24639	0.082788	0.087113	0.11776	0.31701	0.19951	0.30685	0.19804	0.089703	0.38215	0.69488	0.17572	0.12645	0.096107	0.082693	0.45532	0.61865	0.12827	0.099738	0.11897	0.24162
Meth__cg17742874__DHPS	0.044685	0.03307	0.044011	0.041018	0.035642	0.040885	0.04363	0.34217	0.031923	0.052914	0.04308	0.060882	0.059903	0.037921	0.038719	0.034051	0.082427	0.031606	0.033903	0.043915	0.038386	0.082735	0.042371	0.085331	0.032512	0.057122	0.039347	0.068331	0.033225	0.03312	0.038083	0.060904	0.034208	0.091119	0.043801	0.03886	0.047081
Meth__cg14893163__PCDH17	0.045455	0.047338	0.045735	0.031872	0.44623	0.044314	0.46294	0.93426	0.040577	0.057161	0.5305	0.29406	0.2872	0.047858	0.042561	0.03438	0.081476	0.044779	0.056453	0.042776	0.054891	0.79018	0.048659	0.07331	0.08502	0.091323	0.45897	0.091459	0.88686	0.058657	0.050878	0.042762	0.7551	0.11361	0.049952	0.050943	0.050975
Meth__cg25524350__PEG10	0.51777	0.042403	0.17978	0.1224	0.036813	0.075727	0.46049	0.042515	0.060528	0.23173	0.096096	0.096529	0.31987	0.053284	0.16438	0.050932	0.25503	0.036886	0.48908	0.52541	0.042919	0.31735	0.29356	0.5731	0.044404	0.38034	0.048137	0.050183	0.050711	0.059484	0.039398	0.32559	0.74404	0.093882	0.068235	0.31204	0.32102
Meth__cg19713196__LAD1	0.037088	0.033483	0.030894	0.069663	0.93908	0.17135	0.94926	0.14803	0.027553	0.10249	0.041001	0.052973	0.072	0.024758	0.03452	0.63622	0.081901	0.065618	0.041797	0.037644	0.69284	0.84	0.039173	0.046531	0.84917	0.17757	0.043429	0.073475	0.36712	0.024038	0.65133	0.027912	0.040008	0.057748	0.044178	0.033714	0.032604
SNP__NCOA7	0.006	0.125	0.029	-0.569	-0.095	-0.558	0.19	0.183	-0.229	-0.438	-0.062	0.025	-0.043	-0.452	0.832	0.244	-0.24	-0.049	0.201	0.071	-0.248	-0.13	0.144	0.249	0.556	0.294	-3.369	0.044	0.161	-0.195	0.027	-0.227	0.226	-0.325	0.062	-0.454	0.015
Meth__cg11827595__C3orf10	0.076609	0.093968	0.097395	0.058192	0.27334	0.082879	0.31714	0.054883	0.29852	0.088806	0.045192	0.19524	0.15472	0.090455	0.2754	0.18976	0.15433	0.056714	0.063045	0.070944	0.054365	0.13624	0.078729	0.12729	0.055608	0.12809	0.49561	0.1667	0.050641	0.45256	0.084285	0.079752	0.095602	0.17761	0.14668	0.086377	0.064174
Meth__cg22339278__KIRREL2	0.1998	0.112	0.84286	0.7713	0.39426	0.81804	0.72889	0.87003	0.043471	0.70052	0.38578	0.76127	0.78906	0.21436	0.043995	0.65174	0.048021	0.029396	0.86495	0.82313	0.76084	0.20526	0.601	0.053902	0.56592	0.46348	0.27426	0.069477	0.15133	0.044992	0.029366	0.35968	0.8296	0.32243	0.48461	0.47224	0.72062
Meth__cg19703610__DSCAML1	0.069692	0.24812	0.2232	0.37245	0.85778	0.11697	0.87979	0.81196	0.17179	0.053586	0.86234	0.44318	0.72734	0.13115	0.19351	0.10846	0.18387	0.77046	0.51029	0.53758	0.63744	0.84052	0.11507	0.091023	0.0841	0.85151	0.49469	0.2882	0.12175	0.43823	0.60651	0.084903	0.62244	0.079134	0.046689	0.29074	0.33527
Meth__cg12962021__LIN9	0.056951	0.079014	0.19882	0.13674	0.048476	0.14949	0.20208	0.062818	0.049304	0.24061	0.045908	0.30508	0.21187	0.041734	0.062802	0.076181	0.091398	0.093717	0.09299	0.075714	0.055968	0.18325	0.08167	0.12175	0.058072	0.10989	0.097239	0.1946	0.063662	0.045048	0.29476	0.27266	0.25656	0.17584	0.26293	0.24836	0.30728
Meth__cg25821963__ABLIM3	0.055046	0.050564	0.59465	0.038757	0.11299	0.050718	0.017036	0.051055	0.041443	0.05107	0.3917	0.054463	0.14542	0.036322	0.55205	0.03488	0.067758	0.034378	0.57611	0.6031	0.15643	0.57302	0.060176	0.078042	0.040809	0.079336	0.043058	0.053149	0.036691	0.037346	0.031434	0.41814	0.034885	0.078797	0.052517	0.035038	0.052829
Meth__cg13809962__ZNF6	0.32828	0.0486	0.078022	0.062448	0.8709	0.054333	0.032373	0.30105	0.3317	0.092692	0.043016	0.078509	0.37912	0.57805	0.27489	0.30801	0.21203	0.038875	0.034724	0.061822	0.044777	0.81548	0.046317	0.14959	0.37663	0.23954	0.5048	0.053357	0.032668	0.035011	0.1049	0.15195	0.46767	0.08458	0.15201	0.049223	0.046912
Meth__cg19781133__KCNH2	0.063553	0.44565	0.21113	0.015911	0.50899	0.85272	0.81935	0.33343	0.046967	0.039392	0.43265	0.65409	0.97621	0.022927	0.072609	0.50228	0.26166	0.047074	0.21857	0.14037	0.60941	0.98147	0.21054	0.066031	0.68637	0.98296	0.7814	0.068801	0.091726	0.95599	0.033297	0.081771	0.027389	0.070173	0.04429	0.4234	0.038023
Meth__cg01069256__C8orf70	0.054839	0.056771	0.064772	0.051414	0.072447	0.065283	0.12994	0.25733	0.094122	0.039798	0.044942	0.213	0.16419	0.036635	0.082314	0.068893	0.21499	0.045139	0.051161	0.049097	0.060781	0.11872	0.062571	0.10666	0.051621	0.097482	0.37743	0.121	0.042109	0.07861	0.049929	0.064141	0.055386	0.20497	0.060558	0.064015	0.061794
Meth__cg02113971__FLJ20859	0.087434	0.080544	0.43966	0.072959	0.059533	0.076562	0.063209	0.077975	0.50734	0.072127	0.56729	0.088627	0.13377	0.581	0.36813	0.070442	0.082273	0.072641	0.063644	0.15862	0.075012	0.18894	0.070378	0.12195	0.058404	0.14584	0.059686	0.097382	0.054923	0.064321	0.078618	0.23325	0.076852	0.18956	0.10605	0.097754	0.13141
Meth__cg12320306__ADM	0.020265	0.023163	0.034331	0.025123	0.026769	0.031921	0.0188	0.020584	0.029767	0.033761	0.047638	0.029344	0.082315	0.026077	0.099637	0.47816	0.046734	0.033961	0.041025	0.46534	0.027103	0.044588	0.027962	0.039033	0.030502	0.12177	0.032824	0.045362	0.030182	0.022018	0.023219	0.44664	0.028089	0.045691	0.034638	0.046596	0.03597
Meth__cg00240312__CDH1	0.042562	0.54848	0.043707	0.031598	0.96995	0.036977	0.95428	0.041582	0.035089	0.040682	0.043871	0.052903	0.073893	0.0256	0.045901	0.035482	0.056749	0.17005	0.026722	0.039741	0.35524	0.93627	0.038707	0.086604	0.053715	0.097904	0.05006	0.30647	0.033032	0.03061	0.21131	0.041672	0.03479	0.055671	0.050373	0.03739	0.038139
Meth__cg11462865__KRT19	0.031823	0.028759	0.035531	0.025583	0.95435	0.030781	0.96471	0.047942	0.030868	0.032821	0.95755	0.93461	0.91919	0.023685	0.034999	0.028127	0.067626	0.94788	0.029236	0.038049	0.94805	0.057149	0.036481	0.064091	0.95822	0.060013	0.036482	0.081121	0.39781	0.027201	0.95817	0.024946	0.021707	0.032526	0.037706	0.031244	0.033128
Meth__cg01086868__AR	0.57787	0.42676	0.078896	0.065601	0.070335	0.075871	0.11338	0.5052	0.37905	0.072225	0.64015	0.28025	0.32689	0.037369	0.35276	0.14508	0.24521	0.62158	0.10818	0.064651	0.15231	0.53336	0.089073	0.083155	0.16062	0.38736	0.099188	0.12084	0.39508	0.071268	0.43166	0.048817	0.52619	0.17303	0.4477	0.064756	0.085471
SNP__LCE3C	-1.958	0.495	-0.129	-2.13	-1.861	-1.961	-2.495	-2.008	-1.872	0.015	1.19	-1.693	-1.825	-2.024	0.754	-0.518	0.277	-0.064	-2.123	-1.955	0.833	-0.582	-0.172	0.716	0.986	-1.643	0.174	0.268	-0.255	-0.111	0	-1.569	-2.241	-1.976	-1.915	-2.744	-2.627
Meth__cg02282237__PRKCH	0.037052	0.034112	0.04672	0.045245	0.35064	0.033673	0.60914	0.047537	0.037083	0.027137	0.52881	0.062951	0.083862	0.021405	0.035163	0.033821	0.071117	0.23806	0.031315	0.036207	0.055514	0.83074	0.029517	0.056158	0.1381	0.07084	0.034289	0.049731	0.38074	0.033077	0.080095	0.031255	0.032091	0.054556	0.034876	0.026521	0.037701
Meth__cg13950558__BLOC1S3	0.0875	0.052052	0.14282	0.12053	0.19013	0.17053	0.62257	0.17899	0.70653	0.19968	0.073847	0.72867	0.22522	0.10818	0.52573	0.25812	0.10276	0.057326	0.10871	0.083731	0.41291	0.84681	0.13787	0.15972	0.11318	0.065945	0.1542	0.10894	0.061432	0.41672	0.059765	0.079031	0.032413	0.1025	0.10634	0.075351	0.055734
Meth__cg01632825__CLTCL1	0.052195	0.034136	0.059395	0.05443	0.11536	0.063969	0.03682	0.27161	0.061623	0.058448	0.044103	0.18738	0.16808	0.035281	0.072569	0.15867	0.11596	0.029883	0.080914	0.056042	0.22799	0.47931	0.05615	0.087987	0.082467	0.39546	0.14433	0.054338	0.038795	0.057096	0.053294	0.081685	0.070344	0.082828	0.049573	0.055409	0.066195
Meth__cg09967877__SYT12	0.025161	0.024028	0.031161	0.042502	0.42293	0.042959	0.95275	0.96831	0.031525	0.031037	0.17665	0.40282	0.077616	0.019046	0.038019	0.83445	0.12787	0.055234	0.018193	0.030394	0.91797	0.32507	0.5612	0.026786	0.85579	0.0358	0.030296	0.47117	0.14314	0.016036	0.1659	0.78782	0.66579	0.086122	0.035828	0.027042	0.028901
Meth__cg19996355__PBX4	0.64641	0.022544	0.21257	0.72977	0.021873	0.57935	0.037131	0.030177	0.029908	0.034115	0.069503	0.015245	0.67611	0.97387	0.039958	0.030008	0.12106	0.099242	0.025969	0.053575	0.036554	0.09359	0.64494	0.033755	0.035726	0.94459	0.59508	0.038838	0.019609	0.022614	0.030651	0.65907	0.031208	0.079768	0.023278	0.82549	0.6084
Meth__cg09787254__FA2H	0.034243	0.046906	0.039258	0.023932	0.57248	0.043608	0.047219	0.048074	0.028651	0.029294	0.1093	0.061866	0.05667	0.024417	0.10328	0.036295	0.079209	0.085541	0.023809	0.047977	0.062356	0.095965	0.04748	0.047716	0.031599	0.075065	0.042753	0.041223	0.041892	0.026912	0.069909	0.02799	0.02217	0.085021	0.033206	0.031542	0.033609
Meth__cg08798523__MTMR6	0.046699	0.031903	0.048894	0.030139	0.029474	0.049512	0.041553	0.032117	0.033523	0.038462	0.041804	0.0198	0.058314	0.031347	0.033158	0.032663	0.051101	0.03021	0.028231	0.046151	0.041744	0.061484	0.039529	0.068536	0.040108	0.076587	0.036793	0.063454	0.040282	0.031476	0.037455	0.035097	0.030428	0.26006	0.047124	0.041787	0.043299
Meth__cg02087637__PCDHB8	0.17018	0.046429	0.66776	0.053328	0.52232	0.059564	0.14355	0.77164	0.57761	0.053685	0.38439	0.28127	0.25206	0.43005	0.46818	0.34244	0.11185	0.053446	0.052109	0.22731	0.54082	0.2761	0.12983	0.14554	0.11501	0.51415	0.11813	0.055992	0.061474	0.16923	0.30892	0.34837	0.25306	0.090405	0.18119	0.11399	0.16054
Meth__cg21486954__RPIP8	0.036502	0.11214	0.057635	0.03594	0.22032	0.088315	0.086509	0.14352	0.028768	0.039008	0.034705	0.30148	0.74545	0.031201	0.037112	0.66745	0.062078	0.040442	0.053232	0.053604	0.74248	0.36262	0.046046	0.076644	0.63782	0.1164	0.07948	0.23284	0.040891	0.039686	0.28053	0.078163	0.027043	0.063037	0.035874	0.061308	0.062118
Meth__cg25268678__PLEKHG6	0.044433	0.98189	0.048518	0.20049	0.9809	0.71768	0.96118	0.027877	0.021103	0.056307	0.033201	0.028799	0.96789	0.079581	0.40855	0.061124	0.075501	0.96034	0.046462	0.072742	0.97469	0.96343	0.46122	0.092847	0.98741	0.071415	0.073128	0.067055	0.031544	0.020913	0.98761	0.027808	0.41015	0.12861	0.04008	0.044755	0.77807
Meth__cg27622610__OR1G1	0.84653	0.034333	0.54087	0.050528	0.022104	0.12101	0.11007	0.22143	0.022724	0.051416	0.087552	0.55085	0.21361	0.027741	0.021311	0.11171	0.04328	0.042265	0.039789	0.10756	0.034797	0.097161	0.039643	0.059263	0.02462	0.097703	0.029762	0.061743	0.027516	0.023632	0.05324	0.44832	0.18568	0.061493	0.040137	0.059112	0.035438
Meth__cg01651364__FLJ23518	0.057832	0.038102	0.051285	0.071049	0.032331	0.86287	0.099953	0.35407	0.036208	0.050482	0.036388	0.019684	0.057677	0.034894	0.034828	0.032062	0.075061	0.032681	0.036508	0.058669	0.043075	0.064622	0.04519	0.48722	0.042269	0.38193	0.042523	0.061668	0.038651	0.035851	0.052603	0.048815	0.049698	0.27672	0.042902	0.082175	0.046451
Meth__cg05886367__BTNL9	0.30491	0.027898	0.1664	0.098304	0.072992	0.21574	0.2334	0.75986	0.1966	0.17441	0.38361	0.61742	0.17297	0.038737	0.16531	0.24938	0.095584	0.056392	0.38277	0.30725	0.20178	0.12779	0.26517	0.09399	0.29704	0.1115	0.060832	0.043724	0.0396	0.068067	0.044066	0.47415	0.23143	0.28099	0.15121	0.11538	0.14855
Meth__cg10135717__ADAMTS17	0.080965	0.12094	0.18668	0.094598	0.40651	0.10733	0.60266	0.53519	0.091775	0.099123	0.39317	0.29238	0.3454	0.081458	0.10809	0.38523	0.15551	0.50714	0.40204	0.14394	0.17673	0.58185	0.29258	0.10983	0.18636	0.64052	0.19616	0.11707	0.88096	0.077001	0.10749	0.27423	0.26049	0.13214	0.085731	0.18025	0.19658
Meth__cg15512961__ANXA6	0.040877	0.032126	0.040767	0.035144	0.035438	0.036326	0.052632	0.30819	0.047026	0.041008	0.034217	0.039155	0.22976	0.029818	0.04383	0.055204	0.14741	0.035594	0.037037	0.046945	0.04206	0.1158	0.062234	0.083452	0.036972	0.087125	0.047611	0.051026	0.033578	0.48922	0.042791	0.030902	0.041338	0.062615	0.045048	0.038978	0.043794
Meth__cg18950617__HMHA1	0.027136	0.023669	0.19806	0.021698	0.97778	0.10911	0.95198	0.18667	0.039775	0.023487	0.01401	0.40155	0.14209	0.79441	0.029808	0.9332	0.078187	0.015118	0.94762	0.91528	0.97412	0.024521	0.3227	0.037309	0.033252	0.61709	0.76555	0.071429	0.13463	0.34988	0.089225	0.4328	0.75464	0.091697	0.031553	0.035547	0.018526
Meth__cg01940974__MTAP	0.03527	0.034132	0.052351	0.027732	0.040851	0.036725	0.040308	0.071112	0.032104	0.037441	0.033773	0.038983	0.08593	0.028458	0.038518	0.033904	0.070515	0.028239	0.03019	0.046178	0.038923	0.66779	0.054211	0.054472	0.036833	0.079775	0.035079	0.064563	0.47129	0.26435	0.8874	0.027118	0.032196	0.066182	0.035451	0.034015	0.039464
Meth__cg22166290__BCL11A	0.050306	0.052913	0.35795	0.20455	0.27685	0.47634	0.2663	0.66049	0.074392	0.91363	0.070505	0.33878	0.081503	0.5597	0.067263	0.059785	0.092635	0.57183	0.6308	0.85975	0.055664	0.33118	0.064659	0.53649	0.060342	0.89592	0.066043	0.074774	0.061158	0.054308	0.077817	0.37389	0.068663	0.22994	0.67374	0.80519	0.066198
Meth__cg08398233__CAMK2N1	0.057466	0.057619	0.049655	0.045813	0.56224	0.05304	0.042944	0.66481	0.055648	0.063787	0.10184	0.065645	0.082275	0.14142	0.064742	0.065235	0.081174	0.036097	0.047177	0.080878	0.15461	0.54829	0.053739	0.077726	0.053155	0.13122	0.063069	0.069019	0.27902	0.045175	0.050188	0.036099	0.044351	0.0652	0.061267	0.043851	0.0527
Meth__cg18015044__ABCF1	0.079583	0.053361	0.066497	0.050062	0.058648	0.070595	0.15083	0.079849	0.056512	0.076843	0.088714	0.037818	0.13655	0.069053	0.060002	0.070274	0.10757	0.061617	0.07104	0.071149	0.064045	0.15042	0.075157	0.12417	0.06177	0.137	0.058243	0.16504	0.049354	0.048061	0.069408	0.066643	0.051141	0.16685	0.086316	0.09411	0.09965
Meth__cg02989940__ERAF	0.36991	0.033652	0.59051	0.30758	0.45635	0.79674	0.46746	0.69228	0.54888	0.56334	0.70852	0.73667	0.05742	0.023081	0.29514	0.86209	0.048571	0.028234	0.80173	0.65135	0.91131	0.077367	0.37622	0.043314	0.52607	0.058593	0.11039	0.050573	0.60621	0.037256	0.043061	0.045977	0.37178	0.28499	0.82142	0.3217	0.59799
Meth__cg14534464__NFE2L3	0.056038	0.036885	0.51978	0.63897	0.32854	0.35472	0.14825	0.049308	0.13131	0.29131	0.048959	0.076957	0.29815	0.55037	0.14353	0.096684	0.13007	0.04415	0.054054	0.049392	0.051458	0.067762	0.10075	0.090623	0.046172	0.28888	0.098335	0.13815	0.04138	0.25341	0.053591	0.082364	0.11453	0.26664	0.74517	0.39201	0.1813
Meth__cg02590345__PRG-3	0.063036	0.062412	0.059067	0.058366	0.5209	0.058273	0.59538	0.094444	0.043535	0.27824	0.08162	0.26464	0.38808	0.037403	0.054772	0.054895	0.10112	0.10065	0.2249	0.065833	0.091354	0.78529	0.50105	0.11924	0.053936	0.049189	0.74276	0.074028	0.04052	0.083137	0.37566	0.045715	0.066981	0.073968	0.052677	0.050098	0.045415
Meth__cg10193817__IGSF4	0.050422	0.04554	0.046009	0.032754	0.6459	0.057136	0.044483	0.14848	0.036415	0.041918	0.039782	0.038267	0.14666	0.043466	0.040859	0.087531	0.1301	0.035418	0.042102	0.050282	0.049955	0.90713	0.053709	0.11095	0.037192	0.58288	0.62279	0.080589	0.058643	0.75149	0.065649	0.041797	0.044357	0.092259	0.043948	0.042985	0.049848
Meth__cg15583058__SDCCAG3	0.063799	0.054673	0.081563	0.068714	0.07123	0.067016	0.1239	0.8565	0.051568	0.078217	0.05778	0.16828	0.091985	0.046023	0.067714	0.089349	0.097857	0.050902	0.043174	0.060448	0.078293	0.316	0.084434	0.13152	0.082149	0.12981	0.080655	0.07859	0.049797	0.070363	0.076664	0.084758	0.060466	0.050682	0.092619	0.072125	0.058038
Meth__cg04297329__NAP1L2	0.076532	0.047949	0.099703	0.092889	0.33258	0.87286	0.57182	0.91096	0.22498	0.079231	0.90102	0.55696	0.23559	0.12264	0.22388	0.26339	0.093661	0.13708	0.15965	0.11463	0.13306	0.61687	0.21111	0.12194	0.095781	0.19537	0.38179	0.10928	0.11022	0.40924	0.42146	0.34655	0.61871	0.30531	0.082182	0.13464	0.094865
Meth__cg19965810__KCNH7	0.9684	0.02045	0.042011	0.1158	0.76285	0.96235	0.21601	0.98389	0.032501	0.032404	0.60021	0.80302	0.19314	0.020234	0.2729	0.038678	0.065319	0.044206	0.85627	0.96694	0.050005	0.92141	0.53027	0.058284	0.054183	0.77361	0.036369	0.032005	0.027407	0.9042	0.0353	0.94595	0.95394	0.1704	0.4532	0.95551	0.9551
Meth__cg16382322__CENTD3	0.040849	0.04779	0.22189	0.052914	0.88931	0.23714	0.024987	0.082986	0.047898	0.045874	0.45141	0.043278	0.086957	0.030793	0.045902	0.041831	0.10737	0.038547	0.068988	0.077705	0.045411	0.095154	0.048815	0.08074	0.084229	0.087109	0.069808	0.087422	0.23619	0.028373	0.034011	0.043777	0.036575	0.067472	0.050208	0.14806	0.16702
Meth__cg27143049__PDE3B	0.11787	0.039445	0.12114	0.159	0.28138	0.18934	0.063985	0.15063	0.085996	0.089503	0.1318	0.064301	0.10941	0.48834	0.098574	0.12654	0.085954	0.047038	0.13004	0.11433	0.11018	0.15598	0.15476	0.14068	0.19444	0.1955	0.1137	0.16093	0.1995	0.12784	0.053322	0.15025	0.09273	0.3827	0.25716	0.14477	0.17361
Meth__cg00268338__HECTD2	0.031527	0.65449	0.040472	0.033221	0.029167	0.043492	0.040152	0.055317	0.034552	0.036534	0.03787	0.073067	0.15238	0.027997	0.04215	0.04261	0.064151	0.03233	0.03129	0.039162	0.037798	0.058119	0.036836	0.074923	0.029557	0.078984	0.13723	0.073575	0.04136	0.029885	0.072846	0.021985	0.036774	0.041515	0.038727	0.032646	0.031962
Meth__cg02090283__CNTNAP3	0.65753	0.01852	0.20305	0.02606	0.55681	0.96963	0.024877	0.11376	0.019847	0.036881	0.028401	0.46535	0.45348	0.036285	0.036248	0.025037	0.054054	0.02191	0.45864	0.50857	0.027448	0.079448	0.33247	0.10751	0.023476	0.45102	0.055121	0.05119	0.02894	0.018743	0.034604	0.032275	0.45055	0.040733	0.1652	0.14757	0.11291
Meth__cg10211252__ZNF488	0.052755	0.066962	0.34873	0.062961	0.33606	0.1919	0.042178	0.061243	0.050728	0.047207	0.35544	0.042547	0.32329	0.093294	0.062333	0.057731	0.14447	0.055972	0.080809	0.12055	0.081569	0.19986	0.055567	0.12176	0.069493	0.081111	0.058758	0.27358	0.068019	0.038141	0.045703	0.40945	0.35135	0.1067	0.085312	0.074904	0.064734
