Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg20791841__MAN2B1	0.032702	0.042193	0.043956	0.025442	0.061419	0.034305	0.054117	0.72526	0.031966	0.067159	0.031195	0.037323	0.1133	0.032165	0.036045	0.032283	0.067462	0.026755	0.032145	0.040327	0.038875	0.036745	0.031715	0.051628	0.053977	0.038093	0.058918	0.026343	0.021281	0.030928	0.039334	0.033414	0.054254	0.087824	0.048571	0.04682	0.044024
Meth__cg03013422__AACS	0.035162	0.070434	0.060343	0.18686	0.1856	0.1996	0.09407	0.095065	0.06262	0.13642	0.044714	0.17916	0.25748	0.068734	0.054167	0.029461	0.070977	0.051097	0.069654	0.043897	0.10038	0.11395	0.049064	0.23412	0.075635	0.10604	0.20241	0.4713	0.030532	0.033731	0.17849	0.0378	0.050959	0.12538	0.3479	0.050083	0.0402
Meth__cg21712685__UNQ3045	0.046434	0.04306	0.50889	0.058518	0.041605	0.61885	0.093688	0.14421	0.031645	0.042702	0.045603	0.064123	0.39538	0.038326	0.86026	0.039921	0.11903	0.11086	0.054947	0.060668	0.043765	0.17914	0.074765	0.038582	0.078509	0.18845	0.079435	0.04887	0.038831	0.060926	0.096149	0.039312	0.039876	0.042503	0.045876	0.043031	0.044983
Meth__cg21718857__DLL3	0.095756	0.064282	0.53879	0.4325	0.055503	0.82983	0.31782	0.66594	0.10571	0.17752	0.45187	0.40472	0.86782	0.11011	0.62206	0.46862	0.10943	0.057998	0.89548	0.83339	0.12355	0.89509	0.2358	0.307	0.083809	0.89211	0.085102	0.058203	0.074854	0.056349	0.13141	0.055341	0.1539	0.20992	0.058428	0.072162	0.18987
Meth__cg07177300__FRMPD4	0.32269	0.039058	0.20981	0.0429	0.039141	0.27954	0.58772	0.11324	0.047913	0.042124	0.18829	0.71448	0.24032	0.070499	0.044367	0.045173	0.098741	0.042194	0.052481	0.11905	0.48698	0.11611	0.48659	0.052567	0.13941	0.6561	0.086406	0.053221	0.064336	0.076964	0.046117	0.042295	0.26171	0.064386	0.17273	0.043183	0.050704
U133A__PIP	6.4355	7.3069	6.3157	7.061	7.2807	6.2596	6.2897	6.4685	6.4454	6.2459	6.3056	6.0752	6.4284	6.7761	6.4129	6.1173	5.7083	6.2892	6.0998	6.2914	6.1608	6.1202	10.0061	7.7157	6.8376	7.9615	7.0196	6.1485	6.3994	6.1424	11.8405	8.7615	6.0735	11.2874	8.8185	7.5776	6.1976
Meth__cg03996822__RASSF6	0.074394	0.076952	0.77888	0.08213	0.15339	0.74866	0.19289	0.44389	0.87234	0.13761	0.65536	0.25514	0.32775	0.6898	0.29011	0.3778	0.21558	0.52073	0.79881	0.69215	0.094251	0.44845	0.084238	0.081221	0.11663	0.50733	0.12406	0.89184	0.42141	0.80343	0.040997	0.067803	0.27146	0.14826	0.70256	0.26647	0.16686
Meth__cg25822709__RRAGA	0.18917	0.063789	0.10569	0.16425	0.10826	0.068401	0.069029	0.079198	0.092494	0.095623	0.063789	0.062162	0.088158	0.073601	0.047019	0.053716	0.041034	0.068621	0.061294	0.080457	0.10672	0.064475	0.08414	0.11715	0.080164	0.14702	0.17465	0.037814	0.030199	0.49599	0.080168	0.061684	0.061734	0.1454	0.25253	0.088545	0.058624
Meth__cg24030630__TCIRG1	0.03006	0.025541	0.030736	0.056427	0.67936	0.030416	0.038941	0.15835	0.026491	0.051485	0.028645	0.43229	0.064038	0.036951	0.049925	0.71255	0.11036	0.024864	0.55914	0.69468	0.12518	0.19418	0.041504	0.77581	0.055547	0.10212	0.11717	0.026716	0.034067	0.02812	0.038874	0.033611	0.03752	0.043156	0.27289	0.032391	0.030612
Meth__cg09156233__BMPR1B	0.029644	0.015723	0.97174	0.06551	0.072424	0.31511	0.029316	0.021366	0.022984	0.024605	0.32882	0.29262	0.065312	0.023717	0.027829	0.022679	0.04709	0.01653	0.019055	0.031711	0.041824	0.037094	0.34509	0.028211	0.049584	0.6942	0.042885	0.024423	0.021036	0.53646	0.022341	0.022603	0.08408	0.29462	0.020827	0.097799	0.024898
Meth__cg04078896__ZGPAT	0.040097	0.051596	0.073341	0.14339	0.27318	0.027392	0.14116	0.020852	0.043478	0.35989	0.036631	0.20654	0.11018	0.051913	0.039376	0.032306	0.06205	0.028463	0.070607	0.036146	0.25987	0.45673	0.17649	0.05404	0.19411	0.053037	0.084244	0.029445	0.021723	0.06463	0.14843	0.026522	0.017075	0.10139	0.90185	0.02977	0.038974
Meth__cg16621987__DGCR2	0.029969	0.040078	0.46079	0.19273	0.034397	0.049759	0.05027	0.066188	0.029153	0.044764	0.21961	0.36055	0.058494	0.030328	0.054659	0.056902	0.069101	0.022466	0.1634	0.13746	0.035707	0.040872	0.066731	0.13604	0.024422	0.096906	0.026893	0.043153	0.064547	0.085716	0.025586	0.099417	0.18074	0.044782	0.022947	0.035284	0.039016
Meth__cg14592099__PCDHB13	0.42486	0.031692	0.65369	0.83858	0.024439	0.41555	0.3397	0.8628	0.82236	0.06088	0.52474	0.22947	0.43908	0.42554	0.44084	0.094061	0.12519	0.076299	0.053853	0.3699	0.68808	0.76535	0.60188	0.45489	0.053525	0.3187	0.099615	0.098111	0.33522	0.0875	0.53507	0.038273	0.10903	0.073681	0.19962	0.18653	0.34402
U133A__TUBB6	4.8682	6.5678	8.0465	6.253	4.4901	9.8768	4.9213	8.3339	9.2657	7.3934	8.5949	8.7762	7.6112	6.6415	9.8152	9.8057	8.0943	9.7499	8.3425	7.4325	7.8191	10.4802	5.4732	7.5802	5.0843	5.1846	6.5456	10.1106	9.4057	9.6441	5.1798	6.0299	5.5564	7.8651	8.1612	6.4891	9.5322
Meth__cg17274742__GPNMB	0.26846	0.049574	0.086197	0.17893	0.1992	0.83048	0.098083	0.10151	0.12888	0.068116	0.44449	0.43944	0.30825	0.11076	0.080359	0.10826	0.0617	0.056296	0.11868	0.087244	0.57304	0.19731	0.24085	0.35845	0.1655	0.29626	0.10869	0.058818	0.078072	0.12061	0.65513	0.058147	0.10857	0.20263	0.17481	0.19613	0.37565
Meth__cg21861211__ZFYVE26	0.046758	0.035217	0.054111	0.04629	0.04365	0.044752	0.052196	0.050842	0.055261	0.049164	0.056435	0.059865	0.0723	0.040848	0.047049	0.037014	0.056127	0.043237	0.035727	0.049085	0.041357	0.039433	0.026506	0.044356	0.13163	0.069289	0.080072	0.043754	0.042079	0.04295	0.054402	0.030679	0.032076	0.053812	0.036684	0.048897	0.035316
Meth__cg10999429__ACVRL1	0.037431	0.018575	0.079092	0.21001	0.073447	0.043017	0.04854	0.51682	0.3533	0.029854	0.45684	0.3295	0.091968	0.22276	0.12391	0.10588	0.025773	0.014509	0.051903	0.06923	0.25087	0.048813	0.54293	0.041179	0.032978	0.063712	0.026466	0.028967	0.13284	0.022723	0.050522	0.022336	0.043972	0.045827	0.023879	0.020012	0.023508
Meth__cg11431126__RHOU	0.059823	0.065972	0.70067	0.24437	0.30257	0.21293	0.27379	0.18569	0.10031	0.25235	0.051145	0.27437	0.44653	0.16773	0.25099	0.077599	0.41665	0.068421	0.14328	0.065532	0.7552	0.033382	0.18384	0.22202	0.096617	0.15881	0.13359	0.090253	0.32439	0.064921	0.44302	0.18591	0.73021	0.14169	0.49471	0.55832	0.25312
Meth__cg24022301__PTGFR	0.49693	0.039644	0.55118	0.07811	0.23902	0.031601	0.11007	0.051658	0.041756	0.052852	0.058297	0.12376	0.84815	0.034372	0.071267	0.046946	0.046579	0.049889	0.64214	0.686	0.3305	0.067604	0.14541	0.46474	0.063515	0.35235	0.12349	0.042957	0.041736	0.049384	0.072401	0.037268	0.24661	0.16066	0.47286	0.2755	0.37657
Meth__cg02017109__WDR41	0.29399	0.051908	0.91402	0.84729	0.48982	0.91374	0.44898	0.60056	0.78804	0.3745	0.13278	0.83086	0.8099	0.57949	0.20626	0.49083	0.82836	0.072883	0.078308	0.10622	0.74782	0.10396	0.084459	0.12614	0.05756	0.71407	0.11573	0.056862	0.90665	0.26994	0.78683	0.12345	0.55226	0.31975	0.27129	0.37241	0.6732
Meth__cg20339230__ST8SIA2	0.96718	0.028654	0.9758	0.037346	0.034037	0.96698	0.79202	0.82534	0.033827	0.21312	0.97084	0.37684	0.79465	0.29086	0.1181	0.071529	0.1615	0.15336	0.96721	0.97541	0.72879	0.039068	0.97439	0.84263	0.74677	0.94044	0.083859	0.017664	0.17711	0.94207	0.018038	0.33661	0.94849	0.81184	0.060312	0.14175	0.48773
Meth__cg24219058__PCDH7	0.049415	0.038464	0.064338	0.051885	0.029531	0.03371	0.047638	0.040501	0.026936	0.037754	0.058608	0.097111	0.064402	0.039831	0.032793	0.032239	0.090892	0.031823	0.040483	0.03638	0.067546	0.041526	0.034493	0.038648	0.073072	0.076496	0.080807	0.02824	0.025588	0.029264	0.034658	0.032279	0.84123	0.075051	0.040583	0.030798	0.031261
Meth__cg04410862__E2F7	0.055864	0.050266	0.056361	0.062804	0.05521	0.044201	0.063596	0.044807	0.044704	0.046474	0.050879	0.021384	0.49022	0.055496	0.040649	0.04325	0.085103	0.036346	0.041259	0.055428	0.047121	0.059519	0.045693	0.068479	0.065124	0.088562	0.062182	0.046626	0.043497	0.037666	0.048269	0.05394	0.038272	0.1154	0.054778	0.048906	0.055172
Meth__cg27543230__PPP2CA	0.32493	0.039769	0.043006	0.041733	0.039326	0.29468	0.062128	0.027419	0.044084	0.06385	0.27349	0.22493	0.19027	0.046687	0.040275	0.029005	0.077652	0.03954	0.040807	0.047132	0.075323	0.17044	0.050675	0.3241	0.063799	0.085887	0.10318	0.035413	0.029862	0.32687	0.072971	0.03189	0.034334	0.048459	0.043027	0.030675	0.047469
Meth__cg15648905__RPL12	0.046474	0.039255	0.042454	0.037562	0.031017	0.035603	0.041629	0.036	0.035359	0.10548	0.041691	0.076702	0.082529	0.044642	0.044077	0.034968	0.07372	0.043853	0.030045	0.038237	0.052982	0.068562	0.061146	0.05353	0.080439	0.07875	0.062859	0.033138	0.031622	0.036596	0.035574	0.046979	0.054163	0.086837	0.068092	0.040416	0.034001
Meth__cg07210490__SMARCD1	0.024172	0.038193	0.050149	0.089642	0.021642	0.2168	0.047845	0.068368	0.025472	0.032681	0.11823	0.67333	0.062375	0.024225	0.098752	0.033367	0.041888	0.018448	0.023949	0.031263	0.021281	0.5175	0.033041	0.038868	0.029196	0.041739	0.045439	0.021482	0.2264	0.029527	0.046027	0.042035	0.1331	0.090709	0.033029	0.022859	0.021344
Meth__cg02537909__COBLL1	0.029808	0.035499	0.03356	0.033483	0.023087	0.22592	0.037433	0.042087	0.025037	0.037012	0.030727	0.039244	0.037224	0.032127	0.037108	0.043236	0.082586	0.020055	0.029669	0.038934	0.032172	0.038164	0.025324	0.033217	0.037604	0.061424	0.067854	0.028451	0.023397	0.027223	0.028852	0.025249	0.021634	0.059566	0.047267	0.029633	0.036106
Meth__cg26359204__NKX6-1	0.58066	0.030883	0.047115	0.0443	0.042788	0.032764	0.04482	0.035977	0.03623	0.046696	0.04915	0.029088	0.1023	0.039097	0.030202	0.033083	0.1016	0.031087	0.050071	0.038271	0.050461	0.034357	0.042421	0.042135	0.18222	0.12852	0.065814	0.027112	0.036606	0.03269	0.037171	0.047455	0.040642	0.060669	0.37331	0.03924	0.045737
Meth__cg24304714__LCE1C	0.30349	0.070051	0.092139	0.66995	0.69032	0.064941	0.16955	0.15861	0.14576	0.089894	0.074781	0.23022	0.11286	0.11929	0.10291	0.087989	0.092884	0.074652	0.10825	0.14276	0.083822	0.077387	0.54417	0.23012	0.12288	0.10335	0.071967	0.074365	0.077664	0.07915	0.61912	0.088029	0.42484	0.24026	0.37316	0.25486	0.34519
Meth__cg20485165__WFDC12	0.60352	0.02287	0.52462	0.6111	0.44386	0.37527	0.105	0.94379	0.81417	0.26209	0.30425	0.96059	0.79015	0.66756	0.48654	0.69452	0.74849	0.02838	0.22083	0.40149	0.90316	0.38833	0.87012	0.14014	0.045263	0.21203	0.040174	0.89291	0.44841	0.02996	0.70145	0.070541	0.10655	0.045424	0.3905	0.22681	0.22674
Meth__cg26261431__PBK	0.067714	0.071902	0.22977	0.15853	0.076288	0.18814	0.10932	0.09717	0.059261	0.1213	0.091583	0.12142	0.15156	0.067363	0.084583	0.076346	0.20355	0.028516	0.089194	0.11906	0.19698	0.12998	0.042154	0.16044	0.10653	0.10884	0.0978	0.041554	0.0523	0.88785	0.18901	0.11822	0.076703	0.13482	0.059065	0.13219	0.24458
Meth__cg03243946__LDHB	0.81874	0.065801	0.94358	0.78427	0.7515	0.083307	0.94948	0.07513	0.12782	0.71975	0.06265	0.10425	0.51188	0.13069	0.47424	0.049203	0.082998	0.093932	0.86189	0.81477	0.94008	0.082992	0.11502	0.063979	0.58266	0.92888	0.065379	0.048668	0.036139	0.060998	0.95878	0.073364	0.18964	0.48413	0.077533	0.86306	0.89466
Meth__cg19162158__NRG1	0.016621	0.013338	0.95732	0.86533	0.017075	0.012799	0.20906	0.8854	0.37432	0.018833	0.81319	0.014376	0.96369	0.30528	0.011086	0.012448	0.048379	0.012443	0.96531	0.71412	0.01975	0.019608	0.10976	0.029835	0.036858	0.92246	0.034366	0.014767	0.0095792	0.011488	0.46791	0.015586	0.92106	0.9627	0.2548	0.012566	0.014452
Meth__cg07579404__RAET1L	0.087452	0.068787	0.10203	0.17103	0.77643	0.39364	0.15838	0.071891	0.075372	0.7589	0.54712	0.1142	0.092885	0.071929	0.079365	0.06985	0.11573	0.071774	0.31721	0.19239	0.26312	0.11751	0.061762	0.80669	0.11516	0.14806	0.10018	0.077687	0.054496	0.05665	0.38404	0.060834	0.62963	0.16031	0.76153	0.31622	0.56342
Meth__cg26944151__FAM69B	0.057485	0.13238	0.34854	0.51781	0.049846	0.045898	0.46456	0.10273	0.041961	0.10313	0.038614	0.49453	0.71569	0.050716	0.16607	0.043307	0.13935	0.04425	0.31738	0.67585	0.058984	0.080038	0.12594	0.81425	0.10916	0.85767	0.080542	0.074633	0.031831	0.045597	0.056002	0.30979	0.044027	0.043953	0.061671	0.54441	0.42765
Meth__cg25938646__SLITRK1	0.83281	0.069806	0.9042	0.7862	0.18022	0.94905	0.63223	0.96744	0.24779	0.22839	0.72005	0.27743	0.93399	0.28532	0.88478	0.063837	0.071051	0.62796	0.18763	0.13399	0.92181	0.43264	0.45904	0.27104	0.032752	0.90393	0.041025	0.072214	0.59884	0.2679	0.76568	0.027814	0.89227	0.084151	0.050733	0.64263	0.48805
U133A__GLRX	6.8448	7.9543	6.2487	5.5297	5.4206	5.9715	5.401	5.7698	5.7644	5.382	6.2804	5.9803	6.3704	6.4851	7.4296	6.5379	6.0868	8.8566	4.4996	5.6094	6.3079	7.2202	5.8142	5.8988	9.5291	5.7724	6.5263	6.9671	6.2362	7.2404	9.8389	7.6701	6.5914	6.1673	5.9565	6.1801	5.2603
Meth__cg09275137__CXorf12	0.06222	0.057975	0.063597	0.088453	0.063064	0.049946	0.078996	0.085612	0.069627	0.05857	0.068686	0.11013	0.078053	0.070415	0.33025	0.060933	0.13866	0.090909	0.054941	0.066007	0.084147	0.059654	0.061551	0.058409	0.099333	0.24018	0.068503	0.046582	0.047693	0.063406	0.051486	0.060911	0.057457	0.14094	0.062241	0.05689	0.067335
Meth__cg04662594__EPB49	0.14413	0.057739	0.6964	0.72603	0.43097	0.20208	0.13383	0.42758	0.54008	0.54104	0.20677	0.91205	0.57936	0.51442	0.43806	0.83929	0.28194	0.029777	0.50257	0.29226	0.62977	0.36075	0.92844	0.22274	0.069732	0.14622	0.10254	0.2259	0.084931	0.046752	0.15904	0.091194	0.56983	0.10303	0.16409	0.081246	0.060638
Meth__cg06746171__ATOX1	0.21874	0.21185	0.90074	0.56731	0.13759	0.8593	0.2508	0.065534	0.077102	0.38852	0.072078	0.36045	0.43483	0.099038	0.15452	0.21337	0.17325	0.48901	0.42068	0.25324	0.24121	0.40054	0.41448	0.56913	0.11368	0.82111	0.20963	0.046474	0.73487	0.10937	0.70679	0.26364	0.32709	0.40347	0.1069	0.12197	0.073457
Meth__cg26803566__SGPP1	0.046025	0.041542	0.068353	0.11419	0.11042	0.15575	0.15105	0.38267	0.47211	0.10898	0.076634	0.22436	0.063582	0.081247	0.088436	0.041768	0.2239	0.063811	0.10493	0.075041	0.098817	0.1458	0.33872	0.05841	0.13648	0.14901	0.10578	0.047287	0.041449	0.03159	0.30908	0.03064	0.065836	0.12871	0.037264	0.05536	0.063159
Meth__cg27153400__ISOC2	0.022236	0.016954	0.021019	0.014401	0.023014	0.01719	0.039643	0.02492	0.016234	0.015983	0.020741	0.022658	0.024109	0.015942	0.022617	0.015252	0.027629	0.013645	0.018453	0.019335	0.020627	0.015617	0.015504	0.017309	0.017763	0.043595	0.035901	0.019114	0.015223	0.018717	0.01443	0.01754	0.01519	0.077818	0.01737	0.02563	0.023401
Meth__cg03969797__MKRN3	0.81641	0.029543	0.068598	0.907	0.04523	0.23261	0.74664	0.46503	0.053947	0.089675	0.088269	0.40897	0.089109	0.077239	0.030338	0.055966	0.09046	0.042816	0.68999	0.4292	0.43007	0.053492	0.43303	0.14949	0.14559	0.22583	0.043486	0.29547	0.052284	0.11317	0.06341	0.096928	0.43829	0.35886	0.26941	0.27137	0.21105
Meth__cg18108623__FLJ34922	0.52587	0.047571	0.51125	0.91194	0.44684	0.040587	0.87042	0.44943	0.048214	0.83359	0.19178	0.21032	0.60872	0.053182	0.77523	0.041857	0.13461	0.73477	0.92731	0.89752	0.73239	0.38979	0.36355	0.57632	0.74308	0.84745	0.10458	0.53508	0.45835	0.04187	0.88908	0.11569	0.55394	0.40836	0.062218	0.2376	0.10762
Meth__cg09486567__OVOL2	0.03084	0.024781	0.044688	0.030974	0.019284	0.48063	0.029513	0.026974	0.027973	0.020482	0.024414	0.08492	0.044733	0.018167	0.032037	0.016522	0.08742	0.021918	0.016695	0.025086	0.041027	0.029171	0.01797	0.05854	0.038909	0.03961	0.0309	0.031643	0.016539	0.027091	0.018647	0.013974	0.022236	0.082909	0.048011	0.038367	0.043205
Meth__cg02917972__ZCCHC11	0.018051	0.021335	0.018389	0.022561	0.02766	0.028381	0.028541	0.024448	0.018361	0.021096	0.020241	0.03223	0.027885	0.018252	0.021419	0.020577	0.04531	0.019487	0.96114	0.71142	0.30678	0.024658	0.027086	0.02696	0.043696	0.048544	0.031808	0.023926	0.018024	0.018547	0.023409	0.024772	0.022559	0.03698	0.030783	0.026276	0.025528
U133A__RAI14	5.8045	6.8528	7.6505	6.5191	4.7329	7.1977	6.3754	6.2722	5.5801	7.0817	6.0818	5.9586	7.2175	4.9184	8.4573	6.3942	8.6065	6.5584	5.6957	5.9513	5.9509	8.3284	6.7127	7.088	4.6179	5.8292	6.033	4.3547	5.7551	7.8314	6.3683	4.7881	6.0277	5.7235	6.4105	4.2361	5.793
Meth__cg05251000__FREQ	0.13028	0.68634	0.11591	0.19548	0.21354	0.062998	0.18953	0.90787	0.046403	0.56117	0.05481	0.8035	0.23022	0.14121	0.35542	0.046233	0.20407	0.050861	0.34345	0.19926	0.22895	0.28195	0.54086	0.2879	0.15863	0.31888	0.63603	0.19251	0.16377	0.040339	0.50691	0.4908	0.80296	0.17996	0.85124	0.18055	0.063384
Meth__cg07067241__TRPC1	0.18416	0.06884	0.42828	0.36853	0.072527	0.064265	0.094885	0.079759	0.10541	0.096421	0.11479	0.11432	0.14535	0.0948	0.09563	0.061525	0.1051	0.044811	0.062027	0.083521	0.10581	0.083419	0.071569	0.096374	0.6366	0.76145	0.14125	0.076571	0.062063	0.10968	0.15335	0.059744	0.095375	0.1187	0.09666	0.11486	0.065246
Meth__cg01580888__RHPN2	0.038298	0.052911	0.51259	0.18257	0.512	0.27321	0.065916	0.035344	0.016787	0.20367	0.042638	0.10347	0.16626	0.021102	0.1861	0.064693	0.053237	0.046259	0.042554	0.046313	0.31816	0.041484	0.048467	0.11027	0.028426	0.064548	0.14715	0.020696	0.021141	0.037982	0.10216	0.025045	0.31543	0.030203	0.032309	0.26606	0.19783
Meth__cg24987170__ADCK1	0.045184	0.02027	0.51034	0.35435	0.09349	0.14724	0.067504	0.14046	0.041556	0.1203	0.074293	0.073609	0.13642	0.076785	0.080884	0.065834	0.074995	0.074313	0.11253	0.081156	0.063412	0.050699	0.04559	0.22837	0.084579	0.14515	0.08293	0.031458	0.32714	0.058361	0.37975	0.041812	0.08587	0.081395	0.024583	0.051379	0.047063
Meth__cg15364537__MFSD4	0.056693	0.40783	0.75873	0.61152	0.077646	0.89274	0.72975	0.043005	0.033433	0.048755	0.064689	0.080726	0.94665	0.07156	0.81699	0.052281	0.060861	0.04076	0.10699	0.60519	0.10369	0.047832	0.18582	0.72027	0.13021	0.96833	0.18095	0.059419	0.37721	0.044805	0.85868	0.09525	0.9847	0.1322	0.47134	0.28902	0.11638
Meth__cg23984130__	0.87046	0.095529	0.53005	0.72027	0.68799	0.09196	0.2501	0.14077	0.79307	0.37072	0.40109	0.40737	0.15511	0.59756	0.18255	0.069043	0.087997	0.10677	0.06664	0.10825	0.12777	0.081875	0.59518	0.43358	0.19014	0.11661	0.087285	0.066827	0.10613	0.073952	0.82706	0.0965	0.206	0.086814	0.46876	0.47577	0.48163
Meth__cg12917695__HSPC268	0.031399	0.026793	0.02361	0.023393	0.018942	0.03003	0.027682	0.42659	0.020179	0.030627	0.031381	0.03669	0.05717	0.022528	0.026343	0.023968	0.063065	0.014693	0.019355	0.021519	0.026906	0.022957	0.018039	0.030768	0.048765	0.050704	0.0544	0.023365	0.019689	0.023695	0.015981	0.018073	0.019211	0.09243	0.03499	0.02668	0.029729
Meth__cg18611245__ZGPAT	0.067047	0.099651	0.099911	0.43502	0.54202	0.054237	0.35095	0.10638	0.085765	0.59701	0.037915	0.16831	0.1352	0.092656	0.096894	0.055208	0.054076	0.052151	0.22721	0.12107	0.38148	0.6198	0.48952	0.11149	0.31145	0.084063	0.1695	0.046112	0.065809	0.13169	0.20191	0.049979	0.053221	0.35608	0.89933	0.053818	0.056105
Meth__cg09262269__LOX	0.086985	0.032973	0.94566	0.24114	0.042116	0.023233	0.24227	0.099307	0.050133	0.056698	0.022749	0.1009	0.6318	0.057432	0.070448	0.040406	0.058531	0.030683	0.050663	0.054087	0.94538	0.51666	0.048353	0.063926	0.096433	0.57393	0.075687	0.028878	0.029597	0.044871	0.27386	0.084233	0.9074	0.045465	0.29398	0.049419	0.07924
Meth__cg25559625__EDN1	0.048993	0.038161	0.063303	0.050755	0.05068	0.040625	0.043986	0.049567	0.037423	0.042372	0.063881	0.049369	0.10085	0.037802	0.038949	0.036715	0.084762	0.032744	0.035875	0.047795	0.87846	0.046533	0.053687	0.045074	0.10014	0.1033	0.056018	0.071986	0.037518	0.039515	0.047236	0.034587	0.063981	0.14133	0.19919	0.049543	0.060168
Meth__cg04770504__DFNA5	0.52962	0.032854	0.60618	0.92466	0.48612	0.030053	0.95623	0.9483	0.067309	0.064716	0.052992	0.074781	0.75957	0.12752	0.052437	0.044207	0.36641	0.072843	0.95092	0.93682	0.71317	0.042381	0.50592	0.45295	0.13904	0.92959	0.073621	0.0367	0.027205	0.036375	0.57557	0.049225	0.95233	0.5694	0.049665	0.48783	0.66278
Meth__cg19511844__ORMDL3	0.0263	0.02883	0.93714	0.82419	0.6125	0.18871	0.03638	0.034751	0.50429	0.13289	0.055745	0.052792	0.48829	0.42103	0.025669	0.073937	0.4559	0.030466	0.17747	0.31716	0.030721	0.048531	0.3058	0.71615	0.094236	0.55925	0.10034	0.026971	0.041576	0.55691	0.28517	0.65722	0.026665	0.033513	0.39507	0.033229	0.032844
Meth__cg05508558__CR2	0.056057	0.047035	0.13412	0.41425	0.10619	0.15455	0.19303	0.56419	0.12843	0.22008	0.13928	0.27273	0.64131	0.11012	0.42987	0.19946	0.10586	0.051002	0.085644	0.083333	0.22345	0.099276	0.11159	0.11374	0.057042	0.098428	0.053953	0.19841	0.17483	0.0797	0.53681	0.057602	0.27892	0.078403	0.1375	0.1526	0.12794
Meth__cg25266232__DCC	0.09382	0.040821	0.87001	0.61709	0.061837	0.40717	0.75241	0.93344	0.23345	0.79308	0.72965	0.047567	0.081388	0.24879	0.57088	0.46534	0.26438	0.035789	0.35927	0.57195	0.47117	0.053337	0.27712	0.22315	0.21253	0.86132	0.050503	0.037986	0.66252	0.074959	0.038038	0.4219	0.7083	0.056073	0.049391	0.12524	0.13092
Meth__cg25033972__RIPK4	0.45568	0.42398	0.34749	0.13054	0.22472	0.071904	0.51815	0.04601	0.10906	0.2705	0.1482	0.092322	0.83056	0.13059	0.80448	0.10513	0.22132	0.14335	0.53434	0.69156	0.86373	0.080329	0.26521	0.63071	0.14233	0.61365	0.12389	0.044764	0.11773	0.10218	0.92049	0.68488	0.89442	0.090748	0.10702	0.21505	0.20724
Meth__cg22915732__MGC34646	0.33604	0.086133	0.52077	0.16336	0.06219	0.19843	0.39068	0.17527	0.10539	0.060303	0.23652	0.39105	0.47809	0.1048	0.2191	0.47148	0.17721	0.11691	0.1226	0.13383	0.44685	0.094946	0.078136	0.14554	0.31263	0.4414	0.15974	0.064237	0.17196	0.11995	0.094164	0.082634	0.17092	0.25697	0.14518	0.1099	0.061936
Meth__cg15488251__MYH11	0.15454	0.020876	0.09475	0.038889	0.021869	0.36202	0.055943	0.87328	0.023598	0.024129	0.71583	0.033875	0.70104	0.026487	0.023077	0.022659	0.055456	0.043055	0.68557	0.2473	0.036745	0.02652	0.12853	0.029308	0.041887	0.88606	0.043705	0.019242	0.019092	0.024844	0.024329	0.018375	0.075158	0.046486	0.035695	0.028327	0.19418
Meth__cg01692815__AP3B1	0.030966	0.023015	0.03584	0.22735	0.024831	0.96035	0.027117	0.03137	0.023453	0.034778	0.031883	0.045308	0.81261	0.07852	0.11121	0.024004	0.091707	0.025337	0.021149	0.026162	0.027157	0.043068	0.02261	0.043586	0.023734	0.05969	0.035468	0.023667	0.020616	0.018752	0.016385	0.021608	0.41634	0.063047	0.021747	0.031763	0.024985
Meth__cg02304930__SERTAD4	0.058279	0.051735	0.066426	0.077568	0.049817	0.13111	0.082451	0.3032	0.054249	0.11241	0.058645	0.10989	0.091734	0.065124	0.058199	0.056364	0.10574	0.051268	0.090964	0.090946	0.067492	0.056947	0.061169	0.069638	0.13195	0.12454	0.092409	0.099217	0.044649	0.069024	0.066662	0.048576	0.067131	0.094616	0.087461	0.049536	0.06155
Meth__cg11504897__NRN1	0.71248	0.13355	0.2036	0.23187	0.17096	0.73864	0.91686	0.53527	0.10196	0.48291	0.55657	0.16727	0.18441	0.19641	0.086957	0.24143	0.1365	0.85746	0.42814	0.2273	0.95321	0.10845	0.29889	0.38222	0.18857	0.94573	0.20638	0.12034	0.11563	0.12634	0.48459	0.10842	0.12256	0.19759	0.92162	0.65629	0.88658
