Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB157	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg27285599__FLJ13841	0.056612	0.050539	0.62383	0.057414	0.042154	0.90618	0.059638	0.88838	0.049905	0.062617	0.64787	0.1119	0.19066	0.22454	0.051407	0.71732	0.8969	0.20849	0.90339	0.050433	0.059802	0.88602	0.89484	0.064811	0.10026	0.085314	0.09468	0.71524	0.47178	0.85135	0.057365	0.11882	0.063553	0.061965	0.059326	0.11601
Meth__cg13658777__PDHA1	0.54705	0.061812	0.11545	0.072585	0.078825	0.070779	0.12195	0.15146	0.10421	0.092339	0.096065	0.50459	0.41875	0.073493	0.10838	0.062749	0.11196	0.46036	0.056318	0.069168	0.075484	0.23708	0.13359	0.43502	0.12114	0.40845	0.12583	0.59579	0.11699	0.35058	0.4519	0.12834	0.20898	0.45468	0.31021	0.068335
Meth__cg17483510__GNB4	0.04388	0.3433	0.95522	0.9261	0.1907	0.031276	0.036469	0.042042	0.046275	0.02561	0.024933	0.46965	0.18366	0.50267	0.1399	0.040191	0.032779	0.061339	0.022689	0.92657	0.90161	0.028924	0.057845	0.60763	0.58489	0.94871	0.2567	0.038827	0.031636	0.037131	0.86692	0.96408	0.16311	0.59154	0.64456	0.22645
Meth__cg00466249__MGC15523	0.092023	0.065303	0.2403	0.071753	0.15167	0.76543	0.1075	0.35207	0.37706	0.20109	0.10238	0.63695	0.43023	0.050742	0.32491	0.36145	0.24243	0.083399	0.89086	0.044207	0.068353	0.77008	0.25636	0.06278	0.14313	0.10094	0.12175	0.32064	0.047963	0.23162	0.53284	0.53721	0.19014	0.32812	0.086398	0.070755
Meth__cg20099806__CCDC47	0.10082	0.076132	0.15112	0.10843	0.25443	0.22661	0.10941	0.079662	0.13664	0.53897	0.18051	0.20025	0.10241	0.078779	0.14411	0.10555	0.082784	0.20745	0.084237	0.055494	0.097668	0.063229	0.44799	0.073329	0.13957	0.080694	0.17324	0.073174	0.11426	0.11131	0.11699	0.049203	0.13978	0.095025	0.090868	0.1311
Meth__cg09038676__GSTP1	0.043922	0.92905	0.91913	0.93821	0.13064	0.033425	0.93675	0.027828	0.035013	0.38267	0.031564	0.8879	0.85315	0.95869	0.26543	0.067148	0.03407	0.67467	0.03345	0.95573	0.93295	0.052318	0.67868	0.93284	0.10845	0.88543	0.83557	0.032769	0.021812	0.025145	0.026119	0.94835	0.5424	0.91433	0.17162	0.11993
Meth__cg26320696__PARVA	0.045123	0.045545	0.06651	0.058436	0.21509	0.094598	0.13378	0.05585	0.057892	0.076424	0.098856	0.046501	0.11485	0.19498	0.04316	0.042573	0.043187	0.080539	0.033349	0.3308	0.41893	0.04359	0.055866	0.044526	0.067879	0.11977	0.058355	0.032857	0.027294	0.26751	0.21816	0.062335	0.074991	0.040244	0.24667	0.35727
Meth__cg01092561__PPP1R3B	0.019372	0.029426	0.02749	0.024251	0.021764	0.66467	0.034577	0.02303	0.014297	0.027148	0.024439	0.029179	0.039203	0.020252	0.02098	0.039019	0.02046	0.10877	0.016595	0.022178	0.029634	0.024847	0.36332	0.034479	0.029693	0.045771	0.04036	0.031466	0.020678	0.026965	0.020862	0.017746	0.025261	0.024417	0.019901	0.020171
Meth__cg01794265__FAM105A	0.038804	0.096085	0.17493	0.08539	0.11229	0.11507	0.078544	0.059717	0.045064	0.04963	0.043336	0.27968	0.19068	0.044531	0.051505	0.12434	0.045642	0.17495	0.20514	0.1071	0.047553	0.037058	0.11785	0.04973	0.10044	0.10324	0.13745	0.074545	0.043772	0.11545	0.088449	0.10157	0.10482	0.055076	0.055208	0.04757
Meth__cg25225238__GRM3	0.60765	0.071088	0.094964	0.58193	0.16772	0.12087	0.32116	0.53629	0.45122	0.10699	0.70752	0.148	0.30114	0.61101	0.3757	0.082604	0.067422	0.067659	0.065458	0.15061	0.11333	0.075851	0.49947	0.34339	0.12112	0.3155	0.079736	0.077087	0.27349	0.20521	0.76859	0.083049	0.12667	0.30463	0.31582	0.41367
Meth__cg13765621__CD1D	0.76692	0.076191	0.048002	0.69217	0.2335	0.033482	0.06591	0.038977	0.17429	0.42358	0.53905	0.098291	0.6729	0.018494	0.21568	0.34393	0.50189	0.049811	0.035379	0.1117	0.10882	0.7665	0.060201	0.14483	0.067558	0.10246	0.064446	0.57401	0.31379	0.071783	0.445	0.36461	0.09081	0.4736	0.41647	0.29006
Meth__cg13494498__TUBB3	0.046872	0.13336	0.62396	0.047158	0.036153	0.038025	0.069223	0.031616	0.02919	0.049614	0.038625	0.24397	0.46106	0.19644	0.032787	0.21324	0.032626	0.10957	0.028996	0.073983	0.054421	0.1119	0.087656	0.13555	0.075631	0.88061	0.14434	0.032822	0.033874	0.028216	0.029652	0.43272	0.79955	0.08083	0.33456	0.034195
Meth__cg26616347__IRF5	0.14677	0.058382	0.38473	0.33128	0.43503	0.81039	0.2491	0.84899	0.12392	0.13907	0.73231	0.76733	0.31242	0.046891	0.10286	0.31604	0.29645	0.098395	0.1091	0.40374	0.1771	0.47389	0.46016	0.18779	0.094738	0.11156	0.06692	0.60522	0.12047	0.055207	0.62283	0.19644	0.17922	0.58015	0.31227	0.45994
Meth__cg22625415__ITGA1	0.60308	0.076282	0.47479	0.46853	0.45982	0.8073	0.83415	0.44849	0.075128	0.076412	0.13008	0.25649	0.17915	0.090284	0.10748	0.088476	0.24205	0.17592	0.052189	0.8654	0.35681	0.19048	0.19372	0.16798	0.11227	0.7655	0.17351	0.10044	0.056501	0.88209	0.62221	0.88316	0.19205	0.10731	0.49341	0.65707
Meth__cg15043975__RASSF1	0.11396	0.12291	0.1699	0.16085	0.15702	0.17033	0.13314	0.084924	0.4897	0.53376	0.14084	0.40436	0.83477	0.089381	0.43278	0.14124	0.10287	0.10449	0.10404	0.42663	0.12891	0.60659	0.12301	0.17912	0.11735	0.13471	0.13634	0.077685	0.077633	0.32139	0.10475	0.075955	0.26568	0.17102	0.071496	0.092214
Meth__cg24448259__CPVL	0.61752	0.031732	0.84305	0.24758	0.048667	0.62953	0.46031	0.89881	0.042811	0.40053	0.061201	0.11241	0.85695	0.087791	0.090716	0.85326	0.041842	0.069727	0.12357	0.64145	0.61469	0.34449	0.51258	0.82935	0.17108	0.41738	0.060273	0.57759	0.073451	0.071853	0.9024	0.72876	0.057904	0.056028	0.41213	0.61918
Meth__cg17556578__RAB8B	0.043897	0.027209	0.077563	0.051246	0.043012	0.041863	0.071832	0.031367	0.036127	0.038974	0.033378	0.041796	0.045222	0.092395	0.05051	0.044386	0.030918	0.056604	0.030803	0.030079	0.040266	0.034705	0.044126	0.044164	0.054121	0.12557	0.087407	0.035531	0.031603	0.030557	0.065577	0.044523	0.040916	0.046022	0.19066	0.14544
Meth__cg20777437__CDCP2	0.033855	0.049281	0.68261	0.55184	0.22595	0.75859	0.47886	0.67682	0.028533	0.29262	0.047256	0.2345	0.36136	0.069201	0.032479	0.25573	0.23068	0.091008	0.083544	0.63427	0.63745	0.61589	0.7462	0.30892	0.12561	0.28617	0.28674	0.56435	0.27528	0.3427	0.1418	0.048336	0.30368	0.15582	0.055663	0.06255
Meth__cg11594131__XPO1	0.069086	0.073288	0.078168	0.080343	0.049293	0.07588	0.075376	0.78604	0.060722	0.067406	0.089147	0.031497	0.10647	0.067872	0.052869	0.060386	0.070439	0.12273	0.060508	0.052913	0.062179	0.081036	0.12034	0.071823	0.10492	0.11971	0.098552	0.061061	0.070976	0.067991	0.061713	0.055783	0.10436	0.066569	0.060207	0.073534
Meth__cg27425193__HSPB1	0.079819	0.25986	0.1392	0.085601	0.046136	0.55092	0.062539	0.054591	0.06193	0.071151	0.1072	0.042042	0.072622	0.04057	0.3043	0.6377	0.10043	0.1196	0.04904	0.071847	0.10141	0.096834	0.077933	0.089248	0.079026	0.093367	0.51412	0.051982	0.055599	0.053888	0.45645	0.038697	0.059219	0.050455	0.044928	0.057225
Meth__cg13948987__HCRTR2	0.67377	0.022729	0.90693	0.66716	0.36555	0.81381	0.9165	0.98124	0.034487	0.030035	0.4965	0.04801	0.33855	0.7274	0.11763	0.52767	0.032308	0.069981	0.035593	0.40848	0.85279	0.16071	0.82127	0.92598	0.044001	0.5418	0.062438	0.019771	0.39618	0.3958	0.59239	0.52506	0.020242	0.38517	0.31672	0.053469
Meth__cg11846956__KLK10	0.8711	0.043766	0.041038	0.26967	0.038411	0.60546	0.5067	0.026443	0.031417	0.034836	0.60844	0.32191	0.076531	0.11006	0.061442	0.049934	0.13414	0.070482	0.40904	0.10622	0.071852	0.037644	0.92193	0.24335	0.3089	0.95154	0.37397	0.033694	0.065747	0.11328	0.023171	0.058043	0.061825	0.036092	0.035485	0.032108
Meth__cg25346576__CCDC55	0.023732	0.04265	0.033852	0.025477	0.019688	0.027433	0.029365	0.087559	0.02042	0.026551	0.028928	0.021277	0.046803	0.068078	0.021061	0.021278	0.071288	0.045259	0.018667	0.024483	0.022779	0.039046	0.052603	0.021515	0.027046	0.035491	0.037674	0.031031	0.02022	0.21963	0.059559	0.016101	0.0196	0.028576	0.01986	0.081589
Meth__cg08587542__KIAA0141	0.050056	0.030186	0.074563	0.24895	0.063273	0.042846	0.041942	0.069327	0.10613	0.062808	0.035294	0.33955	0.074378	0.039765	0.1117	0.067971	0.042003	0.090825	0.029932	0.037509	0.036745	0.038958	0.097853	0.069145	0.056696	0.097022	0.075361	0.03365	0.058409	0.044285	0.048617	0.030236	0.18401	0.050012	0.054727	0.043205
Meth__cg19011603__RP11-311P8.3	0.59982	0.044867	0.11524	0.062821	0.093927	0.043011	0.070985	0.42534	0.39023	0.037832	0.069666	0.17313	0.099761	0.67524	0.36828	0.076443	0.047067	0.16129	0.062833	0.080656	0.077385	0.11693	0.077115	0.079015	0.17964	0.43354	0.057307	0.056895	0.050005	0.50395	0.066174	0.26423	0.23173	0.41423	0.38766	0.051392
Meth__cg16504798__MYO1F	0.12611	0.71845	0.23167	0.15791	0.17267	0.51247	0.346	0.80888	0.035861	0.092889	0.15055	0.60817	0.52796	0.066877	0.042292	0.30949	0.2557	0.089912	0.034403	0.63331	0.6592	0.748	0.46723	0.64124	0.14556	0.34618	0.4146	0.035864	0.041952	0.068864	0.76835	0.62575	0.15933	0.35566	0.15913	0.28355
Meth__cg20059151__SLC44A3	0.05867	0.090672	0.058833	0.21277	0.26937	0.88752	0.062381	0.10725	0.060601	0.077659	0.24563	0.054478	0.1248	0.057041	0.075363	0.066485	0.10448	0.12155	0.34943	0.091606	0.1771	0.79484	0.80344	0.087736	0.075878	0.5145	0.17807	0.23499	0.055464	0.37573	0.1082	0.25629	0.085582	0.083069	0.079902	0.10886
Meth__cg13297865__ELOVL4	0.59645	0.029363	0.98416	0.28758	0.02509	0.63476	0.68403	0.032604	0.048738	0.021187	0.24412	0.091312	0.6325	0.03121	0.45171	0.023648	0.032408	0.47151	0.021131	0.65944	0.49875	0.030115	0.95347	0.96565	0.5189	0.94143	0.071198	0.019665	0.022951	0.071963	0.025118	0.032825	0.035149	0.023318	0.026539	0.027604
Meth__cg21237418__RAB34	0.023467	0.94707	0.31359	0.96542	0.88582	0.018763	0.93829	0.024551	0.082526	0.95641	0.028467	0.43625	0.95236	0.96792	0.12134	0.97133	0.020995	0.059652	0.036948	0.82026	0.96915	0.039639	0.097682	0.95489	0.082457	0.94688	0.9371	0.019285	0.022629	0.01512	0.93148	0.9667	0.77845	0.52197	0.50792	0.93949
Meth__cg01824804__LOX	0.098663	0.18623	0.47649	0.096379	0.10447	0.065911	0.54058	0.087756	0.076542	0.080889	0.12839	0.086953	0.29606	0.045344	0.066946	0.090064	0.081658	0.089896	0.065785	0.43696	0.075304	0.088999	0.12632	0.07578	0.13436	0.50199	0.10757	0.067369	0.061463	0.087932	0.29462	0.657	0.14392	0.084681	0.10139	0.11473
Meth__cg20141916__PLEK2	0.025739	0.016512	0.027725	0.024958	0.012363	0.96235	0.022959	0.021807	0.01681	0.025009	0.025692	0.014583	0.033263	0.018312	0.015887	0.71779	0.023761	0.033179	0.13087	0.014599	0.017465	0.10086	0.0377	0.023185	0.03183	0.020557	0.035861	0.24596	0.018641	0.012534	0.01386	0.027347	0.02304	0.019842	0.016765	0.72204
Meth__cg21633208__LNK	0.052712	0.05058	0.18524	0.22533	0.051305	0.26331	0.048255	0.82099	0.040329	0.044705	0.22324	0.04402	0.10348	0.034731	0.039432	0.059925	0.36324	0.096326	0.28542	0.10543	0.058281	0.058628	0.05967	0.10813	0.073623	0.50633	0.068263	0.042328	0.039799	0.031978	0.042641	0.036913	0.0551	0.045537	0.099798	0.081563
Meth__cg17173423__MS4A3	0.86027	0.055443	0.79051	0.88235	0.26151	0.076988	0.6842	0.4508	0.87488	0.13339	0.70914	0.45963	0.67265	0.06177	0.66964	0.40666	0.15219	0.13572	0.070799	0.12818	0.32767	0.086049	0.2498	0.72073	0.16708	0.21183	0.10183	0.081574	0.23707	0.079686	0.81791	0.2272	0.25187	0.28859	0.56238	0.73303
Meth__cg17853587__NDST3	0.049418	0.04951	0.38191	0.14902	0.11258	0.089272	0.089234	0.059754	0.052538	0.052301	0.068285	0.14228	0.16231	0.065151	0.062835	0.091229	0.084261	0.11755	0.15004	0.092503	0.076842	0.041907	0.13653	0.059035	0.10305	0.084718	0.098684	0.057066	0.055796	0.056286	0.14055	0.56605	0.2547	0.077331	0.069909	0.060868
Meth__cg15444978__MARK3	0.063794	0.038906	0.10246	0.072079	0.051065	0.042668	0.047046	0.055449	0.053314	0.048856	0.068949	0.061641	0.11986	0.046517	0.051601	0.082609	0.034458	0.10393	0.075476	0.052019	0.070043	0.041837	0.15362	0.15244	0.064858	0.39113	0.1943	0.042875	0.037021	0.064212	0.055673	0.064476	0.092911	0.046748	0.075145	0.19469
Meth__cg01836044__PCDH20	0.056327	0.051085	0.61467	0.063507	0.043961	0.077138	0.05921	0.042091	0.08352	0.049416	0.1348	0.099472	0.202	0.044507	0.056671	0.047998	0.27356	0.067349	0.044913	0.055302	0.072255	0.062786	0.097367	0.056733	0.1169	0.19367	0.074817	0.040988	0.050268	0.062242	0.28727	0.053535	0.14992	0.045825	0.051378	0.05558
Meth__cg24710886__PUM1	0.057565	0.037617	0.043064	0.051257	0.037999	0.59311	0.03541	0.037525	0.026997	0.054368	0.029283	0.040979	0.09044	0.042009	0.030193	0.035455	0.041319	0.041275	0.065531	0.061009	0.045911	0.042651	0.10182	0.05996	0.054777	0.068752	0.05034	0.026483	0.029891	0.036709	0.053723	0.028115	0.13747	0.055388	0.047882	0.046897
Meth__cg01410472__CRISPLD1	0.0654	0.043874	0.85681	0.60379	0.035429	0.43457	0.67575	0.1153	0.027772	0.2652	0.055383	0.23167	0.7894	0.027545	0.30728	0.054689	0.060168	0.17469	0.047962	0.26307	0.054295	0.25566	0.50885	0.65428	0.46549	0.8487	0.059264	0.034384	0.042865	0.082939	0.55141	0.82948	0.05	0.46402	0.028972	0.050342
Meth__cg06625414__SLC4A3	0.0283	0.034429	0.038522	0.032394	0.029896	0.035203	0.037644	0.020633	0.032684	0.036827	0.035574	0.030828	0.065608	0.024698	0.030484	0.035797	0.026047	0.054843	0.028019	0.038977	0.030246	0.043321	0.35252	0.032636	0.053232	0.14389	0.068371	0.025801	0.02532	0.034957	0.039594	0.025241	0.044553	0.040828	0.034987	0.033964
Meth__cg27049761__B3GNT4	0.32335	0.13901	0.92526	0.7035	0.50529	0.93122	0.82847	0.1749	0.057051	0.97337	0.15853	0.5287	0.63453	0.054769	0.080078	0.24971	0.48333	0.24697	0.48666	0.96798	0.93183	0.72918	0.92187	0.9493	0.17995	0.94748	0.12687	0.091545	0.044722	0.40224	0.52586	0.73824	0.54575	0.071722	0.075837	0.080833
Meth__cg06385087__CTSZ	0.027811	0.067591	0.038488	0.041837	0.77845	0.49182	0.1994	0.59265	0.89169	0.47671	0.69077	0.1198	0.030352	0.36165	0.55776	0.4386	0.027187	0.038879	0.020528	0.94259	0.94848	0.52254	0.10006	0.163	0.046032	0.58737	0.054617	0.026139	0.02193	0.024036	0.68424	0.022763	0.05047	0.054953	0.16232	0.060018
Meth__cg20173259__LHB	0.058063	0.049879	0.25011	0.19784	0.083023	0.54063	0.05912	0.10294	0.037469	0.24715	0.073212	0.57186	0.22078	0.41299	0.043381	0.34747	0.66375	0.15645	0.06335	0.08926	0.11266	0.81716	0.10084	0.34766	0.13362	0.14195	0.13485	0.054517	0.22624	0.099222	0.055272	0.05098	0.56895	0.12448	0.18056	0.10879
Meth__cg02452985__BCL11B	0.81308	0.027594	0.032549	0.046263	0.34472	0.72425	0.15759	0.032977	0.060864	0.67981	0.41718	0.022392	0.025311	0.096774	0.060287	0.017118	0.019093	0.069913	0.040412	0.019595	0.52589	0.023281	0.94083	0.022065	0.027068	0.97759	0.047302	0.015566	0.015846	0.033887	0.017209	0.98635	0.62255	0.72156	0.021517	0.02365
Meth__cg16426459__MLPH	0.034597	0.027386	0.050199	0.033862	0.022754	0.36942	0.037924	0.18624	0.16764	0.031037	0.73854	0.60712	0.064189	0.019129	0.12043	0.035288	0.025081	0.062134	0.40624	0.028268	0.034835	0.18509	0.059978	0.035243	0.044506	0.059487	0.060522	0.10869	0.37953	0.8922	0.028759	0.022398	0.063761	0.036298	0.025404	0.03785
Meth__cg19392138__ZNF449	0.063894	0.033851	0.060122	0.080823	0.034817	0.020958	0.061154	0.36651	0.03904	0.25663	0.03153	0.14364	0.05075	0.05868	0.024966	0.025068	0.1068	0.049653	0.021896	0.089095	0.099418	0.023583	0.049599	0.11467	0.031583	0.11754	0.067553	0.31931	0.028155	0.067455	0.27029	0.039598	0.081348	0.38213	0.077383	0.034402
Meth__cg05702737__WNT10A	0.49771	0.067426	0.9326	0.33955	0.47094	0.46121	0.6995	0.58127	0.097413	0.39204	0.49354	0.083738	0.88081	0.19084	0.10279	0.87836	0.11996	0.24296	0.05109	0.66574	0.69799	0.85093	0.60352	0.50694	0.092156	0.85438	0.077097	0.074685	0.052129	0.12068	0.18759	0.61044	0.23625	0.069113	0.21628	0.33111
Meth__cg25092328__PXMP4	0.044222	0.045294	0.049441	0.89603	0.59255	0.31103	0.083673	0.036136	0.64542	0.061511	0.53938	0.5809	0.53962	0.073716	0.66569	0.042064	0.038839	0.89714	0.055342	0.04602	0.050468	0.042638	0.07076	0.44422	0.093869	0.064818	0.087793	0.045192	0.04262	0.043641	0.04471	0.074453	0.10053	0.89752	0.046594	0.55754
Meth__cg19379303__AYP1	0.024996	0.040782	0.024217	0.030662	0.018911	0.022808	0.042424	0.018703	0.023939	0.02344	0.020771	0.025309	0.045363	0.98286	0.024195	0.085246	0.023509	0.04547	0.016814	0.015898	0.025532	0.09376	0.093573	0.029893	0.035184	0.034483	0.037745	0.025701	0.015613	0.023551	0.032284	0.022528	0.061911	0.02625	0.022757	0.020305
Meth__cg13905388__CDCA4	0.10255	0.077292	0.14661	0.11657	0.061063	0.10533	0.12832	0.74455	0.10269	0.099053	0.12982	0.19693	0.12244	0.071729	0.11129	0.13941	0.08441	0.13153	0.12389	0.075459	0.1006	0.090976	0.15595	0.1056	0.13553	0.1117	0.095718	0.11265	0.084808	0.0714	0.048931	0.06315	0.17311	0.11334	0.093197	0.11071
Meth__cg02286642__ZNF254	0.1164	0.44345	0.09436	0.11191	0.082791	0.08069	0.256	0.92106	0.64787	0.89968	0.86589	0.15768	0.41892	0.076984	0.65406	0.075045	0.099595	0.13541	0.45289	0.071952	0.078075	0.49411	0.11481	0.091965	0.1764	0.86098	0.57422	0.078352	0.67014	0.091262	0.90065	0.88917	0.17217	0.61104	0.77955	0.81618
Meth__cg25507001__NME5	0.05473	0.05429	0.88765	0.89183	0.034109	0.32788	0.89313	0.90876	0.080675	0.39236	0.52458	0.89235	0.85673	0.075799	0.11091	0.43794	0.059944	0.14178	0.061062	0.55468	0.3751	0.76126	0.68478	0.83104	0.097833	0.8026	0.13633	0.032695	0.82648	0.13657	0.89678	0.70639	0.13074	0.058738	0.24708	0.21109
Meth__cg11939071__DTX1	0.56512	0.090617	0.9816	0.70611	0.5138	0.86471	0.938	0.23336	0.025676	0.26427	0.19276	0.64125	0.92865	0.11181	0.044936	0.59108	0.089937	0.096682	0.02687	0.96622	0.79142	0.051415	0.79198	0.19873	0.063647	0.6609	0.18209	0.059656	0.55218	0.13395	0.52354	0.9805	0.20106	0.45062	0.53641	0.070016
Meth__cg18394496__LOC374395	0.018797	0.019734	0.026044	0.022853	0.022299	0.019679	0.035363	0.014716	0.014609	0.036748	0.023352	0.016919	0.10596	0.013555	0.027086	0.026312	0.024727	0.11954	0.017068	0.02094	0.028804	0.03179	0.072865	0.02956	0.049754	0.026695	0.041843	0.024904	0.019781	0.018361	0.014971	0.034003	0.045227	0.023201	0.031435	0.02705
Meth__cg17347389__TRIM9	0.83369	0.73551	0.9246	0.92404	0.155	0.046816	0.88131	0.05453	0.082559	0.23349	0.12795	0.5986	0.88072	0.14818	0.14051	0.073327	0.098344	0.095594	0.052662	0.82109	0.92548	0.083703	0.42154	0.47653	0.15796	0.79553	0.58316	0.052246	0.34666	0.12754	0.20498	0.073657	0.06517	0.43143	0.76646	0.80781
Meth__cg04005707__FLJ21511	0.12982	0.043118	0.55118	0.35222	0.46558	0.94222	0.52021	0.91594	0.032524	0.90249	0.9349	0.055657	0.90502	0.23173	0.11329	0.83309	0.40982	0.066608	0.4111	0.94702	0.71636	0.88855	0.8918	0.58308	0.23063	0.50331	0.095736	0.049851	0.056325	0.38811	0.10674	0.70901	0.098453	0.066271	0.62419	0.87034
Meth__cg20131968__CCDC47	0.075696	0.049002	0.094093	0.10157	0.47823	0.27086	0.14443	0.16897	0.20481	0.39166	0.085405	0.10526	0.10726	0.056187	0.16186	0.075864	0.037383	0.12556	0.0653	0.054949	0.069752	0.061276	0.26394	0.084914	0.12201	0.081447	0.064599	0.035906	0.059837	0.065405	0.075407	0.025716	0.057344	0.072253	0.08221	0.29835
Meth__cg00446235__F11R	0.034941	0.24744	0.06811	0.039138	0.019974	0.29038	0.041805	0.025367	0.030291	0.047406	0.2971	0.036541	0.077023	0.023472	0.037492	0.038689	0.026911	0.096095	0.94695	0.031219	0.043146	0.94227	0.80302	0.041656	0.11389	0.13572	0.053408	0.40574	0.039574	0.92001	0.035011	0.033855	0.062693	0.048893	0.048342	0.044797
Meth__cg14950072__LAMA1	0.86176	0.061177	0.87752	0.46649	0.086907	0.41559	0.81447	0.8267	0.13488	0.3244	0.87628	0.47221	0.25307	0.13042	0.15512	0.43897	0.18504	0.096697	0.041944	0.5211	0.36267	0.05983	0.40285	0.68601	0.13781	0.7364	0.13232	0.25459	0.054838	0.051794	0.29258	0.37771	0.39477	0.75061	0.49819	0.18975
Meth__cg21700166__GPR68	0.30479	0.16829	0.94279	0.28845	0.065672	0.88507	0.34473	0.8568	0.073934	0.071393	0.58287	0.79356	0.91006	0.30261	0.073249	0.20871	0.5801	0.04307	0.32393	0.72315	0.40589	0.82618	0.8177	0.28783	0.030349	0.66446	0.087872	0.026221	0.029519	0.51532	0.44867	0.7689	0.24769	0.034598	0.25255	0.12499
Meth__cg09551147__SORCS3	0.76925	0.019301	0.033046	0.81321	0.15855	0.77105	0.53498	0.56959	0.048127	0.17441	0.93942	0.50176	0.061078	0.016563	0.037786	0.25834	0.027821	0.037449	0.013921	0.92685	0.84364	0.035018	0.24792	0.28946	0.032656	0.57668	0.032444	0.021366	0.023298	0.037916	0.74044	0.72929	0.6925	0.6676	0.023729	0.016801
Meth__cg03985136__ULBP2	0.043438	0.052763	0.90613	0.084601	0.051181	0.52035	0.23123	0.10622	0.067909	0.059994	0.12529	0.195	0.28338	0.067654	0.2003	0.093214	0.046224	0.058763	0.075452	0.11275	0.056018	0.23238	0.48238	0.071503	0.087897	0.48372	0.083777	0.041291	0.06208	0.32211	0.10077	0.35847	0.067327	0.065501	0.053968	0.045998
Meth__cg22677246__COTL1	0.033211	0.044129	0.036072	0.093081	0.027728	0.02895	0.089638	0.020769	0.032429	0.028618	0.040041	0.027845	0.047501	0.10751	0.040059	0.029307	0.023517	0.078305	0.026868	0.05643	0.038519	0.036125	0.065879	0.042979	0.041946	0.067797	0.062944	0.029474	0.027741	0.024044	0.024959	0.15405	0.069809	0.037888	0.025682	0.036523
Meth__cg26898336__TEKT3	0.95308	0.029224	0.98433	0.98266	0.063814	0.80519	0.70378	0.93645	0.87932	0.032748	0.036919	0.050669	0.97683	0.07038	0.77527	0.98284	0.046784	0.026234	0.61164	0.94231	0.6148	0.034358	0.76068	0.97951	0.074457	0.43679	0.041603	0.038823	0.46811	0.11441	0.14293	0.49031	0.040784	0.02952	0.9792	0.976
Meth__cg18917378__BCAS1	0.064876	0.044466	0.26067	0.047498	0.04833	0.27358	0.047544	0.89978	0.19452	0.046767	0.30694	0.1488	0.073962	0.046452	0.1287	0.5417	0.82707	0.26178	0.039681	0.037449	0.05945	0.15956	0.59626	0.044455	0.061076	0.14137	0.046566	0.42585	0.70947	0.1484	0.04078	0.048967	0.084935	0.051877	0.039871	0.038021
Meth__cg22424108__SLC44A3	0.027992	0.026884	0.034863	0.054957	0.043779	0.87132	0.024015	0.041468	0.056901	0.040126	0.040268	0.021799	0.068895	0.023976	0.062251	0.022944	0.098704	0.035124	0.34532	0.10025	0.15934	0.34555	0.12178	0.039782	0.0355	0.086523	0.031706	0.02202	0.24842	0.15661	0.12346	0.045021	0.089041	0.045022	0.044877	0.041034
SNP__SHCL1	0.37	-3.776	-0.191	-0.146	0.229	-0.093	0.096	0.39	-0.191	0.284	0.058	-4.672	-0.149	-0.357	-0.586	0.234	0.241	-0.253	-0.189	0.005	-0.126	-0.133	0.125	-0.12	-0.315	-0.532	-0.576	-0.138	-0.114	0.06	-0.305	-0.139	0.301	0.082	0.011	0.023
Meth__cg06268694__CELSR1	0.52938	0.044622	0.97856	0.04444	0.043023	0.97954	0.036228	0.98374	0.97027	0.046891	0.9835	0.50995	0.060222	0.7643	0.82529	0.54771	0.039517	0.065766	0.89487	0.027105	0.052949	0.25142	0.93083	0.043537	0.041302	0.70956	0.13669	0.075981	0.053994	0.98979	0.046364	0.25305	0.096289	0.046955	0.04317	0.048843
Meth__cg12135976__SLC5A8	0.10476	0.036427	0.42756	0.36855	0.069904	0.84155	0.085843	0.27382	0.05886	0.055379	0.37644	0.21296	0.37959	0.058108	0.086334	0.82463	0.08746	0.15652	0.048871	0.13185	0.05466	0.090077	0.77618	0.05712	0.061011	0.85891	0.084426	0.047563	0.83301	0.057431	0.72459	0.37227	0.11504	0.067123	0.82042	0.82337
