Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SUM1315MO2	SUM149PT	SUM159PT	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg26333317__METTL7A	0.051004	0.039806	0.060465	0.051086	0.03163	0.23277	0.047671	0.079284	0.069643	0.057987	0.22785	0.088331	0.18676	0.061896	0.05491	0.42734	0.08667	0.34234	0.48632	0.64037	0.038094	0.41487	0.040005	0.65236	0.039357	0.045987	0.075272	0.047976	0.5112	0.1803	0.035025	0.040255	0.047159	0.42036	0.098742	0.041927
Meth__cg06196379__TREM1	0.14161	0.26734	0.8738	0.79891	0.67663	0.040308	0.41866	0.66359	0.68628	0.69373	0.44526	0.75107	0.51084	0.72525	0.40988	0.74308	0.11004	0.021995	0.49712	0.43676	0.83426	0.097922	0.28294	0.0866	0.55806	0.050501	0.52635	0.028516	0.043436	0.037478	0.12573	0.29627	0.22799	0.34693	0.22286	0.42307
Meth__cg14960043__DEF6	0.064346	0.043366	0.053894	0.073623	0.044446	0.89669	0.054076	0.056538	0.050954	0.050344	0.059843	0.051182	0.1571	0.054779	0.038202	0.068	0.105	0.43454	0.049449	0.051741	0.060505	0.90621	0.043143	0.37501	0.047611	0.099575	0.11147	0.3945	0.037286	0.27582	0.042205	0.072965	0.064604	0.63018	0.054353	0.073745
Meth__cg25391023__BTNL2	0.22093	0.13744	0.19155	0.39171	0.72783	0.096529	0.088209	0.76687	0.65585	0.12959	0.20414	0.14032	0.20225	0.45934	0.24957	0.13131	0.13093	0.16043	0.13553	0.18283	0.61198	0.12482	0.47271	0.12965	0.30032	0.15389	0.2069	0.062816	0.21736	0.11075	0.088493	0.12449	0.18765	0.17463	0.22173	0.27346
Meth__cg20099806__CCDC47	0.10082	0.076132	0.15112	0.10843	0.25443	0.22661	0.10941	0.079662	0.13664	0.53897	0.18051	0.20025	0.10241	0.14411	0.10555	0.082784	0.20745	0.084237	0.055494	0.097668	0.15887	0.063229	0.53078	0.44799	0.073329	0.13957	0.080694	0.073174	0.11426	0.11131	0.10186	0.049203	0.13978	0.095025	0.090868	0.1311
Meth__cg19939660__C19orf36	0.042214	0.036082	0.85771	0.056587	0.060052	0.060908	0.040928	0.047539	0.043876	0.042534	0.042181	0.07212	0.076727	0.045724	0.040845	0.040365	0.13646	0.037754	0.028934	0.048579	0.03116	0.049911	0.04677	0.22622	0.038452	0.088892	0.10083	0.029888	0.040013	0.03202	0.03699	0.026995	0.072618	0.048922	0.046257	0.040341
Meth__cg16221059__PLS3	0.056314	0.039921	0.04572	0.046808	0.058762	0.033043	0.078294	0.042657	0.042063	0.077511	0.037135	0.019971	0.099745	0.052313	0.048394	0.1212	0.07502	0.024477	0.61928	0.88016	0.1364	0.10365	0.4695	0.049249	0.043355	0.21578	0.2512	0.048688	0.034555	0.041643	0.037923	0.26528	0.042883	0.4384	0.067225	0.038261
Meth__cg08764758__FLJ34922	0.041818	0.049329	0.050894	0.042753	0.034481	0.035275	0.054522	0.047344	0.039099	0.038222	0.041054	0.044543	0.092834	0.041528	0.72895	0.036677	0.12299	0.18456	0.03545	0.055842	0.17893	0.49157	0.033129	0.82753	0.038285	0.057223	0.10652	0.03867	0.039466	0.037319	0.038133	0.13808	0.048435	0.049515	0.10724	0.037367
Meth__cg00042156__MGC16291	0.57086	0.041955	0.1013	0.84318	0.92626	0.78103	0.61532	0.86331	0.95065	0.93317	0.88142	0.83943	0.1543	0.76674	0.84039	0.29624	0.073244	0.72791	0.57128	0.56745	0.11916	0.75069	0.9494	0.049534	0.31504	0.041277	0.32168	0.7485	0.036559	0.16028	0.063568	0.088962	0.72405	0.18328	0.89812	0.94495
Meth__cg08587542__KIAA0141	0.050056	0.030186	0.074563	0.24895	0.063273	0.042846	0.041942	0.069327	0.10613	0.062808	0.035294	0.33955	0.074378	0.1117	0.067971	0.042003	0.090825	0.029932	0.037509	0.036745	0.10041	0.038958	0.054178	0.097853	0.069145	0.056696	0.097022	0.03365	0.058409	0.044285	0.049289	0.030236	0.18401	0.050012	0.054727	0.043205
Meth__cg14341579__IRS2	0.025125	0.027252	0.035846	0.024639	0.018724	0.022417	0.035345	0.030437	0.2259	0.032272	0.040264	0.018896	0.054947	0.20541	0.030535	0.028507	0.051891	0.90263	0.031458	0.032032	0.034143	0.030252	0.022133	0.079668	0.031098	0.040772	0.085914	0.029598	0.021572	0.023077	0.029748	0.028177	0.06423	0.050999	0.026489	0.028522
Meth__cg11140785__ZNF264	0.026863	0.024425	0.035768	0.027875	0.025434	0.029618	0.036554	0.050246	0.023486	0.031731	0.03232	0.016231	0.93105	0.037365	0.032291	0.026934	0.043379	0.024853	0.86126	0.8522	0.036019	0.058558	0.019079	0.28403	0.037748	0.030193	0.080161	0.032671	0.031718	0.027227	0.019731	0.022155	0.055778	0.035581	0.040462	0.028191
Meth__cg11990309__HTR1E	0.038295	0.033872	0.90909	0.55549	0.3707	0.81744	0.13464	0.50531	0.15149	0.58196	0.90272	0.77358	0.60507	0.15432	0.46175	0.26692	0.052868	0.18734	0.51877	0.36495	0.15769	0.21098	0.47237	0.76553	0.13106	0.069964	0.17299	0.056185	0.084292	0.48623	0.044346	0.54461	0.27472	0.41924	0.088472	0.20924
Meth__cg15783027__NFKBIL2	0.30593	0.099826	0.27722	0.10904	0.10175	0.10164	0.057504	0.050488	0.070853	0.12067	0.05886	0.48763	0.26254	0.076923	0.23037	0.045312	0.1008	0.027678	0.084644	0.18275	0.069578	0.48282	0.21061	0.28591	0.1224	0.080675	0.26383	0.039134	0.030536	0.17354	0.060606	0.052078	0.40856	0.072257	0.046165	0.0373
Meth__cg01425670__NEGR1	0.028258	0.02896	0.089401	0.021501	0.023608	0.026244	0.032371	0.017337	0.02255	0.033206	0.028958	0.041256	0.28317	0.026571	0.029169	0.024043	0.1671	0.018482	0.17069	0.11758	0.040155	0.027419	0.019177	0.067799	0.032148	0.055003	0.30398	0.022931	0.02275	0.02708	0.020233	0.34749	0.05221	0.032255	0.029873	0.033632
Meth__cg16101572__ZNF219	0.044153	0.033845	0.048533	0.036402	0.028014	0.039517	0.052649	0.02105	0.042582	0.04451	0.038095	0.039769	0.083344	0.045408	0.034722	0.036424	0.14091	0.46347	0.032222	0.041626	0.039117	0.042962	0.030346	0.10375	0.044257	0.07733	0.062895	0.03648	0.030063	0.039344	0.026999	0.040154	0.11052	0.038721	0.047941	0.044472
Meth__cg02417264__RAMP3	0.1142	0.035357	0.72565	0.8121	0.28958	0.91036	0.3484	0.90897	0.29261	0.033947	0.90694	0.77753	0.58187	0.25167	0.54688	0.60458	0.053509	0.018621	0.55863	0.35309	0.65164	0.80679	0.58327	0.40341	0.32347	0.087894	0.57302	0.068299	0.060113	0.027618	0.035129	0.045681	0.037564	0.087338	0.14793	0.069913
Meth__cg20931907__LOC340602	0.47844	0.17287	0.78384	0.91524	0.52281	0.2503	0.927	0.96729	0.56024	0.37128	0.87518	0.80924	0.093101	0.41487	0.32491	0.87743	0.084626	0.03864	0.65959	0.46881	0.5609	0.06594	0.85336	0.08117	0.17426	0.03031	0.79872	0.64467	0.041988	0.018789	0.036182	0.94606	0.073337	0.78237	0.34536	0.52764
Meth__cg04658354__BRCA1	0.050941	0.070924	0.063976	0.059564	0.039911	0.040109	0.049229	0.065009	0.092962	0.042277	0.062802	0.048246	0.096609	0.060558	0.038263	0.73517	0.11546	0.066066	0.036161	0.061974	0.42854	0.056549	0.046345	0.065921	0.063652	0.10474	0.17744	0.047459	0.075053	0.087259	0.054316	0.039676	0.067862	0.083834	0.07377	0.063555
Meth__cg10735607__TMEM109	0.096134	0.050255	0.55362	0.24868	0.19377	0.9158	0.17611	0.63418	0.056767	0.12319	0.29167	0.43858	0.3463	0.057872	0.13356	0.45399	0.15836	0.06358	0.28064	0.14571	0.7328	0.20077	0.23715	0.73328	0.11111	0.036036	0.070612	0.063022	0.26023	0.058688	0.092725	0.39396	0.17525	0.44396	0.072849	0.092126
Meth__cg11297236__PDILT	0.43318	0.11761	0.4913	0.8515	0.64279	0.072057	0.59394	0.58155	0.48908	0.12008	0.20246	0.16707	0.28495	0.30581	0.13187	0.10585	0.11693	0.12364	0.44444	0.55248	0.89717	0.46771	0.77447	0.12344	0.35388	0.10782	0.15296	0.13439	0.06953	0.13843	0.077056	0.35493	0.12876	0.71498	0.23583	0.14884
Meth__cg02656594__IL21R	0.85361	0.058388	0.18513	0.73114	0.60515	0.22129	0.46108	0.77831	0.35242	0.69879	0.34067	0.35491	0.3903	0.25534	0.35119	0.59197	0.089629	0.13668	0.52129	0.69691	0.53516	0.35138	0.91345	0.1445	0.24554	0.11959	0.06901	0.075739	0.13	0.12695	0.044699	0.13292	0.18159	0.8347	0.19473	0.22614
Meth__cg19099850__LGALS3	0.037625	0.95633	0.055015	0.041555	0.82758	0.036459	0.063113	0.032948	0.96985	0.74365	0.059761	0.038673	0.05796	0.69294	0.94981	0.037601	0.16576	0.036196	0.032656	0.043856	0.96122	0.045414	0.032773	0.065897	0.045603	0.12342	0.076191	0.042398	0.034995	0.048755	0.033994	0.9715	0.062692	0.044209	0.046305	0.039479
Meth__cg13578400__RCD-8	0.07482	0.080184	0.12218	0.1191	0.055658	0.050159	0.081506	0.078348	0.049058	0.057755	0.095525	0.087025	0.064377	0.51803	0.055473	0.079391	0.12179	0.043551	0.044084	0.10435	0.049276	0.075587	0.045078	0.086742	0.11642	0.095458	0.1344	0.053187	0.050818	0.033422	0.60152	0.047624	0.10116	0.064147	0.062942	0.063575
Meth__cg08214328__CTPS2	0.46612	0.041633	0.092273	0.037228	0.041871	0.035428	0.068618	0.51525	0.076444	0.1357	0.056571	0.10613	0.17304	0.074701	0.039938	0.06115	0.078631	0.031376	0.04029	0.05234	0.47209	0.1351	0.35637	0.1353	0.033449	0.073403	0.30277	0.036464	0.084377	0.035046	0.063855	0.046732	0.11455	0.041569	0.039858	0.053733
Meth__cg26783856__LRRC8D	0.070495	0.10833	0.096069	0.11082	0.096661	0.12377	0.14174	0.070809	0.093145	0.12419	0.081047	0.11614	0.15742	0.090846	0.087683	0.11435	0.12876	0.36295	0.086903	0.11319	0.086622	0.53078	0.088582	0.36883	0.089658	0.15567	0.10229	0.12656	0.06742	0.31769	0.057138	0.053602	0.24265	0.089272	0.097515	0.13088
Meth__cg06140118__DUS2L	0.061879	0.082239	0.22675	0.082619	0.013725	0.10919	0.070421	0.078329	0.031085	0.020331	0.075576	0.14134	0.049102	0.043455	0.023871	0.068101	0.10309	0.023367	0.027243	0.087989	0.039598	0.049681	0.067151	0.75138	0.079615	0.02682	0.094455	0.017383	0.014264	0.018072	0.023506	0.025918	0.17691	0.027198	0.022344	0.032914
Meth__cg04784672__LRFN5	0.90456	0.023474	0.91519	0.032396	0.023618	0.66062	0.75786	0.93455	0.032906	0.28292	0.95922	0.95503	0.7639	0.16408	0.039842	0.18731	0.066732	0.067626	0.77887	0.90535	0.80727	0.031088	0.95224	0.8719	0.028117	0.086519	0.57157	0.025892	0.083512	0.60284	0.032648	0.52875	0.41658	0.71244	0.80176	0.52011
Meth__cg22023770__C6orf114	0.067032	0.50628	0.08098	0.072792	0.063693	0.074157	0.37197	0.07698	0.098337	0.084264	0.35739	0.072396	0.10341	0.097872	0.080733	0.074982	0.067855	0.084162	0.064345	0.065638	0.083462	0.082164	0.071872	0.074784	0.094046	0.12042	0.11791	0.084235	0.077498	0.078732	0.089759	0.061013	0.070817	0.087283	0.075918	0.078072
Meth__cg24926780__OR10H2	0.3621	0.015262	0.55431	0.72881	0.61055	0.16546	0.57307	0.37742	0.024603	0.30082	0.22224	0.43409	0.70866	0.028894	0.087671	0.35946	0.13095	0.022378	0.35574	0.35808	0.7583	0.054816	0.73131	0.11391	0.14196	0.029368	0.25414	0.43187	0.33138	0.032297	0.044133	0.59933	0.035219	0.74493	0.19598	0.31381
Meth__cg22001782__BCL9	0.089271	0.066541	0.10013	0.15414	0.076381	0.25227	0.13087	0.23409	0.69957	0.17443	0.1252	0.42909	0.24009	0.6509	0.18924	0.088453	0.13588	0.1508	0.2338	0.33989	0.28273	0.14518	0.060399	0.1525	0.1168	0.16105	0.25536	0.87959	0.098447	0.15753	0.065652	0.079578	0.22411	0.25831	0.22989	0.22262
Meth__cg07038887__BLMH	0.042832	0.031825	0.18052	0.088872	0.024319	0.035491	0.056216	0.10456	0.040657	0.051502	0.048534	0.08102	0.071635	0.043347	0.037984	0.026928	0.096362	0.031252	0.03985	0.056679	0.040141	0.048737	0.61776	0.12369	0.038661	0.095513	0.79848	0.036176	0.038405	0.030929	0.064751	0.66729	0.0481	0.040471	0.045296	0.043693
Meth__cg14213992__ZNF546	0.05307	0.67068	0.95232	0.3861	0.11903	0.053089	0.20379	0.69415	0.41284	0.19626	0.57793	0.82581	0.94354	0.3317	0.1053	0.029592	0.229	0.36385	0.72909	0.61012	0.079103	0.67828	0.40563	0.063368	0.43093	0.063531	0.20218	0.025049	0.03876	0.078144	0.28293	0.067811	0.12878	0.046273	0.22025	0.21561
Meth__cg21256649__PRKAR1A	0.082843	0.054249	0.10385	0.17263	0.08999	0.061599	0.20011	0.083117	0.36152	0.085165	0.046333	0.12298	0.2874	0.32078	0.043671	0.053021	0.15926	0.31339	0.19868	0.10274	0.14879	0.07871	0.055125	0.21859	0.16919	0.096048	0.38318	0.22112	0.043257	0.73943	0.10886	0.13826	0.12769	0.21047	0.13462	0.057047
Meth__cg03884783__ZNF569	0.047092	0.042511	0.044379	0.045768	0.033895	0.036997	0.060968	0.48314	0.03871	0.041445	0.046665	0.0302	0.053374	0.049831	0.048351	0.038407	0.049697	0.044312	0.039653	0.41304	0.052031	0.051913	0.038938	0.63193	0.053406	0.065824	0.11097	0.048269	0.047211	0.038763	0.03502	0.068461	0.10248	0.055583	0.48992	0.083944
Meth__cg21910663__MVD	0.044829	0.066823	0.32646	0.1387	0.20494	0.032024	0.049351	0.13233	0.037585	0.061362	0.050736	0.076642	0.071586	0.049609	0.10972	0.038446	0.10517	0.046648	0.053838	0.050722	0.2131	0.069379	0.10187	0.1156	0.12149	0.073394	0.066289	0.057701	0.24858	0.068899	0.038049	0.078226	0.13358	0.058269	0.041499	0.04909
Meth__cg20059151__SLC44A3	0.05867	0.090672	0.058833	0.21277	0.26937	0.88752	0.062381	0.10725	0.060601	0.077659	0.24563	0.054478	0.1248	0.075363	0.066485	0.10448	0.12155	0.34943	0.091606	0.1771	0.54276	0.79484	0.060002	0.80344	0.087736	0.075878	0.5145	0.23499	0.055464	0.37573	0.059162	0.25629	0.085582	0.083069	0.079902	0.10886
Meth__cg02047577__UCKL1	0.026607	0.016279	0.026547	0.019782	0.012165	0.019848	0.023584	0.016772	0.020648	0.02626	0.020861	0.026568	0.059424	0.027994	0.030244	0.022143	0.14895	0.021352	0.030565	0.024569	0.031076	0.021904	0.013424	0.045844	0.018154	0.062178	0.044695	0.01972	0.022539	0.023477	0.019081	0.017174	0.089416	0.028099	0.028161	0.033386
Meth__cg22374901__TESC	0.044337	0.038243	0.20756	0.40528	0.25748	0.063486	0.88629	0.7302	0.038204	0.039568	0.91139	0.1896	0.69537	0.052804	0.059091	0.30593	0.1441	0.3871	0.10561	0.091574	0.43547	0.049762	0.11288	0.48576	0.07693	0.11239	0.8538	0.0357	0.044207	0.036605	0.089372	0.13799	0.068246	0.06202	0.048696	0.044533
Meth__cg15767406__ZNF660	0.3189	0.025519	0.12177	0.36896	0.088942	0.24494	0.39771	0.74056	0.29137	0.31861	0.20859	0.61261	0.10127	0.16211	0.10692	0.2686	0.047011	0.059615	0.079303	0.083052	0.76681	0.15034	0.1631	0.0735	0.11215	0.10796	0.21966	0.039278	0.067362	0.04159	0.032359	0.10284	0.12645	0.37365	0.053632	0.065649
Meth__cg16063112__C10orf107	0.21821	0.57974	0.46984	0.93049	0.41467	0.046668	0.40617	0.12209	0.13071	0.080068	0.097218	0.55063	0.86118	0.41583	0.41237	0.058147	0.19567	0.056335	0.064438	0.13656	0.90201	0.071095	0.64747	0.28627	0.8838	0.092461	0.81944	0.057718	0.45253	0.6676	0.90696	0.94889	0.63759	0.082263	0.092073	0.59426
Meth__cg10237469__CEACAM4	0.36462	0.088282	0.31759	0.57184	0.525	0.2659	0.1422	0.13258	0.09033	0.36354	0.21838	0.60871	0.41285	0.099877	0.20894	0.129	0.15923	0.099013	0.39168	0.48406	0.57524	0.089245	0.62754	0.13645	0.35484	0.0925	0.12066	0.082742	0.13316	0.096881	0.094344	0.44496	0.1232	0.69524	0.28932	0.3988
Meth__cg03201604__ASAHL	0.035344	0.044224	0.037738	0.02603	0.10409	0.61058	0.018249	0.034691	0.019494	0.019572	0.036456	0.02563	0.033504	0.028865	0.92752	0.019923	0.085375	0.018507	0.01516	0.0322	0.017767	0.025518	0.048527	0.051714	0.024787	0.035873	0.033734	0.64513	0.021329	0.67732	0.064673	0.023287	0.02682	0.02707	0.021854	0.022701
Meth__cg01784199__DNAJB4	0.13447	0.054732	0.088845	0.13841	0.11821	0.053328	0.19156	0.099751	0.060777	0.10862	0.098023	0.1241	0.13365	0.074202	0.088118	0.059087	0.10141	0.068624	0.096737	0.11214	0.11855	0.088407	0.11153	0.067995	0.13864	0.13306	0.12056	0.046075	0.040579	0.074501	0.050351	0.070508	0.15591	0.098901	0.15849	0.097133
Meth__cg06625414__SLC4A3	0.0283	0.034429	0.038522	0.032394	0.029896	0.035203	0.037644	0.020633	0.032684	0.036827	0.035574	0.030828	0.065608	0.030484	0.035797	0.026047	0.054843	0.028019	0.038977	0.030246	0.038534	0.043321	0.024408	0.35252	0.032636	0.053232	0.14389	0.025801	0.02532	0.034957	0.029295	0.025241	0.044553	0.040828	0.034987	0.033964
Meth__cg16046465__FRMD5	0.055174	0.030818	0.044776	0.031954	0.020678	0.022293	0.03514	0.038379	0.028041	0.024043	0.76591	0.024613	0.040179	0.02875	0.023951	0.029324	0.0514	0.016705	0.019446	0.028346	0.027805	0.036505	0.031499	0.041974	0.036935	0.052384	0.44687	0.023867	0.023915	0.022866	0.055185	0.17424	0.043798	0.027636	0.026197	0.030106
Meth__cg14896516__CRHR2	0.40886	0.036132	0.96604	0.6656	0.56331	0.71705	0.79154	0.95096	0.040562	0.054205	0.91715	0.4212	0.87554	0.034866	0.052671	0.063207	0.10483	0.027279	0.90618	0.8931	0.26488	0.11615	0.7029	0.57616	0.055805	0.063721	0.76476	0.042386	0.040913	0.023597	0.032347	0.89285	0.086901	0.83974	0.72407	0.40476
Meth__cg17183991__HS6ST3	0.019926	0.01986	0.41558	0.026712	0.016579	0.37627	0.027301	0.028023	0.020908	0.017064	0.64565	0.18039	0.075976	0.024855	0.020853	0.028618	0.046097	0.012338	0.011151	0.030567	0.019241	0.028126	0.031722	0.091599	0.018771	0.01896	0.044477	0.027982	0.035957	0.036319	0.033586	0.13086	0.085355	0.023645	0.015488	0.020054
Meth__cg04438497__MTL5	0.11237	0.096007	0.27203	0.56493	0.33096	0.22432	0.11113	0.8269	0.19627	0.49558	0.16991	0.44886	0.31087	0.17599	0.11444	0.66715	0.36683	0.22507	0.31183	0.23675	0.080888	0.10991	0.12047	0.10029	0.31215	0.24914	0.47231	0.077009	0.10749	0.056277	0.13444	0.072102	0.17987	0.05516	0.27967	0.08116
Meth__cg25033144__FLJ00060	0.89374	0.039945	0.36006	0.38034	0.024942	0.41298	0.036609	0.50396	0.038025	0.035511	0.3938	0.8189	0.29618	0.060017	0.062421	0.036716	0.047801	0.026288	0.46688	0.3589	0.066713	0.13794	0.79852	0.1969	0.046485	0.041825	0.52624	0.045665	0.06761	0.05616	0.028099	0.40397	0.065812	0.78054	0.047436	0.10053
Meth__cg07242414__BMP1	0.054429	0.050136	0.73748	0.46653	0.44256	0.042852	0.21269	0.23631	0.024846	0.43602	0.037547	0.285	0.5012	0.028218	0.19743	0.035415	0.040184	0.021551	0.14334	0.21425	0.35707	0.18518	0.32651	0.11546	0.043577	0.057991	0.31639	0.02315	0.059784	0.11064	0.16175	0.12346	0.047261	0.82994	0.17017	0.056498
Meth__cg19912436__PALM	0.045272	0.04371	0.059896	0.046345	0.033549	0.050696	0.059691	0.049361	0.11563	0.061007	0.055722	0.14453	0.59599	0.085181	0.048228	0.033794	0.072438	0.44332	0.047656	0.064828	0.063096	0.051875	0.03957	0.37143	0.057201	0.04988	0.43345	0.04166	0.054171	0.16369	0.035075	0.69428	0.072041	0.056337	0.04481	0.057096
Meth__cg15940569__GABRB3	0.85004	0.060566	0.12565	0.83643	0.31995	0.2224	0.45226	0.65178	0.35239	0.11251	0.83161	0.6644	0.15618	0.30363	0.71732	0.12087	0.12602	0.087945	0.11579	0.16034	0.8594	0.6164	0.71606	0.21775	0.14846	0.19323	0.34838	0.095339	0.062286	0.094032	0.071219	0.16701	0.10458	0.14585	0.32489	0.13651
Meth__cg22775000__TMEFF1	0.97093	0.05175	0.96156	0.80554	0.8692	0.086228	0.9667	0.24948	0.01772	0.76783	0.027192	0.54182	0.93548	0.11334	0.062483	0.021191	0.22327	0.25444	0.79107	0.27803	0.9719	0.01985	0.90779	0.39338	0.046953	0.083996	0.14753	0.018723	0.058075	0.45251	0.12649	0.95621	0.91364	0.93126	0.90202	0.7497
Meth__cg25923018__C1orf75	0.051915	0.054633	0.091972	0.04906	0.032163	0.029017	0.047358	0.039298	0.023651	0.025829	0.050447	0.036932	0.050373	0.033174	0.034325	0.028036	0.078277	0.021899	0.021501	0.046187	0.044383	0.053847	0.043412	0.26824	0.050157	0.039225	0.067761	0.025917	0.028105	0.024642	0.033166	0.02096	0.093338	0.032712	0.034919	0.041912
Meth__cg15612436__MPPED1	0.29544	0.016418	0.078789	0.38883	0.23512	0.038556	0.32837	0.79577	0.024248	0.054453	0.10292	0.36608	0.33508	0.021561	0.060209	0.45336	0.029026	0.023662	0.48399	0.38087	0.65658	0.50211	0.78027	0.041153	0.11905	0.035194	0.19388	0.26268	0.025477	0.031002	0.051466	0.042239	0.053094	0.36844	0.22685	0.06719
Meth__cg15955341__GSTM4	0.03361	0.026247	0.78531	0.041902	0.035189	0.10594	0.057889	0.69922	0.049571	0.039181	0.034102	0.18065	0.60564	0.17023	0.029195	0.029199	0.059403	0.021035	0.026388	0.030039	0.034207	0.045463	0.053314	0.073074	0.044641	0.074689	0.09768	0.03292	0.031472	0.030545	0.34695	0.042045	0.075235	0.040051	0.098758	0.51171
Meth__cg12099051__SAMHD1	0.048253	0.06304	0.3152	0.63832	0.1596	0.055806	0.088271	0.20773	0.06448	0.066683	0.055148	0.13073	0.17599	0.070563	0.063759	0.047296	0.16005	0.040046	0.068879	0.085721	0.13011	0.054571	0.24596	0.083741	0.074336	0.080096	0.16399	0.043354	0.058827	0.040831	0.046497	0.069412	0.12933	0.064657	0.1475	0.36414
Meth__cg09146695__LEF1	0.070533	0.055806	0.23805	0.062928	0.054207	0.81078	0.063236	0.057627	0.056393	0.05299	0.050982	0.038734	0.16538	0.063566	0.059044	0.057906	0.19928	0.05163	0.057019	0.10165	0.044202	0.077701	0.047051	0.20767	0.075889	0.13036	0.15056	0.043407	0.054221	0.068213	0.052103	0.06466	0.068826	0.097543	0.072622	0.073252
Meth__cg13278334__FLJ20643	0.042319	0.029291	0.037272	0.038162	0.033803	0.042743	0.039241	0.047197	0.04105	0.054147	0.036645	0.023591	0.040321	0.045521	0.039488	0.95585	0.050949	0.030606	0.040469	0.037934	0.038425	0.04541	0.044488	0.054631	0.042805	0.053602	0.051205	0.045402	0.039032	0.036706	0.041045	0.029695	0.036828	0.039164	0.039685	0.033905
Meth__cg23761196__CNOT1	0.083746	0.068566	0.088253	0.10449	0.060106	0.078232	0.0767	0.55947	0.080645	0.067797	0.075791	0.13147	0.14779	0.076777	0.069686	0.10183	0.086909	0.058689	0.062637	0.078444	0.16633	0.059199	0.068607	0.087451	0.080715	0.06793	0.14749	0.047699	0.060172	0.061621	0.080176	0.085327	0.093263	0.070114	0.069436	0.066813
Meth__cg01430807__NDUFB8	0.046419	0.054908	0.037373	0.053791	0.045089	0.053378	0.062019	0.85707	0.054659	0.066056	0.042361	0.030025	0.074312	0.053386	0.050715	0.047918	0.1135	0.052723	0.36544	0.30709	0.06443	0.10707	0.055917	0.090915	0.057971	0.068291	0.082187	0.055522	0.057354	0.04571	0.067802	0.047491	0.071446	0.063882	0.051496	0.049933
Meth__cg04845628__MINA	0.064484	0.062385	0.059585	0.073643	0.06492	0.051018	0.069007	0.071301	0.072207	0.093574	0.06376	0.079464	0.11215	0.14408	0.065518	0.078168	0.1403	0.30256	0.085188	0.068017	0.61589	0.2375	0.069498	0.21632	0.10026	0.14768	0.19579	0.045847	0.057993	0.18321	0.095267	0.05649	0.07133	0.057936	0.077673	0.075037
Meth__cg07789904__MAD2L2	0.024388	0.030101	0.074271	0.21133	0.058733	0.030889	0.045704	0.094399	0.040239	0.047111	0.060409	0.51528	0.11352	0.053586	0.095631	0.036949	0.13157	0.018849	0.11259	0.04834	0.038353	0.032991	0.089676	0.042998	0.064164	0.043804	0.11186	0.02552	0.024533	0.13488	0.084364	0.054499	0.06947	0.047948	0.28466	0.098318
Meth__cg02507952__KIAA0125	0.63886	0.080032	0.33759	0.70503	0.69509	0.11923	0.17117	0.25507	0.059451	0.074279	0.39967	0.20645	0.64624	0.056456	0.24231	0.34611	0.12016	0.049909	0.46177	0.48666	0.83549	0.19833	0.47998	0.10053	0.30011	0.10059	0.24944	0.34403	0.17053	0.096692	0.063452	0.43671	0.12198	0.72544	0.21871	0.16393
Meth__cg07651242__ADCY1	0.071494	0.08941	0.97928	0.40738	0.16881	0.95759	0.63859	0.71682	0.046992	0.051525	0.96158	0.69387	0.93759	0.042351	0.13278	0.13112	0.25071	0.036514	0.10393	0.083799	0.050747	0.37022	0.10444	0.91898	0.74701	0.2085	0.94621	0.045217	0.091909	0.19706	0.58165	0.74066	0.075451	0.050236	0.085967	0.058507
Meth__cg15836660__EDNRB	0.61064	0.037121	0.76482	0.88976	0.77398	0.47091	0.80457	0.61604	0.044346	0.054345	0.25642	0.43655	0.33401	0.22374	0.60236	0.044693	0.057105	0.053674	0.47952	0.40652	0.32058	0.049736	0.2072	0.58993	0.039582	0.25575	0.68297	0.03949	0.039316	0.67887	0.076225	0.30923	0.084406	0.56197	0.80502	0.6516
Meth__cg21008828__TNK2	0.043356	0.047011	0.05558	0.028024	0.052446	0.86446	0.036544	0.027314	0.04717	0.030056	0.09977	0.31954	0.43672	0.057457	0.20027	0.040599	0.11402	0.88348	0.048527	0.041382	0.036777	0.91253	0.029495	0.081193	0.053028	0.084981	0.051969	0.9014	0.17314	0.61866	0.055454	0.028645	0.040547	0.046707	0.10201	0.13607
