Cell lines	600MPE	AU565	BT474	BT483	BT549	CAMA1	HBL100	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB436	MDAMB453	MDAMB468	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM52PE	UACC812	ZR751	ZR75B
Meth__cg10798171__ICA1	0.12069	0.20148	0.26476	0.20939	0.56121	0.14064	0.7493	0.1511	0.28012	0.2617	0.52717	0.52028	0.49772	0.083839	0.29473	0.18041	0.4088	0.20277	0.22455	0.14369	0.12283	0.15133	0.69271	0.60317	0.3972	0.12813	0.17059	0.37343	0.12587	0.12751	0.22277	0.16491	0.093974	0.46381	0.080284	0.060194	0.11647	0.11336	0.10264
Meth__cg18630040__PLA2G7	0.56273	0.027183	0.20499	0.027268	0.98021	0.97766	0.94651	0.049739	0.033759	0.034051	0.054795	0.034076	0.90862	0.97066	0.029081	0.52333	0.035396	0.074531	0.41194	0.98758	0.98085	0.11719	0.033186	0.072602	0.93275	0.97933	0.25756	0.5794	0.91843	0.02912	0.080811	0.025052	0.027284	0.51217	0.033396	0.96158	0.69738	0.044194	0.04144
Meth__cg26512148__SOS2	0.038607	0.025139	0.036146	0.020763	0.034289	0.050233	0.069745	0.038025	0.043559	0.036621	0.049635	0.04502	0.10345	0.045239	0.038164	0.032185	0.029296	0.04872	0.019487	0.022881	0.03106	0.096466	0.038399	0.033034	0.056591	0.03139	0.086007	0.042228	0.067961	0.028098	0.074214	0.026333	0.017986	0.029062	0.25688	0.023933	0.035246	0.029004	0.029871
Meth__cg15207619__CAB39L	0.11648	0.11553	0.19164	0.097733	0.89454	0.10434	0.50549	0.212	0.12068	0.22343	0.14286	0.23209	0.13687	0.087506	0.13798	0.26829	0.4984	0.11305	0.37511	0.086453	0.13871	0.20695	0.67146	0.0971	0.61713	0.14076	0.22302	0.8242	0.15153	0.21458	0.14164	0.22754	0.78827	0.50824	0.11185	0.17593	0.052664	0.1211	0.12036
Meth__cg19923326__KCNQ1	0.10331	0.10228	0.14411	0.19978	0.85631	0.2112	0.89411	0.79723	0.26501	0.65236	0.41511	0.38274	0.4141	0.047843	0.24895	0.45858	0.89536	0.12192	0.060467	0.082756	0.25299	0.36517	0.81263	0.27055	0.13908	0.17093	0.081791	0.912	0.17703	0.22058	0.093433	0.4371	0.89623	0.16851	0.29351	0.38514	0.14329	0.30741	0.42101
Meth__cg10187932__PARP11	0.1857	0.12629	0.15937	0.085193	0.40452	0.25475	0.37589	0.15525	0.11916	0.073108	0.8	0.22453	0.17871	0.098953	0.13722	0.15892	0.13467	0.22308	0.23453	0.11061	0.17178	0.12647	0.32305	0.10961	0.21232	0.074738	0.35866	0.086293	0.24112	0.26302	0.20545	0.80402	0.15363	0.15746	0.17263	0.10286	0.20413	0.092885	0.10392
Meth__cg10227191__KRT18	0.03971	0.025641	0.040453	0.02788	0.92117	0.034588	0.029932	0.048203	0.024669	0.034322	0.046007	0.022992	0.048468	0.018241	0.036002	0.030974	0.033837	0.15478	0.025661	0.026334	0.033365	0.02888	0.033976	0.030709	0.086351	0.030563	0.049844	0.032699	0.070418	0.041525	0.081733	0.15726	0.024355	0.023034	0.025359	0.024682	0.034183	0.022027	0.030726
Meth__cg11173246__TSPAN4	0.054234	0.025047	0.3114	0.2358	0.050328	0.097894	0.42438	0.45949	0.07691	0.55875	0.049408	0.7253	0.39981	0.81989	0.10686	0.083101	0.77996	0.2677	0.028161	0.21927	0.15952	0.66184	0.59917	0.80202	0.10207	0.274	0.1274	0.11182	0.11048	0.52906	0.06314	0.14664	0.7777	0.066507	0.38479	0.03968	0.71138	0.075775	0.068493
Meth__cg16474696__MGC3207	0.43554	0.058452	0.049367	0.11175	0.044868	0.044151	0.10924	0.031971	0.045977	0.070651	0.03388	0.12665	0.087298	0.03367	0.03148	0.056742	0.037619	0.046766	0.048054	0.05464	0.046023	0.061549	0.03997	0.071871	0.071429	0.061843	0.073918	0.03816	0.057622	0.056814	0.12082	0.03082	0.027241	0.033762	0.046292	0.056488	0.33942	0.058547	0.079142
Meth__cg18490846__C17orf73	0.028151	0.031281	0.13664	0.15169	0.32115	0.035699	0.37656	0.46022	0.49084	0.30968	0.45751	0.070695	0.11874	0.056976	0.32512	0.24413	0.75483	0.050086	0.047859	0.48186	0.24246	0.2062	0.6792	0.061462	0.20263	0.27494	0.049987	0.50152	0.13027	0.075225	0.08817	0.16251	0.050326	0.068589	0.39362	0.033795	0.31435	0.10976	0.071334
Meth__cg21295911__TNFSF9	0.044519	0.045376	0.97159	0.042284	0.036009	0.042847	0.088614	0.049775	0.047699	0.042225	0.060709	0.036105	0.055815	0.056566	0.039231	0.030736	0.037386	0.13898	0.04263	0.033936	0.067919	0.032424	0.044682	0.048469	0.034863	0.50764	0.061495	0.045475	0.93801	0.042521	0.067308	0.033114	0.03528	0.031904	0.022238	0.035154	0.5265	0.047868	0.05307
Meth__cg06816106__SPDY1	0.062178	0.35728	0.049432	0.038993	0.50374	0.52731	0.068138	0.94323	0.037666	0.049243	0.50601	0.05957	0.65682	0.92734	0.038402	0.033891	0.043542	0.088035	0.63764	0.052957	0.050008	0.29616	0.043476	0.039297	0.87754	0.63851	0.16667	0.060628	0.92679	0.046693	0.066452	0.058762	0.047409	0.67159	0.049388	0.58384	0.049474	0.90264	0.92739
Meth__cg23214764__PRSS23	0.071324	0.81117	0.12492	0.95764	0.062625	0.81121	0.083537	0.055836	0.32516	0.87849	0.60011	0.18624	0.60655	0.29312	0.23597	0.050302	0.045104	0.16567	0.033861	0.46026	0.1274	0.26878	0.092856	0.09876	0.077997	0.099317	0.099866	0.068078	0.09123	0.25875	0.69641	0.034932	0.52503	0.90554	0.92175	0.057084	0.07065	0.87845	0.9223
Meth__cg26160573__PTPN18	0.048987	0.13444	0.70019	0.10144	0.41431	0.51706	0.20514	0.44291	0.79299	0.8225	0.73764	0.90566	0.30675	0.099535	0.73488	0.39622	0.3947	0.30093	0.033109	0.24706	0.24844	0.046417	0.26762	0.18271	0.11872	0.75683	0.17402	0.44177	0.81067	0.70886	0.13625	0.036307	0.03507	0.035454	0.53084	0.26771	0.044505	0.38158	0.14283
Meth__cg17465304__KIF12	0.076488	0.12585	0.35968	0.066774	0.90772	0.101	0.85787	0.92456	0.90356	0.06515	0.80634	0.82575	0.84128	0.12467	0.74332	0.90833	0.9054	0.34254	0.91412	0.16997	0.51638	0.30287	0.87694	0.1588	0.87546	0.076816	0.14139	0.91027	0.86528	0.83217	0.2133	0.65889	0.90596	0.90818	0.44074	0.081987	0.087144	0.57335	0.2071
Meth__cg14228840__MICA	0.032209	0.023157	0.036382	0.020796	0.38086	0.017343	0.04185	0.018118	0.021284	0.027693	0.028581	0.026185	0.080635	0.024483	0.018808	0.019766	0.014817	0.051007	0.01764	0.033124	0.0294	0.026792	0.037771	0.035943	0.048264	0.036049	0.026062	0.023474	0.040532	0.022303	0.039561	0.024087	0.018384	0.02654	0.021377	0.016692	0.026669	0.02853	0.030651
Meth__cg03038003__C1orf165	0.053777	0.03396	0.049291	0.039825	0.68272	0.3627	0.081754	0.41885	0.029577	0.053962	0.16112	0.90285	0.5918	0.038815	0.072294	0.3324	0.061953	0.068182	0.12557	0.052471	0.039383	0.038825	0.08679	0.17159	0.91686	0.036735	0.084344	0.41768	0.67321	0.4029	0.051274	0.039963	0.037794	0.12076	0.80133	0.97947	0.3715	0.52918	0.23681
Meth__cg18441959__VPREB1	0.095926	0.023971	0.39624	0.54693	0.032013	0.10043	0.076865	0.21498	0.16558	0.071189	0.070993	0.053889	0.098836	0.02491	0.11521	0.077371	0.056094	0.072437	0.0288	0.36236	0.17307	0.81936	0.067168	0.64363	0.07025	0.06098	0.072748	0.073961	0.055195	0.061353	0.057921	0.031288	0.032588	0.035862	0.076712	0.063151	0.13711	0.049386	0.046596
Meth__cg13501507__DMXL2	0.034815	0.029362	0.053404	0.041552	0.35478	0.035665	0.13057	0.093722	0.03241	0.04107	0.049124	0.061658	0.043825	0.027563	0.047694	0.034741	0.063403	0.062679	0.040788	0.020363	0.022749	0.047814	0.062643	0.02531	0.082077	0.066871	0.14296	0.037416	0.11386	0.060245	0.06268	0.047771	0.038854	0.044734	0.042577	0.033803	0.045133	0.038814	0.025163
Meth__cg15776355__C1R	0.07188	0.035123	0.098706	0.059747	0.14523	0.10086	0.15506	0.37406	0.45816	0.13391	0.07092	0.14896	0.14499	0.075976	0.29908	0.051124	0.12344	0.080504	0.042668	0.10939	0.09224	0.14738	0.11891	0.21072	0.059638	0.060635	0.12063	0.076923	0.07824	0.091205	0.072245	0.049387	0.048183	0.063304	0.050442	0.073282	0.065323	0.029763	0.037238
Meth__cg16330965__SNAPC5	0.24942	0.080318	0.23486	0.39785	0.07524	0.092328	0.1837	0.55567	0.24476	0.1189	0.79012	0.6688	0.36718	0.12116	0.4802	0.18202	0.20372	0.19814	0.53266	0.41749	0.40002	0.87764	0.17742	0.8453	0.14978	0.18121	0.13447	0.24408	0.28856	0.11514	0.1714	0.25539	0.076956	0.069992	0.1405	0.049528	0.17374	0.43671	0.12769
Meth__cg07214572__LHX9	0.11074	0.016044	0.37053	0.088369	0.9041	0.58639	0.43347	0.96433	0.028251	0.04192	0.90993	0.024131	0.65435	0.021064	0.024459	0.83189	0.030244	0.036828	0.063651	0.23125	0.34794	0.79438	0.92551	0.85707	0.59701	0.4538	0.028063	0.41999	0.56151	0.22939	0.032519	0.036896	0.024328	0.042036	0.28307	0.14604	0.14515	0.62927	0.32465
Meth__cg12393697__KIAA1946	0.035811	0.042711	0.032456	0.034034	0.03871	0.053096	0.046157	0.021785	0.041863	0.043351	0.047794	0.064152	0.085181	0.040471	0.044086	0.042802	0.028144	0.090147	0.041688	0.028624	0.047669	0.030487	0.028811	0.041068	0.04771	0.047141	0.060854	0.037242	0.074467	0.038858	0.072598	0.031108	0.035872	0.040306	0.037714	0.93843	0.043974	0.043711	0.051754
Meth__cg12717594__RECK	0.78094	0.021486	0.96573	0.87044	0.02557	0.97028	0.052471	0.025007	0.017306	0.40315	0.022386	0.020081	0.62513	0.77331	0.41553	0.021548	0.030148	0.20877	0.022356	0.96255	0.96537	0.96434	0.030812	0.030898	0.051069	0.96918	0.036018	0.026703	0.94615	0.024767	0.15682	0.019055	0.032157	0.15525	0.58187	0.021989	0.45582	0.96812	0.96772
Meth__cg09637363__CCND1	0.080986	0.063358	0.15303	0.076728	0.87259	0.085539	0.90452	0.68227	0.11849	0.13425	0.57933	0.88598	0.45041	0.12935	0.15756	0.66137	0.33031	0.14023	0.31323	0.43333	0.15962	0.079203	0.86545	0.32142	0.21876	0.1339	0.1809	0.74027	0.12074	0.83975	0.11749	0.85268	0.84357	0.76051	0.071066	0.087831	0.33639	0.10812	0.066272
Meth__cg07965714__XPA	0.032411	0.032617	0.024462	0.026172	0.024547	0.039557	0.06408	0.025271	0.030166	0.029391	0.036857	0.0287	0.029155	0.027012	0.025996	0.026401	0.021912	0.055108	0.032941	0.024924	0.03228	0.030833	0.021659	0.026099	0.037276	0.046553	0.076617	0.035152	0.087023	0.041291	0.051613	0.021254	0.022843	0.023968	0.019979	0.044268	0.041229	0.043969	0.027957
Meth__cg04180868__PRTFDC1	0.2152	0.66246	0.75201	0.62727	0.67395	0.7223	0.95247	0.021316	0.054562	0.04091	0.038064	0.16847	0.979	0.65745	0.24831	0.97887	0.020739	0.018905	0.13488	0.72045	0.35416	0.40116	0.95842	0.030653	0.062908	0.24706	0.065208	0.04341	0.67025	0.64106	0.16152	0.020276	0.45526	0.87353	0.88539	0.98333	0.77699	0.59484	0.68602
Meth__cg02860543__IGF2BP3	0.15787	0.084169	0.32989	0.20853	0.11712	0.86283	0.25671	0.16012	0.1313	0.13267	0.11059	0.10412	0.18786	0.63531	0.34843	0.12919	0.096907	0.22372	0.70299	0.66244	0.70391	0.80131	0.088986	0.31642	0.58964	0.10826	0.18513	0.078637	0.79302	0.10083	0.13791	0.1246	0.12846	0.35684	0.11926	0.51127	0.50454	0.79743	0.37524
Meth__cg27588902__GNMT	0.058048	0.03973	0.059082	0.037717	0.90206	0.060061	0.83138	0.33432	0.044743	0.05994	0.4563	0.089957	0.34472	0.040433	0.065569	0.095722	0.11457	0.097106	0.66715	0.0811	0.055176	0.053894	0.88413	0.10274	0.85745	0.057628	0.10207	0.91152	0.063312	0.059835	0.17833	0.55038	0.062152	0.45054	0.12217	0.31538	0.053664	0.058428	0.10562
Meth__cg25553916__FLJ22318	0.089485	0.11383	0.18897	0.20191	0.71702	0.14667	0.83119	0.33907	0.50594	0.16439	0.44825	0.69358	0.21934	0.080068	0.41497	0.20196	0.29046	0.1814	0.85917	0.16831	0.091174	0.12542	0.82307	0.16411	0.65092	0.093989	0.23545	0.40394	0.18641	0.33	0.17264	0.32593	0.49938	0.53574	0.12093	0.11189	0.1739	0.087772	0.10441
Meth__cg09144786__WDR44	0.51967	0.02225	0.039478	0.030809	0.032003	0.038829	0.061635	0.48705	0.036502	0.084318	0.030546	0.046722	0.067029	0.036569	0.026737	0.041792	0.20741	0.035555	0.034247	0.020313	0.034219	0.24448	0.032925	0.19471	0.048313	0.040349	0.16501	0.28907	0.059605	0.030882	0.053143	0.36971	0.026088	0.095265	0.036111	0.11935	0.12838	0.026035	0.038709
Meth__cg27158867__LRRC56	0.047228	0.048805	0.10377	0.036558	0.94071	0.05533	0.81819	0.052334	0.036589	0.038517	0.068693	0.2363	0.36504	0.026496	0.038971	0.92635	0.95764	0.39286	0.88907	0.03508	0.065666	0.05001	0.94715	0.023398	0.90834	0.1065	0.068941	0.69547	0.079418	0.251	0.085114	0.13804	0.038544	0.19846	0.043848	0.037749	0.037748	0.056607	0.041227
Meth__cg03872376__ZP4	0.59478	0.14235	0.78115	0.068656	0.78385	0.60791	0.41848	0.83556	0.81024	0.12848	0.88164	0.14253	0.48752	0.25132	0.67218	0.82968	0.91546	0.63965	0.092523	0.082792	0.11629	0.11087	0.21717	0.77396	0.49071	0.10067	0.15342	0.35904	0.22584	0.22689	0.28165	0.11564	0.64087	0.54188	0.075434	0.08604	0.12263	0.5854	0.4338
Meth__cg27513764__EFCAB3	0.13327	0.10507	0.752	0.77174	0.11785	0.48836	0.18224	0.42416	0.42544	0.66018	0.10747	0.25763	0.4309	0.048188	0.36635	0.47842	0.76249	0.16384	0.087805	0.50367	0.38592	0.87314	0.057079	0.40452	0.27508	0.33272	0.15765	0.21222	0.089259	0.25916	0.20961	0.063388	0.11983	0.12434	0.80139	0.39599	0.16699	0.20509	0.15379
Meth__cg16332577__C17orf37	0.047126	0.066873	0.081618	0.043123	0.15408	0.067734	0.14633	0.045865	0.16154	0.057638	0.27465	0.25794	0.25375	0.088739	0.13188	0.10042	0.065484	0.089158	0.045387	0.12252	0.059967	0.052802	0.21013	0.072406	0.18765	0.089622	0.10647	0.067109	0.15598	0.089209	0.075836	0.45961	0.056267	0.049974	0.058245	0.040661	0.081413	0.050082	0.051879
Meth__cg07789083__GPRC5C	0.036872	0.059097	0.040527	0.032972	0.94627	0.041848	0.032181	0.69508	0.068327	0.039228	0.52834	0.3652	0.086113	0.040011	0.07834	0.7122	0.032472	0.12302	0.51863	0.032038	0.049625	0.039388	0.050345	0.033305	0.081592	0.040346	0.10121	0.075013	0.067548	0.56876	0.14632	0.32297	0.034282	0.30609	0.038958	0.028723	0.051731	0.031423	0.04203
Meth__cg17733100__C1orf106	0.054622	0.037504	0.13757	0.1056	0.036547	0.069474	0.27882	0.46116	0.040626	0.046508	0.053183	0.060216	0.19902	0.028967	0.35939	0.053671	0.049572	0.1192	0.049393	0.32444	0.35178	0.27186	0.6084	0.030031	0.059762	0.062733	0.089893	0.046432	0.086826	0.04772	0.079254	0.28283	0.034321	0.04925	0.23903	0.035786	0.05778	0.052421	0.04601
Meth__cg22131691__PDE1C	0.94389	0.038738	0.70815	0.099355	0.038862	0.9068	0.088432	0.94376	0.423	0.070351	0.64952	0.70006	0.89665	0.12229	0.45342	0.051838	0.059954	0.10082	0.029838	0.53698	0.44917	0.22811	0.30365	0.53444	0.51543	0.15883	0.30202	0.49802	0.84445	0.74778	0.066436	0.11029	0.061267	0.40546	0.74152	0.90485	0.61565	0.46604	0.16116
Meth__cg24068708__GDPD5	0.1088	0.10703	0.27711	0.50841	0.46283	0.24477	0.20359	0.1141	0.068618	0.065962	0.10018	0.15475	0.30169	0.083845	0.060017	0.06889	0.078925	0.11316	0.05405	0.87191	0.78901	0.071554	0.073734	0.092288	0.2879	0.49759	0.099266	0.057728	0.54714	0.10278	0.11031	0.050651	0.071685	0.10538	0.042804	0.57971	0.05633	0.070222	0.061649
Meth__cg14920334__GALNT8	0.86622	0.031051	0.89645	0.86855	0.048443	0.4768	0.1439	0.62693	0.033079	0.41421	0.56163	0.54566	0.37789	0.035953	0.15889	0.3405	0.60134	0.090739	0.047725	0.22875	0.36942	0.92175	0.048727	0.82671	0.078784	0.8439	0.56727	0.44509	0.58252	0.065001	0.057886	0.14025	0.31975	0.028127	0.89818	0.65404	0.87436	0.27696	0.23724
Meth__cg18234011__IGF2BP2	0.040404	0.04082	0.073175	0.28956	0.48471	0.65407	0.046703	0.058214	0.031957	0.52741	0.052621	0.037659	0.072517	0.46939	0.044744	0.034888	0.03809	0.099908	0.54853	0.55724	0.37489	0.48094	0.047052	0.15897	0.063702	0.048972	0.13208	0.035817	0.93012	0.041231	0.044831	0.040665	0.033117	0.053642	0.028713	0.3195	0.034382	0.44291	0.61639
Meth__cg07238167__EIF2S3	0.040384	0.026653	0.037941	0.031526	0.029319	0.041795	0.060573	0.044836	0.034507	0.040948	0.033387	0.42897	0.074345	0.025537	0.027464	0.034213	0.036457	0.104	0.026217	0.030537	0.034676	0.15975	0.032319	0.057435	0.101	0.038848	0.061595	0.040901	0.088006	0.030688	0.048524	0.034622	0.039134	0.024741	0.034722	0.021437	0.034144	0.038475	0.033069
Meth__cg11208880__LRRC8D	0.019694	0.023961	0.02698	0.01866	0.012503	0.026824	0.021107	0.018043	0.020939	0.018384	0.014003	0.016842	0.029445	0.012889	0.015903	0.01667	0.014989	0.053028	0.4666	0.019044	0.020606	0.017439	0.023423	0.016798	0.024124	0.02931	0.03508	0.014184	0.039727	0.015612	0.036106	0.012577	0.014004	0.014537	0.016598	0.014773	0.019901	0.023507	0.023647
Meth__cg04527363__GRM7	0.82774	0.083151	0.75659	0.88205	0.45654	0.74305	0.13184	0.32255	0.88621	0.085175	0.64897	0.7402	0.13475	0.093199	0.58641	0.70604	0.40217	0.16983	0.074108	0.12142	0.11417	0.89306	0.2278	0.8474	0.33464	0.078752	0.11231	0.1053	0.59117	0.12117	0.098135	0.081972	0.78245	0.21986	0.63572	0.36873	0.26985	0.15638	0.32786
Meth__cg17834752__KCNK9	0.92358	0.031918	0.14769	0.15411	0.95324	0.93431	0.16544	0.17107	0.3092	0.93626	0.9392	0.49097	0.69221	0.89259	0.30242	0.034774	0.041699	0.14859	0.088447	0.94218	0.78095	0.50213	0.074818	0.71079	0.90546	0.90962	0.26251	0.13134	0.93128	0.14627	0.064786	0.032203	0.03495	0.2715	0.028281	0.73673	0.62605	0.51254	0.58975
Meth__cg12874092__VIM	0.93535	0.17695	0.017637	0.56029	0.01704	0.97934	0.062345	0.017528	0.0091108	0.98641	0.094174	0.23194	0.030378	0.99325	0.016964	0.016682	0.0111	0.020677	0.015159	0.97836	0.9792	0.64735	0.020785	0.98288	0.038988	0.070573	0.048694	0.019375	0.93911	0.021538	0.27269	0.015201	0.012244	0.013827	0.014388	0.98033	0.39834	0.94847	0.97627
Meth__cg08607082__ICAM1	0.034304	0.039016	0.18254	0.1313	0.89509	0.058159	0.30727	0.95539	0.0527	0.063202	0.026019	0.081297	0.092703	0.048404	0.05624	0.87797	0.75336	0.076122	0.14636	0.04815	0.073767	0.18277	0.44707	0.057442	0.79079	0.051206	0.061408	0.033361	0.048426	0.091217	0.049708	0.052911	0.031201	0.027956	0.15025	0.71975	0.035058	0.091182	0.47116
Meth__cg02334775__ISG20	0.042151	0.028441	0.049459	0.045846	0.93897	0.03898	0.70888	0.096791	0.38719	0.053914	0.87268	0.38495	0.094983	0.033055	0.30749	0.070807	0.080655	0.075539	0.04414	0.029292	0.0368	0.039142	0.27801	0.02879	0.78524	0.045113	0.068625	0.71836	0.088208	0.17939	0.050047	0.16537	0.16942	0.12304	0.03088	0.030822	0.042255	0.043432	0.047225
Meth__cg11037787__PLA2G2A	0.061681	0.054913	0.073241	0.11081	0.78775	0.27644	0.90217	0.65152	0.84399	0.45875	0.82123	0.61322	0.72965	0.055991	0.66903	0.79276	0.86427	0.68594	0.096516	0.35543	0.41626	0.47242	0.47349	0.088079	0.28964	0.17341	0.063744	0.76309	0.40298	0.68992	0.072742	0.86431	0.82444	0.086145	0.13809	0.15997	0.22104	0.093644	0.083798
Meth__cg09022993__SPATA18	0.058687	0.14764	0.10987	0.040021	0.92202	0.40011	0.78953	0.94293	0.3247	0.055613	0.93417	0.2842	0.85261	0.42337	0.34201	0.92197	0.090466	0.10105	0.28061	0.29886	0.049538	0.22709	0.052979	0.93487	0.39169	0.045261	0.47792	0.17985	0.096507	0.85684	0.64821	0.074932	0.052752	0.060113	0.85184	0.87851	0.052194	0.90973	0.9014
Meth__cg10331779__CTNND2	0.06659	0.099316	0.18014	0.15993	0.87058	0.10481	0.73026	0.51129	0.2058	0.37628	0.89389	0.74006	0.7559	0.062837	0.18171	0.22118	0.21994	0.4923	0.11046	0.060726	0.06099	0.13607	0.15546	0.16091	0.74478	0.12159	0.11257	0.85832	0.092438	0.63544	0.070883	0.047044	0.14561	0.5667	0.27284	0.40548	0.044982	0.24823	0.10544
Meth__cg11668844__MCF2L	0.034627	0.076284	0.056371	0.071603	0.88008	0.15511	0.76263	0.43522	0.047968	0.065325	0.11212	0.25772	0.20238	0.059936	0.057086	0.50223	0.92133	0.069243	0.04233	0.12972	0.16451	0.11274	0.92413	0.039789	0.072732	0.10944	0.15996	0.90522	0.17173	0.04341	0.056807	0.85967	0.033749	0.051275	0.05154	0.059231	0.070134	0.1218	0.14642
Meth__cg16306115__DCDC2	0.060193	0.057168	0.39328	0.044118	0.96495	0.21977	0.95495	0.9716	0.96938	0.067551	0.95083	0.5537	0.93845	0.016931	0.96364	0.96175	0.23637	0.089921	0.76292	0.39508	0.42865	0.44639	0.95863	0.061832	0.93442	0.064809	0.071128	0.95794	0.84546	0.59553	0.15618	0.27734	0.41844	0.18259	0.12964	0.68866	0.063045	0.078026	0.94661
Meth__cg06782692__STK32C	0.066399	0.061587	0.076954	0.047566	0.059217	0.071493	0.16904	0.051828	0.071908	0.083618	0.08846	0.048102	0.18038	0.065307	0.053985	0.090102	0.04711	0.13076	0.0627	0.065272	0.071258	0.065441	0.079003	0.045414	0.14858	0.095106	0.086593	0.054154	0.11702	0.073006	0.099614	0.071203	0.063392	0.071371	0.04409	0.071844	0.087062	0.070977	0.082741
Meth__cg06942445__TRO	0.77156	0.020993	0.79459	0.46917	0.024242	0.61942	0.07672	0.97017	0.65652	0.022255	0.90812	0.46907	0.49731	0.40665	0.61062	0.045223	0.016652	0.033725	0.021661	0.34638	0.27617	0.80398	0.17253	0.95049	0.10563	0.48717	0.025773	0.040905	0.59232	0.39125	0.024253	0.038526	0.030809	0.040236	0.89793	0.35709	0.80816	0.39825	0.19701
Meth__cg12526025__LARGE	0.05699	0.038319	0.045119	0.029898	0.046006	0.05161	0.42221	0.4493	0.037142	0.068406	0.048727	0.10913	0.16314	0.038575	0.048823	0.047225	0.14548	0.068784	0.034892	0.044077	0.04665	0.04438	0.053579	0.039275	0.53368	0.049129	0.087576	0.047496	0.095998	0.7928	0.086881	0.048243	0.036667	0.056928	0.047956	0.029194	0.048412	0.046543	0.051705
Meth__cg23055678__IL1RAPL2	0.26857	0.052263	0.063446	0.063097	0.48399	0.059453	0.28371	0.11636	0.17396	0.047069	0.78155	0.080214	0.086605	0.045573	0.16096	0.17702	0.17818	0.11499	0.04654	0.055978	0.057907	0.22433	0.11715	0.40396	0.26829	0.058498	0.1155	0.14984	0.14515	0.074635	0.07202	0.069614	0.057326	0.14307	0.062972	0.23192	0.48855	0.091326	0.054432
Meth__cg23959705__TNFRSF9	0.35644	0.047179	0.1543	0.36901	0.41475	0.43216	0.6702	0.88149	0.077386	0.058521	0.35927	0.3587	0.67194	0.08838	0.10815	0.57717	0.36834	0.4272	0.37949	0.078637	0.056394	0.41096	0.72536	0.11681	0.75743	0.20503	0.066693	0.82884	0.13681	0.31701	0.067751	0.052542	0.12705	0.81645	0.46437	0.46729	0.046414	0.12232	0.25811
Meth__cg23844090__TMEM42	0.090696	0.69935	0.05628	0.031806	0.76364	0.066152	0.095003	0.042687	0.029409	0.0646	0.068975	0.055139	0.080315	0.025485	0.04667	0.038488	0.042508	0.069214	0.040406	0.04052	0.066286	0.033632	0.085029	0.043729	0.063539	0.64756	0.079112	0.060307	0.080647	0.06356	0.060089	0.035375	0.038265	0.19061	0.049747	0.04614	0.055303	0.47022	0.96491
Meth__cg06233503__KCNQ1	0.50235	0.040818	0.91735	0.78747	0.22437	0.44312	0.33473	0.87218	0.38033	0.078643	0.22938	0.41458	0.30963	0.088921	0.27433	0.1798	0.64766	0.10217	0.047645	0.72299	0.74497	0.34008	0.88757	0.81495	0.14087	0.57032	0.10972	0.26382	0.41648	0.23048	0.046845	0.053277	0.062636	0.037186	0.39258	0.068347	0.94357	0.25968	0.21335
Meth__cg01344452__DGKE	0.52863	0.027848	0.98279	0.019757	0.018677	0.024533	0.032793	0.016311	0.021609	0.017345	0.027965	0.023468	0.059647	0.017077	0.16961	0.77481	0.021388	0.059368	0.7446	0.010265	0.026037	0.050404	0.032247	0.98615	0.96652	0.72598	0.052438	0.033828	0.054731	0.033211	0.10036	0.027672	0.018258	0.98513	0.98608	0.023205	0.028237	0.026726	0.018922
Meth__cg19560287__GEMIN5	0.026395	0.013415	0.031814	0.017145	0.48946	0.027134	0.27439	0.038843	0.030714	0.028883	0.024863	0.025388	0.061813	0.019188	0.022538	0.034312	0.044537	0.047754	0.014309	0.019977	0.025097	0.2124	0.077172	0.023346	0.48283	0.029586	0.027715	0.12215	0.055595	0.022183	0.03886	0.0732	0.024367	0.037427	0.039188	0.016554	0.024194	0.022013	0.032336
Meth__cg03138668__SLC17A7	0.054041	0.039379	0.1138	0.065857	0.036591	0.13585	0.59812	0.27733	0.036358	0.044231	0.1326	0.12533	0.27929	0.047052	0.048647	0.064501	0.092665	0.066074	0.034409	0.038063	0.23922	0.041994	0.097121	0.16311	0.80747	0.057249	0.059119	0.04077	0.87084	0.10414	0.087675	0.042091	0.037625	0.052533	0.045954	0.10636	0.051476	0.047008	0.054989
