Cell lines	600MPE	AU565	BT20	BT474	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB157	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg04826883__CA12	0.053487	0.044893	0.91769	0.073327	0.28764	0.060846	0.48451	0.049541	0.057845	0.2047	0.13567	0.55145	0.059812	0.41783	0.05145	0.094176	0.041344	0.037237	0.055542	0.20079	0.10799	0.050012	0.13854	0.10267	0.077658	0.055097	0.059144	0.0443	0.11477	0.045013	0.15049	0.08716	0.046126	0.051772	0.043272
Meth__cg01288598__CD83	0.051129	0.3655	0.095154	0.10609	0.046575	0.079275	0.066256	0.049637	0.064826	0.064818	0.026919	0.28311	0.13052	0.38137	0.06831	0.09081	0.069785	0.050612	0.053892	0.081921	0.093132	0.045176	0.048712	0.11183	0.17856	0.055012	0.044087	0.085932	0.12635	0.046643	0.047704	0.076151	0.049777	0.059693	0.065338
Meth__cg09531892__LRP12	0.12898	0.11385	0.38702	0.078981	0.040326	0.073734	0.048997	0.073171	0.13672	0.050973	0.32772	0.1129	0.060901	0.065509	0.050257	0.14519	0.041463	0.38917	0.099924	0.050391	0.11035	0.053392	0.59652	0.089409	0.26079	0.061294	0.04666	0.06296	0.044992	0.057637	0.19736	0.072266	0.057772	0.060939	0.069843
Meth__cg26014796__RNF39	0.01978	0.024594	0.020268	0.030411	0.92345	0.033271	0.012843	0.019923	0.029998	0.03083	0.013853	0.039358	0.028789	0.028476	0.019553	0.046475	0.078627	0.022675	0.02405	0.78993	0.082412	0.022272	0.026762	0.042097	0.062526	0.11152	0.014134	0.023686	0.24419	0.023179	0.019987	0.023336	0.026818	0.02241	0.02484
Meth__cg23141855__TFPI2	0.043657	0.44402	0.56816	0.16456	0.04295	0.41747	0.56978	0.03167	0.052529	0.68886	0.097721	0.88431	0.044464	0.81316	0.30903	0.085027	0.49324	0.23915	0.25336	0.23936	0.063194	0.041872	0.088345	0.75188	0.1929	0.035635	0.048189	0.58214	0.057703	0.070746	0.88634	0.88582	0.050573	0.047507	0.15715
Meth__cg12078929__SERHL	0.013216	0.028747	0.98345	0.86183	0.98911	0.13865	0.62445	0.01337	0.98092	0.014956	0.96952	0.97087	0.08894	0.93122	0.98463	0.57647	0.7614	0.99104	0.98778	0.92886	0.96872	0.98868	0.028275	0.9794	0.75361	0.22278	0.031379	0.61596	0.9847	0.009379	0.28798	0.031542	0.014384	0.016963	0.019912
Meth__cg18191162__KIF6	0.058178	0.048068	0.50248	0.04475	0.31756	0.061117	0.045522	0.053775	0.056646	0.058522	0.040651	0.075498	0.054035	0.053002	0.048323	0.14192	0.18564	0.044743	0.055741	0.050986	0.19411	0.042388	0.08802	0.091578	0.12539	0.048837	0.23667	0.14933	0.053645	0.053357	0.050542	0.070555	0.046582	0.054062	0.051042
Meth__cg26790132__IL17D	0.45392	0.47953	0.96201	0.042607	0.24943	0.61351	0.038542	0.024814	0.08369	0.043991	0.086677	0.88839	0.066362	0.26087	0.040109	0.10427	0.39816	0.034533	0.045416	0.044748	0.21723	0.039799	0.01854	0.53595	0.18939	0.057759	0.033716	0.067452	0.2547	0.095063	0.53719	0.14573	0.068152	0.10129	0.031467
Meth__cg17841529__OSBPL8	0.066152	0.051997	0.069238	0.054559	0.05344	0.048773	0.035075	0.06442	0.049299	0.063091	0.06391	0.059428	0.055575	0.049381	0.047524	0.10526	0.051185	0.048138	0.057309	0.04477	0.070764	0.050946	0.064732	0.18252	0.094219	0.040719	0.049554	0.050755	0.046327	0.053336	0.051282	0.5246	0.05131	0.25144	0.32482
Meth__cg26542888__RNF2	0.038471	0.027809	0.25312	0.54791	0.57577	0.087043	0.57978	0.52952	0.048253	0.37655	0.38933	0.70364	0.36902	0.35766	0.14895	0.061541	0.13914	0.070692	0.032033	0.37734	0.29053	0.082075	0.037887	0.13045	0.077103	0.037837	0.14969	0.1818	0.19918	0.050493	0.28699	0.041394	0.032185	0.23069	0.24053
Meth__cg00690280__WFDC10B	0.72502	0.11359	0.68846	0.82416	0.048012	0.72424	0.66582	0.8318	0.22644	0.11209	0.72885	0.80378	0.62682	0.21907	0.085552	0.11567	0.059601	0.50148	0.74715	0.090815	0.11733	0.6864	0.13112	0.45436	0.13587	0.25129	0.12862	0.077968	0.82131	0.07716	0.228	0.063195	0.8396	0.44008	0.7434
Meth__cg26575445__GPR160	0.035031	0.023088	0.12106	0.02735	0.081147	0.033346	0.0305	0.033271	0.034109	0.37654	0.062505	0.11581	0.035166	0.27782	0.028466	0.068931	0.037702	0.016649	0.033583	0.062254	0.84956	0.036897	0.069114	0.064828	0.049601	0.02921	0.032839	0.059591	0.031422	0.023372	0.021411	0.04095	0.030965	0.038225	0.035392
Meth__cg19853760__LGALS1	0.093504	0.51621	0.062883	0.94098	0.033077	0.045188	0.067228	0.031494	0.061987	0.050154	0.19246	0.39771	0.41766	0.10688	0.034093	0.11081	0.028775	0.62623	0.46262	0.03724	0.046878	0.89865	0.23595	0.38616	0.48233	0.033629	0.036956	0.031262	0.90769	0.78067	0.060641	0.064202	0.099595	0.71672	0.86867
Meth__cg07900766__SPAG16	0.88166	0.056724	0.077418	0.19163	0.062219	0.07194	0.65852	0.84278	0.044503	0.053545	0.16198	0.25261	0.80949	0.074854	0.043707	0.083797	0.33036	0.84426	0.84185	0.059393	0.13106	0.0543	0.12415	0.08891	0.07287	0.048933	0.072134	0.061374	0.8055	0.03722	0.049005	0.15479	0.81238	0.39881	0.38079
Meth__cg02165720__NDUFB11	0.39151	0.26261	0.050968	0.044049	0.034743	0.041349	0.036749	0.52001	0.042038	0.053566	0.26005	0.28231	0.43852	0.52601	0.044635	0.58827	0.035086	0.037091	0.044969	0.48584	0.099196	0.39577	0.38414	0.29792	0.50657	0.4426	0.038569	0.38323	0.043718	0.033119	0.058315	0.16323	0.39761	0.34714	0.037892
Meth__cg04355435__TMEM125	0.03376	0.031498	0.036961	0.058673	0.87813	0.058741	0.040345	0.035671	0.041456	0.93379	0.062036	0.074948	0.025121	0.13934	0.64199	0.096695	0.052938	0.021999	0.0392	0.83238	0.59318	0.03952	0.08046	0.036822	0.052555	0.040631	0.02143	0.069782	0.027403	0.024152	0.025979	0.09948	0.041487	0.061021	0.042498
Meth__cg20253551__ESR1	0.038194	0.045622	0.045402	0.052452	0.81527	0.050579	0.43592	0.0409	0.036031	0.48233	0.091914	0.10971	0.03445	0.061861	0.079066	0.096859	0.053457	0.5357	0.037001	0.076225	0.7376	0.042256	0.044232	0.093572	0.059387	0.031262	0.031851	0.04878	0.038433	0.039885	0.041446	0.092548	0.029432	0.044032	0.17453
Meth__cg00410921__CKMT1B	0.089636	0.10101	0.38112	0.87546	0.62827	0.55819	0.58514	0.29586	0.65872	0.77707	0.26545	0.72887	0.20597	0.84118	0.42691	0.061608	0.049283	0.75865	0.8718	0.39861	0.50721	0.79296	0.24116	0.88056	0.4105	0.14437	0.07059	0.058082	0.65013	0.14275	0.04754	0.19861	0.13863	0.093878	0.057959
Meth__cg27427207__ATP8A1	0.06031	0.050374	0.19572	0.067775	0.34994	0.051177	0.70117	0.041174	0.082521	0.10491	0.056787	0.065743	0.067884	0.048281	0.15706	0.081751	0.11499	0.052979	0.054302	0.057281	0.32973	0.055078	0.09548	0.088836	0.12502	0.053556	0.044235	0.4921	0.049196	0.039381	0.054091	0.12882	0.060782	0.058055	0.047971
Meth__cg25341653__ELMO3	0.039286	0.025555	0.029613	0.40788	0.98444	0.030329	0.017854	0.98505	0.58735	0.77758	0.38498	0.975	0.98501	0.020496	0.98607	0.030886	0.98716	0.059811	0.70856	0.97263	0.96707	0.057607	0.035247	0.11178	0.07381	0.96859	0.014883	0.98612	0.80439	0.8422	0.01728	0.067669	0.038664	0.028834	0.034873
Meth__cg03977782__SIDT1	0.040169	0.037645	0.45395	0.033482	0.57341	0.036561	0.96698	0.043903	0.030305	0.13062	0.049172	0.049439	0.036025	0.88735	0.047103	0.083703	0.20187	0.039584	0.030908	0.052319	0.30667	0.037486	0.063856	0.065549	0.075402	0.029203	0.12691	0.045524	0.047472	0.026232	0.36544	0.19321	0.040147	0.035192	0.032856
Meth__cg13589108__FAM5B	0.037459	0.017425	0.68142	0.041757	0.53422	0.91667	0.28683	0.026398	0.66225	0.87585	0.31053	0.90391	0.028506	0.040242	0.063808	0.074245	0.063991	0.75245	0.74069	0.03957	0.87954	0.88877	0.058467	0.94294	0.035125	0.034404	0.022843	0.024807	0.71101	0.036963	0.83935	0.067968	0.038663	0.079297	0.053664
Meth__cg01410472__CRISPLD1	0.0654	0.043874	0.85681	0.60379	0.43457	0.67575	0.1153	0.027772	0.2652	0.055383	0.23167	0.7894	0.30728	0.054689	0.060168	0.17469	0.047962	0.26307	0.054295	0.25566	0.50885	0.65428	0.46549	0.8487	0.059264	0.034384	0.042865	0.082939	0.55141	0.35484	0.82948	0.05	0.46402	0.028972	0.050342
Meth__cg24107665__ZNF696	0.04739	0.77263	0.56866	0.13183	0.69155	0.89164	0.16336	0.070785	0.83393	0.052957	0.85509	0.5019	0.08574	0.38359	0.056656	0.29793	0.90195	0.34316	0.090178	0.89683	0.29212	0.58787	0.33412	0.25069	0.23249	0.048439	0.03174	0.87177	0.7051	0.078496	0.041301	0.27356	0.75063	0.37421	0.52743
Meth__cg26781150__GLOXD1	0.051858	0.035499	0.97367	0.29698	0.66578	0.54932	0.54701	0.034738	0.29875	0.036812	0.041419	0.95902	0.32894	0.94641	0.032985	0.085964	0.11921	0.42614	0.044882	0.35953	0.92716	0.94848	0.070003	0.93875	0.046899	0.31706	0.033208	0.28347	0.96768	0.84592	0.5078	0.92411	0.043568	0.948	0.94259
Meth__cg03776060__C9orf58	0.045382	0.046378	0.081998	0.036514	0.92404	0.039937	0.058698	0.027848	0.039395	0.045256	0.053511	0.11436	0.033543	0.046413	0.35297	0.096361	0.047987	0.032177	0.040356	0.93071	0.66825	0.034721	0.063578	0.073022	0.07968	0.43677	0.31268	0.78437	0.030565	0.031347	0.033722	0.044254	0.040982	0.041817	0.036871
Meth__cg03160508__RHOD	0.021419	0.80453	0.03319	0.29692	0.92197	0.078923	0.95821	0.018216	0.067687	0.28785	0.046384	0.069129	0.018234	0.26828	0.080416	0.04714	0.16354	0.29472	0.1158	0.95363	0.53925	0.21547	0.033698	0.054176	0.7431	0.53411	0.018002	0.54044	0.023209	0.036381	0.047963	0.062278	0.017331	0.022621	0.03428
Meth__cg11368946__GCAT	0.082723	0.082114	0.37069	0.082398	0.1313	0.11937	0.10955	0.095322	0.11644	0.23599	0.57901	0.27468	0.10094	0.11038	0.10908	0.46038	0.22816	0.13024	0.086622	0.076342	0.25848	0.16158	0.097483	0.15176	0.18156	0.048945	0.059816	0.086075	0.10011	0.15255	0.046471	0.080353	0.098343	0.13465	0.14687
Meth__cg23239828__SEC6L1	0.34781	0.087903	0.53941	0.14009	0.32962	0.24076	0.17508	0.19158	0.11233	0.19712	0.2428	0.29876	0.17267	0.09931	0.31525	0.187	0.32336	0.082257	0.094343	0.20767	0.47802	0.088345	0.088053	0.12592	0.076335	0.049498	0.4243	0.080406	0.083078	0.056594	0.13102	0.079655	0.093285	0.058868	0.052157
Meth__cg01284619__HCN2	0.30017	0.048357	0.18249	0.19783	0.39067	0.045976	0.030622	0.036318	0.036095	0.10012	0.13306	0.64599	0.03639	0.07208	0.2863	0.12604	0.081077	0.075137	0.075927	0.62411	0.46125	0.054039	0.10778	0.36696	0.056931	0.031285	0.076365	0.051942	0.12019	0.047445	0.059081	0.03752	0.044795	0.044953	0.034558
Meth__cg22532997__LRRC16	0.061443	0.050376	0.088501	0.06847	0.1082	0.074324	0.061201	0.051986	0.065662	0.10066	0.047404	0.10885	0.063306	0.077597	0.077135	0.14086	0.072139	0.0652	0.07346	0.12129	0.1259	0.064249	0.094047	0.11535	0.078427	0.060652	0.054675	0.075194	0.079847	0.048826	0.06706	0.10877	0.0732	0.093272	0.091824
Meth__cg21974766__NBLA04196	0.017838	0.016033	0.034708	0.012181	0.42253	0.013997	0.45506	0.02135	0.019188	0.017168	0.04442	0.054119	0.019413	0.029045	0.028446	0.048346	0.026239	0.010582	0.01427	0.035293	0.51548	0.027604	0.019706	0.052013	0.038869	0.019493	0.084212	0.10607	0.039031	0.016776	0.018064	0.054153	0.022551	0.016971	0.020322
Meth__cg17523380__PPP1R1A	0.024319	0.01564	0.051607	0.069335	0.17057	0.10964	0.039267	0.020892	0.032469	0.15166	0.13489	0.20897	0.020768	0.033096	0.078598	0.093032	0.014734	0.069574	0.028071	0.028991	0.20372	0.022486	0.029321	0.17894	0.036341	0.030608	0.018073	0.024494	0.072174	0.024912	0.060315	0.030317	0.086825	0.039305	0.027649
Meth__cg03626672__CMKOR1	0.08895	0.086075	0.77328	0.086877	0.10144	0.28311	0.62077	0.10828	0.075498	0.3826	0.42989	0.7402	0.09787	0.2669	0.13887	0.27741	0.14717	0.095717	0.088208	0.11354	0.44103	0.088677	0.14819	0.43103	0.17547	0.075482	0.45358	0.099071	0.10146	0.11467	0.64682	0.067762	0.15377	0.083063	0.19124
Meth__cg06690548__SLC7A11	0.88412	0.063771	0.12999	0.46673	0.050909	0.16513	0.068711	0.94787	0.12478	0.22934	0.68912	0.10014	0.82246	0.11721	0.03876	0.067405	0.046588	0.080929	0.067968	0.16922	0.085106	0.10005	0.13874	0.23146	0.11176	0.035643	0.4378	0.03106	0.22606	0.051431	0.053379	0.17929	0.86589	0.59637	0.47044
Meth__cg07558455__ANKRD38	0.15664	0.055732	0.95922	0.18515	0.91346	0.83406	0.97891	0.047595	0.47034	0.045722	0.032759	0.29193	0.042149	0.58766	0.061025	0.089104	0.25065	0.85432	0.85269	0.54229	0.85373	0.070127	0.11501	0.89199	0.069522	0.044892	0.025405	0.21701	0.039612	0.026117	0.48337	0.17379	0.051345	0.36084	0.59838
Meth__cg10763288__DHCR7	0.086037	0.13677	0.12885	0.12202	0.23856	0.24493	0.078581	0.057279	0.10299	0.065916	0.17609	0.09001	0.087098	0.11924	0.15085	0.096828	0.71974	0.086405	0.057586	0.66122	0.48607	0.14242	0.067313	0.15178	0.15637	0.11428	0.10661	0.68576	0.078679	0.0838	0.09438	0.093506	0.085236	0.10229	0.090708
Meth__cg22628926__SLC25A11	0.080688	0.10282	0.12379	0.06718	0.085355	0.12055	0.84072	0.11878	0.13782	0.064491	0.31442	0.12625	0.11184	0.15622	0.062045	0.088505	0.070493	0.083417	0.059064	0.67921	0.25576	0.15365	0.06037	0.19348	0.07145	0.055172	0.083797	0.13736	0.092344	0.095384	0.056765	0.1243	0.35127	0.10438	0.082479
Meth__cg02428100__KEAP1	0.04835	0.43853	0.93807	0.1788	0.67315	0.59866	0.044469	0.23254	0.42649	0.044638	0.046018	0.88602	0.19276	0.97102	0.0439	0.078824	0.119	0.044907	0.043742	0.28515	0.13193	0.05744	0.10609	0.10462	0.12833	0.042573	0.035973	0.04815	0.85925	0.051838	0.031866	0.13065	0.068684	0.056209	0.64758
Meth__cg17296078__UBTD1	0.042608	0.90896	0.077569	0.94971	0.028461	0.73245	0.62164	0.048162	0.57498	0.041958	0.064178	0.11947	0.051733	0.10784	0.031397	0.051926	0.028348	0.93434	0.89476	0.034493	0.61842	0.88291	0.1149	0.1481	0.89471	0.48093	0.031497	0.049809	0.14496	0.061032	0.85363	0.10777	0.10731	0.29837	0.923
Meth__cg02276665__CTNNA1	0.10566	0.059767	0.13676	0.12031	0.22233	0.1183	0.11619	0.17472	0.14842	0.16051	0.10586	0.2771	0.19964	0.10114	0.24355	0.14976	0.30688	0.08866	0.11502	0.88292	0.10907	0.1164	0.12487	0.17356	0.17764	0.061276	0.084019	0.88913	0.043488	0.065396	0.046468	0.1871	0.088487	0.12032	0.10024
Meth__cg00886554__NMU	0.052061	0.045396	0.39432	0.054332	0.81442	0.065873	0.038739	0.054273	0.059111	0.28759	0.077259	0.10469	0.065725	0.053453	0.043094	0.13773	0.34715	0.052267	0.065622	0.079849	0.08396	0.06221	0.07137	0.13264	0.11228	0.03361	0.05819	0.36709	0.057534	0.047193	0.048995	0.19651	0.047651	0.047111	0.051769
Meth__cg03969797__MKRN3	0.81641	0.029543	0.068598	0.907	0.23261	0.74664	0.46503	0.053947	0.089675	0.088269	0.40897	0.089109	0.077239	0.030338	0.055966	0.09046	0.042816	0.68999	0.4292	0.053492	0.065146	0.14949	0.14559	0.22583	0.043486	0.29547	0.052284	0.11317	0.06341	0.096928	0.43829	0.35886	0.26941	0.27137	0.21105
Meth__cg22967016__MICAL2	0.04509	0.034149	0.12098	0.42104	0.1255	0.093223	0.15678	0.2137	0.045992	0.055145	0.13387	0.1258	0.18199	0.049918	0.043269	0.12581	0.032576	0.36203	0.084619	0.055536	0.037313	0.23133	0.099016	0.097937	0.059866	0.034909	0.02507	0.028478	0.092093	0.047442	0.24542	0.10276	0.041641	0.12691	0.29825
Meth__cg08743392__GSS	0.035276	0.05076	0.037997	0.075684	0.35467	0.07445	0.04208	0.038416	0.056586	0.082049	0.031202	0.052682	0.039945	0.094581	0.039894	0.061275	0.038352	0.085214	0.040011	0.49122	0.068408	0.055766	0.10288	0.073202	0.072834	0.032587	0.052767	0.042432	0.1441	0.32744	0.036658	0.06906	0.05727	0.03606	0.057598
Meth__cg12220493__TITF1	0.059879	0.069678	0.97683	0.79218	0.67538	0.11235	0.23634	0.058513	0.089691	0.70291	0.31656	0.84954	0.078299	0.8658	0.060931	0.046086	0.098949	0.61857	0.39767	0.083574	0.059001	0.056477	0.034151	0.79099	0.031054	0.034644	0.022776	0.06903	0.067014	0.31101	0.73031	0.53035	0.13813	0.093549	0.074465
Meth__cg23166289__C1orf107	0.042051	0.027429	0.45433	0.53578	0.7202	0.086906	0.12222	0.40208	0.098272	0.17135	0.57243	0.14817	0.34176	0.20899	0.10262	0.15068	0.79459	0.038528	0.070656	0.039741	0.27906	0.3189	0.092422	0.20407	0.074841	0.035996	0.38187	0.52924	0.82982	0.33486	0.32602	0.08332	0.051968	0.043636	0.038831
Meth__cg20315951__OVOL1	0.078066	0.02094	0.056935	0.027334	0.96575	0.026606	0.015053	0.033964	0.050839	0.034611	0.038121	0.10663	0.030853	0.37342	0.031388	0.079084	0.41661	0.027319	0.02902	0.95875	0.96055	0.050862	0.057386	0.049674	0.071795	0.030933	0.020715	0.081777	0.062334	0.026644	0.040985	0.045279	0.054359	0.035877	0.050191
Meth__cg09970593__OPRD1	0.13429	0.088965	0.88155	0.17505	0.88559	0.39636	0.75508	0.11469	0.26032	0.68894	0.77108	0.83972	0.13304	0.61475	0.6484	0.17407	0.067645	0.55323	0.76941	0.86767	0.73429	0.10903	0.17889	0.5239	0.28599	0.11963	0.07067	0.094748	0.35804	0.058495	0.59419	0.24951	0.14067	0.45003	0.60264
Meth__cg01318557__LAT2	0.057013	0.037562	0.055489	0.86957	0.78305	0.88608	0.042962	0.0404	0.23946	0.050408	0.072882	0.12412	0.05016	0.044639	0.034618	0.099619	0.026905	0.53407	0.88572	0.044694	0.063143	0.91626	0.11288	0.11469	0.30979	0.80201	0.042375	0.040601	0.89215	0.029015	0.64055	0.12811	0.91269	0.57964	0.30261
Meth__cg13968061__APCS	0.69767	0.07089	0.83099	0.3748	0.8993	0.25308	0.54043	0.54907	0.11093	0.52141	0.10637	0.8145	0.42995	0.61399	0.64494	0.32397	0.1454	0.072019	0.10541	0.13304	0.79296	0.26879	0.11099	0.16054	0.15882	0.097908	0.8811	0.8898	0.16021	0.31601	0.43118	0.22025	0.10791	0.33903	0.39273
Meth__cg01316516__LDHA	0.058438	0.053332	0.053383	0.22208	0.045076	0.059969	0.087041	0.044314	0.049688	0.042563	0.067103	0.069492	0.53824	0.039945	0.034055	0.11011	0.044638	0.039477	0.058333	0.051049	0.083169	0.053058	0.11517	0.088089	0.26769	0.051682	0.043437	0.040729	0.050141	0.048976	0.048572	0.22453	0.060455	0.053667	0.050899
Meth__cg11572744__DPYSL3	0.076104	0.04979	0.85109	0.054041	0.56279	0.58536	0.78021	0.054803	0.093091	0.47803	0.069643	0.33791	0.068239	0.077069	0.051029	0.13045	0.056396	0.51721	0.06028	0.056966	0.36544	0.064399	0.068374	0.83261	0.11739	0.03875	0.036984	0.27018	0.030704	0.034773	0.39119	0.069014	0.072305	0.050466	0.046314
Meth__cg27379587__NMB	0.089366	0.13562	0.3015	0.13371	0.86743	0.12575	0.22895	0.11835	0.14567	0.20361	0.33777	0.7016	0.11439	0.13765	0.13053	0.20715	0.3696	0.30016	0.27392	0.83785	0.81097	0.17282	0.1548	0.29356	0.19187	0.096145	0.09389	0.33868	0.55093	0.13372	0.58013	0.33798	0.15071	0.14436	0.39371
Meth__cg03099492__CYP26A1	0.048356	0.073171	0.95931	0.057698	0.11744	0.054329	0.5228	0.055474	0.055887	0.8242	0.45891	0.51093	0.044156	0.70409	0.069005	0.098044	0.062279	0.33081	0.635	0.54251	0.76864	0.064386	0.070854	0.092221	0.094251	0.05599	0.045839	0.05598	0.19924	0.052621	0.4786	0.058857	0.05271	0.071262	0.05543
Meth__cg06436504__DOC1	0.079046	0.056552	0.062893	0.12424	0.87227	0.19875	0.94964	0.88928	0.13671	0.7351	0.39849	0.18633	0.65473	0.18136	0.89733	0.78138	0.87068	0.23943	0.088829	0.89468	0.86003	0.095732	0.32077	0.35787	0.18246	0.90932	0.91649	0.92343	0.41926	0.057293	0.04387	0.1735	0.066534	0.075999	0.12581
Meth__cg13686042__SBF1	0.06485	0.089095	0.12733	0.12409	0.24261	0.087322	0.048635	0.04418	0.10393	0.089672	0.18506	0.19512	0.056491	0.20812	0.14685	0.08611	0.085718	0.19813	0.092376	0.51925	0.24416	0.11429	0.094009	0.099567	0.21524	0.052788	0.049274	0.059127	0.27112	0.052415	0.097941	0.098288	0.07951	0.052833	0.058541
Meth__cg16155382__GRHL3	0.048869	0.029336	0.034599	0.036492	0.8112	0.051297	0.039012	0.046087	0.042151	0.85066	0.035134	0.09501	0.031436	0.23111	0.12611	0.044934	0.092428	0.043919	0.045713	0.90352	0.8288	0.04304	0.088301	0.10541	0.11054	0.24108	0.023156	0.51361	0.039258	0.026026	0.052276	0.10892	0.056222	0.041581	0.042662
Meth__cg02676865__UBTD1	0.071118	0.89832	0.11829	0.96518	0.041939	0.85065	0.67022	0.067923	0.69974	0.077852	0.0956	0.18566	0.080167	0.079763	0.057481	0.096762	0.039126	0.96045	0.9357	0.072519	0.65784	0.93217	0.099961	0.13725	0.93632	0.51974	0.044783	0.049362	0.077008	0.087289	0.94575	0.056561	0.078638	0.25741	0.94383
Meth__cg24798047__GOLT1A	0.072984	0.036708	0.71993	0.72257	0.81308	0.041119	0.28333	0.098394	0.17523	0.83562	0.85425	0.21446	0.14359	0.49943	0.55411	0.80224	0.4827	0.049001	0.074518	0.83995	0.80353	0.22128	0.20157	0.065789	0.14739	0.35135	0.83626	0.28397	0.70635	0.17797	0.13073	0.095624	0.21359	0.053552	0.10004
Meth__cg10080004__SYT5	0.068838	0.040291	0.76923	0.14712	0.52945	0.20698	0.47513	0.15589	0.04344	0.81159	0.70424	0.64516	0.13108	0.034761	0.74549	0.065366	0.45377	0.39123	0.11375	0.082386	0.70075	0.16077	0.076876	0.52166	0.04726	0.32877	0.2267	0.47267	0.1092	0.046121	0.15215	0.13287	0.029993	0.21182	0.16491
Meth__cg19799744__ENPP5	0.055069	0.031166	0.74929	0.03344	0.91254	0.039288	0.02116	0.083871	0.0451	0.20477	0.041393	0.1116	0.042998	0.048122	0.11803	0.078211	0.071251	0.049401	0.045432	0.1773	0.43944	0.050625	0.046424	0.34024	0.0753	0.029887	0.032526	0.1542	0.029218	0.030646	0.040398	0.039582	0.040293	0.064056	0.055044
Meth__cg01120308__PICALM	0.10948	0.057783	0.1458	0.69281	0.060406	0.80778	0.046029	0.85136	0.50536	0.054097	0.057689	0.17855	0.54096	0.047176	0.15733	0.39901	0.039891	0.86158	0.87457	0.061223	0.075167	0.37706	0.70669	0.5674	0.10477	0.055519	0.051273	0.059003	0.11608	0.12682	0.17651	0.22813	0.11697	0.18105	0.4761
Meth__cg21972430__TPD52L1	0.035579	0.02751	0.039732	0.031737	0.10179	0.038243	0.018826	0.031573	0.039611	0.064664	0.031903	0.09081	0.0353	0.036913	0.073115	0.068856	0.050446	0.029652	0.035016	0.0371	0.68641	0.037566	0.068452	0.097171	0.078344	0.031662	0.028601	0.03898	0.038183	0.029469	0.034976	0.11159	0.040099	0.037082	0.040248
Meth__cg10154655__PNPO	0.056631	0.046145	0.049304	0.051552	0.052015	0.051175	0.07136	0.048877	0.055477	0.46974	0.048815	0.083384	0.049676	0.89768	0.048464	0.12023	0.07029	0.043173	0.046245	0.094385	0.082513	0.056523	0.088387	0.11344	0.062434	0.043538	0.061946	0.074618	0.044842	0.037939	0.044175	0.067608	0.061545	0.040367	0.045093
Meth__cg18452324__MFNG	0.06418	0.062034	0.96248	0.81214	0.94321	0.090204	0.96782	0.080558	0.25396	0.79897	0.93495	0.93502	0.075253	0.66978	0.95954	0.87473	0.38049	0.10311	0.088107	0.95555	0.086626	0.079184	0.054585	0.21509	0.10774	0.076607	0.28232	0.030183	0.10433	0.037569	0.13773	0.075509	0.048495	0.67581	0.58438
Meth__cg01428678__GPHN	0.082531	0.28518	0.30969	0.077652	0.076208	0.14347	0.052808	0.085004	0.079851	0.092892	0.089646	0.18468	0.075303	0.095087	0.051839	0.093993	0.08693	0.037762	0.061835	0.14196	0.11245	0.077601	0.086784	0.089979	0.073331	0.068068	0.065584	0.091483	0.080476	0.068444	0.085072	0.13676	0.060679	0.079123	0.061347
Meth__cg12936220__RPL26L1	0.035328	0.023093	0.84422	0.46603	0.31233	0.58033	0.62399	0.21581	0.27379	0.069872	0.17889	0.3635	0.17054	0.083364	0.35633	0.41033	0.92704	0.059726	0.032427	0.03554	0.049548	0.038371	0.14083	0.072628	0.038018	0.1816	0.06003	0.87654	0.040011	0.061124	0.02956	0.045943	0.030024	0.82511	0.67378
Meth__cg09967877__SYT12	0.025161	0.024028	0.046988	0.031161	0.42293	0.042959	0.96831	0.031525	0.031037	0.17665	0.40282	0.077616	0.038019	0.83445	0.035141	0.12787	0.055234	0.018193	0.030394	0.91797	0.32507	0.5612	0.026786	0.0358	0.47117	0.14314	0.016036	0.1659	0.78782	0.013449	0.66579	0.086122	0.035828	0.027042	0.028901
Meth__cg26524263__KLK13	0.60994	0.023823	0.27624	0.66982	0.91851	0.6977	0.98306	0.15382	0.048747	0.95948	0.055531	0.47873	0.16693	0.50895	0.64084	0.14918	0.02655	0.04059	0.072943	0.034579	0.82722	0.71275	0.039297	0.92359	0.043248	0.032329	0.066301	0.022074	0.91483	0.048721	0.83352	0.042425	0.024133	0.040653	0.033829
