Cell lines	600MPE	AU565	BT474	BT483	BT549	CAMA1	HBL100	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB436	MDAMB453	MDAMB468	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM52PE	T47D	ZR751	ZR75B
Meth__cg20119015__CENTD1	0.09265	0.065147	0.10923	0.067954	0.25276	0.091086	0.16644	0.055253	0.11012	0.096413	0.090718	0.075823	0.13874	0.043258	0.086196	0.096604	0.071329	0.10903	0.060728	0.060719	0.096749	0.084022	0.093526	0.060628	0.13066	0.073989	0.13817	0.075891	0.17364	0.10613	0.15236	0.067225	0.070761	0.09115	0.057306	0.59886	0.11835	0.090866	0.093267
Meth__cg17718302__HIST1H3J	0.037683	0.030638	0.96437	0.71745	0.15351	0.56176	0.078292	0.9659	0.08557	0.94635	0.5356	0.029211	0.50223	0.94708	0.10196	0.030692	0.025689	0.35911	0.68555	0.023484	0.036968	0.95356	0.033129	0.60413	0.49521	0.36821	0.10951	0.054074	0.092789	0.024528	0.057543	0.82455	0.9675	0.058708	0.71364	0.38567	0.48105	0.040732	0.034055
Meth__cg26363196__ST6GALNAC3	0.5464	0.1073	0.57213	0.69168	0.098884	0.81136	0.034071	0.2203	0.096126	0.089716	0.082186	0.19372	0.62337	0.76835	0.094742	0.50492	0.075792	0.45659	0.091922	0.8251	0.80588	0.5412	0.10792	0.056956	0.61396	0.80448	0.28573	0.09303	0.79127	0.49817	0.11082	0.20089	0.093981	0.061878	0.53811	0.62514	0.23406	0.81526	0.79825
Meth__cg04344997__EMD	0.69451	0.088366	0.1439	0.63721	0.053393	0.13674	0.26763	0.85011	0.10512	0.76433	0.12558	0.14549	0.18768	0.094826	0.10694	0.69129	0.72247	0.28039	0.11684	0.094505	0.12336	0.6886	0.76525	0.72949	0.16483	0.094217	0.1485	0.62142	0.46611	0.086495	0.25801	0.60729	0.04864	0.74242	0.094922	0.49658	0.22113	0.65075	0.092254
Meth__cg14865868__TRIB2	0.10308	0.64561	0.90034	0.47951	0.92525	0.34918	0.70175	0.06615	0.12181	0.087788	0.10818	0.38206	0.15318	0.36293	0.34573	0.21309	0.076984	0.082829	0.059734	0.53975	0.11093	0.93116	0.076992	0.1001	0.10791	0.80564	0.24542	0.41727	0.32624	0.60627	0.74625	0.21996	0.11775	0.55821	0.68587	0.40836	0.37627	0.45903	0.085101
Meth__cg24415468__ZNF6	0.15212	0.081277	0.077187	0.16134	0.49189	0.081994	0.15753	0.30846	0.3216	0.35829	0.076105	0.12561	0.33528	0.53981	0.29808	0.349	0.53347	0.26014	0.067905	0.061041	0.078765	0.4831	0.083015	0.3754	0.78724	0.07588	0.40545	0.17476	0.30822	0.30423	0.12921	0.065748	0.067095	0.18987	0.071434	0.53678	0.14883	0.093643	0.075953
Meth__cg25650110__ZDHHC8	0.074211	0.042671	0.042889	0.032662	0.050372	0.42357	0.050423	0.035295	0.033321	0.053263	0.038782	0.041601	0.085601	0.038469	0.0462	0.044565	0.042955	0.051411	0.032328	0.041953	0.048705	0.041211	0.053857	0.032622	0.079365	0.039653	0.07987	0.036817	0.08099	0.046274	0.10256	0.040945	0.033944	0.039141	0.042804	0.39797	0.080263	0.045837	0.044973
Meth__cg06836736__ME1	0.056626	0.049355	0.10804	0.042055	0.275	0.90886	0.028871	0.051575	0.13043	0.042119	0.17125	0.049966	0.089804	0.16077	0.1303	0.037582	0.04986	0.067748	0.043076	0.044801	0.059175	0.32002	0.070744	0.19291	0.090376	0.60832	0.064877	0.059093	0.80606	0.18404	0.11281	0.041451	0.13052	0.042413	0.90659	0.040667	0.83855	0.049727	0.050553
Meth__cg06952236__RASGRP1	0.045912	0.028653	0.062049	0.058521	0.052579	0.045622	0.19622	0.034723	0.044698	0.057618	0.039315	0.036958	0.10128	0.034401	0.0393	0.056601	0.060256	0.080635	0.051868	0.047968	0.033446	0.083903	0.040555	0.046892	0.082157	0.055249	0.048654	0.050364	0.05833	0.075517	0.080435	0.039478	0.051613	0.042891	0.052895	0.054398	0.12013	0.052235	0.051401
Meth__cg09871043__PKHD1	0.18957	0.076952	0.10332	0.073151	0.088207	0.10398	0.19052	0.25745	0.7	0.082903	0.3022	0.091554	0.125	0.056562	0.5613	0.22936	0.10187	0.2061	0.062946	0.064624	0.085386	0.46458	0.22628	0.077719	0.16239	0.075897	0.11888	0.14349	0.15169	0.076178	0.13624	0.084275	0.52404	0.072439	0.39321	0.1801	0.097401	0.12076	0.18092
Meth__cg26713220__C16orf45	0.039843	0.024678	0.16381	0.32963	0.13007	0.092605	0.15297	0.1024	0.03624	0.2576	0.06503	0.39384	0.80053	0.10593	0.043936	0.28517	0.031739	0.22043	0.033102	0.27691	0.04067	0.72765	0.041435	0.031147	0.15893	0.045412	0.050262	0.039324	0.57255	0.88338	0.087607	0.029996	0.0354	0.027137	0.049609	0.61886	0.046368	0.039668	0.03308
Meth__cg03469082__GABRG1	0.19768	0.11362	0.29931	0.058656	0.08205	0.16065	0.18382	0.75428	0.52636	0.10811	0.61805	0.47361	0.23683	0.17067	0.29827	0.22772	0.098792	0.18157	0.099445	0.045397	0.066898	0.082784	0.076362	0.046627	0.18605	0.065978	0.10788	0.083994	0.1398	0.069743	0.16248	0.077967	0.3631	0.089515	0.23815	0.11651	0.23043	0.21924	0.12874
Meth__cg15427567__FLJ20859	0.027096	0.017064	0.49084	0.021546	0.019598	0.02924	0.016949	0.012447	0.023595	0.02238	0.61062	0.032383	0.030367	0.089175	0.028407	0.021219	0.026801	0.054978	0.022723	0.018174	0.020274	0.02181	0.029265	0.014704	0.043367	0.021382	0.056636	0.018118	0.028067	0.026129	0.031161	0.020379	0.020295	0.024182	0.064864	0.017067	0.045359	0.023356	0.018826
Meth__cg14542238__TGOLN2	0.035788	0.018183	0.022567	0.028014	0.024885	0.030549	0.033001	0.01187	0.022778	0.031865	0.021281	0.023861	0.070989	0.017676	0.024919	0.023433	0.017817	0.028662	0.019664	0.021597	0.023729	0.024858	0.028353	0.024773	0.066455	0.032989	0.037203	0.022166	0.057114	0.02915	0.039466	0.019257	0.016651	0.018981	0.25687	0.027003	0.077391	0.029013	0.025281
Meth__cg14617642__H2AFY2	0.022648	0.014353	0.015667	0.014353	0.19943	0.018575	0.024837	0.011737	0.015404	0.016089	0.018857	0.04948	0.026732	0.026392	0.018208	0.015066	0.011047	0.024687	0.013091	0.0091125	0.017755	0.013575	0.017549	0.017731	0.67339	0.016585	0.023902	0.015624	0.062101	0.34289	0.035016	0.014379	0.023506	0.019707	0.0091523	0.10844	0.0439	0.014089	0.011715
Meth__cg10833091__C7orf23	0.065248	0.17821	0.053428	0.052069	0.046984	0.044049	0.1313	0.032643	0.28997	0.061009	0.036046	0.154	0.13905	0.030019	0.22574	0.061367	0.042694	0.070799	0.058981	0.021459	0.038146	0.50279	0.055538	0.22179	0.084607	0.078266	0.13755	0.053242	0.11047	0.065446	0.080606	0.058159	0.04115	0.073162	0.073394	0.037365	0.067742	0.03544	0.060143
Meth__cg16847051__CALCOCO1	0.082651	0.083728	0.13481	0.15216	0.75993	0.30817	0.59489	0.11648	0.11773	0.32668	0.079456	0.1449	0.54118	0.06181	0.12502	0.12033	0.10126	0.12472	0.4407	0.27869	0.14757	0.30696	0.23609	0.13095	0.32991	0.34717	0.12278	0.26422	0.18112	0.164	0.1718	0.059768	0.45184	0.075351	0.18929	0.35503	0.29647	0.12592	0.12123
Meth__cg13702536__GPR81	0.092228	0.087957	0.062138	0.04599	0.82742	0.13801	0.85952	0.81674	0.1192	0.070814	0.24385	0.070679	0.2675	0.038316	0.16459	0.60632	0.084418	0.31722	0.11922	0.060567	0.077254	0.098118	0.72925	0.069644	0.5199	0.068456	0.11718	0.83077	0.17687	0.082877	0.15856	0.14234	0.1138	0.417	0.074373	0.71257	0.18123	0.098016	0.074287
Meth__cg12572939__F8A1	0.66502	0.58986	0.032967	0.57961	0.1566	0.019597	0.55441	0.49438	0.018461	0.62693	0.017065	0.0263	0.53662	0.21939	0.014083	0.64719	0.61824	0.58881	0.34106	0.013214	0.018026	0.66692	0.52967	0.60635	0.045799	0.10367	0.037319	0.62201	0.56403	0.024411	0.037116	0.65246	0.01173	0.65255	0.27573	0.55307	0.041257	0.6313	0.33406
Meth__cg24605304__KCNA5	0.84358	0.1417	0.41292	0.18958	0.46833	0.79036	0.23497	0.29977	0.056704	0.073681	0.84943	0.20694	0.46197	0.039785	0.057227	0.4265	0.057898	0.087707	0.039106	0.22657	0.48611	0.14537	0.067872	0.57887	0.43461	0.14826	0.083118	0.40695	0.75799	0.091874	0.076185	0.039089	0.05902	0.052355	0.17269	0.8431	0.11531	0.58381	0.14204
Meth__cg14063008__DAB2IP	0.71472	0.96623	0.059603	0.52066	0.03948	0.97329	0.048111	0.039419	0.82881	0.047381	0.97193	0.85193	0.96515	0.1811	0.83519	0.17109	0.044017	0.92087	0.03564	0.84896	0.051126	0.043521	0.73782	0.97633	0.11741	0.073566	0.10283	0.043157	0.93606	0.94272	0.82733	0.9615	0.038375	0.047786	0.97261	0.97506	0.80755	0.73927	0.4114
Meth__cg14452875__NR1D2	0.053774	0.051914	0.044546	0.038511	0.038073	0.043239	0.037698	0.062875	0.034768	0.049293	0.045097	0.041476	0.075987	0.40719	0.048085	0.046341	0.039884	0.13124	0.033372	0.036302	0.043752	0.037533	0.061341	0.041249	0.10923	0.050614	0.051037	0.041659	0.065357	0.041247	0.055691	0.04986	0.026448	0.041752	0.038296	0.033809	0.075104	0.043586	0.066243
Meth__cg02848777__TLL2	0.050466	0.042937	0.047587	0.050234	0.036611	0.04998	0.059953	0.076239	0.045355	0.045551	0.049861	0.062591	0.065243	0.027284	0.040042	0.051301	0.0489	0.12158	0.049976	0.04237	0.058777	0.034154	0.04737	0.024556	0.87833	0.049025	0.11701	0.042144	0.20071	0.052676	0.074523	0.042461	0.037132	0.027554	0.035744	0.036851	0.069791	0.042303	0.060899
Meth__cg00655307__ESR1	0.032101	0.017673	0.038249	0.039318	0.12369	0.043188	0.14592	0.94207	0.030673	0.028457	0.82135	0.096178	0.86922	0.030434	0.021974	0.83422	0.054121	0.048789	0.034307	0.15096	0.024875	0.021611	0.13478	0.035301	0.54272	0.030584	0.048395	0.70824	0.053378	0.65733	0.052716	0.033003	0.036515	0.13206	0.12319	0.2149	0.10203	0.063696	0.037287
Meth__cg23912823__NAB2	0.049566	0.08324	0.066288	0.024034	0.042998	0.04092	0.15846	0.043519	0.072792	0.060613	0.079563	0.17233	0.12246	0.04963	0.053931	0.64221	0.047967	0.099681	0.047631	0.021859	0.046854	0.027077	0.064072	0.037835	0.049452	0.041346	0.037563	0.079023	0.059976	0.048934	0.050618	0.030829	0.047778	0.059673	0.031221	0.042014	0.080602	0.056197	0.046248
Meth__cg01282432__C14orf101	0.051578	0.30675	0.045428	0.042615	0.045188	0.059891	0.058746	0.043121	0.064859	0.059386	0.070124	0.051073	0.10559	0.081372	0.059213	0.052001	0.043125	0.16959	0.07498	0.03746	0.050137	0.070506	0.057524	0.042261	0.10014	0.065865	0.14221	0.046543	0.099787	0.056579	0.46126	0.052832	0.043806	0.066094	0.037687	0.047725	0.06808	0.05699	0.060683
Meth__cg13906416__PVR	0.075452	0.061582	0.07788	0.058666	0.058351	0.56777	0.053093	0.1102	0.051605	0.060942	0.067765	0.061753	0.11147	0.04698	0.064926	0.052435	0.08001	0.099205	0.053848	0.076747	0.52112	0.056715	0.064501	0.052338	0.16268	0.083305	0.080007	0.047724	0.17949	0.056412	0.10629	0.04804	0.052161	0.049077	0.22546	0.11504	0.11106	0.063123	0.076227
Meth__cg00513220__MOSC2	0.03051	0.626	0.031575	0.065989	0.78412	0.35869	0.81488	0.55531	0.16853	0.14089	0.36735	0.057219	0.64128	0.021385	0.15332	0.95724	0.29741	0.12406	0.35464	0.03248	0.039791	0.090206	0.69552	0.073015	0.0908	0.033435	0.074074	0.59047	0.050426	0.03458	0.43412	0.25392	0.065883	0.10969	0.30148	0.42737	0.068304	0.22937	0.27567
Meth__cg05844583__SLC19A3	0.48805	0.037317	0.8285	0.072839	0.065882	0.097584	0.21997	0.59008	0.056312	0.064377	0.057363	0.10235	0.81316	0.069921	0.051207	0.045005	0.03313	0.10238	0.057225	0.38822	0.33762	0.09509	0.06883	0.034551	0.15916	0.37027	0.079466	0.039405	0.36753	0.44978	0.061939	0.056358	0.036398	0.043487	0.2149	0.075193	0.23904	0.60632	0.51382
Meth__cg17471019__TMEM67	0.044442	0.049195	0.034705	0.028531	0.032672	0.036737	0.053584	0.018983	0.033461	0.033941	0.030898	0.0278	0.075816	0.02524	0.037196	0.028642	0.031727	0.062266	0.029224	0.026931	0.031786	0.036577	0.03352	0.030624	0.069086	0.035752	0.0591	0.033445	0.053568	0.032117	0.11631	0.036583	0.33753	0.041514	0.030434	0.028526	0.038909	0.032811	0.03139
Meth__cg15819171__FLJ23588	0.0571	0.36767	0.70746	0.062068	0.060072	0.060603	0.065831	0.42872	0.14452	0.08599	0.052036	0.21193	0.34113	0.49641	0.14175	0.054672	0.047788	0.10545	0.043568	0.067154	0.08371	0.059505	0.12566	0.054096	0.50748	0.16934	0.11853	0.060754	0.49152	0.5556	0.36571	0.047207	0.081646	0.057758	0.068768	0.05633	0.12689	0.051691	0.057626
Meth__cg04893119__PI15	0.77355	0.075998	0.56548	0.096756	0.49656	0.14649	0.33557	0.63203	0.33988	0.40414	0.093759	0.26595	0.216	0.13487	0.2891	0.44961	0.72807	0.20727	0.25308	0.088683	0.2787	0.82845	0.45765	0.26577	0.58963	0.12713	0.24729	0.17126	0.10439	0.18422	0.078378	0.50927	0.64908	0.14451	0.73663	0.058219	0.10187	0.18581	0.10349
Meth__cg16695354__LYSMD2	0.058651	0.11356	0.09456	0.073864	0.047166	0.094563	0.15679	0.055197	0.081342	0.069857	0.067782	0.064673	0.17415	0.18406	0.089219	0.058185	0.07807	0.22634	0.059805	0.068819	0.12069	0.3874	0.090812	0.1183	0.12266	0.11472	0.072082	0.051507	0.10571	0.077714	0.15093	0.058458	0.068475	0.079514	0.16185	0.071138	0.15816	0.066678	0.056452
Meth__cg21183872__LONRF3	0.85863	0.060117	0.081057	0.28099	0.66247	0.1008	0.078057	0.33367	0.36836	0.050975	0.28812	0.10796	0.099384	0.063984	0.36246	0.88125	0.26214	0.13638	0.22302	0.90716	0.90188	0.52039	0.080528	0.87679	0.1383	0.058422	0.25956	0.47615	0.81918	0.053315	0.13705	0.44308	0.046078	0.23334	0.074927	0.88408	0.72224	0.29935	0.07512
Meth__cg09152089__IL22RA1	0.032975	0.03981	0.89655	0.70488	0.12914	0.025467	0.056418	0.59438	0.028733	0.025679	0.025952	0.028284	0.47315	0.027581	0.024271	0.34922	0.028605	0.043329	0.026538	0.030423	0.36684	0.11832	0.028933	0.12427	0.054016	0.026479	0.026361	0.88243	0.044956	0.02615	0.19926	0.026673	0.018179	0.03295	0.36129	0.040029	0.045745	0.15893	0.56447
Meth__cg03794550__FANCF	0.031516	0.035486	0.038392	0.037832	0.89458	0.046936	0.3853	0.031489	0.033965	0.042757	0.036209	0.058156	0.54233	0.015961	0.033999	0.043353	0.036779	0.13661	0.24412	0.038935	0.03412	0.03524	0.077855	0.034688	0.3159	0.038214	0.041503	0.25974	0.065497	0.0448	0.082236	0.029304	0.029999	0.044789	0.028277	0.042956	0.081787	0.048114	0.035894
Meth__cg18164599__HPGD	0.061841	0.046395	0.06405	0.02889	0.15614	0.050742	0.12426	0.14014	0.044074	0.072713	0.052359	0.066011	0.12039	0.035784	0.050749	0.068806	0.09634	0.05672	0.050023	0.046108	0.07174	0.33155	0.051051	0.052306	0.063904	0.051993	0.059807	0.06576	0.092747	0.093444	0.079715	0.044757	0.036025	0.054244	0.049503	0.79992	0.10182	0.06624	0.0455
Meth__cg19740287__MOSPD2	0.3725	0.042788	0.03702	0.039861	0.039583	0.046174	0.054455	0.044521	0.043284	0.057416	0.039902	0.29744	0.26435	0.24224	0.046396	0.032598	0.038206	0.15287	0.40907	0.034805	0.038467	0.2302	0.043606	0.38574	0.083881	0.34543	0.074301	0.038558	0.11613	0.048579	0.07017	0.39066	0.037925	0.11212	0.1655	0.028505	0.042653	0.048522	0.043892
Meth__cg15853125__TIAM1	0.051712	0.053989	0.36248	0.079582	0.94339	0.34799	0.87098	0.040397	0.094911	0.098549	0.04384	0.79415	0.072272	0.041373	0.099794	0.24934	0.61031	0.079896	0.16646	0.28745	0.35604	0.057715	0.88871	0.045038	0.85046	0.13557	0.10424	0.84406	0.087928	0.091996	0.046448	0.28538	0.074151	0.19313	0.048876	0.35937	0.34163	0.060667	0.065067
Meth__cg00893636__EPM2AIP1	0.023758	0.020373	0.023739	0.038775	0.76105	0.021227	0.022379	0.025574	0.03207	0.022413	0.95463	0.023368	0.047429	0.023234	0.027201	0.023298	0.014336	0.044836	0.016646	0.022225	0.026291	0.031991	0.030888	0.026121	0.034197	0.02827	0.038449	0.020033	0.019365	0.030588	0.037776	0.032492	0.035702	0.030134	0.016465	0.025568	0.025454	0.031812	0.026777
Meth__cg09573435__SEMA6A	0.040111	0.041903	0.048487	0.029155	0.036231	0.04326	0.040468	0.058695	0.038078	0.045024	0.045264	0.054797	0.18362	0.034935	0.048845	0.052879	0.034162	0.08711	0.037728	0.043595	0.045805	0.06796	0.044967	0.053126	0.51144	0.054874	0.068871	0.046039	0.13176	0.054039	0.056822	0.038182	0.033393	0.19618	0.029428	0.0317	0.11444	0.04557	0.044505
Meth__cg20367072__ETFB	0.027894	0.026096	0.027272	0.02108	0.022888	0.0268	0.072727	0.023225	0.023352	0.028296	0.030346	0.035727	0.025667	0.012429	0.021943	0.031128	0.022031	0.04255	0.021181	0.022557	0.027759	0.027221	0.055125	0.014727	0.08216	0.026252	0.036969	0.038733	0.064571	0.03049	0.78069	0.02241	0.024546	0.024683	0.026479	0.030403	0.079427	0.042756	0.025823
Meth__cg06162422__GLA	0.55951	0.06101	0.085992	0.26291	0.046165	0.086469	0.10048	0.28175	0.59698	0.59936	0.047087	0.10086	0.089013	0.057272	0.49532	0.40492	0.41879	0.089465	0.082949	0.04439	0.048246	0.46463	0.25777	0.44648	0.11421	0.099046	0.29794	0.65188	0.33845	0.050101	0.040788	0.067451	0.068401	0.47036	0.081954	0.1079	0.12138	0.26964	0.04862
Meth__cg01620308__PRNP	0.066443	0.053402	0.070485	0.08	0.051948	0.2321	0.12446	0.10298	0.045827	0.13543	0.051533	0.080336	0.097613	0.056614	0.070227	0.082049	0.0445	0.10648	0.063535	0.069015	0.096599	0.53722	0.06355	0.051111	0.085722	0.089502	0.20085	0.048394	0.16358	0.065312	0.095789	0.073393	0.05011	0.056856	0.088006	0.060263	0.27647	0.097014	0.08717
Meth__cg18490846__C17orf73	0.028151	0.031281	0.13664	0.15169	0.32115	0.035699	0.37656	0.46022	0.49084	0.30968	0.45751	0.070695	0.11874	0.056976	0.32512	0.24413	0.75483	0.050086	0.047859	0.48186	0.24246	0.2062	0.6792	0.061462	0.20263	0.27494	0.049987	0.50152	0.13027	0.075225	0.08817	0.16251	0.050326	0.068589	0.39362	0.033795	0.10971	0.10976	0.071334
Meth__cg25277950__EML2	0.070708	0.03837	0.29039	0.3492	0.65546	0.20648	0.78409	0.31344	0.039152	0.45474	0.77888	0.71925	0.57633	0.17786	0.029097	0.48903	0.77558	0.79567	0.10553	0.30213	0.36702	0.89183	0.33556	0.066005	0.75021	0.35771	0.06563	0.20929	0.13745	0.59464	0.057218	0.054401	0.36555	0.39318	0.55899	0.26892	0.097465	0.12326	0.14543
Meth__cg13910855__PBX2	0.034803	0.13238	0.25925	0.030857	0.028155	0.082994	0.080902	0.029074	0.030653	0.24465	0.078265	0.14936	0.082923	0.34666	0.022553	0.074074	0.026203	0.090716	0.022809	0.036603	0.046075	0.045035	0.15077	0.05446	0.079988	0.12848	0.17038	0.073214	0.092244	0.04329	0.36029	0.024102	0.026783	0.038035	0.038821	0.040947	0.13536	0.059986	0.054165
Meth__cg03242666__PMP22	0.092351	0.11897	0.38507	0.55312	0.38033	0.13641	0.5157	0.83032	0.10165	0.77041	0.77609	0.4185	0.58726	0.15649	0.1005	0.47836	0.54887	0.26525	0.085569	0.39651	0.16531	0.12185	0.80092	0.083835	0.69756	0.34405	0.17893	0.83838	0.45086	0.7031	0.15365	0.1101	0.10467	0.71137	0.43928	0.16902	0.20113	0.11129	0.20525
Meth__cg02067021__DNAJC5B	0.028909	0.026682	0.034316	0.10982	0.41566	0.02546	0.49631	0.91101	0.026228	0.21216	0.52697	0.82479	0.072321	0.023407	0.02292	0.31178	0.37539	0.045791	0.88515	0.12727	0.093623	0.65658	0.90452	0.020805	0.9329	0.028769	0.095865	0.92783	0.029474	0.034572	0.036055	0.39376	0.13701	0.38071	0.019328	0.035141	0.038767	0.029191	0.025946
Meth__cg24714666__TRAPPC2	0.060785	0.04625	0.057326	0.031951	0.051725	0.049916	0.054588	0.055444	0.054136	0.052628	0.055484	0.087077	0.058083	0.56179	0.057105	0.046681	0.048518	0.41578	0.041984	0.044797	0.056796	0.043033	0.056029	0.035686	0.1211	0.059054	0.2126	0.044754	0.068905	0.044348	0.48975	0.046455	0.050019	0.038459	0.042109	0.03589	0.09382	0.042551	0.055404
Meth__cg11778001__NAB1	0.37777	0.081591	0.83849	0.81913	0.46567	0.63146	0.90794	0.11243	0.050648	0.46704	0.035807	0.051004	0.84956	0.56936	0.088967	0.045257	0.032913	0.079548	0.55078	0.74356	0.55583	0.82083	0.5126	0.56383	0.35092	0.56894	0.08107	0.26175	0.37458	0.1284	0.19944	0.039828	0.032798	0.050908	0.89256	0.27698	0.06868	0.50258	0.80287
Meth__cg13574590__CCND2	0.58654	0.031936	0.044923	0.038517	0.79212	0.16141	0.20272	0.42216	0.042911	0.092061	0.89119	0.65243	0.189	0.033305	0.071374	0.034004	0.12513	0.037727	0.051917	0.59996	0.39075	0.10857	0.099581	0.11589	0.5512	0.068262	0.17241	0.46201	0.89899	0.41573	0.049286	0.031945	0.14096	0.10678	0.035231	0.55266	0.15654	0.11566	0.061507
Meth__cg26394940__FLJ10945	0.04527	0.035039	0.046823	0.068351	0.33076	0.04959	0.2318	0.03866	0.050883	0.078627	0.040273	0.1006	0.092912	0.04779	0.039087	0.057158	0.031615	0.081627	0.024992	0.062198	0.076352	0.04289	0.078647	0.036093	0.1065	0.050122	0.12416	0.071429	0.078344	0.062095	0.11629	0.040891	0.040767	0.054883	0.050436	0.047468	0.089883	0.061341	0.06258
Meth__cg10988561__PDCD6	0.082511	0.033413	0.034214	0.072163	0.22035	0.053402	0.067681	0.21648	0.03508	0.10277	0.16762	0.20763	0.29679	0.048937	0.046619	0.080399	0.17869	0.073962	0.023484	0.030593	0.033327	0.046678	0.10836	0.023324	0.37	0.036137	0.049033	0.03071	0.10683	0.31155	0.048487	0.038807	0.062873	0.068304	0.082983	0.12372	0.059969	0.053967	0.048797
Meth__cg02210123__RHOJ	0.53147	0.066054	0.83874	0.46828	0.089181	0.77798	0.13224	0.26223	0.10239	0.10681	0.12463	0.323	0.52915	0.21067	0.10814	0.12933	0.097066	0.15688	0.11567	0.093265	0.20944	0.73425	0.10262	0.083051	0.13993	0.53605	0.15593	0.10308	0.73062	0.087139	0.073558	0.076003	0.077368	0.13093	0.851	0.41626	0.34056	0.71665	0.75144
Meth__cg22238923__DOK1	0.063592	0.081867	0.1135	0.17504	0.86249	0.31524	0.038474	0.96851	0.037779	0.12613	0.077809	0.66478	0.15439	0.11768	0.040173	0.69312	0.3389	0.13285	0.61351	0.61461	0.50268	0.06029	0.075334	0.060181	0.082563	0.24701	0.078956	0.065997	0.64915	0.258	0.065121	0.038827	0.33994	0.12634	0.21145	0.03517	0.10262	0.34544	0.59538
Meth__cg23792978__PDE2A	0.070207	0.04757	0.70608	0.58216	0.1283	0.31281	0.89054	0.67959	0.045364	0.31901	0.4124	0.47314	0.56381	0.06746	0.055916	0.42775	0.12935	0.34737	0.025729	0.56769	0.57311	0.88448	0.4455	0.64421	0.3628	0.45656	0.077915	0.62584	0.22666	0.14074	0.079817	0.030933	0.034653	0.025302	0.18693	0.65605	0.12841	0.28936	0.33545
Meth__cg16426459__MLPH	0.034597	0.027386	0.033862	0.022754	0.36942	0.037924	0.031083	0.18624	0.16764	0.031037	0.73854	0.60712	0.064189	0.019129	0.12043	0.035288	0.025081	0.062134	0.40624	0.028268	0.034835	0.031842	0.18509	0.024089	0.059978	0.035243	0.044506	0.28636	0.059487	0.040321	0.060522	0.10869	0.37953	0.8922	0.028759	0.022398	0.063761	0.025404	0.03785
Meth__cg08999895__SLC22A18AS	0.040431	0.068029	0.79314	0.19238	0.9165	0.13225	0.81535	0.29236	0.41048	0.19981	0.38694	0.69899	0.44982	0.69961	0.33173	0.42771	0.54265	0.27657	0.86717	0.08169	0.08433	0.2072	0.85063	0.11107	0.68239	0.39079	0.11409	0.12448	0.2617	0.049136	0.28812	0.61403	0.05954	0.50788	0.047912	0.039097	0.14813	0.14405	0.056872
Meth__cg04084157__VGF	0.096468	0.055263	0.089861	0.042585	0.044898	0.080985	0.028875	0.048595	0.24848	0.062039	0.10372	0.92626	0.19397	0.12265	0.23033	0.046732	0.059562	0.23951	0.87165	0.04824	0.096779	0.059002	0.064363	0.11056	0.88487	0.082092	0.098429	0.052972	0.88941	0.12509	0.0756	0.043426	0.070242	0.059642	0.035773	0.067304	0.051869	0.050518	0.050005
Meth__cg25438415__ZNF426	0.070015	0.090679	0.075816	0.063588	0.19702	0.53059	0.18496	0.84598	0.040938	0.12223	0.047403	0.29237	0.42845	0.079461	0.051325	0.30156	0.064637	0.086061	0.05507	0.57426	0.81733	0.082783	0.055819	0.062488	0.20527	0.091419	0.16167	0.087059	0.17372	0.088779	0.16938	0.046412	0.062479	0.067882	0.053887	0.14518	0.18662	0.07005	0.25475
Meth__cg21870662__TSR1	0.0554	0.74048	0.14468	0.15615	0.2874	0.15519	0.60111	0.22839	0.54681	0.31425	0.057454	0.95729	0.72759	0.37213	0.44104	0.33281	0.039831	0.15911	0.34233	0.069413	0.051781	0.10103	0.45798	0.1626	0.61158	0.09009	0.062619	0.048778	0.15935	0.32833	0.60005	0.1296	0.10938	0.91896	0.51453	0.21701	0.080019	0.066889	0.058736
