Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg08343834__PMP22	0.08464	0.089417	0.83099	0.38859	0.47021	0.54362	0.12107	0.82086	0.11496	0.15478	0.52836	0.40228	0.10486	0.72591	0.78516	0.13061	0.097708	0.18857	0.21744	0.11346	0.74188	0.095209	0.54875	0.1452	0.147	0.22438	0.095472	0.14707	0.64724	0.33634	0.40287	0.11717	0.25352	0.24518	0.13434	0.12557	0.12641
Meth__cg17945001__IGSF21	0.55813	0.023897	0.92236	0.25933	0.70573	0.91827	0.95829	0.62463	0.12177	0.71538	0.84789	0.69075	0.1055	0.12253	0.47787	0.028876	0.026935	0.92068	0.68517	0.7581	0.12976	0.57439	0.59145	0.07301	0.035381	0.94694	0.024934	0.22162	0.14432	0.1361	0.53601	0.037998	0.86437	0.53376	0.66342	0.3765	0.8187
Meth__cg04310824__SCP2	0.024254	0.022771	0.033394	0.60746	0.024759	0.42928	0.031915	0.030004	0.014466	0.041522	0.02112	0.023018	0.023869	0.027519	0.03335	0.026062	0.016282	0.5662	0.034539	0.27813	0.033029	0.036894	0.10534	0.032539	0.030375	0.045622	0.073954	0.018605	0.017037	0.026493	0.089349	0.031742	0.026242	0.057054	0.049721	0.44038	0.51029
Meth__cg09313439__CDH2	0.04905	0.051973	0.86845	0.071059	0.026911	0.037241	0.43563	0.053727	0.042396	0.042674	0.08514	0.056068	0.040529	0.034476	0.043417	0.08269	0.03693	0.32138	0.072896	0.045361	0.045868	0.030781	0.85959	0.05405	0.072712	0.085763	0.070594	0.031769	0.032431	0.042355	0.034028	0.034435	0.28694	0.17309	0.18796	0.037456	0.047157
Meth__cg16750914__KIAA1212	0.39738	0.046037	0.50115	0.10112	0.03189	0.017617	0.036347	0.019496	0.019422	0.021625	0.026639	0.019527	0.025011	0.017661	0.014792	0.041448	0.017862	0.79376	0.49534	0.020007	0.018562	0.19078	0.047387	0.026196	0.030295	0.96394	0.056795	0.022601	0.018982	0.01874	0.64854	0.023313	0.20102	0.12275	0.72782	0.035168	0.098987
Meth__cg13759328__CDH13	0.86419	0.055337	0.84806	0.661	0.14607	0.84431	0.53565	0.3829	0.43895	0.099009	0.82114	0.16713	0.39882	0.20425	0.8751	0.081266	0.045208	0.63694	0.54429	0.10958	0.069336	0.21111	0.83997	0.38545	0.12033	0.71841	0.084885	0.083826	0.047922	0.048287	0.32506	0.16602	0.54433	0.10738	0.096529	0.28474	0.10884
U133A__VEGFA	6.0067	7.5865	7.4133	9.3172	8.8928	7.2353	8.7479	7.4108	8.8648	6.898	7.7084	7.3718	6.1552	7.9471	6.1499	9.1817	7.9602	6.6548	6.5035	6.9542	7.311	6.9627	6.1337	7.1265	7.4277	7.8891	7.5508	6.0449	7.6551	7.5202	8.2384	9.726	8.0846	5.8024	9.2627	9.467	7.0239
Meth__cg13959523__CHST8	0.85996	0.039573	0.51275	0.049191	0.036595	0.18927	0.46472	0.70799	0.06745	0.037418	0.81051	0.18785	0.079053	0.14281	0.098226	0.10588	0.03743	0.04191	0.12565	0.87329	0.13663	0.059168	0.44803	0.039927	0.075756	0.71441	0.034727	0.033522	0.038504	0.056647	0.040469	0.030749	0.29026	0.094459	0.54091	0.51636	0.36706
Meth__cg15207619__CAB39L	0.11648	0.11553	0.086556	0.19164	0.097733	0.89454	0.10434	0.212	0.12068	0.22343	0.14286	0.23209	0.13798	0.26829	0.4984	0.11305	0.37511	0.086453	0.13871	0.20695	0.67146	0.0971	0.61713	0.14076	0.22302	0.15153	0.14164	0.22754	0.78827	0.50824	0.11185	0.14209	0.17593	0.30349	0.052664	0.1211	0.12036
Meth__cg08248532__PRDX4	0.45372	0.041192	0.090138	0.052872	0.23399	0.05072	0.060694	0.096774	0.099951	0.49466	0.071329	0.096662	0.087081	0.056741	0.11216	0.24898	0.20688	0.045129	0.083035	0.40232	0.047916	0.42258	0.10814	0.34718	0.1586	0.34213	0.23769	0.41299	0.085461	0.13802	0.37355	0.058155	0.034821	0.081957	0.33559	0.11048	0.059816
U133A__ISG15	6.2029	6.9837	6.7058	5.5449	10.2551	7.848	6.5951	8.99	11.005	7.8349	9.826	10.2185	6.4512	6.7595	8.9387	11.0436	7.8412	7.1602	10.1019	6.9091	10.7759	6.9745	9.7251	7.1162	7.5725	8.311	5.8968	8.9234	8.5587	7.5265	6.4722	10.1629	6.2122	6.5785	6.7421	5.7411	6.0034
Meth__cg01962969__CBR1	0.61103	0.017736	0.029943	0.94089	0.40107	0.019737	0.2283	0.043682	0.032234	0.90222	0.034744	0.03119	0.043409	0.03607	0.035059	0.036798	0.022106	0.024024	0.041677	0.94717	0.36803	0.71934	0.0601	0.93052	0.042563	0.90556	0.039422	0.019376	0.026456	0.032053	0.031814	0.40383	0.023353	0.051742	0.028889	0.90553	0.73295
Meth__cg16367232__UTP14A	0.099847	0.10033	0.066685	0.15374	0.061349	0.053056	0.13772	0.11181	0.073593	0.059166	0.10822	0.071584	0.072659	0.077269	0.18487	0.13799	0.089839	0.10324	0.070725	0.083504	0.053373	0.36961	0.1254	0.14982	0.16446	0.21605	0.22214	0.085171	0.056689	0.086541	0.091531	0.055917	0.051773	0.18529	0.51322	0.067409	0.091759
Meth__cg09185773__WASF3	0.16078	0.12983	0.86467	0.1568	0.16498	0.041239	0.90603	0.13678	0.08046	0.39929	0.083687	0.59443	0.16595	0.37125	0.05523	0.16517	0.081178	0.11953	0.13905	0.91631	0.1925	0.23944	0.33321	0.12226	0.088366	0.70656	0.15553	0.056961	0.064358	0.067013	0.15342	0.13192	0.12022	0.18163	0.20091	0.21186	0.14412
Meth__cg23433607__CHGB	0.040693	0.030404	0.045251	0.035655	0.020291	0.027733	0.042265	0.038651	0.035563	0.040635	0.41012	0.070709	0.035444	0.033521	0.035172	0.065886	0.045366	0.027916	0.035355	0.092889	0.0318	0.019264	0.082386	0.047169	0.040584	0.92426	0.032245	0.027599	0.034357	0.025731	0.026691	0.027281	0.10958	0.10329	0.04026	0.037034	0.032918
Meth__cg09009259__MUM1	0.089656	0.088579	0.11034	0.54768	0.37528	0.59899	0.14257	0.07755	0.15366	0.73657	0.07571	0.10279	0.41525	0.068684	0.57399	0.10777	0.045745	0.11536	0.11592	0.23542	0.11915	0.11119	0.32938	0.76844	0.13589	0.1767	0.67437	0.04148	0.052551	0.069639	0.12837	0.054752	0.046298	0.12687	0.14907	0.063381	0.22123
Meth__cg24710886__PUM1	0.057565	0.037617	0.043064	0.051257	0.037999	0.59311	0.03541	0.037525	0.026997	0.054368	0.029283	0.040979	0.030193	0.035455	0.041319	0.041275	0.065531	0.061009	0.045911	0.030697	0.042651	0.05178	0.10182	0.05996	0.054777	0.068752	0.05034	0.026483	0.029891	0.036709	0.053723	0.026043	0.028115	0.13747	0.055388	0.047882	0.046897
Meth__cg04418492__CYP7B1	0.77473	0.19151	0.92586	0.96238	0.22537	0.57506	0.91716	0.17146	0.015501	0.023448	0.013628	0.018588	0.39395	0.02029	0.018827	0.026935	0.020835	0.24086	0.42752	0.70307	0.32204	0.032686	0.51616	0.59832	0.06304	0.90631	0.42705	0.022054	0.017605	0.17119	0.049885	0.053658	0.46885	0.21157	0.14181	0.46571	0.47913
U133A__BAMBI	7.9423	7.7371	8.0959	8.9023	7.5743	6.9601	6.2266	9.6671	8.1715	6.709	9.1836	8.6409	9.9698	9.0514	8.4507	6.8335	6.9717	9.2056	9.9099	9.005	6.2606	10.1474	5.4793	9.4644	8.5589	8.7966	7.9292	4.5666	6.7164	5.3211	8.6945	8.4329	7.2579	7.7471	9.0866	9.8166	7.6499
Meth__cg11126134__FLJ14834	0.49219	0.044391	0.36515	0.63092	0.92931	0.37805	0.92519	0.93707	0.038121	0.88667	0.88224	0.082785	0.040033	0.80812	0.56751	0.073362	0.043043	0.88332	0.89942	0.97132	0.099468	0.88337	0.25835	0.94123	0.076897	0.72564	0.074318	0.025935	0.027027	0.059445	0.94259	0.026234	0.28694	0.12527	0.053479	0.41325	0.37007
Meth__cg21508214__IFT80	0.032336	0.02376	0.03113	0.0253	0.026924	0.025617	0.030963	0.020357	0.028497	0.028035	0.021716	0.018814	0.028374	0.021734	0.030079	0.048803	0.021788	0.027838	0.028883	0.028247	0.029728	0.026278	0.065615	0.035073	0.042137	0.085302	0.029973	0.023296	0.021931	0.026976	0.028977	0.025242	0.022285	0.075099	0.028078	0.025305	0.033655
Meth__cg22994720__CHRDL2	0.080503	0.016126	0.87902	0.69408	0.54129	0.63981	0.67678	0.93712	0.058125	0.91175	0.89279	0.68426	0.056969	0.1182	0.21361	0.044082	0.016661	0.6529	0.74426	0.51341	0.75802	0.80879	0.6894	0.26619	0.039024	0.72558	0.045866	0.053155	0.32541	0.03223	0.12265	0.027473	0.2685	0.13316	0.90012	0.5842	0.3511
Meth__cg04770504__DFNA5	0.52962	0.032854	0.60618	0.92466	0.48612	0.030053	0.95623	0.9483	0.067309	0.064716	0.052992	0.074781	0.12752	0.052437	0.044207	0.36641	0.072843	0.95092	0.93682	0.71317	0.042381	0.50592	0.083844	0.45295	0.13904	0.92959	0.073621	0.0367	0.027205	0.036375	0.57557	0.049225	0.95233	0.5694	0.049665	0.48783	0.66278
Meth__cg23219720__FLJ32110	0.087043	0.075903	0.14543	0.084163	0.055836	0.19081	0.087075	0.34552	0.067732	0.087023	0.48213	0.72623	0.19148	0.12004	0.10244	0.1269	0.075377	0.17464	0.37094	0.19978	0.086444	0.12973	0.83564	0.09174	0.092065	0.31934	0.17922	0.067942	0.065416	0.085601	0.052209	0.063344	0.42261	0.2042	0.1034	0.088491	0.078406
Meth__cg04220579__C7orf20	0.081034	0.1428	0.73738	0.18502	0.2925	0.84687	0.08806	0.077773	0.46767	0.1422	0.12511	0.39111	0.3872	0.12058	0.051835	0.47204	0.5339	0.063984	0.081192	0.65423	0.051372	0.2712	0.12806	0.69357	0.068927	0.41415	0.20429	0.054772	0.041465	0.12311	0.080037	0.085554	0.025068	0.12174	0.67276	0.56703	0.68877
Meth__cg15042080__TMEM74	0.055874	0.019964	0.42269	0.54222	0.025011	0.14988	0.96617	0.21573	0.036867	0.036118	0.030738	0.044597	0.2377	0.025106	0.040891	0.19869	0.10478	0.77336	0.92443	0.42915	0.034591	0.023478	0.60025	0.42789	0.73373	0.95757	0.023204	0.035729	0.026023	0.06113	0.030945	0.020107	0.96661	0.066939	0.69568	0.068177	0.39499
Meth__cg11389172__SLC18A3	0.96797	0.036608	0.9697	0.62869	0.035917	0.59167	0.7594	0.97049	0.030848	0.073454	0.96725	0.9659	0.45131	0.03212	0.056989	0.10151	0.045148	0.94086	0.92193	0.57392	0.055168	0.97295	0.88866	0.49338	0.089143	0.91664	0.092823	0.2888	0.11863	0.18628	0.55978	0.45445	0.90208	0.34564	0.93316	0.33849	0.065386
Meth__cg14564494__CBR3	0.082028	0.18794	0.16086	0.099128	0.10106	0.78766	0.092253	0.16199	0.22255	0.087619	0.56528	0.61336	0.23631	0.55364	0.12443	0.2036	0.12029	0.074161	0.088662	0.20188	0.59878	0.20808	0.14941	0.13045	0.16185	0.31541	0.39152	0.40798	0.090118	0.11611	0.20915	0.13084	0.35116	0.19681	0.062555	0.19244	0.15276
Meth__cg11235871__QARS	0.038846	0.038913	0.054085	0.039212	0.024553	0.036694	0.05048	0.041824	0.02984	0.0418	0.062084	0.036755	0.043393	0.029584	0.032298	0.059587	0.035228	0.029723	0.047794	0.034321	0.050194	0.035429	0.35482	0.043246	0.064566	0.066957	0.060529	0.040081	0.032634	0.031147	0.036399	0.03369	0.032084	0.058672	0.47242	0.034721	0.039895
Meth__cg03752628__PTGFRN	0.30375	0.050089	0.028833	0.34264	0.28567	0.46271	0.51286	0.0293	0.023625	0.45468	0.18986	0.020968	0.025973	0.034109	0.033035	0.039067	0.019505	0.33659	0.62872	0.94448	0.35051	0.3617	0.61372	0.56719	0.041017	0.036399	0.056648	0.61895	0.021666	0.021672	0.12866	0.030528	0.015998	0.096507	0.10413	0.13895	0.065712
Meth__cg08460435__C1orf59	0.70356	0.067236	0.065931	0.12001	0.074813	0.66569	0.74889	0.058248	0.12738	0.085293	0.12711	0.14039	0.15632	0.062914	0.053128	0.081495	0.66293	0.064942	0.054115	0.92525	0.080724	0.39022	0.9385	0.10651	0.15356	0.89363	0.072917	0.05173	0.05722	0.11353	0.077927	0.060121	0.87485	0.83745	0.1365	0.93507	0.91518
U133A__FTL	9.9572	7.7744	11.2056	10.0591	9.0597	10.2013	8.6878	10.819	10.2002	9.6632	9.4582	11.211	10.6899	9.2376	9.8686	11.1678	11.7066	8.6347	9.802	9.7402	10.2633	9.1036	11.4905	9.5794	9.595	8.687	7.3449	12.0038	10.5268	11.4457	11.6906	9.9193	10.7519	8.3996	9.5434	9.0406	8.4759
Meth__cg18282543__BAIAP3	0.050871	0.028119	0.94099	0.063631	0.83724	0.48749	0.047314	0.78101	0.041253	0.84743	0.28291	0.30235	0.042779	0.22415	0.074823	0.05776	0.038715	0.63601	0.89325	0.097258	0.82937	0.6863	0.84859	0.21003	0.079798	0.83046	0.060685	0.037426	0.030473	0.031626	0.04158	0.028802	0.65803	0.034333	0.68147	0.043768	0.09064
Meth__cg16429439__DKFZp564K142	0.53777	0.019045	0.04659	0.041582	0.029107	0.027119	0.039726	0.50594	0.088251	0.55683	0.029963	0.04239	0.088531	0.39002	0.33611	0.054927	0.028052	0.039737	0.055434	0.43666	0.018492	0.48259	0.038649	0.042007	0.11568	0.21033	0.082858	0.028067	0.023948	0.22125	0.033936	0.022206	0.22791	0.068678	0.45208	0.089411	0.035342
Meth__cg09479906__C10orf88	0.098465	0.095336	0.065298	0.082461	0.037507	0.041548	0.066337	0.077269	0.048958	0.056351	0.1432	0.030797	0.050542	0.038153	0.060892	0.093932	0.034672	0.057473	0.090188	0.096717	0.068966	0.046732	0.095926	0.077219	0.042193	0.10647	0.085773	0.039223	0.035711	0.053839	0.044415	0.038269	0.49445	0.10193	0.048214	0.074453	0.081935
Meth__cg19734228__DAPK1	0.5303	0.071775	0.96214	0.33332	0.19845	0.43517	0.90288	0.03846	0.032479	0.83677	0.7755	0.035752	0.036508	0.58932	0.031482	0.099833	0.58261	0.60488	0.6733	0.1075	0.20736	0.068408	0.74439	0.28333	0.094099	0.17	0.10997	0.031871	0.041292	0.18585	0.25237	0.062379	0.44707	0.23992	0.037416	0.2504	0.048396
Meth__cg08896945__CALCB	0.053901	0.04835	0.15917	0.20462	0.03918	0.67538	0.13948	0.57538	0.042582	0.052428	0.41903	0.094656	0.047294	0.50711	0.14598	0.10142	0.051481	0.88885	0.90465	0.18829	0.13781	0.055919	0.85224	0.10886	0.057462	0.83774	0.14393	0.045033	0.051875	0.29802	0.034339	0.049971	0.12534	0.1326	0.06188	0.47486	0.43772
Meth__cg00509616__Gcom1	0.29205	0.033922	0.10339	0.88548	0.071435	0.91385	0.11751	0.27239	0.18596	0.16979	0.1143	0.025977	0.1386	0.24021	0.09505	0.051962	0.2118	0.048608	0.19127	0.59703	0.090349	0.49243	0.14805	0.73675	0.041759	0.93723	0.053455	0.059725	0.038471	0.023229	0.047496	0.046409	0.86558	0.037171	0.033676	0.33752	0.17867
Meth__cg04133652__MLLT6	0.032843	0.057746	0.08567	0.056751	0.040082	0.44755	0.044089	0.070432	0.31849	0.042027	0.044627	0.11246	0.30016	0.10993	0.069603	0.19784	0.0237	0.03925	0.04137	0.050897	0.12889	0.039199	0.056193	0.048889	0.03876	0.057351	0.043373	0.044936	0.035672	0.21495	0.06981	0.026753	0.030065	0.060203	0.084207	0.026658	0.035796
Meth__cg05641882__CXCL3	0.025842	0.022631	0.028522	0.32904	0.018493	0.038092	0.032374	0.018958	0.024385	0.038647	0.027441	0.030699	0.024347	0.027129	0.023914	0.052301	0.027287	0.076162	0.14374	0.54778	0.021343	0.025639	0.066354	0.030962	0.043744	0.95386	0.045441	0.020276	0.016547	0.028779	0.026117	0.017221	0.051229	0.072871	0.049467	0.028253	0.027996
Meth__cg04172348__SYN2	0.80988	0.063827	0.95211	0.94073	0.86205	0.8493	0.91053	0.94075	0.058421	0.92387	0.05796	0.088019	0.069229	0.053123	0.084716	0.18587	0.10869	0.90551	0.82197	0.88635	0.044455	0.92515	0.88641	0.71732	0.17303	0.88276	0.09482	0.043517	0.045506	0.61027	0.94575	0.094828	0.41927	0.13652	0.89902	0.61256	0.71698
U133A__SPDEF	10.4241	9.495	6.094	10.1198	9.8359	5.8444	10.4996	6.2908	5.8013	9.2013	6.2848	6.8656	9.5734	6.6571	5.9869	5.2999	6.5909	10.0367	8.9085	8.9427	5.5694	9.9494	6.027	10.078	9.6299	10.1262	9.8712	6.631	6.472	6.5064	10.0966	9.9098	9.9188	9.3052	9.6714	10.8242	10.1563
Meth__cg25881193__BTN2A2	0.087355	0.077916	0.70746	0.41598	0.071084	0.070293	0.082112	0.13104	0.073035	0.083469	0.099963	0.061834	0.085998	0.069414	0.06904	0.13927	0.069138	0.076544	0.086213	0.077361	0.071895	0.0699	0.096677	0.084455	0.072136	0.14674	0.1508	0.085414	0.075486	0.066062	0.083227	0.069144	0.049899	0.10885	0.07743	0.091025	0.10062
Meth__cg06377278__RUNX3	0.98513	0.016959	0.016639	0.68245	0.68436	0.98398	0.9832	0.024367	0.015765	0.6888	0.020867	0.020577	0.014271	0.97467	0.012596	0.018544	0.79629	0.99109	0.98699	0.95585	0.027245	0.98808	0.97563	0.0209	0.13676	0.97227	0.023592	0.013309	0.014508	0.032304	0.012055	0.010461	0.99104	0.97405	0.98027	0.60776	0.65041
Meth__cg06817264__CTSF	0.53073	0.03767	0.87244	0.88137	0.031296	0.57818	0.51155	0.35377	0.20183	0.0807	0.27005	0.36991	0.21379	0.78105	0.63718	0.16416	0.18156	0.97975	0.95959	0.97134	0.50659	0.15752	0.95173	0.93593	0.038318	0.89548	0.078404	0.087226	0.32194	0.081848	0.071109	0.052576	0.7412	0.22317	0.5478	0.046346	0.064282
Meth__cg11668923__ADAM12	0.058487	0.058553	0.95165	0.092926	0.052223	0.063016	0.96006	0.084633	0.074937	0.049045	0.959	0.059472	0.15839	0.065305	0.043532	0.14238	0.035333	0.96461	0.28838	0.045891	0.049038	0.29481	0.93159	0.88255	0.060024	0.90476	0.074943	0.040201	0.041505	0.040139	0.05077	0.051169	0.83224	0.16428	0.052245	0.086952	0.053796
Meth__cg08214029__CCL18	0.11555	0.052268	0.14727	0.30739	0.22748	0.041426	0.15926	0.05337	0.13047	0.055745	0.1361	0.11328	0.095633	0.061078	0.11134	0.053065	0.043599	0.30455	0.17738	0.7568	0.039356	0.66342	0.062049	0.091423	0.080929	0.12634	0.070199	0.048935	0.037146	0.17307	0.33439	0.030539	0.042873	0.15255	0.45122	0.097164	0.073288
Meth__cg03003745__UNQ473	0.023829	0.021727	0.24205	0.03205	0.024317	0.76967	0.032516	0.94579	0.87651	0.028213	0.33372	0.36855	0.62171	0.24389	0.92538	0.28638	0.020053	0.022614	0.023669	0.036617	0.83669	0.020176	0.10883	0.025744	0.030464	0.069658	0.10154	0.58374	0.10797	0.067347	0.027108	0.018647	0.049721	0.12986	0.020689	0.024956	0.018402
U133A__CRISPLD2	5.923	7.4687	6.8837	7.2715	6.6231	8.8524	5.9012	6.0864	9.8636	6.5173	6.1973	8.7598	7.1847	6.9195	8.9948	7.1804	7.4314	5.9925	6.5184	5.8596	7.0327	6.0859	6.0414	7.68	6.3421	6.3528	6.2556	5.9922	6.2245	6.4427	7.297	6.2122	6.1095	6.9753	6.1861	6.4316	6.7485
U133A__JAG1	4.1715	3.9738	5.1816	3.6819	4.1545	4.2839	3.7708	8.0789	7.4077	4.0578	4.4086	7.9108	6.404	6.704	8.8774	9.4865	8.0298	4.0333	4.1281	3.9545	7.3283	3.9943	5.8484	3.9838	4.4251	4.9316	3.8902	5.0175	8.7436	4.4868	7.8841	6.0041	3.9565	3.6018	3.9492	3.8016	3.7944
Meth__cg09350141__PPM1F	0.056661	0.15811	0.053496	0.0881	0.1071	0.080918	0.17071	0.12901	0.044897	0.075494	0.042305	0.28668	0.053515	0.082577	0.078536	0.085774	0.061534	0.060588	0.051534	0.18381	0.46466	0.057781	0.30756	0.082616	0.11876	0.062082	0.095373	0.08125	0.43918	0.14114	0.030683	0.045581	0.1024	0.095402	0.070362	0.07247	0.1167
Meth__cg04044684__CHFR	0.04995	0.42412	0.069051	0.11607	0.04252	0.89939	0.04607	0.12651	0.07423	0.038865	0.041684	0.1526	0.070666	0.19334	0.038032	0.10799	0.36815	0.038409	0.040811	0.11521	0.064897	0.038508	0.70976	0.058024	0.064831	0.099366	0.18874	0.034747	0.1116	0.81699	0.044138	0.092621	0.18867	0.11398	0.04272	0.07824	0.2408
Meth__cg00263760__VAX1	0.84826	0.044353	0.079678	0.0481	0.048373	0.54936	0.9442	0.96217	0.20193	0.83211	0.083951	0.9405	0.18005	0.070842	0.0461	0.11297	0.048861	0.94569	0.94481	0.56289	0.057688	0.49716	0.86845	0.62871	0.35438	0.60632	0.15439	0.047594	0.054054	0.12095	0.03238	0.051569	0.93151	0.9245	0.050056	0.91741	0.90873
Meth__cg01161597__TAF2	0.092611	0.078922	0.081551	0.073331	0.04803	0.064894	0.07186	0.055078	0.070592	0.074074	0.07288	0.072788	0.08494	0.056912	0.075497	0.094082	0.070667	0.096295	0.075889	0.07557	0.071474	0.072788	0.10078	0.087221	0.10002	0.093446	0.068573	0.075942	0.081275	0.083542	0.063252	0.071813	0.046349	0.073703	0.073998	0.070712	0.073297
Meth__cg00146096__FANCF	0.03951	0.030107	0.036908	0.032788	0.026287	0.029015	0.045715	0.030971	0.026014	0.039622	0.030002	0.035562	0.030198	0.027622	0.028596	0.17376	0.031376	0.032192	0.037693	0.030845	0.037074	0.024865	0.084993	0.037343	0.061475	0.067211	0.088423	0.029096	0.027371	0.029159	0.038448	0.022688	0.031564	0.12332	0.040288	0.036684	0.036781
Meth__cg27457941__RBP1	0.59475	0.04197	0.9572	0.55211	0.56521	0.88994	0.83614	0.061023	0.049179	0.21056	0.74836	0.049141	0.26376	0.58882	0.031996	0.072187	0.1865	0.93505	0.79777	0.037685	0.080357	0.74248	0.88198	0.69895	0.08959	0.90735	0.097555	0.19211	0.04397	0.072456	0.94593	0.106	0.92551	0.68881	0.43575	0.72124	0.91557
U133A__TRIM14	5.7111	7.293	5.9119	5.5532	6.9845	4.7954	6.0307	6.4656	4.7405	5.0382	6.2084	8.4742	5.9769	8.6716	7.1586	7.3079	4.8671	6.6019	5.8925	6.5025	7.7062	6.2134	7.0665	5.7377	6.9022	6.2579	6.7685	5.6757	6.187	7.3255	7.821	6.663	6.7641	5.4603	6.2686	5.5596	5.512
Meth__cg21453309__FAM101A	0.090769	0.060378	0.97308	0.30996	0.038409	0.96534	0.09355	0.97152	0.018628	0.027403	0.027897	0.96664	0.14106	0.73371	0.13855	0.26454	0.017103	0.65472	0.054785	0.52428	0.045945	0.1864	0.89497	0.36949	0.16631	0.038227	0.066486	0.45693	0.78679	0.92953	0.40562	0.081825	0.96192	0.32016	0.03369	0.077465	0.058895
Meth__cg07490776__AP3M2	0.13121	0.028928	0.041295	0.025233	0.047764	0.97749	0.34079	0.035354	0.62184	0.12465	0.97582	0.12559	0.57713	0.022007	0.021018	0.082204	0.033063	0.042901	0.037271	0.063324	0.029203	0.025785	0.060364	0.037897	0.060513	0.092068	0.042997	0.020377	0.019537	0.023175	0.026	0.032773	0.045541	0.15939	0.46899	0.10306	0.43794
Meth__cg26035366__LRRC3B	0.51012	0.065432	0.81563	0.62623	0.066369	0.17196	0.92224	0.70314	0.067245	0.062294	0.90508	0.071499	0.075782	0.062768	0.28456	0.09988	0.04593	0.52828	0.61516	0.54042	0.080812	0.93314	0.63018	0.13851	0.14939	0.83591	0.14036	0.073744	0.092407	0.12621	0.91912	0.064856	0.47638	0.2657	0.7847	0.074005	0.080332
U133A__NMI	5.4002	6.3355	6.9712	5.7453	6.2096	6.1877	3.8738	5.7535	7.1553	4.6454	6.3539	8.664	6.8946	7.0581	6.7868	8.4223	6.1866	5.3983	5.7694	4.0752	7.4026	5.436	6.8466	6.5341	3.9968	5.6363	5.8808	6.4119	8.0871	6.5488	4.6572	8.5493	5.5115	4.7055	6.0912	6.4388	5.2935
Meth__cg01027739__DOLPP1	0.48874	0.065813	0.046761	0.33378	0.069507	0.74356	0.90652	0.51358	0.69096	0.16274	0.69577	0.85982	0.57393	0.38107	0.68843	0.67041	0.51615	0.51317	0.54121	0.095848	0.072604	0.21232	0.23492	0.40275	0.10537	0.089355	0.22703	0.05707	0.35279	0.11852	0.079925	0.057198	0.11182	0.09428	0.65351	0.80329	0.90751
Meth__cg17738133__CDKN1C	0.060605	0.034789	0.072734	0.046904	0.032489	0.44205	0.046508	0.038255	0.042278	0.048576	0.057637	0.075478	0.045372	0.042522	0.052993	0.069541	0.14958	0.046256	0.065306	0.043152	0.055229	0.039685	0.087141	0.060299	0.070653	0.10585	0.086816	0.037847	0.034293	0.040582	0.048912	0.039336	0.032718	0.12903	0.048161	0.045829	0.046481
Meth__cg11248491__PSCD3	0.042708	0.018383	0.28293	0.38364	0.17574	0.046197	0.033892	0.054076	0.029423	0.14726	0.039878	0.020138	0.036249	0.031882	0.06093	0.054524	0.022016	0.04583	0.061583	0.43586	0.037086	0.092898	0.076891	0.056884	0.037412	0.10844	0.073163	0.13691	0.03646	0.032454	0.024131	0.045997	0.01923	0.095045	0.042663	0.11399	0.051073
Meth__cg13823136__ST6GALNAC5	0.066034	0.032333	0.95303	0.084793	0.038063	0.027752	0.067712	0.05006	0.025177	0.047301	0.046171	0.044105	0.035655	0.040558	0.024932	0.13005	0.029527	0.067618	0.047695	0.2766	0.040749	0.050869	0.91222	0.40175	0.11449	0.93111	0.069852	0.031728	0.036501	0.046964	0.050163	0.034536	0.36364	0.16215	0.051474	0.051409	0.047177
Meth__cg12506373__CAD	0.044603	0.053796	0.079829	0.047999	0.05008	0.032399	0.04772	0.036589	0.034795	0.14568	0.090438	0.10261	0.054635	0.041142	0.036526	0.067015	0.043329	0.05518	0.055392	0.043144	0.069894	0.054574	0.060098	0.62477	0.055128	0.074643	0.097434	0.036185	0.037828	0.03727	0.04804	0.0473	0.049075	0.038023	0.044603	0.042862	0.036091
U133A__TOB1	8.8416	8.1199	7.4176	9.54	10.0412	5.6991	8.2963	8.2331	6.9626	9.9774	7.4185	7.7978	8.3342	7.3782	8.2944	7.4541	4.4955	8.4614	8.9689	8.6463	7.562	8.9663	5.935	10.6432	8.5555	9.5297	8.6703	5.2081	4.7449	5.9356	8.5847	8.2344	8.8228	9.8445	9.2366	9.6404	9.1081
Meth__cg10000775__PDLIM3	0.10085	0.07331	0.53332	0.067343	0.049562	0.074074	0.20677	0.067272	0.059976	0.086449	0.068777	0.093427	0.064978	0.082386	0.064437	0.12872	0.063937	0.43301	0.083037	0.27536	0.072275	0.10832	0.28458	0.063634	0.12175	0.40714	0.1021	0.055893	0.054282	0.041337	0.13616	0.096838	0.077404	0.17207	0.078433	0.097419	0.066831
Meth__cg00090147__GATA4	0.96481	0.047012	0.93251	0.03494	0.037751	0.8471	0.70038	0.97585	0.11356	0.035797	0.6618	0.48422	0.1073	0.80339	0.86295	0.13446	0.035651	0.96267	0.96992	0.9742	0.9326	0.98045	0.51607	0.86093	0.061477	0.056198	0.087368	0.13781	0.17306	0.064585	0.06424	0.081174	0.42637	0.95514	0.9646	0.79777	0.75445
