Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM52PE	T47D	UACC812	ZR751	ZR7530	ZR75B
Meth__cg09542745__SFRP5	0.36586	0.067271	0.83763	0.73076	0.055774	0.62314	0.56655	0.09922	0.044138	0.074198	0.41188	0.074283	0.81698	0.042583	0.067512	0.27415	0.066007	0.086886	0.035874	0.88302	0.89221	0.86999	0.76573	0.87121	0.59063	0.1404	0.89443	0.1267	0.059772	0.042414	0.044984	0.050771	0.15621	0.24031	0.16461	0.44126	0.73527	0.07106
Meth__cg09254939__KLK10	0.044632	0.043676	0.0433	0.14564	0.062996	0.35368	0.087065	0.030581	0.042455	0.038363	0.39856	0.44635	0.052992	0.045042	0.043756	0.045447	0.054872	0.054031	0.10108	0.037014	0.059771	0.059465	0.38318	0.4036	0.068699	0.074197	0.63345	0.05664	0.040865	0.079262	0.095736	0.035869	0.099017	0.039683	0.053187	0.046384	0.24931	0.052744
Meth__cg08157579__SERHL2	0.059296	0.056951	0.10377	0.15941	0.073945	0.71312	0.41598	0.61557	0.064406	0.072176	0.069392	0.070126	0.54148	0.90512	0.06311	0.66133	0.45082	0.10476	0.0487	0.062976	0.085257	0.15329	0.054609	0.21417	0.78922	0.077247	0.61766	0.11099	0.080722	0.046113	0.063113	0.067069	0.27991	0.090246	0.069371	0.065502	0.61285	0.66003
Meth__cg09539438__NTRK2	0.026261	0.02504	0.83617	0.061234	0.019481	0.76229	0.025229	0.03363	0.020174	0.025004	0.70576	0.028097	0.045928	0.043432	0.023298	0.22773	0.014601	0.040628	0.020635	0.22077	0.034213	0.021244	0.036534	0.94425	0.028781	0.066759	0.96782	0.029482	0.019351	0.019639	0.046841	0.010953	0.054516	0.038093	0.0332	0.022999	0.64622	0.033682
Meth__cg16241648__ARPC1A	0.033786	0.041777	0.047358	0.046357	0.036818	0.039513	0.049694	0.036042	0.031901	0.041062	0.039437	0.037747	0.10855	0.031453	0.039332	0.040531	0.04752	0.079381	0.033841	0.027787	0.037297	0.035799	0.061167	0.069606	0.058458	0.048237	0.11331	0.10642	0.038117	0.046335	0.038359	0.042893	0.031507	0.055125	0.059085	0.039503	0.24049	0.045856
Meth__cg24386906__SART2	0.043405	0.044546	0.072987	0.047901	0.052926	0.039613	0.066165	0.036239	0.043976	0.048308	0.051714	0.060821	0.14419	0.052253	0.043069	0.048629	0.047209	0.0962	0.037265	0.044455	0.057235	0.063188	0.073638	0.081193	0.06653	0.12565	0.12437	0.077717	0.04015	0.040438	0.048883	0.042073	0.49231	0.12646	0.054099	0.079397	0.10607	0.063826
Meth__cg24371225__MGC42105	0.033896	0.071905	0.97614	0.035425	0.028658	0.83156	0.055265	0.98228	0.025216	0.028904	0.13387	0.077482	0.96836	0.021982	0.02793	0.97415	0.072064	0.048143	0.63021	0.026546	0.028956	0.43743	0.16493	0.79978	0.042729	0.15431	0.95404	0.072919	0.063367	0.031444	0.31851	0.36367	0.97798	0.30713	0.031498	0.077025	0.13687	0.43057
Meth__cg23165541__DAPK2	0.070694	0.63639	0.83121	0.88771	0.50523	0.76836	0.094653	0.12262	0.053111	0.54039	0.19035	0.22985	0.43428	0.35936	0.12981	0.27045	0.075257	0.12894	0.068354	0.31365	0.30125	0.31786	0.81823	0.48503	0.7134	0.096589	0.25428	0.64953	0.34539	0.17655	0.1213	0.55542	0.087963	0.20962	0.08648	0.56765	0.14021	0.6288
Meth__cg18044482__PSMD10	0.50843	0.026553	0.041033	0.059003	0.30133	0.035292	0.068293	0.64935	0.53135	0.034214	0.042412	0.039527	0.075839	0.036795	0.51123	0.18729	0.47067	0.12101	0.041528	0.038531	0.04391	0.037087	0.37091	0.088796	0.057661	0.41912	0.35037	0.071167	0.41657	0.054917	0.46041	0.046054	0.15244	0.11864	0.50659	0.23514	0.43913	0.046331
Meth__cg19709625__PCOLCE2	0.030136	0.028154	0.47955	0.038363	0.024841	0.030077	0.041552	0.02247	0.023656	0.026972	0.029893	0.017777	0.081447	0.017379	0.031807	0.40082	0.024002	0.041095	0.017142	0.022729	0.056614	0.0365	0.02059	0.050211	0.02924	0.049898	0.073932	0.094523	0.019396	0.020665	0.01861	0.032006	0.058804	0.056517	0.030998	0.031581	0.31425	0.029994
Meth__cg04112019__IGF2AS	0.26588	0.18084	0.19996	0.20226	0.12886	0.4375	0.73293	0.1425	0.17679	0.17377	0.19098	0.26721	0.25015	0.16801	0.18175	0.18015	0.16534	0.29384	0.17735	0.93673	0.88001	0.17236	0.6832	0.88841	0.8324	0.21473	0.72873	0.2122	0.14577	0.24014	0.15493	0.15302	0.57836	0.52136	0.1884	0.15621	0.2895	0.14052
Meth__cg15286905__ACBD5	0.045109	0.046197	0.087907	0.055683	0.030575	0.044537	0.056776	0.016674	0.04584	0.079057	0.042954	0.21155	0.226	0.39777	0.035126	0.066611	0.036736	0.070844	0.045666	0.055208	0.042972	0.31335	0.058429	0.074185	0.077442	0.079663	0.056661	0.064568	0.054701	0.030676	0.061923	0.084533	0.047935	0.074157	0.040066	0.039371	0.19921	0.041097
Meth__cg12063359__KCNK15	0.094141	0.95077	0.96419	0.089799	0.023105	0.64883	0.044055	0.66757	0.021351	0.028822	0.42341	0.015679	0.93124	0.034001	0.32069	0.96323	0.18283	0.66535	0.13566	0.022651	0.066038	0.63698	0.031726	0.61049	0.043522	0.039969	0.77796	0.5107	0.036454	0.070798	0.029544	0.087729	0.94903	0.081173	0.029645	0.026159	0.088225	0.035703
Meth__cg11248413__NEUROG1	0.30689	0.042813	0.65653	0.62548	0.34935	0.93005	0.94129	0.49637	0.017294	0.029883	0.98498	0.078604	0.97274	0.12222	0.031279	0.57477	0.15276	0.053866	0.23015	0.97408	0.96778	0.16478	0.68277	0.9326	0.71091	0.037029	0.95133	0.065678	0.017504	0.043457	0.75746	0.019552	0.36227	0.082327	0.75852	0.90823	0.97795	0.92376
Meth__cg21656748__SCARB2	0.031107	0.095541	0.038035	0.028895	0.034106	0.51956	0.030315	0.024849	0.026666	0.043724	0.025575	0.070104	0.13929	0.041071	0.03323	0.036236	0.023733	0.040582	0.029758	0.22914	0.065732	0.080316	0.02	0.08554	0.031255	0.04746	0.09981	0.078633	0.021396	0.026959	0.033506	0.03065	0.035158	0.041299	0.032578	0.033102	0.049954	0.034309
Meth__cg14230133__IDS	0.2921	0.0278	0.037273	0.053967	0.14755	0.021869	0.032065	0.061564	0.038935	0.37045	0.026239	0.059251	0.050094	0.22564	0.031886	0.11148	0.21841	0.023659	0.020281	0.029079	0.020258	0.043497	0.28326	0.11695	0.030508	0.11936	0.15396	0.053679	0.16541	0.024012	0.028204	0.023181	0.046008	0.047754	0.4546	0.10733	0.18646	0.019435
Meth__cg19789466__OAS1	0.064205	0.1021	0.13159	0.58751	0.10876	0.38205	0.71022	0.84503	0.057148	0.091743	0.18398	0.097018	0.14627	0.10776	0.1459	0.64654	0.48483	0.19632	0.30624	0.45439	0.30245	0.15339	0.073035	0.52749	0.39646	0.15284	0.7613	0.27956	0.44207	0.52032	0.084138	0.20507	0.12821	0.24504	0.2356	0.38046	0.26567	0.73721
Meth__cg06048156__ITGB3	0.61284	0.077247	0.90222	0.052252	0.040181	0.043626	0.41676	0.063778	0.044474	0.036365	0.054858	0.083131	0.10401	0.037463	0.045009	0.040261	0.043169	0.098183	0.12554	0.64073	0.58413	0.058672	0.054965	0.58089	0.049134	0.083581	0.81678	0.13203	0.050015	0.36238	0.032029	0.040771	0.88857	0.11774	0.046679	0.14872	0.93042	0.51607
Meth__cg03969997__WBSCR27	0.043598	0.031496	0.050432	0.042714	0.033648	0.043853	0.037687	0.04311	0.49123	0.045946	0.038238	0.052884	0.053355	0.025913	0.41617	0.033367	0.036208	0.13561	0.029081	0.032715	0.04111	0.045805	0.033214	0.078195	0.05032	0.043287	0.056715	0.093843	0.04801	0.02699	0.038693	0.031247	0.037384	0.065745	0.051995	0.043406	0.085863	0.046016
Meth__cg08725962__ARL10	0.030856	0.13864	0.98276	0.8059	0.016999	0.03331	0.65495	0.026536	0.022301	0.59165	0.9715	0.058241	0.95709	0.022459	0.02177	0.96412	0.030744	0.026967	0.021589	0.97228	0.98289	0.67336	0.040952	0.94937	0.62433	0.056076	0.95387	0.15822	0.033762	0.036738	0.39121	0.037606	0.97071	0.82471	0.033371	0.029629	0.72266	0.025709
Meth__cg18084798__RHPN2	0.025022	0.020394	0.028299	0.026939	0.017901	0.027346	0.041351	0.019122	0.017249	0.024894	0.024997	0.01672	0.05303	0.020333	0.016087	0.024325	0.016948	0.045172	0.042096	0.020995	0.034267	0.025916	0.019232	0.045721	0.033927	0.035954	0.077497	0.035449	0.032031	0.026746	0.025145	0.023551	0.02442	0.15013	0.028354	0.030774	0.031832	0.024723
Meth__cg01013324__EFNB3	0.23622	0.015208	0.049879	0.30436	0.06873	0.77835	0.40319	0.046516	0.042663	0.029246	0.77807	0.2792	0.24847	0.095279	0.17195	0.099037	0.52135	0.32716	0.19053	0.037527	0.024441	0.05419	0.18901	0.97443	0.69956	0.048151	0.45722	0.063888	0.026271	0.37379	0.069783	0.79461	0.61239	0.053208	0.049223	0.60016	0.096082	0.064227
Meth__cg10043101__ATP1B2	0.029097	0.028879	0.045386	0.24599	0.031565	0.48115	0.04536	0.44079	0.02849	0.034531	0.16804	0.069803	0.45698	0.028922	0.036423	0.17557	0.44389	0.053726	0.042165	0.25693	0.23704	0.034998	0.031034	0.76933	0.041407	0.047976	0.46828	0.068745	0.037029	0.040172	0.052433	0.035548	0.055322	0.088764	0.039085	0.095298	0.1099	0.092384
Meth__cg14311811__DSG2	0.053995	0.79532	0.85643	0.70484	0.22919	0.84493	0.076181	0.06069	0.64303	0.063663	0.15134	0.43761	0.32588	0.92039	0.71916	0.042394	0.27183	0.12627	0.38633	0.14872	0.11532	0.63271	0.14215	0.36005	0.6021	0.091131	0.44376	0.3103	0.064078	0.040606	0.11305	0.82064	0.83061	0.10998	0.04677	0.34026	0.1911	0.81002
Meth__cg25097436__RTN1	0.044815	0.035826	0.86765	0.06943	0.072644	0.81228	0.047293	0.037354	0.028906	0.041697	0.95459	0.40301	0.88476	0.033294	0.033497	0.58102	0.08775	0.063855	0.57475	0.37478	0.094887	0.16159	0.034532	0.93724	0.039698	0.087454	0.43322	0.060129	0.021722	0.037376	0.037202	0.87959	0.75402	0.32727	0.029665	0.17156	0.053048	0.22704
Meth__cg10074409__IRF6	0.033129	0.03282	0.047097	0.059639	0.029252	0.89611	0.0504	0.030858	0.053053	0.078396	0.031666	0.04589	0.087006	0.023303	0.058245	0.051672	0.26974	0.073176	0.48595	0.05087	0.096257	0.43785	0.030935	0.87168	0.046636	0.092273	0.07026	0.067407	0.047795	0.036539	0.048029	0.04053	0.043674	0.039957	0.052577	0.0451	0.050986	0.044557
Meth__cg06979034__ARHGEF5	0.021493	0.01789	0.036095	0.033659	0.025289	0.50937	0.035116	0.019612	0.024432	0.030558	0.018244	0.021561	0.048558	0.021771	0.034285	0.14298	0.048964	0.059896	0.024187	0.022577	0.036807	0.093043	0.024293	0.65029	0.027691	0.022867	0.046853	0.019495	0.1494	0.031689	0.34537	0.02137	0.028754	0.06999	0.01908	0.034695	0.050238	0.032827
Meth__cg15447479__SMO	0.037511	0.037473	0.97207	0.044769	0.88615	0.041243	0.73816	0.038704	0.028279	0.041266	0.037067	0.077548	0.87146	0.26508	0.031289	0.033893	0.035529	0.052754	0.028739	0.97156	0.95926	0.0485	0.03088	0.71953	0.054877	0.04903	0.58927	0.067262	0.030478	0.03379	0.047825	0.97091	0.68982	0.063885	0.24157	0.18123	0.64494	0.56937
Meth__cg09085198__ANKRD29	0.040243	0.17625	0.05479	0.18386	0.1652	0.40969	0.078014	0.088618	0.034322	0.033909	0.076877	0.040297	0.10224	0.036342	0.22575	0.35459	0.10178	0.051772	0.026794	0.30355	0.094094	0.35762	0.24429	0.066667	0.19804	0.054816	0.61081	0.10363	0.043896	0.029897	0.025115	0.40721	0.54116	0.08111	0.038248	0.091975	0.028609	0.072552
Meth__cg15127324__CENTD1	0.049909	0.055794	0.0875	0.076859	0.18966	0.48188	0.068878	0.058833	0.043395	0.41301	0.16152	0.13384	0.084903	0.31899	0.051956	0.076421	0.078881	0.12532	0.058211	0.27107	0.091286	0.40758	0.083503	0.11128	0.060659	0.11382	0.088028	0.098717	0.05965	0.46126	0.17082	0.27287	0.65527	0.078149	0.052108	0.15204	0.10977	0.17453
Meth__cg03437318__ERBB3	0.050226	0.054643	0.05678	0.054667	0.034696	0.85544	0.054335	0.06986	0.037298	0.046755	0.041003	0.032961	0.07826	0.033143	0.047243	0.043201	0.069554	0.078224	0.052987	0.039805	0.051718	0.46459	0.044892	0.31469	0.053245	0.057412	0.095474	0.096633	0.06932	0.031851	0.05497	0.037889	0.030453	0.053162	0.043868	0.04109	0.070306	0.049821
Meth__cg02268424__ZNF136	0.034469	0.058611	0.059545	0.044645	0.0302	0.035002	0.042545	0.17735	0.027399	0.037192	0.053911	0.033712	0.071152	0.034774	0.03809	0.039451	0.04778	0.11654	0.026512	0.046223	0.43249	0.044598	0.042361	0.070214	0.040098	0.093315	0.080122	0.070795	0.033879	0.21126	0.032324	0.028115	0.034041	0.055268	0.041853	0.041444	0.077604	0.041171
Meth__cg05607127__KCNG3	0.047459	0.069556	0.083488	0.062421	0.039031	0.044448	0.064262	0.044152	0.040462	0.038788	0.067426	0.05217	0.069278	0.031574	0.063816	0.047636	0.046883	0.076189	0.052962	0.040812	0.066218	0.061944	0.039424	0.70303	0.074372	0.06109	0.29431	0.10255	0.049059	0.046202	0.061037	0.035026	0.040843	0.05972	0.037531	0.040968	0.058098	0.049738
Meth__cg04460372__ST6GALNAC6	0.060076	0.19635	0.37837	0.36012	0.10014	0.11408	0.17004	0.23255	0.054313	0.056544	0.047551	0.67222	0.21688	0.036086	0.063589	0.20395	0.073775	0.1204	0.035566	0.37758	0.071686	0.22793	0.13311	0.084252	0.56684	0.085669	0.1444	0.1064	0.036975	0.048618	0.05237	0.038251	0.36413	0.050058	0.044738	0.054503	0.27891	0.083852
Meth__cg06765514__PIP5KL1	0.077247	0.053407	0.3816	0.93923	0.076456	0.80887	0.047066	0.64847	0.05297	0.062667	0.4128	0.11675	0.85998	0.038587	0.052455	0.4528	0.88948	0.37044	0.42452	0.33446	0.35148	0.83762	0.036744	0.76912	0.62994	0.12395	0.75707	0.16938	0.051432	0.047863	0.31923	0.056965	0.089286	0.41999	0.089891	0.33044	0.33304	0.7119
Meth__cg07570421__PTER	0.087007	0.11557	0.12413	0.14188	0.066791	0.084263	0.14097	0.097183	0.07557	0.088295	0.11441	0.10796	0.12726	0.078431	0.07729	0.11649	0.096699	0.093147	0.16673	0.13066	0.085158	0.090578	0.063327	0.14979	0.12917	0.18034	0.12982	0.14444	0.1076	0.082829	0.38224	0.050631	0.085779	0.18458	0.10688	0.37446	0.16566	0.22433
Meth__cg19799744__ENPP5	0.055069	0.031166	0.74929	0.03344	0.039153	0.91254	0.039288	0.02116	0.083871	0.0451	0.20477	0.041393	0.1116	0.065975	0.042998	0.048122	0.11803	0.078211	0.071251	0.049401	0.045432	0.1773	0.050097	0.43944	0.050625	0.046424	0.34024	0.0753	0.029887	0.032526	0.1542	0.029218	0.040398	0.039582	0.040293	0.064056	0.064394	0.055044
Meth__cg16959606__ATP1B1	0.048543	0.048479	0.11392	0.058907	0.1002	0.080253	0.058649	0.057007	0.043835	0.051993	0.11014	0.041854	0.098174	0.18744	0.047927	0.054066	0.049152	0.086971	0.063407	0.060621	0.047414	0.37618	0.036552	0.094564	0.063001	0.08145	0.11963	0.1184	0.054506	0.057948	0.045751	0.081223	0.14645	0.074872	0.063567	0.060925	0.10231	0.17683
Meth__cg25177452__PRP2	0.039336	0.037851	0.082297	0.028633	0.021762	0.50097	0.092711	0.04352	0.032162	0.041161	0.082245	0.058512	0.21157	0.029698	0.038043	0.039497	0.030573	0.061644	0.032405	0.095496	0.037624	0.041247	0.031641	0.45965	0.041334	0.052859	0.9656	0.079001	0.029491	0.027925	0.4984	0.31214	0.54588	0.057478	0.036975	0.058686	0.06004	0.069802
Meth__cg27173322__FADS1	0.025534	0.027993	0.035551	0.022181	0.02122	0.01765	0.027413	0.025874	0.01978	0.02175	0.016521	0.015481	0.666	0.017498	0.025193	0.9894	0.021122	0.033532	0.015898	0.013159	0.020823	0.024572	0.017457	0.032232	0.023564	0.045222	0.036625	0.044116	0.014366	0.011761	0.048866	0.021805	0.83651	0.026233	0.025506	0.028939	0.041495	0.068639
Meth__cg24516061__RGS19	0.027122	0.029934	0.034619	0.037092	0.02345	0.031373	0.032164	0.035328	0.023467	0.030582	0.027194	0.18835	0.22994	0.32158	0.034629	0.042272	0.030496	0.065587	0.019307	0.10563	0.033697	0.095716	0.06023	0.063735	0.036463	0.064894	0.05774	0.047834	0.026706	0.17071	0.039843	0.034181	0.02888	0.075016	0.043913	0.03319	0.10089	0.029888
Meth__cg01626227__TRIM4	0.033758	0.025452	0.032323	0.93983	0.029868	0.024662	0.023858	0.023639	0.029236	0.025055	0.026639	0.023678	0.036466	0.017242	0.021974	0.20268	0.022787	0.077252	0.020814	0.17071	0.20569	0.030919	0.024839	0.046493	0.027077	0.049041	0.044662	0.0381	0.030202	0.022382	0.028731	0.23008	0.65921	0.02556	0.024668	0.026308	0.081803	0.02409
Meth__cg04959837__PLSCR4	0.053988	0.10105	0.067664	0.043754	0.034595	0.042965	0.0701	0.022672	0.056604	0.072838	0.038181	0.036874	0.10551	0.035493	0.048097	0.031963	0.031686	0.061508	0.048516	0.061609	0.054616	0.060023	0.034715	0.17037	0.066302	0.11786	0.12703	0.16509	0.040168	0.030482	0.04955	0.14347	0.35348	0.091049	0.05383	0.060155	0.077432	0.056641
Meth__cg07113600__KLF12	0.043766	0.042694	0.061267	0.03907	0.033096	0.033438	0.038407	0.03042	0.051578	0.053299	0.057156	0.046677	0.073524	0.034832	0.054346	0.049115	0.060873	0.096342	0.063065	0.068184	0.052799	0.054691	0.032323	0.11875	0.054296	0.072688	0.094291	0.059781	0.043689	0.033169	0.050744	0.046809	0.10059	0.075202	0.038605	0.51734	0.11794	0.72377
Meth__cg20919556__CNKSR3	0.041463	0.090372	0.057402	0.062762	0.07841	0.036221	0.11185	0.028917	0.044266	0.057977	0.047606	0.060568	0.18218	0.087791	0.046533	0.056286	0.042559	0.1244	0.041867	0.083126	0.074187	0.044209	0.054817	0.071062	0.056866	0.13314	0.098561	0.10645	0.041511	0.046712	0.056903	0.079846	0.065384	0.44751	0.066654	0.063067	0.090273	0.085171
Meth__cg06731599__ATP6AP2	0.64122	0.3832	0.081258	0.072776	0.50789	0.063712	0.069575	0.049874	0.68969	0.56466	0.093323	0.63137	0.60492	0.60461	0.62656	0.055163	0.049664	0.5037	0.056378	0.049003	0.099867	0.39398	0.59784	0.1095	0.60284	0.50619	0.56731	0.5652	0.60187	0.05723	0.65613	0.70069	0.057377	0.11311	0.57448	0.27506	0.6846	0.048969
Meth__cg08056146__SOX7	0.89398	0.23643	0.95995	0.65105	0.17343	0.89943	0.97038	0.083296	0.024424	0.14337	0.62864	0.045337	0.93106	0.51354	0.066663	0.56007	0.028877	0.092923	0.15546	0.97623	0.95465	0.040623	0.96713	0.9327	0.91788	0.087733	0.91658	0.1332	0.040554	0.027685	0.031104	0.72079	0.91664	0.86888	0.96465	0.90127	0.92215	0.95223
Meth__cg08955609__APOE	0.023596	0.03179	0.2006	0.29571	0.036658	0.67491	0.067427	0.62356	0.033225	0.040101	0.80753	0.34698	0.23688	0.024524	0.028861	0.62586	0.57156	0.067426	0.056207	0.07577	0.036009	0.71537	0.042072	0.56178	0.24307	0.037043	0.71274	0.040279	0.03766	0.56072	0.044138	0.18844	0.28176	0.0206	0.02875	0.030139	0.059822	0.11701
Meth__cg11016563__TRPC6	0.074752	0.072237	0.80122	0.68573	0.10689	0.65016	0.87833	0.90781	0.064943	0.065175	0.77658	0.16054	0.69247	0.75147	0.074872	0.55544	0.081487	0.1424	0.20693	0.095809	0.074639	0.099745	0.1644	0.71791	0.081004	0.13747	0.82567	0.16752	0.062552	0.48384	0.11025	0.84434	0.78354	0.36701	0.10557	0.31503	0.1325	0.73908
Meth__cg22083798__IGFBP3	0.17744	0.061528	0.91945	0.49922	0.33957	0.31333	0.4095	0.076128	0.067596	0.46264	0.55757	0.16146	0.87929	0.24373	0.056872	0.20511	0.073478	0.092606	0.085142	0.8118	0.88032	0.56316	0.57214	0.20662	0.14335	0.14802	0.56008	0.27192	0.075141	0.093017	0.89944	0.64414	0.80673	0.24427	0.24319	0.13007	0.53142	0.10568
Meth__cg07986525__NFE2L3	0.12085	0.070856	0.43256	0.15175	0.17936	0.63363	0.26627	0.08114	0.030693	0.079924	0.074707	0.061497	0.17619	0.12675	0.049285	0.071169	0.047558	0.072733	0.41022	0.038161	0.065144	0.19952	0.14196	0.11209	0.38943	0.079794	0.76134	0.082582	0.075982	0.048445	0.45797	0.096215	0.54919	0.4695	0.049045	0.1406	0.15906	0.11867
Meth__cg13802364__RCOR2	0.031285	0.030625	0.043304	0.10941	0.022889	0.49949	0.030208	0.060092	0.023989	0.029125	0.66691	0.10108	0.12291	0.072249	0.024961	0.12217	0.033512	0.09256	0.025776	0.076266	0.048254	0.06024	0.029918	0.53213	0.033446	0.066317	0.47796	0.03875	0.021674	0.028668	0.026489	0.026116	0.072751	0.041962	0.029523	0.028394	0.10511	0.029282
Meth__cg16315923__KIAA0195	0.057109	0.040037	0.074405	0.057765	0.042542	0.060448	0.05441	0.058369	0.048203	0.058118	0.058684	0.036604	0.083633	0.061894	0.052356	0.062591	0.042686	0.090686	0.041579	0.061178	0.060986	0.1643	0.054294	0.37777	0.061235	0.078602	0.082287	0.073835	0.050019	0.046375	0.048099	0.042537	0.050285	0.064453	0.058687	0.053957	0.066407	0.062067
Meth__cg19635712__EPB41L4B	0.059356	0.048819	0.12225	0.06249	0.045337	0.096516	0.068403	0.058176	0.053847	0.057818	0.062426	0.16066	0.11746	0.10662	0.054539	0.11627	0.059728	0.068697	0.045083	0.069877	0.059686	0.2002	0.16465	0.075181	0.065545	0.094631	0.11561	0.12829	0.36592	0.19952	0.10395	0.065063	0.05972	0.10166	0.063665	0.056796	0.11161	0.066364
Meth__cg26179948__JAZF1	0.040757	0.23954	0.080182	0.52865	0.059202	0.23659	0.373	0.045718	0.040459	0.045799	0.064344	0.10937	0.14087	0.095522	0.037347	0.058955	0.038606	0.044438	0.036812	0.47778	0.078937	0.046372	0.83387	0.073377	0.063972	0.097234	0.31917	0.12952	0.038798	0.037369	0.060328	0.73274	0.048921	0.11734	0.25543	0.22842	0.106	0.045323
Meth__cg16604218__EIF2B3	0.098219	0.10218	0.11066	0.32455	0.26585	0.64461	0.21708	0.06769	0.04796	0.10272	0.056524	0.17647	0.10723	0.057521	0.069423	0.058949	0.036877	0.10038	0.08536	0.19785	0.22202	0.073638	0.17956	0.69335	0.39848	0.11874	0.29443	0.137	0.030452	0.3537	0.60912	0.26937	0.40622	0.27713	0.57684	0.40321	0.16641	0.24685
Meth__cg25027501__GSTM3	0.48698	0.32752	0.90349	0.57164	0.065846	0.052485	0.64846	0.41241	0.03981	0.058908	0.055697	0.054527	0.32275	0.13157	0.07101	0.050051	0.32584	0.07441	0.24492	0.32737	0.066005	0.05782	0.048866	0.24253	0.45338	0.1019	0.82803	0.15661	0.068848	0.046992	0.38954	0.12448	0.29407	0.24125	0.058111	0.67429	0.17405	0.63807
Meth__cg08409225__OBFC2B	0.054349	0.049348	0.053723	0.30179	0.26791	0.76584	0.25066	0.20112	0.081845	0.10118	0.1117	0.11534	0.21401	0.27594	0.086307	0.33103	0.35286	0.26384	0.036929	0.070516	0.22922	0.084531	0.11972	0.24011	0.16352	0.083927	0.54859	0.13049	0.05546	0.051141	0.50131	0.28915	0.15979	0.097561	0.20713	0.24837	0.087329	0.40516
Meth__cg04574442__ALG8	0.023231	0.058524	0.034613	0.038049	0.043701	0.071167	0.065121	0.051485	0.041924	0.042279	0.035389	0.050276	0.24232	0.037625	0.036855	0.045036	0.043653	0.097336	0.038244	0.0434	0.026456	0.040984	0.026201	0.060617	0.213	0.12035	0.057334	0.063187	0.044261	0.021283	0.047066	0.044707	0.015218	0.038837	0.030711	0.044156	0.073955	0.12125
Meth__cg11778001__NAB1	0.37777	0.081591	0.91967	0.83849	0.81913	0.46567	0.63146	0.11243	0.050648	0.46704	0.035807	0.051004	0.84956	0.56936	0.088967	0.045257	0.032913	0.079548	0.55078	0.74356	0.55583	0.5126	0.56383	0.35092	0.56894	0.08107	0.37458	0.19944	0.039828	0.032798	0.050908	0.89256	0.27698	0.06868	0.46968	0.50258	0.33037	0.80287
Meth__cg03257423__ZNF228	0.19231	0.048723	0.044297	0.24008	0.050928	0.11711	0.25922	0.2363	0.16129	0.049112	0.34574	0.10477	0.11085	0.049055	0.13479	0.047977	0.039864	0.18199	0.060764	0.047006	0.043642	0.053586	0.037258	0.10387	0.044891	0.089593	0.073371	0.056568	0.052932	0.17765	0.063105	0.090432	0.092155	0.13542	0.056549	0.051964	0.28062	0.053373
Meth__cg18106189__C18orf1	0.026516	0.051027	0.64884	0.030204	0.035814	0.49304	0.034608	0.036079	0.025661	0.027936	0.044272	0.033412	0.21957	0.032724	0.02497	0.027585	0.027325	0.10706	0.035686	0.021961	0.043598	0.031554	0.025246	0.93391	0.036213	0.039693	0.058257	0.036348	0.024485	0.39697	0.070557	0.029893	0.089649	0.060435	0.031577	0.023076	0.066322	0.031541
Meth__cg09875273__ERBB2	0.053791	0.015603	0.079565	0.026686	0.039669	0.037077	0.040262	0.041044	0.069294	0.080723	0.82974	0.067161	0.026325	0.016197	0.066076	0.03812	0.028524	0.058193	0.052415	0.046638	0.094865	0.064923	0.051511	0.062746	0.019489	0.066418	0.023267	0.029278	0.053346	0.030688	0.040705	0.087138	0.03228	0.029851	0.019065	0.051128	0.017864	0.050681
Meth__cg14323109__KDR	0.084215	0.028818	0.13787	0.066702	0.039222	0.65586	0.062384	0.042456	0.045866	0.044609	0.073075	0.19114	0.089134	0.031747	0.043369	0.045815	0.078123	0.050956	0.50972	0.42491	0.06253	0.039705	0.034544	0.50211	0.69279	0.072953	0.88333	0.13226	0.042825	0.058037	0.32907	0.046947	0.11227	0.13002	0.048393	0.072319	0.1011	0.17063
Meth__cg09881855__SNAI2	0.44185	0.08248	0.070003	0.061587	0.057136	0.051318	0.068229	0.053629	0.051997	0.057498	0.054525	0.041823	0.16585	0.058652	0.046998	0.053147	0.057898	0.11163	0.058574	0.49152	0.58079	0.054128	0.052387	0.34171	0.055935	0.084032	0.08007	0.099956	0.044584	0.048827	0.05151	0.060966	0.79487	0.1244	0.070422	0.05636	0.19986	0.060428
